Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (26434648),Connor McDavid,26434648,C/UTIL,9600,SEA@EDM 01/17/2023 09:00PM ET,EDM,21.05
LW,Alex Ovechkin (26434844),Alex Ovechkin,26434844,W/UTIL,9200,MIN@WAS 01/17/2023 07:00PM ET,WAS,16.66
C,Tage Thompson (26434650),Tage Thompson,26434650,C/UTIL,9100,BUF@CHI 01/17/2023 08:30PM ET,BUF,18.02
D,Roman Josi (26435240),Roman Josi,26435240,D/UTIL,8700,CLS@NSH 01/17/2023 08:00PM ET,NSH,17.98
C,Auston Matthews (26434652),Auston Matthews,26434652,C/UTIL,8600,FLA@TOR 01/17/2023 07:00PM ET,TOR,16.88
G,Carter Hart (26435542),Carter Hart,26435542,G,8500,ANH@PHI 01/17/2023 07:00PM ET,PHI,12.93
G,Samuel Ersson (26435543),Samuel Ersson,26435543,G,8500,ANH@PHI 01/17/2023 07:00PM ET,PHI,13.88
G,Connor Hellebuyck (26435544),Connor Hellebuyck,26435544,G,8400,WPG@MON 01/17/2023 07:00PM ET,WPG,17.46
G,Ukko-Pekka Luukkonen (26435545),Ukko-Pekka Luukkonen,26435545,G,8300,BUF@CHI 01/17/2023 08:30PM ET,BUF,13.39
G,Craig Anderson (26435546),Craig Anderson,26435546,G,8300,BUF@CHI 01/17/2023 08:30PM ET,BUF,16.65
G,David Rittich (26435547),David Rittich,26435547,G,8200,WPG@MON 01/17/2023 07:00PM ET,WPG,12.87
LW,Kirill Kaprizov (26434846),Kirill Kaprizov,26434846,W/UTIL,8200,MIN@WAS 01/17/2023 07:00PM ET,MIN,16.51
G,Juuse Saros (26435548),Juuse Saros,26435548,G,8200,CLS@NSH 01/17/2023 08:00PM ET,NSH,16.18
G,Kevin Lankinen (26435549),Kevin Lankinen,26435549,G,8200,CLS@NSH 01/17/2023 08:00PM ET,NSH,14.24
G,Matt Murray (26435550),Matt Murray,26435550,G,8100,FLA@TOR 01/17/2023 07:00PM ET,TOR,15.38
