Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,David Pastrnak (26451800),David Pastrnak,26451800,W/UTIL,9000,BOS@NYI 01/18/2023 07:30PM ET,BOS,20.35
C,Nathan MacKinnon (26451686),Nathan MacKinnon,26451686,C/UTIL,8900,COL@CGY 01/18/2023 09:30PM ET,COL,19.98
G,Andrei Vasilevskiy (26452226),Andrei Vasilevskiy,26452226,G,8300,TB@VAN 01/18/2023 10:00PM ET,TB,15.67
G,Linus Ullmark (26452227),Linus Ullmark,26452227,G,8200,BOS@NYI 01/18/2023 07:30PM ET,BOS,18.16
G,Brian Elliott (26452228),Brian Elliott,26452228,G,8100,TB@VAN 01/18/2023 10:00PM ET,TB,13.61
LW,Jason Robertson (26451802),Jason Robertson,26451802,W/UTIL,8100,DAL@SJ 01/18/2023 10:00PM ET,DAL,16.69
G,Jake Oettinger (26452229),Jake Oettinger,26452229,G,8100,DAL@SJ 01/18/2023 10:00PM ET,DAL,15.69
G,Scott Wedgewood (26452230),Scott Wedgewood,26452230,G,8100,DAL@SJ 01/18/2023 10:00PM ET,DAL,12.21
G,Jeremy Swayman (26452231),Jeremy Swayman,26452231,G,8000,BOS@NYI 01/18/2023 07:30PM ET,BOS,12.02
G,Jacob Markstrom (26452232),Jacob Markstrom,26452232,G,7900,COL@CGY 01/18/2023 09:30PM ET,CGY,9.67
G,Dan Vladar (26452233),Dan Vladar,26452233,G,7900,COL@CGY 01/18/2023 09:30PM ET,CGY,12.22
G,Casey DeSmith (26452234),Casey DeSmith,26452234,G,7800,PIT@OTT 01/18/2023 07:00PM ET,PIT,12.3
G,Dustin Tokarski (26452235),Dustin Tokarski,26452235,G,7800,PIT@OTT 01/18/2023 07:00PM ET,PIT,14.65
RW,Nikita Kucherov (26451804),Nikita Kucherov,26451804,W/UTIL,7800,TB@VAN 01/18/2023 10:00PM ET,TB,15.94
G,Anton Forsberg (26452236),Anton Forsberg,26452236,G,7600,PIT@OTT 01/18/2023 07:00PM ET,OTT,11.46
G,Cam Talbot (26452237),Cam Talbot,26452237,G,7600,PIT@OTT 01/18/2023 07:00PM ET,OTT,11.43
RW,Mikko Rantanen (26451806),Mikko Rantanen,26451806,W/UTIL,7600,COL@CGY 01/18/2023 09:30PM ET,COL,16.6
G,Alexandar Georgiev (26452238),Alexandar Georgiev,26452238,G,7500,COL@CGY 01/18/2023 09:30PM ET,COL,15.37
G,Pavel Francouz (26452239),Pavel Francouz,26452239,G,7500,COL@CGY 01/18/2023 09:30PM ET,COL,15.47
LW,Timo Meier (26451808),Timo Meier,26451808,W/UTIL,7400,DAL@SJ 01/18/2023 10:00PM ET,SJ,16.11
C,Sidney Crosby (26451688),Sidney Crosby,26451688,C/UTIL,7300,PIT@OTT 01/18/2023 07:00PM ET,PIT,13.09
LW,Brady Tkachuk (26451810),Brady Tkachuk,26451810,W/UTIL,7300,PIT@OTT 01/18/2023 07:00PM ET,OTT,14.34
D,Cale Makar (26452036),Cale Makar,26452036,D/UTIL,7300,COL@CGY 01/18/2023 09:30PM ET,COL,14.14
G,James Reimer (26452240),James Reimer,26452240,G,7300,DAL@SJ 01/18/2023 10:00PM ET,SJ,11.31
G,Ilya Sorokin (26452241),Ilya Sorokin,26452241,G,7200,BOS@NYI 01/18/2023 07:30PM ET,NYI,14.9
G,Semyon Varlamov (26452242),Semyon Varlamov,26452242,G,7200,BOS@NYI 01/18/2023 07:30PM ET,NYI,15.18
LW,Valeri Nichushkin (26451812),Valeri Nichushkin,26451812,W/UTIL,7200,COL@CGY 01/18/2023 09:30PM ET,COL,13.61
C,Elias Pettersson (26451690),Elias Pettersson,26451690,C/UTIL,7100,TB@VAN 01/18/2023 10:00PM ET,VAN,16.07
G,Spencer Martin (26452243),Spencer Martin,26452243,G,7100,TB@VAN 01/18/2023 10:00PM ET,VAN,8.95
G,Collin Delia (26452244),Collin Delia,26452244,G,7100,TB@VAN 01/18/2023 10:00PM ET,VAN,11.97
G,Kaapo Kahkonen (26452245),Kaapo Kahkonen,26452245,G,7100,DAL@SJ 01/18/2023 10:00PM ET,SJ,7.52
C,Tim Stuetzle (26451692),Tim Stuetzle,26451692,C/UTIL,7000,PIT@OTT 01/18/2023 07:00PM ET,OTT,12.65
LW,Jake Guentzel (26451814),Jake Guentzel,26451814,W/UTIL,7000,PIT@OTT 01/18/2023 07:00PM ET,PIT,12.32
D,Erik Karlsson (26452038),Erik Karlsson,26452038,D/UTIL,7000,DAL@SJ 01/18/2023 10:00PM ET,SJ,14.58
C,Bo Horvat (26451694),Bo Horvat,26451694,C/UTIL,6900,TB@VAN 01/18/2023 10:00PM ET,VAN,14.44
LW,Alex DeBrincat (26451816),Alex DeBrincat,26451816,W/UTIL,6800,PIT@OTT 01/18/2023 07:00PM ET,OTT,12.49
C,Steven Stamkos (26451696),Steven Stamkos,26451696,C/UTIL,6800,TB@VAN 01/18/2023 10:00PM ET,TB,14.73
C,Roope Hintz (26451698),Roope Hintz,26451698,C/UTIL,6700,DAL@SJ 01/18/2023 10:00PM ET,DAL,12.66
C,Patrice Bergeron (26451700),Patrice Bergeron,26451700,C/UTIL,6600,BOS@NYI 01/18/2023 07:30PM ET,BOS,12.77
C,Evgeni Malkin (26451702),Evgeni Malkin,26451702,C/UTIL,6500,PIT@OTT 01/18/2023 07:00PM ET,PIT,11.96
G,Tristan Jarry (26452250),Tristan Jarry,26452250,G,6500,PIT@OTT 01/18/2023 07:00PM ET,PIT,16.79
G,Kevin Mandolese (26452251),Kevin Mandolese,26452251,G,6500,PIT@OTT 01/18/2023 07:00PM ET,OTT,0
LW,Brad Marchand (26451818),Brad Marchand,26451818,W/UTIL,6500,BOS@NYI 01/18/2023 07:30PM ET,BOS,12.27
G,Keith Kinkaid (26452247),Keith Kinkaid,26452247,G,6500,BOS@NYI 01/18/2023 07:30PM ET,BOS,23.5
G,Cory Schneider (26452249),Cory Schneider,26452249,G,6500,BOS@NYI 01/18/2023 07:30PM ET,NYI,0
G,Jonas Johansson (26452246),Jonas Johansson,26452246,G,6500,COL@CGY 01/18/2023 09:30PM ET,COL,4.9
G,Thatcher Demko (26452248),Thatcher Demko,26452248,G,6500,TB@VAN 01/18/2023 10:00PM ET,VAN,8.54
G,Eetu Makiniemi (26452252),Eetu Makiniemi,26452252,G,6500,DAL@SJ 01/18/2023 10:00PM ET,SJ,8.9
G,Aaron Dell (26452253),Aaron Dell,26452253,G,6500,DAL@SJ 01/18/2023 10:00PM ET,SJ,9.1
D,Thomas Chabot (26452040),Thomas Chabot,26452040,D/UTIL,6400,PIT@OTT 01/18/2023 07:00PM ET,OTT,10.76
C,Brayden Point (26451704),Brayden Point,26451704,C/UTIL,6400,TB@VAN 01/18/2023 10:00PM ET,TB,12.94
RW,Jake DeBrusk (26451820),Jake DeBrusk,26451820,W/UTIL,6200,BOS@NYI 01/18/2023 07:30PM ET,BOS,11.66
RW,Drake Batherson (26451822),Drake Batherson,26451822,W/UTIL,6100,PIT@OTT 01/18/2023 07:00PM ET,OTT,11.35
C,Nazem Kadri (26451706),Nazem Kadri,26451706,C/UTIL,6100,COL@CGY 01/18/2023 09:30PM ET,CGY,11.62
D,Noah Dobson (26452042),Noah Dobson,26452042,D/UTIL,6000,BOS@NYI 01/18/2023 07:30PM ET,NYI,11.04
LW,Gabriel Landeskog (26451824),Gabriel Landeskog,26451824,W/UTIL,6000,COL@CGY 01/18/2023 09:30PM ET,COL,0
C,Brock Nelson (26451708),Brock Nelson,26451708,C/UTIL,5900,BOS@NYI 01/18/2023 07:30PM ET,NYI,11.25
RW,Joe Pavelski (26451826),Joe Pavelski,26451826,W/UTIL,5900,DAL@SJ 01/18/2023 10:00PM ET,DAL,11.74
RW,Rickard Rakell (26451828),Rickard Rakell,26451828,W/UTIL,5800,PIT@OTT 01/18/2023 07:00PM ET,PIT,11.08
D,Miro Heiskanen (26452044),Miro Heiskanen,26452044,D/UTIL,5800,DAL@SJ 01/18/2023 10:00PM ET,DAL,11.14
RW,Tyler Toffoli (26451830),Tyler Toffoli,26451830,W/UTIL,5700,COL@CGY 01/18/2023 09:30PM ET,CGY,10.65
D,Victor Hedman (26452046),Victor Hedman,26452046,D/UTIL,5700,TB@VAN 01/18/2023 10:00PM ET,TB,10.16
C,Mathew Barzal (26451710),Mathew Barzal,26451710,C/UTIL,5600,BOS@NYI 01/18/2023 07:30PM ET,NYI,10.33
LW,Brandon Hagel (26451832),Brandon Hagel,26451832,W/UTIL,5600,TB@VAN 01/18/2023 10:00PM ET,TB,10.96
RW,Evan Rodrigues (26451834),Evan Rodrigues,26451834,W/UTIL,5500,COL@CGY 01/18/2023 09:30PM ET,COL,10.54
D,Mikhail Sergachev (26452048),Mikhail Sergachev,26452048,D/UTIL,5500,TB@VAN 01/18/2023 10:00PM ET,TB,11.17
LW,Anders Lee (26451836),Anders Lee,26451836,W/UTIL,5400,BOS@NYI 01/18/2023 07:30PM ET,NYI,10.24
C,Elias Lindholm (26451712),Elias Lindholm,26451712,C/UTIL,5400,COL@CGY 01/18/2023 09:30PM ET,CGY,10.27
D,Charlie McAvoy (26452050),Charlie McAvoy,26452050,D/UTIL,5300,BOS@NYI 01/18/2023 07:30PM ET,BOS,10.39
LW,Artturi Lehkonen (26451838),Artturi Lehkonen,26451838,W/UTIL,5300,COL@CGY 01/18/2023 09:30PM ET,COL,10.09
C,Tomas Hertl (26451714),Tomas Hertl,26451714,C/UTIL,5300,DAL@SJ 01/18/2023 10:00PM ET,SJ,11.06
RW,Claude Giroux (26451840),Claude Giroux,26451840,W/UTIL,5200,PIT@OTT 01/18/2023 07:00PM ET,OTT,10.25
LW,Taylor Hall (26451842),Taylor Hall,26451842,W/UTIL,5100,BOS@NYI 01/18/2023 07:30PM ET,BOS,9.82
D,Rasmus Andersson (26452052),Rasmus Andersson,26452052,D/UTIL,5100,COL@CGY 01/18/2023 09:30PM ET,CGY,10.15
D,Kris Letang (26452054),Kris Letang,26452054,D/UTIL,5000,PIT@OTT 01/18/2023 07:00PM ET,PIT,9.29
RW,J.T. Miller (26451844),J.T. Miller,26451844,W/UTIL,5000,TB@VAN 01/18/2023 10:00PM ET,VAN,10.74
C,Logan Couture (26451716),Logan Couture,26451716,C/UTIL,5000,DAL@SJ 01/18/2023 10:00PM ET,SJ,10.32
LW,Jamie Benn (26451846),Jamie Benn,26451846,W/UTIL,4900,DAL@SJ 01/18/2023 10:00PM ET,DAL,10.36
RW,Bryan Rust (26451848),Bryan Rust,26451848,W/UTIL,4800,PIT@OTT 01/18/2023 07:00PM ET,PIT,9.21
C,Mikael Backlund (26451718),Mikael Backlund,26451718,C/UTIL,4800,COL@CGY 01/18/2023 09:30PM ET,CGY,9.69
D,Quinn Hughes (26452056),Quinn Hughes,26452056,D/UTIL,4800,TB@VAN 01/18/2023 10:00PM ET,VAN,9.67
LW,Jason Zucker (26451850),Jason Zucker,26451850,W/UTIL,4700,PIT@OTT 01/18/2023 07:00PM ET,PIT,8.82
D,Devon Toews (26452058),Devon Toews,26452058,D/UTIL,4700,COL@CGY 01/18/2023 09:30PM ET,COL,9.02
