Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nathan MacKinnon (26774471),Nathan MacKinnon,26774471,C/UTIL,8600,COL@WPG 02/24/2023 08:00PM ET,COL,20.20
RW,Matthew Tkachuk (26774635),Matthew Tkachuk,26774635,W/UTIL,8500,BUF@FLA 02/24/2023 07:00PM ET,FLA,16.41
G,Frederik Andersen (26775167),Frederik Andersen,26775167,G,8500,OTT@CAR 02/24/2023 07:00PM ET,CAR,12.87
G,Antti Raanta (26775168),Antti Raanta,26775168,G,8500,OTT@CAR 02/24/2023 07:00PM ET,CAR,12.00
C,Auston Matthews (26774473),Auston Matthews,26774473,C/UTIL,8400,MIN@TOR 02/24/2023 07:00PM ET,TOR,17.24
G,Sergei Bobrovsky (26775169),Sergei Bobrovsky,26775169,G,8300,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.01
G,Ilya Samsonov (26775170),Ilya Samsonov,26775170,G,8200,MIN@TOR 02/24/2023 07:00PM ET,TOR,14.6
G,Joseph Woll (26775171),Joseph Woll,26775171,G,8200,MIN@TOR 02/24/2023 07:00PM ET,TOR,18.5
G,Alex Lyon (26775172),Alex Lyon,26775172,G,8100,BUF@FLA 02/24/2023 07:00PM ET,FLA,11.92
G,Spencer Knight (26775173),Spencer Knight,26775173,G,8100,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.36
G,Pheonix Copley (26775174),Pheonix Copley,26775174,G,8000,LA@NYI 02/24/2023 07:30PM ET,LA,12.34
G,Jonathan Quick (26775175),Jonathan Quick,26775175,G,8000,LA@NYI 02/24/2023 07:30PM ET,LA,7.89
C,Tage Thompson (26774475),Tage Thompson,26774475,C/UTIL,7900,BUF@FLA 02/24/2023 07:00PM ET,BUF,17.08
LW,Kyle Connor (26774637),Kyle Connor,26774637,W/UTIL,7900,COL@WPG 02/24/2023 08:00PM ET,WPG,14.13
G,Connor Hellebuyck (26775176),Connor Hellebuyck,26775176,G,7900,COL@WPG 02/24/2023 08:00PM ET,WPG,16.80
G,Alexandar Georgiev (26775177),Alexandar Georgiev,26775177,G,7800,COL@WPG 02/24/2023 08:00PM ET,COL,16.52
G,Pavel Francouz (26775178),Pavel Francouz,26775178,G,7800,COL@WPG 02/24/2023 08:00PM ET,COL,15.63
G,Justus Annunen (26775179),Justus Annunen,26775179,G,7800,COL@WPG 02/24/2023 08:00PM ET,COL,15.8
RW,Travis Konecny (26774639),Travis Konecny,26774639,W/UTIL,7700,MON@PHI 02/24/2023 07:00PM ET,PHI,13.95
G,Ilya Sorokin (26775180),Ilya Sorokin,26775180,G,7700,LA@NYI 02/24/2023 07:30PM ET,NYI,15.63
G,Semyon Varlamov (26775181),Semyon Varlamov,26775181,G,7700,LA@NYI 02/24/2023 07:30PM ET,NYI,14.54
G,David Rittich (26775182),David Rittich,26775182,G,7700,COL@WPG 02/24/2023 08:00PM ET,WPG,12.29
G,Filip Gustavsson (26775183),Filip Gustavsson,26775183,G,7600,MIN@TOR 02/24/2023 07:00PM ET,MIN,15.5
G,Marc-Andre Fleury (26775184),Marc-Andre Fleury,26775184,G,7600,MIN@TOR 02/24/2023 07:00PM ET,MIN,12.3
RW,Mikko Rantanen (26774641),Mikko Rantanen,26774641,W/UTIL,7600,COL@WPG 02/24/2023 08:00PM ET,COL,16.20
G,Carter Hart (26775185),Carter Hart,26775185,G,7500,MON@PHI 02/24/2023 07:00PM ET,PHI,12.85
G,Samuel Ersson (26775186),Samuel Ersson,26775186,G,7500,MON@PHI 02/24/2023 07:00PM ET,PHI,13
LW,Brady Tkachuk (26774643),Brady Tkachuk,26774643,W/UTIL,7500,OTT@CAR 02/24/2023 07:00PM ET,OTT,14.78
LW,Kirill Kaprizov (26774645),Kirill Kaprizov,26774645,W/UTIL,7400,MIN@TOR 02/24/2023 07:00PM ET,MIN,15.69
G,Ukko-Pekka Luukkonen (26775187),Ukko-Pekka Luukkonen,26775187,G,7400,BUF@FLA 02/24/2023 07:00PM ET,BUF,12.4
G,Craig Anderson (26775188),Craig Anderson,26775188,G,7400,BUF@FLA 02/24/2023 07:00PM ET,BUF,14.70
LW,Nikolaj Ehlers (26774647),Nikolaj Ehlers,26774647,W/UTIL,7300,COL@WPG 02/24/2023 08:00PM ET,WPG,11.96
RW,William Nylander (26774649),William Nylander,26774649,W/UTIL,7200,MIN@TOR 02/24/2023 07:00PM ET,TOR,14.75
RW,Alex Tuch (26774651),Alex Tuch,26774651,W/UTIL,7100,BUF@FLA 02/24/2023 07:00PM ET,BUF,12.82
C,Aleksander Barkov (26774477),Aleksander Barkov,26774477,C/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.76
LW,Carter Verhaeghe (26774653),Carter Verhaeghe,26774653,W/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,FLA,12.43
D,Rasmus Dahlin (26774935),Rasmus Dahlin,26774935,D/UTIL,7000,BUF@FLA 02/24/2023 07:00PM ET,BUF,14.72
G,Jake Allen (26775189),Jake Allen,26775189,G,7000,MON@PHI 02/24/2023 07:00PM ET,MON,11.55
G,Sam Montembeault (26775190),Sam Montembeault,26775190,G,7000,MON@PHI 02/24/2023 07:00PM ET,MON,15.01
LW,Jeff Skinner (26774655),Jeff Skinner,26774655,W/UTIL,6900,BUF@FLA 02/24/2023 07:00PM ET,BUF,12.15
G,Cam Talbot (26775191),Cam Talbot,26775191,G,6900,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.46
G,Mads Sogaard (26775192),Mads Sogaard,26775192,G,6900,OTT@CAR 02/24/2023 07:00PM ET,OTT,12.25
C,Bo Horvat (26774479),Bo Horvat,26774479,C/UTIL,6900,LA@NYI 02/24/2023 07:30PM ET,NYI,13.56
LW,John Tavares (26774657),John Tavares,26774657,W/UTIL,6800,MIN@TOR 02/24/2023 07:00PM ET,TOR,13.82
D,Cale Makar (26774937),Cale Makar,26774937,D/UTIL,6800,COL@WPG 02/24/2023 08:00PM ET,COL,13.41
LW,Andrei Svechnikov (26774659),Andrei Svechnikov,26774659,W/UTIL,6700,OTT@CAR 02/24/2023 07:00PM ET,CAR,12.09
C,Sebastian Aho (26774481),Sebastian Aho,26774481,C/UTIL,6600,OTT@CAR 02/24/2023 07:00PM ET,CAR,13.08
G,Matt Murray (26775202),Matt Murray,26775202,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,13.98
G,Keith Petruzzelli (26775203),Keith Petruzzelli,26775203,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,0
G,Erik Kallgren (26775204),Erik Kallgren,26775204,G,6500,MIN@TOR 02/24/2023 07:00PM ET,TOR,9.62
G,Zane McIntyre (26775209),Zane McIntyre,26775209,G,6500,MIN@TOR 02/24/2023 07:00PM ET,MIN,0
G,Eric Comrie (26775205),Eric Comrie,26775205,G,6500,BUF@FLA 02/24/2023 07:00PM ET,BUF,9.8
G,Ben Bishop (26775206),Ben Bishop,26775206,G,6500,BUF@FLA 02/24/2023 07:00PM ET,BUF,0
G,Carey Price (26775194),Carey Price,26775194,G,6500,MON@PHI 02/24/2023 07:00PM ET,MON,0
G,Cayden Primeau (26775195),Cayden Primeau,26775195,G,6500,MON@PHI 02/24/2023 07:00PM ET,MON,0.7
G,Felix Sandstrom (26775196),Felix Sandstrom,26775196,G,6500,MON@PHI 02/24/2023 07:00PM ET,PHI,6.41
G,Pyotr Kochetkov (26775197),Pyotr Kochetkov,26775197,G,6500,OTT@CAR 02/24/2023 07:00PM ET,CAR,13.44
G,Anton Forsberg (26775207),Anton Forsberg,26775207,G,6500,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.64
G,Kevin Mandolese (26775208),Kevin Mandolese,26775208,G,6500,OTT@CAR 02/24/2023 07:00PM ET,OTT,22
LW,Kevin Fiala (26774661),Kevin Fiala,26774661,W/UTIL,6500,LA@NYI 02/24/2023 07:30PM ET,LA,12.68
G,Cory Schneider (26775198),Cory Schneider,26775198,G,6500,LA@NYI 02/24/2023 07:30PM ET,NYI,0
G,Jacob Ingham (26775200),Jacob Ingham,26775200,G,6500,LA@NYI 02/24/2023 07:30PM ET,LA,0
G,Cal Petersen (26775201),Cal Petersen,26775201,G,6500,LA@NYI 02/24/2023 07:30PM ET,LA,7.41
C,Pierre-Luc Dubois (26774483),Pierre-Luc Dubois,26774483,C/UTIL,6500,COL@WPG 02/24/2023 08:00PM ET,WPG,12.05
G,Jonas Johansson (26775193),Jonas Johansson,26775193,G,6500,COL@WPG 02/24/2023 08:00PM ET,COL,4.9
G,Arvid Holm (26775199),Arvid Holm,26775199,G,6500,COL@WPG 02/24/2023 08:00PM ET,WPG,0
LW,Alex DeBrincat (26774663),Alex DeBrincat,26774663,W/UTIL,6400,OTT@CAR 02/24/2023 07:00PM ET,OTT,11.98
RW,Mats Zuccarello (26774665),Mats Zuccarello,26774665,W/UTIL,6300,MIN@TOR 02/24/2023 07:00PM ET,MIN,12.09
D,Aaron Ekblad (26774939),Aaron Ekblad,26774939,D/UTIL,6300,BUF@FLA 02/24/2023 07:00PM ET,FLA,11.12
RW,Mitchell Marner (26774667),Mitchell Marner,26774667,W/UTIL,6200,MIN@TOR 02/24/2023 07:00PM ET,TOR,12.29
