Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (26765609),Connor McDavid,26765609,C/UTIL,9500,EDM@PIT 02/23/2023 07:00PM ET,EDM,21.28
RW,David Pastrnak (26765827),David Pastrnak,26765827,W/UTIL,9300,BOS@SEA 02/23/2023 10:00PM ET,BOS,19.43
D,Roman Josi (26766323),Roman Josi,26766323,D/UTIL,8900,NSH@SJ 02/23/2023 10:30PM ET,NSH,18.09
LW,Alex Ovechkin (26765829),Alex Ovechkin,26765829,W/UTIL,8800,ANH@WAS 02/23/2023 07:00PM ET,WAS,15.62
C,Jack Hughes (26765611),Jack Hughes,26765611,C/UTIL,8700,LA@NJ 02/23/2023 07:00PM ET,NJ,17.90
G,Linus Ullmark (26766723),Linus Ullmark,26766723,G,8500,BOS@SEA 02/23/2023 10:00PM ET,BOS,18.12
G,Jeremy Swayman (26766724),Jeremy Swayman,26766724,G,8500,BOS@SEA 02/23/2023 10:00PM ET,BOS,12.64
G,Andrei Vasilevskiy (26766725),Andrei Vasilevskiy,26766725,G,8400,BUF@TB 02/23/2023 07:00PM ET,TB,16.25
G,Brian Elliott (26766726),Brian Elliott,26766726,G,8400,BUF@TB 02/23/2023 07:00PM ET,TB,14.46
G,Adin Hill (26766727),Adin Hill,26766727,G,8300,CGY@VGK 02/23/2023 09:00PM ET,VGK,12.26
G,Laurent Brossoit (26766728),Laurent Brossoit,26766728,G,8300,CGY@VGK 02/23/2023 09:00PM ET,VGK,23.9
G,Darcy Kuemper (26766729),Darcy Kuemper,26766729,G,8200,ANH@WAS 02/23/2023 07:00PM ET,WAS,13.31
G,Charlie Lindgren (26766730),Charlie Lindgren,26766730,G,8200,ANH@WAS 02/23/2023 07:00PM ET,WAS,11.67
RW,Nikita Kucherov (26765831),Nikita Kucherov,26765831,W/UTIL,8100,BUF@TB 02/23/2023 07:00PM ET,TB,15.07
G,Igor Shesterkin (26766732),Igor Shesterkin,26766732,G,8100,NYR@DET 02/23/2023 07:00PM ET,NYR,14.23
G,Jaroslav Halak (26766733),Jaroslav Halak,26766733,G,8100,NYR@DET 02/23/2023 07:00PM ET,NYR,11.96
G,Michael Hutchinson (26766731),Michael Hutchinson,26766731,G,8100,CGY@VGK 02/23/2023 09:00PM ET,VGK,0
C,Tage Thompson (26765613),Tage Thompson,26765613,C/UTIL,8000,BUF@TB 02/23/2023 07:00PM ET,BUF,16.71
G,Filip Gustavsson (26766734),Filip Gustavsson,26766734,G,8000,MIN@CLS 02/23/2023 07:00PM ET,MIN,15.5
G,Marc-Andre Fleury (26766735),Marc-Andre Fleury,26766735,G,8000,MIN@CLS 02/23/2023 07:00PM ET,MIN,11.75
LW,Timo Meier (26765833),Timo Meier,26765833,W/UTIL,8000,NSH@SJ 02/23/2023 10:30PM ET,SJ,15.57
G,Vitek Vanecek (26766736),Vitek Vanecek,26766736,G,7900,LA@NJ 02/23/2023 07:00PM ET,NJ,13.27
G,Pheonix Copley (26766737),Pheonix Copley,26766737,G,7800,LA@NJ 02/23/2023 07:00PM ET,LA,12.53
G,MacKenzie Blackwood (26766738),MacKenzie Blackwood,26766738,G,7700,LA@NJ 02/23/2023 07:00PM ET,NJ,11.38
C,Leon Draisaitl (26765615),Leon Draisaitl,26765615,C/UTIL,7700,EDM@PIT 02/23/2023 07:00PM ET,EDM,16.15
G,Philipp Grubauer (26766739),Philipp Grubauer,26766739,G,7700,BOS@SEA 02/23/2023 10:00PM ET,SEA,10.06
G,Martin Jones (26766740),Martin Jones,26766740,G,7700,BOS@SEA 02/23/2023 10:00PM ET,SEA,10.24
G,Jonathan Quick (26766741),Jonathan Quick,26766741,G,7600,LA@NJ 02/23/2023 07:00PM ET,LA,7.89
