Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RW,David Pastrnak (27170656),David Pastrnak,27170656,W/UTIL,9700,MON@BOS 03/23/2023 07:00PM ET,BOS,18.84
C,Auston Matthews (27170400),Auston Matthews,27170400,C/UTIL,9700,TOR@FLA 03/23/2023 07:00PM ET,TOR,17.38
D,Roman Josi (27171216),Roman Josi,27171216,D/UTIL,9300,SEA@NSH 03/23/2023 08:00PM ET,NSH,17.24
RW,Matthew Tkachuk (27170658),Matthew Tkachuk,27170658,W/UTIL,8900,TOR@FLA 03/23/2023 07:00PM ET,FLA,17.07
C,Elias Pettersson (27170402),Elias Pettersson,27170402,C/UTIL,8800,SJ@VAN 03/23/2023 10:00PM ET,VAN,16.15
LW,Alex Ovechkin (27170660),Alex Ovechkin,27170660,W/UTIL,8600,CHI@WAS 03/23/2023 07:00PM ET,WAS,15.87
G,Linus Ullmark (27171668),Linus Ullmark,27171668,G,8500,MON@BOS 03/23/2023 07:00PM ET,BOS,18.74
G,Connor Hellebuyck (27171669),Connor Hellebuyck,27171669,G,8400,WPG@ANH 03/23/2023 10:00PM ET,WPG,15.36
G,Jeremy Swayman (27171670),Jeremy Swayman,27171670,G,8300,MON@BOS 03/23/2023 07:00PM ET,BOS,13.75
G,Darcy Kuemper (27171671),Darcy Kuemper,27171671,G,8300,CHI@WAS 03/23/2023 07:00PM ET,WAS,13.02
G,Charlie Lindgren (27171672),Charlie Lindgren,27171672,G,8300,CHI@WAS 03/23/2023 07:00PM ET,WAS,10.64
G,David Rittich (27171673),David Rittich,27171673,G,8200,WPG@ANH 03/23/2023 10:00PM ET,WPG,9.95
G,Andrei Vasilevskiy (27171674),Andrei Vasilevskiy,27171674,G,8200,TB@OTT 03/23/2023 07:00PM ET,TB,15.18
G,Jonathan Quick (27171675),Jonathan Quick,27171675,G,8100,VGK@CGY 03/23/2023 09:00PM ET,VGK,8.74
G,Logan Thompson (27171676),Logan Thompson,27171676,G,8100,VGK@CGY 03/23/2023 09:00PM ET,VGK,14.51
G,Laurent Brossoit (27171677),Laurent Brossoit,27171677,G,8100,VGK@CGY 03/23/2023 09:00PM ET,VGK,21.2
LW,Jason Robertson (27170662),Jason Robertson,27170662,W/UTIL,8100,PIT@DAL 03/23/2023 09:00PM ET,DAL,16.04
RW,Nikita Kucherov (27170664),Nikita Kucherov,27170664,W/UTIL,8000,TB@OTT 03/23/2023 07:00PM ET,TB,14.96
G,Brian Elliott (27171679),Brian Elliott,27171679,G,8000,TB@OTT 03/23/2023 07:00PM ET,TB,12.61
G,Thatcher Demko (27171678),Thatcher Demko,27171678,G,8000,SJ@VAN 03/23/2023 10:00PM ET,VAN,11.23
G,Jiri Patera (27171680),Jiri Patera,27171680,G,7900,VGK@CGY 03/23/2023 09:00PM ET,VGK,21.5
G,Ilya Samsonov (27171681),Ilya Samsonov,27171681,G,7900,TOR@FLA 03/23/2023 07:00PM ET,TOR,14.31
C,Mika Zibanejad (27170404),Mika Zibanejad,27170404,C/UTIL,7800,NYR@CAR 03/23/2023 07:00PM ET,NYR,13.91
G,Jake Oettinger (27171683),Jake Oettinger,27171683,G,7800,PIT@DAL 03/23/2023 09:00PM ET,DAL,14.55
G,Collin Delia (27171682),Collin Delia,27171682,G,7800,SJ@VAN 03/23/2023 10:00PM ET,VAN,8.69
G,Frederik Andersen (27171684),Frederik Andersen,27171684,G,7700,NYR@CAR 03/23/2023 07:00PM ET,CAR,11.9
G,Pyotr Kochetkov (27171685),Pyotr Kochetkov,27171685,G,7700,NYR@CAR 03/23/2023 07:00PM ET,CAR,12.63
G,Antti Raanta (27171686),Antti Raanta,27171686,G,7700,NYR@CAR 03/23/2023 07:00PM ET,CAR,12.41
G,Matt Murray (27171687),Matt Murray,27171687,G,7700,TOR@FLA 03/23/2023 07:00PM ET,TOR,13.27
LW,Brady Tkachuk (27170666),Brady Tkachuk,27170666,W/UTIL,7700,TB@OTT 03/23/2023 07:00PM ET,OTT,14.42
G,Remi Poirier (27171690),Remi Poirier,27171690,G,7600,PIT@DAL 03/23/2023 09:00PM ET,DAL,0
G,Scott Wedgewood (27171691),Scott Wedgewood,27171691,G,7600,PIT@DAL 03/23/2023 09:00PM ET,DAL,13.45
G,Matt Murray (27171692),Matt Murray,27171692,G,7600,PIT@DAL 03/23/2023 09:00PM ET,DAL,2.3
G,Philipp Grubauer (27171688),Philipp Grubauer,27171688,G,7600,SEA@NSH 03/23/2023 08:00PM ET,SEA,9.16
G,Martin Jones (27171689),Martin Jones,27171689,G,7600,SEA@NSH 03/23/2023 08:00PM ET,SEA,9.26
