Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Auston Matthews (27118152),Auston Matthews,27118152,C/UTIL,9200,TOR@OTT 03/18/2023 07:00PM ET,TOR,17.51
G,Andrei Vasilevskiy (27118976),Andrei Vasilevskiy,27118976,G,8500,MON@TB 03/18/2023 07:00PM ET,TB,15.55
G,Pheonix Copley (27118977),Pheonix Copley,27118977,G,8300,VAN@LA 03/18/2023 10:00PM ET,LA,12.37
G,Joonas Korpisalo (27118978),Joonas Korpisalo,27118978,G,8300,VAN@LA 03/18/2023 10:00PM ET,LA,14.76
G,Brian Elliott (27118979),Brian Elliott,27118979,G,8300,MON@TB 03/18/2023 07:00PM ET,TB,12.88
G,Ilya Sorokin (27118980),Ilya Sorokin,27118980,G,8200,NYI@SJ 03/18/2023 10:30PM ET,NYI,15.45
C,Elias Pettersson (27118154),Elias Pettersson,27118154,C/UTIL,8100,VAN@LA 03/18/2023 10:00PM ET,VAN,16.27
G,Ilya Samsonov (27118981),Ilya Samsonov,27118981,G,8100,TOR@OTT 03/18/2023 07:00PM ET,TOR,14.88
LW,Jason Robertson (27118334),Jason Robertson,27118334,W/UTIL,8000,DAL@CGY 03/18/2023 10:00PM ET,DAL,15.84
G,Igor Shesterkin (27118983),Igor Shesterkin,27118983,G,8000,PIT@NYR 03/18/2023 08:00PM ET,NYR,14.06
G,Semyon Varlamov (27118982),Semyon Varlamov,27118982,G,8000,NYI@SJ 03/18/2023 10:30PM ET,NYI,14.30
G,Karel Vejmelka (27118984),Karel Vejmelka,27118984,G,7900,CHI@ARI 03/18/2023 10:30PM ET,ARI,13.78
G,Connor Ingram (27118985),Connor Ingram,27118985,G,7900,CHI@ARI 03/18/2023 10:30PM ET,ARI,14.98
G,Ivan Prosvetov (27118986),Ivan Prosvetov,27118986,G,7900,CHI@ARI 03/18/2023 10:30PM ET,ARI,26.05
G,Matt Murray (27118987),Matt Murray,27118987,G,7900,TOR@OTT 03/18/2023 07:00PM ET,TOR,12.57
G,Jacob Markstrom (27118988),Jacob Markstrom,27118988,G,7800,DAL@CGY 03/18/2023 10:00PM ET,CGY,9.77
G,Dan Vladar (27118989),Dan Vladar,27118989,G,7800,DAL@CGY 03/18/2023 10:00PM ET,CGY,9.93
G,Jaroslav Halak (27118990),Jaroslav Halak,27118990,G,7800,PIT@NYR 03/18/2023 08:00PM ET,NYR,10.50
RW,William Nylander (27118336),William Nylander,27118336,W/UTIL,7700,TOR@OTT 03/18/2023 07:00PM ET,TOR,14.38
G,Jake Oettinger (27118991),Jake Oettinger,27118991,G,7600,DAL@CGY 03/18/2023 10:00PM ET,DAL,14.89
C,Sidney Crosby (27118156),Sidney Crosby,27118156,C/UTIL,7600,PIT@NYR 03/18/2023 08:00PM ET,PIT,13.80
G,Alex Stalock (27118992),Alex Stalock,27118992,G,7500,CHI@ARI 03/18/2023 10:30PM ET,CHI,15.44
RW,Nikita Kucherov (27118338),Nikita Kucherov,27118338,W/UTIL,7500,MON@TB 03/18/2023 07:00PM ET,TB,15.15
G,Matt Murray (27118994),Matt Murray,27118994,G,7400,DAL@CGY 03/18/2023 10:00PM ET,DAL,2.3
G,Tristan Jarry (27118993),Tristan Jarry,27118993,G,7400,PIT@NYR 03/18/2023 08:00PM ET,PIT,14.37
C,Tim Stuetzle (27118158),Tim Stuetzle,27118158,C/UTIL,7400,TOR@OTT 03/18/2023 07:00PM ET,OTT,13.94
D,Erik Karlsson (27118684),Erik Karlsson,27118684,D/UTIL,7400,NYI@SJ 03/18/2023 10:30PM ET,SJ,13.96
G,Anton Khudobin (27118995),Anton Khudobin,27118995,G,7300,CHI@ARI 03/18/2023 10:30PM ET,CHI,0
C,John Tavares (27118160),John Tavares,27118160,C/UTIL,7300,TOR@OTT 03/18/2023 07:00PM ET,TOR,13.44
LW,Brady Tkachuk (27118340),Brady Tkachuk,27118340,W/UTIL,7300,TOR@OTT 03/18/2023 07:00PM ET,OTT,14.15
G,Mads Sogaard (27118996),Mads Sogaard,27118996,G,7300,TOR@OTT 03/18/2023 07:00PM ET,OTT,8.96
G,Kevin Mandolese (27118997),Kevin Mandolese,27118997,G,7300,TOR@OTT 03/18/2023 07:00PM ET,OTT,16.77
LW,Jake Guentzel (27118342),Jake Guentzel,27118342,W/UTIL,7200,PIT@NYR 03/18/2023 08:00PM ET,PIT,13.06
G,Casey DeSmith (27118998),Casey DeSmith,27118998,G,7200,PIT@NYR 03/18/2023 08:00PM ET,PIT,13.03
G,Kaapo Kahkonen (27118999),Kaapo Kahkonen,27118999,G,7200,NYI@SJ 03/18/2023 10:30PM ET,SJ,8.73
G,James Reimer (27119000),James Reimer,27119000,G,7200,NYI@SJ 03/18/2023 10:30PM ET,SJ,10.93
C,Brayden Point (27118162),Brayden Point,27118162,C/UTIL,7200,MON@TB 03/18/2023 07:00PM ET,TB,13.61
G,Thatcher Demko (27119001),Thatcher Demko,27119001,G,7100,VAN@LA 03/18/2023 10:00PM ET,VAN,10.86
C,Mika Zibanejad (27118164),Mika Zibanejad,27118164,C/UTIL,7100,PIT@NYR 03/18/2023 08:00PM ET,NYR,13.82
RW,Mitchell Marner (27118344),Mitchell Marner,27118344,W/UTIL,7100,TOR@OTT 03/18/2023 07:00PM ET,TOR,12.95
C,Steven Stamkos (27118166),Steven Stamkos,27118166,C/UTIL,7000,MON@TB 03/18/2023 07:00PM ET,TB,13.24
LW,Clayton Keller (27118346),Clayton Keller,27118346,W/UTIL,6900,CHI@ARI 03/18/2023 10:30PM ET,ARI,11.80
G,Collin Delia (27119004),Collin Delia,27119004,G,6900,VAN@LA 03/18/2023 10:00PM ET,VAN,8.31
G,Jake Allen (27119002),Jake Allen,27119002,G,6900,MON@TB 03/18/2023 07:00PM ET,MON,11.00
G,Sam Montembeault (27119003),Sam Montembeault,27119003,G,6900,MON@TB 03/18/2023 07:00PM ET,MON,13.66
LW,Kevin Fiala (27118348),Kevin Fiala,27118348,W/UTIL,6800,VAN@LA 03/18/2023 10:00PM ET,LA,12.13
C,Bo Horvat (27118168),Bo Horvat,27118168,C/UTIL,6800,NYI@SJ 03/18/2023 10:30PM ET,NYI,12.88
C,Roope Hintz (27118170),Roope Hintz,27118170,C/UTIL,6700,DAL@CGY 03/18/2023 10:00PM ET,DAL,12.52
RW,Patrick Kane (27118350),Patrick Kane,27118350,W/UTIL,6600,PIT@NYR 03/18/2023 08:00PM ET,NYR,11.47
D,Jakob Chychrun (27118686),Jakob Chychrun,27118686,D/UTIL,6600,TOR@OTT 03/18/2023 07:00PM ET,OTT,12.43
G,Petr Mrazek (27119005),Petr Mrazek,27119005,G,6500,CHI@ARI 03/18/2023 10:30PM ET,CHI,11.28
G,Jaxson Stauber (27119006),Jaxson Stauber,27119006,G,6500,CHI@ARI 03/18/2023 10:30PM ET,CHI,15.38
G,Arvid Soderblom (27119007),Arvid Soderblom,27119007,G,6500,CHI@ARI 03/18/2023 10:30PM ET,CHI,9.57
RW,Tyler Toffoli (27118352),Tyler Toffoli,27118352,W/UTIL,6500,DAL@CGY 03/18/2023 10:00PM ET,CGY,11.48
G,Scott Wedgewood (27119023),Scott Wedgewood,27119023,G,6500,DAL@CGY 03/18/2023 10:00PM ET,DAL,13.45
G,Spencer Martin (27119010),Spencer Martin,27119010,G,6500,VAN@LA 03/18/2023 10:00PM ET,VAN,7.09
G,Arturs Silovs (27119011),Arturs Silovs,27119011,G,6500,VAN@LA 03/18/2023 10:00PM ET,VAN,13.72
G,Jacob Ingham (27119013),Jacob Ingham,27119013,G,6500,VAN@LA 03/18/2023 10:00PM ET,LA,0
G,Cal Petersen (27119014),Cal Petersen,27119014,G,6500,VAN@LA 03/18/2023 10:00PM ET,LA,7.41
G,Dustin Tokarski (27119018),Dustin Tokarski,27119018,G,6500,PIT@NYR 03/18/2023 08:00PM ET,PIT,10.88
G,Joseph Woll (27119015),Joseph Woll,27119015,G,6500,TOR@OTT 03/18/2023 07:00PM ET,TOR,19
G,Erik Kallgren (27119016),Erik Kallgren,27119016,G,6500,TOR@OTT 03/18/2023 07:00PM ET,TOR,9.62
G,Keith Petruzzelli (27119017),Keith Petruzzelli,27119017,G,6500,TOR@OTT 03/18/2023 07:00PM ET,TOR,0
G,Cam Talbot (27119019),Cam Talbot,27119019,G,6500,TOR@OTT 03/18/2023 07:00PM ET,OTT,11.6
G,Anton Forsberg (27119020),Anton Forsberg,27119020,G,6500,TOR@OTT 03/18/2023 07:00PM ET,OTT,11.64
G,Cory Schneider (27119012),Cory Schneider,27119012,G,6500,NYI@SJ 03/18/2023 10:30PM ET,NYI,0
G,Eetu Makiniemi (27119021),Eetu Makiniemi,27119021,G,6500,NYI@SJ 03/18/2023 10:30PM ET,SJ,8.9
G,Aaron Dell (27119022),Aaron Dell,27119022,G,6500,NYI@SJ 03/18/2023 10:30PM ET,SJ,8.58
G,Carey Price (27119008),Carey Price,27119008,G,6500,MON@TB 03/18/2023 07:00PM ET,MON,0
G,Cayden Primeau (27119009),Cayden Primeau,27119009,G,6500,MON@TB 03/18/2023 07:00PM ET,MON,0.7
C,Evgeni Malkin (27118172),Evgeni Malkin,27118172,C/UTIL,6400,PIT@NYR 03/18/2023 08:00PM ET,PIT,12.30
LW,Artemi Panarin (27118354),Artemi Panarin,27118354,W/UTIL,6400,PIT@NYR 03/18/2023 08:00PM ET,NYR,11.39
LW,Jamie Benn (27118356),Jamie Benn,27118356,W/UTIL,6300,DAL@CGY 03/18/2023 10:00PM ET,DAL,10.96
D,Miro Heiskanen (27118688),Miro Heiskanen,27118688,D/UTIL,6300,DAL@CGY 03/18/2023 10:00PM ET,DAL,11.29
C,J.T. Miller (27118174),J.T. Miller,27118174,C/UTIL,6300,VAN@LA 03/18/2023 10:00PM ET,VAN,11.81
D,Kris Letang (27118690),Kris Letang,27118690,D/UTIL,6200,PIT@NYR 03/18/2023 08:00PM ET,PIT,11.24
LW,Alex DeBrincat (27118358),Alex DeBrincat,27118358,W/UTIL,6200,TOR@OTT 03/18/2023 07:00PM ET,OTT,11.65
C,Brock Nelson (27118176),Brock Nelson,27118176,C/UTIL,6200,NYI@SJ 03/18/2023 10:30PM ET,NYI,11.84
RW,Rickard Rakell (27118360),Rickard Rakell,27118360,W/UTIL,6100,PIT@NYR 03/18/2023 08:00PM ET,PIT,11.21
D,Adam Fox (27118692),Adam Fox,27118692,D/UTIL,6100,PIT@NYR 03/18/2023 08:00PM ET,NYR,11.18
RW,Adrian Kempe (27118362),Adrian Kempe,27118362,W/UTIL,6000,VAN@LA 03/18/2023 10:00PM ET,LA,11.18
D,Jacob Trouba (27118694),Jacob Trouba,27118694,D/UTIL,6000,PIT@NYR 03/18/2023 08:00PM ET,NYR,11.38
D,Seth Jones (27118696),Seth Jones,27118696,D/UTIL,5900,CHI@ARI 03/18/2023 10:30PM ET,CHI,10.8
C,Anze Kopitar (27118178),Anze Kopitar,27118178,C/UTIL,5900,VAN@LA 03/18/2023 10:00PM ET,LA,11.26
LW,Chris Kreider (27118364),Chris Kreider,27118364,W/UTIL,5900,PIT@NYR 03/18/2023 08:00PM ET,NYR,11.13
RW,Joe Pavelski (27118366),Joe Pavelski,27118366,W/UTIL,5800,DAL@CGY 03/18/2023 10:00PM ET,DAL,10.76
D,Noah Dobson (27118698),Noah Dobson,27118698,D/UTIL,5800,NYI@SJ 03/18/2023 10:30PM ET,NYI,10.52
C,Nazem Kadri (27118180),Nazem Kadri,27118180,C/UTIL,5700,DAL@CGY 03/18/2023 10:00PM ET,CGY,11.03
RW,Claude Giroux (27118368),Claude Giroux,27118368,W/UTIL,5700,TOR@OTT 03/18/2023 07:00PM ET,OTT,11.02
D,Victor Hedman (27118700),Victor Hedman,27118700,D/UTIL,5700,MON@TB 03/18/2023 07:00PM ET,TB,10.77
RW,Viktor Arvidsson (27118370),Viktor Arvidsson,27118370,W/UTIL,5600,VAN@LA 03/18/2023 10:00PM ET,LA,10.61
C,Logan Couture (27118182),Logan Couture,27118182,C/UTIL,5600,NYI@SJ 03/18/2023 10:30PM ET,SJ,10.84
D,Mikhail Sergachev (27118702),Mikhail Sergachev,27118702,D/UTIL,5600,MON@TB 03/18/2023 07:00PM ET,TB,10.76
D,Thomas Chabot (27118704),Thomas Chabot,27118704,D/UTIL,5500,TOR@OTT 03/18/2023 07:00PM ET,OTT,10.99
C,Tomas Hertl (27118184),Tomas Hertl,27118184,C/UTIL,5500,NYI@SJ 03/18/2023 10:30PM ET,SJ,10.22
LW,Anders Lee (27118372),Anders Lee,27118372,W/UTIL,5500,NYI@SJ 03/18/2023 10:30PM ET,NYI,9.86
D,Rasmus Andersson (27118706),Rasmus Andersson,27118706,D/UTIL,5400,DAL@CGY 03/18/2023 10:00PM ET,CGY,10.48
LW,Andrei Kuzmenko (27118374),Andrei Kuzmenko,27118374,W/UTIL,5400,VAN@LA 03/18/2023 10:00PM ET,VAN,9.94
C,Vincent Trocheck (27118186),Vincent Trocheck,27118186,C/UTIL,5400,PIT@NYR 03/18/2023 08:00PM ET,NYR,10.73
C,Mikael Backlund (27118188),Mikael Backlund,27118188,C/UTIL,5300,DAL@CGY 03/18/2023 10:00PM ET,CGY,10.83
LW,Rafael Harvey-Pinard (27118376),Rafael Harvey-Pinard,27118376,W/UTIL,5300,MON@TB 03/18/2023 07:00PM ET,MON,10.25
D,Mike Matheson (27118708),Mike Matheson,27118708,D/UTIL,5300,MON@TB 03/18/2023 07:00PM ET,MON,10.53
LW,Nick Schmaltz (27118378),Nick Schmaltz,27118378,W/UTIL,5200,CHI@ARI 03/18/2023 10:30PM ET,ARI,10.27
D,Quinn Hughes (27118710),Quinn Hughes,27118710,D/UTIL,5200,VAN@LA 03/18/2023 10:00PM ET,VAN,9.76
RW,Drake Batherson (27118380),Drake Batherson,27118380,W/UTIL,5200,TOR@OTT 03/18/2023 07:00PM ET,OTT,10.56
D,Morgan Rielly (27118712),Morgan Rielly,27118712,D/UTIL,5100,TOR@OTT 03/18/2023 07:00PM ET,TOR,8.85
LW,Brandon Hagel (27118382),Brandon Hagel,27118382,W/UTIL,5100,MON@TB 03/18/2023 07:00PM ET,TB,10.08
C,Elias Lindholm (27118190),Elias Lindholm,27118190,C/UTIL,5000,DAL@CGY 03/18/2023 10:00PM ET,CGY,9.88
D,Noah Hanifin (27118714),Noah Hanifin,27118714,D/UTIL,5000,DAL@CGY 03/18/2023 10:00PM ET,CGY,8.97
LW,Jason Zucker (27118384),Jason Zucker,27118384,W/UTIL,5000,PIT@NYR 03/18/2023 08:00PM ET,PIT,9.29
D,Drew Doughty (27118716),Drew Doughty,27118716,D/UTIL,4900,VAN@LA 03/18/2023 10:00PM ET,LA,8.70
RW,Vladimir Tarasenko (27118388),Vladimir Tarasenko,27118388,W/UTIL,4900,PIT@NYR 03/18/2023 08:00PM ET,NYR,9.68
RW,Mathew Barzal (27118386),Mathew Barzal,27118386,W/UTIL,4900,NYI@SJ 03/18/2023 10:30PM ET,NYI,10.24
C,Kirby Dach (27118192),Kirby Dach,27118192,C/UTIL,4900,MON@TB 03/18/2023 07:00PM ET,MON,8.10
LW,Max Domi (27118390),Max Domi,27118390,W/UTIL,4800,DAL@CGY 03/18/2023 10:00PM ET,DAL,9.21
