Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (27245662),Connor McDavid,27245662,C/UTIL,10200,LA@EDM 03/30/2023 09:00PM ET,EDM,21.77
RW,David Pastrnak (27245930),David Pastrnak,27245930,W/UTIL,9800,CLS@BOS 03/30/2023 07:00PM ET,BOS,19.03
D,Roman Josi (27246498),Roman Josi,27246498,D/UTIL,9200,NSH@PIT 03/30/2023 07:00PM ET,NSH,17.24
RW,Matthew Tkachuk (27245932),Matthew Tkachuk,27245932,W/UTIL,8800,FLA@MON 03/30/2023 07:00PM ET,FLA,16.61
LW,Alex Ovechkin (27245934),Alex Ovechkin,27245934,W/UTIL,8700,WAS@TB 03/30/2023 07:00PM ET,WAS,15.69
G,Linus Ullmark (27246944),Linus Ullmark,27246944,G,8500,CLS@BOS 03/30/2023 07:00PM ET,BOS,18.61
C,Jack Hughes (27245664),Jack Hughes,27245664,C/UTIL,8500,NYR@NJ 03/30/2023 07:00PM ET,NJ,17.17
G,Jonathan Quick (27246945),Jonathan Quick,27246945,G,8400,VGK@SJ 03/30/2023 10:30PM ET,VGK,8.35
G,Laurent Brossoit (27246946),Laurent Brossoit,27246946,G,8400,VGK@SJ 03/30/2023 10:30PM ET,VGK,15.46
G,Jeremy Swayman (27246947),Jeremy Swayman,27246947,G,8300,CLS@BOS 03/30/2023 07:00PM ET,BOS,14.09
C,Leon Draisaitl (27245666),Leon Draisaitl,27245666,C/UTIL,8300,LA@EDM 03/30/2023 09:00PM ET,EDM,16.76
G,Philipp Grubauer (27246948),Philipp Grubauer,27246948,G,8300,ANH@SEA 03/30/2023 10:00PM ET,SEA,8.65
G,Martin Jones (27246949),Martin Jones,27246949,G,8300,ANH@SEA 03/30/2023 10:00PM ET,SEA,9.06
RW,Nikita Kucherov (27245936),Nikita Kucherov,27245936,W/UTIL,8300,WAS@TB 03/30/2023 07:00PM ET,TB,14.77
G,Frederik Andersen (27246950),Frederik Andersen,27246950,G,8200,CAR@DET 03/30/2023 07:30PM ET,CAR,11.83
G,Pyotr Kochetkov (27246951),Pyotr Kochetkov,27246951,G,8200,CAR@DET 03/30/2023 07:30PM ET,CAR,12.77
G,Jordan Binnington (27246952),Jordan Binnington,27246952,G,8100,STL@CHI 03/30/2023 08:30PM ET,STL,10.62
G,Joel Hofer (27246953),Joel Hofer,27246953,G,8100,STL@CHI 03/30/2023 08:30PM ET,STL,13.8
C,Mika Zibanejad (27245668),Mika Zibanejad,27245668,C/UTIL,8100,NYR@NJ 03/30/2023 07:00PM ET,NYR,13.88
G,Andrei Vasilevskiy (27246954),Andrei Vasilevskiy,27246954,G,8000,WAS@TB 03/30/2023 07:00PM ET,TB,15.48
G,Thomas Greiss (27246955),Thomas Greiss,27246955,G,7900,STL@CHI 03/30/2023 08:30PM ET,STL,11.58
G,Sergei Bobrovsky (27246956),Sergei Bobrovsky,27246956,G,7900,FLA@MON 03/30/2023 07:00PM ET,FLA,11.84
LW,Timo Meier (27245938),Timo Meier,27245938,W/UTIL,7900,NYR@NJ 03/30/2023 07:00PM ET,NJ,14.69
LW,Brady Tkachuk (27245940),Brady Tkachuk,27245940,W/UTIL,7800,PHI@OTT 03/30/2023 07:00PM ET,OTT,14.67
G,Cam Talbot (27246958),Cam Talbot,27246958,G,7800,PHI@OTT 03/30/2023 07:00PM ET,OTT,11.6
G,Mads Sogaard (27246959),Mads Sogaard,27246959,G,7800,PHI@OTT 03/30/2023 07:00PM ET,OTT,10.63
G,Brian Elliott (27246957),Brian Elliott,27246957,G,7800,WAS@TB 03/30/2023 07:00PM ET,TB,11.87
