Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (27213350),Connor McDavid,27213350,C/UTIL,10000,EDM@ARI 03/27/2023 10:00PM ET,EDM,21.97
C,Nathan MacKinnon (27213352),Nathan MacKinnon,27213352,C/UTIL,9700,COL@ANH 03/27/2023 10:00PM ET,COL,20.18
LW,Matthew Tkachuk (27213492),Matthew Tkachuk,27213492,W/UTIL,8800,FLA@OTT 03/27/2023 07:00PM ET,FLA,16.87
G,Alexandar Georgiev (27214050),Alexandar Georgiev,27214050,G,8500,COL@ANH 03/27/2023 10:00PM ET,COL,16.24
G,Stuart Skinner (27214051),Stuart Skinner,27214051,G,8400,EDM@ARI 03/27/2023 10:00PM ET,EDM,14.17
G,Jonas Johansson (27214052),Jonas Johansson,27214052,G,8300,COL@ANH 03/27/2023 10:00PM ET,COL,9.65
C,Jack Hughes (27213354),Jack Hughes,27213354,C/UTIL,8300,NJ@NYI 03/27/2023 07:30PM ET,NJ,17.19
C,Leon Draisaitl (27213356),Leon Draisaitl,27213356,C/UTIL,8200,EDM@ARI 03/27/2023 10:00PM ET,EDM,16.71
G,Jack Campbell (27214053),Jack Campbell,27214053,G,8200,EDM@ARI 03/27/2023 10:00PM ET,EDM,9.67
G,Vitek Vanecek (27214054),Vitek Vanecek,27214054,G,8200,NJ@NYI 03/27/2023 07:30PM ET,NJ,12.68
G,Akira Schmid (27214055),Akira Schmid,27214055,G,8200,NJ@NYI 03/27/2023 07:30PM ET,NJ,11.54
G,Ukko-Pekka Luukkonen (27214056),Ukko-Pekka Luukkonen,27214056,G,8100,MON@BUF 03/27/2023 07:00PM ET,BUF,11.59
G,Eric Comrie (27214057),Eric Comrie,27214057,G,8100,MON@BUF 03/27/2023 07:00PM ET,BUF,10.51
G,Craig Anderson (27214058),Craig Anderson,27214058,G,8100,MON@BUF 03/27/2023 07:00PM ET,BUF,13.46
LW,Kirill Kaprizov (27213494),Kirill Kaprizov,27213494,W/UTIL,8100,SEA@MIN 03/27/2023 08:00PM ET,MIN,15.81
C,Tage Thompson (27213358),Tage Thompson,27213358,C/UTIL,8000,MON@BUF 03/27/2023 07:00PM ET,BUF,15.82
RW,Mikko Rantanen (27213496),Mikko Rantanen,27213496,W/UTIL,7900,COL@ANH 03/27/2023 10:00PM ET,COL,16.04
G,Filip Gustavsson (27214059),Filip Gustavsson,27214059,G,7900,SEA@MIN 03/27/2023 08:00PM ET,MIN,16.61
LW,Timo Meier (27213498),Timo Meier,27213498,W/UTIL,7800,NJ@NYI 03/27/2023 07:30PM ET,NJ,14.85
G,Sergei Bobrovsky (27214060),Sergei Bobrovsky,27214060,G,7800,FLA@OTT 03/27/2023 07:00PM ET,FLA,12.06
