Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (26633722),Connor McDavid,26633722,C/UTIL,9900,EDM@DET 02/07/2023 07:30PM ET,EDM,21.31
C,Nathan MacKinnon (26633724),Nathan MacKinnon,26633724,C/UTIL,9400,COL@PIT 02/07/2023 07:00PM ET,COL,19.01
C,Leon Draisaitl (26633726),Leon Draisaitl,26633726,C/UTIL,8600,EDM@DET 02/07/2023 07:30PM ET,EDM,16.64
G,Andrei Vasilevskiy (26634382),Andrei Vasilevskiy,26634382,G,8400,SJ@TB 02/07/2023 07:00PM ET,TB,15.70
RW,Zach Hyman (26633856),Zach Hyman,26633856,W/UTIL,8200,EDM@DET 02/07/2023 07:30PM ET,EDM,15.57
G,Stuart Skinner (26634383),Stuart Skinner,26634383,G,8200,EDM@DET 02/07/2023 07:30PM ET,EDM,15.12
G,Jack Campbell (26634384),Jack Campbell,26634384,G,8200,EDM@DET 02/07/2023 07:30PM ET,EDM,10.28
D,Roman Josi (26634144),Roman Josi,26634144,D/UTIL,8200,VGK@NSH 02/07/2023 08:00PM ET,NSH,17.65
G,Brian Elliott (26634386),Brian Elliott,26634386,G,8100,SJ@TB 02/07/2023 07:00PM ET,TB,14.8
RW,Mikko Rantanen (26633858),Mikko Rantanen,26633858,W/UTIL,8100,COL@PIT 02/07/2023 07:00PM ET,COL,16.46
G,Logan Thompson (26634385),Logan Thompson,26634385,G,8100,VGK@NSH 02/07/2023 08:00PM ET,VGK,14.39
G,Martin Jones (26634387),Martin Jones,26634387,G,8000,SEA@NYI 02/07/2023 07:30PM ET,SEA,11.12
RW,Nikita Kucherov (26633860),Nikita Kucherov,26633860,W/UTIL,7900,SJ@TB 02/07/2023 07:00PM ET,TB,15.87
G,Adin Hill (26634389),Adin Hill,26634389,G,7900,VGK@NSH 02/07/2023 08:00PM ET,VGK,12.19
G,John Gibson (26634388),John Gibson,26634388,G,7900,ANH@CHI 02/07/2023 08:30PM ET,ANH,13.79
LW,Timo Meier (26633862),Timo Meier,26633862,W/UTIL,7800,SJ@TB 02/07/2023 07:00PM ET,SJ,15.47
G,Alexandar Georgiev (26634390),Alexandar Georgiev,26634390,G,7800,COL@PIT 02/07/2023 07:00PM ET,COL,16.31
G,Pavel Francouz (26634391),Pavel Francouz,26634391,G,7800,COL@PIT 02/07/2023 07:00PM ET,COL,15.09
G,Philipp Grubauer (26634392),Philipp Grubauer,26634392,G,7800,SEA@NYI 02/07/2023 07:30PM ET,SEA,9.19
G,Tristan Jarry (26634394),Tristan Jarry,26634394,G,7700,COL@PIT 02/07/2023 07:00PM ET,PIT,17.30
