Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Roman Josi (26824186),Roman Josi,26824186,D/UTIL,9200,PIT@NSH 02/28/2023 08:00PM ET,NSH,18.44
RW,David Pastrnak (26823692),David Pastrnak,26823692,W/UTIL,9100,BOS@CGY 02/28/2023 09:00PM ET,BOS,19.16
LW,Matthew Tkachuk (26823694),Matthew Tkachuk,26823694,W/UTIL,8600,FLA@TB 02/28/2023 07:00PM ET,FLA,16.33
G,Ukko-Pekka Luukkonen (26824572),Ukko-Pekka Luukkonen,26824572,G,8500,CLS@BUF 02/28/2023 07:30PM ET,BUF,12.31
G,Craig Anderson (26824573),Craig Anderson,26824573,G,8500,CLS@BUF 02/28/2023 07:30PM ET,BUF,15.96
G,Karel Vejmelka (26824574),Karel Vejmelka,26824574,G,8400,CHI@ARI 02/28/2023 09:00PM ET,ARI,13.44
G,Connor Ingram (26824575),Connor Ingram,26824575,G,8400,CHI@ARI 02/28/2023 09:00PM ET,ARI,14.12
C,Tage Thompson (26823446),Tage Thompson,26823446,C/UTIL,8300,CLS@BUF 02/28/2023 07:30PM ET,BUF,17.23
RW,Nikita Kucherov (26823696),Nikita Kucherov,26823696,W/UTIL,8300,FLA@TB 02/28/2023 07:00PM ET,TB,15.18
G,Kaapo Kahkonen (26824576),Kaapo Kahkonen,26824576,G,8300,MON@SJ 02/28/2023 10:30PM ET,SJ,9.91
G,James Reimer (26824577),James Reimer,26824577,G,8300,MON@SJ 02/28/2023 10:30PM ET,SJ,11.11
G,Andrei Vasilevskiy (26824578),Andrei Vasilevskiy,26824578,G,8200,FLA@TB 02/28/2023 07:00PM ET,TB,16.36
G,Philipp Grubauer (26824579),Philipp Grubauer,26824579,G,8100,SEA@STL 02/28/2023 08:00PM ET,SEA,9.04
G,Martin Jones (26824580),Martin Jones,26824580,G,8100,SEA@STL 02/28/2023 08:00PM ET,SEA,10.09
LW,Kirill Kaprizov (26823698),Kirill Kaprizov,26823698,W/UTIL,8100,NYI@MIN 02/28/2023 08:00PM ET,MIN,16.03
G,Brian Elliott (26824582),Brian Elliott,26824582,G,8000,FLA@TB 02/28/2023 07:00PM ET,TB,13.21
LW,Kyle Connor (26823700),Kyle Connor,26823700,W/UTIL,8000,LA@WPG 02/28/2023 08:00PM ET,WPG,13.84
G,Connor Hellebuyck (26824581),Connor Hellebuyck,26824581,G,8000,LA@WPG 02/28/2023 08:00PM ET,WPG,16.36
G,Tristan Jarry (26824583),Tristan Jarry,26824583,G,7900,PIT@NSH 02/28/2023 08:00PM ET,PIT,16.26
G,Filip Gustavsson (26824584),Filip Gustavsson,26824584,G,7900,NYI@MIN 02/28/2023 08:00PM ET,MIN,15.31
G,Cam Talbot (26824587),Cam Talbot,26824587,G,7800,DET@OTT 02/28/2023 07:00PM ET,OTT,11.44
G,Mads Sogaard (26824588),Mads Sogaard,26824588,G,7800,DET@OTT 02/28/2023 07:00PM ET,OTT,14.8
G,David Rittich (26824586),David Rittich,26824586,G,7800,LA@WPG 02/28/2023 08:00PM ET,WPG,11.46
G,Linus Ullmark (26824585),Linus Ullmark,26824585,G,7800,BOS@CGY 02/28/2023 09:00PM ET,BOS,18.46
LW,Brady Tkachuk (26823702),Brady Tkachuk,26823702,W/UTIL,7700,DET@OTT 02/28/2023 07:00PM ET,OTT,14.64
G,Casey DeSmith (26824589),Casey DeSmith,26824589,G,7700,PIT@NSH 02/28/2023 08:00PM ET,PIT,12.70
G,Marc-Andre Fleury (26824590),Marc-Andre Fleury,26824590,G,7700,NYI@MIN 02/28/2023 08:00PM ET,MIN,12.36
G,Ville Husso (26824594),Ville Husso,26824594,G,7600,DET@OTT 02/28/2023 07:00PM ET,DET,13.05
RW,Steven Stamkos (26823704),Steven Stamkos,26823704,W/UTIL,7600,FLA@TB 02/28/2023 07:00PM ET,TB,13.86
G,Jeremy Swayman (26824591),Jeremy Swayman,26824591,G,7600,BOS@CGY 02/28/2023 09:00PM ET,BOS,12.87
G,Jacob Markstrom (26824592),Jacob Markstrom,26824592,G,7600,BOS@CGY 02/28/2023 09:00PM ET,CGY,8.85
G,Dan Vladar (26824593),Dan Vladar,26824593,G,7600,BOS@CGY 02/28/2023 09:00PM ET,CGY,10.57
LW,Jake Guentzel (26823706),Jake Guentzel,26823706,W/UTIL,7500,PIT@NSH 02/28/2023 08:00PM ET,PIT,12.46
G,Juuse Saros (26824597),Juuse Saros,26824597,G,7500,PIT@NSH 02/28/2023 08:00PM ET,NSH,15.39
G,Kevin Lankinen (26824598),Kevin Lankinen,26824598,G,7500,PIT@NSH 02/28/2023 08:00PM ET,NSH,14.79
G,Ilya Sorokin (26824595),Ilya Sorokin,26824595,G,7500,NYI@MIN 02/28/2023 08:00PM ET,NYI,15.44
G,Semyon Varlamov (26824596),Semyon Varlamov,26824596,G,7500,NYI@MIN 02/28/2023 08:00PM ET,NYI,15.12
G,Magnus Hellberg (26824600),Magnus Hellberg,26824600,G,7400,DET@OTT 02/28/2023 07:00PM ET,DET,10.02
G,Pheonix Copley (26824599),Pheonix Copley,26824599,G,7400,LA@WPG 02/28/2023 08:00PM ET,LA,11.92
LW,Brad Marchand (26823708),Brad Marchand,26823708,W/UTIL,7400,BOS@CGY 02/28/2023 09:00PM ET,BOS,11.61
D,Erik Karlsson (26824188),Erik Karlsson,26824188,D/UTIL,7400,MON@SJ 02/28/2023 10:30PM ET,SJ,14.21
LW,Jeff Skinner (26823710),Jeff Skinner,26823710,W/UTIL,7300,CLS@BUF 02/28/2023 07:30PM ET,BUF,12.48
G,Jordan Binnington (26824601),Jordan Binnington,26824601,G,7300,SEA@STL 02/28/2023 08:00PM ET,STL,11.45
G,Thomas Greiss (26824602),Thomas Greiss,26824602,G,7300,SEA@STL 02/28/2023 08:00PM ET,STL,12.32
C,Bo Horvat (26823448),Bo Horvat,26823448,C/UTIL,7300,NYI@MIN 02/28/2023 08:00PM ET,NYI,13.54
RW,Alex Tuch (26823712),Alex Tuch,26823712,W/UTIL,7200,CLS@BUF 02/28/2023 07:30PM ET,BUF,12.98
G,Sergei Bobrovsky (26824604),Sergei Bobrovsky,26824604,G,7200,FLA@TB 02/28/2023 07:00PM ET,FLA,11.97
C,Sidney Crosby (26823450),Sidney Crosby,26823450,C/UTIL,7200,PIT@NSH 02/28/2023 08:00PM ET,PIT,13.46
G,Jonathan Quick (26824603),Jonathan Quick,26824603,G,7200,LA@WPG 02/28/2023 08:00PM ET,LA,7.46
D,Rasmus Dahlin (26824190),Rasmus Dahlin,26824190,D/UTIL,7100,CLS@BUF 02/28/2023 07:30PM ET,BUF,14.60
C,Brayden Point (26823452),Brayden Point,26823452,C/UTIL,7100,FLA@TB 02/28/2023 07:00PM ET,TB,13.62
LW,Carter Verhaeghe (26823714),Carter Verhaeghe,26823714,W/UTIL,7100,FLA@TB 02/28/2023 07:00PM ET,FLA,12.57
G,Jake Allen (26824605),Jake Allen,26824605,G,7100,MON@SJ 02/28/2023 10:30PM ET,MON,11.68
G,Sam Montembeault (26824606),Sam Montembeault,26824606,G,7100,MON@SJ 02/28/2023 10:30PM ET,MON,14.22
LW,Alex DeBrincat (26823716),Alex DeBrincat,26823716,W/UTIL,7000,DET@OTT 02/28/2023 07:00PM ET,OTT,11.89
C,Aleksander Barkov (26823454),Aleksander Barkov,26823454,C/UTIL,7000,FLA@TB 02/28/2023 07:00PM ET,FLA,12.76
G,Alex Lyon (26824609),Alex Lyon,26824609,G,7000,FLA@TB 02/28/2023 07:00PM ET,FLA,11.92
D,Jakob Chychrun (26824192),Jakob Chychrun,26824192,D/UTIL,7000,CHI@ARI 02/28/2023 09:00PM ET,ARI,12.59
G,Petr Mrazek (26824607),Petr Mrazek,26824607,G,7000,CHI@ARI 02/28/2023 09:00PM ET,CHI,10.95
G,Alex Stalock (26824608),Alex Stalock,26824608,G,7000,CHI@ARI 02/28/2023 09:00PM ET,CHI,13.79
G,Joonas Korpisalo (26824610),Joonas Korpisalo,26824610,G,6900,CLS@BUF 02/28/2023 07:30PM ET,CLS,14.49
C,Tim Stuetzle (26823456),Tim Stuetzle,26823456,C/UTIL,6900,DET@OTT 02/28/2023 07:00PM ET,OTT,13.25
D,Victor Hedman (26824194),Victor Hedman,26824194,D/UTIL,6900,FLA@TB 02/28/2023 07:00PM ET,TB,10.92
RW,Jake DeBrusk (26823718),Jake DeBrusk,26823718,W/UTIL,6900,BOS@CGY 02/28/2023 09:00PM ET,BOS,12.16
RW,Jordan Kyrou (26823720),Jordan Kyrou,26823720,W/UTIL,6800,SEA@STL 02/28/2023 08:00PM ET,STL,13.37
LW,Nikolaj Ehlers (26823722),Nikolaj Ehlers,26823722,W/UTIL,6800,LA@WPG 02/28/2023 08:00PM ET,WPG,11.52
C,Patrice Bergeron (26823458),Patrice Bergeron,26823458,C/UTIL,6800,BOS@CGY 02/28/2023 09:00PM ET,BOS,11.76
RW,Patrik Laine (26823724),Patrik Laine,26823724,W/UTIL,6700,CLS@BUF 02/28/2023 07:30PM ET,CLS,12.35
G,Elvis Merzlikins (26824611),Elvis Merzlikins,26824611,G,6700,CLS@BUF 02/28/2023 07:30PM ET,CLS,7.45
C,Dylan Larkin (26823460),Dylan Larkin,26823460,C/UTIL,6600,DET@OTT 02/28/2023 07:00PM ET,DET,12.66
LW,Kevin Fiala (26823728),Kevin Fiala,26823728,W/UTIL,6600,LA@WPG 02/28/2023 08:00PM ET,LA,12.36
LW,Clayton Keller (26823726),Clayton Keller,26823726,W/UTIL,6600,CHI@ARI 02/28/2023 09:00PM ET,ARI,10.88
G,Daniil Tarasov (26824614),Daniil Tarasov,26824614,G,6500,CLS@BUF 02/28/2023 07:30PM ET,CLS,11.52
G,Jet Greaves (26824615),Jet Greaves,26824615,G,6500,CLS@BUF 02/28/2023 07:30PM ET,CLS,0
G,Eric Comrie (26824628),Eric Comrie,26824628,G,6500,CLS@BUF 02/28/2023 07:30PM ET,BUF,9.8
G,Ben Bishop (26824629),Ben Bishop,26824629,G,6500,CLS@BUF 02/28/2023 07:30PM ET,BUF,0
G,Michael Houser (26824630),Michael Houser,26824630,G,6500,CLS@BUF 02/28/2023 07:30PM ET,BUF,0
G,Alex Nedeljkovic (26824627),Alex Nedeljkovic,26824627,G,6500,DET@OTT 02/28/2023 07:00PM ET,DET,9.49
G,Anton Forsberg (26824631),Anton Forsberg,26824631,G,6500,DET@OTT 02/28/2023 07:00PM ET,OTT,11.64
G,Kevin Mandolese (26824632),Kevin Mandolese,26824632,G,6500,DET@OTT 02/28/2023 07:00PM ET,OTT,22
D,Aaron Ekblad (26824196),Aaron Ekblad,26824196,D/UTIL,6500,FLA@TB 02/28/2023 07:00PM ET,FLA,11.19
G,Spencer Knight (26824624),Spencer Knight,26824624,G,6500,FLA@TB 02/28/2023 07:00PM ET,FLA,12.36
G,Chris Driedger (26824622),Chris Driedger,26824622,G,6500,SEA@STL 02/28/2023 08:00PM ET,SEA,0
G,Joey Daccord (26824623),Joey Daccord,26824623,G,6500,SEA@STL 02/28/2023 08:00PM ET,SEA,20.2
G,Dustin Tokarski (26824625),Dustin Tokarski,26824625,G,6500,PIT@NSH 02/28/2023 08:00PM ET,PIT,10.88
G,Yaroslav Askarov (26824626),Yaroslav Askarov,26824626,G,6500,PIT@NSH 02/28/2023 08:00PM ET,NSH,7.7
RW,Mats Zuccarello (26823732),Mats Zuccarello,26823732,W/UTIL,6500,NYI@MIN 02/28/2023 08:00PM ET,MIN,11.84
G,Cory Schneider (26824618),Cory Schneider,26824618,G,6500,NYI@MIN 02/28/2023 08:00PM ET,NYI,0
G,Zane McIntyre (26824635),Zane McIntyre,26824635,G,6500,NYI@MIN 02/28/2023 08:00PM ET,MIN,0
C,Pierre-Luc Dubois (26823462),Pierre-Luc Dubois,26823462,C/UTIL,6500,LA@WPG 02/28/2023 08:00PM ET,WPG,11.76
G,Arvid Holm (26824619),Arvid Holm,26824619,G,6500,LA@WPG 02/28/2023 08:00PM ET,WPG,0
G,Jacob Ingham (26824620),Jacob Ingham,26824620,G,6500,LA@WPG 02/28/2023 08:00PM ET,LA,0
G,Cal Petersen (26824621),Cal Petersen,26824621,G,6500,LA@WPG 02/28/2023 08:00PM ET,LA,7.41
RW,Patrick Kane (26823730),Patrick Kane,26823730,W/UTIL,6500,CHI@ARI 02/28/2023 09:00PM ET,CHI,11.56
G,Jaxson Stauber (26824612),Jaxson Stauber,26824612,G,6500,CHI@ARI 02/28/2023 09:00PM ET,CHI,15.38
G,Arvid Soderblom (26824613),Arvid Soderblom,26824613,G,6500,CHI@ARI 02/28/2023 09:00PM ET,CHI,9.57
G,Carey Price (26824616),Carey Price,26824616,G,6500,MON@SJ 02/28/2023 10:30PM ET,MON,0
G,Cayden Primeau (26824617),Cayden Primeau,26824617,G,6500,MON@SJ 02/28/2023 10:30PM ET,MON,0.7
G,Eetu Makiniemi (26824633),Eetu Makiniemi,26824633,G,6500,MON@SJ 02/28/2023 10:30PM ET,SJ,8.9
G,Aaron Dell (26824634),Aaron Dell,26824634,G,6500,MON@SJ 02/28/2023 10:30PM ET,SJ,8.58
RW,Rickard Rakell (26823734),Rickard Rakell,26823734,W/UTIL,6400,PIT@NSH 02/28/2023 08:00PM ET,PIT,11.05
LW,Filip Forsberg (26823736),Filip Forsberg,26823736,W/UTIL,6400,PIT@NSH 02/28/2023 08:00PM ET,NSH,11.90
C,Brock Nelson (26823464),Brock Nelson,26823464,C/UTIL,6400,NYI@MIN 02/28/2023 08:00PM ET,NYI,12.13
D,Josh Morrissey (26824198),Josh Morrissey,26824198,D/UTIL,6400,LA@WPG 02/28/2023 08:00PM ET,WPG,11.51
C,Boone Jenner (26823466),Boone Jenner,26823466,C/UTIL,6300,CLS@BUF 02/28/2023 07:30PM ET,CLS,12.08
RW,Sam Reinhart (26823738),Sam Reinhart,26823738,W/UTIL,6300,FLA@TB 02/28/2023 07:00PM ET,FLA,10.47
D,Brandon Montour (26824200),Brandon Montour,26824200,D/UTIL,6300,FLA@TB 02/28/2023 07:00PM ET,FLA,11.83
D,Thomas Chabot (26824202),Thomas Chabot,26824202,D/UTIL,6200,DET@OTT 02/28/2023 07:00PM ET,OTT,11.49
C,Mark Scheifele (26823468),Mark Scheifele,26823468,C/UTIL,6200,LA@WPG 02/28/2023 08:00PM ET,WPG,11.65
RW,Tyler Toffoli (26823740),Tyler Toffoli,26823740,W/UTIL,6200,BOS@CGY 02/28/2023 09:00PM ET,CGY,11.40
LW,Brandon Hagel (26823742),Brandon Hagel,26823742,W/UTIL,6100,FLA@TB 02/28/2023 07:00PM ET,TB,10.45
C,Evgeni Malkin (26823470),Evgeni Malkin,26823470,C/UTIL,6100,PIT@NSH 02/28/2023 08:00PM ET,PIT,12.52
D,Charlie McAvoy (26824204),Charlie McAvoy,26824204,D/UTIL,6100,BOS@CGY 02/28/2023 09:00PM ET,BOS,10.70
LW,Johnny Gaudreau (26823744),Johnny Gaudreau,26823744,W/UTIL,6000,CLS@BUF 02/28/2023 07:30PM ET,CLS,10.27
D,Kris Letang (26824206),Kris Letang,26824206,D/UTIL,6000,PIT@NSH 02/28/2023 08:00PM ET,PIT,10.69
C,Nazem Kadri (26823472),Nazem Kadri,26823472,C/UTIL,6000,BOS@CGY 02/28/2023 09:00PM ET,CGY,11.40
D,Noah Dobson (26824208),Noah Dobson,26824208,D/UTIL,5900,NYI@MIN 02/28/2023 08:00PM ET,NYI,10.87
