RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona3500,0,Arizona,3500,ARI,ATL,,,5.6,14.2,1.3,1.53,1.6,6.5,1,4.07,-6,0.31,0,0,1,0,0.43,2.9,0,24.8,27.8,0.8,3,52.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0.6,9.34,0,0,0,0,0,0,0,0,0,0,0,0,1.8,500,0,0,75,0,0.25,40,5.4,0.7,-2500,0,0,88,0.29,0.11,17,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5487,0.527,0.0031,0.0477,7.29,9.06,4.31,2.83,0.2,arizona,arizona,a,arizona3500,39142-12546:Arizona Cardinals,39142-12546,D,a,Arizona Cardinals,cardinals,2.8,5,3500,ATL@ARI,ARI,ATL,,,,Cardinals,Cardinals,arizona,arizona3500
atlanta3800,0,Atlanta,3800,ATL,@ARI,,,7.2,14.8,1.4,2.17,1.9,3,-1,5.03,-5,0.67,0,0,1,0,0.53,1.8,0,27.8,24.8,2.8,-3,52.5,71,0,0,0,0,0,0,0,0,0,0,0,0,2.4,6.28,0,0,0,0,0,0,0,0,0,0,0,0,2.3,500,0,0,50,0.25,0.5,40,4.9,0.6,-2200,0,0,76,0.28,0.23,21,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.5416,0.5138,0.0134,0.0491,7.9,9.81,4.73,30,0.2166,atlanta,atlanta,a,atlanta3800,39142-12525:Atlanta Falcons,39142-12525,D,a,Atlanta Falcons,falcons,1.8,5,3800,ATL@ARI,ATL,ARI,,,,Falcons,Falcons,atlanta,atlanta3800
baltimore5000,0,Baltimore,5000,BAL,CIN,,,8.5,15.7,1.3,-0.39,1.7,18.5,5,8.89,0,0.16,0,0,4,0,0.81,5.4,0,28.8,18.3,-0.2,-10.5,47,58,0,0,0,0,0,0,0,0,0,0,0,0,2,6.74,0,0,0,0,0,0,0,0,0,64,0.49,0.01,2,0,0,0,50,0,0.5,40,8.2,0.7,-1000,0,0,78,0.34,0.21,23,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.459,0.4645,0.0125,0.0428,7.15,9.2,4.27,2.62,0.2246,baltimore,baltimore,b,baltimore5000,39142-12555:Baltimore Ravens,39142-12555,D,b,Baltimore Ravens,ravens,4.2,5,5000,CIN@BAL,BAL,CIN,,,,Ravens,Ravens,baltimore,baltimore5000
cincinnati3200,0,Cincinnati,3200,CIN,@BAL,,,5.3,14.7,0.4,2.19,1.7,0.5,9,3.11,3,0.86,0,0,1,0,0.53,0.4,0,18.3,28.8,-0.2,10.5,47,42,0,0,0,0,0,0,0,0,0,0,0,0,1.72,4.97,0,0,0,0,0,0,0,0,0,64,0.49,0.01,1.7,-700,0,0,83,0.16,0.16,60,3.8,-1,-2800,0,0,69,0.3,0.3,23,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5373,0.5398,0.0088,0.0507,8.42,10.19,50,2.79,0.2331,cincinnati,cincinnati,c,cincinnati3200,39142-12528:Cincinnati Bengals,39142-12528,D,c,Cincinnati Bengals,bengals,2.4,5,3200,CIN@BAL,CIN,BAL,,,,Bengals,Bengals,cincinnati,cincinnati3200
cleveland3500,0,Cleveland,3500,CLE,SEA,,,6.8,15.8,0.9,2.73,1.9,0.5,4,4.07,6,0.97,0,0,2,0,0.82,1,0,23.3,22.3,0.3,-1,45.5,36,0,0,0,0,0,0,0,0,0,0,0,0,2.32,6.96,0,0,0,0,0,0,0,0,0,64,0.32,0.01,7.7,-400,0,0,100,0.57,0,70,7.2,10,-2500,0,0,86,0.43,0.13,23,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4982,0.5043,0.0128,0.0421,7.2,8.25,50,2.92,0.2424,cleveland,cleveland,c,cleveland3500,39142-12529:Cleveland Browns,39142-12529,D,c,Cleveland Browns,browns,7,5,3500,SEA@CLE,CLE,SEA,,,,Browns,Browns,cleveland,cleveland3500
dallas5000,0,Dallas,5000,DAL,@NYJ,,,8.5,14.7,1.2,-0.39,1.7,10.5,4,8.89,-3,0.27,0,0,3,0,0.82,9.1,0,25.3,18.3,-1,-7,43.5,74,0,0,0,0,0,0,0,0,0,0,0,0,1.6,6.41,0,0,0,0,0,0,0,0,0,64,0.49,0.01,6.2,300,0,0,66,0.5,0.33,60,70,-0.8,-1000,0,0,78,0.5,0.21,28,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.5214,0.4853,0.0097,0.0352,6.87,10.33,5.67,2.67,0.1742,dallas,dallas,d,dallas5000,39142-12530:Dallas Cowboys,39142-12530,D,d,Dallas Cowboys,cowboys,6.2,5,5000,DAL@NYJ,DAL,NYJ,,,,Cowboys,Cowboys,dallas,dallas5000
denver4500,0,Denver,4500,DEN,TEN,,,7.7,15.4,1.4,0.41,1.7,6.5,23,7.29,3,0.57,0,0,3,0,0.61,4.7,0,21,20,-0.3,-1,41,46,0,0,0,0,0,0,0,0,0,0,0,0,2.96,7.02,0,0,0,0,0,0,0,0,0,71,0.05,0,4,0,0,0,50,0.25,0.5,40,7.8,1.6,-1500,0,0,65,0.52,0.34,23,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4824,0.4696,0.0166,0.033,7.23,7.81,4.06,2.54,0.184,denver,denver,d,denver4500,39142-12531:Denver Broncos,39142-12531,D,d,Denver Broncos,broncos,3.6,5,4500,TEN@DEN,DEN,TEN,,,,Broncos,Broncos,denver,denver4500
houston3200,0,Houston,3200,HOU,@KC,,,5.4,13.9,1.4,2.29,1.7,0.5,5,3.11,-2,0.61,0,0,1,0,0.76,0.5,0,25.5,29,1,3.5,54.5,33,0,0,0,0,0,0,0,0,0,0,0,0,2.31,7.44,0,0,0,0,0,0,0,0,0,60,0.34,0.01,9.3,-1600,0,0,100,1,0,40,7.5,0.6,-2800,0,0,88,0.44,0.12,25,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.4843,0.4169,0.0146,0.0381,7.14,6.94,3.13,1.8,0.2252,houston,houston,h,houston3200,39142-12556:Houston Texans,39142-12556,D,h,Houston Texans,texans,7.8,5,3200,HOU@KC,HOU,KC,,,,Texans,Texans,houston,houston3200
jacksonville4100,0,Jacksonville,4100,JAX,NO,,,7.3,15.9,1.2,1.3,1.8,3,7,6,8,0.88,0,0,4,0,0.17,-1,0,22.5,20,0.5,-2.5,42.5,41,0,0,0,0,0,0,0,0,0,0,0,0,1.78,8.3,0,0,0,0,0,0,0,0,0,83,0.56,0.01,8.8,300,0,0,100,0.6,0,50,60,0.1,-1900,0,0,63,0.4,0.36,22,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4763,0.4688,0.0096,0.0436,7.18,8.56,3.94,2.92,0.2044,jacksonville,jacksonville,j,jacksonville4100,39142-12554:Jacksonville Jaguars,39142-12554,D,j,Jacksonville Jaguars,jaguars,5,5,4100,NO@JAC,JAC,NO,,,,Jaguars,Jaguars,jacksonville,jacksonville4100
kansas city3400,0,Kansas City,3400,KC,HOU,,,7.3,14.6,1.5,3.55,2.1,6.5,5,3.75,-9,0.39,0,0,3,0,0.81,0.7,0,29,25.5,-2,-3.5,54.5,67,0,0,0,0,0,0,0,0,0,0,0,0,2.26,8.54,0,0,0,0,0,0,0,0,0,60,0.34,0.01,6.4,-1000,0,0,100,0.4,0,50,7.3,1.9,-2600,0,0,79,0.55,0.2,29,D,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.4983,0.5855,0.0126,0.047,7.29,12.33,7.43,3.86,0.2216,city,kansas city,k,kansas city3400,39142-12536:Kansas City Chiefs,39142-12536,D,k,Kansas City Chiefs,chiefs,6.8,5,3400,HOU@KC,KC,HOU,,,,City,City,kansas city,kansas city3400
