RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona3600,0,Arizona,3600,ARI,DET,,,6.4,14.4,1.5,2.01,1.8,0.5,7,4.39,0,0.78,0,0,1,0,0.81,0,0,21.5,24,-3,2.5,45.5,28,0,0,0,0,0,0,0,0,0,0,0,0,1.38,9.68,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,50,0,0.5,20,6.9,1.6,-2400,0,0,94,0.35,0.05,17,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5415,0.5176,0.007,0.0453,7.1,9.69,4.63,3.31,0.2194,arizona,arizona,a,arizona3600,37435-12546:Arizona Cardinals,37435-12546,D,a,Arizona Cardinals,cardinals,6.5625,16,3600,DET@ARI,ARI,DET,,,,Cardinals,Cardinals,arizona,arizona3600
atlanta3500,0,Atlanta,3500,ATL,@MIN,,,6.7,14.5,0.5,2.63,1.9,0.5,0,4.07,0,0.81,0,0,2,0,0.76,3.3,0,21.8,25.3,0.5,3.5,47,60,0,0,0,0,0,0,0,0,0,0,0,0,2.55,6.36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,33,0,0.66,30,4.8,0.7,-2500,0,0,80,0.25,0.2,20,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.54,0.5576,0.0151,0.0515,7.77,11,5.43,30,0.2182,atlanta,atlanta,a,atlanta3500,37435-12525:Atlanta Falcons,37435-12525,D,a,Atlanta Falcons,falcons,5.0625,16,3500,ATL@MIN,ATL,MIN,,,,Falcons,Falcons,atlanta,atlanta3500
baltimore5000,0,Baltimore,5000,BAL,@MIA,,,8.6,14.9,0.9,-0.29,1.7,14.5,13,8.89,0,0.18,0,0,4,0,0.73,5.1,0,24,17,3.5,-7,41,78,0,0,0,0,0,0,0,0,0,0,0,0,2.08,7.45,0,0,0,0,0,0,0,0,0,90,0.66,0.01,6.7,0,0,0,66,0,0.33,30,8.8,1.5,-1000,0,0,83,0.41,0.16,24,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4419,0.435,0.0129,0.0354,6.33,8.27,4.07,2.45,0.2097,baltimore,baltimore,b,baltimore5000,37435-12555:Baltimore Ravens,37435-12555,D,b,Baltimore Ravens,ravens,8.25,16,5000,BAL@MIA,BAL,MIA,,,,Ravens,Ravens,baltimore,baltimore5000
buffalo4000,0,Buffalo,4000,BUF,@NYJ,,,7.3,13.7,1.3,1.62,1.8,3,10,5.68,0,0.34,0,0,3,0,0.8,-0.9,0,19.3,21.8,1.8,2.5,41,43,0,0,0,0,0,0,0,0,0,0,0,0,3.25,7.32,0,0,0,0,0,0,0,0,0,77,0.44,0.01,11.3,0,0,0,100,0.33,0,30,7.4,20,-2000,0,0,90,0.45,0.1,20,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.4919,0.4659,0.0173,0.0418,6.27,8.5,4.5,3.13,0.2647,buffalo,buffalo,b,buffalo4000,37435-12526:Buffalo Bills,37435-12526,D,b,Buffalo Bills,bills,6.6875,16,4000,BUF@NYJ,BUF,NYJ,,,,Bills,Bills,buffalo,buffalo4000
carolina3500,0,Carolina,3500,CAR,LA,,,6.8,14.4,0.9,2.73,1.9,6.5,4,4.07,0,0.34,0,0,1,0,0.61,0.3,0,24,25.5,-0.3,1.5,49.5,30,0,0,0,0,0,0,0,0,0,0,0,0,2.46,6.62,0,0,0,0,0,0,0,0,0,87,0.52,0,9.7,0,0,0,100,0.33,0,30,5.9,-0.1,-2500,0,0,85,0.47,0.14,21,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5047,0.4453,0.0143,0.0492,7.68,8.56,3.93,2.15,0.2409,carolina,carolina,c,carolina3500,37435-12553:Carolina Panthers,37435-12553,D,c,Carolina Panthers,panthers,5.75,16,3500,LAR@CAR,CAR,LAR,,,,Panthers,Panthers,carolina,carolina3500
cincinnati3100,0,Cincinnati,3100,CIN,@SEA,,,6.1,13.7,0.8,3.32,2,0.5,6,2.78,0,0.52,0,0,1,0,0.76,-1.7,0,17.3,26.8,-0.7,9.5,44,34,0,0,0,0,0,0,0,0,0,0,0,0,2.05,5.65,0,0,0,0,0,0,0,0,0,67,0.77,0.33,7.3,0,0,0,75,0.25,0.25,40,5.6,0.6,-2900,0,0,61,0.38,0.38,21,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5377,0.5332,0.0115,0.0504,7.85,10.4,5.43,2.92,0.2436,cincinnati,cincinnati,c,cincinnati3100,37435-12528:Cincinnati Bengals,37435-12528,D,c,Cincinnati Bengals,bengals,5.5625,16,3100,CIN@SEA,CIN,SEA,,,,Bengals,Bengals,cincinnati,cincinnati3100
cleveland4300,0,Cleveland,4300,CLE,TEN,,,7.8,14.9,0.7,1.16,1.8,10.5,0,6.64,0,0.3,0,0,4,0,0.81,-1.4,0,24.8,19.3,-0.5,-5.5,44,67,0,0,0,0,0,0,0,0,0,0,0,0,2.72,5.91,0,0,0,0,0,0,0,0,0,71,0.61,0.01,10.5,0,0,0,100,0,0,20,80,2.5,-1700,0,0,90,0.52,0.09,21,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5064,0.4946,0.0158,0.0378,6.98,9.31,5.53,3.14,0.2148,cleveland,cleveland,c,cleveland4300,37435-12529:Cleveland Browns,37435-12529,D,c,Cleveland Browns,browns,6.375,16,4300,TEN@CLE,CLE,TEN,,,,Browns,Browns,cleveland,cleveland4300
dallas4700,0,Dallas,4700,DAL,NYG,,,8,14.2,1,0.07,1.7,10.5,6,7.93,0,0.19,0,0,3,0,0.73,-1.8,0,25.5,18.5,-1.5,-7,44,67,0,0,0,0,0,0,0,0,0,0,0,0,1.66,7.2,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,100,0.5,0,40,7.2,0.1,-1300,0,0,85,0.55,0.14,27,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5258,0.4525,0.0097,0.0361,7.33,9.4,5.5,2.77,0.1773,dallas,dallas,d,dallas4700,37435-12530:Dallas Cowboys,37435-12530,D,d,Dallas Cowboys,cowboys,6.125,16,4700,NYG@DAL,DAL,NYG,,,,Cowboys,Cowboys,dallas,dallas4700
detroit4100,0,Detroit,4100,DET,@ARI,,,7.6,15.7,1.3,1.6,1.9,6.5,7,6,0,0.65,0,0,1,0,0.73,4.1,0,24,21.5,-0.5,-2.5,45.5,72,0,0,0,0,0,0,0,0,0,0,0,0,1.41,8.67,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,100,0,0,30,6.4,1.6,-1900,0,0,90,0.5,0.09,22,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5242,0.4491,0.0079,0.0467,7.86,8.53,3.67,2.58,0.2109,detroit,detroit,d,detroit4100,37435-12532:Detroit Lions,37435-12532,D,d,Detroit Lions,lions,6.25,16,4100,DET@ARI,DET,ARI,,,,Lions,Lions,detroit,detroit4100
indianapolis3600,0,Indianapolis,3600,IND,@LAC,,,6.6,14.8,0.5,2.21,1.8,0.5,7,4.39,0,0.87,0,0,1,0,0.8,1,0,19.3,25.3,-3.2,6,44.5,45,0,0,0,0,0,0,0,0,0,0,0,0,2.71,6.87,0,0,0,0,0,0,0,0,0,75,0.59,0.01,8.5,0,0,0,100,0,0,20,7.5,1.9,-2400,0,0,86,0.56,0.13,23,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5353,0.4778,0.0158,0.0323,7.24,7.63,4.38,3.1,0.1721,indianapolis,indianapolis,i,indianapolis3600,37435-12535:Indianapolis Colts,37435-12535,D,i,Indianapolis Colts,colts,7.5,16,3600,IND@LAC,IND,LAC,,,,Colts,Colts,indianapolis,indianapolis3600
