RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
murray9000qbk,93.97,Kyler Murray,9000,ARI,@JAX,,,25.28,35.6,15.0,2.56,2.8,15.0,19.54,22.72,0.0,0.79,1.0,4.0,2.0,0.0,0.85,3.0,67.0,29.8,21.8,0.3,-8.0,51.5,80.0,23.0,34.0,259.0,68.0,7.6,6.97,1.9,43.0,0.0,0.0,17.2,65.9,12.6,5.6,2.4,4.8,7.0,17.0,44.0,5.8,0.6,0.59,6.25,3.5,1.81,79.0,0.51,0.0,34.8,600,0.84,0.54,100.0,1.0,0.0,20.0,23.4,3.7,3000.0,0.54,0.35,78.0,0.57,0.15,19.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murray,kyler murray,k,murray9000qbk
jackson8400qbl,92.06,Lamar Jackson,8400,BAL,@DET,,,25.24,38.9,11.6,3.7,3.0,20.0,20.28,21.54,0.0,0.79,1.0,9.3,1.0,0.0,0.86,8.0,61.0,29.5,21.5,1.2,-8.0,51.0,62.0,15.0,25.0,175.0,62.0,7.0,6.29,1.7,33.0,0.0,0.0,16.2,52.3,28.4,6.8,2.8,6.7,10.0,23.0,69.0,6.7,0.5,0.5660000000000001,4.94,2.81,0.81,0.0,0.0,0.0,17.9,-200,0.0,0.0,75.0,0.25,0.25,40.0,21.2,1.2,2400.0,0.57,0.35,77.0,0.45,0.09,22.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jackson,lamar jackson,l,jackson8400qbl
allen8000qbj,87.08,Josh Allen,8000,BUF,WAS,,,23.58,34.2,13.0,2.82,2.9,11.0,37.22,20.76,0.0,0.79,1.0,3.3,1.0,0.0,0.79,-2.0,64.0,26.5,19.0,-1.5,-7.5,45.5,71.0,24.0,35.0,266.0,67.0,7.4,7.28,2.1,37.0,0.0,0.0,12.3,72.3,10.8,6.0,2.0,4.4,6.0,11.0,26.0,4.3,0.4,0.5820000000000001,7.18,3.47,2.24,65.0,0.59,0.03,17.4,-100,0.34,0.24,100.0,0.0,0.0,20.0,24.4,3.4,2000.0,0.56,0.38,90.0,0.54,0.0,22.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allen,josh allen,j,allen8000qbj
tannehill7000qbr,86.12,Ryan Tannehill,7000,TEN,IND,,,19.74,31.4,8.0,0.94,2.8,4.2,23.48,18.8,0.0,0.79,1.0,1.7,1.0,0.0,0.84,3.8,66.0,25.8,21.3,-2.2,-4.5,47.0,67.0,19.0,30.0,243.0,64.0,8.0,7.57,1.8,45.0,0.0,0.0,13.7,56.2,26.0,6.0,1.7,6.0,2.0,12.0,17.0,6.8,0.5,0.69,5.29,2.41,1.29,73.0,0.58,0.0,14.9,-700,0.33,0.2,66.0,0.0,0.0,30.0,18.1,0.3,1000.0,0.51,0.27,80.0,0.4,0.1,20.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tannehill,ryan tannehill,r,tannehill7000qbr
mahomes8700qbp,85.04,Patrick Mahomes,8700,KC,LAC,,,24.82,35.9,13.7,2.69,2.9,15.2,24.9,22.13,0.0,0.79,0.91,3.7,1.0,0.0,0.99,-8.2,67.0,30.8,24.3,-0.2,-6.5,55.0,52.0,26.0,38.0,326.0,67.0,8.4,8.89,2.6,42.0,0.0,0.0,18.5,56.3,30.1,6.8,1.1,3.8,4.0,10.0,19.0,4.3,0.2,0.532,5.88,3.0,1.35,83.0,0.37,0.0,23.7,-100,0.55,0.36,100.0,1.0,0.0,30.0,22.7,3.3,2700.0,0.5,0.34,80.0,0.57,0.14,21.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mahomes,patrick mahomes,p,mahomes8700qbp
wilson8400qbr,84.24,Russell Wilson,8400,SEA,@MIN,,,22.46,32.8,12.1,0.92,2.7,8.0,16.62,21.54,-1.0,0.68,1.0,4.7,1.0,0.0,0.84,0.7,64.0,27.8,25.8,-0.7,-2.0,53.5,69.0,23.0,34.0,262.0,67.0,7.6,6.86,2.3,43.0,0.0,0.0,16.8,59.7,18.9,6.8,2.4,8.1,5.0,14.0,29.0,5.7,0.1,0.48200000000000004,5.5,2.81,1.44,0.0,0.0,0.0,25.2,600,0.74,0.47,66.0,0.66,0.0,30.0,22.1,1.3,2400.0,0.52,0.35,85.0,0.55,0.0,20.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wilson,russell wilson,r,wilson8400qbr
fields6500qbj,83.99,Justin Fields,6500,CHI,@CLE,,,19.36,30.0,8.8,1.54,3.0,7.3,3.92,17.82,-8.0,0.21,1.0,9.0,1.0,0.0,0.63,2.3,23.0,18.8,26.3,-1.0,7.5,45.0,39.0,4.0,7.0,35.0,53.0,4.7,0.06,0.0,15.0,0.0,0.0,13.3,80.0,6.7,0.0,7.1,12.5,5.0,6.0,17.0,3.1,0.5,0.364,3.5,2.0,1.0,71.0,0.39,0.0,6.2,0,0.44,0.27,66.0,0.0,0.33,30.0,9.1,0.0,500.0,0.65,0.4,80.0,0.2,0.2,50.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fields,justin fields,j,fields6500qbj
jones7400qbd,83.88,Daniel Jones,7400,NYG,ATL,,,19.78,30.1,9.5,0.2,2.7,4.0,16.54,19.58,-2.0,0.59,0.97,10.0,2.0,0.0,0.43,5.5,61.0,25.5,22.5,-0.3,-3.0,48.0,51.0,19.0,31.0,209.0,62.0,6.7,5.35,0.8,35.0,0.0,0.0,16.1,57.8,23.6,2.6,1.6,9.1,5.0,20.0,35.0,6.9,0.2,0.479,4.0,1.31,0.31,71.0,0.39,0.0,19.9,700,0.44,0.31,100.0,0.66,0.0,30.0,14.8,-1.6,1400.0,0.37,0.24,68.0,0.42,0.1,19.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,daniel jones,d,jones7400qbd
herbert7500qbj,83.63,Justin Herbert,7500,LAC,@KC,,,21.12,31.0,11.2,1.34,2.8,4.1,30.84,19.78,0.0,0.79,0.95,6.7,1.0,0.0,0.79,1.0,72.0,24.3,30.8,0.3,6.5,55.0,48.0,27.0,40.0,293.0,67.0,7.2,6.72,2.0,43.0,0.0,0.0,24.6,53.2,19.8,5.0,2.0,5.0,3.0,7.0,14.0,3.8,0.3,0.45799999999999996,7.81,4.0,1.75,83.0,0.37,0.0,15.6,-100,0.31,0.2,66.0,0.0,0.0,30.0,22.3,2.6,1500.0,0.48,0.31,80.0,0.5,0.05,20.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert7500qbj
bridgewater7300qbt,75.87,Teddy Bridgewater,7300,DEN,NYJ,,,19.0,30.8,7.2,-0.39,2.6,1.3,11.8,19.39,1.0,0.85,0.89,2.7,1.0,0.0,0.51,-1.3,61.0,27.3,16.8,0.8,-10.5,44.0,60.0,22.0,32.0,245.0,69.0,7.6,6.74,1.2,41.0,0.0,0.0,20.3,63.4,11.9,3.8,1.9,5.9,3.0,9.0,18.0,4.9,0.3,0.48200000000000004,5.19,2.25,0.94,88.0,0.09,0.0,16.1,700,0.39,0.24,100.0,0.66,0.0,30.0,15.9,-0.1,1300.0,0.42,0.26,94.0,0.47,0.0,19.0,QB,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater7300qbt
