RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
taylor7400qbt,65.00,Tyrod Taylor,7400,HOU,NYJ,,,18.26,28.8,7.8,-1.32,2.5,6.2,16.32,19.58,-5.0,0.38,1.0,6.2,1.0,0.0,0.03,1.3,59.0,23.5,21.0,1.0,-2.5,44.5,64.0,17.0,27.0,190.0,62.0,6.9,5.61,0.8,34.0,95.5,196.0,18.0,56.8,18.9,3.0,3.0,5.3,3.0,15.0,26.0,7.6,0.8,0.5,1.56,0.81,0.31,0.0,0.0,0.0,14.0,1100,0.35,0.21,66.0,0.33,0.0,30.0,10.0,-0.3,1400.0,0.31,0.17,21.0,0.15,0.15,19.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taylor,tyrod taylor,t,taylor7400qbt
jones6800qbm,58.50,Mac Jones,6800,NE,TEN,,,16.58,28.5,4.6,-1.82,2.4,2.7,21.5,18.4,5.0,0.96,1.0,2.3,1.0,0.0,0.57,-1.0,63.0,25.3,17.8,0.5,-7.5,43.0,47.0,22.0,31.0,231.0,70.0,7.3,6.35,1.3,35.0,121.1,247.6,19.2,46.7,20.9,4.2,2.3,6.1,2.0,3.0,5.0,2.4,0.0,0.52,4.73,1.82,0.82,37.0,0.52,0.0,12.3,-100,0.4,0.19,100.0,0.2,0.0,50.0,12.9,-3.6,800.0,0.36,0.2,92.0,0.5,0.07,14.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,mac jones,m,jones6800qbm
garoppolo6500qbj,57.50,Jimmy Garoppolo,6500,SF,MIN,,,16.88,28.9,4.8,-0.94,2.6,8.5,12.2,17.82,-6.0,0.32,1.0,6.2,1.0,0.0,0.84,-1.7,58.0,26.3,22.3,-0.2,-4.0,48.5,41.0,18.0,28.0,234.0,66.0,8.3,7.48,1.3,44.0,122.2,213.4,18.5,56.7,20.5,4.6,2.1,6.0,3.0,3.0,4.0,1.5,0.3,0.40700000000000003,2.44,1.56,0.81,67.0,0.47,0.0,19.7,-400,0.62,0.32,100.0,0.5,0.0,40.0,13.0,-1.2,500.0,0.39,0.22,47.0,0.26,0.15,19.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garoppolo,jimmy garoppolo,j,garoppolo6500qbj
brady8200qbt,51.00,Tom Brady,8200,TB,@IND,,,21.44,33.4,9.5,0.29,2.6,13.9,12.24,21.15,-1.0,0.68,1.0,6.9,1.0,0.0,0.86,-4.3,62.0,28.3,25.3,2.0,-3.0,53.5,60.0,27.0,40.0,323.0,67.0,8.1,8.29,2.9,41.0,163.0,343.9,17.3,56.0,20.7,7.3,1.8,2.9,1.0,3.0,3.0,1.8,0.1,0.37,8.33,3.93,1.53,0.0,0.0,0.0,20.7,-100,0.49,0.35,100.0,0.75,0.0,40.0,21.9,2.7,2200.0,0.51,0.35,86.0,0.65,0.08,23.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady8200qbt
herbert7800qbj,51.00,Justin Herbert,7800,LAC,@DEN,,,20.84,30.5,11.1,0.47,2.7,13.6,21.72,20.37,-1.0,0.68,0.5,3.1,1.0,0.0,0.69,-2.2,69.0,25.0,22.0,3.5,-3.0,47.0,65.0,26.0,39.0,285.0,65.0,7.1,6.67,1.9,40.0,154.8,299.1,21.8,55.1,20.5,4.9,2.1,4.6,3.0,9.0,15.0,4.6,0.3,0.491,7.44,4.44,1.75,64.0,0.21,0.0,23.9,-100,0.55,0.36,100.0,0.5,0.0,40.0,22.3,20.0,1800.0,0.49,0.32,80.0,0.4,0.05,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert7800qbj
burrow7100qbj,49.50,Joe Burrow,7100,CIN,PIT,,,17.68,29.4,6.0,-1.31,2.5,4.3,17.4,18.99,2.0,0.89,1.0,2.3,1.0,0.0,0.82,-1.4,61.0,23.5,20.0,2.0,-3.5,43.5,37.0,21.0,31.0,264.0,68.0,8.4,7.05,2.1,46.0,141.1,273.9,16.8,67.6,12.7,6.8,3.5,8.0,2.0,3.0,5.0,2.3,0.0,0.33299999999999996,2.94,1.5,0.81,45.0,0.45,0.0,13.2,-700,0.33,0.2,66.0,0.33,0.33,30.0,18.8,-0.3,1100.0,0.51,0.31,50.0,0.4,0.05,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burrow,joe burrow,j,burrow7100qbj
newton8000qbc,44.50,Cam Newton,8000,CAR,@MIA,,,19.32,30.2,8.4,-1.44,2.4,4.3,8.18,20.76,4.0,0.94,1.0,10.0,2.0,0.0,0.0,-0.6,46.0,21.5,20.0,-2.0,-1.5,41.5,67.0,12.0,18.0,119.0,64.0,6.3,5.27,0.9,21.0,58.5,94.5,23.2,64.2,9.3,5.0,2.2,10.4,8.0,17.0,38.0,4.6,0.6,0.537,1.78,1.11,0.72,76.0,0.44,0.0,18.9,2000,0.84,0.63,40.0,0.2,0.0,50.0,12.7,-1.0,2000.0,0.43,0.28,28.0,0.14,0.23,21.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,newton,cam newton,c,newton8000qbc
ryan7100qbm,43.50,Matt Ryan,7100,ATL,@JAX,,,17.34,29.4,5.2,-1.65,2.4,2.5,11.2,18.99,12.0,0.99,0.0,0.0,1.0,0.0,0.43,-2.9,63.0,23.8,22.3,-1.2,-1.5,46.0,68.0,24.0,36.0,251.0,66.0,6.9,6.0,1.6,32.0,142.3,263.7,24.0,49.0,24.1,4.4,2.5,5.5,1.0,3.0,3.0,2.5,0.1,0.33299999999999996,6.5,3.0,1.56,59.0,0.44,0.0,9.5,-100,0.31,0.19,20.0,0.2,0.8,50.0,15.7,-2.6,1100.0,0.39,0.25,60.0,0.4,0.25,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ryan,matt ryan,m,ryan7100qbm
wentz7300qbc,43.00,Carson Wentz,7300,IND,TB,,,17.34,27.2,7.4,-2.05,2.4,4.7,22.34,19.39,-6.0,0.32,1.0,2.3,1.0,0.0,0.51,-4.6,63.0,25.3,28.3,0.0,3.0,53.5,40.0,19.0,31.0,213.0,61.0,6.7,6.46,1.5,40.0,116.8,261.2,23.2,49.0,22.5,4.8,1.0,6.6,3.0,9.0,15.0,4.6,0.1,0.535,3.76,2.06,1.12,0.0,0.0,0.0,17.2,100,0.45,0.26,80.0,0.6,0.2,50.0,16.7,-1.4,1300.0,0.45,0.26,55.0,0.5,0.15,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wentz,carson wentz,c,wentz7300qbc
hurts8400qbj,40.00,Jalen Hurts,8400,PHI,@NYG,,,21.7,33.7,9.7,0.16,2.6,9.7,9.86,21.54,2.0,0.89,1.0,3.1,2.0,0.0,0.74,-4.5,58.0,24.3,20.8,2.5,-3.5,45.0,62.0,16.0,27.0,196.0,58.0,7.2,6.42,1.1,38.0,108.5,261.6,18.5,47.4,26.8,4.1,1.9,6.6,9.0,16.0,53.0,5.5,0.6,0.578,6.06,2.59,1.29,40.0,0.7,0.08,19.5,0,0.59,0.31,75.0,0.5,0.25,40.0,20.4,2.6,2400.0,0.52,0.35,80.0,0.65,0.15,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hurts,jalen hurts,j,hurts8400qbj
cousins7500qbk,38.50,Kirk Cousins,7500,MIN,@SF,,,18.1,29.1,7.1,-1.68,2.4,2.9,16.52,19.78,6.0,0.97,1.0,0.8,1.0,0.0,0.69,-2.5,72.0,22.3,26.3,2.3,4.0,48.5,59.0,26.0,38.0,286.0,68.0,7.4,7.54,2.3,36.0,153.8,278.3,18.0,57.7,18.9,6.1,0.8,5.2,2.0,7.0,10.0,4.4,0.1,0.526,6.25,3.38,1.56,67.0,0.47,0.0,19.4,-100,0.52,0.29,100.0,0.75,0.0,40.0,19.8,2.5,1500.0,0.46,0.27,85.0,0.65,0.1,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cousins,kirk cousins,k,cousins7500qbk
stafford7700qbm,38.50,Matthew Stafford,7700,LA,@GB,,,18.68,29.4,8.0,-1.49,2.4,3.8,22.98,20.17,7.0,0.98,1.0,3.8,1.0,0.0,0.86,-5.1,58.0,24.3,22.3,2.3,-2.0,46.5,46.0,22.0,33.0,281.0,67.0,8.4,8.18,2.1,45.0,160.5,324.8,12.3,68.8,16.9,6.4,2.1,4.1,2.0,3.0,4.0,2.2,0.0,0.4,7.13,3.2,1.73,31.0,0.6,0.0,17.0,-500,0.39,0.27,100.0,0.33,0.0,30.0,19.6,-0.1,1700.0,0.53,0.34,78.0,0.57,0.05,19.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stafford,matthew stafford,m,stafford7700qbm
jones7000qbd,37.00,Daniel Jones,7000,NYG,PHI,,,17.04,26.9,7.2,-1.76,2.4,6.9,15.08,18.8,-10.0,0.12,1.0,0.8,1.0,0.0,0.57,-1.3,59.0,20.8,24.3,-4.0,3.5,45.0,38.0,20.0,31.0,217.0,63.0,6.8,5.67,0.9,35.0,123.3,239.9,15.3,60.7,20.4,2.9,1.9,7.5,4.0,10.0,21.0,4.4,0.1,0.435,3.81,1.56,0.88,40.0,0.7,0.08,11.1,-300,0.31,0.19,75.0,0.0,0.25,40.0,13.8,-3.3,1000.0,0.35,0.23,60.0,0.2,0.2,20.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,daniel jones,d,jones7000qbd
bridgewater7100qbt,36.00,Teddy Bridgewater,7100,DEN,LAC,,,16.04,27.2,4.9,-2.95,2.3,2.8,16.16,18.99,3.0,0.92,0.0,0.0,1.0,0.0,0.32,-2.8,61.0,22.0,25.0,-2.0,3.0,47.0,35.0,21.0,32.0,238.0,67.0,7.4,6.24,1.1,37.0,138.3,276.6,17.2,58.8,19.9,3.4,1.9,7.5,2.0,6.0,10.0,3.9,0.2,0.5379999999999999,6.0,2.4,1.2,64.0,0.21,0.0,14.5,100,0.42,0.23,66.0,0.33,0.33,30.0,13.9,-2.7,1100.0,0.37,0.23,94.0,0.36,0.05,19.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater7100qbt
lawrence6700qbt,34.00,Trevor Lawrence,6700,JAX,ATL,,,17.06,26.6,7.5,-1.15,2.5,3.6,18.02,18.21,-2.0,0.59,0.0,0.0,1.0,0.0,0.63,-3.6,63.0,22.3,23.8,-3.7,1.5,46.0,32.0,20.0,35.0,214.0,58.0,6.0,4.86,0.8,31.0,117.5,297.5,14.9,62.6,19.4,2.3,2.6,5.1,4.0,8.0,19.0,4.8,0.2,0.5,4.0,2.0,1.0,59.0,0.44,0.0,9.3,0,0.23,0.15,100.0,0.25,0.0,40.0,12.9,-4.0,700.0,0.31,0.2,91.0,0.5,0.08,12.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawrence,trevor lawrence,t,lawrence6700qbt
roethlisberger6600qbb,31.50,B. Roethlisberger,6600,PIT,@CIN,,,15.34,25.4,5.3,-2.67,2.3,1.5,10.52,18.01,1.0,0.85,0.0,0.0,1.0,0.0,0.57,-1.7,67.0,20.0,23.5,-4.5,3.5,43.5,63.0,26.0,40.0,252.0,64.0,6.2,5.9,1.6,38.0,115.6,274.4,19.4,61.5,18.0,4.0,1.5,4.1,1.0,0.0,0.0,0.1,0.0,0.11800000000000001,5.47,2.88,1.76,45.0,0.45,0.0,17.5,0,0.44,0.25,80.0,0.8,0.0,50.0,16.1,-1.9,600.0,0.37,0.24,73.0,0.47,0.08,23.0,QB,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roethlisberger,b. roethlisberger,b,roethlisberger6600qbb
