RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
stamkos8800cs,93.71,Steven Stamkos,8800,C,0,TB,VAN-C.Delia,20.39,25.5,15.3,3.71,2.3,34.9,2,1,9,0,2.8,31,0,2,4.1,2.5,-270,6.5,86,-275,18.1,1.6,71,34,23,98,14.7,58,41,16,12,0.5,0.69,1.19,18.86,3.79,3.15,4.19,0.75,0.16,0.65,3.8,12.88,12.71,9.63,0.17,0.31,4.02,1.32,1.75,0.76,0,0,0.33,0.38,0.65,0.03,2.76,0.17,0.83,1,17.79,3.37,3,3.92,0.77,0.06,0.58,3.58,13.67,12.25,0.08,0.42,3.6,1.33,15.57,3.29,2.86,0.43,4,1.29,18.1,3.51,0.14,0.57,47.4,44.1,46.9,43.43,43.65,3.4,0.27,2.85,0.28,47.5,45.7,42.58,39.8,3.17,0.29,2.89,0.42,37.4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,stamkos,steven stamkos,s,stamkos8800cs
bergeron7900cp,92.82,Patrice Bergeron,7900,C,0,BOS,SEA-M.Jones,15.73,19.7,11.8,0.9,2,8,1,1,19,0,0.7,72,0,4,3.7,2.4,-235,6,75,-205,15.4,1.6,69,29,22,97,16.8,69,30,38,13,0.36,0.53,0.89,18.15,2.94,3.92,5.02,0.78,0.09,0.66,4.58,15.01,8.8,11.83,0.12,0.17,3.38,0.87,1.28,0.68,0,0.02,0.24,0.34,0.27,0.02,3.42,0.38,0.46,0.85,18.01,2.83,4.08,4.42,0.92,0.09,1.15,5.23,14.73,11,0.15,0.15,2.59,0.83,15.67,5,3.83,1.17,4.5,0.67,17.86,2.09,0.17,0.17,45.84,46.49,42.33,40.27,44.9,3.2,0.25,3.18,0.29,46.25,45.38,48.17,46.54,3.18,0.31,3,0.31,43.63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,bergeron,patrice bergeron,p,bergeron7900cp
stutzle8300ct,92.72,Tim Stutzle,8300,C,0,OTT,ARI-K.Vejmelka,15.4,19.3,11.5,-0.25,1.9,1.6,1,1,18,0,0.8,20,0,3,3.7,3,-160,6.5,74,-142,14.2,3.4,65,41,27,91,23.7,63,9,45,11,0.41,0.55,0.95,19.59,2.91,2.43,3.43,0.71,0.17,0.65,3.08,14.99,13.41,10.95,0.13,0.3,3.49,0.69,0.99,0.7,0.01,0,0.27,0.24,0.57,0.06,3.31,0.89,0.44,1.33,20.82,3.83,3.22,4.75,0.68,0.28,1,4.22,15,14.75,0.22,0.22,3.76,0.88,17,4.33,3.67,0.67,5.17,1.5,22.06,3.79,0.17,0.17,47.84,46.22,49.78,44.8,37.6,3.18,0.23,3.3,0.26,45.25,45.71,42,38.79,3.92,0.3,3.15,0.32,37.71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,stutzle,tim stutzle,t,stutzle8300ct
mackinnon10300cn,91.08,Nathan MacKinnon,10300,C,0,COL,CHI-P.Mrazek,23.98,30,18,4.22,2.3,30.4,1,1,27,0,-1.7,66,0,2,4,2.2,-332,6,95,-320,20.2,1.7,63,31,22,99,19.7,23,15,15,13,0.56,0.74,1.3,21.64,3.6,5.13,6.44,0.8,0.11,0.49,5.63,19.82,15.23,14.55,0.17,0.27,3.82,1.49,1.96,0.76,0,0,0.39,0.47,0.7,0.01,4.03,0.6,0.4,1,25.02,2.4,5.6,7.6,0.74,0.11,0.2,5.8,21.4,14.2,0,0,4.92,1.8,21.4,5.8,5.6,0.2,7.6,2.4,25.02,4.92,0,0,49.39,50.5,50.05,44.27,39.7,3.19,0.27,2.81,0.27,52.67,47.75,38.92,40.75,3.36,0.14,2.18,0.42,39.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,mackinnon,nathan mackinnon,n,mackinnon10300cn
lindholm6700ce,90.43,Elias Lindholm,6700,C,0,CGY,STL-T.Greiss,13.04,16.4,9.7,0.67,1.9,17.6,1,1,7,0,1.4,45,0,2,3.5,2.7,-172,6,62,-146,15.1,1.7,71,36,24,103,13.9,61,38,38,13,0.48,0.49,0.97,19.57,2.97,2.65,3.57,0.74,0.18,0.62,3.26,14.41,11.71,10.9,0.15,0.09,3.05,0.69,1,0.69,0,0.02,0.33,0.38,0.33,0.02,2.77,0.31,0.77,1.08,18.05,3.59,2,2.82,0.71,0.15,0.46,2.46,10.91,10.91,0.15,0.15,3.01,0.82,8.4,2.5,1.67,0.83,2,1.2,17.59,2.63,0.17,0.33,50.94,52.1,47.85,39.62,40.11,3.04,0.21,2.61,0.22,54.55,47.08,39.55,37.54,2.8,0.21,3.25,0.18,35.71,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,lindholm,elias lindholm,e,lindholm6700ce
eichel9200cj,89.50,Jack Eichel,9200,C,0,VGK,FLA-S.Bobrovsky,17.5,21.9,13.1,0,1.9,29.6,2,1,8,0,0.1,15,0,5,3.4,3.3,-120,6.5,70,-134,16.6,1.8,56,26,15,86,19.1,8,8,8,12,0.44,0.46,0.9,19.12,2.82,3.79,4.6,0.82,0.12,0.92,4.71,15.2,13.93,11.2,0.06,0.21,2.94,0.8,1.02,0.79,0,0,0.38,0.25,0.22,0.03,2.98,0.5,1,1.5,18.42,4.89,3,4,0.75,0.17,0,3,13,14,0,0.5,2.63,0.5,13,3,3,0,4,0.5,18.42,2.63,0,0.5,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,eichel,jack eichel,j,eichel9200cj
aho7300cs,88.08,Sebastian Aho,7300,C,0,CAR,CLB-J.Korpisalo,15.97,20,11.9,2.37,2.2,25.6,1,2,9,0,0,60,0,2,4.4,2.4,-355,6.5,87,-330,13.9,-1.4,63,22,29,102,12.5,28,28,14,14,0.4,0.51,0.91,19.15,2.85,2.67,3.94,0.68,0.15,0.33,3,13.57,10.97,10.44,0.1,0.19,3.21,0.6,1.06,0.56,0.03,0.02,0.27,0.3,0.6,0.05,2.95,0.25,0.5,0.75,19.3,2.33,2.63,4,0.66,0.1,0.38,3,13.57,8,0,0.38,4.2,0.43,13,3.17,2.67,0.5,4,1,20.15,4.34,0,0.5,51.51,51.49,50.36,38.01,43.51,3.12,0.2,3.08,0.23,51.62,50.46,34.38,43.77,3.75,0.27,3.17,0.34,43.29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,aho,sebastian aho,s,aho7300cs
dubois8400cp,87.10,Pierre-Luc Dubois,8400,C,0,WPG,BUF-U.Luukkonen,14.47,18.1,10.8,-1.39,1.7,6.4,1,1,14,0,-1.8,9,1,2,3.5,3.2,-125,6.5,40,-130,14.3,1.7,69,31,28,88,18.8,92,0,35,14,0.36,0.56,0.92,18.73,2.95,2.75,4.13,0.67,0.13,0.57,3.33,13.64,13.95,10.54,0.17,0.13,3.22,0.89,1.11,0.81,0,0,0.19,0.43,1.26,0,3.16,0.36,1,1.36,18.8,4.34,2.57,4.42,0.58,0.14,1.36,3.93,15.08,15.75,0.14,0.29,2.82,0.75,18.8,4.17,3.5,0.67,5.8,1,18.53,2.9,0.17,0.33,45.28,43.76,42.66,46.21,43.1,3.01,0.24,2.94,0.26,45.83,44.45,43.92,43.18,2.82,0.32,2.91,0.22,46.57,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,dubois,pierre-luc dubois,p,dubois8400cp
thompson10400ct,86.49,Tage Thompson,10400,C,0,BUF,WPG-C.Hellebuyck,19.29,24.1,14.5,-0.67,1.9,4.8,1,1,11,0,-1.4,45,0,2,3.2,3.5,104,6.5,60,108,19.2,4.2,75,44,22,86,21.3,63,36,36,11,0.69,0.54,1.23,18.6,3.97,3.78,5.09,0.74,0.18,0.3,4.08,13.94,12.33,10.68,0.27,0.14,3.16,1.07,1.44,0.74,0.04,0,0.39,0.4,0.51,0.02,3.02,0.91,0.55,1.45,20.18,4.31,3.27,4.45,0.73,0.28,0.27,3.55,15.5,14.2,0.45,0.27,3.45,1.09,16.14,3,2.86,0.14,4.14,0.86,20.38,3.27,0.29,0,44.12,43.1,46.21,42.66,43.76,3.19,0.26,2.86,0.21,43.18,43.92,44.45,45.83,3.27,0.31,2.82,0.26,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,thompson,tage thompson,t,thompson10400ct
point8200cb,86.30,Brayden Point,8200,C,0,TB,VAN-C.Delia,17.24,21.6,12.9,1.79,2.1,21.3,1,1,8,0,-0.4,31,0,2,4.1,2.5,-270,6.5,86,-275,14.2,-0.3,61,25,28,98,16.6,75,25,33,12,0.44,0.43,0.88,19.57,2.7,2.8,3.76,0.74,0.16,0.43,3.23,14.08,13.18,10.49,0.19,0.17,3.85,0.89,1.13,0.79,0,0,0.26,0.27,0.36,0.01,3.15,0.75,0.25,1,19.09,3.14,3.17,3.92,0.81,0.24,0.25,3.42,16.58,12.75,0.25,0.08,3.37,0.5,18.71,3.71,3.43,0.29,4.43,0.86,18.8,3.37,0.43,0.14,47.4,44.1,46.9,43.43,43.65,3.4,0.27,2.85,0.28,47.5,45.7,42.58,39.8,3.17,0.29,2.89,0.42,37.4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,point,brayden point,b,point8200cb
