RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
lindholm8100ce,88.37,Elias Lindholm,8100,C,0,CGY,DET-TGreiss,17.47,21.9,13,2.23,2.2,17.3,1,1,10,0,2,18,1,2,4.3,2.3,-340,6.5,78,0,15.2,2.1,57,11,22,87,23.5,75,33,0,12,0.49,0.5,0.99,19.66,3.02,2.69,3.3,0.82,0.18,0.57,3.26,14.48,11.03,11.05,0.11,0.13,2.69,0.53,0.7,0.77,0.01,0.02,0.36,0.35,0.2,0.01,3.26,0.92,0.77,1.69,19.39,5.23,2.85,4.08,0.7,0.32,0.54,3.38,13.54,10.23,0.15,0.15,2.37,0.46,13.43,3.29,2.57,0.71,3.86,0.57,19.42,2.54,0.14,0.29,51.09,49.32,46.74,39.55,38.94,2.86,0.21,2.7,0.21,51.14,48.8,33.43,39.2,2.57,0.28,2.2,0.45,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,lindholm,elias lindholm,e,lindholm8100ce
mcdavid10000cc,88.30,Connor McDavid,10000,C,0,EDM,TB-BElliott,22.48,28.1,16.9,3.34,2.2,35.7,1,1,21,0,0.7,21,0,3,3.1,3.5,112,6.5,30,0,21.6,3.1,60,14,21,88,21.1,69,7,30,13,0.54,1.06,1.6,22.67,4.23,3.68,4.28,0.86,0.15,0.42,4.1,19.25,14.92,14.36,0.12,0.46,3.81,0.92,1.04,0.88,0,0,0.42,0.6,0.48,0.07,3.61,0.54,0.85,1.38,22.39,3.7,4.31,5,0.86,0.12,0.46,4.77,18.38,12.69,0.08,0.38,4.44,0.85,15.43,4.29,3.71,0.57,4.29,1.14,23.31,4.79,0,0.57,42.28,45.6,40.13,43.1,42.65,2.84,0.29,2.94,0.22,42.88,46,34.75,38.67,3.25,0.19,2.67,0.5,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,mcdavid,connor mcdavid,c,mcdavid10000cc
bergeron7100cp,85.66,Patrice Bergeron,7100,C,0,BOS,ARI-KVejmelka,15.59,19.5,11.7,2.4,2.2,11.2,1,1,20,0,0.5,97,0,2,4.1,2.1,-360,6,66,0,14.7,1.2,46,10,29,101,14.7,41,25,25,12,0.34,0.46,0.8,18.54,2.59,3.76,4.28,0.88,0.09,0.7,4.46,15.72,8.57,12.57,0.1,0.18,3.19,0.85,1.12,0.76,0.01,0.02,0.23,0.26,0.44,0.01,3.43,0.36,0.45,0.82,18.49,2.66,4.27,5.55,0.77,0.09,0.64,4.91,17.64,8.82,0.18,0.09,2.86,0.91,17.86,4.71,4.43,0.29,5.43,0.86,18.05,2.47,0.29,0.14,52.52,46.59,45.51,39.81,39.55,2.92,0.27,2.96,0.26,45.38,59.6,43.13,42.8,2.38,0.16,2,0.2,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,bergeron,patrice bergeron,p,bergeron7100cp
backlund4900cm,85.04,Mikael Backlund,4900,C,0,CGY,DET-TGreiss,11.75,14.9,8.6,3.07,2.4,3.2,2,0,1,0,2.6,15,1,2,4.3,2.3,-340,6.5,78,0,9.8,2.2,50,23,31,86,9.2,50,8,33,12,0.16,0.38,0.54,17.51,1.85,2.63,3.27,0.8,0.06,0.36,2.99,13.53,10.58,10.41,0,0.08,1.51,0.28,0.36,0.77,0.01,0,0.15,0.3,0.37,0.02,2.6,0.15,0.31,0.46,16.64,1.66,2.54,3.69,0.69,0.06,0.38,2.92,13.38,9.92,0,0,0.7,0.15,10.86,2.86,2.29,0.57,3.14,0.14,16.5,0.49,0,0,51.09,49.32,46.74,39.55,38.94,2.86,0.21,2.7,0.21,51.14,48.8,33.43,39.2,2.57,0.28,2.2,0.45,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,backlund,mikael backlund,m,backlund4900cm
hughes8400cj,83.83,Jack Hughes,8400,C,0,NJD,ANA-AStolarz,17.61,22,13.2,1.75,2.1,9.6,1,1,15,0,-0.8,4,0,2,3.4,2.8,-157,6,66,0,13.6,1.8,38,15,20,92,22.5,90,10,10,10,0.32,0.54,0.86,19.15,2.69,2.97,3.57,0.83,0.11,0.31,3.28,15.18,12.86,11.27,0.06,0.17,2.91,0.47,0.59,0.8,0,0,0.27,0.37,0.23,0.01,3.24,0.6,1.1,1.7,20.26,5.03,3.7,4.9,0.76,0.16,0.2,3.9,15.6,16.1,0.2,0.3,3.48,0.8,16.86,3.71,3.71,0,5.29,1.29,20.79,3.67,0.29,0.14,44.98,45.96,44.64,45.37,42.31,2.67,0.18,2.9,0.2,46.4,37.83,52,37.83,2.8,0.29,3.67,0.27,45.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,hughes,jack hughes,j,hughes8400cj
suzuki6200cn,82.03,Nicholas Suzuki,6200,C,0,MTL,SEA-PGrubauer,13.63,17.2,10.1,2.29,2.2,15.2,1,1,13,0,1.4,91,1,3,3.2,3,-125,6,74,0,11.8,1.6,49,25,35,97,17.2,50,30,30,10,0.28,0.46,0.75,19.31,2.33,2.29,2.66,0.86,0.12,0.79,3.08,12.5,13.2,9.39,0.12,0.16,2.72,0.48,0.55,0.87,0.02,0.02,0.15,0.28,0.33,0.01,2.54,0.36,0.73,1.09,21.59,3.03,2.45,3.73,0.66,0.15,0.91,3.36,12.64,12.18,0.18,0.18,3.51,0.82,12.6,3.8,2.8,1,4.2,1.6,22.27,4.69,0.4,0.4,41.98,43.1,41.81,44.65,41.69,2.73,0.21,2.57,0.23,42.83,44.57,48.5,45.57,2.17,0,2.71,0.16,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,suzuki,nicholas suzuki,n,suzuki6200cn
point7900cb,81.77,Brayden Point,7900,C,0,TB,EDM-MKoskinen,18.04,22.6,13.5,3.21,2.3,4.8,1,1,10,0,0,18,1,2,3.5,3.1,-134,6.5,70,0,13.5,-0.1,44,11,34,97,13.3,22,11,33,9,0.52,0.41,0.93,19.05,2.93,2.37,2.99,0.79,0.22,0.26,2.64,13.71,12.34,10.53,0.15,0.16,3.4,0.63,0.73,0.86,0,0,0.36,0.25,0.33,0.03,3.05,0.44,0.56,1,18.44,3.25,1.89,2.67,0.71,0.24,0.22,2.11,12.44,13.22,0.22,0.11,3.46,0.78,13,2.57,2.29,0.29,3.14,1,18.42,3.63,0.29,0.14,41.54,42.65,43.1,40.13,45.6,2.93,0.26,2.91,0.22,38.67,34.75,46,42.88,3,0.33,4.13,0.24,34.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,point,brayden point,b,point7900cb
draisaitl9700cl,80.19,Leon Draisaitl,9700,C,0,EDM,TB-BElliott,23.9,29.9,17.9,5.38,2.5,28.5,2,1,6,0,-1.2,9,0,3,3.1,3.5,112,6.5,30,0,19.7,2.1,50,14,27,88,15.3,38,0,23,13,0.64,0.77,1.41,23.25,3.64,3.43,4.26,0.81,0.19,0.22,3.65,16.71,15.43,12.33,0.3,0.26,3.89,1.3,1.63,0.8,0.01,0,0.33,0.51,0.55,0.05,2.13,0.38,0.69,1.08,23.89,2.71,2.46,3.69,0.67,0.16,0.62,3.08,13,14.38,0.23,0.15,4.8,0.85,13,2.86,2.29,0.57,3.14,1.29,25.03,5.45,0.43,0,42.28,45.6,40.13,43.1,42.65,2.84,0.29,2.94,0.22,42.88,46,34.75,38.67,3.25,0.19,2.67,0.5,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,draisaitl,leon draisaitl,l,draisaitl9700cl
haula4100ce,77.38,Erik Haula,4100,C,0,BOS,ARI-KVejmelka,7.81,9.9,5.7,0.78,1.9,3.2,2,2,8,0,-1.4,90,0,2,4.1,2.1,-360,6,66,0,8.2,1.7,47,23,29,93,10.2,50,25,25,12,0.18,0.31,0.49,15.66,1.88,1.83,2.19,0.84,0.1,0.5,2.33,10.64,11.37,8.24,0.02,0.06,1.18,0.2,0.22,0.9,0.01,0,0.14,0.26,0.46,0.01,2.48,0.23,0.38,0.62,14.87,2.5,1.85,2.54,0.73,0.12,0.85,2.69,12.92,12.46,0.08,0,0.55,0.08,14.57,2.43,1.86,0.57,2.71,0.14,14.88,0.32,0.14,0,52.52,46.59,45.51,39.81,39.55,2.92,0.27,2.96,0.26,45.38,59.6,43.13,42.8,2.38,0.16,2,0.2,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,haula,erik haula,e,haula4100ce
hintz6600cr,76.82,Roope Hintz,6600,C,0,DAL,NYR-IShesterkin,14.61,18.3,10.9,2.45,2.2,21.3,1,1,5,0,-1.2,90,0,4,3,2.7,-135,5.5,45,0,12.8,1.7,47,15,34,90,11.1,45,0,27,11,0.4,0.55,0.95,18.01,3.16,2.61,3.37,0.78,0.15,0.55,3.16,13.91,11.25,10.65,0.11,0.21,2.45,0.48,0.62,0.78,0.03,0.01,0.26,0.33,0.23,0.01,2.45,0.18,0.45,0.64,19.86,1.93,2.18,3.45,0.63,0.08,1,3.18,13.45,13.45,0,0.09,2.71,0.09,9.4,2.4,1.8,0.6,2.6,0.2,19.09,1.98,0,0,44.65,45.11,46.49,43.73,38.33,2.75,0.25,2.8,0.21,43.57,44.67,44.86,43.83,3.29,0.13,2,0.17,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,hintz,roope hintz,r,hintz6600cr
