RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
mackinnon10200cn,90.90,Nathan MacKinnon,10200,C,0,COL,WPG-CHellebuyck,20.09,25.1,15.1,0.54,2,59.4,1,1,27,0,1,20,0,2,4,2.7,-240,6.5,58,-175,17.9,2.4,54,10,25,94,22.5,71,0,0,7,0.42,0.99,1.41,20.75,4.08,4.17,4.61,0.9,0.1,0.51,4.68,17.83,12.13,12.68,0.14,0.36,3.87,1.32,1.52,0.87,0,0,0.28,0.63,0.6,0.06,4,0.25,1.25,1.5,21.97,4.1,5,6.63,0.75,0.05,0.63,5.63,16.88,15.88,0,0.5,4.57,1.63,21.5,4.5,4,0.5,6,1.5,23.64,3.7,0,0.5,50.63,49.55,45.29,39.03,43.59,3.54,0.32,2.72,0.31,48,48.88,40.5,48,4,0.28,2.5,0.15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,mackinnon,nathan mackinnon,n,mackinnon10200cn
point7600cb,81.77,Brayden Point,7600,C,0,TB,CGY-Unknown,12.58,15.8,9.3,-1.64,1.7,16.8,1,1,12,0,7.6,7,0,2,3.6,2.6,-213,6,76,-161,13.4,0.1,45,12,35,100,21.6,27,9,18,11,0.48,0.45,0.93,18.87,2.96,2.34,2.64,0.89,0.21,0.29,2.64,13.26,12.04,10.22,0.15,0.2,3.41,0.59,0.66,0.9,0,0,0.33,0.25,0.25,0.02,3.03,0.8,0.8,1.6,19.96,4.81,3.4,5.4,0.63,0.24,0,3.4,12.2,11.6,0.2,0.2,4.16,1,12.2,3.4,3.4,0,5.4,1,19.96,4.16,0.2,0.2,43.66,42.12,40.28,39.7,46.24,3.01,0.31,3.09,0.23,43,41.33,37.73,53.33,3.55,0.21,2.5,0.33,52.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CGY,point,brayden point,b,point7600cb
bergeron8200cp,80.54,Patrice Bergeron,8200,C,0,BOS,MIN-KKahkonen,16.07,20.1,12,0.62,2,19.7,1,1,18,0,2.3,25,0,2,3.4,2.8,-160,6,58,-175,15.6,1.6,46,12,27,96,17.8,66,22,0,9,0.4,0.46,0.86,18.4,2.8,3.56,3.81,0.94,0.11,0.72,4.29,15.87,8.37,12.57,0.12,0.16,3.11,0.83,0.99,0.84,0.03,0.01,0.26,0.29,0.32,0.01,3.71,0.43,0.43,0.86,18.14,2.84,4.29,5.86,0.73,0.1,0.71,5,17.14,9.14,0.14,0,2.22,1.14,16.33,4.33,4.33,0,5.33,1,17.52,2.59,0,0,47.38,46.96,44.61,40.18,41,2.79,0.31,3.07,0.25,46.75,47.43,43,38.71,2.63,0.1,3.71,0.19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,bergeron,patrice bergeron,p,bergeron8200cp
barkov8800ca,79.89,Aleksander Barkov,8800,C,0,FLA,DAL-BHoltby,17.02,21.3,12.8,0.34,1.9,45.7,1,1,13,0,-2.7,0,0,2,3.5,3.2,-133,6.5,77,-111,15.3,2.2,48,11,25,94,11.7,33,33,0,9,0.51,0.63,1.14,20.78,3.29,3.36,3.57,0.94,0.15,0.61,3.96,14.73,10.37,11.71,0.14,0.2,3.97,0.86,0.94,0.91,0.03,0,0.34,0.43,0.26,0.01,3.01,0.6,0.2,0.8,18.27,2.63,3.6,4.2,0.86,0.17,0.8,4.4,12.4,9.4,0.2,0.2,3.82,0.6,12.25,4.75,3.75,1,4,0.75,18.32,3.07,0.25,0.25,47.23,47.42,42.06,39.06,44.85,3.32,0.25,2.71,0.26,49.56,44.25,40.89,44.25,4,0.17,2.63,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,barkov,aleksander barkov,a,barkov8800ca
stephenson6000cc,79.61,C. Stephenson,6000,C,0,VGK,NYR-AGeorgiev,8.87,11.2,6.5,-2.06,1.5,9.6,2,2,3,0,-0.7,7,0,2,3.4,2.8,-156,6,28,-182,10,2.2,45,21,36,103,10.9,25,50,25,12,0.23,0.5,0.73,18.65,2.35,1.49,1.68,0.88,0.15,0.66,2.15,13.9,13.25,10.47,0.03,0.11,2.24,0.24,0.25,0.96,0.02,0.02,0.18,0.38,0.41,0.01,1.85,0.09,1,1.09,19.05,3.43,1.18,1.73,0.68,0.08,0.45,1.64,14.36,11.27,0.09,0.27,2.21,0.27,11.5,1.5,1,0.5,1.5,0.5,19.13,2.55,0.25,0,50.52,48.89,45.84,43.98,37.87,2.73,0.21,2.84,0.21,51.5,48.82,38.83,35.09,3,0.25,2.82,0.13,28.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,stephenson,c. stephenson,c,stephenson6000cc
hertl6600ct,79.60,Tomas Hertl,6600,C,0,SJ,BUF-ULuukkonen,14.5,18.1,10.9,2.34,2.2,26.4,1,1,10,0,1.2,83,0,2,3.1,3,-118,6,64,-133,12.9,2.2,50,17,29,91,19.1,80,10,30,10,0.41,0.41,0.82,19.01,2.59,2.45,2.89,0.85,0.17,0.64,3.08,13.17,13.08,9.82,0.08,0.11,2.29,0.39,0.46,0.86,0.01,0,0.32,0.31,0.39,0.05,3.18,0.78,0.56,1.33,20.07,3.98,3.11,4.22,0.74,0.25,0.44,3.56,14.11,15.78,0.22,0,2.33,0.33,14.75,3.5,3.25,0.25,4.75,0.75,21.03,3.64,0,0,47.56,42.41,46.78,47.32,41.04,2.57,0.19,2.53,0.26,44.22,51.33,50.33,41.67,2.33,0.19,2.56,0.17,37.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,hertl,tomas hertl,t,hertl6600ct
hintz6800cr,79.01,Roope Hintz,6800,C,0,DAL,FLA-SBobrovsky,13.2,16.5,9.9,0.63,1.9,3.2,1,1,9,0,4.9,87,0,4,3.2,3.5,110,6.5,23,-111,11.4,2.1,44,20,38,85,10.9,37,50,12,8,0.41,0.55,0.96,17.65,3.26,2.43,2.95,0.82,0.17,0.45,2.88,12.94,10.65,9.66,0.12,0.26,2.5,0.41,0.51,0.81,0.03,0,0.26,0.29,0.17,0.01,2.96,0.33,0.83,1.17,17.79,3.95,2.17,3,0.72,0.15,0.67,2.83,11,10.83,0.17,0.5,3.31,0.33,0,0,0,0,0,0,0,0,0,0,43.74,44.85,39.06,42.06,47.42,2.74,0.3,3,0.26,44.25,40.89,44.25,49.56,3.63,0.28,3.22,0.21,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,hintz,roope hintz,r,hintz6800cr
hughes7800cj,76.84,Jack Hughes,7800,C,0,NJD,CLB-JKorpisalo,11.23,14.1,8.3,-3.4,1.4,34.9,1,1,16,0,3.9,0,0,2,3.7,3,-159,6.5,66,-133,11.2,1.5,36,15,25,91,17.3,66,16,16,12,0.27,0.4,0.67,18.95,2.12,2.59,2.84,0.91,0.11,0.27,2.86,14.58,12.03,10.82,0.03,0.1,2.79,0.39,0.46,0.86,0,0,0.25,0.3,0.22,0,2.97,0.42,0.67,1.08,19.59,3.31,3.17,4.42,0.72,0.13,0.42,3.58,18.42,14.75,0.08,0.08,2.32,0.33,21.75,5.25,4.5,0.75,5.5,0.5,19.49,1.61,0.25,0.25,51.51,45.52,49.17,44.58,43.51,2.69,0.17,2.56,0.26,47.42,52.25,45.5,46.5,2.5,0.17,2.75,0.45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,hughes,jack hughes,j,hughes7800cj
rodrigues6600ce,74.64,Evan Rodrigues,6600,C,0,PIT,PHI-CHart,6.87,8.7,5,-5.29,1,28,2,1,17,0,6,83,2,1,3.8,2.4,-255,6,64,-175,9.5,2.9,36,24,30,94,22.5,71,28,57,7,0.3,0.31,0.61,15.56,2.35,2.59,3.11,0.83,0.12,0.33,2.91,13.19,9.97,10.06,0.11,0.03,1.66,0.51,0.62,0.82,0,0,0.19,0.3,0.09,0.01,3.13,0.75,0.75,1.5,19.14,4.7,3.38,4.38,0.77,0.22,0.88,4.25,16,12.75,0.5,0.13,2.38,1,17.5,5,4.5,0.5,6,1.5,17.2,2.74,1,0.5,49.99,44.78,43.26,42.69,44.86,2.72,0.27,3.01,0.3,48.75,50.36,40.25,43.45,2.63,0.24,3.36,0.24,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,rodrigues,evan rodrigues,e,rodrigues6600ce
crosby7700cs,73.44,Sidney Crosby,7700,C,0,PIT,PHI-CHart,17.92,22.4,13.4,3.5,2.3,19.7,1,1,15,0,-4,96,2,1,3.8,2.4,-255,6,64,-175,15.4,0.3,42,10,24,95,13.8,50,37,0,8,0.37,0.69,1.06,20.12,3.16,2.86,3.19,0.9,0.13,0.47,3.33,15.8,13.4,12.08,0.06,0.28,2.75,0.63,0.72,0.88,0.01,0,0.3,0.41,0.42,0.05,2.79,0.25,1.13,1.38,19.45,4.26,2.5,4,0.63,0.1,0.25,2.75,16.75,13,0,0.13,2.47,0.63,19.5,3,2,1,4,0.5,19.19,2.78,0,0,49.99,44.78,43.26,42.69,44.86,2.72,0.27,3.01,0.3,48.75,50.36,40.25,43.45,2.63,0.24,3.36,0.24,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,crosby,sidney crosby,s,crosby7700cs
