RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
mcdavid10400cc,97.73,Connor McDavid,10400,C,0,EDM,MTL-J.Allen,27.15,33.9,20.4,7.19,2.6,44.7,1,1,24,0,1.2,48,0,2,4.1,2.6,-245,6.5,74,-205,22.1,2.4,74,39,22,100,21.6,84,46,15,13,0.59,1.02,1.61,22.36,4.32,3.97,5.08,0.78,0.15,0.34,4.31,19.33,15.35,14.6,0.15,0.39,3.84,0.96,1.24,0.77,0,0.02,0.43,0.61,0.58,0.06,4.24,0.57,0.93,1.5,23.51,3.83,4.29,5.57,0.77,0.13,0.36,4.64,16.71,15.71,0.14,0.57,4.16,1.08,17.86,4.86,4.71,0.14,6.29,1.67,24.53,4.94,0.14,0.57,45.77,48.12,46.25,44.7,40.99,3.07,0.25,3.49,0.21,43.14,46.08,46.57,42.69,3.43,0.23,3.69,0.17,40.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,mcdavid,connor mcdavid,c,mcdavid10400cc
draisaitl10100cl,95.16,Leon Draisaitl,10100,C,0,EDM,MTL-J.Allen,25.12,31.4,18.8,5.77,2.5,43.4,1,1,20,0,1.2,6,0,2,4.1,2.6,-245,6.5,74,-205,19.4,0.3,71,31,26,100,20,84,15,15,13,0.59,0.82,1.4,22.08,3.8,3.34,4.55,0.73,0.18,0.41,3.76,15.54,15.85,11.69,0.26,0.25,3.95,1.22,1.71,0.71,0.01,0.01,0.31,0.56,0.46,0.01,3.79,0.79,0.43,1.21,22.4,3.24,3.5,4.64,0.75,0.22,0.79,4.29,14.07,16.5,0.43,0.07,4.26,1.86,15.86,3.57,3.43,0.14,4.86,2.43,23.47,5.08,0.43,0,45.77,48.12,46.25,44.7,40.99,3.07,0.25,3.49,0.21,43.14,46.08,46.57,42.69,3.43,0.23,3.69,0.17,40.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,draisaitl,leon draisaitl,l,draisaitl10100cl
zibanejad9300cm,94.38,Mika Zibanejad,9300,C,0,NYR,CHI-P.Mrazek,19.4,24.3,14.5,1.7,2.1,26.9,1,1,14,0,1.2,12,2,1,3.8,2.3,-275,6,83,-275,17.3,2.3,79,34,19,100,16,84,7,15,13,0.45,0.64,1.09,20.1,3.25,3.2,4.54,0.7,0.14,0.52,3.72,13.15,13.43,10.08,0.24,0.18,3.24,1.09,1.56,0.7,0.02,0.04,0.19,0.42,0.19,0,3.49,0.43,0.5,0.93,20.57,2.71,3.64,4.79,0.76,0.12,0.29,3.93,14.14,11,0.14,0.14,4.07,1.43,14.57,4.71,4.14,0.57,4.71,1.57,20.57,3.69,0,0,49.02,43.26,48.94,46.38,39.86,2.81,0.25,2.93,0.27,46.14,52.67,43.5,35.83,3.07,0.19,2.83,0.26,36.83,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,zibanejad,mika zibanejad,m,zibanejad9300cm
hughes9500cj,94.02,Jack Hughes,9500,C,0,NJD,PHI-C.Hart,15.93,19.9,11.9,-2.18,1.7,15.2,1,1,17,0,0.7,9,0,2,3.7,2.5,-227,6,86,-194,18.1,2.8,65,29,14,85,20.7,76,46,23,13,0.52,0.65,1.17,19.6,3.58,3.77,4.93,0.76,0.14,0.28,4.04,16.8,13.25,12.59,0.12,0.2,3.15,0.69,0.93,0.74,0,0,0.41,0.45,0.03,0.03,3.28,0.57,0.71,1.29,18.74,4.13,4.07,5.07,0.8,0.14,0.14,4.21,16.07,10.43,0.07,0.29,3.98,0.92,16,3.86,3.57,0.29,4.14,0.5,18.32,3.63,0,0.29,47.8,48.34,49.39,44.13,42.2,2.87,0.18,2.85,0.28,49,45.93,43.29,46.57,3.57,0.2,2.93,0.32,41.71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,hughes,jack hughes,j,hughes9500cj
hischier9000cn,92.97,Nico Hischier,9000,C,0,NJD,PHI-C.Hart,14.3,17.9,10.7,-2.79,1.6,1.6,2,1,7,0,0.5,2,0,2,3.7,2.5,-227,6,86,-194,14.2,2.2,65,33,22,84,16.6,76,30,15,13,0.4,0.61,1.01,19.46,3.12,2.61,3.59,0.73,0.15,0.64,3.25,13.44,11.99,10.46,0.08,0.14,3.05,0.6,0.94,0.64,0,0.03,0.32,0.44,0.15,0.03,2.66,0.36,0.79,1.14,20.29,3.37,2.93,4.29,0.68,0.12,0.5,3.43,14,11.43,0.14,0.14,3.84,0.54,13.71,3.29,3,0.29,4,1,20.23,3.46,0.14,0.29,47.8,48.34,49.39,44.13,42.2,2.87,0.18,2.85,0.28,49,45.93,43.29,46.57,3.57,0.2,2.93,0.32,41.71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,hischier,nico hischier,n,hischier9000cn
bergeron8100cp,92.78,Patrice Bergeron,8100,C,0,BOS,COL-P.Francouz,16.28,20.4,12.2,1.04,2,17.6,1,1,16,0,0.8,34,0,4,3.7,2.9,-170,6.5,59,-120,15.6,1.8,69,31,20,93,14.4,63,27,18,11,0.35,0.54,0.89,18.2,2.93,4,5.21,0.77,0.09,0.62,4.62,15.35,8.7,12.15,0.12,0.17,3.3,0.91,1.33,0.69,0,0.04,0.23,0.33,0.41,0.02,3.72,0.42,0.33,0.75,18.24,2.47,3.08,4.5,0.69,0.14,0.5,3.58,13.5,7.33,0.25,0.17,4.11,0.92,14.6,4.4,3.8,0.6,5.2,1.6,18.58,4.15,0,0.4,43.95,46.39,44.49,39.8,50.4,3.1,0.24,3,0.21,43,43.08,38.25,42.58,3.83,0.35,3.58,0.19,39.83,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,bergeron,patrice bergeron,p,bergeron8100cp
miller7800cj,92.17,J.T. Miller,7800,C,0,VAN,ARI-K.Vejmelka,15.64,19.6,11.7,1.01,2,11.7,1,1,12,0,-0.1,4,0,2,3.9,2.8,-215,6.5,66,-245,17.3,2.7,72,41,18,81,16.6,83,41,16,12,0.44,0.83,1.26,20.9,3.62,2.48,3.59,0.69,0.18,0.73,3.2,14.22,13.59,10.51,0.14,0.38,3.34,0.65,0.94,0.69,0,0.03,0.3,0.43,0.79,0.03,2.96,0.43,0.71,1.14,21,3.26,2.57,3.79,0.68,0.17,0.64,3.21,14.93,13.07,0.29,0.21,3.97,1,14.57,2.43,2.14,0.29,3.29,1.29,19.98,3.37,0.14,0.29,45.81,44.61,49.38,47.73,37.72,3.04,0.27,3.32,0.23,43.43,43.82,47.86,35.64,3.36,0.26,4.45,0.27,32.25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,miller,j.t. miller,j,miller7800cj
eichel9300cj,91.41,Jack Eichel,9300,C,0,VGK,DET-V.Husso,17.74,22.2,13.3,0.04,1.9,20,1,1,19,0,2.9,28,0,2,3.6,3.1,-150,6.5,78,-125,16.7,1.9,55,25,12,85,20,69,30,23,13,0.44,0.46,0.9,19.22,2.81,3.88,4.65,0.83,0.11,0.95,4.83,15.38,13.88,11.32,0.07,0.2,2.99,0.84,1.07,0.78,0,0,0.37,0.25,0.17,0.03,3.5,0.5,0.64,1.14,19.71,3.47,4.21,4.86,0.87,0.12,1.07,5.29,14.5,13.57,0,0.29,3.01,0.85,13.86,5.71,4.57,1.14,5.43,1,20.42,3.11,0,0.29,45.47,50.29,47.08,46.2,40.08,2.74,0.21,2.77,0.26,45,44,52,41.08,2.79,0.23,2.69,0.2,46.4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,eichel,jack eichel,j,eichel9300cj
crosby9400cs,91.02,Sidney Crosby,9400,C,0,PIT,STL-J.Binnington,16.81,21,12.6,-1.1,1.8,24.8,1,1,12,0,-1.6,1,0,2,3.8,2.9,-192,6.5,57,-164,18.1,1.8,75,41,24,91,19,84,30,15,13,0.49,0.85,1.34,20.04,4.01,3.05,4.06,0.75,0.16,0.56,3.6,17.15,14.21,12.86,0.11,0.27,3.49,0.76,0.91,0.84,0,0,0.38,0.58,0.52,0.05,2.78,0.54,1,1.54,19.46,4.75,2.23,3.46,0.64,0.24,0.54,2.77,17.46,14.31,0.08,0.08,3.07,0.23,19.71,2.86,2.71,0.14,4.14,0.14,18.83,2.65,0,0,49.33,48.84,48,45.32,40.04,3.13,0.22,2.56,0.19,48.85,50.73,45.77,43.07,2.77,0.11,2.07,0.39,41.71,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,crosby,sidney crosby,s,crosby9400cs
pettersson9600ce,90.63,Elias Pettersson,9600,C,0,VAN,ARI-K.Vejmelka,17.87,22.4,13.4,-0.45,1.9,24.5,2,1,14,0,-0.7,1,0,2,3.9,2.8,-215,6.5,66,-245,15.6,3.2,65,37,32,80,16,58,33,41,12,0.5,0.54,1.04,18.94,3.29,2.64,3.99,0.66,0.19,0.75,3.39,12.92,13.42,9.92,0.1,0.24,3.22,0.54,1.04,0.52,0.01,0.01,0.39,0.29,0.13,0.04,3.18,0.57,0.64,1.21,19.36,3.75,3.86,4.86,0.79,0.15,1.07,4.93,11,12,0.07,0.21,3.75,0.64,11.43,4.86,4,0.86,5,1.14,18.56,3.16,0.14,0,45.81,44.61,49.38,47.73,37.72,3.04,0.27,3.32,0.23,43.43,43.82,47.86,35.64,3.36,0.26,4.45,0.27,32.25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,pettersson,elias pettersson,e,pettersson9600ce
