RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
matthews10200ca,90.13,Auston Matthews,10200,C,0,TOR,MIN-KKahkonen,26.55,33.2,19.9,7,2.6,32,1,1,22,0,1,10,0,2,3.6,3.1,-145,6.5,45,0,19.8,3.3,50,13,20,92,26.1,83,16,16,12,0.67,0.53,1.2,21.17,3.4,4.51,5.47,0.82,0.15,0.84,5.34,17.63,13.21,13.55,0.17,0.15,3.13,0.97,1.15,0.84,0,0,0.49,0.38,0.21,0.01,3.89,0.75,1,1.75,20.09,5.23,4.83,6.42,0.75,0.16,0.67,5.5,19.58,12.33,0.25,0.25,2.91,1.33,19.57,5.43,4.71,0.71,6.43,1.43,19.72,2.71,0.14,0.14,48.14,48.15,44.33,42.75,41.68,2.7,0.24,3.12,0.23,52.25,42.36,42.83,44.73,2.58,0.35,3.09,0.24,41.67,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,matthews,auston matthews,a,matthews10200ca
barkov9100ca,90.11,Aleksander Barkov,9100,C,0,FLA,CLB-JBerube,20.16,25.2,15.1,2.87,2.2,24,1,1,16,0,3.7,7,0,2,5,2.3,-480,7,53,0,16,2.1,48,9,26,95,18.6,66,33,0,9,0.55,0.63,1.18,20.66,3.43,3.33,3.82,0.87,0.17,0.73,4.06,15.04,10.65,11.94,0.15,0.17,3.86,0.77,0.96,0.8,0.06,0,0.33,0.46,0.28,0.01,3.15,0.56,0.67,1.22,20.14,3.63,3.33,4.22,0.79,0.17,0.56,3.89,17.44,10.33,0.11,0.11,2.91,0.33,16,3.25,2.75,0.5,3,0.5,20.11,2.86,0,0,51.02,48.93,48.89,39.82,44.54,3.31,0.22,2.67,0.19,54.11,51.64,39.33,48,2.67,0.17,2.55,0.14,51.17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,barkov,aleksander barkov,a,barkov9100ca
crosby8400cs,88.00,Sidney Crosby,8400,C,0,PIT,NJD-NDAWS,21.08,26.3,15.8,5.22,2.5,14.9,1,1,15,0,-0.3,10,0,4,4.2,2.5,-290,6.5,73,0,16.4,1.1,44,11,22,98,20.6,72,18,9,11,0.4,0.74,1.14,20.12,3.4,3.02,3.48,0.87,0.13,0.45,3.48,15.92,14.05,12.24,0.1,0.33,3.07,0.64,0.74,0.87,0.01,0,0.3,0.4,0.45,0.06,3.09,0.45,1,1.45,21.02,4.14,3.64,4.64,0.78,0.12,0.55,4.18,16.45,12.91,0.27,0.64,3.97,1,15.6,4.4,4,0.4,4.6,1.2,21.27,4.18,0.2,0.2,47.94,45.16,44.48,42.85,45.63,2.91,0.26,2.63,0.2,47.64,46.5,41.27,48.5,3.55,0.33,2,0.1,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,crosby,sidney crosby,s,crosby8400cs
strome5700cr,81.88,Ryan Strome,5700,C,0,NYR,WAS-ISamsonov,11.21,14.2,8.2,0.89,2,0,2,1,6,0,0.6,3,0,4,3.2,3,-120,6,48,0,11.9,1.4,47,14,25,88,10.1,28,28,14,7,0.23,0.68,0.91,18.18,3,2.18,2.58,0.85,0.1,0.34,2.52,12.28,13.03,9.05,0.06,0.25,3.05,0.47,0.6,0.78,0,0.01,0.17,0.42,0.95,0.02,2.16,0.13,0.5,0.63,19.37,1.95,2.25,3.25,0.69,0.06,0.88,3.13,14.75,15,0,0.25,2.99,0.5,15.67,3.67,3,0.67,3.33,0.33,19.77,1.48,0,0.33,45.32,38.46,41.98,46.44,43.98,2.93,0.26,2.73,0.2,42.63,48.2,48,43.1,2.75,0.36,3.3,0.24,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,strome,ryan strome,r,strome5700cr
lundell6000ca,81.35,Anton Lundell,6000,C,0,FLA,CLB-JBerube,10.46,13.3,7.7,-0.47,1.7,6.4,3,2,6,0,0.9,0,0,2,5,2.3,-480,7,53,0,10.9,1.8,43,19,35,51,14.4,44,22,33,9,0.22,0.49,0.71,16.35,2.61,1.69,2.49,0.68,0.13,1,2.69,13.4,11.6,9.55,0,0.06,0.66,0,0.13,0,0,0.04,0.22,0.39,0.24,0.06,1.7,0.22,1,1.22,16.04,4.56,1.33,2.11,0.63,0.17,0.89,2.22,13,8.22,0,0,1.02,0,12.5,2.5,1.5,1,2.25,0.25,15.7,1.15,0,0,51.02,48.93,48.89,39.82,44.54,3.31,0.22,2.67,0.19,54.11,51.64,39.33,48,2.67,0.17,2.55,0.14,51.17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,lundell,anton lundell,a,lundell6000ca
lindholm8100ce,81.05,Elias Lindholm,8100,C,0,CGY,VAN-TDemko,16.49,20.6,12.4,1.25,2,9.6,1,1,12,0,-0.6,4,0,3,3.2,2.5,-172,5.5,65,0,14.1,1.4,53,9,26,86,20.6,83,8,16,12,0.43,0.49,0.92,19.71,2.8,2.51,3,0.84,0.17,0.57,3.08,14.4,11.17,10.92,0.1,0.11,2.79,0.53,0.69,0.78,0.01,0.01,0.32,0.36,0.2,0.01,3.03,0.85,0.54,1.38,19.91,4.16,3.08,4.46,0.69,0.27,0.69,3.77,15.38,11.38,0.15,0,3.14,0.62,12.57,3.57,2.71,0.86,3.86,1.14,19.12,2.74,0.14,0,49.69,48.61,47.46,39.95,43.38,2.88,0.2,2.92,0.29,55.92,48.55,36,44.27,2.92,0.18,3.18,0.2,45.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,lindholm,elias lindholm,e,lindholm8100ce
zibanejad7600cm,80.84,Mika Zibanejad,7600,C,0,NYR,WAS-ISamsonov,15.6,19.5,11.7,1.38,2.1,26.4,1,1,15,0,-4.6,15,0,4,3.2,3,-120,6,48,0,16.8,3.1,47,17,20,88,19.3,85,14,14,7,0.47,0.62,1.09,19.91,3.28,2.99,3.67,0.82,0.16,0.73,3.71,10.77,12.6,8.34,0.22,0.16,3.27,1.09,1.4,0.78,0.01,0.05,0.24,0.4,0.2,0.01,3,0.5,0.63,1.13,21.2,3.2,3.13,4.88,0.64,0.16,0.88,4,13.13,14.13,0.38,0.25,3.31,1.13,17.33,4.33,3.33,1,4.67,1,20.53,1.68,0.33,0.33,45.32,38.46,41.98,46.44,43.98,2.93,0.26,2.73,0.2,42.63,48.2,48,43.1,2.75,0.36,3.3,0.24,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,zibanejad,mika zibanejad,m,zibanejad7600cm
backlund4800cm,79.75,Mikael Backlund,4800,C,0,CGY,VAN-TDemko,11.18,14.1,8.3,2.71,2.3,9.6,2,0,1,0,-0.6,3,0,3,3.2,2.5,-172,5.5,65,0,9.8,2.4,48,23,30,85,13.5,41,16,33,12,0.15,0.38,0.53,17.68,1.8,2.69,3.22,0.83,0.06,0.33,3.02,13.73,10.71,10.49,0,0.09,1.64,0.31,0.38,0.81,0.01,0.01,0.14,0.28,0.41,0.01,2.63,0.23,0.54,0.77,17.08,2.71,4.15,5.38,0.77,0.06,0.08,4.23,17.77,7.85,0,0.15,1.49,0.31,16,3.43,3.29,0.14,4.43,0.71,17.2,1.38,0,0.29,49.69,48.61,47.46,39.95,43.38,2.88,0.2,2.92,0.29,55.92,48.55,36,44.27,2.92,0.18,3.18,0.2,45.4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,backlund,mikael backlund,m,backlund4800cm
granlund5000cm,79.40,Mikael Granlund,5000,C,0,NAS,DAL-JOETTINGER,8.82,11.2,6.5,-0.06,1.8,3.2,1,1,9,0,2.7,10,0,2,3.1,2.5,-162,5.5,80,0,9.7,0.8,46,15,38,95,10,62,25,12,8,0.22,0.48,0.7,20.43,2.06,1.45,1.74,0.83,0.15,0.59,2.03,12.04,13.73,9.33,0.09,0.15,2.89,0.31,0.37,0.82,0,0,0.13,0.33,0.4,0.01,2.28,0.25,0.38,0.63,21.95,1.72,1.88,2.75,0.68,0.13,0.5,2.38,14.38,16.38,0.13,0.25,3.81,0.63,15.2,2.8,2.2,0.6,3.4,1.8,22.08,3.27,0.2,0,45.13,41.59,42.93,42.27,44.81,2.83,0.23,2.64,0.23,43.75,49.25,48,45.42,3.13,0.16,2.17,0.19,44.14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,granlund,mikael granlund,m,granlund5000cm
hartman5900cr,78.50,Ryan Hartman,5900,C,0,MIN,TOR-PMrazek,11.24,14.1,8.3,0.51,1.9,3.2,1,2,9,0,1.2,91,0,2,3.1,3.6,120,6.5,55,0,10.3,2.6,47,25,30,94,8.7,40,50,0,10,0.29,0.3,0.6,17.48,2.06,2.37,3.02,0.78,0.12,0.67,3.04,12.59,13.38,9.51,0.01,0.05,1.84,0.31,0.48,0.65,0,0.01,0.28,0.24,0.88,0,2.36,0.09,0.36,0.45,17.97,1.5,1.82,3.09,0.59,0.05,0.91,2.73,14.27,15,0,0,1.43,0.09,12.83,2.83,1.83,1,2.67,0.33,17.44,1.7,0,0,43.06,41.68,42.75,44.33,48.15,2.99,0.23,2.54,0.21,44.73,42.83,42.36,52.25,2.73,0.33,2.83,0.15,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,hartman,ryan hartman,r,hartman5900cr
