RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
crosby9400cs,90.46,Sidney Crosby,9400,C,0,PIT,CLB-E.Merzlikins,18.59,23.3,13.9,0.68,2,36,1,1,13,0,0.4,4,0,2,3.8,2.9,-175,6.5,78,-157,17.7,2.6,50,13,22,94,22.8,75,62,12,8,0.44,0.84,1.28,19.93,3.85,3.08,4.06,0.76,0.14,0.58,3.66,17.01,14.23,13.22,0.11,0.33,3.36,0.81,0.99,0.82,0,0,0.33,0.51,0.48,0.05,3.19,0.5,1.25,1.75,18.36,5.72,3.25,4.5,0.72,0.15,0.75,4,14.25,17,0,0.75,3.59,1.5,14.25,4,3.25,0.75,4.5,1.75,18.36,3.59,0,0.75,50.79,48.69,48.9,44.87,44.46,3.09,0.22,2.9,0.21,47.5,54.8,45.75,45.2,4,0.31,3,0.13,45.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,crosby,sidney crosby,s,crosby9400cs
matthews9900ca,88.89,Auston Matthews,9900,C,0,TOR,WPG-C.Hellebuyck,22.94,28.7,17.2,4,2.3,31.4,1,1,17,0,0,24,0,2,3.8,2.9,-175,6.5,69,-137,22.6,4.7,59,19,15,96,14.7,70,50,20,10,0.77,0.63,1.4,20.81,4.04,4.68,6.53,0.72,0.17,0.86,5.54,18.73,12.57,14.18,0.2,0.18,3.42,1.04,1.53,0.68,0,0,0.57,0.45,0.21,0.05,4.1,0.2,0.4,0.6,22.16,1.62,4.8,6.2,0.77,0.04,0.8,5.6,17.6,10.2,0,0.2,6.02,0.8,17.6,5.6,4.8,0.8,6.2,1.8,22.16,6.02,0,0.2,47.85,49.01,46.73,42.76,45.01,2.97,0.26,2.76,0.24,45.4,49,39,45.75,4.4,0.18,2.5,0.2,45.75,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,matthews,auston matthews,a,matthews9900ca
granlund4900cm,88.79,Mikael Granlund,4900,C,0,NAS,PHI-C.Hart,12.32,15.6,9.1,3.64,2.5,10.1,1,1,5,0,1.2,8,0,2,4,2.7,-227,6.5,63,-176,10.3,1.9,51,20,31,87,9.1,60,40,20,5,0.12,0.67,0.79,20.56,2.31,1.53,2.1,0.73,0.08,0.64,2.17,12.85,14,9.85,0.03,0.3,3.28,0.3,0.46,0.66,0,0,0.08,0.37,0.41,0.01,2.1,0,0.83,0.83,20.85,2.39,1.67,1.5,1.11,0,0.83,2.5,11,14.25,0,0.17,5.76,0,11,2.5,1.67,0.83,1.5,0.25,20.85,5.76,0,0.17,46.56,42.39,49.43,44.28,42.34,3.26,0.23,2.88,0.25,41.25,51.25,41.25,33,4.75,0.05,3.5,0.21,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,granlund,mikael granlund,m,granlund4900cm
malkin7900ce,85.73,Evgeni Malkin,7900,C,0,PIT,CLB-E.Merzlikins,16.1,20.1,12.1,1.27,2,3.2,2,1,12,0,2.3,33,0,2,3.8,2.9,-175,6.5,78,-157,15.7,2,35,11,15,94,21.7,87,62,0,8,0.5,0.52,1.02,18.58,3.29,3.27,3.98,0.82,0.15,0.44,3.71,14.34,11.82,10.94,0.19,0.25,3.77,1.08,1.33,0.81,0,0,0.31,0.27,0.65,0,3.43,0.75,0.5,1.25,17.35,4.32,4.75,5.5,0.86,0.16,0.5,5.25,15.25,10.75,0.25,0.25,3.59,1.25,15.25,5.25,4.75,0.5,5.5,1.5,17.35,3.59,0.25,0.25,50.79,48.69,48.9,44.87,44.46,3.09,0.22,2.9,0.21,47.5,54.8,45.75,45.2,4,0.31,3,0.13,45.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,malkin,evgeni malkin,e,malkin7900ce
johansen5400cr,85.65,Ryan Johansen,5400,C,0,NAS,PHI-C.Hart,10.1,12.7,7.5,0.4,1.9,1.6,2,1,6,0,1.5,1,0,2,4,2.7,-227,6.5,63,-176,10.6,1.6,52,18,35,87,11.1,80,20,20,5,0.32,0.45,0.76,16.5,2.76,1.46,1.89,0.77,0.22,0.4,1.86,10.27,11.94,7.74,0.13,0.19,3.17,0.5,0.66,0.76,0,0,0.19,0.26,0.65,0.01,2.34,0.33,0.33,0.67,16.6,2.42,1.5,2,0.75,0.22,0.17,1.67,9.75,12.5,0,0.17,5.15,0.25,9.75,1.67,1.5,0.17,2,0.75,16.6,5.15,0,0.17,46.56,42.39,49.43,44.28,42.34,3.26,0.23,2.88,0.25,41.25,51.25,41.25,33,4.75,0.05,3.5,0.21,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,johansen,ryan johansen,r,johansen5400cr
carter5500cj,85.54,Jeff Carter,5500,C,0,PIT,CLB-E.Merzlikins,10.93,13.8,8.1,1.02,2,4.8,3,2,9,0,1,11,0,2,3.8,2.9,-175,6.5,78,-157,11.3,1.7,46,21,28,94,16.1,87,62,12,8,0.29,0.31,0.6,17.46,2.06,2.65,3.27,0.81,0.11,0.67,3.33,11.4,13.16,8.88,0.04,0.06,1.94,0.43,0.52,0.81,0.01,0,0.24,0.25,0.53,0.04,2.33,0.5,0.5,1,15.8,3.8,2.5,3.25,0.77,0.2,1.25,3.75,12.75,12,0,0.25,2.26,0.25,12.75,3.75,2.5,1.25,3.25,0.25,15.8,2.26,0,0.25,50.79,48.69,48.9,44.87,44.46,3.09,0.22,2.9,0.21,47.5,54.8,45.75,45.2,4,0.31,3,0.13,45.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,carter,jeff carter,j,carter5500cj
miller8000cj,85.36,J.T. Miller,8000,C,0,VAN,BUF-C.Anderson,15.25,19.2,11.3,0.21,1.9,3.2,1,1,7,0,-0.3,1,0,2,3.7,2.9,-167,6.5,60,-172,16.5,2.7,50,15,23,84,12.3,50,37,37,8,0.41,0.79,1.2,20.93,3.44,2.54,3.67,0.69,0.16,0.69,3.23,14.14,13.23,10.38,0.11,0.35,3.31,0.68,0.92,0.74,0,0.03,0.3,0.41,0.64,0.01,2.76,0.4,0.2,0.6,19.94,1.81,2,3,0.67,0.2,0.6,2.6,8.2,12.2,0.2,0.2,4.63,1.2,8.2,2.6,2,0.6,3,1.6,19.94,4.63,0.2,0.2,46.33,45.7,45.25,46.01,41.62,3.02,0.23,2.63,0.24,44,48.25,42.4,39.25,3.8,0.11,3.5,0.14,39.25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,miller,j.t. miller,j,miller8000cj
hintz6700cr,84.54,Roope Hintz,6700,C,0,DAL,MTL-J.Allen,15.37,19.2,11.5,3,2.3,17.6,1,1,6,0,1.4,40,0,2,3.5,2.7,-175,6,69,-140,14.5,2.1,53,20,32,90,14.3,60,40,20,5,0.48,0.47,0.94,18.19,3.1,2.65,3.84,0.69,0.18,0.7,3.35,14,12.26,10.65,0.1,0.2,2.68,0.51,0.72,0.7,0.05,0.01,0.33,0.26,0.33,0.02,2.68,0.5,0.75,1.25,15.54,4.83,1.75,3.25,0.54,0.29,1,2.75,10.5,8,0,0.25,2.5,0.25,10.5,2.75,1.75,1,3.25,0.5,15.54,2.5,0,0.25,43.54,44.05,46.74,47.2,41.38,3.03,0.22,3.32,0.22,39.75,44.2,44,42,3.5,0.29,3,0.07,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,hintz,roope hintz,r,hintz6700cr
kuznetsov7000ce,84.29,Evgeny Kuznetsov,7000,C,0,WAS,LA-J.Quick,10.87,13.7,8.1,-2.11,1.6,9.6,1,2,5,0,0,0,0,2,3.5,3.1,-136,6.5,63,-170,13.4,-0.1,48,7,23,95,11.2,50,50,10,10,0.27,0.66,0.93,20.17,2.77,2.56,3.57,0.72,0.11,0.31,2.87,12.57,13,9.64,0.09,0.22,3.67,0.85,1.07,0.79,0.04,0.01,0.14,0.42,0.61,0.01,2.84,0,1,1,19.19,3.13,2,3,0.67,0,0,2,12.5,8.5,0,0,3.8,0.5,12.5,2,2,0,3,0.75,19.19,3.8,0,0,43.37,44.3,42.41,44.69,48.38,3.15,0.21,2.95,0.25,42.8,42.67,46.4,40.5,3.6,0.28,4.83,0.24,40.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,kuznetsov,evgeny kuznetsov,e,kuznetsov7000ce
seguin6100ct,84.20,Tyler Seguin,6100,C,0,DAL,MTL-J.Allen,11.71,14.7,8.7,0.57,1.9,4.8,2,2,9,0,3.4,30,0,2,3.5,2.7,-175,6,69,-140,11.3,1.4,46,16,33,89,17.5,80,40,20,5,0.32,0.34,0.66,17.83,2.22,2.69,3.55,0.76,0.12,0.38,3.07,12.52,14.57,9.21,0.06,0.14,2.57,0.7,0.8,0.87,0,0,0.26,0.2,0.36,0.03,2.82,0.5,0.75,1.25,16.99,4.41,2.75,4.25,0.65,0.18,0.25,3,10.75,13,0.25,0.5,2.41,1.75,10.75,3,2.75,0.25,4.25,1.75,16.99,2.41,0.25,0.5,43.54,44.05,46.74,47.2,41.38,3.03,0.22,3.32,0.22,39.75,44.2,44,42,3.5,0.29,3,0.07,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,seguin,tyler seguin,t,seguin6100ct
