RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
matthews10200ca,91.06,Auston Matthews,10200,C,0,TOR,MTL-JAllen,25.19,31.5,18.9,5.64,2.5,23.2,1,1,19,0,-0.4,28,1,3,4.1,2.6,-245,6.5,69,-285,21.7,4.5,55,15,17,93,24,54,18,18,11,0.77,0.54,1.31,20.85,3.77,4.61,5.83,0.79,0.17,0.84,5.45,17.99,13.07,13.93,0.17,0.15,3.08,0.93,1.15,0.81,0,0,0.6,0.39,0.18,0.02,3.84,1,0.6,1.6,20.07,4.78,4.8,7,0.69,0.21,0.9,5.7,22.3,12.1,0.1,0,2.69,0.6,21.67,6.67,5.67,1,8,1.67,21.69,4.68,0,0,46.28,48.35,44.7,42.69,42.67,2.69,0.25,2.98,0.23,54,35,40.5,45,2,0,4,0.25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,matthews,auston matthews,a,matthews10200ca
barkov9300ca,88.76,Aleksander Barkov,9300,C,0,FLA,OTT-AForsberg,20.37,25.5,15.3,2.67,2.2,20,1,1,10,0,0.6,90,1,2,4.1,2.6,-247,6.5,75,-295,16.1,1.5,47,7,27,92,16.8,50,0,30,10,0.54,0.67,1.21,20.44,3.55,3.2,3.81,0.84,0.17,0.67,3.87,14.97,10.59,11.68,0.18,0.18,3.74,0.77,1,0.77,0.05,0,0.3,0.49,0.26,0.01,2.84,0.36,1.09,1.45,20.89,4.17,2.82,3.64,0.77,0.13,0.64,3.45,15.27,9.27,0.27,0.45,3.77,1.18,17.2,2.6,2,0.6,2.8,0.6,21.56,3.43,0,0.2,50.17,50.76,47.97,40.27,42.25,3.29,0.23,3.06,0.19,56,45,34,35,5,0.4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,barkov,aleksander barkov,a,barkov9300ca
lindholm8100ce,85.04,Elias Lindholm,8100,C,0,CGY,EDM-MKoskinen,17.14,21.5,12.8,1.9,2.1,30.4,1,1,6,0,-0.5,25,2,1,3.7,3,-160,6.5,42,-215,15.4,1.9,56,9,20,86,17.9,61,15,7,13,0.5,0.49,0.99,19.7,3.01,2.68,3.36,0.8,0.19,0.59,3.27,14.71,11.23,11.35,0.14,0.13,2.67,0.51,0.69,0.75,0.01,0.02,0.35,0.34,0.2,0.01,3.22,0.64,0.57,1.21,18.99,3.82,2.57,3.64,0.71,0.25,0.79,3.36,14.64,12.07,0.21,0.21,2.18,0.5,15.86,3.43,2.57,0.86,3.43,0.71,18.57,1.82,0.29,0.14,47.13,49.87,43,39.37,45.63,2.85,0.21,2.96,0.21,48,46.5,27,34.5,5,0.4,4,0.38,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,lindholm,elias lindholm,e,lindholm8100ce
hartman6500cr,82.65,Ryan Hartman,6500,C,0,MIN,CLB-EMerzlikins,12.54,15.7,9.3,0.58,1.9,8,1,1,7,0,2.7,94,1,2,4.2,2.5,-295,6.5,87,-255,11.9,3.1,52,27,29,92,15.6,66,16,25,12,0.34,0.32,0.66,17.74,2.23,2.51,3.33,0.75,0.14,0.61,3.12,13.26,12.83,9.95,0.01,0.06,1.92,0.3,0.49,0.62,0,0,0.33,0.26,0.93,0.02,3.15,0.54,0.31,0.85,17.54,2.91,3.08,4.08,0.75,0.17,0.38,3.46,15.62,10.46,0,0.15,1.97,0.23,15.5,3.67,3.33,0.33,4,0.5,17.12,2.91,0,0.17,44.81,42.15,49.51,43.7,44.44,3.03,0.25,2.77,0.19,27,56,48,40,2,0,4,0.25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,hartman,ryan hartman,r,hartman6500cr
bennett6300cs,82.63,Sam Bennett,6300,C,0,FLA,OTT-AForsberg,14.22,17.9,10.6,2.67,2.3,6.4,2,2,5,0,0.4,91,1,2,4.1,2.6,-247,6.5,75,-295,12.6,2.7,47,28,34,89,9.9,40,0,50,10,0.43,0.42,0.86,17.06,3.02,3.22,3.79,0.85,0.13,0.45,3.67,14.05,10.49,10.66,0.08,0.08,2.57,0.7,0.79,0.88,0,0.01,0.36,0.33,1.26,0.03,2.85,0.18,0.27,0.45,16.18,1.67,2.91,3.45,0.84,0.06,0.64,3.55,13.91,11.64,0,0.18,1.54,0.73,14.6,2.6,1.8,0.8,2.6,0.6,15.94,1.48,0,0,50.17,50.76,47.97,40.27,42.25,3.29,0.23,3.06,0.19,56,45,34,35,5,0.4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,bennett,sam bennett,s,bennett6300cs
eriksson5300cj,82.34,Joel Eriksson Ek,5300,C,0,MIN,CLB-EMerzlikins,14.51,18.2,10.8,5.01,2.7,13.3,3,0,1,0,-1,32,1,2,4.2,2.5,-295,6.5,87,-255,11.2,2.3,44,26,28,92,9.7,41,25,50,12,0.34,0.26,0.6,18.03,2,2.65,3.13,0.85,0.13,0.61,3.26,11.59,10.67,8.7,0.12,0.02,2.01,0.45,0.54,0.83,0,0,0.21,0.24,0.45,0,2.03,0.23,0.23,0.46,18.62,1.48,2.54,3.92,0.65,0.09,0.38,2.92,13.38,7.54,0,0,1.82,0.38,14,2.67,2.17,0.5,3.5,0.17,18,1.21,0,0,44.81,42.15,49.51,43.7,44.44,3.03,0.25,2.77,0.19,27,56,48,40,2,0,4,0.25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,eriksson,joel eriksson ek,j,eriksson5300cj
kerfoot5000ca,82.19,Alexander Kerfoot,5000,C,0,TOR,MTL-JAllen,10.24,12.9,7.6,1.36,2,3.2,2,0,1,0,3.1,3,1,3,4.1,2.6,-245,6.5,69,-285,9.2,2,43,28,38,92,10.5,54,9,45,11,0.15,0.48,0.63,15.16,2.49,1.36,1.75,0.78,0.11,0.78,2.14,11.46,11.58,8.68,0,0.03,0.27,0.02,0.04,0.5,0.01,0.03,0.14,0.41,0.21,0.04,1.66,0.17,0.67,0.83,14.55,3.42,1,1.67,0.6,0.17,1.42,2.42,10.92,13.08,0,0,0,0,9.2,2.2,0.8,1.4,0.8,0.2,13.94,0.01,0,0,46.28,48.35,44.7,42.69,42.67,2.69,0.25,2.98,0.23,54,35,40.5,45,2,0,4,0.25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,kerfoot,alexander kerfoot,a,kerfoot5000ca
hertl6100ct,81.59,Tomas Hertl,6100,C,0,SJ,ANA-,13.49,17,10,2.35,2.2,21.3,1,1,5,0,-1.3,90,0,2,3.3,2.9,-137,6,55,-152,14,2.5,51,21,28,89,13.8,41,25,33,12,0.4,0.46,0.86,19.63,2.63,2.71,3.37,0.8,0.15,0.7,3.41,13.9,13.63,10.31,0.04,0.14,2.64,0.4,0.55,0.73,0.01,0,0.34,0.31,0.4,0.04,2.57,0.31,0.46,0.77,20.49,2.25,2.77,3.69,0.75,0.11,0.85,3.62,13.62,14.46,0.08,0.08,3.54,0.46,14.43,4.43,3.14,1.29,3.86,0.86,20.64,3.64,0.14,0.14,40.31,42.44,44.7,49.36,42.15,2.71,0.17,2.89,0.18,32,33,52,49,4,0.13,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,hertl,tomas hertl,t,hertl6100ct
danault5200cp,80.48,Phillip Danault,5200,C,0,LA,SEA-PGrubauer,10.69,13.4,7.9,1.4,2.1,9.6,2,1,8,0,-1.3,94,0,2,3.6,2.6,-200,6,75,-225,9.5,2,49,19,33,101,14,61,30,23,13,0.23,0.26,0.49,17.98,1.63,2.08,2.58,0.81,0.11,0.72,2.8,14.83,12.06,11.19,0.01,0.02,1.24,0.21,0.29,0.71,0,0.01,0.22,0.23,0.42,0.01,2.44,0.5,0.21,0.71,18.37,2.32,3,3.71,0.81,0.17,0.79,3.79,16.21,11.93,0.07,0,2.11,0.5,17.71,4.71,3.57,1.14,4.43,0.86,18.9,2.65,0.14,0,44.19,46.97,41.81,42.31,41.69,2.97,0.15,2.57,0.23,53,32,42,56,3.5,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,danault,phillip danault,p,danault5200cp
tavares7200cj,80.08,John Tavares,7200,C,0,TOR,MTL-JAllen,17.18,21.5,12.9,3.78,2.4,13.3,2,1,7,0,3.1,25,1,3,4.1,2.6,-245,6.5,69,-285,13.8,0.3,48,9,33,93,13.5,36,18,36,11,0.36,0.6,0.95,17.94,3.18,3.03,4,0.76,0.12,0.54,3.57,14.85,13.42,11.2,0.09,0.14,2.78,0.78,1.01,0.77,0,0,0.26,0.46,0.32,0.01,2.63,0.25,0.58,0.83,17.7,2.81,2.67,4.42,0.6,0.09,0.5,3.17,16.5,12.58,0.08,0.08,2.42,0.58,16.8,2.8,2.6,0.2,3.8,1,17.81,3.29,0,0,46.28,48.35,44.7,42.69,42.67,2.69,0.25,2.98,0.23,54,35,40.5,45,2,0,4,0.25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,tavares,john tavares,j,tavares7200cj
