RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
barkov7600ca,94.46,Aleksander Barkov,7600,C,0,FLA,VAN-S.Martin,19.34,24.2,14.5,5.12,2.5,17.3,2,1,5,0,2.9,59,0,2,4.3,2.9,-225,7,60,-230,17.3,0.6,57,27,30,98,15.2,46,30,23,13,0.41,0.75,1.16,20.88,3.33,3.2,4.24,0.75,0.13,0.63,3.83,15.83,10.99,11.98,0.15,0.29,3.86,0.79,1.13,0.7,0.01,0.01,0.25,0.45,0.21,0.02,2.4,0.4,0.8,1.2,19.6,3.67,1.7,2.4,0.71,0.24,0.6,2.3,12.8,11.4,0.1,0.6,3.54,0.2,13.71,2.43,1.57,0.86,2.14,0.29,21.28,3.64,0,0.43,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,barkov,aleksander barkov,a,barkov7600ca
eichel9300cj,90.98,Jack Eichel,9300,C,0,VGK,EDM-J.Campbell,19.16,24,14.4,1.46,2.1,1.6,1,1,17,0,0.5,15,0,2,3.5,3.1,-132,6.5,53,-156,16.8,1.9,57,27,14,87,22.6,16,8,16,12,0.45,0.45,0.91,19.14,2.85,3.89,4.72,0.82,0.12,0.92,4.81,15.31,14.15,11.36,0.06,0.2,2.91,0.8,1.02,0.79,0,0,0.39,0.25,0.22,0.03,3.99,0.67,0.67,1.33,19.2,4.16,5.33,6.67,0.8,0.12,0.33,5.67,16,18.33,0,0.33,2.14,0.67,16,5.67,5.33,0.33,6.67,0.67,19.2,2.14,0,0.33,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,eichel,jack eichel,j,eichel9300cj
larkin7400cd,90.88,Dylan Larkin,7400,C,0,DET,CLB-E.Merzlikins,17.28,21.6,12.9,3.47,2.3,12.8,1,1,7,0,0.4,37,0,2,4,2.7,-230,6.5,49,-265,14.9,-0.5,65,26,21,84,13.2,54,45,27,11,0.38,0.58,0.96,20.31,2.84,3.06,4.08,0.75,0.12,0.42,3.48,13.2,13.53,10.19,0.12,0.14,3.38,0.69,0.99,0.7,0.01,0.01,0.25,0.43,0.44,0.01,2.97,0.36,0.55,0.91,19.4,2.81,2.64,3.82,0.69,0.14,0.09,2.73,11.6,9.4,0.18,0.09,3.66,0.64,11.33,2.33,2.33,0,3.67,0.33,19.25,3.29,0.17,0.17,45.11,40.11,50.38,46.31,43.26,3.21,0.2,3.12,0.23,38,51.62,43.33,43.08,3.75,0.2,3.25,0.33,42.57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,larkin,dylan larkin,d,larkin7400cd
point8100cb,89.23,Brayden Point,8100,C,0,TB,STL-J.Binnington,14.53,18.2,10.8,-0.71,1.8,38.9,1,1,12,0,1.5,45,0,2,3.8,2.8,-191,6.5,79,-156,14.3,-0.3,61,25,28,98,16.3,75,25,25,12,0.43,0.46,0.89,19.57,2.73,2.8,3.76,0.74,0.15,0.43,3.23,14.2,13.18,10.56,0.19,0.18,3.84,0.89,1.13,0.79,0,0,0.24,0.28,0.29,0,3.3,0.67,0.33,1,19.1,3.14,3.17,3.83,0.83,0.21,0.25,3.42,16.75,13,0.25,0.17,3.36,0.58,17.67,3.67,3.33,0.33,4.33,1,19.16,3.95,0.33,0.33,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,point,brayden point,b,point8100cb
mackinnon10400cn,88.89,Nathan MacKinnon,10400,C,0,COL,OTT-A.Forsberg,25.22,31.5,18.9,5.26,2.4,24.5,1,1,27,0,-3.8,66,0,2,3.7,3,-162,6.5,62,-215,20.4,1.8,63,32,22,99,21.5,30,15,23,13,0.56,0.76,1.31,21.67,3.63,5.17,6.48,0.8,0.11,0.5,5.67,19.91,15.16,14.61,0.17,0.27,3.85,1.48,1.93,0.76,0,0,0.39,0.49,0.69,0.01,4.31,0.5,0.67,1.17,24.96,2.81,6,8,0.75,0.08,0.33,6.33,22.5,13.33,0,0,5.25,1.5,22.5,6.33,6,0.33,8,2,24.96,5.25,0,0,47.25,50.5,44.83,44.13,46.36,3.21,0.26,3.16,0.19,53.08,42.67,38.58,45.5,3.55,0.13,3,0.08,48.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,mackinnon,nathan mackinnon,n,mackinnon10400cn
barzal6800cm,87.88,Mathew Barzal,6800,C,0,NYI,MTL-S.Montembeault,15.93,20,11.9,3.36,2.3,6.4,1,1,6,0,4.2,45,0,2,3.5,2.2,-247,5.5,83,-230,12,0.3,63,25,28,97,15.6,76,15,46,13,0.21,0.66,0.87,18.28,2.86,2.17,2.86,0.76,0.1,0.39,2.56,14.02,13.72,10.26,0.04,0.28,3.12,0.53,0.67,0.79,0,0,0.17,0.38,0.27,0,2.56,0.67,0.25,0.92,18.85,2.93,2.42,2.91,0.83,0.28,1,3.42,12.7,12.9,0.08,0.08,3.54,0.73,12.6,2.6,2,0.6,3,0.4,19.14,3.38,0,0.2,44.79,42.77,46.3,48.27,41.37,2.65,0.22,3.52,0.24,41.75,47,47.58,39.36,2.45,0.11,3.77,0.41,43.83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,barzal,mathew barzal,m,barzal6800cm
stamkos9000cs,86.97,Steven Stamkos,9000,C,0,TB,STL-J.Binnington,16.58,20.8,12.4,-0.51,1.8,14.9,2,1,12,0,-5.7,20,0,2,3.8,2.8,-191,6.5,79,-156,18.3,1.8,71,35,23,98,15.6,58,41,25,12,0.5,0.7,1.2,18.82,3.83,3.21,4.26,0.75,0.16,0.66,3.87,12.92,12.66,9.7,0.17,0.31,4.01,1.35,1.8,0.75,0,0,0.33,0.39,0.65,0.03,2.75,0.17,0.92,1.08,17.91,3.62,3.25,4.33,0.75,0.05,0.5,3.75,14.42,11.42,0.17,0.42,3.53,1.58,16.5,4.17,3.67,0.5,5.33,2.33,18.8,4.13,0.33,0.67,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,stamkos,steven stamkos,s,stamkos9000cs
stephenson6300cc,86.68,C. Stephenson,6300,C,0,VGK,EDM-J.Campbell,13.55,17,10.1,2,2.2,1.6,1,1,7,0,0.5,51,0,2,3.5,3.1,-132,6.5,53,-156,11.2,1.1,62,29,36,87,13.7,66,33,25,12,0.26,0.55,0.81,19.53,2.49,1.62,2.19,0.74,0.16,0.62,2.24,14.96,14.42,10.92,0.12,0.11,2.44,0.44,0.6,0.73,0.01,0.02,0.13,0.42,0.33,0.01,2.21,0.42,0.67,1.08,20.53,3.16,1.25,2.18,0.57,0.33,0.67,1.92,16,13.2,0.25,0.08,2.41,0.27,17,1.8,1,0.8,1.8,0.4,20.09,1.72,0.2,0,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,stephenson,c. stephenson,c,stephenson6300cc
mcdavid10600cc,86.01,Connor McDavid,10600,C,0,EDM,VGK-L.Thompson,21.78,27.2,16.3,1.41,2.1,20.8,1,1,21,0,-1.7,45,2,1,3.1,3.5,112,6.5,47,130,23.7,3.9,79,40,17,108,24.6,92,7,28,14,0.67,1.06,1.73,22.28,4.66,3.96,5.1,0.78,0.17,0.4,4.36,18.73,15.33,14.23,0.21,0.45,3.94,1.04,1.34,0.78,0.01,0.03,0.45,0.58,0.45,0.05,3.71,0.79,0.86,1.64,22.37,4.4,4,5.33,0.75,0.2,0.86,4.86,16.64,12.91,0.36,0.5,4.5,1.5,16.29,5.13,4.63,0.5,5.29,1.71,21.01,4.06,0.25,0.5,47.43,47.69,47.46,44.54,49.81,3.26,0.29,2.52,0.24,47.92,44,41.08,49.36,3.91,0.4,2.8,0.11,49.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,mcdavid,connor mcdavid,c,mcdavid10600cc
kopitar6500ca,85.99,Anze Kopitar,6500,C,0,LA,NJD-M.Blackwood,12.77,16.1,9.5,0.81,2,20.5,1,1,4,0,0.2,51,0,3,3.4,3.2,-120,6.5,40,-126,12.4,0.6,61,32,37,96,9,53,46,7,13,0.21,0.54,0.75,20.46,2.2,2.36,3.16,0.75,0.09,1.04,3.41,14.7,13.23,10.88,0.04,0.18,3.18,0.54,0.71,0.76,0,0.01,0.17,0.35,0.13,0.01,2.36,0.08,0.46,0.54,21.19,1.53,1.77,2.83,0.62,0.04,0.85,2.62,13.58,13.58,0,0.15,3.48,0.5,13.17,2.5,1.83,0.67,3,0.33,19.43,2.89,0,0.17,46.52,48.5,43.95,43.04,49.12,3.22,0.2,2.81,0.19,44.83,45.77,42.58,50.46,3.73,0.29,3.42,0.17,44.43,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,kopitar,anze kopitar,a,kopitar6500ca
