RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
bergeron8100cp,92.58,Patrice Bergeron,8100,C,0,BOS,SJ-J.Reimer,16.6,20.8,12.4,1.36,2,19.2,1,1,19,0,8.1,60,1,2,4.1,2.6,-260,6.5,94,-210,15.3,1.5,68,30,23,98,15.5,61,38,38,13,0.36,0.51,0.87,18.17,2.87,3.92,5.01,0.78,0.09,0.65,4.57,15.01,8.79,11.83,0.12,0.16,3.39,0.87,1.28,0.68,0,0.02,0.24,0.33,0.31,0.02,3.45,0.43,0.21,0.64,17.96,2.14,3.93,4.23,0.93,0.11,0.93,4.86,14.58,9.92,0.14,0.07,2.96,0.77,15.8,6.17,4.83,1.33,4.6,0.8,17.91,1.95,0.17,0,45.18,46.27,48.49,40.32,43.16,3.23,0.25,2.89,0.15,46.23,41.54,44.62,45.23,3.5,0.26,3.15,0.2,48.75,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,bergeron,patrice bergeron,p,bergeron8100cp
matthews9900ca,90.61,Auston Matthews,9900,C,0,TOR,DET-M.Hellberg,24.01,30,18,5.07,2.4,13.3,1,1,24,0,-4.4,52,1,2,4.4,2.3,-355,6.5,86,-250,22.7,3.5,73,39,21,97,21,83,16,41,12,0.7,0.7,1.4,20.64,4.07,4.63,6.48,0.72,0.15,0.99,5.62,17.99,13.15,13.63,0.19,0.16,3.65,1.17,1.61,0.73,0,0,0.51,0.54,0.24,0.04,3.49,0.5,0.75,1.25,20.67,3.63,4.33,5.91,0.73,0.12,1.17,5.5,17.36,12.55,0.17,0.17,4.28,1.18,18,4.8,3.2,1.6,5,0.75,20.62,4.04,0,0.4,45.68,47.33,46.52,42.3,40.25,3.06,0.25,2.89,0.27,46,43.77,36.89,39.77,3.44,0.32,3.46,0.29,45.2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,matthews,auston matthews,a,matthews9900ca
mcdavid10600cc,90.03,Connor McDavid,10600,C,0,EDM,COL-A.Georgiev,24.29,30.4,18.2,3.92,2.3,14.9,1,1,24,0,-2.9,46,0,2,3.5,3.2,-127,6.5,61,112,23.6,3.8,78,40,18,104,25.3,92,7,30,13,0.66,1.07,1.73,22.35,4.65,3.91,5.07,0.77,0.17,0.42,4.33,18.91,15.52,14.31,0.2,0.46,3.9,1,1.3,0.77,0.01,0.03,0.45,0.58,0.45,0.05,3.37,0.79,1.14,1.93,22.56,5.13,3.79,5.27,0.72,0.21,1.07,4.86,17.45,13.73,0.36,0.71,4.05,1.25,18.75,4.83,3.5,1.33,4.75,1,21.81,3.55,0.17,0.5,45.28,47.76,44.28,44.67,50.52,3.21,0.29,2.92,0.21,47.42,40.92,40.5,50.85,3.64,0.48,2.67,0.25,46.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,mcdavid,connor mcdavid,c,mcdavid10600cc
thomas6400cr,88.88,Robert Thomas,6400,C,0,STL,MTL-J.Allen,14.11,17.7,10.5,2.36,2.2,3.2,1,1,4,0,3.8,25,1,2,3.7,3,-162,6.5,83,-240,12.2,2.1,61,31,35,94,13.8,75,25,33,12,0.31,0.68,0.99,18.9,3.14,1.58,2.26,0.7,0.19,0.42,2,12.28,13.23,9.39,0.06,0.15,2.51,0.36,0.49,0.73,0.02,0.01,0.22,0.53,0.25,0.02,2.43,0.38,0.69,1.08,19.18,3.38,1.69,2.17,0.78,0.23,0.38,2.08,12.27,11.45,0.15,0.15,3.42,0.75,10.6,2.17,1.67,0.5,2,0.8,20.05,3.15,0.17,0.17,43.92,40.25,46.2,47.62,41.02,2.95,0.27,3.52,0.24,39.5,46.92,45.33,38,2.91,0.31,3.73,0.44,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,thomas,robert thomas,r,thomas6400cr
draisaitl10200cl,88.06,Leon Draisaitl,10200,C,0,EDM,COL-A.Georgiev,22.42,28,16.8,2.87,2.2,17,2,1,19,0,-3.7,2,0,2,3.5,3.2,-127,6.5,61,112,20.4,1.2,71,31,24,104,20.8,61,23,23,13,0.58,0.91,1.49,21.97,4.07,3.37,4.64,0.73,0.17,0.51,3.88,15.46,15.79,11.68,0.28,0.3,4.06,1.26,1.78,0.71,0.01,0.01,0.29,0.6,0.42,0.01,3.09,0.42,1.08,1.5,21.87,4.12,3.5,5.18,0.68,0.12,0.75,4.25,15.6,13.3,0.33,0.5,4.42,1.45,15.67,5.75,4.5,1.25,6,3,21.77,4.61,0.25,0.5,45.28,47.76,44.28,44.67,50.52,3.21,0.29,2.92,0.21,47.42,40.92,40.5,50.85,3.64,0.48,2.67,0.25,46.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,draisaitl,leon draisaitl,l,draisaitl10200cl
mackinnon10100cn,87.88,Nathan MacKinnon,10100,C,0,COL,EDM-S.Skinner,21.06,26.3,15.8,1.71,2.1,39.2,1,1,26,0,0.2,66,0,2,3.2,3.5,102,6.5,39,-134,20.1,1.6,63,31,23,100,14.1,8,16,8,12,0.56,0.72,1.28,21.59,3.56,5.2,6.52,0.8,0.11,0.5,5.7,19.78,15.19,14.48,0.18,0.27,3.82,1.51,1.99,0.76,0,0,0.38,0.46,0.69,0.01,3.85,0.33,0.33,0.67,25.12,1.6,4.67,7.33,0.64,0.07,0,4.67,21.33,15.67,0,0,4.92,1.67,21.33,4.67,4.67,0,7.33,2.67,25.12,4.92,0,0,46.24,50.52,44.67,44.28,47.76,3.19,0.27,3.4,0.24,50.85,40.5,40.92,47.42,3.17,0.13,3.27,0.22,48.75,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,mackinnon,nathan mackinnon,n,mackinnon10100cn
eichel9200cj,87.43,Jack Eichel,9200,C,0,VGK,LA-P.Copley,16.53,20.7,12.4,-0.97,1.8,3.2,2,1,10,0,-2.4,12,0,2,3.7,3,-155,6.5,81,-170,16.8,1.9,56,26,13,87,18.3,7,7,7,13,0.45,0.47,0.92,19.13,2.89,3.82,4.61,0.83,0.12,0.94,4.76,15.32,14.07,11.27,0.06,0.21,2.91,0.8,1.02,0.78,0,0,0.39,0.26,0.19,0.03,2.68,0.5,1,1.5,19.26,4.67,2.5,4,0.63,0.2,0,2.5,18,19,0,0.5,1.82,0,18,4,4,0,4,0,18.27,0.68,0,1,45.91,49.93,42.76,47.31,48.88,2.67,0.23,3,0.27,49.46,42.17,44.38,47,2.58,0.39,3.64,0.35,44.8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,eichel,jack eichel,j,eichel9200cj
krejci5900cd,85.88,David Krejci,5900,C,0,BOS,SJ-J.Reimer,10.53,13.3,7.8,-0.2,1.8,3.2,2,2,5,0,1.5,72,1,2,4.1,2.6,-260,6.5,94,-210,11.6,0.9,57,23,28,38,10.1,46,38,15,13,0.3,0.55,0.85,17.29,2.95,1.55,2.16,0.72,0.2,0.61,2.15,11.87,12.1,8.84,0.09,0.21,2.86,0.59,0.69,0.86,0,0,0.21,0.33,0.3,0,1.82,0.17,0.58,0.75,17.6,2.56,1.5,2,0.75,0.11,0.75,2.25,13.2,13.1,0.08,0.08,2.25,0.36,11.2,2.17,1.17,1,1.6,0.6,18.94,1.92,0,0,45.18,46.27,48.49,40.32,43.16,3.23,0.25,2.89,0.15,46.23,41.54,44.62,45.23,3.5,0.26,3.15,0.2,48.75,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,krejci,david krejci,d,krejci5900cd
stutzle7700ct,85.83,Tim Stutzle,7700,C,0,OTT,SEA-M.Jones,14.09,17.7,10.5,-0.33,1.8,54.1,1,1,12,0,-1.5,38,0,4,3.4,3.3,-112,6.5,39,-128,13.8,3.1,66,41,26,89,15.4,50,25,33,12,0.38,0.55,0.93,19.5,2.86,2.38,3.38,0.7,0.16,0.65,3.04,14.89,13.47,10.9,0.12,0.31,3.46,0.67,0.96,0.69,0.01,0,0.25,0.24,0.58,0.06,2.9,0.56,0.33,0.89,20.57,2.6,2.78,4.5,0.62,0.2,0.89,3.67,15.63,15.13,0.11,0.22,3.84,0.5,16,4.4,3.4,1,5,1.25,22.02,3.35,0.2,0.2,45.89,46.2,42.29,45.06,45.04,3.16,0.24,3.18,0.29,44.67,44.5,44.08,47.5,3.67,0.3,3.08,0.3,46.6,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,stutzle,tim stutzle,t,stutzle7700ct
schenn5400cb,85.43,Brayden Schenn,5400,C,0,STL,MTL-J.Allen,13.46,16.9,10,3.76,2.5,9.6,2,1,7,0,-1.2,25,1,2,3.7,3,-162,6.5,83,-240,12.4,2.2,64,30,28,94,12.2,83,16,33,12,0.29,0.61,0.9,17.95,3.01,1.81,2.69,0.67,0.16,0.34,2.15,11.64,14.63,8.64,0.06,0.2,2.37,0.43,0.62,0.7,0,0,0.23,0.41,0.6,0.01,2.73,0.15,0.69,0.85,18.43,2.77,2.38,3.67,0.65,0.06,0.15,2.54,13,14.73,0.08,0.23,2.31,0.67,12.8,3.67,3.33,0.33,5.4,1.6,19.66,2.44,0.17,0.17,43.92,40.25,46.2,47.62,41.02,2.95,0.27,3.52,0.24,39.5,46.92,45.33,38,2.91,0.31,3.73,0.44,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,schenn,brayden schenn,b,schenn5400cb
