RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
mackinnon9800cn,90.43,Nathan MacKinnon,9800,C,0,COL,SJ-KKahkonen,22.5,28.1,16.9,3.77,2.3,3.2,1,1,23,0,-0.4,18,0,2,4.4,2.3,-360,6.5,80,0,19.1,2.8,48,10,23,97,23,57,7,14,14,0.53,0.91,1.44,21.09,4.1,4.65,5.49,0.85,0.11,0.54,5.19,17.99,13.74,12.92,0.16,0.37,3.87,1.26,1.56,0.81,0,0,0.37,0.54,0.8,0.04,3.38,0.54,0.92,1.46,20.97,4.18,5,6.15,0.81,0.11,0.54,5.54,19.15,16.08,0.15,0.38,3.61,1.15,17.2,3.8,3.4,0.4,4.4,1.4,21.31,4,0,0.4,49.18,48.93,49.65,41.81,41.73,3.47,0.29,2.7,0.17,50.71,50.08,45.43,38,2.93,0.39,2.69,0.2,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,mackinnon,nathan mackinnon,n,mackinnon9800cn
kadri8500cn,87.57,Nazem Kadri,8500,C,0,COL,SJ-KKahkonen,18.07,22.7,13.5,2.01,2.1,29.3,2,1,19,0,0.4,6,0,2,4.4,2.3,-360,6.5,80,0,13.5,0.7,43,9,35,97,16.3,50,7,28,14,0.3,0.71,1.01,18.12,3.34,3.18,4.09,0.78,0.1,0.27,3.45,15.4,11.73,10.99,0.09,0.22,3.19,0.81,1.17,0.69,0,0,0.21,0.48,1.04,0.03,3.18,0.29,0.79,1.07,19.32,3.32,3.57,4.93,0.72,0.08,0.36,3.93,17,13.43,0.14,0.43,3.65,1,15.67,4.83,4.67,0.17,5.83,2.67,18.32,3.91,0.33,0.5,49.18,48.93,49.65,41.81,41.73,3.47,0.29,2.7,0.17,50.71,50.08,45.43,38,2.93,0.39,2.69,0.2,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,kadri,nazem kadri,n,kadri8500cn
matthews10300ca,87.54,Auston Matthews,10300,C,0,TOR,WPG-EComrie,22.16,27.7,16.6,2.4,2.2,30.1,1,1,16,0,0.1,21,0,2,4.1,2.6,-250,6.5,70,0,21.7,4.4,55,13,17,93,26.4,69,15,7,13,0.77,0.55,1.32,20.74,3.82,4.58,5.83,0.79,0.17,0.85,5.43,17.99,12.84,13.88,0.18,0.15,3.1,0.9,1.13,0.8,0,0,0.59,0.4,0.18,0.03,3.93,1.09,0.45,1.55,20.44,4.55,5.09,7.09,0.72,0.21,0.91,6,20.73,11.09,0.18,0,2.84,0.64,17.2,6,4.8,1.2,6.6,1.2,20.56,3.64,0.2,0,49.02,48.95,45.17,42.56,44.24,2.64,0.26,2.87,0.26,52.15,48.53,41.23,44.87,2.31,0.3,2.53,0.29,46.43,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,matthews,auston matthews,a,matthews10300ca
nelson6800cb,85.80,Brock Nelson,6800,C,0,NYI,CLB-EMerzlikins,12.68,16,9.4,0.11,1.9,11.2,1,1,8,0,2.6,90,1,2,3.8,2.8,-192,6.5,56,0,13,2.2,44,18,30,96,19.2,75,31,6,16,0.47,0.3,0.77,17.72,2.61,2.29,2.67,0.86,0.2,0.52,2.81,12.28,14.17,9.16,0.11,0.06,2.26,0.54,0.6,0.91,0,0,0.35,0.24,0.45,0.03,2.79,0.81,0.44,1.25,18.41,4.07,2.81,3.69,0.76,0.29,0.81,3.63,13.38,14.69,0.38,0,2.6,0.88,10.75,3.25,2.75,0.5,3.38,1.38,17.67,2.8,0.38,0,43.97,42.04,49.01,48,44.29,2.46,0.24,2.85,0.22,42,47.21,51,41.93,2.44,0.31,3,0.33,45.57,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,nelson,brock nelson,b,nelson6800cb
barkov9400ca,84.66,Aleksander Barkov,9400,C,0,FLA,CHI-CDELIA,20.45,25.6,15.3,2.54,2.2,27.7,1,1,16,0,-0.5,90,0,2,5,2.7,-345,7.5,87,0,16.8,1.6,50,7,25,92,17.5,53,0,30,13,0.54,0.66,1.2,20.51,3.51,3.27,3.92,0.83,0.17,0.67,3.94,15.15,10.59,11.77,0.18,0.18,3.73,0.77,1.03,0.75,0.05,0,0.32,0.48,0.28,0.03,3.21,0.31,1,1.31,20.85,3.77,2.77,3.85,0.72,0.11,0.69,3.46,16.31,9.38,0.08,0.38,3.64,0.62,19.67,4.33,3.83,0.5,5,1.17,21.67,3.77,0,0.17,54.3,51.69,48.05,39.61,40.76,3.3,0.24,2.66,0.23,53.54,51.15,36.62,39.62,3.46,0.31,2.69,0.23,39.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,barkov,aleksander barkov,a,barkov9400ca
hartman6200cr,84.28,Ryan Hartman,6200,C,0,MIN,PIT-CDeSmith,11.42,14.4,8.5,0.08,1.8,11.2,1,1,11,0,0.8,93,0,2,3.5,3.2,-130,6.5,55,0,11.8,2.9,50,25,30,93,14.7,60,20,26,15,0.34,0.31,0.66,17.71,2.24,2.53,3.36,0.75,0.14,0.58,3.11,13.14,12.7,9.89,0.01,0.07,1.98,0.32,0.52,0.61,0,0,0.33,0.24,0.95,0.02,2.87,0.53,0.33,0.87,17.55,2.97,3.13,4.2,0.75,0.17,0.33,3.47,15.4,10.47,0,0.2,2.21,0.27,13.86,3.57,3.43,0.14,4.14,0.86,16.87,2.86,0,0.29,44.81,43.37,42.59,42.62,46.39,2.96,0.24,2.41,0.19,48.8,43.54,37.8,43.77,2.67,0.23,2.69,0.14,45.71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,hartman,ryan hartman,r,hartman6200cr
bennett6400cs,83.83,Sam Bennett,6400,C,0,FLA,CHI-CDELIA,13,16.3,9.7,1.25,2,4.8,3,2,8,0,-1.7,21,0,2,5,2.7,-345,7.5,87,0,12.9,2.8,46,27,33,90,11.6,38,7,38,13,0.43,0.46,0.89,17.15,3.12,3.28,3.87,0.85,0.13,0.45,3.72,14.26,10.62,10.86,0.08,0.08,2.57,0.68,0.78,0.88,0,0.01,0.36,0.37,1.29,0.03,2.55,0.23,0.46,0.69,16.53,2.5,2.77,3.38,0.82,0.08,0.38,3.15,14.23,11.62,0,0.15,1.51,0.54,16.33,3.17,2.67,0.5,3.33,0.17,17.07,1.49,0,0,54.3,51.69,48.05,39.61,40.76,3.3,0.24,2.66,0.23,53.54,51.15,36.62,39.62,3.46,0.31,2.69,0.23,39.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,bennett,sam bennett,s,bennett6400cs
trocheck5600cv,83.38,Vincent Trocheck,5600,C,0,CAR,MTL-JAllen,13.31,16.8,9.9,3.2,2.4,1.6,2,1,4,0,2.6,18,0,2,4.5,2.2,-420,6.5,84,0,10.6,0.3,43,16,39,99,10.8,46,13,26,15,0.24,0.44,0.68,17.97,2.27,2.07,2.78,0.75,0.12,0.57,2.64,12.52,11.01,9.64,0.09,0.09,2.99,0.41,0.55,0.74,0,0,0.16,0.35,0.88,0.01,2.47,0.2,0.47,0.67,19.31,2.08,2.27,3.33,0.68,0.09,0.6,2.87,12.4,11.2,0.07,0.13,2.61,0.4,11.75,3.38,2.63,0.75,3.88,0.63,19.49,2.56,0.13,0,50.37,49.14,45.29,40.09,41.98,2.84,0.24,3.07,0.23,51.4,47.79,36.8,39.07,2.6,0.21,3.64,0.24,36.14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,trocheck,vincent trocheck,v,trocheck5600cv
eriksson5400cj,83.34,Joel Eriksson Ek,5400,C,0,MIN,PIT-CDeSmith,13.11,16.4,9.8,3.41,2.4,6.4,3,1,2,0,-0.5,21,0,2,3.5,3.2,-130,6.5,55,0,11.4,2.5,46,25,26,93,10.9,53,20,40,15,0.33,0.29,0.62,18.08,2.06,2.68,3.18,0.84,0.12,0.58,3.26,11.52,10.66,8.65,0.12,0.05,2.07,0.47,0.57,0.82,0,0,0.21,0.23,0.44,0,2.17,0.2,0.47,0.67,18.58,2.16,2.6,3.8,0.68,0.08,0.33,2.93,13.53,8.27,0,0.2,2.08,0.53,12.86,3,2.43,0.57,3.43,0.57,17.97,1.37,0,0.43,44.81,43.37,42.59,42.62,46.39,2.96,0.24,2.41,0.19,48.8,43.54,37.8,43.77,2.67,0.23,2.69,0.14,45.71,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,eriksson,joel eriksson ek,j,eriksson5400cj
lindholm8100ce,82.03,Elias Lindholm,8100,C,0,CGY,LA-CPetersen,15.94,20,11.9,0.7,2,3.2,1,1,7,0,-2.2,7,0,2,4,2.2,-320,6,70,0,15.4,1.9,55,9,22,86,17.5,60,13,13,15,0.52,0.47,0.99,19.77,3,2.71,3.41,0.8,0.19,0.57,3.29,14.73,11.31,11.39,0.13,0.11,2.69,0.48,0.66,0.73,0.01,0.02,0.38,0.33,0.21,0.01,2.54,0.73,0.4,1.13,19.22,3.53,2.6,3.53,0.74,0.28,0.73,3.33,14.73,12.47,0.2,0.13,2.38,0.47,14.57,2.86,2.14,0.71,2.86,0.14,18.82,2.3,0.14,0.14,48.5,50.42,42.56,40.17,47.84,2.84,0.22,2.7,0.23,52.53,43.8,42.8,52.13,2.8,0.29,2.4,0.22,54.14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,lindholm,elias lindholm,e,lindholm8100ce
