RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
lindholm8000ce,88.95,Elias Lindholm,8000,C,0,CGY,SEA-PGrubauer,17.35,21.7,13,2.31,2.2,21.6,1,1,19,0,0.6,25,0,3,3.9,2.3,-305,6,92,0,14,1.3,54,9,26,87,20.3,83,8,16,12,0.4,0.48,0.89,19.86,2.69,2.56,3,0.85,0.16,0.6,3.16,14.26,11.24,10.8,0.1,0.12,2.89,0.6,0.72,0.83,0.01,0.01,0.29,0.35,0.25,0.01,2.88,0.75,0.58,1.33,20.16,3.96,3.33,4.5,0.74,0.23,0.75,4.08,16.58,11.58,0.17,0,3.18,0.67,12.8,4.6,3.4,1.2,4.2,1.2,19.02,2.91,0.2,0,46.83,48.32,41.22,40.07,41.37,2.95,0.2,2.55,0.25,57.67,40.27,37.25,44.73,3,0.19,3.09,0.32,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,lindholm,elias lindholm,e,lindholm8000ce
matthews10000ca,85.82,Auston Matthews,10000,C,0,TOR,STL-VHusso,26.16,32.7,19.6,7.02,2.6,3.2,1,1,17,0,-1.6,20,0,2,4,2.8,-220,6.5,57,-139,20.1,3.7,51,13,19,92,26.4,90,10,10,10,0.69,0.53,1.22,21.19,3.46,4.48,5.41,0.83,0.15,0.86,5.34,17.27,13.2,13.29,0.2,0.16,3.23,0.97,1.15,0.84,0,0,0.49,0.37,0.21,0.01,3.58,0.73,1,1.73,19.86,5.23,4.36,6,0.73,0.17,0.64,5,17.55,12.73,0.27,0.27,3.1,1.09,16.4,6,5.2,0.8,7,2,18.95,2.88,0.4,0.2,45.73,47.67,44.84,42.71,40.35,2.8,0.25,2.79,0.22,48.91,44.5,42.27,38.75,2.82,0.39,3.63,0.17,50.33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,matthews,auston matthews,a,matthews10000ca
backlund4900cm,80.90,Mikael Backlund,4900,C,0,CGY,SEA-PGrubauer,13.34,16.7,10,4.66,2.7,6.4,2,2,11,0,-2.6,20,0,3,3.9,2.3,-305,6,92,0,9.6,2.2,46,23,32,86,13.6,41,25,41,12,0.15,0.36,0.51,17.75,1.72,2.68,3.17,0.84,0.06,0.32,3,13.51,10.74,10.33,0,0.09,1.68,0.31,0.38,0.82,0.01,0.01,0.14,0.26,0.43,0.01,2.76,0.25,0.5,0.75,17.07,2.64,4,5.17,0.77,0.06,0.08,4.08,17,8.67,0,0.17,1.71,0.33,13.8,3.4,3.4,0,4.4,1,17.27,1.87,0,0.4,46.83,48.32,41.22,40.07,41.37,2.95,0.2,2.55,0.25,57.67,40.27,37.25,44.73,3,0.19,3.09,0.32,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,backlund,mikael backlund,m,backlund4900cm
tavares7900cj,80.06,John Tavares,7900,C,0,TOR,STL-VHusso,16.8,21,12.6,1.97,2.1,9.6,2,1,10,0,-0.4,5,0,2,4,2.8,-220,6.5,57,-139,13.8,0.3,47,8,33,92,13.5,50,50,10,10,0.36,0.58,0.94,18.2,3.1,3.08,3.79,0.81,0.12,0.53,3.62,14.57,13.24,10.89,0.09,0.14,2.85,0.79,0.96,0.82,0,0,0.27,0.44,0.3,0.01,2.46,0.18,0.73,0.91,17.47,3.13,3.27,4.45,0.73,0.06,0.36,3.64,14.64,13.73,0.09,0.36,2.83,1.18,15.6,2.8,2.4,0.4,3.4,1.4,17.64,2.82,0,0.4,45.73,47.67,44.84,42.71,40.35,2.8,0.25,2.79,0.22,48.91,44.5,42.27,38.75,2.82,0.39,3.63,0.17,50.33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,tavares,john tavares,j,tavares7900cj
kopitar6600ca,77.01,Anze Kopitar,6600,C,0,LA,ARI-KVejmelka,14.02,17.6,10.5,1.86,2.1,26.1,1,1,8,0,2.6,94,2,1,3.3,2.4,-189,5.5,66,0,12.8,-1,39,5,35,91,14.7,55,22,0,9,0.25,0.57,0.82,21.03,2.34,2.45,2.91,0.84,0.1,0.73,3.18,13.94,12.12,10.66,0.07,0.23,3.26,0.57,0.7,0.81,0,0.01,0.19,0.33,0.15,0.01,3,0.22,0.78,1,20.39,2.94,3.22,3.78,0.85,0.07,0.33,3.56,13.11,8.78,0.11,0.22,3.12,0.67,13.5,3,3,0,3.5,1,21.34,4.62,0,0.5,46.95,45.41,44.82,42.26,39.05,2.95,0.17,3.08,0.25,49,47.91,36.33,39.09,3.22,0.14,2.91,0.28,45.67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,kopitar,anze kopitar,a,kopitar6600ca
kerfoot4600ca,74.52,Alexander Kerfoot,4600,C,0,TOR,STL-VHusso,10.01,12.6,7.4,1.95,2.2,22.4,2,0,1,0,-0.4,0,0,2,4,2.8,-220,6.5,57,-139,8.2,1.2,39,24,39,91,8.8,40,50,30,10,0.14,0.41,0.55,15.2,2.17,1.32,1.63,0.81,0.11,0.61,1.94,11.42,11.1,8.63,0,0.03,0.35,0.02,0.03,0.67,0.01,0.02,0.13,0.35,0.17,0.03,1.57,0.09,0.45,0.55,15.17,2.17,1.18,1.73,0.68,0.08,1.09,2.27,13,12.27,0,0.09,0.17,0,13.4,2.2,1.6,0.6,2,0,14.66,0,0,0,45.73,47.67,44.84,42.71,40.35,2.8,0.25,2.79,0.22,48.91,44.5,42.27,38.75,2.82,0.39,3.63,0.17,50.33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,kerfoot,alexander kerfoot,a,kerfoot4600ca
horvat5700cb,74.01,Bo Horvat,5700,C,0,VAN,ANA-JGibson,12.96,16.2,9.7,2.64,2.3,0,1,1,9,0,0.5,7,0,2,3.1,2.5,-157,5.5,85,0,11.4,0.4,44,10,32,84,9.4,18,27,9,11,0.3,0.3,0.61,20.35,1.8,2.61,3.1,0.84,0.12,0.73,3.34,14.49,15,10.9,0.11,0.09,3.22,0.6,0.72,0.84,0.01,0,0.18,0.22,0.5,0,3.13,0.14,0.29,0.43,20.97,1.23,2.57,3,0.86,0.06,0.71,3.29,14.43,15.14,0.14,0.14,3.3,0.57,14,3,2.5,0.5,3,0.75,21.27,3.96,0.25,0.25,43.39,43.52,44.87,47.48,42.24,2.91,0.19,2.9,0.22,44.45,44.2,47.91,34.7,3.09,0.18,3.2,0.25,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,horvat,bo horvat,b,horvat5700cb
danault5200cp,73.57,Phillip Danault,5200,C,0,LA,ARI-KVejmelka,10.63,13.5,7.8,1.34,2,12.8,2,2,5,0,0,85,2,1,3.3,2.4,-189,5.5,66,0,8.7,1.6,45,21,37,100,10.5,44,33,11,9,0.19,0.28,0.46,17.83,1.55,1.91,2.3,0.83,0.1,0.65,2.56,14.84,11.89,11.12,0,0.02,0.95,0.12,0.18,0.68,0,0,0.19,0.26,0.46,0.01,2.36,0.44,0.11,0.56,18.38,1.83,2,2.89,0.69,0.22,0.67,2.67,16.67,12.44,0,0,2.05,0.22,14.5,2.5,2.5,0,4.5,0,17.94,2.21,0,0,46.95,45.41,44.82,42.26,39.05,2.95,0.17,3.08,0.25,49,47.91,36.33,39.09,3.22,0.14,2.91,0.28,45.67,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,danault,phillip danault,p,danault5200cp
bergeron6700cp,72.31,Patrice Bergeron,6700,C,0,BOS,OTT-AForsberg,18.28,22.9,13.7,5.91,2.7,8,1,1,18,0,-3.7,98,0,2,3.2,2.4,-185,5.5,77,-154,14.2,0.5,45,8,31,100,7.2,25,58,0,12,0.34,0.44,0.78,18.37,2.55,3.59,4,0.9,0.09,0.68,4.27,15.5,8.51,12.4,0.08,0.17,3.14,0.81,1.03,0.78,0.02,0.02,0.23,0.25,0.44,0.01,3.47,0,0.44,0.44,18.72,1.41,3.44,4.56,0.76,0,0.22,3.67,15,7.44,0,0.44,2.91,0.44,17.5,4,4,0,5.5,2,17.35,2.52,0,0.5,47.77,46.29,48.31,40.06,42.9,2.84,0.27,3.06,0.2,43.5,47,40.5,47.2,2.58,0.29,3,0.13,43.57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,bergeron,patrice bergeron,p,bergeron6700cp
haula4600ce,70.64,Erik Haula,4600,C,0,BOS,OTT-AForsberg,8.78,11.1,6.5,0.72,1.9,1.6,3,2,4,0,-3.2,15,0,2,3.2,2.4,-185,5.5,77,-154,7.6,1.4,44,22,31,94,9,41,33,8,12,0.17,0.27,0.44,15.76,1.68,1.84,2.1,0.88,0.09,0.48,2.32,10.33,11.26,8.08,0.01,0.06,1.24,0.22,0.24,0.9,0.02,0,0.14,0.22,0.42,0.01,1.95,0.2,0.3,0.5,14.94,2.01,2,2.2,0.91,0.1,0.6,2.6,10.3,11.2,0,0.1,0.75,0.3,11.8,3.4,2.2,1.2,2.2,0.2,16.17,0.83,0,0,47.77,46.29,48.31,40.06,42.9,2.84,0.27,3.06,0.2,43.5,47,40.5,47.2,2.58,0.29,3,0.13,43.57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,haula,erik haula,e,haula4600ce
