RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
stamkos9800cs,95.48,Steven Stamkos,9800,C,0,TB,MTL-J.Allen,17.77,22.2,13.3,-0.96,1.8,19.7,2,1,20,0,1.5,3,0,2,3.8,2.4,-260,6,59,-225,18.2,2,73,35,21,97,18.6,75,25,25,12,0.53,0.66,1.19,18.93,3.77,3.17,4.2,0.76,0.17,0.64,3.81,12.78,12.53,9.59,0.18,0.28,4.08,1.34,1.8,0.74,0,0,0.35,0.38,0.66,0.03,3.14,0.62,0.69,1.31,19.24,4.08,2.69,4.23,0.64,0.23,0.92,3.62,11.69,13.77,0.15,0.23,3.84,0.92,11.33,5.17,3.5,1.67,4.83,1.83,19.27,4.32,0,0.33,44.92,43.84,45.67,42.99,41.04,3.4,0.27,3.57,0.22,47.85,41.77,44.23,41.92,3.15,0.34,3.92,0.2,40.17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,stamkos,steven stamkos,s,stamkos9800cs
thompson10300ct,94.55,Tage Thompson,10300,C,0,BUF,ARI-C.Ingram,19.94,24.9,14.9,0.18,1.9,38.6,1,1,20,0,0.2,21,0,2,3.8,2.9,-172,6.5,80,-172,18.9,4.9,76,47,20,82,27,76,53,23,13,0.66,0.56,1.22,18.37,3.98,3.77,5.04,0.75,0.17,0.32,4.09,13.63,12.29,10.4,0.24,0.16,3.07,1.08,1.42,0.76,0.04,0,0.38,0.39,0.65,0.03,4.12,0.92,0.92,1.85,19.73,5.63,4.77,6.08,0.78,0.19,0.31,5.08,16,12.77,0.46,0.38,3.81,1.67,16.17,5.33,4.83,0.5,6,2,19.66,4,0.83,0.5,46.31,42.48,49.88,43.3,37.29,3.17,0.26,3.41,0.23,43.75,47.57,43.5,34.79,3.67,0.41,4.21,0.29,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,thompson,tage thompson,t,thompson10300ct
scheifele7600cm,91.01,Mark Scheifele,7600,C,0,WPG,VAN-S.Martin,15.6,19.5,11.7,1.38,2.1,3.2,1,1,15,0,1.3,51,1,2,3.4,3.3,-120,6.5,84,104,16,2.7,62,35,28,80,14.3,50,35,50,14,0.54,0.53,1.07,21.07,3.05,2.58,3.62,0.71,0.21,0.55,3.14,16,15.89,12.14,0.14,0.14,3.5,0.65,0.99,0.66,0,0,0.41,0.39,0.58,0,2.9,0.53,0.4,0.93,21.09,2.65,2.8,4.33,0.65,0.19,0.4,3.2,17.13,15.2,0.2,0.07,3.37,0.93,17.38,3.25,2.75,0.5,4.63,1.63,20.98,4.14,0.38,0.13,46.96,44.11,47.25,46.75,44.21,3.07,0.23,2.85,0.25,45.69,47.83,44.13,42.92,3.06,0.27,2.58,0.26,42.4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,scheifele,mark scheifele,m,scheifele7600cm
point8500cb,90.41,Brayden Point,8500,C,0,TB,MTL-J.Allen,16.02,20.1,12,-0.04,1.9,1.6,1,1,12,0,1.8,21,0,2,3.8,2.4,-260,6,59,-225,14.6,0.2,62,25,25,97,19.3,75,50,25,12,0.44,0.48,0.92,19.59,2.82,2.83,3.88,0.73,0.16,0.42,3.25,13.79,13.05,10.31,0.17,0.18,3.92,0.95,1.17,0.81,0,0,0.27,0.3,0.36,0.01,3.52,0.77,0.38,1.15,19.59,3.52,3.38,4.54,0.75,0.23,0.15,3.54,15.92,12.85,0.23,0.23,3.34,0.75,14.67,4.17,4.17,0,5,1,18.22,3.75,0,0,44.92,43.84,45.67,42.99,41.04,3.4,0.27,3.57,0.22,47.85,41.77,44.23,41.92,3.15,0.34,3.92,0.2,40.17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,point,brayden point,b,point8500cb
hughes9700cj,88.84,Jack Hughes,9700,C,0,NJD,FLA-S.Bobrovsky,17.56,22,13.1,-0.96,1.8,12.8,1,1,17,0,-1.4,21,0,2,3.5,3.1,-137,6.5,72,-126,18.8,3,66,32,13,84,19,76,38,23,13,0.54,0.68,1.22,19.79,3.7,3.91,5.04,0.78,0.14,0.28,4.19,17.01,12.96,12.84,0.13,0.22,3.19,0.73,0.95,0.76,0,0,0.41,0.46,0.03,0.03,3.48,0.64,0.57,1.21,19.47,3.73,3.79,4.57,0.83,0.17,0.29,4.07,16.64,10.86,0.07,0.21,3.18,0.54,17.83,4,3.67,0.33,4.67,1.17,20.97,2.95,0.17,0.17,45.8,48.67,40.64,43.84,51.62,2.89,0.18,3.5,0.23,48.33,42.47,42.2,46.87,3,0.2,3.73,0.23,46.14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,hughes,jack hughes,j,hughes9700cj
dubois8100cp,88.75,Pierre-Luc Dubois,8100,C,0,WPG,VAN-S.Martin,15.04,18.8,11.2,-0.2,1.9,27.7,2,1,6,0,0.5,5,1,2,3.4,3.3,-120,6.5,84,104,13.2,1.2,65,30,33,80,16.4,78,35,21,14,0.34,0.45,0.79,18.78,2.52,2.85,4.14,0.69,0.12,0.45,3.3,13.49,13.83,10.35,0.16,0.1,3.38,0.93,1.15,0.8,0,0,0.18,0.35,1.29,0,2.51,0.47,0.73,1.2,18.23,3.95,2.27,3.43,0.66,0.21,0.53,2.8,11.93,13.13,0.13,0.27,3.29,1,12.75,2.88,2,0.88,3.14,1.13,18.23,4.02,0.13,0.25,46.96,44.11,47.25,46.75,44.21,3.07,0.23,2.85,0.25,45.69,47.83,44.13,42.92,3.06,0.27,2.58,0.26,42.4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,dubois,pierre-luc dubois,p,dubois8100cp
hischier8200cn,88.01,Nico Hischier,8200,C,0,NJD,FLA-S.Bobrovsky,15.5,19.4,11.6,0.05,1.9,6.4,2,1,6,0,-0.3,25,0,2,3.5,3.1,-137,6.5,72,-126,14.4,2.1,67,34,22,84,13.6,76,15,23,13,0.42,0.57,0.99,19.58,3.03,2.66,3.63,0.73,0.16,0.65,3.31,13.49,11.78,10.4,0.09,0.14,3.09,0.63,0.99,0.63,0,0.03,0.32,0.41,0.05,0.03,2.73,0.36,0.5,0.86,20.32,2.54,2.93,3.69,0.79,0.12,0.57,3.5,13.86,11.43,0.14,0.14,3.05,0.69,14.33,3.33,2.67,0.67,3.2,1.17,20.53,2.84,0.17,0,45.8,48.67,40.64,43.84,51.62,2.89,0.18,3.5,0.23,48.33,42.47,42.2,46.87,3,0.2,3.73,0.23,46.14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,hischier,nico hischier,n,hischier8200cn
kopitar7000ca,87.54,Anze Kopitar,7000,C,0,LA,SJ-J.Reimer,12.8,16.1,9.5,-0.18,1.8,3.2,1,1,8,0,-1.4,21,0,2,3.7,3,-156,6.5,69,-192,12.9,1,63,34,35,93,16.5,61,53,38,13,0.23,0.56,0.78,20.5,2.28,2.44,3.25,0.75,0.09,1.05,3.49,15,12.71,11.25,0.04,0.17,3.27,0.57,0.77,0.74,0,0.01,0.18,0.38,0.15,0.01,2.56,0.5,0.5,1,19.94,3.01,2.21,3.38,0.65,0.23,1.14,3.36,14.54,13,0.07,0.07,2.23,0.38,13.14,3.29,2.14,1.14,3.43,0.71,19.97,3.34,0,0.14,47.16,49.05,48.84,42.73,43.11,3.18,0.18,2.88,0.16,50.25,44.07,47.08,45.27,2.83,0.35,3.27,0.22,46.14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,kopitar,anze kopitar,a,kopitar7000ca
zibanejad9600cm,86.96,Mika Zibanejad,9600,C,0,NYR,PHI-C.Hart,16.22,20.3,12.1,-2.1,1.7,20.8,1,1,9,0,0.3,3,1,2,3.1,2.5,-165,5.5,82,-178,17.4,2,76,32,21,98,16.1,69,15,30,13,0.47,0.65,1.12,20.22,3.32,3.19,4.51,0.71,0.15,0.51,3.71,13.16,13.55,10.09,0.26,0.17,3.22,1.12,1.59,0.7,0.02,0.04,0.18,0.44,0.19,0,3.15,0.43,0.57,1,20.59,2.91,3.64,4.29,0.85,0.12,0.36,4,13.21,12.64,0.29,0.07,3.29,1.36,12.14,3.57,3.29,0.29,4,1.29,20.25,2.49,0.43,0.14,45.84,43.21,49.44,46.46,42.09,2.82,0.26,2.8,0.27,43.67,46.86,45.87,43.64,2.93,0.2,3,0.26,46.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,zibanejad,mika zibanejad,m,zibanejad9600cm
matthews10000ca,86.83,Auston Matthews,10000,C,0,TOR,WAS-C.Lindgren,19.89,24.9,14.9,0.75,2,26.4,1,0,4,0,-2.5,51,0,2,3.3,2.8,-145,6,76,-137,22.6,3.5,71,38,23,91,22,76,38,23,13,0.7,0.69,1.39,20.65,4.04,4.7,6.6,0.71,0.15,0.95,5.65,17.94,13.1,13.55,0.19,0.14,3.63,1.22,1.67,0.73,0,0,0.51,0.55,0.26,0.05,3.53,0.57,0.71,1.29,19.68,3.93,4.43,6,0.74,0.13,1.71,6.14,15.07,15.29,0.14,0.07,4.22,1.46,15.83,7,5.83,1.17,7.33,2.17,19.75,4.67,0.17,0,44.95,47.52,45.2,42.51,44.88,3.07,0.25,2.88,0.19,41.08,44.85,45,49.62,3.42,0.22,2.69,0.17,50.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,matthews,auston matthews,a,matthews10000ca
