RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,proj_actpts,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
mackinnon10200cn,94.01,Nathan MacKinnon,10200,C,0,COL,ARI-KVejmelka,21.76,27.2,16.3,2.21,2.1,40.5,1,1,27,0,2.8,15,2,1,4.5,2.2,-420,6.5,51,-335,18.5,2.7,54,10,23,97,27.2,50,0,12,8,0.44,0.99,1.43,20.83,4.12,4.4,4.99,0.88,0.1,0.54,4.94,17.98,12.2,12.86,0.15,0.37,3.93,1.37,1.59,0.86,0,0,0.29,0.62,0.57,0.06,4.52,0.38,1.13,1.5,22.84,3.94,6.25,8.38,0.75,0.06,1,7.25,19,15.13,0.13,0.5,4.6,1.5,20.57,7.57,6.86,0.71,8.86,2.29,22.34,4.36,0.14,0.43,47.68,49.63,44.17,39.17,38.89,3.54,0.32,3.1,0.25,48.29,44,41.14,37.14,3.57,0.28,4,0.14,36.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,mackinnon,nathan mackinnon,n,mackinnon10200cn
mcdavid10100cc,89.55,Connor McDavid,10100,C,0,EDM,OTT-MMurray,4.14,5.3,2.9,-15.21,0.4,11.2,1,1,23,0,-8.9,1,0,5,3.9,2.7,-215,6.5,50,-220,22.8,5,62,19,18,91,23,50,0,0,6,0.55,1.18,1.74,22.59,4.62,3.61,4.1,0.88,0.15,0.4,4.01,19.12,15.11,14.19,0.15,0.5,3.84,0.99,1.07,0.92,0,0,0.4,0.68,0.51,0.07,3.39,0.5,0.83,1.33,22.67,3.52,4.33,5.67,0.76,0.12,0.83,5.17,21.83,14.33,0,0.17,2.25,0.67,23,5.67,4.33,1.33,5,0.33,22.98,0.99,0,0,49.37,44.51,48.04,44.04,42.96,2.89,0.36,3.01,0.28,50.86,48.25,42.14,41,1.71,0.25,3.5,0.14,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,mcdavid,connor mcdavid,c,mcdavid10100cc
kadri10000cn,88.57,Nazem Kadri,10000,C,0,COL,ARI-KVejmelka,10.94,13.7,8.2,-8.2,1.1,16.8,2,1,18,0,0.8,0,2,1,4.5,2.2,-420,6.5,51,-335,12.5,1.9,41,12,38,97,20.6,50,0,0,8,0.27,0.65,0.92,17.19,3.21,3.12,3.6,0.87,0.09,0.28,3.4,14.08,10.63,10.08,0.09,0.19,3.11,0.73,0.94,0.78,0,0,0.18,0.46,0.9,0.01,3.5,0.25,1.13,1.38,20.17,4.1,4.25,6,0.71,0.06,0,4.25,14.88,9.63,0,0.38,4.48,1.13,15.43,4.14,4.14,0,5.86,1.86,19.85,4.23,0,0.29,47.68,49.63,44.17,39.17,38.89,3.54,0.32,3.1,0.25,48.29,44,41.14,37.14,3.57,0.28,4,0.14,36.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,kadri,nazem kadri,n,kadri10000cn
draisaitl9900cl,86.49,Leon Draisaitl,9900,C,0,EDM,OTT-MMurray,27.32,34.1,20.5,8.38,2.8,13.3,1,1,9,0,-8.9,1,0,5,3.9,2.7,-215,6.5,50,-220,20.3,3.7,54,17,25,91,16.8,33,0,0,6,0.65,0.85,1.49,22.88,3.91,3.32,3.88,0.86,0.19,0.19,3.52,16.48,15.47,12.32,0.32,0.27,3.87,1.4,1.6,0.88,0.02,0,0.3,0.58,0.47,0.04,2.77,0.43,0.71,1.14,22.85,2.99,2.43,3.43,0.71,0.18,0,2.43,17.57,15.86,0,0.29,2.25,0.43,19.5,2.75,2.75,0,3.75,0.75,23.36,1.21,0,0,49.37,44.51,48.04,44.04,42.96,2.89,0.36,3.01,0.28,50.86,48.25,42.14,41,1.71,0.25,3.5,0.14,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,draisaitl,leon draisaitl,l,draisaitl9900cl
carter6400cj,85.28,Jeff Carter,6400,C,0,PIT,SJ-AHill,1.89,2.5,1.3,-9.86,0.3,3.2,2,2,15,0,7.9,2,0,2,3.4,2.7,-160,6,51,-182,11.6,2.6,46,22,19,97,17.8,37,0,25,8,0.34,0.26,0.6,17.5,2.06,2.94,3.21,0.92,0.12,0.57,3.51,11.37,11.49,8.78,0.04,0.07,2.15,0.46,0.51,0.9,0,0,0.3,0.19,0.53,0.02,3.01,0.6,0.2,0.8,19.44,2.47,4.4,5.2,0.85,0.14,1.2,5.6,13,12.6,0,0,2.06,0.8,15.33,4.67,4,0.67,4.33,0.33,19.6,1.59,0,0,48.02,44.95,47.16,42.83,42.89,2.68,0.27,2.9,0.22,50.38,45.44,39.75,47.78,2.75,0.27,2.67,0.29,46.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,carter,jeff carter,j,carter6400cj
point8200cb,84.64,Brayden Point,8200,C,0,TB,DAL-AKhudobin,13.41,16.8,10,-2.04,1.6,20.5,1,1,9,0,6,7,0,2,3.6,2.1,-295,5.5,90,-189,13.4,0,46,11,34,102,19.6,63,9,18,11,0.49,0.44,0.92,18.88,2.92,2.37,2.72,0.87,0.2,0.3,2.67,13.33,12.02,10.34,0.14,0.19,3.42,0.61,0.67,0.91,0,0,0.34,0.25,0.3,0.03,2.94,0.78,0.56,1.33,19.3,4.13,3.44,5,0.69,0.23,0.11,3.56,13.44,11.56,0.11,0.22,3.96,1,14.29,3.29,3.14,0.14,4.57,0.86,18.78,3.71,0,0.29,44.14,42.14,42.26,39.49,44.76,3.01,0.29,2.75,0.26,43.73,42.43,36.18,42.57,3.36,0.24,3.14,0.32,43.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,point,brayden point,b,point8200cb
strome5800cr,83.21,Ryan Strome,5800,C,0,NYR,PHI-CHart,12.24,15.4,9.1,1.72,2.1,9.6,2,1,5,0,8.6,2,0,2,3.1,2.5,-157,5.5,82,-143,11.9,1.7,51,15,23,92,9.2,50,25,0,8,0.25,0.63,0.88,18.23,2.9,2.26,2.55,0.89,0.11,0.27,2.54,11.99,12.51,8.97,0.05,0.23,3.14,0.45,0.56,0.8,0,0.02,0.2,0.37,0.87,0.02,2.66,0.2,0.6,0.8,18.58,2.58,2.5,3.2,0.78,0.08,0.3,2.8,10.8,14.9,0,0.1,3.2,0.1,11.43,2.86,2.71,0.14,3.43,0.29,18.73,3.49,0,0,41.31,37.71,43.51,46.03,44.81,3.04,0.25,2.99,0.3,32.5,50.56,51.3,43.56,2.9,0.14,2.67,0.29,43.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,strome,ryan strome,r,strome5800cr
matthews10100ca,82.58,Auston Matthews,10100,C,0,TOR,STL-JBinnington,21.33,26.7,16,1.98,2.1,36.5,1,1,17,0,-4,10,0,3,3.3,2.4,-190,5.5,55,-111,20,4.2,52,14,18,96,18.9,40,20,0,5,0.73,0.47,1.2,21.43,3.36,4.37,5.16,0.85,0.17,0.91,5.28,16.8,13.5,12.96,0.2,0.13,3.26,0.94,1.1,0.86,0,0,0.53,0.33,0.22,0,3.65,0.8,0.2,1,22.29,2.69,4.4,6,0.73,0.18,0.4,4.8,16.6,11.6,0,0,2.74,1,16.6,4.8,4.4,0.4,6,1.2,22.29,2.74,0,0,45.05,46.58,44.3,43.19,41.03,2.78,0.27,2.73,0.28,47.6,41.88,40.4,38.88,2.6,0.23,3.13,0.12,38.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,matthews,auston matthews,a,matthews10100ca
crosby7800cs,82.21,Sidney Crosby,7800,C,0,PIT,SJ-AHill,2.72,3.5,1.9,-11.91,0.3,12.8,1,1,12,0,2.1,83,0,2,3.4,2.7,-160,6,51,-182,14.9,0,40,10,25,97,11.8,37,37,0,8,0.35,0.69,1.04,20.09,3.11,2.85,3.19,0.89,0.12,0.48,3.32,15.83,13.56,12.06,0.05,0.29,2.74,0.61,0.69,0.88,0.01,0,0.29,0.4,0.4,0.05,2.65,0.13,0.75,0.88,19.53,2.7,2,3.25,0.62,0.06,0.63,2.63,17.25,14.13,0,0.25,2.66,0.25,17.5,3,2.17,0.83,3.5,0.33,19.08,2.61,0,0.17,48.02,44.95,47.16,42.83,42.89,2.68,0.27,2.9,0.22,50.38,45.44,39.75,47.78,2.75,0.27,2.67,0.29,46.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,crosby,sidney crosby,s,crosby7800cs
rodrigues6400ce,81.20,Evan Rodrigues,6400,C,0,PIT,SJ-AHill,1,1.3,0.7,-10.75,0.2,0,1,1,22,0,2.1,25,0,2,3.4,2.7,-160,6,51,-182,9.8,2.8,37,25,31,96,19.3,62,37,50,8,0.3,0.32,0.62,15.77,2.36,2.6,3.19,0.81,0.12,0.37,2.97,13.35,10.35,10.15,0.11,0.03,1.72,0.52,0.64,0.81,0,0,0.19,0.3,0.08,0.01,3.14,0.75,0.25,1,19.81,3.03,3.88,5.25,0.74,0.19,1.13,5,16.38,13.5,0.38,0.13,2.72,1.25,16.5,4.33,3.5,0.83,5,1.17,19.11,2.7,0.33,0.17,48.02,44.95,47.16,42.83,42.89,2.68,0.27,2.9,0.22,50.38,45.44,39.75,47.78,2.75,0.27,2.67,0.29,46.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SJ,rodrigues,evan rodrigues,e,rodrigues6400ce
