RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona4000,35.74,Arizona,4000,ARI,@NE,,,6.2,13,-0.6,0.52,1.6,0.5,0,5.68,6,0.94,0,0,1,0,0.62,2.5,0,26,25,0.5,-1,51,62,0,0,0,0,0,0,0,0,0,0,0,0,1.61,6.43,0,0,0,0,0,0,0,0,0,48,0.6,0.02,2.8,-300,0,0,100,0,0,40,5.1,0,700,0,0,87,0.5,0.12,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5107,0.5098,0.0094,0.0381,7.01,10.13,50,2.92,0.1908,arizona,arizona,a,arizona4000,51892-12546:Arizona Cardinals,51892-12546,D,a,Arizona Cardinals,cardinals,5.7,10,4000,ARI@NE,ARI,NE,,,,Cardinals,Cardinals,arizona,arizona4000
atlanta3300,20.5,Atlanta,3300,ATL,LV,,,4.7,10.1,-0.7,1.27,1.4,3,28,3.43,-12,0.09,0,0,1,0,0.62,-5.9,0,24.8,28.3,-2,3.5,53,39,0,0,0,0,0,0,0,0,0,0,0,0,2.17,5.34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,100,0.5,0,20,5.1,0.8,-300,0,0,75,0.56,0.25,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5119,0.5045,0.0132,0.0486,7.92,9.14,6.31,3.83,0.2422,atlanta,atlanta,a,atlanta3300,51892-12525:Atlanta Falcons,51892-12525,D,a,Atlanta Falcons,falcons,3,10,3300,LV@ATL,ATL,LV,,,,Falcons,Falcons,atlanta,atlanta3300
buffalo4100,45.13,Buffalo,4100,BUF,LAC,,,6.7,13.6,-0.2,0.7,1.6,0.5,6,6,9,0.98,0,0,3,0,0.34,-0.2,0,27.8,23.3,-0.5,-4.5,51,58,0,0,0,0,0,0,0,0,0,0,0,0,2.8,7.31,0,0,0,0,0,0,0,0,0,50,0.57,0,7.7,-400,0,0,100,0.66,0,30,80,0.4,-600,0,0,100,0.56,0,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.5118,0.5744,0.0153,0.0433,7.19,10.71,5.5,3.67,0.2067,buffalo,buffalo,b,buffalo4100,51892-12526:Buffalo Bills,51892-12526,D,b,Buffalo Bills,bills,5.6,10,4100,LAC@BUF,BUF,LAC,,,,Bills,Bills,buffalo,buffalo4100
carolina3500,31.2,Carolina,3500,CAR,@MIN,,,5.5,12,0,1.43,1.6,0.5,17,4.07,-3,0.51,0,0,1,0,0.8,2.2,0,23.5,26.5,0,3,50,41,0,0,0,0,0,0,0,0,0,0,0,0,1.09,4.92,0,0,0,0,0,0,0,0,0,0,0,0,6.7,400,0,0,100,0.33,0,30,3.3,-1.1,100,0,0,75,0.18,0.25,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5082,0.5372,0.0061,0.0494,7.17,12,5.4,3.46,0.2222,carolina,carolina,c,carolina3500,51892-12553:Carolina Panthers,51892-12553,D,c,Carolina Panthers,panthers,4.636363636,11,3500,CAR@MIN,CAR,MIN,,,,Panthers,Panthers,carolina,carolina3500
cincinnati3800,30.44,Cincinnati,3800,CIN,NYG,,,6.1,12.8,-0.6,1.07,1.6,3,9,5.03,-3,0.51,0,0,1,0,0.42,-0.9,0,19.3,25.8,0,6.5,45,34,0,0,0,0,0,0,0,0,0,0,0,0,2.82,5.27,0,0,0,0,0,0,0,0,0,53,0.62,0,1.7,500,0,0,66,0.33,0.33,30,3.6,-0.7,200,0,0,73,0.4,0.26,15,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4689,0.5124,0.0161,0.046,7.23,10,4.79,2.69,0.25,cincinnati,cincinnati,c,cincinnati3800,51892-12528:Cincinnati Bengals,51892-12528,D,c,Cincinnati Bengals,bengals,2.3,10,3800,NYG@CIN,CIN,NYG,,,,Bengals,Bengals,cincinnati,cincinnati3800
cleveland4900,49.34,Cleveland,4900,CLE,@JAX,,,7.8,16.1,-0.5,-0.77,1.6,10.5,0,8.57,-2,0.57,0,0,2,0,0.1,1.2,0,28,20.5,1.5,-7.5,48.5,62,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5.97,0,0,0,0,0,0,0,0,0,70,0.82,0.06,9.7,500,0,0,100,0.33,0,30,60,-0.5,1900,0,0,80,0.4,0.2,15,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.5299,0.5626,0.0137,0.0501,7.35,12.6,6.53,3.73,0.2063,cleveland,cleveland,c,cleveland4900,51892-12529:Cleveland Browns,51892-12529,D,c,Cleveland Browns,browns,7.4,10,4900,CLE@JAC,CLE,JAC,,,,Browns,Browns,cleveland,cleveland4900
denver3800,28.95,Denver,3800,DEN,NO,,,5.7,12.2,-0.8,0.67,1.5,6.5,4,5.03,-10,0.15,0,0,2,0,0.19,-1.9,0,9.8,26.8,-10.7,17,36.5,36,0,0,0,0,0,0,0,0,0,0,0,0,2.03,7.92,0,0,0,0,0,0,0,0,0,37,0.4,0.02,4,-100,0,0,75,0.5,0.25,40,6.1,-0.3,-700,0,0,93,0.43,0.06,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.4733,0.4987,0.0118,0.0372,7.04,10.27,5.43,2.54,0.1494,denver,denver,d,denver3800,51892-12531:Denver Broncos,51892-12531,D,d,Denver Broncos,broncos,5.4,10,3800,NO@DEN,DEN,NO,,,,Broncos,Broncos,denver,denver3800
indianapolis4700,22.34,Indianapolis,4700,IND,TEN,,,6.1,12.8,-0.6,-1.83,1.3,3,-3,7.93,-5,0.4,0,0,1,0,0.14,-1.5,0,27.3,24.3,0.8,-3,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,3.74,7.28,0,0,0,0,0,0,0,0,0,0,0,0,9.6,-100,0,0,100,0.8,0,50,9.2,1.8,1000,0,0,83,0.61,0.16,18,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5295,0.4588,0.0213,0.0458,7.35,8.27,4.21,2.82,0.2419,indianapolis,indianapolis,i,indianapolis4700,51892-12535:Indianapolis Colts,51892-12535,D,i,Indianapolis Colts,colts,10.5,10,4700,TEN@IND,IND,TEN,,,,Colts,Colts,indianapolis,indianapolis4700
jacksonville3400,19.75,Jacksonville,3400,JAX,CLE,,,4.5,9.7,-0.7,0.75,1.3,0.5,4,3.75,-7,0.29,0,0,1,0,0.34,0.9,0,20.5,28,0.5,7.5,48.5,38,0,0,0,0,0,0,0,0,0,0,0,0,1.95,4.28,0,0,0,0,0,0,0,0,0,70,0.82,0.06,5.7,-100,0,0,100,0.33,0,30,3.9,-1.1,-100,0,0,75,0.37,0.25,16,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.5272,0.491,0.0105,0.051,8.34,9.27,4.36,3.08,0.2374,jacksonville,jacksonville,j,jacksonville3400,51892-12554:Jacksonville Jaguars,51892-12554,D,j,Jacksonville Jaguars,jaguars,3.5,10,3400,CLE@JAC,JAC,CLE,,,,Jaguars,Jaguars,jacksonville,jacksonville3400
kansas city4400,29.46,Kansas City,4400,KC,@TB,,,6.5,13.2,-0.2,-0.46,1.5,6.5,5,6.96,-3,0.51,0,0,1,0,0.14,-1.7,0,29.8,26.3,1.3,-3.5,56,59,0,0,0,0,0,0,0,0,0,0,0,0,3.04,6.08,0,0,0,0,0,0,0,0,0,75,0.64,0,3.7,-600,0,0,33,0,0.66,30,8.6,1.3,200,0,0,84,0.52,0.15,19,D,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.4658,0.539,0.0174,0.0358,6.43,7.67,4.29,2.77,0.2348,city,kansas city,k,kansas city4400,51892-12536:Kansas City Chiefs,51892-12536,D,k,Kansas City Chiefs,chiefs,7.6,10,4400,KC@TB,KC,TB,,,,City,City,kansas city,kansas city4400
