,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
hockenson5400tet,95.65,TJ Hockenson,5400,DET,NO,,,9.1,12.4,5.8,3.23,1.7,18.5,5.87,9.9,-3,10,0.93,0.7,7,0,0.7,7.2,44,24.3,27.3,-1.5,3,51.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.2,0,0,0,9.9,100,1.85,0.21,100,0.33,0,30,5.3,-0.5,100,1.04,0.12,58,0.05,0.17,17,TE,420,0,0,0,0,5,3,33,16,10.9,0.1,6.4,0.2,0,0.146,0.048,0.118,0,0,0,0,0,0,0,0,0,0,hockenson,tj hockenson,t,hockenson5400tet,50456-71706:T.J. Hockenson,50456-71706,TE,t,T.J. Hockenson,hockenson,9.866666794,3,5400,NO@DET,DET,NO,,,,ryland,ryland,t.j.,hockenson5400tet
hodge4500wrk,67.3,Khadarel Hodge,4500,CLE,@DAL,,,4.73,7,2.5,0.54,1.1,0.5,4.19,0,-33,0,0,0.27,1,0,0.44,2.8,19,26.5,30,0.7,3.5,56.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,2.8,-200,1.38,0.08,75,0,0,40,1.2,0.1,-100,0.9,0.06,37,0,0.56,16,WR,420,0,0,0,0,1,0,10,9,18.1,0,4.8,0,0,0.043,0,0.047,0,0,0,0,0,0,0,0,0,0,hodge,khadarel hodge,k,hodge4500wrk,50456-85306:KhaDarel Hodge,50456-85306,WR,k,KhaDarel Hodge,hodge,2.199999968,3,4500,CLE@DAL,CLE,DAL,,,,ryland,ryland,khadarel,hodge4500wrk
homer5200rbt,63.95,Travis Homer,5200,SEA,@MIA,,,5.79,8.4,3.2,-0.89,1.1,0.5,6.68,7.3,-27,1.3,1,0.17,6,0,0.48,2.2,20,29.8,25.3,-0.5,-4.5,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,5,0,0.48,0.43,0.21,0.07,86,0.72,0.07,1.8,600,0.48,0.15,100,0,0,30,2.2,-0.8,600,0.32,0.11,43,0.12,0.56,16,RB,420,0,0.171,0.313,4,2,2,10,4,4.6,0,3.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,homer,travis homer,t,homer5200rbt,50456-71444:Travis Homer,50456-71444,RB,t,Travis Homer,homer,1.76666673,3,5200,SEA@MIA,SEA,MIA,,,,ryland,ryland,travis,homer5200rbt
hooper5100tea,89.5,Austin Hooper,5100,CLE,@DAL,,,7.18,9.8,4.5,2.01,1.4,0.5,5.17,11.9,5,1.8,1,0.98,5,0,0.67,0.5,56,26.5,30,0.7,3.5,56.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0.2,0,0,0,3.2,-600,0.97,0.06,33,0,0.66,30,6.7,0.7,-600,1.09,0.12,50,0.18,0.5,16,TE,420,0,0,0,0,6,4,45,17,10,0.3,7.3,0.267,0,0.172,0.182,0.162,0,0,0,0,0,0,0,0,0,0,hooper,austin hooper,a,hooper5100tea,50456-40126:Austin Hooper,50456-40126,TE,a,Austin Hooper,hooper,3.23333327,3,5100,CLE@DAL,CLE,DAL,,,,ryland,ryland,austin,hooper5100tea
hopkins8700wrd,71.45,DeAndre Hopkins,8700,ARI,@CAR,,,14.09,19,9.1,0.32,1.6,6.5,13.77,7.6,13,7.3,0.95,0.97,7,0,0.96,0.9,68,27.8,24.8,0.3,-3,52.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.6,0.27,67,0.47,0,19.2,900,1.56,0.27,100,0.33,0,30,14.8,1.5,900,1.24,0.22,80,0.25,0.2,20,WR,420,0,0,0,0,10,8,90,26,11.3,0.4,8.2,0.167,0,0.325,0.24,0.341,0,0,0,0,0,0,0,0,0,0,hopkins,deandre hopkins,d,hopkins8700wrd,50456-16606:DeAndre Hopkins,50456-16606,WR,d,DeAndre Hopkins,hopkins,19.19999949,3,8700,ARI@CAR,ARI,CAR,Q,Ankle,,ryland,ryland,deandre,hopkins8700wrd
houston3700,40.97,Houston,3700,HOU,MIN,,,6.3,13.1,-0.5,1.59,1.7,6.5,4.71,2,-7,0,0,0.3,2,0,0.45,3.6,0,28,24.5,0.5,-3.5,52.5,58,0,0,0,0,0,0,0,0,0,0,0,0,2.11,4.99,0,0,0,0,0,0,0,0,0,0,0,0,1.7,700,0,0,66,0,0.33,30,5.5,-1,700,0,0,81,0.4,0.18,22,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5029,0.4752,0.0117,0.0508,7.67,10.4,4.71,3.75,0.2244,houston,houston,h,houston3700,50456-12556:Houston Texans,50456-12556,D,h,Houston Texans,texans,1.666666667,3,3700,MIN@HOU,HOU,MIN,,,,Texans,Texans,houston,houston3700
howard4800teo,81.2,OJ Howard,4800,TB,LAC,,,5.4,7.5,3.3,0.93,1.1,3,4.47,12.5,-10,0,0,0.45,2,0,0.57,0.9,55,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.86,0.52,6.5,100,0,0,100,0.66,0,30,4.8,-0.2,100,1.17,0.09,62,0.25,0.37,16,TE,420,0,0,0,0,4,2,32,17,13.7,0.1,6.4,0,0,0.105,0.05,0.099,0,0,0,0,0,0,0,0,0,0,howard,oj howard,o,howard4800teo,50456-39286:O.J. Howard,50456-39286,TE,o,O.J. Howard,howard,6.53333346,3,4800,LAC@TB,TB,LAC,,,,ryland,ryland,o.j.,howard4800teo
howard5000rbj,49.25,Jordan Howard,5000,MIA,SEA,,,3.56,5.1,2,-2.62,0.7,0.5,6.18,0.4,-28,0,0,0.16,2,0,0.58,-3.1,23,25.3,29.8,1.5,4.5,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,3.7,0.7,0.463,1.27,0.93,0.87,86,0.72,0.07,6.4,-500,1.2,0.91,100,0,0,30,4.6,-1.3,-500,0.41,0.2,50,0.11,0.5,18,RB,420,0.5,0.315,0.342,10,0,0,2,2,5.5,0,1.9,0.316,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,howard,jordan howard,j,howard5000rbj,50456-42142:Jordan Howard,50456-42142,RB,j,Jordan Howard,howard,6.400000254,3,5000,SEA@MIA,MIA,SEA,,,,ryland,ryland,jordan,howard5000rbj
hunt5900rbk,92.45,Kareem Hunt,5900,CLE,@DAL,,,12.33,15.9,8.7,3.9,2.1,0.5,8.43,19.1,1,1.6,1,0.87,6,0,0.99,-2,36,26.5,30,0.7,3.5,56.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,4.7,0.3,0.573,1.4,0.67,0.27,0,0,0,15.5,100,0.93,0.55,100,1,0,30,11.5,2.3,100,0.93,0.32,75,0.43,0,16,RB,420,0.273,0.265,0.557,7,5,4,29,14,7.3,0.3,7.6,0.188,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,hunt,kareem hunt,k,hunt5900rbk,50456-45229:Kareem Hunt,50456-45229,RB,k,Kareem Hunt,hunt,15.53333282,3,5900,CLE@DAL,CLE,DAL,Q,Groin,,ryland,ryland,kareem,hunt5900rbk
indianapolis4900,42.86,Indianapolis,4900,IND,@CHI,,,7.5,15.7,-0.7,-1.07,1.5,3,8.57,7,4,0,0,0.89,1,0,0.16,0.4,0,23.5,20,0,-3.5,43.5,46,0,0,0,0,0,0,0,0,0,0,0,0,3.73,8.04,0,0,0,0,0,0,0,0,0,52,0.61,0.1,15,1200,0,0,100,0.66,0,30,8.6,1.2,1200,0,0,83,0.61,0.16,18,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4941,0.427,0.022,0.0381,7.26,8.13,4.58,2.67,0.1721,indianapolis,indianapolis,i,indianapolis4900,50456-12535:Indianapolis Colts,50456-12535,D,i,Indianapolis Colts,colts,15,3,4900,IND@CHI,IND,CHI,,,,Colts,Colts,indianapolis,indianapolis4900
ingram6500rbm,67.6,Mark Ingram,6500,BAL,@WAS,,,9.28,12.7,5.9,-0.64,1.4,0.5,9.92,10.2,-3,0,0,0.72,5,0,0.61,1,30,29.8,15.3,-0.2,-14.5,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,4.6,0.4,0.572,2.67,1.33,0.73,66,0.47,0.01,6.9,-500,0.69,0.31,33,0.33,0.66,30,11.6,-0.1,-500,0.81,0.39,55,0.27,0.44,18,RB,420,0.353,0.293,0.458,12,1,1,14,10,9.9,0.4,7.3,0.156,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,ingram,mark ingram,m,ingram6500rbm,50456-14211:Mark Ingram II,50456-14211,RB,m,Mark Ingram II,ingram,6.866666794,3,6500,BAL@WAS,BAL,WAS,,,,ryland,ryland,mark,ingram6500rbm
inman5000wrd,75.15,Dontrelle Inman,5000,WAS,BAL,,,6.5,9.1,3.9,1.17,1.3,0.5,5.33,4.9,-17,0.2,1,0.48,1,0,0.44,1.3,30,15.3,29.8,-1.7,14.5,45,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,66,0.47,0.01,7.7,500,1.44,0.18,100,0.33,0,30,5.3,1.7,500,1.33,0.18,66,0.16,0.16,60,WR,420,0,0,0,0,4,1,20,14,11.4,0.3,6.4,1,0,0.133,0.5,0.117,0,0,0,0,0,0,0,0,0,0,inman,dontrelle inman,d,inman5000wrd,50456-14645:Dontrelle Inman,50456-14645,WR,d,Dontrelle Inman,inman,7.700000127,3,5000,BAL@WAS,WAS,BAL,,,,ryland,ryland,dontrelle,inman5000wrd
isabella5000wra,76.3,Andy Isabella,5000,ARI,@CAR,,,6.54,9.6,3.5,1.21,1.3,0.5,5.33,1.3,-13,2,0.71,0.55,3,0,0.92,0.9,13,27.8,24.8,0.3,-3,52.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0.13,67,0.47,0,12.9,400,5.54,0.72,66,0.66,0,30,40,-1.1,400,2.62,0.31,33,0.26,0.6,15,WR,420,0,0,0,0,1,1,20,16,20.2,0.2,10.7,0.667,0,0.04,0.15,0.086,0,0,0,0,0,0,0,0,0,0,isabella,andy isabella,a,isabella5000wra,50456-63419:Andy Isabella,50456-63419,WR,a,Andy Isabella,isabella,12.89999962,2,5000,ARI@CAR,ARI,CAR,,,,ryland,ryland,andy,isabella5000wra
jackson4800rbj,43.65,Justin Jackson,4800,LAC,@TB,,,2.39,3.3,1.5,-3.29,0.5,0.5,5.68,3.1,-33,0,0,0.1,1,0,0.61,0,8,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4.8,0,0.692,0.13,0,0,76,0.86,0.52,0.4,300,0.2,0.04,0,0,0.33,30,0.7,-0.3,300,0.21,0.08,13,0,0.73,15,RB,420,0,0.091,0.128,2,0,0,1,2,30,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,justin jackson,j,jackson4800rbj,50456-55165:Justin Jackson,50456-55165,RB,j,Justin Jackson,jackson,0.400000006,1,4800,LAC@TB,LAC,TB,,,,ryland,ryland,justin,jackson4800rbj
jackson9600qbl,96.6,Lamar Jackson,9600,BAL,@WAS,,,24.14,39.4,8.8,3.84,2.5,10.5,20.3,26.02,1,3.3,0.92,0.84,1,0,0.6,3.9,62,29.8,15.3,-0.2,-14.5,45,77,16,24,185,67,7.5,8.11,2.2,37,14.5,41.6,40.1,9.2,1.3,6.3,12,24,82,6.7,0.4,0.547,6.2,2.53,1.13,66,0.47,0.01,21.7,300,0.55,0.37,100,0.5,0,40,25.9,7.4,300,0.67,0.42,95,0.75,0.05,20,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,lamar jackson,l,jackson9600qbl,50456-63115:Lamar Jackson,50456-63115,QB,l,Lamar Jackson,jackson,19.74666723,3,9600,BAL@WAS,BAL,WAS,,,,ryland,ryland,lamar,jackson9600qbl
jacksonville3700,39.51,Jacksonville,3700,JAX,@CIN,,,6.5,13.3,-0.3,1.79,1.8,0.5,4.71,2,4,0,0,0.89,1,0,0.78,0.7,0,24.5,25.5,4,1,50,45,0,0,0,0,0,0,0,0,0,0,0,0,2.36,7.94,0,0,0,0,0,0,0,0,0,63,0.59,0.28,1.5,200,0,0,25,0.25,0.75,40,5.5,-1.2,200,0,0,68,0.56,0.31,16,DEF,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5386,0.507,0.0124,0.0536,7.95,9.27,4.87,3.36,0.259,jacksonville,jacksonville,j,jacksonville3700,50456-12554:Jacksonville Jaguars,50456-12554,D,j,Jacksonville Jaguars,jaguars,2,3,3700,JAC@CIN,JAC,CIN,,,,Jaguars,Jaguars,jacksonville,jacksonville3700
jacobs8000rbj,85.05,Josh Jacobs,8000,LV,BUF,,,15.35,20.7,10,1.69,1.9,10.5,13.66,8.8,2,1.8,0.86,0.9,7,0,0.48,-0.5,39,25,28,1.7,3,53,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,91,4.4,0.7,0.492,3.13,1.73,0.8,0,0,0,16.4,-200,0.61,0.37,75,0.25,0.25,40,12.6,1.9,-200,0.54,0.32,64,0.35,0.35,17,RB,420,0.727,0.744,0.604,20,2,2,15,8,6.8,0,40,0.182,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,jacobs,josh jacobs,j,jacobs8000rbj,50456-72731:Josh Jacobs,50456-72731,RB,j,Josh Jacobs,jacobs,17.90000025,3,8000,BUF@LV,LV,BUF,,,,ryland,ryland,josh,jacobs8000rbj
james4600tej,58.8,Jesse James,4600,DET,NO,,,2.53,3.8,1.2,-1.47,0.5,0.5,4,3.6,-22,0,0,0.16,2,0,0.07,7.2,30,24.3,27.3,-1.5,3,51.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.2,0.07,0,0,0,10.3,200,7.74,0.3,33,0.33,0,30,20,-0.7,200,1.22,0.07,40,0.06,0.33,15,TE,420,0,0,0,0,1,0,8,6,8.9,0.1,4.1,0.25,0,0.046,0.042,0.032,0,0,0,0,0,0,0,0,0,0,james,jesse james,j,james4600tej,50456-28694:Jesse James,50456-28694,TE,j,Jesse James,james,10.30000019,1,4600,NO@DET,DET,NO,,,,ryland,ryland,jesse,james4600tej
jefferson4700wrv,62.05,Van Jefferson,4700,LA,NYG,,,4.62,6.9,2.4,-0.02,1,0.5,4.64,0,-31,0,0,0.29,0,0,0.07,1.6,22,31.8,18.3,1.5,-13.5,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,5,100,1.5,0.23,66,0.33,0,30,50,0.3,100,1.5,0.23,66,0.33,0,30,WR,420,0,0,0,0,3,1,25,17,15.2,0,0,0,0,0.106,0,0.088,0,0,0,0,0,0,0,0,0,0,jefferson,van jefferson,v,jefferson4700wrv,50456-64581:Van Jefferson Jr.,50456-64581,WR,v,Van Jefferson Jr.,jefferson,3.333333333,3,4700,NYG@LAR,LAR,NYG,,,,ryland,ryland,van,jefferson4700wrv
jefferson5400wrj,94.7,Justin Jefferson,5400,MIN,@HOU,,,10.05,14,6.1,3.81,1.9,10.5,6.24,12.3,-16,5.1,0.84,0.5,4,0,0.96,-1.5,38,24.5,28,0.5,3.5,52.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,12.2,400,2.43,0.32,100,0.33,0,30,12.2,70,400,2.43,0.32,100,0.33,0,30,WR,420,0,0,0,0,5,4,81,36,20.4,0.3,0,0,0,0.205,0.2,0.393,0,0,0,0,0,0,0,0,0,0,jefferson,justin jefferson,j,jefferson5400wrj,50456-85671:Justin Jefferson,50456-85671,WR,j,Justin Jefferson,jefferson,12.16666667,3,5400,MIN@HOU,MIN,HOU,,,,ryland,ryland,justin,jefferson5400wrj
johnson4500wrk,46.3,KeeSean Johnson,4500,ARI,@CAR,,,2.25,3.4,1.1,-1.94,0.5,0.5,4.19,0,-48,0.2,1,0.12,2,0,0.35,0.9,37,27.8,24.8,0.3,-3,52.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0.07,67,0.47,0,3.4,-300,0.49,0.07,33,0,0,30,2.1,-0.5,-300,0.48,0.06,31,0.12,0.56,16,WR,420,0,0,0,0,4,1,14,8,8.5,0.1,3.9,0.25,0,0.137,0.083,0.06,0,0,0,0,0,0,0,0,0,0,johnson,keesean johnson,k,johnson4500wrk,50456-57208:KeeSean Johnson,50456-57208,WR,k,KeeSean Johnson,johnson,3.400000095,1,4500,ARI@CAR,ARI,CAR,,,,ryland,ryland,keesean,johnson4500wrk
johnson4500wrt,48.3,Tyler Johnson,4500,TB,LAC,,,2.46,3.7,1.2,-1.73,0.5,0.5,4.19,0,-45,0,0,0.14,0,0,0.44,-1.2,21,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.86,0.52,0,-100,0,0,0,0,0,30,0,0,-100,0,0,0,0,0,30,WR,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,tyler johnson,t,johnson4500wrt,50456-68712:Tyler Johnson,50456-68712,WR,t,Tyler Johnson,johnson,,,4500,LAC@TB,TB,LAC,,,,ryland,ryland,tyler,johnson4500wrt
johnson4500wrt,48.3,Tyler Johnson,4500,TB,LAC,,,2.46,3.7,1.2,-1.73,0.5,0.5,4.19,0,-45,0,0,0.14,0,0,0.44,-1.2,21,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.86,0.52,0,-100,0,0,0,0,0,30,0,0,-100,0,0,0,0,0,30,WR,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,tyler johnson,t,johnson4500wrt,50456-60705:Tyron Johnson,50456-60705,WR,t,Tyron Johnson,johnson,,,4500,LAC@TB,LAC,TB,,,,ryland,ryland,tyron,johnson4500wrt
johnson4600wrb,51.75,Bisi Johnson,4600,MIN,@HOU,,,3.16,4.7,1.6,-1.26,0.7,0.5,4.42,0,-40,0,0,0.19,2,0,0.35,-1.5,37,24.5,28,0.5,3.5,52.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.38,0.19,0,0,0,5,-300,2.15,0.19,66,0.33,0,30,4.4,-1.3,-300,1.34,0.12,61,0.16,0.33,18,WR,420,0,0,0,0,3,2,22,13,10.9,0.2,8.1,0.429,0,0.113,0.107,0.094,0,0,0,0,0,0,0,0,0,0,johnson,bisi johnson,b,johnson4600wrb,50456-61631:Bisi Johnson,50456-61631,WR,b,Bisi Johnson,johnson,5,2,4600,MIN@HOU,MIN,HOU,,,,ryland,ryland,bisi,johnson4600wrb
johnson4700rbd,50.2,Duke Johnson,4700,HOU,MIN,,,3.02,4.1,1.9,-2.41,0.6,0.5,5.43,6,-31,0.2,0,0.12,6,0,0.64,0.2,31,28,24.5,0.5,-3.5,52.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,4.3,0.2,0.492,1.13,0.47,0.13,0,0,0,1.4,-700,0.23,0.1,0,0,0.33,30,7.3,-0.2,-700,0.81,0.23,70,0.25,0.2,20,RB,420,0.133,0.169,0.452,5,3,2,25,11,9.3,0.2,6.5,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,duke johnson,d,johnson4700rbd,50456-25837:Duke Johnson,50456-25837,RB,d,Duke Johnson,johnson,1.399999976,1,4700,MIN@HOU,HOU,MIN,,,,ryland,ryland,duke,johnson4700rbd
johnson5100rbk,61.95,Kerryon Johnson,5100,DET,NO,,,5.3,7.7,2.9,-1.13,1,0.5,6.43,1.7,-17,0,0,0.35,2,0,0.52,-3.4,22,24.3,27.3,-1.5,3,51.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,3.8,0.4,0.561,1,0.6,0.47,0,0,0,4.7,-500,0.7,0.25,66,0,0.33,30,80,-0.4,-500,0.86,0.36,41,0.11,0.11,17,RB,420,0.75,0.297,0.357,8,1,0,6,5,10.5,0,20,0.214,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,kerryon johnson,k,johnson5100rbk,50456-63806:Kerryon Johnson,50456-63806,RB,k,Kerryon Johnson,johnson,4.700000127,3,5100,NO@DET,DET,NO,,,,ryland,ryland,kerryon,johnson5100rbk
johnson6700rbd,92.5,David Johnson,6700,HOU,MIN,,,13.97,18.1,9.9,3.55,2.1,6.5,10.42,10.2,0,4.2,0.85,0.84,5,0,0.52,0.2,30,28,24.5,0.5,-3.5,52.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,3.7,0.3,0.378,1.13,0.47,0.33,0,0,0,12,400,0.78,0.24,66,0.33,0.33,30,60,-2.4,400,0.64,0.2,31,0.25,0.62,16,RB,420,0.176,0.197,0.473,6,2,1,21,11,11.8,0.2,6.1,0.25,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,david johnson,d,johnson6700rbd,50456-62497:David Johnson,50456-62497,RB,d,David Johnson,johnson,12,3,6700,MIN@HOU,HOU,MIN,,,,ryland,ryland,david,johnson6700rbd
jones4500wrz,69,Zay Jones,4500,LV,BUF,,,4.83,7,2.7,0.64,1.1,0.5,4.19,5.2,-30,0,0,0.3,1,0,0.35,2.3,37,25,28,1.7,3,53,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0.13,0,0,0,6.4,-100,4.77,0.35,50,0.25,0,40,2.7,-1.9,-100,1.18,0.07,62,0.06,0.25,16,WR,420,0,0,0,0,2,1,13,8,8.1,0.1,5.2,0.25,0,0.072,0.048,0.053,0,0,0,0,0,0,0,0,0,0,jones,zay jones,z,jones4500wrz,50456-41305:Zay Jones,50456-41305,WR,z,Zay Jones,jones,6.349999905,2,4500,BUF@LV,LV,BUF,,,,ryland,ryland,zay,jones4500wrz
jones5600rbr,95.45,Ronald Jones,5600,TB,LAC,,,13.05,16.9,9.2,5.37,2.3,14.5,7.68,15.8,-11,1.6,0.83,0.48,7,0,0.58,-1.9,28,25,17.5,-1,-7.5,42.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,4,0.4,0.44,1.47,0.73,0.33,76,0.86,0.52,9.1,-100,0.59,0.31,100,0.33,0,30,9.9,1.3,-100,0.72,0.35,87,0.37,0.12,16,RB,420,0.375,0.47,0.398,10,3,2,18,10,8.2,0,5.1,0.333,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,ronald jones,r,jones5600rbr,50456-63591:Ronald Jones II,50456-63591,RB,r,Ronald Jones II,jones,9.066666921,3,5600,LAC@TB,TB,LAC,,,,ryland,ryland,ronald,jones5600rbr
jones6000wrm,83.2,Marvin Jones,6000,DET,NO,,,9.39,13.2,5.6,1.78,1.6,3,7.61,1.4,-10,1.2,1,0.6,4,0,0.51,-0.8,64,24.3,27.3,-1.5,3,51.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.67,0.33,0,0,0,8.1,-200,1.43,0.13,100,0,0,30,10.7,1.8,-200,1.5,0.17,55,0.16,0.27,18,WR,420,0,0,0,0,7,4,52,19,11.5,0.8,7.3,0.533,0,0.201,0.409,0.188,0,0,0,0,0,0,0,0,0,0,jones,marvin jones,m,jones6000wrm,50456-22103:Marvin Jones Jr.,50456-22103,WR,m,Marvin Jones Jr.,jones,8.133333206,3,6000,NO@DET,DET,NO,,,,ryland,ryland,marvin,jones6000wrm
jones6600qbd,78.6,Daniel Jones,6600,NYG,@LA,,,15.82,24.3,7.3,1.41,2.4,0.5,14.41,11.1,-8,0.2,1,0.23,1,0,0.6,3.8,66,18.3,31.8,0,13.5,50,23,23,38,242,60,6.3,4.96,1.8,41,16.4,57.1,22.8,4.7,2.9,7.8,3,13,23,6.5,0,0.617,5.27,2.2,1.33,0,0,0,12.4,-600,0.28,0.2,100,0.33,0,30,13.2,-0.5,-600,0.29,0.2,78,0.21,0.21,19,QB,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,daniel jones,d,jones6600qbd,50456-63519:Daniel Jones,50456-63519,QB,d,Daniel Jones,jones,12.38666662,3,6600,NYG@LAR,NYG,LAR,,,,ryland,ryland,daniel,jones6600qbd
kamara8800rba,97.15,Alvin Kamara,8800,NO,@DET,,,20.83,27.1,14.5,5.17,2.4,35.5,15.66,19.4,0,10,1,0.84,12,0,0.61,3,43,27.3,24.3,-2,-3,51.5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,4.7,0.5,0.503,3.07,1.53,0.67,0,0,0,31.8,500,1.54,0.76,100,1,0,40,16.2,3.6,500,0.81,0.38,73,0.31,0.26,19,RB,420,0.7,0.494,0.665,11,8,6,47,18,70,0.2,4.6,0.214,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,kamara,alvin kamara,a,kamara8800rba,50456-42104:Alvin Kamara,50456-42104,RB,a,Alvin Kamara,kamara,31.10000102,3,8800,NO@DET,NO,DET,,,,ryland,ryland,alvin,kamara8800rba
kelley5300rbj,58.1,Josh Kelley,5300,LAC,@TB,,,5.29,7.1,3.5,-1.64,1,0.5,6.93,2.8,-19,0.7,0,0.31,1,0,0.95,0,28,17.5,25,-1.5,7.5,42.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,3.9,0.3,0.558,3.33,2,1.33,76,0.86,0.52,9.5,800,0.59,0.34,100,0.66,0,30,9.5,2.7,800,0.59,0.34,100,0.66,0,30,RB,420,0.333,0.367,0.375,14,1,1,19,13,14.5,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,kelley,josh kelley,j,kelley5300rbj,50456-91872:Joshua Kelley,50456-91872,RB,j,Joshua Kelley,kelley,9.5,3,5300,LAC@TB,LAC,TB,,,,ryland,ryland,joshua,kelley5300rbj
