RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
mahomes8500qbp,67.50,Patrick Mahomes,8500,KC,LV,,,21.82,32.0,11.7,0.08,2.6,12.0,20.32,21.74,-1.0,0.68,1.0,4.4,1.0,0.0,0.99,-0.7,70.0,28.8,19.3,-3.0,-9.5,48.0,45.0,25.0,40.0,287.0,63.0,7.1,6.41,2.1,36.0,125.8,301.9,16.3,51.7,26.4,5.3,2.8,4.5,4.0,11.0,21.0,5.0,0.1,0.508,6.44,3.06,1.31,47.0,31.5,0.0,19.4,100,0.45,0.29,66.0,0.33,0.33,30.0,19.3,-0.1,2500.0,0.42,0.28,71.0,0.52,0.23,21.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mahomes,patrick mahomes,p,mahomes8500qbp
hill7700qbt,63.00,Taysom Hill,7700,NO,@NYJ,,,19.34,30.2,8.5,-0.83,2.5,10.3,26.3,20.17,-4.0,0.44,1.0,10.0,1.0,0.0,0.03,0.9,27.0,23.5,19.0,-1.3,-4.5,42.5,71.0,8.0,12.0,88.0,62.0,7.0,4.19,0.6,21.0,23.7,62.8,27.0,55.1,16.9,5.0,7.5,7.7,4.0,9.0,25.0,6.0,0.5,0.72,1.31,0.69,0.31,56.0,0.77,0.35,18.0,400,0.59,0.4,40.0,0.4,0.2,50.0,8.7,-2.5,1700.0,0.46,0.32,35.0,0.2,0.45,20.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hill,taysom hill,t,hill7700qbt
prescott8100qbd,60.50,Dak Prescott,8100,DAL,@WAS,,,20.32,31.8,8.8,-0.64,2.5,5.6,11.94,20.96,2.0,0.89,0.92,4.8,1.0,0.0,0.57,-1.6,71.0,27.3,20.8,4.3,-6.5,48.0,48.0,26.0,37.0,288.0,68.0,7.6,7.5,2.1,38.0,159.1,325.1,16.6,50.7,18.3,5.7,1.9,4.1,2.0,5.0,8.0,3.0,0.1,0.16699999999999998,3.65,1.53,1.0,46.0,34.5,0.0,17.1,0,0.39,0.25,75.0,0.5,0.25,40.0,20.2,-0.4,2100.0,0.48,0.28,50.0,0.38,0.11,18.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prescott,dak prescott,d,prescott8100qbd
bridgewater7200qbt,57.00,Teddy Bridgewater,7200,DEN,DET,,,17.58,29.4,5.7,-1.61,2.4,2.3,15.16,19.19,3.0,0.92,0.0,0.0,1.0,0.0,0.51,-2.3,61.0,27.3,14.8,1.8,-12.5,42.0,49.0,21.0,31.0,230.0,66.0,7.3,6.21,1.1,37.0,126.7,262.2,17.8,57.0,21.0,3.5,1.9,7.5,2.0,6.0,10.0,3.9,0.3,0.535,5.81,2.31,1.13,54.0,0.18,0.0,13.1,0,0.38,0.22,66.0,0.0,0.33,30.0,13.9,-2.8,1200.0,0.38,0.23,95.0,0.35,0.05,20.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater7200qbt
garoppolo6700qbj,53.00,Jimmy Garoppolo,6700,SF,@CIN,,,16.98,28.6,5.4,-1.23,2.5,2.6,20.14,18.21,1.0,0.85,0.0,0.0,1.0,0.0,0.82,-2.1,59.0,25.5,23.5,0.7,-2.0,49.0,42.0,18.0,28.0,240.0,66.0,8.5,7.63,1.4,44.0,120.9,213.0,20.0,54.8,21.6,5.0,2.5,5.7,2.0,2.0,3.0,1.3,0.3,0.406,2.81,1.75,1.0,42.0,33.37,0.25,15.3,-300,0.55,0.24,100.0,0.25,0.0,40.0,13.3,-1.5,700.0,0.41,0.23,57.0,0.31,0.15,19.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garoppolo,jimmy garoppolo,j,garoppolo6700qbj
tannehill7300qbr,48.00,Ryan Tannehill,7300,TEN,JAX,,,18.22,30.1,6.3,-1.17,2.5,3.3,16.54,19.39,2.0,0.89,0.4,1.9,1.0,0.0,0.82,-3.9,67.0,26.3,17.8,-2.5,-8.5,44.0,69.0,20.0,30.0,224.0,66.0,7.3,5.97,1.3,39.0,115.7,244.3,17.5,59.1,20.6,4.3,3.0,7.4,3.0,11.0,19.0,6.2,0.6,0.7,5.88,2.88,1.63,45.0,0.55,0.0,13.7,-100,0.35,0.21,66.0,0.33,0.33,30.0,17.2,-1.1,1300.0,0.47,0.26,75.0,0.4,0.15,20.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tannehill,ryan tannehill,r,tannehill7300qbr
brady8200qbt,47.00,Tom Brady,8200,TB,BUF,,,21.42,33.5,9.3,0.27,2.6,13.0,30.12,21.15,0.0,0.79,1.0,1.5,1.0,0.0,0.86,-11.3,63.0,28.3,24.8,-0.5,-3.5,53.0,59.0,27.0,40.0,319.0,68.0,7.9,8.19,2.9,40.0,159.9,333.9,17.5,53.4,19.1,7.3,1.8,2.9,1.0,3.0,3.0,1.8,0.1,0.379,8.19,3.75,1.44,59.0,0.64,0.0,19.5,-100,0.45,0.31,100.0,0.6,0.0,50.0,21.7,2.4,2200.0,0.5,0.34,87.0,0.62,0.08,24.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady8200qbt
burrow7100qbj,44.50,Joe Burrow,7100,CIN,SF,,,17.56,28.3,6.8,-1.43,2.5,3.9,22.22,18.99,-2.0,0.59,0.0,0.0,1.0,0.0,0.74,-2.4,62.0,23.5,25.5,2.2,2.0,49.0,58.0,21.0,31.0,261.0,68.0,8.3,6.61,1.9,44.0,144.9,275.7,16.4,67.5,12.9,6.1,3.9,8.6,2.0,4.0,5.0,2.7,0.2,0.385,3.25,1.69,0.81,42.0,33.37,0.25,15.0,-300,0.41,0.22,66.0,0.33,0.33,30.0,18.7,-0.4,1100.0,0.51,0.3,60.0,0.45,0.05,20.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burrow,joe burrow,j,burrow7100qbj
herbert8400qbj,44.50,Justin Herbert,8400,LAC,NYG,,,20.8,30.9,10.7,-0.74,2.5,7.3,24.9,21.54,0.0,0.79,1.0,0.7,1.0,0.0,0.63,-5.5,68.0,26.3,17.3,-0.2,-9.0,43.5,56.0,26.0,38.0,291.0,67.0,7.6,7.13,2.2,40.0,160.2,307.4,20.4,56.0,21.0,5.8,2.1,5.0,3.0,10.0,18.0,5.1,0.3,0.534,7.69,4.25,1.75,0.0,0.0,0.0,24.1,400,0.53,0.36,100.0,0.75,0.0,40.0,23.8,3.1,2400.0,0.54,0.35,85.0,0.5,0.0,20.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,herbert,justin herbert,j,herbert8400qbj
wilson7500qbr,43.50,Russell Wilson,7500,SEA,@HOU,,,18.64,30.3,7.0,-1.14,2.5,4.7,21.2,19.78,1.0,0.85,1.0,1.9,1.0,0.0,0.82,-4.4,55.0,25.3,15.8,-2.5,-9.5,41.0,57.0,19.0,29.0,213.0,66.0,7.3,6.49,1.7,38.0,124.1,285.8,13.6,61.7,19.9,5.9,1.7,7.9,3.0,11.0,17.0,5.0,0.2,0.43200000000000005,3.31,1.38,0.5,0.0,0.0,0.0,14.6,0,0.37,0.26,60.0,0.6,0.4,50.0,17.2,-2.0,1500.0,0.49,0.31,63.0,0.45,0.09,22.0,QB,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wilson,russell wilson,r,wilson7500qbr
