,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
engram6300tee,9.2,Evan Engram,6300,NYG,@DET,,,10.5,16.4,1.1,2.53,1.7,18.5,12,7.97,1,0.19,0.88,6.9,7,0,0.67,-0.4,48,21.3,27.8,0.5,6.5,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.5,0.31,0,0,0,3.2,-500,0.39,0.06,40,0,0.6,50,8.5,20,300,1.06,0.18,59,0.27,0.22,22,TE,8,0,0,0,0,7,5,64,32,12.5,0.3,10.2,0.231,0,0.216,0.211,0.253,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram6300tee,39577-41872,TE,e,Evan Engram,engram,11.23333359,6,6300,NYG@DET,NYG,DET,,,,,,ryland,ryland,evan,engram6300tee
erickson5500wra,0,Alex Erickson,5500,CIN,@LA,,,7.9,12.6,0.7,1.43,1.4,0.5,12.7,6.47,-14,0.74,1,1.9,0,0,0.08,0.1,24,18.3,30.3,0.8,12,48.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.06,0.06,46,0.73,0.03,6.8,1000,1.13,0.2,50,0.5,0.25,40,3.3,-0.4,-500,0.99,0.14,45,0.15,0.3,20,WR,8,0,0,0,0,3,2,23,10,11.7,0,5.3,0,0,0.095,0,0.102,0,0,0,0,0,0,0,0,0,0,erickson,alex erickson,a,erickson5500wra,39577-28907,WR,a,Alex Erickson,erickson,4.799999782,7,5500,CIN@LAR,CIN,LAR,,,,,,ryland,ryland,alex,erickson5500wra
ertz6300tez,5.2,Zach Ertz,6300,PHI,@BUF,,,9.9,16,1.1,1.93,1.6,3,3,7.97,3,0.88,0.8,5.5,6,0,0.66,-1.6,58,19.3,20.3,-2,1,39.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.38,0.19,51,0.9,0.41,8.7,300,1.74,0.2,100,0.75,0,40,4.6,-0.3,-1200,1.64,0.13,46,0.23,0.38,26,TE,8,0,0,0,0,8,5,59,17,10.1,0.4,5.9,0.261,0,0.243,0.226,0.224,0,0,0,0,0,0,0,0,0,0,ertz,zach ertz,z,ertz6300tez,39577-29780,TE,z,Zach Ertz,ertz,9.128571647,7,6300,PHI@BUF,PHI,BUF,,,,,,ryland,ryland,zach,ertz6300tez
evans7400wrm,0,Mike Evans,7400,TB,@TEN,,,12.5,18.3,1,1.7,1.7,6.5,37.3,10.8,-1,0.76,1,2.8,4,0,0.6,-0.2,60,21.8,23.8,-0.2,2,45.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.63,0.38,62,0.73,0.02,11,-300,1.22,0.17,66,0,0.33,30,14.5,2.1,1400,1.78,0.24,47,0.23,0.33,21,WR,8,0,0,0,0,8,4,87,36,19.1,0.6,8.9,0.217,0,0.235,0.281,0.287,0,0,0,0,0,0,0,0,0,0,evans,mike evans,m,evans7400wrm,39577-32384,WR,m,Mike Evans,evans,14.31666692,6,7400,TB@TEN,TB,TEN,,,,,,ryland,ryland,mike,evans7400wrm
everett6100teg,19.6,Gerald Everett,6100,LA,CIN,,,7.6,12.2,0.3,0.09,1.2,3,2.5,7.51,-2,0.77,0.92,3.8,5,0,0.47,-0.1,37,30.3,18.3,-0.2,-12,48.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.5,0.13,46,0.73,0.03,12.4,1600,1.46,0.25,80,0.8,0.2,50,7.6,2.5,100,1.5,0.21,62,0.41,0.12,24,TE,8,0,0,0,0,4,3,32,16,11,0.3,6.4,0.308,0,0.127,0.185,0.114,0,0,0,0,0,0,0,0,0,0,everett,gerald everett,g,everett6100teg,39577-57299,TE,g,Gerald Everett,everett,7.457142966,7,6100,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,gerald,everett6100teg
fant4500ten,2.4,Noah Fant,4500,DEN,@IND,,,5.2,9.9,0.1,1.43,1.2,0.5,5.1,3.77,-5,0.79,1,1,1,0,0.53,1,45,17.5,23.5,-1,6,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0,0,0,0,0.6,-200,0.83,0.02,20,0,0.8,50,3.8,-0.3,-1700,1.35,0.1,43,0.12,0.31,16,TE,8,0,0,0,0,3,2,22,15,10.6,0.1,6.9,0,0,0.109,0.167,0.096,0,0,0,0,0,0,0,0,0,0,fant,noah fant,n,fant4500ten,39577-71705,TE,n,Noah Fant,fant,3.842857088,7,4500,DEN@IND,DEN,IND,,,,,,ryland,ryland,noah,fant4500ten
fells5100ted,19,Darren Fells,5100,HOU,OAK,,,5.4,9.8,0.1,0.23,1.1,0.5,20.8,5.17,-6,0.79,1,1.7,2,0,0.5,2.1,35,28.5,23.5,-0.3,-5,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.19,0.06,0,0,0,3.6,-800,1.43,0.08,100,0,0,40,3.8,0.3,-1700,1.71,0.12,65,0.05,0.15,20,TE,8,0,0,0,0,1,1,13,6,9.5,0.3,4.5,0.714,0,0.054,0.147,0.049,0,0,0,0,0,0,0,0,0,0,fells,darren fells,d,fells5100ted,39577-38301,TE,d,Darren Fells,fells,6.442856925,7,5100,OAK@HOU,HOU,OAK,,,,,,ryland,ryland,darren,fells5100ted
firkser4000tea,14,Anthony Firkser,4000,TEN,TB,,,2.6,5.2,0,0,0.7,0.5,5.8,2.6,-21,0.37,0,0,2,0,0.61,3.8,12,23.8,21.8,-0.7,-2,45.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,62,0.73,0.02,4.1,900,2.34,0.1,75,0.5,0.25,40,60,1.7,-1100,2.8,0.15,65,0.4,0.2,20,TE,8,0,0,0,0,1,1,18,12,13.3,0.1,8.1,0.25,0,0.045,0.067,0.082,0,0,0,0,0,0,0,0,0,0,firkser,anthony firkser,a,firkser4000tea,39577-80294,TE,a,Anthony Firkser,firkser,3.099999905,2,4000,TB@TEN,TEN,TB,,,,,,ryland,ryland,anthony,firkser4000tea
fitzgerald5400wrl,0,Larry Fitzgerald,5400,ARI,@NO,,,10.1,17.8,1.1,3.86,1.9,10.5,1.8,6.24,-19,0.58,0.88,3.4,5,0,0.97,1.4,60,17.5,30,-2,12.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,0.56,0,0,0,6.9,-500,1.15,0.13,75,0.25,0.25,40,11.3,3.2,-600,1.31,0.19,78,0.36,0.05,19,WR,8,0,0,0,0,7,4,57,24,11.6,0.4,6.6,0.375,0,0.243,0.412,0.267,0,0,0,0,0,0,0,0,0,0,fitzgerald,larry fitzgerald,l,fitzgerald5400wrl,39577-6883,WR,l,Larry Fitzgerald,fitzgerald,10.55714308,7,5400,ARI@NO,ARI,NO,,,,,,ryland,ryland,larry,fitzgerald5400wrl
flacco6500qbj,0,Joe Flacco,6500,DEN,@IND,,,13.7,21.7,7,-0.52,2.1,0.5,7.86,14.22,-5,0.47,0,0,0,0,0.33,0.6,65,17.5,23.5,-1,6,41,23,21,34,227,64,6.7,4.97,0.8,41,24.8,54.2,17.6,2.4,2.4,8.1,1,2,2,1.9,0,0.462,2.94,1.25,0.44,0,0,0,10,100,0.29,0.16,66,0.16,0.33,60,6.6,-2,500,0.17,0.1,39,0.13,0.47,23,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flacco,joe flacco,j,flacco6500qbj,39577-6714,QB,j,Joe Flacco,flacco,11.71714238,7,6500,DEN@IND,DEN,IND,,,,,,ryland,ryland,joe,flacco6500qbj
fournette7700rbl,0,Leonard Fournette,7700,JAX,NYJ,,,17,24.7,6,4.09,2.2,23,17.1,12.91,-4,0.16,1,9.4,13,0,0.97,2.3,52,23.3,16.3,0.5,-7,39.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,83,4.2,0.5,0.459,3.6,1.8,0.93,80,0.83,0.31,19.4,1300,0.65,0.28,100,0.5,0,40,13.3,2.1,1700,0.55,0.26,59,0.22,0.18,22,RB,8,1,0.59,0.763,19,4,3,28,14,80,0.1,6.6,0.13,0.391,0,0,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette7700rbl,39577-52922,RB,l,Leonard Fournette,fournette,15.68571472,7,7700,NYJ@JAC,JAC,NYJ,,,,,,ryland,ryland,leonard,fournette7700rbl
fowler4800wrb,0,Bennie Fowler,4800,NYG,@DET,,,3.9,8.5,0.1,-0.97,0.8,0.5,3.1,4.87,-27,0.45,0,0,0,0,0.08,0.9,39,21.3,27.8,0.5,6.5,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.21,0.14,0,0,0,3.2,100,0.9,0.08,33,0,0.33,30,3.5,-0.9,-1200,1,0.09,52,0.15,0.21,19,WR,8,0,0,0,0,3,2,23,12,10.4,0.1,5.5,0.143,0,0.104,0.048,0.088,0,0,0,0,0,0,0,0,0,0,fowler,bennie fowler,b,fowler4800wrb,39577-28157,WR,b,Bennie Fowler III,fowler,4.679999924,5,4800,NYG@DET,NYG,DET,,,,,,ryland,ryland,bennie,fowler4800wrb
freeman5700rbr,0,Royce Freeman,5700,DEN,@IND,,,10.2,18.2,2.1,2.27,1.8,3,11,7.93,-12,0.78,0,0.3,3,0,0.95,-1.3,28,17.5,23.5,-1,6,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,3.9,0.1,0.407,1.5,0.56,0.25,0,0,0,10.3,200,0.71,0.29,100,0.5,0,60,70,0.7,-300,0.54,0.25,61,0.23,0.23,21,RB,8,0.154,0.346,0.432,9,3,2,16,7,6.5,0,3.6,0.095,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,freeman,royce freeman,r,freeman5700rbr,39577-55970,RB,r,Royce Freeman,freeman,9.728571211,7,5700,DEN@IND,DEN,IND,,,,,,ryland,ryland,royce,freeman5700rbr
freeman6200rbd,0,Devonta Freeman,6200,ATL,SEA,,,12.4,20.2,4,3.23,2,0.5,12.2,9.17,3,0.98,0.92,4.1,4,0,0.61,-0.2,43,20.5,28,-1.3,7.5,48.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,3.5,0,0.417,1.86,0.57,0.14,0,0,0,14.6,0,0.84,0.35,75,0.75,0.25,40,11,0.5,200,0.66,0.25,28,0.14,0.09,21,RB,8,0,0.614,0.634,12,4,3,29,12,7.7,0.4,6.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,freeman,devonta freeman,d,freeman6200rbd,39577-24920,RB,d,Devonta Freeman,freeman,11.40000044,7,6200,SEA@ATL,ATL,SEA,,,,,,ryland,ryland,devonta,freeman6200rbd
gabriel4800wrt,0,Taylor Gabriel,4800,CHI,LAC,,,4.7,8.6,0,-0.17,1,0.5,7.3,4.87,-26,0.47,0,0,0,0,0.56,0.9,50,22.3,18.8,-0.2,-3.5,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.13,53,0.62,0.01,0.4,0,0.18,0.01,0,0,1,30,7.1,1.8,-1200,1.31,0.14,54,0.18,0.22,22,WR,8,0,0,0,0,5,3,33,15,10.1,0.2,6.8,0.4,0,0.157,0.15,0.159,0,0,0,0,0,0,0,0,0,0,gabriel,taylor gabriel,t,gabriel4800wrt,39577-54753,WR,t,Taylor Gabriel,gabriel,9.175000191,4,4800,LAC@CHI,CHI,LAC,,,,,,ryland,ryland,taylor,gabriel4800wrt
gage4500wrr,0,Russell Gage,4500,ATL,SEA,,,2.8,5.8,0,-1.39,0.6,0.5,9.3,4.19,-45,0.27,0,0,1,0,0.4,-0.5,11,20.5,28,-1.3,7.5,48.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.7,0,0.52,0.05,25,0,0.75,40,0.8,-0.2,-1500,0.51,0.07,20,0,0.55,20,WR,8,0,0,0,0,1,0,8,6,10.9,0,3.9,0,0,0.037,0,0.028,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage4500wrr,39577-52916,WR,r,Russell Gage,gage,0.860000038,5,4500,SEA@ATL,ATL,SEA,,,,,,ryland,ryland,russell,gage4500wrr
garoppolo7400qbj,0,Jimmy Garoppolo,7400,SF,CAR,,,15.5,23.7,7.7,-0.48,2.1,0.5,14,15.98,1,0.64,0,0.6,0,0,0.33,-3.3,72,22.8,18.3,-1.2,-4.5,41,44,19,27,219,68,7.9,6.75,1.2,35,21,47.3,29.3,4.4,3.7,4.6,4,4,5,1.2,0.2,0.32,5.33,2.5,1.5,69,0.09,0.01,12.5,-100,0.37,0.17,75,0,0.25,40,13.8,-1.3,1400,0.41,0.19,60,0.1,0.1,10,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,garoppolo,jimmy garoppolo,j,garoppolo7400qbj,39577-54604,QB,j,Jimmy Garoppolo,garoppolo,13.59333293,6,7400,CAR@SF,SF,CAR,,,,,,ryland,ryland,jimmy,garoppolo7400qbj
ginn5300wrt,0,Ted Ginn,5300,NO,ARI,,,8.5,19.2,2.4,2.49,1.6,0.5,5.2,6.01,13,0.99,1,0.6,2,0,0.15,1.2,43,30,17.5,0,-12.5,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,6.4,300,1.28,0.13,75,0.25,0,40,5.9,0.5,-700,1.18,0.14,30,0.13,0.13,23,WR,8,0,0,0,0,4,2,41,23,14.3,0.1,7.9,0,0,0.14,0.083,0.154,0,0,0,0,0,0,0,0,0,0,ginn,ted ginn,t,ginn5300wrt,39577-6627,WR,t,Ted Ginn Jr.,ginn,6.950000127,6,5300,ARI@NO,NO,ARI,,,,,,ryland,ryland,ted,ginn5300wrt
godwin8100wrc,0,Chris Godwin,8100,TB,@TEN,,,14.4,23.8,2.1,2,1.8,6.5,8.3,12.4,15,0.88,0.73,5.9,6,0,0.56,-0.2,54,21.8,23.8,-0.2,2,45.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.44,0.19,62,0.73,0.02,27.8,1000,2.38,0.41,100,0.66,0,30,13.9,3.9,2100,2.05,0.26,66,0.38,0.14,21,WR,8,0,0,0,0,6,4,74,22,15.7,0.6,9.9,0.4,0,0.195,0.281,0.246,0,0,0,0,0,0,0,0,0,0,godwin,chris godwin,c,godwin8100wrc,39577-55635,WR,c,Chris Godwin,godwin,20.61666616,6,8100,TB@TEN,TB,TEN,,,,,,ryland,ryland,chris,godwin8100wrc
goedert4800ted,5.2,Dallas Goedert,4800,PHI,@BUF,,,5.3,10.1,0.1,0.83,1.1,0.5,9.7,4.47,-1,0.8,1,2.4,1,0,0.39,-1.6,35,19.3,20.3,-2,1,39.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.19,0.13,51,0.9,0.41,7.3,-300,1,0.14,100,0.25,0,40,11.8,1.5,300,1.46,0.2,57,0.23,0.26,26,TE,8,0,0,0,0,2,2,22,13,11.3,0.3,6.9,0.5,0,0.086,0.133,0.085,0,0,0,0,0,0,0,0,0,0,goedert,dallas goedert,d,goedert4800ted,39577-83074,TE,d,Dallas Goedert,goedert,5.5,6,4800,PHI@BUF,PHI,BUF,,,,,,ryland,ryland,dallas,goedert4800ted
goff8000qbj,0,Jared Goff,8000,LA,CIN,,,19.4,28.1,11.8,2.24,2.4,6.5,22.88,17.16,-1,0.78,0.91,4.7,1,0,0.65,4.3,69,30.3,18.3,-0.2,-12,48.5,78,24,39,284,61,7.3,6.41,1.7,34,14.1,67.3,21.1,4.4,2.3,5.1,2,3,4,1.7,0.3,0.35,6.56,3.31,1.56,46,0.73,0.03,17.5,300,0.37,0.24,80,0.8,0.2,50,17.9,0.6,2000,0.41,0.26,62,0.41,0.24,29,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff8000qbj,39577-38435,QB,j,Jared Goff,goff,16.34285736,7,8000,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,jared,goff8000qbj
golladay6700wrk,0,Kenny Golladay,6700,DET,NYG,,,12.3,19.3,2.2,3.1,1.8,10.5,25.3,9.2,-7,0.62,0.96,8.1,4,0,0.95,1.3,61,27.8,21.3,0,-6.5,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0.56,0.25,0,0,0,13.5,0,2.03,0.23,80,0.2,0.2,50,11,1.6,700,1.33,0.18,52,0.21,0.3,23,WR,8,0,0,0,0,8,4,65,26,14.9,0.4,8.5,0.263,0,0.235,0.3,0.265,0,0,0,0,0,0,0,0,0,0,golladay,kenny golladay,k,golladay6700wrk,39577-54244,WR,k,Kenny Golladay,golladay,12.5,6,6700,NYG@DET,DET,NYG,,,,,,ryland,ryland,kenny,golladay6700wrk
gordon6400rbm,0,Melvin Gordon,6400,LAC,@CHI,,,10.2,19.9,3.3,0.53,1.6,3,10.4,9.67,-8,0.87,0.5,1.5,3,0,0.54,1.4,39,18.8,22.3,1.3,3.5,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,55,4.2,0.4,0.483,1.69,0.85,0.69,53,0.62,0.01,5.4,1900,0.33,0.16,66,0,0.33,60,8.9,-1,400,0.51,0.23,37,0.03,0.37,27,RB,8,0.667,0.611,0.627,13,3,3,27,17,8.4,0.2,5.4,0.118,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,gordon,melvin gordon,m,gordon6400rbm,39577-28900,RB,m,Melvin Gordon III,gordon,6.666666667,3,6400,LAC@CHI,LAC,CHI,,,,,,ryland,ryland,melvin,gordon6400rbm
gore5600rbf,0,Frank Gore,5600,BUF,PHI,,,8.6,19.9,1.8,0.92,1.5,0.5,3.4,7.68,7,0.98,0,0.3,1,0,0.14,-0.9,29,20.3,19.3,-2,-1,39.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,60,4.6,0.2,0.5,1.5,0.67,0.5,51,0.9,0.41,8.6,-100,0.56,0.26,100,0.33,0,30,8.5,0.8,-400,0.59,0.29,61,0.27,0.05,18,RB,8,0.2,0.474,0.463,13,1,1,9,8,8.5,0,6.1,0.125,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,gore,frank gore,f,gore5600rbf,39577-6840,RB,f,Frank Gore,gore,9.849999746,6,5600,PHI@BUF,BUF,PHI,,,,,,ryland,ryland,frank,gore5600rbf
griffin4000ter,1,Ryan Griffin,4000,NYJ,@JAX,,,2.9,5.8,0,0.3,0.7,0.5,22.6,2.6,-19,0.46,0,0,1,0,0.64,0.9,53,16.3,23.3,-1.5,7,39.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,0.14,80,0.83,0.31,3.9,0,1.93,0.07,33,0.33,0.66,30,2.5,-0.3,-2000,1.35,0.05,40,0.1,0.4,20,TE,8,0,0,0,0,1,1,15,10,9.2,0.1,4.6,0.333,0,0.066,0.071,0.07,0,0,0,0,0,0,0,0,0,0,griffin,ryan griffin,r,griffin4000ter,39577-34073,TE,r,Ryan Griffin,griffin,2.51666673,6,4000,NYJ@JAC,NYJ,JAC,,,,,,ryland,ryland,ryan,griffin4000ter
gurley7400rbt,0,Todd Gurley,7400,LA,CIN,,,14.6,22.3,5.6,2.43,2,6.5,10.4,12.17,-1,0.76,0.88,7.6,9,0,0.97,4.8,59,30.3,18.3,-0.2,-12,48.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,67,4.5,0.8,0.531,3.44,1.5,0.88,46,0.73,0.03,13.8,600,0.75,0.22,80,0.4,0.2,50,14.1,0.8,1400,0.7,0.24,52,0.2,0.32,25,RB,8,0.647,0.671,0.816,14,5,3,30,12,80,0.2,5.9,0.279,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,gurley,todd gurley,t,gurley7400rbt,39577-30447,RB,t,Todd Gurley II,gurley,13.44999949,6,7400,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,todd,gurley7400rbt
hall4900wrm,0,Marvin Hall,4900,DET,NYG,,,2.8,5.9,0,-2.3,0.6,0.5,11.4,5.1,-45,0.29,0,0,0,0,0.07,1.3,12,27.8,21.3,0,-6.5,49,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.5,-1100,0.26,0.03,14,0,0.5,14,WR,8,0,0,0,0,1,0,13,12,29,0,8.7,0,0,0.033,0,0.047,0,0,0,0,0,0,0,0,0,0,hall,marvin hall,m,hall4900wrm,39577-29949,WR,m,Marvin Hall,hall,5.733333588,3,4900,NYG@DET,DET,NYG,,,,,,ryland,ryland,marvin,hall4900wrm
hamilton4800wrd,0,DaeSean Hamilton,4800,DEN,@IND,,,6.2,11.9,0.2,1.33,1.3,6.5,0,4.87,-35,0.36,0.86,2.8,0,0,0.4,-0.1,47,17.5,23.5,-1,6,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.25,0.06,0,0,0,3,-200,1.01,0.08,75,0,0.25,40,4.2,-0.3,-1200,0.95,0.09,42,0.14,0.42,21,WR,8,0,0,0,0,4,2,21,9,80,0.1,3.6,0.333,0,0.142,0.154,0.097,0,0,0,0,0,0,0,0,0,0,hamilton,daesean hamilton,d,hamilton4800wrd,39577-41741,WR,d,DaeSean Hamilton,hamilton,3.220000076,5,4800,DEN@IND,DEN,IND,,,,,,ryland,ryland,daesean,hamilton4800wrd
harris4500wrd,0,Deonte Harris,4500,NO,ARI,,,2.3,4.9,0,-1.89,0.5,0.5,2.7,4.19,-52,0.23,0,0,0,0,0.4,1.2,4,30,17.5,0,-12.5,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.76,0.04,0,0,1,40,0.7,0,-1500,1.71,0.17,9,0,0.54,11,WR,8,0,0,0,0,0,0,-1,-1,-7,0,-1.4,0,0,0.006,0,-0.005,0,0,0,0,0,0,0,0,0,0,harris,deonte harris,d,harris4500wrd,39577-14358,WR,d,Dwayne Harris,harris,0.600000024,2,4500,OAK@HOU,OAK,HOU,,,,,,ryland,ryland,dwayne,harris4500wrd
henderson5600rbd,0,Darrell Henderson,5600,LA,CIN,,,7.1,12.5,1.2,-0.58,1.3,3,7.9,7.68,-23,0.47,1,0.6,5,0,0.14,4.8,15,30.3,18.3,-0.2,-12,48.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,3.9,0,0.556,0.29,0.29,0.29,46,0.73,0.03,1.9,900,0.19,0.09,40,0,0.6,50,1.2,-1.3,-400,0.17,0.08,16,0,0.5,12,RB,8,0,0.192,0.218,6,1,0,5,5,8.5,0,4.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,henderson,darrell henderson,d,henderson5600rbd,39577-70157,RB,d,Darrell Henderson Jr.,henderson,3.23333327,3,5600,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,darrell,henderson5600rbd
henry6700teh,4.4,Hunter Henry,6700,LAC,@CHI,,,10.3,16.5,1.1,1.39,1.5,23,6.7,8.91,-3,0.11,1,7.2,5,0,0.47,0.1,52,18.8,22.3,1.3,3.5,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.14,0.14,53,0.62,0.01,9.7,500,1.14,0.2,50,0.5,0.5,40,5.8,1.6,700,0.8,0.11,23,0.15,0.38,13,TE,8,0,0,0,0,7,6,85,22,14.3,0.7,11.7,0.667,0,0.195,0.286,0.262,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry6700teh,39577-40845,TE,h,Hunter Henry,henry,15.56666692,3,6700,LAC@CHI,LAC,CHI,,,,,,ryland,ryland,hunter,henry6700teh
henry6900rbd,0,Derrick Henry,6900,TEN,TB,,,12.8,22.4,3.5,1.88,1.9,3,6.8,10.92,2,0.92,0.67,2.9,7,0,0.56,-5.6,32,23.8,21.8,-0.7,-2,45.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,80,4.9,1,0.519,3.25,1.75,1.19,62,0.73,0.02,11.6,-100,0.52,0.28,75,0.5,0.25,40,16.3,5.8,900,0.87,0.51,84,0.44,0.04,25,RB,8,0.941,0.652,0.506,16,1,1,10,9,10.6,0.1,60,0.28,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,henry,derrick henry,d,henry6900rbd,39577-39280,RB,d,Derrick Henry,henry,14.58571407,7,6900,TB@TEN,TEN,TB,,,,,,ryland,ryland,derrick,henry6900rbd
heuerman4300tej,2.4,Jeff Heuerman,4300,DEN,@IND,,,2.9,5.7,0,-0.4,0.7,0.5,1.6,3.3,-19,0.46,0,0,1,0,0.47,1,37,17.5,23.5,-1,6,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.18,0,0,0,3.8,-100,1.15,0.09,50,0.25,0.25,40,3.8,-0.5,-1500,1.06,0.08,45,0.09,0.09,11,TE,8,0,0,0,0,2,2,19,8,9.1,0.2,3.2,0.286,0,0.095,0.182,0.081,0,0,0,0,0,0,0,0,0,0,heuerman,jeff heuerman,j,heuerman4300tej,39577-28487,TE,j,Jeff Heuerman,heuerman,3.399999936,3,4300,DEN@IND,DEN,IND,,,,,,ryland,ryland,jeff,heuerman4300tej
higbee4500tet,19.6,Tyler Higbee,4500,LA,CIN,,,3.6,7.5,0,-0.17,0.8,0.5,1.3,3.77,-16,0.63,0,0,3,0,0.53,-0.1,43,30.3,18.3,-0.2,-12,48.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.38,0.19,46,0.73,0.03,4.8,-500,1.36,0.12,100,0.2,0,50,4.5,0.8,-1500,1.46,0.1,70,0.2,0.12,24,TE,8,0,0,0,0,3,2,26,15,10.8,0.1,10.3,0.375,0,0.08,0.08,0.09,0,0,0,0,0,0,0,0,0,0,higbee,tyler higbee,t,higbee4500tet,39577-47870,TE,t,Tyler Higbee,higbee,5.116666794,6,4500,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,tyler,higbee4500tet
