,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
byrd4700wrd,0,Damiere Byrd,4700,ARI,@NO,,,4.1,8,0,-0.54,0.9,0.5,2.8,4.64,-29,0.42,0,0,0,0,0.56,1.4,30,17.5,30,-2,12.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,2,0,0.99,0.06,25,0.25,0.75,40,20,-0.1,-1300,0.85,0.07,15,0.15,0.45,20,WR,8,0,0,0,0,2,1,16,10,10.7,0,4.7,0,0,0.076,0,0.063,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd4700wrd,39577-30678,WR,d,Damiere Byrd,byrd,4.7,5,4700,ARI@NO,ARI,NO,,,,,,ryland,ryland,damiere,byrd4700wrd
callaway5000wra,0,Antonio Callaway,5000,CLE,@NE,,,3.3,6.6,0,-2.03,0.7,0.5,2.1,5.33,-37,0.34,0,0,0,0,0.11,-0.7,42,16.8,26.3,-1,9.5,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.36,0.27,52,0.96,1,1.6,-100,0.46,0.05,0,0,0.66,30,70,10,-1000,1.84,0.17,38,0.27,0.22,18,WR,8,0,0,0,0,3,2,37,20,14.1,0.4,6.5,0.571,0,0.128,0.182,0.142,0,0,0,0,0,0,0,0,0,0,callaway,antonio callaway,a,callaway5000wra,39577-63360,WR,a,Antonio Callaway,callaway,1.600000024,2,5000,CLE@NE,CLE,NE,,,,,,ryland,ryland,antonio,callaway5000wra
campbell5400wrp,0,Parris Campbell,5400,IND,DEN,,,3.5,6.7,0,-2.74,0.6,0.5,0,6.24,-39,0.34,0,0,0,0,0.03,-0.6,29,23.5,17.5,-1.5,-6,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17,0,0,0,0,1,-200,0.13,0.02,0,0,1,30,2.7,-0.8,-600,0.76,0.09,22,0,0.44,90,WR,8,0,0,0,0,3,2,15,9,6.2,0.3,60,0.333,0,0.096,0.1,0.068,0,0,0,0,0,0,0,0,0,0,campbell,parris campbell,p,campbell5400wrp,39577-56262,WR,p,Parris Campbell,campbell,3.974999905,4,5400,DEN@IND,IND,DEN,Q,Abdomen,,,,ryland,ryland,parris,campbell5400wrp
carolina3500,0,Carolina,3500,CAR,@SF,,,7.2,13.4,1.1,3.13,2.1,0.5,3,4.07,-6,0.43,0,0,3,0,0.76,-0.6,0,18.3,22.8,0.3,4.5,41,56,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.29,0,0,0,0,0,0,0,0,0,69,0.09,0.01,16.3,0,0,0,100,1,0,30,7.1,1.5,-2500,0,0,90,0.52,0.09,21,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4883,0.4713,0.0158,0.046,7.05,8.69,3.87,2.15,0.2518,carolina,carolina,c,carolina3500,39577-12553,D,c,Carolina Panthers,panthers,12,6,3500,CAR@SF,CAR,SF,,,,,,Panthers,Panthers,carolina,carolina3500
carr4500wra,0,Austin Carr,4500,NO,ARI,,,3.5,6.5,0,-0.69,0.8,0.5,1.4,4.19,-35,0.32,0,0,0,0,0.4,1.2,22,30,17.5,0,-12.5,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.12,0.06,0,0,0,0,0,0,0,0,0,1,40,10,-1.3,-1500,1.41,0.04,13,0.04,0.69,23,WR,8,0,0,0,0,0,0,2,2,8.8,0.2,1.8,0.5,0,0.024,0.071,0.012,0,0,0,0,0,0,0,0,0,0,carr,austin carr,a,carr4500wra,39577-28463,WR,a,Austin Carr,carr,0,1,4500,ARI@NO,NO,ARI,,,,,,ryland,ryland,austin,carr4500wra
carr6900qbd,0,Derek Carr,6900,OAK,@HOU,,,16.4,24.6,8.3,1.4,2.4,0.5,23.4,15,4,0.75,1,1.5,1,0,0.19,3.3,62,23.5,28.5,1.7,5,52,32,22,31,229,69,7.2,6.61,1.3,30,19.3,46.8,29.7,4.2,1.3,7.7,1,2,2,1.5,0.1,0.16,3.63,2,0.75,0,0,0,12.7,100,0.39,0.19,100,0.66,0,30,12.8,-1.6,900,0.35,0.21,73,0.34,0.08,23,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr6900qbd,39577-45859,QB,d,Derek Carr,carr,13.51666641,6,6900,OAK@HOU,OAK,HOU,,,,,,ryland,ryland,derek,carr6900qbd
carson8000rbc,0,Chris Carson,8000,SEA,@ATL,,,15.9,25.5,6.6,2.24,2,23,15,13.66,-1,0.17,0.92,8.2,9,0,0.54,0.2,41,28,20.5,-1.3,-7.5,48.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,85,4.4,0.6,0.539,3.41,1.94,1,0,0,0,17.4,1000,0.64,0.29,80,0.6,0.2,50,14.9,4.1,2000,0.69,0.36,64,0.6,0.21,28,RB,8,0.588,0.568,0.583,19,2,2,15,8,70,0.1,4.1,0.185,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,carson,chris carson,c,carson8000rbc,39577-64119,RB,c,Chris Carson,carson,14.40000044,7,8000,SEA@ATL,SEA,ATL,,,,,,ryland,ryland,chris,carson8000rbc
chark6300wrd,0,DJ Chark,6300,JAX,NYJ,,,11.8,19.1,1.8,3.51,1.9,10.5,16.9,8.29,-9,0.62,0,0,5,0,0.95,1.6,46,23.3,16.3,0.5,-7,39.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.13,0.06,80,0.83,0.31,13.4,300,1.67,0.23,100,0.25,0,40,7.7,2.7,300,1.32,0.17,47,0.28,0.33,21,WR,8,0,0,0,0,5,3,57,24,16.3,0.5,9.6,0.286,0,0.181,0.357,0.246,0,0,0,0,0,0,0,0,0,0,chark,dj chark,d,chark6300wrd,39577-52917,WR,d,DJ Chark Jr.,chark,15.22857121,7,6300,NYJ@JAC,JAC,NYJ,,,,,,ryland,ryland,dj,chark6300wrd
chicago4500,0,Chicago,4500,CHI,LAC,,,8.5,14.2,1.2,1.21,1.9,6.5,4,7.29,-9,0.31,0,0,4,0,0.81,3.5,0,22.3,18.8,-0.2,-3.5,41,49,0,0,0,0,0,0,0,0,0,0,0,0,3.19,7.81,0,0,0,0,0,0,0,0,0,53,0.62,0.01,9,-200,0,0,100,0.33,0,30,11.4,2.8,-1500,0,0,95,0.54,0.04,24,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4721,0.4227,0.0203,0.0303,5.98,8.94,4.14,2.83,0.1678,chicago,chicago,c,chicago4500,39577-12527,D,c,Chicago Bears,bears,10.33333333,6,4500,LAC@CHI,CHI,LAC,,,,,,Bears,Bears,chicago,chicago4500
chubb7700rbn,0,Nick Chubb,7700,CLE,@NE,,,14.3,23.5,4.8,1.39,1.9,3,10.3,12.91,4,0.94,0.5,3.8,8,0,0.5,-3.7,41,16.8,26.3,-1,9.5,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,90,5,0.7,0.445,3.27,1.87,0.73,52,0.96,1,19.1,400,0.85,0.4,60,0.4,0.4,50,16.1,3.2,1700,0.75,0.39,69,0.3,0.17,23,RB,8,0.733,0.81,0.649,18,3,2,18,10,6.9,0.1,4.8,0.22,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,chubb,nick chubb,n,chubb7700rbn,39577-53562,RB,n,Nick Chubb,chubb,19.58333333,6,7700,CLE@NE,CLE,NE,,,,,,ryland,ryland,nick,chubb7700rbn
cincinnati3100,0,Cincinnati,3100,CIN,@LA,,,5.2,14,0.5,2.42,1.7,0.5,0,2.78,-2,0.65,0,0,1,0,0.61,1,0,18.3,30.3,0.8,12,48.5,22,0,0,0,0,0,0,0,0,0,0,0,0,1.59,5.37,0,0,0,0,0,0,0,0,0,46,0.73,0.03,3,-1100,0,0,100,0.16,0,60,4.5,-0.4,-2900,0,0,81,0.36,0.18,22,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5249,0.5455,0.0077,0.0451,8.28,10.06,4.73,2.86,0.205,cincinnati,cincinnati,c,cincinnati3100,39577-12528,D,c,Cincinnati Bengals,bengals,3.285714286,7,3100,CIN@LAR,CIN,LAR,,,,,,Bengals,Bengals,cincinnati,cincinnati3100
cleveland3000,0,Cleveland,3000,CLE,@NE,,,6,13.6,0.9,3.54,2,0.5,5,2.46,-6,0.49,0,0,2,0,0.8,2.8,0,16.8,26.3,-1,9.5,43,28,0,0,0,0,0,0,0,0,0,0,0,0,1.92,7.12,0,0,0,0,0,0,0,0,0,52,0.96,1,4.6,-500,0,0,100,0.2,0,50,7.1,0.8,-3000,0,0,90,0.4,0.09,22,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5058,0.4977,0.0106,0.041,7.21,9.27,5.62,3.42,0.2158,cleveland,cleveland,c,cleveland3000,39577-12529,D,c,Cleveland Browns,browns,6.5,6,3000,CLE@NE,CLE,NE,,,,,,Browns,Browns,cleveland,cleveland3000
cohen5400rbt,0,Tarik Cohen,5400,CHI,LAC,,,7.4,14.9,2,0.22,1.4,0.5,6.1,7.18,-5,0.82,0,0,5,0,0.61,2.6,32,22.3,18.8,-0.2,-3.5,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,3.8,0.1,0.37,1.19,0.5,0.19,53,0.62,0.01,8,-400,0.67,0.26,100,0,0,30,8.9,-0.5,-600,0.74,0.28,50,0.16,0.29,24,RB,8,0.154,0.195,0.489,5,6,4,34,17,7.7,0.3,5.9,0.286,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,cohen,tarik cohen,t,cohen5400rbt,39577-79974,RB,t,Tarik Cohen,cohen,6.650000254,6,5400,LAC@CHI,CHI,LAC,,,,,,ryland,ryland,tarik,cohen5400rbt
coleman6200rbt,0,Tevin Coleman,6200,SF,CAR,,,10.4,16.2,1.9,1.23,1.7,3,36.8,9.17,-16,0.7,1,4.1,4,0,0.46,-1.1,33,22.8,18.3,-1.2,-4.5,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,4.9,0.3,0.476,2.2,1,0.67,69,0.09,0.01,13.5,900,0.68,0.36,100,0.8,0,50,10.3,2.1,200,0.75,0.31,60,0.3,0.2,20,RB,8,0.5,0.448,0.503,11,2,1,14,10,8.1,0.2,3.7,0.08,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,coleman,tevin coleman,t,coleman6200rbt,39577-27776,RB,t,Tevin Coleman,coleman,10.625,4,6200,CAR@SF,SF,CAR,,,,,,ryland,ryland,tevin,coleman6200rbt
conley5100wrc,0,Chris Conley,5100,JAX,NYJ,,,6.2,13.8,0,0.64,1.2,0.5,18.3,5.56,-9,0.82,1,0.3,0,0,0.08,1.6,53,23.3,16.3,0.5,-7,39.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.44,0.25,80,0.83,0.31,4.3,0,1.01,0.07,50,0.25,0.5,40,5.3,0.5,-900,1.31,0.1,58,0.16,0.25,24,WR,8,0,0,0,0,4,2,34,18,15.4,0.3,7.5,0.333,0,0.119,0.103,0.119,0,0,0,0,0,0,0,0,0,0,conley,chris conley,c,conley5100wrc,39577-30403,WR,c,Chris Conley,conley,7.014285496,7,5100,NYJ@JAC,JAC,NYJ,,,,,,ryland,ryland,chris,conley5100wrc
cooks6900wrb,0,Brandin Cooks,6900,LA,CIN,,,10.9,16.2,1.4,1.24,1.6,10.5,0,9.66,-25,0.47,1,1.6,4,0,0.5,0.2,64,30.3,18.3,-0.2,-12,48.5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.56,0.25,46,0.73,0.03,7,-400,1.12,0.11,80,0,0.2,50,11.1,0.3,900,1.38,0.17,51,0.13,0.34,29,WR,8,0,0,0,0,7,4,64,25,13.8,0.3,9.2,0.364,0,0.191,0.148,0.225,0,0,0,0,0,0,0,0,0,0,cooks,brandin cooks,b,cooks6900wrb,39577-29501,WR,b,Brandin Cooks,cooks,9.257143293,7,6900,CIN@LAR,LAR,CIN,,,,,,ryland,ryland,brandin,cooks6900wrb
cooper4800wrp,0,Pharoh Cooper,4800,ARI,@NO,,,2.5,5,0,-2.37,0.5,0.5,0,4.87,-50,0.23,0,0,0,0,0.15,1.4,11,17.5,30,-2,12.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,300,1.29,0.21,80,0,0,50,1.4,-0.1,-1200,0.9,0.13,23,0,0.47,17,WR,8,0,0,0,0,1,1,12,8,10.1,0,4.9,0,0,0.042,0,0.047,0,0,0,0,0,0,0,0,0,0,cooper,pharoh cooper,p,cooper4800wrp,39577-40932,WR,p,Pharoh Cooper,cooper,4.166666667,3,4800,ARI@NO,ARI,NO,,,,,,ryland,ryland,pharoh,cooper4800wrp
coutee5100wrk,0,Keke Coutee,5100,HOU,OAK,,,7.5,15.7,0.6,1.94,1.5,10.5,0,5.56,-28,0.45,1,2.8,1,0,0.56,3.8,34,28.5,23.5,-0.3,-5,52,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.27,0.07,0,0,0,6.9,600,1.38,0.17,100,0.5,0,40,3.8,0.7,-900,0.92,0.11,28,0.19,0.52,21,WR,8,0,0,0,0,3,2,30,18,12.3,0,5.5,0.143,0,0.137,0,0.117,0,0,0,0,0,0,0,0,0,0,coutee,keke coutee,k,coutee5100wrk,39577-64242,WR,k,Keke Coutee,coutee,5.859999847,5,5100,OAK@HOU,HOU,OAK,,,,,,ryland,ryland,keke,coutee5100wrk
crowder5800wrj,0,Jamison Crowder,5800,NYJ,@JAX,,,8.9,14.8,1.3,1.75,1.5,3,3.9,7.15,-10,0.72,0.83,2.8,1,0,0.56,1.4,48,16.3,23.3,-1.5,7,39.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,80,0.83,0.31,6,0,1.06,0.14,75,0.25,0.25,40,5.8,0.8,-200,0.83,0.12,47,0.26,0.34,23,WR,8,0,0,0,0,6,4,50,24,11.5,0.1,7.4,0,0,0.246,0.167,0.306,0,0,0,0,0,0,0,0,0,0,crowder,jamison crowder,j,crowder5800wrj,39577-24755,WR,j,Jamison Crowder,crowder,7.700000127,6,5800,NYJ@JAC,NYJ,JAC,Q,Knee,,,,ryland,ryland,jamison,crowder5800wrj
dalton6900qba,0,Andy Dalton,6900,CIN,@LA,,,15.8,24.5,7.8,0.8,2.3,0.5,17.66,15,3,0.73,1,0.6,1,0,0.19,-2.3,60,18.3,30.3,0.8,12,48.5,22,21,35,242,59,6.8,5.42,1.3,37,16.3,64.4,16.3,3.7,2.9,7.4,1,8,10,5.7,0.3,0.571,4.17,2,1.42,46,0.73,0.03,11.5,-200,0.25,0.17,50,0.33,0.5,60,13.2,-1.1,900,0.33,0.22,44,0.38,0.33,18,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalton,andy dalton,a,dalton6900qba,39577-14225,QB,a,Andy Dalton,dalton,16.85999952,7,6900,CIN@LAR,CIN,LAR,,,,,,ryland,ryland,andy,dalton6900qba
darnold7400qbs,0,Sam Darnold,7400,NYJ,@JAX,,,13.9,20.3,6.7,-2.08,1.9,0.5,15.62,15.98,-7,0.45,0,0.9,0,0,0.19,1.2,61,16.3,23.3,-1.5,7,39.5,60,19,33,212,59,6.4,4.77,1.1,34,18.8,61.4,15.4,3.3,3.3,6.5,3,7,11,3.7,0,0.333,2.93,1.07,0.6,80,0.83,0.31,6,700,0.16,0.1,33,0.33,0.66,30,80,-0.6,1400,0.21,0.13,38,0.28,0.42,21,QB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold7400qbs,39577-63589,QB,s,Sam Darnold,darnold,10.31999969,3,7400,NYJ@JAC,NYJ,JAC,,,,,,ryland,ryland,sam,darnold7400qbs
davis4900wrt,0,Trevor Davis,4900,OAK,@HOU,,,4.9,9.3,0.1,-0.2,1,0.5,1.9,5.1,-28,0.53,1,0.3,2,0,0.43,2.8,33,23.5,28.5,1.7,5,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0,0,0,7.1,400,2.65,0.15,100,0.33,0,30,4.1,0.6,-1100,2.27,0.12,36,0.09,0.18,11,WR,8,0,0,0,0,1,1,19,13,13.7,0,10.3,0,0,0.048,0,0.083,0,0,0,0,0,0,0,0,0,0,davis,trevor davis,t,davis4900wrt,39577-41370,WR,t,Trevor Davis,davis,4.9,5,4900,OAK@HOU,OAK,HOU,,,,,,ryland,ryland,trevor,davis4900wrt
davis5500wrc,0,Corey Davis,5500,TEN,TB,,,9.1,17.4,0.9,2.63,1.7,6.5,1.9,6.47,2,0.7,0.96,6.6,2,0,0.54,2.1,54,23.8,21.8,-0.7,-2,45.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,0.13,62,0.73,0.02,10.9,300,1.98,0.2,100,0.5,0,40,8.3,1.1,-500,1.45,0.15,69,0.21,0.17,23,WR,8,0,0,0,0,5,3,50,21,14.3,0.3,7.5,0.25,0,0.214,0.25,0.229,0,0,0,0,0,0,0,0,0,0,davis,corey davis,c,davis5500wrc,39577-45439,WR,c,Corey Davis,davis,7.814285823,7,5500,TB@TEN,TEN,TB,,,,,,ryland,ryland,corey,davis5500wrc
denver3400,0,Denver,3400,DEN,@IND,,,6.3,14.4,0.6,2.55,1.9,0.5,7,3.75,-3,0.78,0,0,2,0,0.69,-2.5,0,17.5,23.5,-1,6,41,23,0,0,0,0,0,0,0,0,0,0,0,0,2.79,6.51,0,0,0,0,0,0,0,0,0,0,0,0,9.8,-700,0,0,100,0.5,0,40,60,-0.2,-2600,0,0,63,0.45,0.36,22,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.4851,0.4399,0.0158,0.0304,7.28,7.56,4.13,2.92,0.1653,denver,denver,d,denver3400,39577-12531,D,d,Denver Broncos,broncos,6,7,3400,DEN@IND,DEN,IND,,,,,,Broncos,Broncos,denver,denver3400
detroit4500,0,Detroit,4500,DET,NYG,,,7.9,15.9,1.3,0.61,1.8,3,11,7.29,7,0.88,0,0,2,0,0.34,4.1,0,27.8,21.3,0,-6.5,49,51,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5.78,0,0,0,0,0,0,0,0,0,0,0,0,4.8,1400,0,0,80,0.8,0.2,50,6.4,1.7,-1500,0,0,86,0.6,0.13,23,DEF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4819,0.4627,0.0084,0.0433,7.57,9.8,50,3.43,0.2177,detroit,detroit,d,detroit4500,39577-12532,D,d,Detroit Lions,lions,6.166666667,6,4500,NYG@DET,DET,NYG,,,,,,Lions,Lions,detroit,detroit4500
devalve4000tes,13.2,Seth DeValve,4000,JAX,NYJ,,,3.2,6.2,0,0.6,0.8,0.5,1.6,2.6,-18,0.5,0,0,0,0,0.61,-0.2,14,23.3,16.3,0.5,-7,39.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,80,0.83,0.31,0.5,0,0.7,0.02,25,0,0.75,40,0.9,-0.2,-2000,1.66,0.07,15,0.05,0.65,20,TE,8,0,0,0,0,0,0,4,3,12.8,0.1,2.5,0,0,0.018,0.031,0.015,0,0,0,0,0,0,0,0,0,0,devalve,seth devalve,s,devalve4000tes,39577-70335,TE,s,Seth DeValve,devalve,1.049999952,2,4000,NYJ@JAC,JAC,NYJ,,,,,,ryland,ryland,seth,devalve4000tes
dorsett5600wrp,0,Phillip Dorsett,5600,NE,CLE,,,6.8,15.2,0.2,0.1,1.2,3,5.8,6.7,-6,0.76,1,0.9,1,0,0.43,1.4,27,26.3,16.8,-2,-9.5,43,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.13,0,52,0.96,1,3,-300,0.64,0.08,20,0.2,0.8,50,5.3,1.6,-400,1.79,0.19,45,0.2,0.37,24,WR,8,0,0,0,0,2,2,22,11,11.2,0.3,5.5,0.2,0,0.074,0.208,0.079,0,0,0,0,0,0,0,0,0,0,dorsett,phillip dorsett,p,dorsett5600wrp,39577-25813,WR,p,Phillip Dorsett II,dorsett,11.88000031,5,5600,CLE@NE,NE,CLE,,,,,,ryland,ryland,phillip,dorsett5600wrp
doyle4900tej,13.6,Jack Doyle,4900,IND,DEN,,,4.9,8.5,0,0.2,1,0.5,8.1,4.7,-8,0.71,1,0.7,1,0,0.43,-0.5,51,23.5,17.5,-1.5,-6,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.4,0,0,0,5.2,-300,0.97,0.09,75,0.25,0,40,6.3,0.7,-1100,1.63,0.12,53,0.2,0.13,15,TE,8,0,0,0,0,3,3,31,14,9.2,0.3,7.5,0.375,0,0.135,0.115,0.123,0,0,0,0,0,0,0,0,0,0,doyle,jack doyle,j,doyle4900tej,39577-39859,TE,j,Jack Doyle,doyle,4.899999936,6,4900,DEN@IND,IND,DEN,,,,,,ryland,ryland,jack,doyle4900tej
ebron5400tee,13.6,Eric Ebron,5400,IND,DEN,,,5.7,11.1,0.1,-0.17,1.1,0.5,4.1,5.87,-3,0.84,1,0.7,3,0,0.39,-0.5,32,23.5,17.5,-1.5,-6,41,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.33,0,0,0,9.2,100,1.97,0.33,66,0.66,0.33,30,9.6,2.3,-600,1.68,0.3,60,0.4,0.25,20,TE,8,0,0,0,0,4,3,39,20,13,0.7,7.5,0.615,0,0.143,0.303,0.148,0,0,0,0,0,0,0,0,0,0,ebron,eric ebron,e,ebron5400tee,39577-25272,TE,e,Eric Ebron,ebron,7.516666412,6,5400,DEN@IND,IND,DEN,,,,,,ryland,ryland,eric,ebron5400tee
edelman6600wrj,0,Julian Edelman,6600,NE,CLE,,,12.4,19.8,2.2,3.42,1.9,14.5,23.5,8.98,-4,0.47,1,3.1,5,0,0.98,1.4,63,26.3,16.8,-2,-9.5,43,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.69,0.38,52,0.96,1,13,-300,1.13,0.19,100,0.5,0,60,14.5,3.6,600,1.32,0.23,79,0.27,0.06,29,WR,8,0,0,0,0,9,6,74,24,11.6,0.4,7.4,0.182,0,0.27,0.25,0.263,0,0,0,0,0,0,0,0,0,0,edelman,julian edelman,j,edelman6600wrj,39577-7859,WR,j,Julian Edelman,edelman,12.6114284,7,6600,CLE@NE,NE,CLE,Q,Chest,,,,ryland,ryland,julian,edelman6600wrj
edmonds6100rbc,0,Chase Edmonds,6100,ARI,@NO,,,12.1,22.8,2,3.18,2,28,2.3,8.92,-7,0.08,0.92,5,5,0,0.97,-1.5,18,17.5,30,-2,12.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,4.9,0.4,0.44,1,0.44,0.06,0,0,0,16.9,1400,1.21,0.56,100,0.75,0,40,6.9,0.9,100,0.95,0.38,52,0.21,0.31,19,RB,8,0.5,0.249,0.276,5,1,1,9,7,8.4,0.1,4.1,0.308,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,edmonds,chase edmonds,c,edmonds6100rbc,39577-83081,RB,c,Chase Edmonds,edmonds,10.52857099,7,6100,ARI@NO,ARI,NO,,,,,,ryland,ryland,chase,edmonds6100rbc
eifert4500tet,3.4,Tyler Eifert,4500,CIN,@LA,,,4.2,7.7,0,0.43,0.9,0.5,10.4,3.77,-13,0.66,0,0,2,0,0.5,0.5,28,18.3,30.3,0.8,12,48.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.57,0.29,46,0.73,0.03,2.8,-300,0.87,0.1,100,0,0,50,3.8,-0.4,-1500,1.09,0.13,66,0.08,0,12,TE,8,0,0,0,0,3,2,16,9,6.9,0.1,6.5,0.2,0,0.086,0.125,0.06,0,0,0,0,0,0,0,0,0,0,eifert,tyler eifert,t,eifert4500tet,39577-33557,TE,t,Tyler Eifert,eifert,3.757142748,7,4500,CIN@LAR,CIN,LAR,,,,,,ryland,ryland,tyler,eifert4500tet
ekeler6800rba,0,Austin Ekeler,6800,LAC,@CHI,,,10.9,18.7,2.4,0.23,1.6,3,9.2,10.67,-11,0.82,1,5,4,0,0.56,1.4,34,18.8,22.3,1.3,3.5,41,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,4.1,0.4,0.467,1.44,0.81,0.69,53,0.62,0.01,14.5,-1300,0.91,0.36,66,0.33,0.33,60,11,1.9,800,0.8,0.32,53,0.26,0.3,26,RB,8,0.6,0.368,0.534,8,5,4,47,19,9.6,0.3,7.3,0.333,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,ekeler,austin ekeler,a,ekeler6800rba,39577-80001,RB,a,Austin Ekeler,ekeler,19.44285801,7,6800,LAC@CHI,LAC,CHI,,,,,,ryland,ryland,austin,ekeler6800rba
ellison5000ter,9.2,Rhett Ellison,5000,NYG,@DET,,,2.4,5.1,0,-2.54,0.5,0.5,0.4,4.94,-21,0.37,0,0,0,0,0.07,-0.4,35,21.3,27.8,0.5,6.5,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,4.9,1000,1.39,0.13,75,0.25,0.25,40,2.7,-0.1,-1000,1.34,0.08,42,0.14,0.38,21,TE,8,0,0,0,0,2,1,17,11,11,0.1,5.3,0,0,0.061,0.048,0.072,0,0,0,0,0,0,0,0,0,0,ellison,rhett ellison,r,ellison5000ter,39577-22065,TE,r,Rhett Ellison,ellison,3.271428517,7,5000,NYG@DET,NYG,DET,,,,,,ryland,ryland,rhett,ellison5000ter
