RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
jones6800qbm,72.13,Mac Jones,6800,NE,@NYJ,,,16.92,27.7,6.2,2.12,2.5,0.5,14.8,7.44,1.0,0.85,1.7,1.0,1.0,0.0,0.57,3.8,75.0,25.0,18.5,1.7,-6.5,43.5,78.0,29.0,39.0,281.0,74.0,7.2,7.2,1.0,26.0,0.0,0.0,2.6,0.0,0.0,2.6,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.46,0.0,12.7,600,0.32,0.17,100.0,0.5,0.0,20.0,9.7,0.7,800.0,0.24,0.13,66.0,0.33,0.33,30.0,QB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,mac jones,m,jones6800qbm
lawrence6900qbt,71.85,Trevor Lawrence,6900,JAX,DEN,,,16.7,26.1,7.3,1.7,2.4,0.5,15.0,8.82,-3.0,0.51,3.3,0.82,1.0,0.0,0.82,7.0,74.0,19.5,25.5,0.7,6.0,45.0,29.0,28.0,51.0,332.0,54.0,6.5,4.69,3.0,41.0,0.0,0.0,15.7,60.8,17.6,5.9,5.9,1.9,1.0,-2.0,-2.0,-2.0,0.0,0.0,3.0,2.0,2.0,78.0,0.87,0.57,22.1,100,0.42,0.3,100.0,1.0,0.0,10.0,12.5,3.5,900.0,0.24,0.17,50.0,0.5,0.5,20.0,QB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawrence,trevor lawrence,t,lawrence6900qbt
wilson6500qbz,68.19,Zach Wilson,6500,NYJ,NE,,,15.6,25.3,5.9,1.38,2.4,0.5,14.22,6.3,-7.0,0.26,1.7,0.85,1.0,0.0,0.57,4.3,65.0,18.5,25.0,-1.3,6.5,43.5,22.0,20.0,37.0,258.0,54.0,7.0,4.7,2.0,40.0,0.0,0.0,8.1,54.1,29.7,5.4,2.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,77.0,0.46,0.0,16.2,0,0.38,0.25,66.0,0.66,0.0,30.0,11.7,1.3,500.0,0.27,0.18,50.0,0.5,0.25,40.0,QB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wilson,zach wilson,z,wilson6500qbz
winston7700qbj,65.70,Jameis Winston,7700,NO,@CAR,,,17.86,28.5,7.2,1.29,2.3,0.5,16.57,10.34,4.0,0.94,2.5,1.0,1.0,0.0,0.43,0.0,22.0,21.8,22.8,-3.0,1.0,44.5,54.0,7.0,10.0,74.0,67.0,7.2,9.81,1.7,28.0,0.0,0.0,29.0,48.4,19.4,17.0,0.0,6.5,2.0,3.0,6.0,2.2,0.0,0.35700000000000004,0.94,0.75,0.44,85.0,0.52,0.0,29.6,1000,1.14,0.49,100.0,1.0,0.0,10.0,7.5,0.8,1700.0,0.54,0.34,15.0,0.05,0.15,20.0,QB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,winston,jameis winston,j,winston7700qbj
dalton6500qba,65.47,Andy Dalton,6500,CHI,CIN,,,14.52,24.5,4.6,0.3,2.2,0.5,14.22,8.74,-8.0,0.21,9990.0,0.5,1.0,0.0,0.63,0.0,56.0,21.8,22.8,-2.2,1.0,44.5,48.0,20.0,30.0,197.0,65.0,6.4,5.2,1.2,31.0,0.0,0.0,18.3,61.7,15.6,4.0,2.7,7.1,2.0,5.0,10.0,4.2,0.0,0.5329999999999999,4.38,1.81,1.0,82.0,0.64,0.0,7.7,0,0.18,0.12,66.0,0.0,0.0,30.0,12.4,-0.2,500.0,0.35,0.22,55.0,0.3,0.15,20.0,QB,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dalton,andy dalton,a,dalton6500qba
harris6100rbn,95.02,Najee Harris,6100,PIT,LV,,,15.63,20.1,11.2,6.71,2.6,37.0,8.92,16.6,-4.0,0.67,10.0,0.93,13.0,0.0,0.98,2.3,58.0,26.0,20.5,-0.8,-5.5,46.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,45.0,2.8,0.0,0.313,2.0,2.0,0.5,78.0,0.59,0.0,4.3,-400,0.22,0.07,66.0,0.0,0.33,30.0,3.8,-1.3,100.0,0.2,0.07,50.0,0.0,0.5,40.0,RB,32,0.0,0.6,1.0,16.0,3.0,1.0,4.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,harris,najee harris,n,harris6100rbn
hunt5700rbk,94.40,Kareem Hunt,5700,CLE,HOU,,,11.12,14.3,7.9,3.19,2.0,5.8,7.93,5.8,2.0,0.9,1.7,1.0,11.0,0.0,0.98,5.6,34.0,31.0,17.5,1.2,-13.5,48.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,4.0,0.4,0.486,3.53,1.6,0.87,79.0,0.53,0.0,8.1,-300,0.89,0.29,33.0,0.33,0.33,30.0,11.7,1.9,-300.0,0.77,0.34,70.0,0.3,0.15,20.0,RB,32,0.273,0.32899999999999996,0.531,12.0,3.0,2.0,20.0,11.0,8.8,0.3,0.0,0.182,0.455,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hunt,kareem hunt,k,hunt5700rbk
sanders6300rbm,89.36,Miles Sanders,6300,PHI,SF,,,12.31,15.9,8.7,2.89,2.0,5.5,9.42,6.4,4.0,0.94,9990.0,1.0,8.0,0.0,0.99,2.0,49.0,23.0,26.0,0.5,3.0,49.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,72.0,5.3,0.5,0.547,1.63,1.0,0.63,77.0,0.41,0.0,15.3,-300,0.77,0.33,50.0,0.5,0.0,20.0,13.2,1.1,300.0,0.73,0.27,50.0,0.22,0.22,18.0,RB,32,0.429,0.516,0.7140000000000001,13.0,4.0,2.0,18.0,11.0,7.4,0.0,0.0,0.16,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sanders,miles sanders,m,sanders6300rbm
henry8000rbd,87.83,Derrick Henry,8000,TEN,@SEA,,,14.77,19.4,10.2,1.11,1.8,16.5,13.66,44.7,1.0,0.88,1.7,1.0,8.0,0.0,0.98,1.0,42.0,23.5,30.0,0.2,6.5,53.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,123.0,5.4,1.1,0.5660000000000001,3.94,2.24,1.29,62.0,0.7,0.49,9.2,-900,0.44,0.23,0.0,0.0,0.33,30.0,18.7,1.8,2000.0,0.75,0.44,45.0,0.3,0.4,20.0,RB,32,0.63,0.755,0.6609999999999999,22.0,2.0,1.0,7.0,6.0,6.2,0.0,0.0,0.22399999999999998,0.5670000000000001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,henry,derrick henry,d,henry8000rbd
gordon5900rbm,86.90,Melvin Gordon,5900,DEN,@JAX,,,10.56,13.7,7.5,2.13,1.8,3.0,8.43,7.9,2.0,0.9,0.0,0.0,7.0,0.0,0.97,5.8,41.0,25.5,19.5,0.2,-6.0,45.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,67.0,4.8,0.6,0.42700000000000005,1.88,1.13,0.38,78.0,0.87,0.57,11.9,300,0.85,0.36,33.0,0.33,0.33,30.0,12.8,2.6,-100.0,0.75,0.31,65.0,0.4,0.15,20.0,RB,32,0.6920000000000001,0.5479999999999999,0.629,14.0,2.0,2.0,11.0,8.0,5.2,0.1,0.0,0.28,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gordon,melvin gordon,m,gordon5900rbm
cook9200rbd,86.17,Dalvin Cook,9200,MIN,@ARI,,,17.68,23.1,12.2,1.03,1.9,21.5,16.65,15.8,1.0,0.88,1.7,1.0,10.0,0.0,0.96,0.1,49.0,23.5,27.5,0.2,4.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,112.0,4.9,1.1,0.541,4.06,2.13,1.5,0.0,0.0,0.0,17.4,-200,0.64,0.29,33.0,0.0,0.0,30.0,22.3,3.5,3200.0,0.82,0.45,63.0,0.26,0.1,19.0,RB,32,0.882,0.762,0.7140000000000001,22.0,4.0,3.0,29.0,15.0,8.3,0.1,0.0,0.19,0.6829999999999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,dalvin cook,d,cook9200rbd
carson6700rbc,85.07,Chris Carson,6700,SEA,TEN,,,14.48,18.6,10.3,4.06,2.2,28.5,10.42,15.1,-5.0,0.64,2.5,1.0,11.0,0.0,0.43,1.1,34.0,30.0,23.5,0.7,-6.5,53.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,62.0,5.0,0.4,0.649,1.56,0.69,0.56,62.0,0.7,0.49,6.0,0,0.31,0.14,33.0,0.0,0.33,30.0,12.0,0.3,700.0,0.74,0.35,40.0,0.1,0.25,20.0,RB,32,0.556,0.47200000000000003,0.539,12.0,3.0,2.0,22.0,13.0,7.9,0.2,0.0,0.19,0.667,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carson,chris carson,c,carson6700rbc
gaskin5700rbm,83.90,Myles Gaskin,5700,MIA,BUF,,,10.77,13.9,7.6,2.84,1.9,7.5,7.93,6.6,-3.0,0.71,0.4,0.8,7.0,0.0,0.98,-0.7,44.0,23.5,26.5,1.2,3.0,50.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,59.0,4.2,0.3,0.514,2.81,1.56,0.75,88.0,0.64,0.21,15.6,-300,1.11,0.54,66.0,0.33,0.0,30.0,15.4,4.3,-300.0,0.81,0.35,60.0,0.5,0.05,20.0,RB,32,0.33299999999999996,0.618,0.695,14.0,4.0,4.0,38.0,21.0,9.3,0.2,0.0,0.081,0.514,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gaskin,myles gaskin,m,gaskin5700rbm
ekeler7000rba,82.95,Austin Ekeler,7000,LAC,DAL,,,14.28,18.4,10.1,3.11,2.0,21.2,11.17,18.0,-5.0,0.64,1.3,0.89,7.0,0.0,0.98,-3.1,40.0,29.0,26.0,1.5,-3.0,55.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,4.5,0.2,0.446,2.0,1.13,0.31,0.0,0.0,0.0,11.7,100,0.78,0.25,33.0,0.0,0.0,30.0,13.7,1.2,1000.0,0.78,0.34,45.0,0.2,0.1,20.0,RB,32,0.25,0.5,0.569,11.0,6.0,5.0,40.0,12.0,7.5,0.2,0.0,0.091,0.455,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ekeler,austin ekeler,a,ekeler7000rba
chubb8400rbn,82.47,Nick Chubb,8400,CLE,HOU,,,16.18,20.9,11.4,1.52,1.9,19.1,14.66,16.3,2.0,0.9,3.3,1.0,13.0,0.0,0.43,5.6,34.0,31.0,17.5,1.2,-13.5,48.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,80.0,5.6,1.0,0.59,2.67,1.4,0.67,79.0,0.53,0.0,21.1,700,1.24,0.68,33.0,0.33,0.0,30.0,17.0,1.9,2400.0,1.07,0.5,50.0,0.25,0.15,20.0,RB,32,0.545,0.517,0.507,14.0,1.0,1.0,12.0,7.0,9.6,0.0,0.0,0.297,0.757,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chubb,nick chubb,n,chubb8400rbn
mccaffrey10000rbc,82.06,C. McCaffrey,10000,CAR,NO,,,18.74,24.4,13.1,0.09,1.9,11.7,18.65,22.2,9.0,0.98,1.3,1.0,9.0,0.0,0.96,-0.1,54.0,22.8,21.8,1.5,-1.0,44.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,75.0,4.0,1.0,0.561,1.0,0.56,0.13,85.0,0.52,0.0,23.2,-400,0.77,0.41,33.0,0.0,0.0,30.0,26.0,1.2,4000.0,0.96,0.48,16.0,0.05,0.0,18.0,RB,32,0.6,0.7509999999999999,0.741,19.0,8.0,7.0,66.0,18.0,8.7,0.3,0.0,0.231,0.615,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mccaffrey,c. mccaffrey,c,mccaffrey10000rbc
taylor7200rbj,81.92,Jonathan Taylor,7200,IND,LA,,,13.57,17.5,9.6,1.9,1.9,10.3,11.67,5.8,1.0,0.88,0.8,0.8,5.0,0.0,0.97,-0.3,35.0,21.8,26.3,0.0,4.5,48.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,5.0,0.7,0.5329999999999999,3.5,1.81,1.06,0.0,0.0,0.0,14.6,-700,0.61,0.35,33.0,0.0,0.0,30.0,14.8,2.9,1200.0,0.79,0.42,71.0,0.38,0.14,21.0,RB,32,0.647,0.612,0.531,16.0,2.0,2.0,19.0,11.0,8.1,0.1,0.0,0.17600000000000002,0.529,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taylor,jonathan taylor,j,taylor7200rbj
jones5300rbr,81.81,Ronald Jones,5300,TB,ATL,,,7.17,9.3,5.0,0.24,1.4,0.5,6.93,4.1,-3.0,0.71,0.0,0.0,7.0,0.0,0.89,0.4,30.0,32.8,19.3,-0.5,-13.5,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,66.0,5.2,0.5,0.5920000000000001,2.18,1.41,0.71,81.0,0.74,0.48,4.1,-600,1.01,0.68,33.0,0.0,0.33,30.0,10.5,1.2,-700.0,0.68,0.35,52.0,0.34,0.17,23.0,RB,32,0.583,0.7,0.46,12.0,2.0,1.0,10.0,7.0,5.7,0.1,0.0,0.188,0.594,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jones,ronald jones,r,jones5300rbr
kamara8800rba,81.20,Alvin Kamara,8800,NO,@CAR,,,17.97,23.1,12.8,2.31,2.0,21.2,15.66,5.0,2.0,0.9,2.1,0.94,10.0,0.0,0.97,-0.5,43.0,21.8,22.8,-3.0,1.0,44.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,66.0,5.1,1.0,0.544,4.06,2.06,1.13,85.0,0.52,0.0,16.6,200,0.69,0.37,100.0,0.0,0.0,10.0,22.0,60.0,2800.0,1.11,0.51,70.0,0.3,0.2,20.0,RB,32,0.536,0.45399999999999996,0.6890000000000001,13.0,6.0,5.0,47.0,19.0,8.8,0.3,0.0,0.304,0.652,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kamara,alvin kamara,a,kamara8800rba
robinson5500rbj,81.08,James Robinson,5500,JAX,DEN,,,10.26,13.3,7.2,2.83,1.9,1.1,7.43,7.9,3.0,0.92,2.1,0.91,7.0,0.0,0.99,0.0,46.0,19.5,25.5,0.7,6.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,73.0,4.5,0.5,0.493,2.19,0.94,0.38,78.0,0.87,0.57,6.9,-400,0.63,0.15,100.0,0.0,0.0,10.0,15.8,5.1,-500.0,0.75,0.34,77.0,0.44,0.11,18.0,RB,32,0.778,0.7509999999999999,0.7,16.0,4.0,3.0,24.0,11.0,6.8,0.2,0.0,0.24100000000000002,0.586,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,robinson,james robinson,j,robinson5500rbj
white4800rbj,79.67,James White,4800,NE,@NYJ,,,7.75,10.0,5.5,2.07,1.6,0.7,5.68,15.5,-3.0,0.71,0.4,1.0,4.0,0.0,0.95,-0.2,24.0,25.0,18.5,1.7,-6.5,43.5,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.3,0.1,0.353,0.63,0.38,0.06,77.0,0.46,0.0,9.1,0,0.83,0.33,50.0,0.5,0.0,20.0,6.1,-0.6,-1200.0,0.86,0.26,55.0,0.25,0.3,20.0,RB,32,0.154,0.057,0.391,2.0,4.0,3.0,28.0,13.0,7.6,0.1,0.0,0.667,0.667,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,white,james white,j,white4800rbj
bernard4600rbg,78.85,Giovani Bernard,4600,TB,ATL,,,5.05,6.8,3.3,-0.13,1.1,0.5,5.18,2.6,-15.0,0.38,9990.0,1.0,7.0,0.0,0.92,0.4,31.0,32.8,19.3,-0.5,-13.5,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,3.3,0.2,0.467,1.8,0.8,0.4,81.0,0.74,0.48,1.5,-300,0.48,0.09,33.0,0.0,0.33,30.0,7.7,1.1,-1400.0,0.67,0.25,66.0,0.33,0.27,18.0,RB,32,0.25,0.27399999999999997,0.491,8.0,3.0,2.0,21.0,12.0,8.1,0.2,0.0,0.16699999999999998,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bernard,giovani bernard,g,bernard4600rbg
hines5100rbn,78.01,Nyheim Hines,5100,IND,LA,,,8.9,11.5,6.3,2.47,1.7,0.5,6.43,2.7,1.0,0.88,0.4,1.0,5.0,0.0,0.92,-0.3,24.0,21.8,26.3,0.0,4.5,48.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,4.2,0.1,0.462,2.13,1.06,0.44,0.0,0.0,0.0,7.6,-300,0.45,0.22,33.0,0.33,0.33,30.0,9.9,2.4,-900.0,0.95,0.41,85.0,0.25,0.1,20.0,RB,32,0.105,0.191,0.365,5.0,4.0,3.0,30.0,13.0,7.8,0.2,0.0,0.087,0.391,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hines,nyheim hines,n,hines5100rbn
henderson6400rbd,76.89,Darrell Henderson,6400,LA,@IND,,,12.86,16.6,9.2,3.19,2.0,14.3,9.67,15.7,-4.0,0.67,0.0,0.0,4.0,0.0,0.34,-0.4,26.0,26.3,21.8,0.5,-4.5,48.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,4.6,0.4,0.563,2.44,1.56,0.88,0.0,0.0,0.0,15.2,0,0.89,0.31,33.0,0.33,0.0,30.0,8.6,0.2,400.0,0.73,0.33,45.0,0.27,0.27,22.0,RB,32,0.33299999999999996,0.377,0.382,10.0,1.0,1.0,11.0,9.0,10.4,0.1,0.0,0.147,0.6759999999999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,henderson,darrell henderson,d,henderson6400rbd
davis5500rbm,75.69,Mike Davis,5500,ATL,@TB,,,10.19,13.3,7.1,2.76,1.9,6.3,7.43,9.8,-5.0,0.64,0.4,0.92,5.0,0.0,0.97,-3.9,42.0,19.3,32.8,-0.5,13.5,52.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,3.8,0.4,0.483,3.56,1.88,0.81,81.0,0.74,0.48,8.7,-700,0.41,0.16,33.0,0.0,0.0,30.0,12.1,0.6,-500.0,0.71,0.29,55.0,0.25,0.25,20.0,RB,32,0.375,0.429,0.6559999999999999,12.0,5.0,4.0,26.0,11.0,6.4,0.1,0.0,0.136,0.364,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,davis,mike davis,m,davis5500rbm
edmonds6000rbc,75.29,Chase Edmonds,6000,ARI,MIN,,,10.5,13.6,7.4,1.83,1.8,1.7,8.67,10.0,4.0,0.94,2.9,1.0,7.0,0.0,0.11,6.8,33.0,27.5,23.5,-0.3,-4.0,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,4.7,0.1,0.524,1.69,0.44,0.19,0.0,0.0,0.0,6.5,100,0.4,0.16,50.0,0.5,0.5,20.0,8.1,0.2,0.0,0.76,0.25,66.0,0.28,0.33,21.0,RB,32,0.048,0.221,0.48200000000000004,6.0,4.0,3.0,26.0,14.0,7.9,0.2,0.0,0.0,0.313,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,edmonds,chase edmonds,c,edmonds6000rbc
williams5500rbj,74.97,Javonte Williams,5500,DEN,@JAX,,,9.34,12.1,6.6,1.91,1.7,3.0,7.43,7.9,-4.0,0.67,0.8,1.0,5.0,0.0,0.11,5.8,33.0,25.5,19.5,0.2,-6.0,45.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,45.0,3.2,0.0,0.28600000000000003,2.0,0.0,0.0,78.0,0.87,0.57,3.8,-100,0.25,0.12,33.0,0.0,0.33,30.0,3.5,-0.8,-500.0,0.23,0.11,25.0,0.0,0.5,40.0,RB,32,0.0,0.273,0.5,14.0,1.0,1.0,-4.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,williams,javonte williams,j,williams5500rbj
drake5500rbk,74.53,Kenyan Drake,5500,LV,@PIT,,,10.42,13.6,7.3,2.99,1.9,2.0,7.43,8.0,3.0,0.92,0.4,0.0,5.0,0.0,0.43,1.1,39.0,20.5,26.0,-0.8,5.5,46.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,63.0,4.0,0.6,0.498,3.56,2.13,1.31,78.0,0.59,0.0,9.5,0,0.0,0.0,50.0,0.0,0.0,40.0,11.7,20.0,-500.0,0.65,0.3,72.0,0.31,0.04,22.0,RB,32,0.474,0.47600000000000003,0.5710000000000001,15.0,2.0,1.0,9.0,6.0,5.7,0.0,0.0,0.145,0.491,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drake,kenyan drake,k,drake5500rbk
fournette5900rbl,74.26,Leonard Fournette,5900,TB,ATL,,,8.87,11.5,6.2,0.44,1.5,1.5,8.43,9.6,-2.0,0.75,0.8,0.5,8.0,0.0,0.28,0.4,32.0,32.8,19.3,-0.5,-13.5,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,3.9,0.5,0.495,1.71,0.88,0.59,81.0,0.74,0.48,4.6,-500,0.29,0.11,33.0,0.0,0.33,30.0,10.4,1.9,-100.0,0.88,0.32,54.0,0.22,0.22,22.0,RB,32,0.5,0.35700000000000004,0.48100000000000004,7.0,4.0,3.0,18.0,9.0,6.2,0.0,0.0,0.25,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fournette,leonard fournette,l,fournette5900rbl
williams5300rbd,72.89,Damien Williams,5300,CHI,CIN,,,6.86,9.1,4.6,-0.07,1.3,0.5,6.93,1.4,-4.0,0.67,0.0,0.0,3.0,0.0,0.92,2.2,24.0,21.8,22.8,-2.2,1.0,44.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.5,0.13,0.0,0.0,82.0,0.64,0.0,2.2,300,0.2,0.07,33.0,0.0,0.66,30.0,2.1,0.0,-700.0,0.38,0.09,4.0,0.0,0.14,21.0,RB,32,0.0,0.073,0.366,3.0,2.0,2.0,14.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,williams,damien williams,d,williams5300rbd
