,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
barber5500rbp,42.35,Peyton Barber,5500,TB,NO,,,5.1,10.9,0.6,-2.33,0.9,0.5,8.1,7.43,-16.0,0.59,0.0,0.3,1.0,0.0,0.07,-2.3,30.0,22.8,27.8,-0.2,5.0,50.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,47.0,3.6,0.5,0.455,2.69,1.75,1.13,62.0,0.7,0.0,5.3,200,0.55,0.27,33.0,0.33,0.66,30.0,9.1,0.9,-500.0,0.62,0.3,66.0,0.28,0.14,21.0,RB,11,0.47100000000000003,0.46799999999999997,0.425,13.0,1.0,1.0,4.0,3.0,4.1,0.0,1.9,0.2,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barber,peyton barber,p,barber5500rbp,40387-40857,RB,p,Peyton Barber,barber,7.077777862548827,9,5500,NO@TB,TB,NO,,,,,,ryland,ryland,peyton,barber5500rbp
barner5100rbk,53.59,Kenjon Barner,5100,ATL,@CAR,,,3.9,10.5,0.1,-2.53,0.8,0.5,7.62,6.43,-18.0,0.55,0.0,0.0,3.0,0.0,0.39,3.5,5.0,22.8,26.3,0.8,3.5,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,0.0,0.5,0.0,0.0,0.0,50.0,0.61,0.0,0.4,600,0.43,0.07,0.0,0.0,0.66,30.0,0.2,0.0,-900.0,0.2,0.04,0.0,0.0,0.73,19.0,RB,11,0.0,0.027000000000000003,0.079,0.0,0.0,0.0,1.0,1.0,3.5,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barner,kenjon barner,k,barner5100rbk,40387-29357,RB,k,Kenjon Barner,barner,0.3142857210976737,7,5100,ATL@CAR,ATL,CAR,,,,,,ryland,ryland,kenjon,barner5100rbk
beasley5500wrc,70.94,Cole Beasley,5500,BUF,@MIA,,,7.0,14.6,0.4,0.53,1.3,0.5,5.8,6.47,3.0,0.87,1.0,0.6,0.0,0.0,0.6,1.7,45.0,24.3,17.3,1.5,-7.0,41.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.31,0.19,69.0,0.65,0.0,9.6,-100,1.83,0.25,100.0,0.25,0.0,40.0,7.1,10.0,-500.0,1.22,0.16,65.0,0.34,0.17,23.0,WR,11,0.0,0.0,0.0,0.0,5.0,4.0,42.0,16.0,10.6,0.3,7.5,0.375,0.0,0.17600000000000002,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beasley,cole beasley,c,beasley5500wrc,40387-22288,WR,c,Cole Beasley,beasley,8.955555386013453,9,5500,BUF@MIA,BUF,MIA,,,,,,ryland,ryland,cole,beasley5500wrc
bell7400rbl,73.11,Le'Veon Bell,7400,NYJ,@WAS,,,13.3,23.9,4.1,1.13,1.8,3.0,16.2,12.17,6.0,0.95,0.71,2.0,4.0,0.0,0.95,0.2,56.0,18.3,19.3,0.0,1.0,37.5,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,3.1,0.2,0.42,1.89,0.67,0.44,41.0,0.61,0.0,10.4,200,0.52,0.19,60.0,0.2,0.4,50.0,12.4,0.3,1400.0,0.56,0.22,53.0,0.13,0.2,15.0,RB,11,0.5,0.741,0.8909999999999999,15.0,6.0,4.0,30.0,11.0,6.3,0.1,4.8,0.182,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bell,le'veon bell,l,bell7400rbl,40387-28181,RB,l,Le'Veon Bell,bell,12.5,9,7400,NYJ@WAS,NYJ,WAS,Q,Ribs,,,,ryland,ryland,le'veon,bell7400rbl
bernard4700rbg,62.46,Giovani Bernard,4700,CIN,@OAK,,,4.4,9.4,0.2,-1.03,0.9,0.5,5.1,5.43,-20.0,0.49,0.0,0.0,3.0,0.0,0.93,1.8,27.0,17.5,30.5,-1.5,13.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2.6,0.0,0.259,1.0,0.44,0.19,72.0,0.47,0.0,2.1,-200,0.36,0.07,66.0,0.0,0.33,30.0,3.4,-2.3,-1300.0,0.53,0.13,45.0,0.0,0.3,20.0,RB,11,0.0,0.094,0.40299999999999997,3.0,3.0,2.0,14.0,10.0,6.2,0.0,4.5,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bernard,giovani bernard,g,bernard4700rbg,40387-25290,RB,g,Giovani Bernard,bernard,3.2111110687255864,9,4700,CIN@OAK,CIN,OAK,,,,,,ryland,ryland,giovani,bernard4700rbg
blake4500wrc,41.04,Christian Blake,4500,ATL,@CAR,,,2.2,4.9,0.0,-1.99,0.5,0.5,0.8,4.19,-42.0,0.23,0.0,0.0,0.0,0.0,0.4,0.4,14.0,22.8,26.3,0.8,3.5,49.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.61,0.0,1.3,0,1.25,0.09,33.0,0.0,0.33,30.0,1.3,0.0,-1500.0,1.25,0.09,7.0,0.0,0.07,13.0,WR,11,0.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,7.5,0.0,3.8,0.0,0.0,0.025,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blake,christian blake,c,blake4500wrc,40387-56580,WR,c,Christian Blake,blake,2.5,1,4500,ATL@CAR,ATL,CAR,,,,,,ryland,ryland,christian,blake4500wrc
bonnafon4500rbr,58.03,Reggie Bonnafon,4500,CAR,ATL,,,2.1,4.3,0.0,-2.83,0.5,0.5,1.8,4.93,-31.0,0.17,0.0,0.0,2.0,0.0,0.94,-0.1,7.0,26.3,22.8,-2.2,-3.5,49.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,8.6,0.2,0.364,0.0,0.0,0.0,50.0,0.61,0.0,1.0,0,0.25,0.1,33.0,0.0,0.33,30.0,2.9,0.0,-1500.0,0.97,0.42,9.0,0.04,0.14,21.0,RB,11,0.111,0.11800000000000001,0.11699999999999999,2.0,0.0,0.0,2.0,2.0,50.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bonnafon,reggie bonnafon,r,bonnafon4500rbr,40387-55224,RB,r,Reggie Bonnafon,bonnafon,4.375,4,4500,ATL@CAR,CAR,ATL,,,,,,ryland,ryland,reggie,bonnafon4500rbr
bourne4800wrk,51.66,Kendrick Bourne,4800,SF,ARI,,,4.7,9.3,0.0,-0.17,1.0,0.5,11.1,4.87,-15.0,0.53,1.0,0.6,0.0,0.0,0.08,1.2,39.0,27.0,17.0,-2.0,-10.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.07,73.0,0.46,0.0,7.7,300,2.21,0.18,100.0,0.8,0.0,50.0,5.6,0.8,-1200.0,1.69,0.14,78.0,0.36,0.05,19.0,WR,11,0.0,0.0,0.0,0.0,3.0,2.0,30.0,16.0,13.4,0.2,8.2,0.33299999999999996,0.0,0.114,0.13,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bourne,kendrick bourne,k,bourne4800wrk,40387-80289,WR,k,Kendrick Bourne,bourne,4.611111111111111,9,4800,ARI@SF,SF,ARI,,,,,,ryland,ryland,kendrick,bourne4800wrk
boyd5900wrt,78.46,Tyler Boyd,5900,CIN,@OAK,,,9.9,16.6,1.2,2.52,1.7,6.5,1.5,7.38,-4.0,0.67,1.0,4.3,3.0,0.0,0.62,2.3,61.0,17.5,30.5,-1.5,13.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.13,0.06,72.0,0.47,0.0,8.3,300,0.78,0.12,100.0,0.33,0.0,30.0,8.9,0.9,-100.0,0.92,0.15,54.0,0.18,0.27,22.0,WR,11,0.0,0.0,0.0,0.0,8.0,5.0,67.0,24.0,11.6,0.2,6.7,0.14300000000000002,0.0,0.247,0.17600000000000002,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyd,tyler boyd,t,boyd5900wrt,40387-40669,WR,t,Tyler Boyd,boyd,10.322222391764322,9,5900,CIN@OAK,CIN,OAK,,,,,,ryland,ryland,tyler,boyd5900wrt
boykin4700wrm,55.11,Miles Boykin,4700,BAL,HOU,,,3.8,7.9,0.0,-0.84,0.8,0.5,0.0,4.64,-20.0,0.42,0.0,0.0,1.0,0.0,0.5,2.3,27.0,27.5,23.5,0.2,-4.0,51.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.11,41.0,0.6,0.0,2.2,0,2.17,0.08,33.0,0.33,0.66,30.0,3.3,-0.8,-1300.0,2.11,0.12,38.0,0.23,0.3,13.0,WR,11,0.0,0.0,0.0,0.0,1.0,1.0,14.0,11.0,14.6,0.2,6.2,1.0,0.0,0.054000000000000006,0.125,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boykin,miles boykin,m,boykin4700wrm,40387-64827,WR,m,Miles Boykin,boykin,4.228571483067103,7,4700,HOU@BAL,BAL,HOU,,,,,,ryland,ryland,miles,boykin4700wrm
boyle4900ten,55.65,Nick Boyle,4900,BAL,HOU,,,4.7,8.3,0.0,0.0,1.0,0.5,3.0,4.7,-8.0,0.71,1.0,0.3,1.0,0.0,0.07,-0.7,44.0,27.5,23.5,0.2,-4.0,51.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,0.19,41.0,0.6,0.0,7.8,600,2.35,0.17,100.0,0.66,0.0,30.0,3.1,0.0,-1100.0,1.39,0.07,54.0,0.13,0.22,22.0,TE,11,0.0,0.0,0.0,0.0,2.0,1.0,20.0,10.0,10.9,0.1,6.5,0.25,0.0,0.092,0.048,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyle,nick boyle,n,boyle4900ten,40387-62510,TE,n,Nick Boyle,boyle,4.611111111111111,9,4900,HOU@BAL,BAL,HOU,,,,,,ryland,ryland,nick,boyle4900ten
brady7800qbt,69.11,Tom Brady,7800,NE,@PHI,,,18.1,26.8,10.4,1.33,2.3,6.5,8.54,16.77,-2.0,0.67,0.91,3.9,1.0,0.0,0.55,1.4,71.0,24.8,20.3,0.3,-4.5,45.0,74.0,24.0,36.0,276.0,65.0,7.5,7.35,1.7,38.0,27.4,57.0,10.1,4.7,1.7,3.5,1.0,0.0,0.0,0.6,0.2,0.389,7.33,3.4,1.73,40.0,0.65,0.05,14.3,-100,0.33,0.2,100.0,0.16,0.0,60.0,17.7,0.6,1800.0,0.45,0.25,77.0,0.33,0.07,27.0,QB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady7800qbt,40387-6498,QB,t,Tom Brady,brady,18.74888949924045,9,7800,NE@PHI,NE,PHI,,,,,,ryland,ryland,tom,brady7800qbt
brate4500tec,55.59,Cameron Brate,4500,TB,NO,,,2.1,4.4,0.0,-1.67,0.5,0.5,12.3,3.77,-23.0,0.28,0.0,0.0,1.0,0.0,0.66,-1.0,32.0,22.8,27.8,-0.2,5.0,50.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.31,0.13,62.0,0.7,0.0,1.6,-700,0.78,0.06,33.0,0.0,0.66,30.0,4.5,-0.3,-1500.0,1.68,0.14,57.0,0.19,0.23,21.0,TE,11,0.0,0.0,0.0,0.0,2.0,1.0,18.0,10.0,9.9,0.3,5.2,0.455,0.0,0.078,0.16699999999999998,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brate,cameron brate,c,brate4500tec,40387-54782,TE,c,Cameron Brate,brate,4.942856924874442,7,4500,NO@TB,TB,NO,,,,,,ryland,ryland,cameron,brate4500tec
brees8300qbd,72.79,Drew Brees,8300,NO,@TB,,,19.9,29.4,12.6,2.15,2.4,10.5,21.12,17.75,1.0,0.76,0.96,8.2,1.0,0.0,0.55,10.9,59.0,27.8,22.8,-0.7,-5.0,50.5,65.0,23.0,32.0,245.0,71.0,7.7,7.03,1.6,30.0,28.7,58.9,18.4,5.0,2.2,4.5,1.0,0.0,0.0,-0.5,0.1,0.182,3.5,1.88,1.0,62.0,0.7,0.0,12.5,1500,0.27,0.18,33.0,0.33,0.66,30.0,11.4,-1.5,2300.0,0.33,0.19,38.0,0.15,0.46,26.0,QB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brees,drew brees,d,brees8300qbd,40387-6504,QB,d,Drew Brees,brees,14.93000030517578,4,8300,NO@TB,NO,TB,,,,,,ryland,ryland,drew,brees8300qbd
brissett7500qbj,53.29,Jacoby Brissett,7500,IND,JAX,,,15.3,24.2,8.1,-0.88,2.0,0.5,16.12,16.18,-6.0,0.69,0.5,1.2,0.0,0.0,0.39,0.9,52.0,22.0,19.5,-1.0,-2.5,41.5,50.0,15.0,23.0,165.0,64.0,6.9,7.13,1.4,24.0,18.0,49.8,27.2,6.1,1.3,5.0,4.0,5.0,10.0,2.7,0.1,0.475,2.81,1.31,0.94,0.0,0.0,0.0,10.0,200,0.34,0.2,50.0,0.25,0.5,40.0,7.5,0.2,1500.0,0.26,0.14,36.0,0.22,0.5,22.0,QB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett7500qbj,40387-30231,QB,j,Jacoby Brissett,brissett,16.245000839233402,8,7500,JAC@IND,IND,JAC,,,,,,ryland,ryland,jacoby,brissett7500qbj
brown5600wrm,85.18,Marquise Brown,5600,BAL,HOU,,,9.8,16.6,1.2,3.1,1.8,10.5,3.3,6.7,-11.0,0.51,1.0,5.4,6.0,0.0,0.97,2.3,39.0,27.5,23.5,0.2,-4.0,51.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.33,0.0,41.0,0.6,0.0,7.4,200,1.86,0.26,66.0,0.33,0.33,30.0,9.3,2.9,-400.0,1.38,0.24,53.0,0.3,0.15,13.0,WR,11,0.0,0.0,0.0,0.0,6.0,4.0,64.0,35.0,16.2,0.6,11.6,0.28600000000000003,0.0,0.226,0.25,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,marquise brown,m,brown5600wrm,40387-86687,WR,m,Marquise Brown,brown,11.914285932268415,7,5600,HOU@BAL,BAL,HOU,Q,Ankle,,,,ryland,ryland,marquise,brown5600wrm
brown5900wrj,86.32,John Brown,5900,BUF,@MIA,,,10.6,17.2,1.4,3.22,1.8,23.0,30.2,7.38,-9.0,0.12,1.0,5.7,3.0,0.0,0.98,1.7,53.0,24.3,17.3,1.5,-7.0,41.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.38,0.06,69.0,0.65,0.0,11.1,0,1.39,0.2,100.0,0.5,0.0,40.0,7.3,10.0,-100.0,1.22,0.14,63.0,0.22,0.13,22.0,WR,11,0.0,0.0,0.0,0.0,5.0,3.0,49.0,19.0,14.4,0.2,80.0,0.16699999999999998,0.0,0.22699999999999998,0.2,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,john brown,j,brown5900wrj,40387-54606,WR,j,John Brown,brown,11.544444613986544,9,5900,BUF@MIA,BUF,MIA,,,,,,ryland,ryland,john,brown5900wrj
buffalo5000,81.63,Buffalo,5000,BUF,@MIA,,,9.0,15.6,1.2,0.11,1.8,6.5,10.0,8.89,6.0,0.65,0.0,0.0,3.0,0.0,0.73,1.4,0.0,24.3,17.3,1.5,-7.0,41.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.65,0.0,7.0,-500,0.0,0.0,100.0,0.25,0.0,40.0,8.1,0.9,-1000.0,0.0,0.0,100.0,0.42,0.0,19.0,DEF,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.4543,0.46649999999999997,0.0161,0.0353,6.03,8.6,4.47,3.77,0.20929999999999999,buffalo,buffalo,b,buffalo5000,40387-12526,D,b,Buffalo Bills,bills,8.0,9,5000,BUF@MIA,BUF,MIA,,,,,,Bills,Bills,buffalo,buffalo5000
burkhead4900rbr,64.49,Rex Burkhead,4900,NE,@PHI,,,5.3,10.9,0.7,-0.63,1.1,0.5,5.8,5.93,-17.0,0.59,0.0,0.5,3.0,0.0,0.5,-0.3,22.0,24.8,20.3,0.3,-4.5,45.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,3.7,0.1,0.43799999999999994,1.07,0.36,0.07,40.0,0.65,0.05,1.4,-300,0.29,0.08,25.0,0.0,0.75,40.0,5.9,10.0,-1100.0,0.66,0.27,45.0,0.25,0.35,20.0,RB,11,0.091,0.18600000000000003,0.316,5.0,3.0,2.0,22.0,14.0,90.0,0.1,8.2,0.111,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burkhead,rex burkhead,r,burkhead4900rbr,40387-27338,RB,r,Rex Burkhead,burkhead,6.9333330790201835,6,4900,NE@PHI,NE,PHI,,,,,,ryland,ryland,rex,burkhead4900rbr
carolina3700,77.46,Carolina,3700,CAR,ATL,,,7.6,15.1,1.2,2.89,2.1,14.5,2.0,4.71,-5.0,0.21,0.0,0.0,2.0,0.0,0.82,1.2,0.0,26.3,22.8,-2.2,-3.5,49.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.61,0.0,5.3,200,0.0,0.0,100.0,0.33,0.0,30.0,7.9,2.4,-2300.0,0.0,0.0,100.0,0.55,0.0,20.0,DEF,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.4803,0.4833,0.0148,0.0463,7.21,9.31,4.33,2.54,0.2416,carolina,carolina,c,carolina3700,40387-12553,D,c,Carolina Panthers,panthers,9.777777777777779,9,3700,ATL@CAR,CAR,ATL,,,,,,Panthers,Panthers,carolina,carolina3700
carr7400qbd,70.22,Derek Carr,7400,OAK,CIN,,,17.8,27.8,12.4,1.82,2.4,6.5,20.78,15.98,1.0,0.76,0.94,5.2,1.0,0.0,0.62,5.8,63.0,30.5,17.5,1.0,-13.0,48.0,63.0,22.0,32.0,238.0,68.0,7.4,6.9,1.4,33.0,18.8,47.4,29.1,4.4,1.3,6.4,1.0,2.0,2.0,1.8,0.0,0.21100000000000002,4.06,2.13,0.75,72.0,0.47,0.0,17.2,900,0.54,0.28,100.0,0.6,0.0,50.0,13.8,-0.9,1400.0,0.39,0.22,78.0,0.39,0.04,23.0,QB,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carr,derek carr,d,carr7400qbd,40387-45859,QB,d,Derek Carr,carr,15.242221408420141,9,7400,CIN@OAK,OAK,CIN,,,,,,ryland,ryland,derek,carr7400qbd
carter4500wrd,49.53,DeAndre Carter,4500,HOU,@BAL,,,3.5,7.0,0.0,-0.69,0.8,0.5,0.0,4.19,-29.0,0.36,0.0,0.0,1.0,0.0,0.4,0.5,25.0,23.5,27.5,0.7,4.0,51.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.06,41.0,0.6,0.0,2.1,0,1.07,0.06,66.0,0.0,0.33,30.0,1.9,-0.4,-1500.0,0.83,0.08,28.0,0.14,0.52,21.0,WR,11,0.0,0.0,0.0,0.0,2.0,1.0,20.0,13.0,10.8,0.0,5.1,0.0,0.0,0.075,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carter,deandre carter,d,carter4500wrd,40387-62628,WR,d,DeAndre Carter,carter,0.5333333545260959,9,4500,HOU@BAL,HOU,BAL,,,,,,ryland,ryland,deandre,carter4500wrd
celek4000teg,53.13,Garrett Celek,4000,SF,ARI,,,2.1,3.6,0.0,-0.5,0.5,0.5,0.0,2.6,-25.0,0.19,0.0,0.0,1.0,0.0,0.5,3.9,14.0,27.0,17.0,-2.0,-10.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.46,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,-2000.0,3.74,0.13,10.0,0.1,0.6,10.0,TE,11,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,30.5,0.2,5.1,0.0,0.0,0.016,0.14300000000000002,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,celek,garrett celek,g,celek4000teg,40387-22754,TE,g,Garrett Celek,celek,3.9166666666666665,6,4000,ARI@SF,SF,ARI,,,,,,ryland,ryland,garrett,celek4000teg
chark6000wrd,85.11,DJ Chark,6000,JAX,@IND,,,10.5,15.7,1.5,2.89,1.8,6.5,26.4,7.61,-11.0,0.62,0.0,0.0,7.0,0.0,0.98,-0.3,48.0,19.5,22.0,-1.0,2.5,41.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.25,0.06,0.0,0.0,0.0,10.3,-600,1.1,0.17,100.0,0.33,0.0,30.0,8.6,30.0,0.0,1.2,0.18,52.0,0.28,0.28,21.0,WR,11,0.0,0.0,0.0,0.0,7.0,4.0,64.0,26.0,15.7,0.5,9.8,0.3,0.0,0.223,0.429,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chark,dj chark,d,chark6000wrd,40387-52917,WR,d,DJ Chark Jr.,chark,14.299999660915796,9,6000,JAC@IND,JAC,IND,,,,,,ryland,ryland,dj,chark6000wrd
cincinnati3000,37.71,Cincinnati,3000,CIN,@OAK,,,4.3,12.5,0.8,1.84,1.4,0.5,8.0,2.46,-10.0,0.31,0.0,0.0,1.0,0.0,0.81,-3.2,0.0,17.5,30.5,-1.5,13.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.47,0.0,0.3,-800,0.0,0.0,33.0,0.0,0.66,30.0,3.8,-1.0,-3000.0,0.0,0.0,77.0,0.31,0.22,22.0,DEF,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.5303,0.535,0.0051,0.0443,8.45,9.13,4.67,2.86,0.21230000000000002,cincinnati,cincinnati,c,cincinnati3000,40387-12528,D,c,Cincinnati Bengals,bengals,2.4444444444444446,9,3000,CIN@OAK,CIN,OAK,,,,,,Bengals,Bengals,cincinnati,cincinnati3000
clay4500tec,46.75,Charles Clay,4500,ARI,@SF,,,2.1,3.5,0.0,-1.67,0.5,0.5,0.0,3.77,-26.0,0.18,0.0,0.0,0.0,0.0,0.47,-1.0,29.0,17.0,27.0,0.0,10.0,44.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,73.0,0.46,0.0,3.0,0,1.52,0.12,40.0,0.2,0.6,50.0,1.6,-1.1,-1500.0,1.01,0.05,30.0,0.05,0.55,20.0,TE,11,0.0,0.0,0.0,0.0,1.0,1.0,13.0,10.0,12.3,0.0,7.2,0.0,0.0,0.048,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clay,charles clay,c,clay4500tec,40387-14362,TE,c,Charles Clay,clay,2.3399999618530267,10,4500,ARI@SF,ARI,SF,,,,,,ryland,ryland,charles,clay4500tec
