,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona4300,42.00,Arizona,4300,ARI,MIA,,,6.8,14.2,-0.2,0.16,1.6,7.0,2.0,6.64,0.0,0.72,0.0,0.0,2.0,0.0,0.34,-3.0,0.0,27.3,21.8,1.3,-5.5,49.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,100,0.0,0.0,100.0,1.0,0.0,30.0,60.0,0.9,1000.0,0.0,0.0,85.0,0.71,0.14,14.0,DEF,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.49729999999999996,0.47240000000000004,0.011899999999999999,0.0377,7.25,11.36,5.5,3.38,0.18239999999999998,arizona,arizona,a,arizona4300,51377-12546:Arizona Cardinals,51377-12546,D,a,Arizona Cardinals,cardinals,7.0,7.0,4300,MIA@ARI,ARI,MIA,,,,Cardinals,Cardinals,arizona,arizona4300
arnold4300ted,74.00,Dan Arnold,4300,ARI,MIA,,,3.6,4.2,1.3,0.3,0.8,1.0,2.1,3.3,-16.0,0.29,0.0,0.0,1.0,0.0,0.78,-1.6,29.0,27.3,21.8,1.3,-5.5,49.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0,6.7,100,6.7,0.28,33.0,0.33,0.0,30.0,3.5,10.0,-100.0,1.41,0.12,56.0,0.18,0.31,16.0,TE,920,0.0,0.0,0.0,0.0,2.0,1.0,25.0,17.0,15.1,0.2,8.5,0.25,0.0,0.077,0.11800000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arnold,dan arnold,d,arnold4300ted,51377-80546:Dan Arnold,51377-80546,TE,d,Dan Arnold,arnold,3.48333327,6.0,4300,MIA@ARI,ARI,MIA,,,,ryland,ryland,dan,arnold4300ted
atlanta3300,51.28,Atlanta,3300,ATL,DEN,,,6.7,13.4,-0.6,3.27,2.0,11.0,3.0,3.43,-7.0,0.29,0.0,0.0,2.0,0.0,0.85,4.2,0.0,27.3,22.8,1.5,-4.5,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0,0.0,0.0,80.0,0.6,0.2,50.0,5.9,1.1,-300.0,0.0,0.0,68.0,0.52,0.31,19.0,DEF,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.5136,0.5042,0.017,0.0433,7.78,8.88,6.29,3.64,0.20420000000000002,atlanta,atlanta,a,atlanta3300,51377-12525:Atlanta Falcons,51377-12525,D,a,Atlanta Falcons,falcons,2.75,8.0,3300,DEN@ATL,ATL,DEN,,,,Falcons,Falcons,atlanta,atlanta3300
ballage4500rbk,47.90,Kalen Ballage,4500,LAC,LV,,,2.13,2.9,1.4,-2.8,0.5,0.0,0.0,4.93,0.0,0.0,0.0,0.0,5.0,0.0,0.5,4.2,28.0,25.8,26.8,-2.0,1.0,52.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.9,0.1,0.28600000000000003,0.64,0.29,0.07,0.0,0.0,0.0,0.0,-500,0.0,0.0,0.0,0.0,0.0,10.0,4.3,-0.8,0.0,0.47,0.15,31.0,0.18,0.18,16.0,RB,920,0.16699999999999998,0.133,0.42200000000000004,6.0,3.0,2.0,12.0,8.0,4.7,0.0,3.7,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ballage,kalen ballage,k,ballage4500rbk,51377-52371:Kalen Ballage,51377-52371,RB,k,Kalen Ballage,ballage,3.125,4.0,4500,LV@LAC,LAC,LV,,,,ryland,ryland,kalen,ballage4500rbk
baltimore4500,37.48,Baltimore,4500,BAL,@IND,,,6.7,13.4,0.0,-0.59,1.5,3.0,16.0,7.29,1.0,0.78,0.0,0.0,1.0,0.0,0.71,-0.7,0.0,23.5,24.5,-0.8,1.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,-400,0.0,0.0,100.0,0.66,0.0,30.0,11.2,2.4,-300.0,0.0,0.0,94.0,0.73,0.05,19.0,DEF,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.4501,0.43799999999999994,0.010700000000000001,0.0361,6.08,6.86,3.91,30.0,0.2188,baltimore,baltimore,b,baltimore4500,51377-12555:Baltimore Ravens,51377-12555,D,b,Baltimore Ravens,ravens,11.42857143,7.0,4500,BAL@IND,BAL,IND,,,,Ravens,Ravens,baltimore,baltimore4500
barber4500rbp,52.35,Peyton Barber,4500,WAS,NYG,,,2.6,4.2,2.0,-2.33,0.6,1.0,0.0,4.93,-25.0,0.2,0.0,0.0,4.0,0.0,0.87,1.5,15.0,23.0,20.0,0.7,-3.0,43.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,2.5,0.3,0.358,1.33,0.93,0.73,70.0,0.57,0.01,2.5,-100,0.49,0.22,66.0,0.0,0.0,30.0,5.7,-0.6,-200.0,0.7,0.38,58.0,0.23,0.35,17.0,RB,920,0.33299999999999996,0.192,0.22,7.0,0.0,0.0,5.0,3.0,8.6,0.1,4.6,0.263,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barber,peyton barber,p,barber4500rbp,51377-40857:Peyton Barber,51377-40857,RB,p,Peyton Barber,barber,3.5,6.0,4500,NYG@WAS,WAS,NYG,,,,ryland,ryland,peyton,barber4500rbp
beasley5300wrc,87.60,Cole Beasley,5300,BUF,SEA,,,8.4,13.1,5.8,2.39,1.6,1.0,5.4,6.01,8.0,0.95,1.0,3.3,4.0,0.0,0.98,4.7,48.0,26.0,29.0,1.0,3.0,55.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.41,0.18,63.0,0.62,0.01,10.9,100,1.61,0.25,66.0,0.66,0.0,30.0,9.9,3.2,-100.0,1.45,0.21,78.0,0.47,0.15,19.0,WR,920,0.0,0.0,0.0,0.0,6.0,4.0,62.0,21.0,12.8,0.3,8.6,0.33299999999999996,0.0,0.214,0.185,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beasley,cole beasley,c,beasley5300wrc,51377-22288:Cole Beasley,51377-22288,WR,c,Cole Beasley,beasley,10.23750019,8.0,5300,SEA@BUF,BUF,SEA,,,,ryland,ryland,cole,beasley5300wrc
beebe4500wrc,56.90,Chad Beebe,4500,MIN,DET,,,3.4,5.3,2.1,-0.79,0.8,1.0,0.0,4.19,-33.0,0.27,0.0,0.0,1.0,0.0,0.49,1.1,19.0,27.5,24.0,-0.8,-3.5,51.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,2.0,0,0.67,0.1,100.0,0.0,0.0,30.0,1.8,-0.4,0.0,0.9,0.09,18.0,0.0,0.0,16.0,WR,920,0.0,0.0,0.0,0.0,2.0,1.0,9.0,8.0,9.4,0.0,0.0,0.0,0.0,0.075,0.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beebe,chad beebe,c,beebe4500wrc,51377-43912:Chad Beebe,51377-43912,WR,c,Chad Beebe,beebe,1.7999999519999998,4.0,4500,DET@MIN,MIN,DET,,,,ryland,ryland,chad,beebe4500wrc
bell5500rbl,82.15,Le'Veon Bell,5500,KC,CAR,,,9.1,10.6,4.2,1.67,1.7,1.0,0.8,7.43,-4.0,0.68,1.0,0.3,9.0,0.0,0.9,2.6,41.0,30.8,20.8,-0.5,-10.0,51.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,44.0,3.3,0.2,0.397,1.38,0.56,0.31,73.0,0.57,0.01,5.5,-500,0.57,0.21,50.0,0.0,0.25,40.0,8.9,-0.9,-1000.0,0.53,0.22,58.0,0.05,0.17,17.0,RB,920,0.28600000000000003,0.525,0.6629999999999999,13.0,3.0,2.0,26.0,13.0,90.0,0.0,8.1,0.111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bell,le'veon bell,l,bell5500rbl,51377-28181:Le'Veon Bell,51377-28181,RB,l,Le'Veon Bell,bell,4.4,5.0,5500,CAR@KC,KC,CAR,,,,ryland,ryland,le'veon,bell5500rbl
blake4800wrc,75.75,Christian Blake,4800,ATL,DEN,,,6.0,9.7,4.2,1.13,1.3,3.0,4.6,4.87,-25.0,0.36,1.0,0.6,1.0,0.0,0.05,1.6,27.0,27.3,22.8,1.5,-4.5,50.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.06,0.06,0.0,0.0,0.0,1.9,100,1.93,0.11,40.0,0.0,0.2,50.0,2.5,-0.8,100.0,1.22,0.09,36.0,0.15,0.31,19.0,WR,920,0.0,0.0,0.0,0.0,2.0,1.0,9.0,4.0,9.2,0.0,2.3,0.0,0.0,0.052000000000000005,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blake,christian blake,c,blake4800wrc,51377-56580:Christian Blake,51377-56580,WR,c,Christian Blake,blake,2.400000095,4.0,4800,DEN@ATL,ATL,DEN,,,,ryland,ryland,christian,blake4800wrc
board4500wrc,47.60,CJ Board,4500,NYG,@WAS,,,2.1,3.2,1.0,-2.09,0.5,0.5,1.5,4.19,-44.0,0.15,0.0,0.0,0.0,0.0,0.49,-0.8,18.0,20.0,23.0,1.2,3.0,43.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.57,0.01,1.3,0,0.87,0.07,25.0,0.0,0.0,40.0,1.2,-0.7,0.0,0.72,0.07,31.0,0.0,0.31,16.0,WR,920,0.0,0.0,0.0,0.0,1.0,1.0,9.0,5.0,9.3,0.0,40.0,0.0,0.0,0.047,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,board,cj board,c,board4500wrc,51377-80281:C.J. Board,51377-80281,WR,c,C.J. Board,board,2.079999924,5.0,4500,NYG@WAS,NYG,WAS,,,,ryland,ryland,c.j.,board4500wrc
booker4900rbd,51.10,Devontae Booker,4900,LV,@LAC,,,3.4,4.9,1.9,-2.53,0.7,1.0,12.8,5.93,-22.0,0.25,0.0,0.0,4.0,0.0,0.54,1.0,7.0,26.8,25.8,2.0,-1.0,52.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,6.1,0.0,0.593,0.43,0.07,0.0,0.0,0.0,0.0,4.9,100,0.77,0.38,100.0,0.33,0.0,30.0,2.4,-1.0,300.0,0.74,0.35,46.0,0.13,0.46,15.0,RB,920,0.0,0.113,0.10800000000000001,2.0,1.0,1.0,7.0,6.0,7.9,0.0,3.6,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,booker,devontae booker,d,booker4900rbd,51377-39580:Devontae Booker,51377-39580,RB,d,Devontae Booker,booker,4.25,6.0,4900,LV@LAC,LV,LAC,,,,ryland,ryland,devontae,booker4900rbd
boykin4800wrm,50.80,Miles Boykin,4800,BAL,@IND,,,3.1,5.2,2.0,-1.77,0.6,1.0,1.6,4.87,-33.0,0.27,0.0,0.0,0.0,0.0,0.16,1.7,31.0,23.5,24.5,-0.8,1.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.2,0.07,0.0,0.0,0.0,5.3,100,2.27,0.16,66.0,0.33,0.0,30.0,3.3,-0.9,-100.0,1.64,0.11,64.0,0.23,0.29,17.0,WR,920,0.0,0.0,0.0,0.0,2.0,1.0,13.0,9.0,12.3,0.1,50.0,0.4,0.0,0.08,0.055999999999999994,0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boykin,miles boykin,m,boykin4800wrm,51377-64827:Miles Boykin,51377-64827,WR,m,Miles Boykin,boykin,3.814285823,7.0,4800,BAL@IND,BAL,IND,,,,ryland,ryland,miles,boykin4800wrm
boyle4100ten,70.70,Nick Boyle,4100,BAL,@IND,,,2.8,3.7,1.3,-0.03,0.7,1.0,6.6,2.83,-20.0,0.2,0.0,0.0,0.0,0.0,0.35,-1.4,46.0,23.5,24.5,-0.8,1.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33,0.27,0.0,0.0,0.0,5.8,0,2.88,0.12,33.0,0.33,0.33,30.0,30.0,-1.3,-500.0,1.44,0.06,50.0,0.22,0.38,18.0,TE,920,0.0,0.0,0.0,0.0,2.0,1.0,14.0,9.0,9.2,0.2,5.9,0.5,0.0,0.083,0.083,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyle,nick boyle,n,boyle4100ten,51377-62510:Nick Boyle,51377-62510,TE,n,Nick Boyle,boyle,3.257142748,7.0,4100,BAL@IND,BAL,IND,,,,ryland,ryland,nick,boyle4100ten
