RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
tagovailoa7400qbt,73.50,Tua Tagovailoa,7400,MIA,NYJ,,,18.9,29.8,8.0,-0.68,2.6,6.5,15.74,19.58,2.0,0.89,1.0,10.0,1.0,0.0,0.37,1.4,60.0,26.0,16.0,0.0,-10.0,42.0,57.0,22.0,31.0,212.0,70.0,6.7,5.82,1.2,34.0,118.1,206.0,13.6,51.4,27.6,3.9,2.6,4.6,3.0,5.0,9.0,3.0,0.4,0.41,4.25,2.13,1.13,81.0,0.82,0.23,16.5,400,0.42,0.23,100.0,1.0,0.0,30.0,14.7,-1.0,1400.0,0.4,0.25,60.0,0.45,0.15,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tagovailoa,tua tagovailoa,t,tagovailoa7400qbt
murray8800qbk,56.00,Kyler Murray,8800,ARI,@DET,,,22.96,35.7,10.2,0.63,2.6,21.4,13.58,22.33,1.0,0.85,0.93,5.9,1.0,0.0,0.82,-3.5,64.0,30.5,17.5,3.7,-13.0,48.0,60.0,22.0,32.0,270.0,70.0,8.4,7.31,1.7,42.0,152.1,270.8,16.5,65.7,13.9,5.3,2.5,6.4,6.0,11.0,28.0,4.5,0.5,0.536,5.81,2.63,1.31,0.0,0.0,0.0,25.1,600,0.58,0.39,66.0,0.33,0.0,30.0,20.7,0.7,2800.0,0.51,0.32,61.0,0.38,0.16,18.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,murray,kyler murray,k,murray8800qbk
garoppolo6700qbj,56.00,Jimmy Garoppolo,6700,SF,ATL,,,17.68,29.4,6.0,-0.53,2.6,7.7,13.8,18.21,0.0,0.79,1.0,6.8,1.0,0.0,0.82,-2.9,60.0,28.3,19.3,0.8,-9.0,47.5,60.0,19.0,29.0,244.0,66.0,8.4,7.34,1.4,42.0,124.6,221.6,19.1,53.3,23.4,4.8,2.4,6.5,2.0,2.0,3.0,1.3,0.3,0.424,3.13,1.88,1.0,55.0,0.68,0.0,16.5,-400,0.48,0.25,100.0,0.5,0.0,40.0,13.8,-1.4,700.0,0.4,0.23,63.0,0.36,0.15,19.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garoppolo,jimmy garoppolo,j,garoppolo6700qbj
bridgewater6600qbt,54.50,Teddy Bridgewater,6600,DEN,CIN,,,16.14,28.4,3.8,-1.87,2.4,1.4,4.92,18.01,5.0,0.96,0.0,0.0,1.0,0.0,0.74,-0.5,61.0,23.5,20.5,-1.8,-3.0,44.0,28.0,20.0,30.0,224.0,66.0,7.3,6.38,1.2,37.0,125.0,257.5,16.9,56.3,22.7,4.0,2.0,7.1,2.0,5.0,8.0,3.4,0.2,0.525,5.5,2.19,1.13,55.0,0.12,0.0,15.1,-500,0.5,0.24,100.0,0.0,0.0,30.0,13.5,-3.3,600.0,0.38,0.22,94.0,0.31,0.05,19.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater6600qbt
rodgers7600qba,51.00,Aaron Rodgers,7600,GB,@BAL,,,19.9,32.0,7.8,-0.07,2.6,8.8,23.82,19.97,1.0,0.85,1.0,7.3,1.0,0.0,0.99,-3.7,62.0,27.3,17.8,4.8,-9.5,45.0,73.0,22.0,32.0,255.0,68.0,7.9,8.05,2.4,43.0,118.8,283.1,18.6,60.5,15.6,7.5,0.9,6.2,2.0,6.0,8.0,3.7,0.3,0.41200000000000003,6.56,3.25,1.63,38.0,0.59,0.0,29.8,-100,0.71,0.44,100.0,1.0,0.0,30.0,22.8,1.9,1600.0,0.62,0.37,80.0,0.7,0.05,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rodgers,aaron rodgers,a,rodgers7600qba
prescott7500qbd,47.50,Dak Prescott,7500,DAL,@NYG,,,20.26,30.6,9.9,0.48,2.7,14.5,10.58,19.78,-1.0,0.68,1.0,2.7,1.0,0.0,0.79,-5.7,72.0,27.8,15.8,3.8,-12.0,43.5,56.0,25.0,37.0,281.0,67.0,7.4,7.11,2.0,37.0,158.9,324.2,16.9,52.5,17.4,5.4,2.2,4.6,3.0,6.0,8.0,2.9,0.1,0.18899999999999997,4.47,1.59,1.0,39.0,0.58,0.0,13.5,-900,0.28,0.18,75.0,0.25,0.25,40.0,19.5,-0.9,1500.0,0.45,0.27,55.0,0.38,0.11,18.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prescott,dak prescott,d,prescott7500qbd
allen8700qbj,47.50,Josh Allen,8700,BUF,CAR,,,22.96,33.4,12.5,0.83,2.6,21.6,21.8,22.13,-1.0,0.68,1.0,2.7,2.0,0.0,0.86,-7.4,63.0,28.8,14.3,-0.5,-14.5,43.0,71.0,24.0,37.0,276.0,67.0,7.5,7.17,2.3,37.0,172.1,336.6,14.5,67.7,13.5,6.2,2.2,3.9,6.0,15.0,37.0,6.3,0.4,0.594,8.69,3.75,1.44,26.0,0.85,0.04,23.7,-100,0.52,0.38,75.0,0.5,0.0,40.0,24.5,2.6,2700.0,0.55,0.39,80.0,0.6,0.05,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allen,josh allen,j,allen8700qbj
hurts7800qbj,44.00,Jalen Hurts,7800,PHI,WAS,,,19.62,30.5,8.7,-0.75,2.5,0.0,0.0,20.37,-1.0,0.79,1.0,4.1,1.0,0.0,0.63,-3.0,63.0,24.0,17.5,-0.5,-6.5,41.5,71.0,17.0,29.0,203.0,58.0,6.9,5.77,1.0,39.0,105.8,263.4,20.7,48.0,24.4,3.4,2.8,5.5,10.0,17.0,56.0,5.7,0.7,0.607,6.0,2.69,1.38,0.0,0.0,0.0,9.9,-600,0.23,0.14,0.0,0.0,0.25,40.0,20.6,0.9,1800.0,0.5,0.33,65.0,0.55,0.15,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hurts,jalen hurts,j,hurts7800qbj
hurts7800qbj,44.00,Jalen Hurts,7800,PHI,WAS,,,19.62,30.5,8.7,-0.75,2.5,0.0,0.0,20.37,-1.0,0.79,1.0,4.1,1.0,0.0,0.63,-3.0,63.0,24.0,17.5,-0.5,-6.5,41.5,71.0,17.0,29.0,203.0,58.0,6.9,5.77,1.0,39.0,105.8,263.4,20.7,48.0,24.4,3.4,2.8,5.5,10.0,17.0,56.0,5.7,0.7,0.607,6.0,2.69,1.38,0.0,0.0,0.0,9.9,-600,0.23,0.14,0.0,0.0,0.25,40.0,20.6,0.9,1800.0,0.5,0.33,65.0,0.55,0.15,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hurts,jalen hurts,j,hurts7800qbj
hurts7800qbj,44.00,Jalen Hurts,7800,PHI,WAS,,,19.62,30.5,8.7,-0.75,2.5,0.0,0.0,20.37,-1.0,0.79,1.0,4.1,0.0,0.0,0.63,-3.0,63.0,24.0,17.5,-0.5,-6.5,41.5,71.0,17.0,29.0,203.0,58.0,6.9,5.77,1.0,39.0,105.8,263.4,20.7,48.0,24.4,3.4,2.8,5.5,10.0,17.0,56.0,5.7,0.7,0.607,6.0,2.69,1.38,0.0,0.0,0.0,9.9,-600,0.23,0.14,0.0,0.0,0.25,40.0,20.6,0.9,1800.0,0.5,0.33,65.0,0.55,0.15,20.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hurts,jalen hurts,j,hurts7800qbj
lawrence6500qbt,35.50,Trevor Lawrence,6500,JAX,HOU,,,16.42,26.9,6.0,-1.4,2.5,1.8,10.5,17.82,1.0,0.85,0.0,0.0,1.0,0.0,0.57,-4.0,63.0,23.0,17.0,-2.3,-6.0,40.0,51.0,20.0,35.0,210.0,58.0,5.9,4.4,0.7,31.0,113.5,298.6,14.8,62.9,19.1,2.0,3.1,5.1,3.0,8.0,18.0,4.9,0.2,0.52,3.62,1.69,0.77,71.0,0.92,0.15,9.6,0,0.25,0.17,100.0,0.25,0.0,40.0,12.3,-4.8,500.0,0.3,0.2,93.0,0.46,0.06,15.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawrence,trevor lawrence,t,lawrence6500qbt
roethlisberger6600qbb,33.00,B. Roethlisberger,6600,PIT,TEN,,,16.04,26.8,5.3,-1.97,2.4,4.3,11.92,18.01,-3.0,0.51,1.0,2.3,1.0,0.0,0.79,-4.3,67.0,22.5,21.0,-2.5,-1.5,43.5,52.0,25.0,38.0,255.0,64.0,6.6,6.1,1.6,39.0,125.8,278.3,17.3,64.6,16.4,4.2,1.6,5.7,1.0,1.0,0.0,0.4,0.0,0.17600000000000002,4.76,2.41,1.47,34.0,0.78,0.0,19.7,0,0.46,0.3,100.0,0.75,0.0,40.0,16.3,-1.6,600.0,0.39,0.24,72.0,0.5,0.09,22.0,QB,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roethlisberger,b. roethlisberger,b,roethlisberger6600qbb
