,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arizona3200,0,Arizona,3200,ARI,SEA,,,6.3,14.4,1,3.19,2,3,4,3.11,0,0.52,0,0,1,0,0.82,-0.5,0,21.8,27.3,0.3,5.5,49,39,0,0,0,0,0,0,0,0,0,0,0,0,0.97,7.93,0,0,0,0,0,0,0,0,0,0,0,0,3,-400,0,0,66,0.33,0.33,30,6.5,1.6,-2800,0,0,88,0.35,0.11,17,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5358,0.51,0.005,0.0472,7.13,8.5,4.13,3.08,0.2279,arizona,arizona,a,arizona3200,38746-12546:Arizona Cardinals,38746-12546,D,a,Arizona Cardinals,cardinals,3,3,3200,SEA@ARI,ARI,SEA,,,,Cardinals,Cardinals,arizona,arizona3200
atlanta3900,0,Atlanta,3900,ATL,TEN,,,6.2,14.5,1.5,0.84,1.6,6.5,0,5.36,0,0.35,0,0,2,0,0.8,4.5,0,24.8,21.3,-0.7,-3.5,46,52,0,0,0,0,0,0,0,0,0,0,0,0,2.36,5.81,0,0,0,0,0,0,0,0,0,0,0,0,3.7,400,0,0,66,0.33,0.33,30,50,0.9,-2100,0,0,80,0.28,0.19,21,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5372,0.5214,0.0134,0.0505,7.64,10.38,50,3.08,0.2229,atlanta,atlanta,a,atlanta3900,38746-12525:Atlanta Falcons,38746-12525,D,a,Atlanta Falcons,falcons,3.666666667,3,3900,TEN@ATL,ATL,TEN,,,,Falcons,Falcons,atlanta,atlanta3900
baltimore4200,0,Baltimore,4200,BAL,CLE,,,8.4,15.6,1.3,2.08,2,6.5,-1,6.32,0,0.65,0,0,4,0,0.8,2.5,0,27.3,19.8,1.3,-7.5,47,54,0,0,0,0,0,0,0,0,0,0,0,0,1.56,5.89,0,0,0,0,0,0,0,0,0,82,0.55,0,5.7,-800,0,0,66,0.33,0.33,30,8.6,1.3,-1800,0,0,83,0.41,0.16,24,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4593,0.4468,0.01,0.0364,6.95,8.2,4.07,2.82,0.2195,baltimore,baltimore,b,baltimore4200,38746-12555:Baltimore Ravens,38746-12555,D,b,Baltimore Ravens,ravens,5.666666667,3,4200,CLE@BAL,BAL,CLE,,,,Ravens,Ravens,baltimore,baltimore4200
buffalo3400,0,Buffalo,3400,BUF,NE,,,6.4,14,0.6,2.65,1.9,0.5,3,3.75,0,0.65,0,0,2,0,0.82,1.8,0,17.3,24.3,-1,7,41.5,24,0,0,0,0,0,0,0,0,0,0,0,0,3.04,5.67,0,0,0,0,0,0,0,0,0,64,0.55,0,9,-600,0,0,100,0.66,0,30,7.9,2.1,-2600,0,0,95,0.5,0.05,20,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.4696,0.4793,0.0163,0.0356,5.99,7.13,3.81,30,0.2544,buffalo,buffalo,b,buffalo3400,38746-12526:Buffalo Bills,38746-12526,D,b,Buffalo Bills,bills,9,3,3400,NE@BUF,BUF,NE,,,,Bills,Bills,buffalo,buffalo3400
carolina3500,0,Carolina,3500,CAR,@HOU,,,7.3,14,1.1,3.23,2.1,3,14,4.07,0,0.41,0,0,1,0,0.73,1.5,0,21,26.5,0.5,5.5,47.5,34,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.07,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,100,0.66,0,30,5.9,0.1,-2500,0,0,90,0.47,0.09,21,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.4841,0.4627,0.0086,0.047,7.2,8.75,4.21,2.42,0.2357,carolina,carolina,c,carolina3500,38746-12553:Carolina Panthers,38746-12553,D,c,Carolina Panthers,panthers,7.666666667,3,3500,CAR@HOU,CAR,HOU,,,,Panthers,Panthers,carolina,carolina3500
chicago4700,0,Chicago,4700,CHI,MIN,,,8.1,14,1.7,0.17,1.7,6.5,17,7.93,0,0.27,0,0,2,0,0.69,-1.1,0,18.5,19.5,-2,1,38,47,0,0,0,0,0,0,0,0,0,0,0,0,3.44,5.63,0,0,0,0,0,0,0,0,0,67,0.89,0.16,14,200,0,0,100,0.75,0,40,11.2,2.8,-1300,0,0,95,0.54,0.04,24,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.482,0.4253,0.0224,0.0294,6.14,8.56,4.46,2.91,0.1533,chicago,chicago,c,chicago4700,38746-12527:Chicago Bears,38746-12527,D,c,Chicago Bears,bears,11.66666667,3,4700,MIN@CHI,CHI,MIN,,,,Bears,Bears,chicago,chicago4700
cleveland3500,0,Cleveland,3500,CLE,@BAL,,,5.4,14.5,0.9,1.33,1.5,0.5,10,4.07,0,0.81,0,0,1,0,0.8,0,0,19.8,27.3,-0.2,7.5,47,46,0,0,0,0,0,0,0,0,0,0,0,0,1.96,4.58,0,0,0,0,0,0,0,0,0,82,0.55,0,8.8,-800,0,0,75,0.75,0.25,40,7.7,1.8,-2500,0,0,85,0.47,0.14,21,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.4935,0.4989,0.0114,0.0378,7.09,9.13,5.5,30,0.2192,cleveland,cleveland,c,cleveland3500,38746-12529:Cleveland Browns,38746-12529,D,c,Cleveland Browns,browns,7.333333333,3,3500,CLE@BAL,CLE,BAL,,,,Browns,Browns,cleveland,cleveland3500
denver4100,0,Denver,4100,DEN,JAX,,,7.9,15.3,1,1.9,1.9,10.5,5,6,0,0.35,0,0,4,0,0.73,-0.7,0,19.8,17.3,-0.5,-2.5,37,55,0,0,0,0,0,0,0,0,0,0,0,0,2.85,6.64,0,0,0,0,0,0,0,0,0,86,0.08,0.01,0.3,-700,0,0,0,0,1,40,7.3,1.2,-1900,0,0,65,0.47,0.34,23,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4896,0.4909,0.0156,0.0383,7.57,7.88,4.19,2.5,0.1984,denver,denver,d,denver4100,38746-12531:Denver Broncos,38746-12531,D,d,Denver Broncos,broncos,0.333333333,3,4100,JAC@DEN,DEN,JAC,,,,Broncos,Broncos,denver,denver4100
detroit3100,0,Detroit,3100,DET,KC,,,5.8,14.5,0.8,3.02,1.9,0.5,7,2.78,0,0.81,0,0,1,0,0.81,-1.2,0,23.5,31,0,7.5,54.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0.91,6.01,0,0,0,0,0,0,0,0,0,0,0,0,9.7,-1000,0,0,100,1,0,30,6.7,1.9,-2900,0,0,90,0.52,0.09,21,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.49,0.4523,0.0053,0.0412,7.69,8.4,4.27,2.86,0.2222,detroit,detroit,d,detroit3100,38746-12532:Detroit Lions,38746-12532,D,d,Detroit Lions,lions,9.666666667,3,3100,KC@DET,DET,KC,,,,Lions,Lions,detroit,detroit3100
houston4400,0,Houston,4400,HOU,CAR,,,6.9,14,0.9,-0.06,1.6,3,10,6.96,0,0.41,0,0,2,0,0.69,5.1,0,26.5,21,1,-5.5,47.5,66,0,0,0,0,0,0,0,0,0,0,0,0,2.24,5.76,0,0,0,0,0,0,0,0,0,0,0,0,5.5,400,0,0,100,0.5,0,40,7.5,0.6,-1600,0,0,88,0.46,0.11,26,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4896,0.4108,0.0144,0.0378,7.37,6.63,3.07,1.8,0.2453,houston,houston,h,houston4400,38746-12556:Houston Texans,38746-12556,D,h,Houston Texans,texans,6.666666667,3,4400,CAR@HOU,HOU,CAR,,,,Texans,Texans,houston,houston4400
