RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
wilson7200qbz,66.83,Zach Wilson,7200,NYJ,MIA,,,14.94,23.5,6.4,-4.25,2.1,2.0,19.19,14.6,-4.0,0.4,3.0,1.0,1.0,0.0,0.38,10.2,55.0,21.5,25.0,0.5,3.5,46.5,41.0,15.0,28.0,166.0,54.0,5.9,4.26,0.6,28.0,80.9,202.7,16.8,53.9,10.7,2.1,1.8,9.4,2.0,11.0,18.0,7.5,0.4,0.5,3.0,1.53,0.82,61.0,0.49,0.0,20.3,600,0.51,0.29,25.0,0.25,0.0,80.0,12.9,-1.2,1200.0,0.39,0.24,43.0,0.21,0.08,23.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wilson,zach wilson,z,wilson7200qbz
dalton6500qba,66.29,Andy Dalton,6500,NO,SEA,,,16.32,27.3,5.4,-1.5,2.5,4.8,17.82,10.88,-2.0,0.54,2.2,1.0,1.0,0.0,0.64,3.7,54.0,25.5,20.0,2.2,-5.5,45.5,30.0,19.0,30.0,212.0,61.0,6.9,5.22,1.1,33.0,110.9,245.1,11.6,52.6,18.6,3.7,3.7,7.1,1.0,4.0,5.0,3.2,0.0,0.385,1.89,1.0,0.39,0.0,0.0,0.0,13.7,400,0.44,0.24,16.0,0.16,0.0,60.0,11.2,-0.6,500.0,0.32,0.21,31.0,0.18,0.09,22.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dalton,andy dalton,a,dalton6500qba
mariota6800qbm,65.09,Marcus Mariota,6800,ATL,@TB,,,14.92,23.5,6.4,-3.48,2.2,1.9,18.4,17.98,-3.0,0.46,1.1,0.67,1.0,0.0,0.57,1.4,21.0,18.3,28.3,0.0,10.0,46.5,31.0,9.0,16.0,130.0,58.0,7.8,5.78,0.5,24.0,78.5,212.5,8.0,35.0,16.0,3.1,4.4,7.0,3.0,6.0,11.0,3.6,0.2,0.5710000000000001,1.78,0.67,0.39,84.0,0.57,0.0,13.4,300,0.4,0.22,85.0,0.57,0.14,70.0,8.2,0.1,800.0,0.39,0.39,36.0,0.18,0.27,22.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mariota,marcus mariota,m,mariota6800qbm
lawrence7600qbt,64.59,Trevor Lawrence,7600,JAX,HOU,,,17.4,26.4,8.4,-2.57,2.3,3.7,19.97,12.34,-2.0,0.54,5.2,1.0,1.0,0.0,0.36,-0.1,63.0,25.3,18.3,1.8,-7.0,43.5,67.0,21.0,34.0,218.0,61.0,6.3,5.31,0.9,32.0,115.0,269.6,14.1,56.2,15.8,2.6,2.1,5.3,3.0,9.0,16.0,4.3,0.1,0.485,5.06,2.82,1.65,79.0,0.64,0.01,16.7,600,0.45,0.26,87.0,0.75,0.12,80.0,13.3,-2.2,1600.0,0.33,0.21,95.0,0.52,0.04,23.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lawrence,trevor lawrence,t,lawrence7600qbt
brissett6700qbj,62.89,Jacoby Brissett,6700,CLE,LAC,,,15.08,24.4,5.8,-3.13,2.3,0.7,18.21,15.4,7.0,0.98,0.0,0.0,1.0,0.0,0.73,2.7,42.0,22.5,24.0,-0.8,1.5,46.5,55.0,18.0,29.0,191.0,63.0,6.6,5.5,0.9,32.0,80.9,186.6,14.6,32.6,20.2,3.1,2.1,6.1,1.0,4.0,8.0,4.4,0.1,0.667,2.18,1.24,0.82,62.0,0.38,0.0,16.2,400,0.43,0.22,100.0,0.88,0.0,90.0,12.2,-0.3,700.0,0.37,0.29,50.0,0.37,0.12,24.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett6700qbj
zappe6300qbb,61.96,Bailey Zappe,6300,NE,DET,,,15.48,24.7,6.3,-1.94,2.5,1.1,17.42,11.02,4.0,0.94,0.7,1.0,1.0,0.0,0.69,12.1,43.0,24.8,21.8,-0.5,-3.0,46.5,43.0,10.0,15.0,99.0,66.0,6.6,5.28,1.0,25.0,60.0,101.0,0.0,0.0,0.0,6.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.51,0.0,6.0,300,0.33,0.14,28.0,0.14,0.0,70.0,6.5,0.0,300.0,0.36,0.15,40.0,0.1,0.1,10.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zappe,bailey zappe,b,zappe6300qbb
pickett6500qbk,61.11,Kenny Pickett,6500,PIT,@BUF,,,13.82,21.2,6.5,-4.0,2.1,1.1,17.82,13.08,-6.0,0.28,0.7,0.0,0.0,0.0,0.57,-11.2,31.0,15.5,29.5,-3.3,14.0,45.0,54.0,10.0,13.0,120.0,76.0,9.2,-1.15,0.0,27.0,80.0,178.0,0.0,0.0,0.0,0.0,23.1,0.0,6.0,7.0,15.0,2.5,2.0,0.667,1.0,0.75,0.75,57.0,0.68,0.0,15.3,100,0.81,0.49,25.0,0.25,0.0,80.0,11.2,0.0,500.0,0.59,0.36,36.0,0.27,0.09,11.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pickett,kenny pickett,k,pickett6500qbk
stafford7400qbm,60.93,Matthew Stafford,7400,LA,DAL,,,17.12,27.7,6.5,-2.46,2.3,2.4,19.58,11.32,5.0,0.96,1.5,0.0,1.0,0.0,0.75,-2.4,62.0,24.0,18.5,-1.0,-5.5,42.5,43.0,24.0,36.0,269.0,67.0,7.5,6.02,2.1,41.0,143.5,287.9,11.6,64.9,17.3,5.8,3.6,6.7,1.0,2.0,2.0,1.8,0.0,0.409,8.24,3.94,1.88,0.0,0.0,0.0,15.1,-200,0.37,0.25,83.0,0.66,0.16,60.0,18.8,-0.2,1400.0,0.47,0.3,84.0,0.56,0.04,25.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stafford,matthew stafford,m,stafford7400qbm
smith6900qbg,60.30,Geno Smith,6900,SEA,@NO,,,15.34,23.4,7.3,-3.26,2.2,3.6,18.6,24.02,-10.0,0.11,3.0,0.63,1.0,0.0,0.57,-2.6,60.0,20.0,25.5,2.7,5.5,45.5,70.0,22.0,30.0,229.0,74.0,7.7,6.71,1.4,44.0,142.0,243.0,9.0,41.0,11.0,4.7,1.0,8.3,3.0,7.0,11.0,3.6,0.3,0.478,1.53,0.76,0.29,0.0,0.0,0.0,19.2,600,0.5,0.32,100.0,0.85,0.0,70.0,15.7,1.5,900.0,0.44,0.26,54.0,0.31,0.04,22.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,smith,geno smith,g,smith6900qbg
garoppolo7000qbj,58.45,Jimmy Garoppolo,7000,SF,@CAR,,,15.18,25.3,5.1,-3.62,2.2,0.4,18.8,18.02,12.0,0.99,0.4,0.0,0.0,0.0,0.46,3.3,59.0,23.0,17.0,2.0,-6.0,40.0,77.0,19.0,28.0,249.0,67.0,8.7,7.53,1.3,42.0,115.7,222.9,17.8,53.5,19.3,4.6,2.9,6.7,2.0,2.0,2.0,1.1,0.2,0.483,3.71,2.0,1.12,67.0,0.5,0.0,13.2,800,0.45,0.24,83.0,0.5,0.0,60.0,14.4,-2.5,1000.0,0.44,0.24,68.0,0.4,0.08,25.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,garoppolo,jimmy garoppolo,j,garoppolo7000qbj
rush6500qbc,57.58,Cooper Rush,6500,DAL,@LA,,,13.68,23.1,4.3,-4.14,2.1,0.7,17.82,3.98,0.0,0.76,0.4,1.0,1.0,0.0,0.73,1.8,39.0,18.5,24.0,-2.0,5.5,42.5,57.0,11.0,18.0,144.0,61.0,7.8,8.07,0.9,36.0,86.3,175.6,13.4,35.6,10.7,5.0,0.6,4.8,1.0,1.0,0.0,-0.1,0.0,0.071,1.29,0.53,0.18,0.0,0.0,0.0,12.9,400,0.46,0.26,83.0,0.83,0.16,60.0,8.4,-0.1,500.0,0.4,0.22,30.0,0.26,0.26,23.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rush,cooper rush,c,rush6500qbc
mills6400qbd,54.26,Davis Mills,6400,HOU,@JAX,,,14.34,22.8,5.9,-3.28,2.2,0.8,17.62,5.8,-2.0,0.54,0.4,1.0,0.0,0.0,0.57,0.2,60.0,18.3,25.3,-1.7,7.0,43.5,33.0,22.0,33.0,229.0,66.0,6.9,6.05,1.4,37.0,126.4,251.1,16.4,49.7,15.6,4.2,1.8,6.8,1.0,2.0,3.0,2.4,0.0,0.389,2.24,1.12,0.24,79.0,0.64,0.01,12.2,-100,0.31,0.2,100.0,0.71,0.0,70.0,12.4,-0.7,400.0,0.33,0.21,73.0,0.47,0.13,23.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mills,davis mills,d,mills6400qbd
goff8000qbj,54.17,Jared Goff,8000,DET,@NE,,,16.14,27.2,5.1,-4.62,2.0,1.3,20.76,6.86,6.0,0.97,1.1,1.0,0.0,0.0,0.38,8.2,65.0,21.8,24.8,3.0,3.0,46.5,57.0,22.0,34.0,233.0,64.0,6.8,6.15,1.6,37.0,116.9,253.0,17.1,44.6,16.9,4.7,1.8,5.8,0.0,2.0,2.0,2.4,0.0,0.154,3.65,1.41,0.88,60.0,0.51,0.0,24.1,1200,0.59,0.34,100.0,0.87,0.0,80.0,16.9,0.9,2000.0,0.45,0.26,66.0,0.54,0.12,24.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goff,jared goff,j,goff8000qbj
mayfield6400qbb,52.61,Baker Mayfield,6400,CAR,SF,,,12.42,19.7,5.1,-5.2,1.9,0.3,17.62,7.6,2.0,0.88,0.7,0.0,0.0,0.0,0.64,-5.6,59.0,17.0,23.0,-1.5,6.0,40.0,23.0,17.0,30.0,201.0,57.0,6.7,5.0,1.4,44.0,105.1,254.8,15.2,43.8,22.0,4.7,3.3,9.1,2.0,5.0,8.0,3.2,0.1,0.41700000000000004,3.28,1.22,0.61,67.0,0.5,0.0,12.0,-200,0.34,0.21,100.0,0.62,0.0,80.0,12.3,-2.1,400.0,0.34,0.21,76.0,0.48,0.04,25.0,QB,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mayfield,baker mayfield,b,mayfield6400qbb
cook7300rbd,92.50,Dalvin Cook,7300,MIN,CHI,,,15.26,19.9,10.6,2.84,2.1,22.6,12.42,25.1,-1.0,0.77,4.8,1.0,11.0,0.0,0.94,9.4,46.0,26.3,17.8,1.8,-8.5,44.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,86.0,4.6,0.4,0.479,2.82,1.59,0.88,0.0,0.0,0.0,7.7,-1100,0.4,0.17,23.0,0.07,0.76,13.0,11.9,-2.0,1300.0,0.54,0.26,31.0,0.17,0.51,29.0,RB,50,0.6,0.764,0.7070000000000001,18.0,3.0,2.0,14.0,9.0,6.1,0.0,0.0,0.109,0.457,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,dalvin cook,d,cook7300rbd
kamara7000rba,92.11,Alvin Kamara,7000,NO,SEA,,,14.21,18.3,10.1,2.54,2.0,19.2,11.67,20.4,-3.0,0.68,9.1,1.0,11.0,0.0,0.88,6.7,47.0,25.5,20.0,2.2,-5.5,45.5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,63.0,3.8,0.4,0.376,2.47,1.0,0.53,0.0,0.0,0.0,6.2,-1500,0.36,0.14,14.0,0.14,0.28,70.0,14.9,0.7,1000.0,0.66,0.32,37.0,0.16,0.2,24.0,RB,50,0.5,0.537,0.7490000000000001,16.0,5.0,3.0,36.0,15.0,9.4,0.3,0.0,0.10300000000000001,0.379,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kamara,alvin kamara,a,kamara7000rba
singletary6000rbd,91.86,Devin Singletary,6000,BUF,PIT,,,11.34,14.7,8.0,2.17,1.9,16.7,9.17,5.1,-12.0,0.41,4.3,1.0,9.0,0.0,0.95,3.3,46.0,29.5,15.5,1.2,-14.0,45.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,43.0,4.3,0.4,0.486,2.94,1.53,0.88,57.0,0.68,0.0,6.9,-100,0.45,0.13,33.0,0.25,0.66,12.0,9.2,1.2,0.0,0.67,0.2,62.0,0.28,0.28,32.0,RB,50,0.375,0.354,0.672,10.0,3.0,2.0,20.0,8.0,6.9,0.1,0.0,0.179,0.41,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,singletary,devin singletary,d,singletary6000rbd
etienne5600rbt,85.81,T. Etienne Jr.,5600,JAX,HOU,,,9.35,12.1,6.6,1.17,1.7,1.9,8.18,12.9,2.0,0.88,0.4,1.0,6.0,0.0,0.86,8.3,29.0,25.3,18.3,1.8,-7.0,43.5,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,36.0,4.2,0.0,0.441,0.47,0.12,0.06,79.0,0.64,0.01,6.5,-600,0.58,0.23,87.0,0.37,0.12,80.0,5.9,1.2,-400.0,0.52,0.2,30.0,0.13,0.13,23.0,RB,50,0.0,0.327,0.451,8.0,2.0,2.0,20.0,13.0,10.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,etienne,t. etienne jr.,t,etienne5600rbt
stevenson6000rbr,85.34,R. Stevenson,6000,NE,DET,,,12.14,15.7,8.6,2.97,2.0,16.4,9.17,18.5,-6.0,0.58,10.0,1.0,5.0,0.0,0.86,7.8,25.0,24.8,21.8,-0.5,-3.0,46.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,4.7,0.4,0.5710000000000001,1.88,0.88,0.59,60.0,0.51,0.0,9.8,400,0.69,0.31,100.0,0.62,0.0,80.0,8.9,2.7,0.0,0.65,0.36,70.0,0.33,0.18,27.0,RB,50,0.3,0.389,0.42200000000000004,11.0,2.0,1.0,11.0,7.0,7.1,0.0,0.0,0.207,0.552,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stevenson,r. stevenson,r,stevenson6000rbr
