,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
elliott8600rbe,92.7,Ezekiel Elliott,8600,DAL,ATL,,,18.41,24.8,12,3.25,2.1,35.5,15.16,19.2,-1,7.8,1,0.8,13,0,0.94,-1.2,61,28,25,-0.5,-3,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,85,4.5,0.7,0.554,4.67,2.13,1.13,0,0,0,26.2,-100,1.01,0.42,100,1,0,10,17.6,2.4,-100,0.74,0.29,85,0.35,0.15,20,RB,220,0.647,0.649,0.862,19,4,3,28,14,80,0.2,5.9,0.175,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,elliott,ezekiel elliott,e,elliott8600rbe,49877-38791:Ezekiel Elliott,49877-38791,RB,e,Ezekiel Elliott,elliott,26.20000076,1,8600,ATL@DAL,DAL,ATL,,,,ryland,ryland,ezekiel,elliott8600rbe
engram6000tee,77.68,Evan Engram,6000,NYG,@CHI,,,7.9,10.8,5,0.63,1.3,0.5,7.27,9.5,5,1.4,0.8,0.98,5,0,0.7,0,58,19,23.5,1,4.5,42.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.27,67,0.41,0.01,1.9,-300,0.27,0.03,0,0,1,10,4.7,-0.3,-300,0.58,0.08,38,0.05,0.5,18,TE,220,0,0,0,0,7,4,44,23,10.8,0.3,6.4,0.083,0,0.205,0.167,0.176,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram6000tee,49877-41872:Evan Engram,49877-41872,TE,e,Evan Engram,engram,1.899999976,1,6000,NYG@CHI,NYG,CHI,,,,ryland,ryland,evan,engram6000tee
ertz6300tez,82.89,Zach Ertz,6300,PHI,LA,,,8.9,12,5.8,0.93,1.4,3,7.97,6.7,4,2.4,1,0.97,9,0,0.7,2.1,62,24,22,-0.5,-2,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.33,0.33,63,0.33,0.01,9.3,-400,1.33,0.16,100,0,0,20,10.7,2.2,-300,1.26,0.17,85,0.35,0.15,20,TE,220,0,0,0,0,8,5,57,19,10.4,0.5,6.8,0.375,0,0.229,0.292,0.232,0,0,0,0,0,0,0,0,0,0,ertz,zach ertz,z,ertz6300tez,49877-29780:Zach Ertz,49877-29780,TE,z,Zach Ertz,ertz,9.300000191,1,6300,LAR@PHI,PHI,LAR,,,,ryland,ryland,zach,ertz6300tez
evans7400wrm,73.87,Mike Evans,7400,TB,CAR,,,12.34,17.2,7.4,1.54,1.7,14.5,10.8,19.9,-2,4.9,1,0.78,4,0,0.54,-1.6,63,27.3,19.8,-0.5,-7.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.73,0.6,85,0.73,0.15,6.7,-100,1.68,0.1,0,0,1,10,14.9,3.1,-100,1.64,0.24,37,0.18,0.43,16,WR,220,0,0,0,0,9,5,89,30,17.3,0.8,11.1,0.316,0,0.231,0.346,0.27,0,0,0,0,0,0,0,0,0,0,evans,mike evans,m,evans7400wrm,49877-32384:Mike Evans,49877-32384,WR,m,Mike Evans,evans,6.699999809,1,7400,CAR@TB,TB,CAR,,,,ryland,ryland,mike,evans7400wrm
everett4300teg,72.4,Gerald Everett,4300,LA,@PHI,,,3.09,4.6,1.6,-0.21,0.7,0.5,3.3,0,-17,0,0,0.27,1,0,0.57,-0.5,33,22,24,0.5,2,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.2,0.07,63,0.33,0.01,1.2,-300,0.6,0.05,0,0,0,10,5.3,0.8,-300,1.12,0.16,37,0.31,0.56,16,TE,220,0,0,0,0,4,2,32,14,11.4,0.2,6.8,0.4,0,0.126,0.143,0.112,0,0,0,0,0,0,0,0,0,0,everett,gerald everett,g,everett4300teg,49877-57299:Gerald Everett,49877-57299,TE,g,Gerald Everett,everett,1.200000048,1,4300,LAR@PHI,LAR,PHI,,,,ryland,ryland,gerald,everett4300teg
fant5300ten,80.51,Noah Fant,5300,DEN,@PIT,,,6.95,9.5,4.4,1.31,1.3,0.5,5.64,15.7,2,2.9,0.92,0.94,5,0,0.68,-3.6,42,17.5,23.5,0.2,6,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.27,65,0.32,0.01,16.6,-100,2.77,0.39,100,1,0,10,6.6,1.3,-100,1.5,0.16,60,0.26,0.33,15,TE,220,0,0,0,0,4,2,38,23,14.9,0.3,9.2,0.222,0,0.147,0.267,0.19,0,0,0,0,0,0,0,0,0,0,fant,noah fant,n,fant5300ten,49877-71705:Noah Fant,49877-71705,TE,n,Noah Fant,fant,16.60000038,1,5300,DEN@PIT,DEN,PIT,,,,ryland,ryland,noah,fant5300ten
fells4300ted,71.71,Darren Fells,4300,HOU,BAL,,,3.09,4.5,1.7,-0.21,0.7,0.5,3.3,9.3,-18,0,0,0.25,2,0,0.67,0.4,50,21,28.5,-2.3,7.5,49.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.33,0.2,0,0,0,2.9,-200,1.45,0.12,100,0,0,10,6.4,10,-200,1.96,0.13,77,0.31,0.18,22,TE,220,0,0,0,0,3,2,25,13,10,0.5,7.7,0.727,0,0.1,0.28,0.095,0,0,0,0,0,0,0,0,0,0,fells,darren fells,d,fells4300ted,49877-38301:Darren Fells,49877-38301,TE,d,Darren Fells,fells,2.900000095,1,4300,BAL@HOU,HOU,BAL,,,,ryland,ryland,darren,fells4300ted
firkser4100tea,75.1,Anthony Firkser,4100,TEN,JAX,,,3.42,5,1.9,0.59,0.8,0.5,2.83,6.5,-16,0,0,0.3,2,0,0.29,0.2,16,25.8,18.8,0.3,-7,44.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.14,0.07,75,0.6,0,1.5,-100,0.75,0.05,100,0,0,10,3.1,-0.6,-100,1.56,0.19,52,0.17,0.47,17,TE,220,0,0,0,0,2,1,16,12,13.1,0.1,9.9,0.25,0,0.07,0.04,0.061,0,0,0,0,0,0,0,0,0,0,firkser,anthony firkser,a,firkser4100tea,49877-80294:Anthony Firkser,49877-80294,TE,a,Anthony Firkser,firkser,1.5,1,4100,JAC@TEN,TEN,JAC,,,,ryland,ryland,anthony,firkser4100tea
fitzgerald5200wrl,74.83,Larry Fitzgerald,5200,ARI,WAS,,,7.4,10.2,4.6,1.62,1.4,0.5,5.78,8.5,-11,0,0,0.58,0,0,0.63,2.7,55,27,19.5,0.7,-7.5,46.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.33,0.33,0,0,0,5.4,-100,1.08,0.08,100,0,0,10,7.3,0.1,-100,1.22,0.13,87,0.31,0.12,16,WR,220,0,0,0,0,6,4,41,16,9.4,0.2,6.8,0.222,0,0.189,0.158,0.184,0,0,0,0,0,0,0,0,0,0,fitzgerald,larry fitzgerald,l,fitzgerald5200wrl,49877-6883:Larry Fitzgerald,49877-6883,WR,l,Larry Fitzgerald,fitzgerald,5.400000095,1,5200,WAS@ARI,ARI,WAS,,,,ryland,ryland,larry,fitzgerald5200wrl
fitzpatrick6500qbr,64.87,Ryan Fitzpatrick,6500,MIA,BUF,,,15.16,24.7,5.6,0.94,2.3,0.5,14.22,24.32,-8,0,0,0.23,1,0,0.69,-0.6,61,18.5,24,-0.3,5.5,42.5,23,21,34,246,63,7.1,6.04,1.4,30,17,60.2,20.5,4.1,2.6,6.8,4,9,17,4.3,0.3,0.491,6,2.13,1,89,0.7,0.11,8.4,100,0.23,0.14,100,0,0,10,16.5,2.9,100,0.4,0.27,87,0.5,0.12,16,QB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fitzpatrick,ryan fitzpatrick,r,fitzpatrick6500qbr,49877-7659:Ryan Fitzpatrick,49877-7659,QB,r,Ryan Fitzpatrick,fitzpatrick,8.43999958,1,6500,BUF@MIA,MIA,BUF,,,,ryland,ryland,ryan,fitzpatrick6500qbr
ford4500wri,60.94,Isaiah Ford,4500,MIA,BUF,,,4.72,6.7,2.7,0.53,1,0.5,4.19,11.1,-33,0,0,0.27,0,0,0.54,-0.9,30,18.5,24,-0.3,5.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.13,0,89,0.7,0.11,2.3,-100,0.58,0.05,100,0,0,20,3.8,0.6,0,0.85,0.13,43,0.18,0.25,16,WR,220,0,0,0,0,4,2,28,10,10.3,0,4.3,0,0,0.115,0,0.102,0,0,0,0,0,0,0,0,0,0,ford,isaiah ford,i,ford4500wri,49877-56356:Isaiah Ford,49877-56356,WR,i,Isaiah Ford,ford,2.299999952,1,4500,BUF@MIA,MIA,BUF,,,,ryland,ryland,isaiah,ford4500wri
fournette6000rbl,72.86,Leonard Fournette,6000,TB,CAR,,,7.76,11.1,4.5,-0.91,1.3,0.5,8.67,25.6,0,0.4,0,0.84,9,0,0.48,4.9,58,27.3,19.8,-0.5,-7.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,4.3,0.2,0.427,3.53,1.6,0.6,85,0.73,0.15,2.4,-900,0.4,0.27,0,0,1,10,13.7,2.3,-900,0.58,0.24,71,0.21,0.28,14,RB,220,0.75,0.672,0.819,17,6,4,34,15,70,0,5.6,0.07,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette6000rbl,49877-52922:Leonard Fournette,49877-52922,RB,l,Leonard Fournette,fournette,2.400000095,1,6000,CAR@TB,TB,CAR,,,,ryland,ryland,leonard,fournette6000rbl
freeman4700rbr,57.45,Royce Freeman,4700,DEN,@PIT,,,4.43,6,2.8,-1,0.9,0.5,5.43,2,-24,0,0,0.22,2,0,0.64,-3.4,29,17.5,23.5,0.2,6,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,3.4,0.2,0.393,2,0.93,0.47,65,0.32,0.01,1.7,-100,0.85,0.28,100,0,0,10,7.4,-0.1,-100,0.71,0.25,88,0.35,0.11,17,RB,220,0.25,0.244,0.477,7,2,2,14,8,5.7,0.1,4.9,0.125,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,freeman,royce freeman,r,freeman4700rbr,49877-55970:Royce Freeman,49877-55970,RB,r,Royce Freeman,freeman,1.700000048,1,4700,DEN@PIT,DEN,PIT,,,,ryland,ryland,royce,freeman4700rbr
fuller6100wrw,84.34,Will Fuller,6100,HOU,BAL,,,11.48,16.1,6.8,3.64,1.9,10.5,7.84,0,-5,5.4,0.95,0.7,5,0,0.99,-3.5,50,21,28.5,-2.3,7.5,49.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.4,0.07,0,0,0,15.2,100,1.52,0.32,100,1,0,10,6.5,0.8,100,0.92,0.13,42,0.21,0.57,19,WR,220,0,0,0,0,7,5,67,23,13.2,0.3,7.4,0.125,0,0.225,0.158,0.245,0,0,0,0,0,0,0,0,0,0,fuller,will fuller,w,fuller6100wrw,49877-42028:Will Fuller V,49877-42028,WR,w,Will Fuller V,fuller,15.19999981,1,6100,BAL@HOU,HOU,BAL,,,,ryland,ryland,will,fuller6100wrw
gage5400wrr,76,Russell Gage,5400,ATL,@DAL,,,8.1,11.2,5,1.86,1.5,0.5,6.24,13.6,-5,3.2,0.89,0.7,4,0,0.63,-1.3,37,25,28,2.5,3,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.13,0.07,0,0,0,15.9,600,1.33,0.29,100,1,0,10,5.9,1.7,600,1.03,0.16,66,0.33,0.33,15,WR,220,0,0,0,0,5,3,36,12,9.6,0.1,5.2,0.056,0,0.134,0.038,0.112,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5400wrr,49877-52916:Russell Gage,49877-52916,WR,r,Russell Gage,gage,15.89999962,1,5400,ATL@DAL,ATL,DAL,,,,ryland,ryland,russell,gage5400wrr
gallup6000wrm,82.54,Michael Gallup,6000,DAL,ATL,,,10.28,14.5,6,2.67,1.7,10.5,7.61,6.8,-10,5.9,1,0.6,6,0,0.94,-1.3,63,28,25,-0.5,-3,53,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.07,0.07,0,0,0,6.5,-200,1.3,0.09,100,0,0,10,10.5,1.9,-200,1.33,0.17,80,0.38,0.19,21,WR,220,0,0,0,0,7,4,71,27,16.6,0.5,8.6,0.333,0,0.208,0.273,0.231,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup6000wrm,49877-69956:Michael Gallup,49877-69956,WR,m,Michael Gallup,gallup,6.5,1,6000,ATL@DAL,DAL,ATL,,,,ryland,ryland,michael,gallup6000wrm
garoppolo7100qbj,55.57,Jimmy Garoppolo,7100,SF,@NYJ,,,15.74,27.5,4,0.35,2.2,0.5,15.39,13.24,-3,3.2,0.82,0.52,1,0,0.64,-8.2,66,24.3,17.3,-0.5,-7,41.5,79,20,30,251,68,8.3,7.31,1.7,43,23.2,48.6,27.6,5.7,2.3,7.7,2,3,4,1.6,0.1,0.39,5.87,3.13,1.4,62,0.25,0.01,19.3,-300,0.52,0.31,100,1,0,20,15.5,-1.7,-300,0.43,0.23,73,0.3,0.26,23,QB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,garoppolo,jimmy garoppolo,j,garoppolo7100qbj,49877-54604:Jimmy Garoppolo,49877-54604,QB,j,Jimmy Garoppolo,garoppolo,19.26000023,1,7100,SF@NYJ,SF,NYJ,,,,ryland,ryland,jimmy,garoppolo7100qbj
gaskin4900rbm,69.2,Myles Gaskin,4900,MIA,BUF,,,6.67,9,4.4,0.74,1.4,0.5,5.93,11.2,-6,0,0,0.61,0,0,0.66,-1.8,20,18.5,24,-0.3,5.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,3.8,0.1,0.467,0.47,0.2,0.13,89,0.7,0.11,8.6,300,0.66,0.22,100,1,0,20,2.8,-0.3,400,0.37,0.14,43,0.25,0.56,16,RB,220,0.143,0.258,0.292,5,2,1,9,7,70,0,3.8,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,gaskin,myles gaskin,m,gaskin4900rbm,49877-60930:Myles Gaskin,49877-60930,RB,m,Myles Gaskin,gaskin,8.600000381,1,4900,BUF@MIA,MIA,BUF,,,,ryland,ryland,myles,gaskin4900rbm
gesicki5200tem,81.56,Mike Gesicki,5200,MIA,BUF,,,6.58,9.2,4,1.18,1.3,0.5,5.4,23,0,2.1,0.86,0.88,5,0,0.65,0.6,45,18.5,24,-0.3,5.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.4,0.07,89,0.7,0.11,4.5,-200,0.9,0.1,100,0,0,10,70,1.6,-200,1.21,0.15,81,0.43,0.18,16,TE,220,0,0,0,0,5,3,37,15,10.9,0.3,5.8,0.364,0,0.152,0.238,0.142,0,0,0,0,0,0,0,0,0,0,gesicki,mike gesicki,m,gesicki5200tem,49877-56265:Mike Gesicki,49877-56265,TE,m,Mike Gesicki,gesicki,4.5,1,5200,BUF@MIA,MIA,BUF,,,,ryland,ryland,mike,gesicki5200tem
gibson5100rba,74.74,Antonio Gibson,5100,WAS,@ARI,,,7.77,10.4,5.2,1.34,1.5,0.5,6.43,11.7,-4,1.4,0.75,0.68,1,0,0.61,0.5,18,19.5,27,0.2,7.5,46.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,4,0,0.444,1,1,1,0,0,0,5.4,500,0.49,0.3,100,0,0,10,5.4,0,500,0.49,0.3,100,0,0,10,RB,220,0,0.45,0.257,9,2,2,8,6,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gibson,antonio gibson,a,gibson5100rba,49877-90933:Antonio Gibson,49877-90933,RB,a,Antonio Gibson,gibson,5.400000095,1,5100,WAS@ARI,WAS,ARI,,,,ryland,ryland,antonio,gibson5100rba
goedert5500ted,75.1,Dallas Goedert,5500,PHI,LA,,,7.91,10.9,4.9,1.8,1.4,10.5,6.11,5,-4,1.9,1,0.66,8,0,0.99,2.1,52,24,22,-0.5,-2,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.33,63,0.33,0.01,20.1,300,2.23,0.37,100,1,0,10,9.1,3.1,300,1.47,0.17,95,0.45,0.05,20,TE,220,0,0,0,0,6,4,46,18,10.8,0.4,6.7,0.267,0,0.166,0.24,0.184,0,0,0,0,0,0,0,0,0,0,goedert,dallas goedert,d,goedert5500ted,49877-83074:Dallas Goedert,49877-83074,TE,d,Dallas Goedert,goedert,20.10000038,1,5500,LAR@PHI,PHI,LAR,,,,ryland,ryland,dallas,goedert5500ted
goff7300qbj,64.02,Jared Goff,7300,LA,@PHI,,,17.32,28.5,6.2,1.53,2.4,3,15.79,23.98,-7,1.8,0.86,0.28,1,0,0.6,-0.3,69,22,24,0.5,2,46,72,24,39,296,63,7.5,6.51,1.3,34,10.3,61.4,25.1,3.3,2.8,3.2,1,2,3,2,0.1,0.414,5.53,2.47,1.13,63,0.33,0.01,11.5,-100,0.32,0.16,100,0,0,10,16.6,-0.8,-100,0.39,0.24,77,0.61,0.22,18,QB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff7300qbj,49877-38435:Jared Goff,49877-38435,QB,j,Jared Goff,goff,11.5,1,7300,LAR@PHI,LAR,PHI,,,,ryland,ryland,jared,goff7300qbj
gordon6700rbm,74.79,Melvin Gordon,6700,DEN,@PIT,,,11.08,14.7,7.5,0.66,1.7,3,10.42,15.4,-1,2.9,0.55,0.8,4,0,0.36,-3.4,36,17.5,23.5,0.2,6,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,3.9,0.7,0.503,2.8,1.6,1.2,65,0.32,0.01,14.1,100,0.78,0.38,100,1,0,10,12,1.1,100,0.66,0.33,78,0.31,0.15,19,RB,220,0.9,0.602,0.548,13,4,3,23,11,6.8,0.1,6.3,0.25,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,gordon,melvin gordon,m,gordon6700rbm,49877-28900:Melvin Gordon III,49877-28900,RB,m,Melvin Gordon III,gordon,14.10000038,1,6700,DEN@PIT,DEN,PIT,,,,ryland,ryland,melvin,gordon6700rbm
gore5400rbf,62.47,Frank Gore,5400,NYJ,SF,,,6.79,9.7,3.8,-0.39,1.3,0.5,7.18,6.3,-5,0.4,0.5,0.65,0,0,0.58,-1.9,22,17.3,24.3,-1.5,7,41.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,3.8,0.1,0.444,1.47,1,0.53,62,0.25,0.01,2.4,600,0.4,0.17,100,0,0,10,4.5,-3,600,0.43,0.2,50,0.11,0.44,18,RB,220,0.1,0.293,0.33,9,0,0,5,5,7.7,0,3.8,0.045,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,gore,frank gore,f,gore5400rbf,49877-6840:Frank Gore,49877-6840,RB,f,Frank Gore,gore,2.400000095,1,5400,SF@NYJ,NYJ,SF,,,,ryland,ryland,frank,gore5400rbf
graham5500tej,59.91,Jimmy Graham,5500,CHI,NYG,,,5.86,8.2,3.5,-0.25,1.1,0.5,6.11,2.3,-3,0.5,1,0.7,3,0,0.25,-0.1,40,23.5,19,-0.5,-4.5,42.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.47,0.27,67,0.41,0.01,10,500,1.43,0.19,100,1,0,10,5.5,-1,500,1.36,0.14,45,0.18,0.54,22,TE,220,0,0,0,0,4,2,29,16,11.6,0.2,8.6,0.25,0,0.117,0.115,0.115,0,0,0,0,0,0,0,0,0,0,graham,jimmy graham,j,graham5500tej,49877-11512:Jimmy Graham,49877-11512,TE,j,Jimmy Graham,graham,10,1,5500,NYG@CHI,CHI,NYG,,,,ryland,ryland,jimmy,graham5500tej
grant4500wrj,62.41,Jakeem Grant,4500,MIA,BUF,,,4.83,6.9,2.8,0.64,1.1,0.5,4.19,0.7,-31,0,0,0.29,0,0,0.63,-0.9,20,18.5,24,-0.3,5.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0,89,0.7,0.11,4,0,1,0.12,100,0,0,10,3.2,0.1,0,1.01,0.16,40,0.06,0.4,15,WR,220,0,0,0,0,2,2,18,9,9.4,0,5.7,0,0,0.083,0,0.082,0,0,0,0,0,0,0,0,0,0,grant,jakeem grant,j,grant4500wrj,49877-32703:Jakeem Grant,49877-32703,WR,j,Jakeem Grant,grant,4,1,4500,BUF@MIA,MIA,BUF,,,,ryland,ryland,jakeem,grant4500wrj
green bay3900,59.37,Green Bay,3900,GB,DET,,,6.6,13.7,-0.5,1.24,1.7,3,5.36,12,1,0,0,0.78,4,0,0.79,-2.2,0,29,22,3,-7,51,76,0,0,0,0,0,0,0,0,0,0,0,0,2.99,7.37,0,0,0,0,0,0,0,0,0,68,0.55,0,5,0,0,0,100,1,0,10,50,-3,0,0,0,79,0.37,0.2,24,DEF,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.498,0.5658,0.0161,0.0428,7.76,10.27,5.27,3.21,0.1948,bay,green bay,g,green bay3900,49877-12533:Green Bay Packers,49877-12533,D,g,Green Bay Packers,packers,5,1,3900,DET@GB,GB,DET,,,,Bay,Bay,green bay,green bay3900
griffin4100ter,72.93,Ryan Griffin,4100,NYJ,SF,,,2.85,4.3,1.4,0.02,0.7,0.5,2.83,0,-20,0,0,0.2,1,0,0.65,-1.5,47,17.3,24.3,-1.5,7,41.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.27,0.27,62,0.25,0.01,0,-200,0,0,0,0,0,10,60,1.8,-200,2.01,0.13,37,0.18,0.43,16,TE,220,0,0,0,0,3,2,25,10,10,0.4,6.9,0.667,0,0.098,0.333,0.116,0,0,0,0,0,0,0,0,0,0,griffin,ryan griffin,r,griffin4100ter,49877-34073:Ryan Griffin,49877-34073,TE,r,Ryan Griffin,griffin,6.230769231,13,4100,SF@NYJ,NYJ,SF,,,,ryland,ryland,ryan,griffin4100ter
gronkowski5400ter,77.79,Rob Gronkowski,5400,TB,CAR,,,6.7,9.2,4.2,0.83,1.2,0.5,5.87,0,-2,0.7,0.33,0.75,2,0,0.64,-1.7,54,27.3,19.8,-0.5,-7.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.73,0.15,2.1,-100,0.7,0.04,0,0,1,10,2.1,-4,-100,0.7,0.04,0,0,1,10,TE,220,0,0,0,0,3,2,11,9,5.5,0,0,0,0,0.088,0,0.046,0,0,0,0,0,0,0,0,0,0,gronkowski,rob gronkowski,r,gronkowski5400ter,49877-11460:Rob Gronkowski,49877-11460,TE,r,Rob Gronkowski,gronkowski,2.099999905,1,5400,CAR@TB,TB,CAR,,,,ryland,ryland,rob,gronkowski5400ter
gurley7000rbt,82.25,Todd Gurley,7000,ATL,@DAL,,,12.15,16.4,7.9,0.98,1.7,6.5,11.17,6.1,-4,2,0.89,0.68,6,0,0.58,1.4,53,25,28,2.5,3,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53,3.6,0.9,0.454,4.2,2.07,1.2,0,0,0,12.7,-100,0.67,0.35,100,0,0,10,12.4,10,-100,0.68,0.23,68,0.36,0.31,19,RB,220,0.75,0.639,0.736,14,3,2,14,8,6.9,0.1,5.5,0.211,0.561,0,0,0,0,0,0,0,0,0,0,0,0,0,gurley,todd gurley,t,gurley7000rbt,49877-30447:Todd Gurley II,49877-30447,RB,t,Todd Gurley II,gurley,12.69999981,1,7000,ATL@DAL,ATL,DAL,,,,ryland,ryland,todd,gurley7000rbt
guyton4500wrj,52.1,Jalen Guyton,4500,LAC,KC,,,3.73,5.5,2,-0.46,0.8,0.5,4.19,7.9,-38,0,0,0.21,0,0,0.35,-0.9,16,19.3,27.8,-2,8.5,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.1,0.04,100,0,0,10,0.4,-0.4,0,0.56,0.03,20,0,0.8,50,WR,220,0,0,0,0,0,0,4,4,16,0,0,0,0,0.025,0,0.015,0,0,0,0,0,0,0,0,0,0,guyton,jalen guyton,j,guyton4500wrj,49877-64843:Jalen Guyton,49877-64843,WR,j,Jalen Guyton,guyton,2.099999905,1,4500,KC@LAC,LAC,KC,,,,ryland,ryland,jalen,guyton4500wrj
hall4800wrm,47.94,Marvin Hall,4800,DET,@GB,,,3.54,5.4,1.7,-1.33,0.7,0.5,4.87,8.9,-39,0,0,0.2,2,0,0.51,0.5,14,22,29,1.5,7,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0.55,0,3.1,100,1.55,0.19,100,0,0,10,20,-0.1,100,1.44,0.14,36,0.09,0.63,11,WR,220,0,0,0,0,1,0,28,27,35.9,0.1,21.7,0,0,0.037,0.053,0.101,0,0,0,0,0,0,0,0,0,0,hall,marvin hall,m,hall4800wrm,49877-29949:Marvin Hall,49877-29949,WR,m,Marvin Hall,hall,3.099999905,1,4800,DET@GB,DET,GB,,,,ryland,ryland,marvin,hall4800wrm
hamler4600wrk,43.14,KJ Hamler,4600,DEN,@PIT,,,2.56,3.9,1.3,-1.86,0.6,0.5,4.42,7.2,-48,0,0,0.12,0,0,0.11,0.4,0,17.5,23.5,0.2,6,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.32,0.01,0,-100,0,0,0,0,0,10,0,0,-100,0,0,0,0,0,10,WR,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hamler,kj hamler,k,hamler4600wrk,49877-86192:KJ Hamler,49877-86192,WR,k,KJ Hamler,hamler,,,4600,DEN@PIT,DEN,PIT,,,,ryland,ryland,kj,hamler4600wrk
