,week,playid,rating,RylandID_master,name,salary,team,opp,Unnamed: 6, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
22,1120,12556,27.01,houston3600,Houston,3600,HOU,NE,,,5,12.4,-0.8,0.61,1.4,7,3,4.39,-8,0.24,0,0,1,0,0.71,2.6,0,23.5,26,1.2,2.5,49.5,41,0,0,0,0,0,0,0,0,0,0,0,0,1.89,5.89,0,0,0,0,0,0,0,0,0,0,0,0,2.3,100,0,0,66,0.33,0.33,30,5.5,-0.3,600,0,0,85,0.4,0.15,20,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.5326,0.5092,0.0099,0.0505,7.91,11.86,6.14,3.36,0.2169,houston,houston,h,houston3600,51732-12556:Houston Texans,51732-12556,D,h,Houston Texans,texans,3,9,3600,NE@HOU,HOU,NE,,,,Texans,Texans,houston,houston3600
23,1120,130288,86.1,robinson7200rbj,James Robinson,7200,JAX,PIT,,,13.6,16.8,9.1,1.93,1.9,7,10.4,11.67,2,0.9,0.75,0.8,6,0,0.59,-1.1,44,18,29,0.2,11,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,76,4.4,0.6,0.516,2.78,0.78,0.33,72,0.76,0.11,19.3,800,0.7,0.36,100,0.33,0,30,17.6,8.2,2700,0.82,0.4,100,0.7,0,10,RB,0.714,0.766,0.675,17,4,3,25,11,7.9,0.2,0,0.238,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,robinson,james robinson,j,robinson7200rbj,51732-130288:James Robinson,51732-130288,RB,j,James Robinson,robinson,16.46666633,9,7200,PIT@JAC,JAC,PIT,,,,ryland,ryland,james,robinson7200rbj
24,1120,14185,94.45,newton7600qbc,Cam Newton,7600,NE,@HOU,,,19.6,31.7,7.9,3.23,2.6,11,19.2,16.37,-4,0.45,0.93,4.4,2,0,0.74,3.6,62,26,23.5,1.2,-2.5,49.5,59,17,26,191,68,7.4,5.42,0.4,28,29.3,61.5,6.3,1.5,3.5,5.8,10,15,41,4.2,1.1,0.538,3.47,1.93,1.2,0,0,0,17.4,0,0.53,0.3,80,0.6,0.2,50,20.6,2.5,200,0.55,0.33,52,0.35,0.05,17,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,newton,cam newton,c,newton7600qbc,51732-14185:Cam Newton,51732-14185,QB,c,Cam Newton,newton,19.5,8,7600,NE@HOU,NE,HOU,,,,ryland,ryland,cam,newton7600qbc
25,1120,14187,81.45,green5500wra,AJ Green,5500,CIN,@WAS,,,8.1,11.4,5,1.63,1.5,3,12.1,6.47,-18,0.46,0.5,0.2,2,0,0.03,-0.7,53,23,25,0.2,2,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0.07,57,0.75,0.04,7.3,-100,0.95,0.12,33,0.33,0.33,30,3.6,-0.2,-700,0.48,0.07,26,0.13,0.6,15,WR,0,0,0,0,7,3,35,10,10.2,0,0,0,0,0.189,0,0.126,0,0,0,0,0,0,0,0,0,0,green,aj green,a,green5500wra,51732-14187:A.J. Green,51732-14187,WR,a,A.J. Green,green,5.233333164,9,5500,CIN@WAS,CIN,WAS,,,,ryland,ryland,a.j.,green5500wra
26,1120,14190,74.15,jones8100wrj,Julio Jones,8100,ATL,@NO,15,,13,19.3,8.4,0.6,1.6,11,4.9,12.4,9,0.95,1,5.7,6,0,0.86,2.1,56,23,26.5,0.7,3.5,49.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0.33,0.2,0,0,0,14.9,-200,1.72,0.25,100,0,0,30,12.8,1.6,-100,1.26,0.23,41,0.17,0.47,17,WR,0,0,0,0,10,6,95,29,13.9,0.4,7.8,0.2,0,0.253,0.238,0.3,0,0,0,0,0,0,0,0,0,0,jones,julio jones,j,jones8100wrj,51732-14190:Julio Jones,51732-14190,WR,j,Julio Jones,jones,14.75714329,7,8100,ATL@NO,ATL,NO,,,,ryland,ryland,julio,jones8100wrj
27,1120,14211,59.15,ingram5900rbm,Mark Ingram,5900,BAL,TEN,,,6.8,8.5,4.2,-1.63,1.2,1,0.2,8.43,-11,0.48,0,0,8,0,0.54,1.8,23,28.3,22.3,0.8,-6,50.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,4.8,0.3,0.587,2,0.93,0.4,54,0.79,0.05,3.9,300,0.56,0.23,33,0,0,30,9.6,-0.8,-1100,0.83,0.42,50,0.22,0.38,18,RB,0.364,0.272,0.371,10,1,1,11,8,9.6,0.3,8.2,0.125,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,ingram,mark ingram,m,ingram5900rbm,51732-14211:Mark Ingram II,51732-14211,RB,m,Mark Ingram II,ingram,6.057143075,7,5900,TEN@BAL,BAL,TEN,,,,ryland,ryland,mark,ingram5900rbm
28,1120,14225,78.2,dalton6900qba,Andy Dalton,6900,DAL,@MIN,15,,16,27.7,6.3,1,2.3,3,19.82,15,-7,0.27,1,1.8,1,0,0.58,-0.6,57,21.5,28.5,2.5,7,50,42,18,30,188,58,6.2,4.7,0.9,23,16,58.9,19.6,3,3.3,5.4,2,2,4,1.6,0.1,0.333,3.07,1.6,0.93,0,0,0,3.6,-300,0.14,0.08,0,0,0.33,30,11.2,-0.6,900,0.32,0.2,40,0.2,0.2,15,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dalton,andy dalton,a,dalton6900qba,51732-14225:Andy Dalton,51732-14225,QB,a,Andy Dalton,dalton,4.769999981,4,6900,DAL@MIN,DAL,MIN,,,,ryland,ryland,andy,dalton6900qba
29,1120,14237,79.35,rudolph4500tek,Kyle Rudolph,4500,MIN,DAL,,,4.4,7.1,3.2,0.63,1,1,4.3,3.77,-10,0.45,0,0,2,0,0.83,1.8,40,28.5,21.5,1,-7,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.21,0.14,0,0,0,4.5,100,1.35,0.1,100,0.33,0,30,5.1,0.5,-600,1.94,0.13,71,0.38,0.19,21,TE,0,0,0,0,2,2,25,13,12.6,0.1,6.7,0.5,0,0.099,0.091,0.113,0,0,0,0,0,0,0,0,0,0,rudolph,kyle rudolph,k,rudolph4500tek,51732-14237:Kyle Rudolph,51732-14237,TE,k,Kyle Rudolph,rudolph,4.088888804,9,4500,DAL@MIN,MIN,DAL,,,,ryland,ryland,kyle,rudolph4500tek
30,1120,14257,87.95,cobb5100wrr,Randall Cobb,5100,HOU,NE,,,8.1,10.5,4.4,2.54,1.6,1,7.7,5.56,-4,0.73,1,0.5,2,0,0.49,2.4,42,23.5,26,1.2,2.5,49.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.47,0.13,0,0,0,7.6,0,1.26,0.19,100,0.33,0,30,7.6,1.1,100,1.25,0.18,88,0.29,0.11,17,WR,0,0,0,0,5,3,51,23,13.7,0.1,10.2,0.143,0,0.148,0.074,0.182,0,0,0,0,0,0,0,0,0,0,cobb,randall cobb,r,cobb5100wrr,51732-14257:Randall Cobb,51732-14257,WR,r,Randall Cobb,cobb,8.155555725,9,5100,NE@HOU,HOU,NE,,,,ryland,ryland,randall,cobb5100wrr
31,1120,21948,81.15,tannehill7300qbr,Ryan Tannehill,7300,TEN,@BAL,,,17.2,27.3,4.5,1.41,2.4,1,22.86,15.79,-1,0.68,0,0.6,1,0,0.87,2.6,63,22.3,28.3,1.3,6,50.5,51,19,28,247,66,8.6,9.01,2.3,48,12.1,57.1,27.1,8.2,1.1,5.7,3,10,14,4.5,0.3,0.542,4.56,2.19,1.06,54,0.79,0.05,14.4,0,0.46,0.25,100,0.2,0,50,19.2,2.8,300,0.57,0.31,90,0.6,0.1,20,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tannehill,ryan tannehill,r,tannehill7300qbr,51732-21948:Ryan Tannehill,51732-21948,QB,r,Ryan Tannehill,tannehill,20.0022227,9,7300,TEN@BAL,TEN,BAL,,,,ryland,ryland,ryan,tannehill7300qbr
32,1120,22018,55.05,sanu4600wrm,Mohamed Sanu,4600,DET,@CAR,,,3.47,5,1.9,-0.95,0.8,0.5,0,4.42,-28,0.32,0,0,0,0,0.5,0,34,25,22,1.5,-3,47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.13,0,62,0.66,0.04,0,-100,0,0,0,0,0,40,2.3,-2,100,0.73,0.07,17,0,0.35,17,WR,0,0,0,0,3,1,13,8,8.3,0,5.8,0,0,0.092,0,0.053,0,0,0,0,0,0,0,0,0,0,sanu,mohamed sanu,m,sanu4600wrm,51732-22018:Mohamed Sanu,51732-22018,WR,m,Mohamed Sanu,sanu,0.699999988,2,4600,DET@CAR,DET,CAR,,,,ryland,ryland,mohamed,sanu4600wrm
33,1120,22031,85,hilton5400wrt,TY Hilton,5400,IND,GB,,,8.34,11.7,5,2.1,1.5,3,5.1,6.24,-15,0.51,0,0.2,4,0,0.63,-0.1,43,26.8,25.3,1.8,-1.5,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.07,0,0,0,0,4,-100,1.13,0.11,33,0,0.33,30,4.7,-2.5,-1100,0.87,0.11,41,0.05,0.52,17,WR,0,0,0,0,5,3,37,17,11.5,0,11.1,0,0,0.172,0,0.157,0,0,0,0,0,0,0,0,0,0,hilton,ty hilton,t,hilton5400wrt,51732-22031:T.Y. Hilton,51732-22031,WR,t,T.Y. Hilton,hilton,5.262499809,8,5400,GB@IND,IND,GB,,,,ryland,ryland,t.y.,hilton5400wrt
34,1120,22038,89.6,cousins7100qbk,Kirk Cousins,7100,MIN,DAL,,,17.8,29.4,4.4,2.41,2.5,3,22.96,15.39,-1,0.68,1,2.4,1,0,0.97,3.3,62,28.5,21.5,1,-7,50,58,18,28,230,65,8.1,6.86,1.7,43,22.5,51.5,21.1,6.1,3.9,6,1,3,5,4.2,0,0.438,2.71,1.5,0.79,0,0,0,17.1,0,0.69,0.28,100,0.75,0,40,14.3,-1.3,-100,0.45,0.23,80,0.5,0.2,20,QB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cousins,kirk cousins,k,cousins7100qbk,51732-22038:Kirk Cousins,51732-22038,QB,k,Kirk Cousins,cousins,16.91999986,9,7100,DAL@MIN,MIN,DAL,,,,ryland,ryland,kirk,cousins7100qbk
35,1120,22103,91.9,jones6400wrm,Marvin Jones,6400,DET,@CAR,,,11.5,14.9,6.6,2.98,1.8,7,7.1,8.52,-8,0.63,0.83,1.1,4,0,0.75,0,62,25,22,1.5,-3,47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.2,62,0.66,0.04,14.8,700,2.2,0.25,100,0.75,0,40,9.4,0.9,200,1.51,0.15,62,0.18,0.18,16,WR,0,0,0,0,6,3,44,17,12,0.5,5.4,0.333,0,0.181,0.273,0.166,0,0,0,0,0,0,0,0,0,0,jones,marvin jones,m,jones6400wrm,51732-22103:Marvin Jones Jr.,51732-22103,WR,m,Marvin Jones Jr.,jones,9.655555725,9,6400,DET@CAR,DET,CAR,,,,ryland,ryland,marvin,jones6400wrm
36,1120,24533,83.25,alie-cox4900tem,Mo Alie-Cox,4900,IND,GB,,,5.8,9,3.8,1.1,1.2,1,0.6,4.7,-6,0.58,1,0.5,4,0,0.12,-1,30,26.8,25.3,1.8,-1.5,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.14,0.14,0,0,0,4.8,-100,1.31,0.13,66,0,0,30,4.8,1.3,900,2.22,0.16,64,0.14,0.14,14,TE,0,0,0,0,2,1,25,15,14.7,0.2,8.8,0.4,0,0.067,0.182,0.11,0,0,0,0,0,0,0,0,0,0,alie-cox,mo alie-cox,m,alie-cox4900tem,51732-24533:Mo Alie-Cox,51732-24533,TE,m,Mo Alie-Cox,alie-cox,5.699999915,9,4900,GB@IND,IND,GB,,,,ryland,ryland,mo,alie-cox4900tem
37,1120,24755,81,crowder6600wrj,Jamison Crowder,6600,NYJ,@LAC,,,10.4,15.2,7,1.42,1.6,3,2.1,8.98,10,0.96,1,0.7,5,0,0.89,1,52,18.5,28.5,-0.3,10,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.47,0.2,0,0,0,9.6,300,4.8,0.31,33,0,0,30,13,3.6,600,1.47,0.25,56,0.37,0.18,16,WR,0,0,0,0,8,5,61,28,12.1,0.5,5.3,0.417,0,0.267,0.462,0.269,0,0,0,0,0,0,0,0,0,0,crowder,jamison crowder,j,crowder6600wrj,51732-24755:Jamison Crowder,51732-24755,WR,j,Jamison Crowder,crowder,14.88000031,5,6600,NYJ@LAC,NYJ,LAC,,,,ryland,ryland,jamison,crowder6600wrj
38,1120,25267,44.6,hollins4900wrm,Mack Hollins,4900,MIA,@DEN,,,2.6,2.6,0.9,-2.5,0.5,1,1.4,5.1,-42,0.17,0,0,0,0,0.03,0.4,5,25,21,1.5,-4,46,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,47,0.2,0.01,4.1,400,6.12,0.41,33,0.33,0.33,30,0.9,-0.5,400,4.34,0.18,5,0.05,0.44,18,WR,0,0,0,0,0,0,0,0,60,0.1,0,1,0,0.006,0.042,0.003,0,0,0,0,0,0,0,0,0,0,hollins,mack hollins,m,hollins4900wrm,51732-25267:Mack Hollins,51732-25267,WR,m,Mack Hollins,hollins,2.049999952,4,4900,MIA@DEN,MIA,DEN,,,,ryland,ryland,mack,hollins4900wrm
39,1120,25272,90.8,ebron5400tee,Eric Ebron,5400,PIT,@JAX,,,8,10.9,5.1,2.13,1.5,1,11.6,5.87,-3,0.7,1,3.3,7,0,0.78,0,54,29,18,0.7,-11,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.14,0,72,0.76,0.11,8.8,300,1.41,0.15,100,0.5,0,40,7.1,1.2,400,1.3,0.13,50,0.21,0.14,14,TE,0,0,0,0,5,3,35,17,10.4,0.3,0,0.3,0,0.146,0.136,0.142,0,0,0,0,0,0,0,0,0,0,ebron,eric ebron,e,ebron5400tee,51732-25272:Eric Ebron,51732-25272,TE,e,Eric Ebron,ebron,7.088888804,9,5400,PIT@JAC,PIT,JAC,,,,ryland,ryland,eric,ebron5400tee
40,1120,25290,91.05,bernard6300rbg,Giovani Bernard,6300,CIN,@WAS,,,12.7,16.1,7.4,3.28,2,7,7.5,9.42,-2,0.76,1,1.2,5,0,0.59,-0.3,29,23,25,0.2,2,48,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,3.5,0.1,0.516,1.6,0.8,0.27,57,0.75,0.04,15.4,1500,0.89,0.31,100,0.66,0,30,6.3,0.3,1400,0.82,0.22,87,0.25,0.12,16,RB,0.143,0.139,0.413,4,3,2,19,12,7.9,0.1,5.6,0.143,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,bernard,giovani bernard,g,bernard6300rbg,51732-25290:Giovani Bernard,51732-25290,RB,g,Giovani Bernard,bernard,8.444444444,9,6300,CIN@WAS,CIN,WAS,,,,ryland,ryland,giovani,bernard6300rbg
41,1120,25837,92.45,johnson6000rbd,Duke Johnson,6000,HOU,NE,,,12.5,15.3,8.3,3.83,2.1,15,5,8.67,-8,0.56,0.95,3.6,3,0,0.7,-0.4,24,23.5,26,1.2,2.5,49.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3.2,0.1,0.472,1.07,0.64,0.14,0,0,0,8.5,1300,1.41,0.42,100,0.66,0,30,6.2,-0.7,600,0.82,0.26,66,0.22,0.22,18,RB,0.111,0.113,0.377,3,4,2,24,12,8.5,0.1,6.2,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,duke johnson,d,johnson6000rbd,51732-25837:Duke Johnson,51732-25837,RB,d,Duke Johnson,johnson,5.257142748,7,6000,NE@HOU,HOU,NE,,,,ryland,ryland,duke,johnson6000rbd
42,1120,26251,96.45,anderson6300wrr,Robby Anderson,6300,CAR,DET,,,12.7,15.5,6.8,4.41,2,11,8.1,8.29,0,0.84,1,1.8,5,0,0.93,1,53,22,25,-1.5,3,47,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.31,0.13,62,0.66,0.04,8,-100,0.91,0.17,80,0,0.2,50,11.6,3.3,700,1.4,0.22,88,0.38,0.11,18,WR,0,0,0,0,8,5,74,29,13.1,0.3,9.9,0.1,0,0.253,0.19,0.297,0,0,0,0,0,0,0,0,0,0,anderson,robby anderson,r,anderson6300wrr,51732-26251:Robby Anderson,51732-26251,WR,r,Robby Anderson,anderson,11.55,10,6300,DET@CAR,CAR,DET,,,,ryland,ryland,robby,anderson6300wrr
43,1120,26355,87.1,thomas5200tel,Logan Thomas,5200,WAS,CIN,,,6.9,10.1,4.6,1.5,1.3,1,1.8,5.4,-8,0.51,1,10,5,0,0.17,2.1,48,25,23,2.2,-2,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.33,0.07,57,0.75,0.04,9,200,1.68,0.14,100,0.66,0,30,50,0.8,1200,1.1,0.1,75,0.31,0.25,16,TE,0,0,0,0,4,2,25,13,10.8,0.3,4.7,0.364,0,0.13,0.267,0.108,0,0,0,0,0,0,0,0,0,0,thomas,logan thomas,l,thomas5200tel,51732-26355:Logan Thomas,51732-26355,TE,l,Logan Thomas,thomas,6.911111196,9,5200,CIN@WAS,WAS,CIN,,,,ryland,ryland,logan,thomas5200tel
44,1120,27338,69.7,burkhead5900rbr,Rex Burkhead,5900,NE,@HOU,,,8.1,11.1,4.4,-0.33,1.4,1,2.2,8.43,-3,0.72,0.67,0.4,2,0,0.36,3.3,23,26,23.5,1.2,-2.5,49.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,4.6,0.3,0.576,1.33,0.8,0.33,0,0,0,11.8,700,1.15,0.44,100,0.6,0,50,8.6,1.3,900,0.95,0.38,66,0.38,0.33,18,RB,0.278,0.188,0.343,6,2,2,19,9,9.1,0.2,5.2,0.286,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead5900rbr,51732-27338:Rex Burkhead,51732-27338,RB,r,Rex Burkhead,burkhead,10.32222239,9,5900,NE@HOU,NE,HOU,,,,ryland,ryland,rex,burkhead5900rbr
45,1120,27457,50.3,stills4700wrk,Kenny Stills,4700,HOU,NE,,,3,3.5,1.1,-1.64,0.6,1,0,4.64,-37,0.22,0,0,1,0,0.1,2.4,28,23.5,26,1.2,2.5,49.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.07,0,0,0,0,2.8,100,1.65,0.18,33,0,0.33,30,6.9,1.4,-200,2.43,0.25,64,0.23,0.17,17,WR,0,0,0,0,2,1,23,13,12.7,0.3,9.3,0.4,0,0.088,0.16,0.087,0,0,0,0,0,0,0,0,0,0,stills,kenny stills,k,stills4700wrk,51732-27457:Kenny Stills,51732-27457,WR,k,Kenny Stills,stills,3.699999946,7,4700,NE@HOU,HOU,NE,Q,Back,,ryland,ryland,kenny,stills4700wrk
46,1120,28573,55.05,thomas8200wrm,Michael Thomas,8200,NO,ATL,,,10.7,14.2,6.4,-1.93,1.3,3,14.9,12.63,2,0.88,0.92,5,2,0,0.75,3.7,51,26.5,23,-2.3,-3.5,49.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.27,0.27,0,0,0,5.7,-400,0.87,0.13,0,0,0.5,40,14.2,-0.3,-600,1.42,0.28,27,0.22,0.38,18,WR,0,0,0,0,10,7,75,21,10.4,0.4,7.8,0.231,0,0.306,0.154,0.291,0,0,0,0,0,0,0,0,0,0,thomas,michael thomas,m,thomas8200wrm,51732-28573:Michael Thomas,51732-28573,WR,m,Michael Thomas,thomas,4.833333333,3,8200,ATL@NO,NO,ATL,,,,ryland,ryland,michael,thomas8200wrm
47,1120,28827,46.75,ogunbowale4500rbd,Dare Ogunbowale,4500,JAX,PIT,,,2,2.5,1.1,-2.93,0.4,0,0,4.93,0,0,0,0,1,0,0.87,-1.1,14,18,29,0.2,11,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.8,0,0.5,0.25,0.06,0.06,72,0.76,0.11,1,0,1.49,0.17,0,0,0.33,30,2.8,-1.2,-100,1.38,0.2,22,0,0.16,18,RB,0,0.019,0.211,0,1,1,11,6,9.3,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ogunbowale,dare ogunbowale,d,ogunbowale4500rbd,51732-28827:Dare Ogunbowale,51732-28827,RB,d,Dare Ogunbowale,ogunbowale,0.25,4,4500,PIT@JAC,JAC,PIT,,,,ryland,ryland,dare,ogunbowale4500rbd
48,1120,28900,86.05,gordon6400rbm,Melvin Gordon,6400,DEN,MIA,,,11.9,13.9,5.6,2.23,1.9,3,18.4,9.67,3,0.92,1,0.2,4,0,0.36,1,40,21,25,0,4,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,4,0.6,0.456,1.93,1.14,0.86,47,0.2,0.01,6.6,-300,0.47,0.16,50,0,0.25,40,13.3,2.1,-200,0.76,0.33,73,0.4,0.13,15,RB,0.667,0.515,0.612,13,4,3,20,10,6.2,0.1,60,0.35,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,gordon,melvin gordon,m,gordon6400rbm,51732-28900:Melvin Gordon III,51732-28900,RB,m,Melvin Gordon III,gordon,9.622222053,9,6400,MIA@DEN,DEN,MIA,,,,ryland,ryland,melvin,gordon6400rbm
49,1120,28930,65.65,white5300rbj,James White,5300,NE,@HOU,,,6.3,8.1,4.2,-0.63,1.2,1,11.3,6.93,-14,0.41,0,0.2,3,0,0.44,3.3,28,26,23.5,1.2,-2.5,49.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4.1,0,0.326,1,0.27,0.13,0,0,0,3.2,100,0.8,0.18,60,0,0.4,50,9.3,0.6,0,0.97,0.33,68,0.21,0.21,19,RB,0,0.099,0.428,3,5,3,32,14,8.4,0.3,6.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,white,james white,j,white5300rbj,51732-28930:James White,51732-28930,RB,j,James White,white,5.557143075,7,5300,NE@HOU,NE,HOU,,,,ryland,ryland,james,white5300rbj
50,1120,29253,90.45,allen8000wrk,Keenan Allen,8000,LAC,NYJ,,,14.5,19.9,9.7,2.33,1.8,15,26.5,12.17,4,0.91,1,8.4,9,0,0.86,3.6,61,28.5,18.5,0.2,-10,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.36,0,0,0,0,16.7,1000,1.42,0.24,100,0.5,0,40,14.2,4.1,1000,1.31,0.23,92,0.5,0.07,14,WR,0,0,0,0,9,7,78,22,11,0.5,10.1,0.357,0,0.277,0.25,0.273,0,0,0,0,0,0,0,0,0,0,allen,keenan allen,k,allen8000wrk,51732-29253:Keenan Allen,51732-29253,WR,k,Keenan Allen,allen,14.38888889,9,8000,NYJ@LAC,LAC,NYJ,,,,ryland,ryland,keenan,allen8000wrk
51,1120,29314,65.55,rodgers5000ter,Richard Rodgers,5000,PHI,@CLE,,,4,5.3,2.1,-0.94,0.8,1,11.8,4.94,-16,0.29,0,0,3,0,0.73,-0.3,23,21.5,24,-0.5,2.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,42,0.87,0.8,8,-300,1.85,0.23,50,0.5,0,20,5.7,1.2,1000,2.46,0.25,60,0.2,0,10,TE,0,0,0,0,2,1,24,12,12.8,0,0,0,0,0.064,0,0.104,0,0,0,0,0,0,0,0,0,0,rodgers,richard rodgers,r,rodgers5000ter,51732-29314:Richard Rodgers,51732-29314,TE,r,Richard Rodgers,rodgers,5.650000254,6,5000,PHI@CLE,PHI,CLE,,,,ryland,ryland,richard,rodgers5000ter
52,1120,29501,96.6,cooks6100wrb,Brandin Cooks,6100,HOU,NE,,,13,15.7,6.8,5.16,2.1,15,10.5,7.84,-8,0.63,1,6.4,2,0,0.75,2.4,49,23.5,26,1.2,2.5,49.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.33,0.13,0,0,0,10.7,200,1.24,0.19,100,0.33,0,30,90,1.2,400,1.41,0.18,66,0.33,0.26,15,WR,0,0,0,0,6,3,48,20,12.6,0.3,6.7,0.286,0,0.179,0.138,0.166,0,0,0,0,0,0,0,0,0,0,cooks,brandin cooks,b,cooks6100wrb,51732-29501:Brandin Cooks,51732-29501,WR,b,Brandin Cooks,cooks,10.48888906,9,6100,NE@HOU,HOU,NE,,,,ryland,ryland,brandin,cooks6100wrb
53,1120,29949,94.35,hall5100wrm,Marvin Hall,5100,DET,@CAR,,,10,11.7,4.2,4.44,2,3,3.1,5.56,-15,0.51,1,0.5,3,0,0.58,0,21,25,22,1.5,-3,47,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,62,0.66,0.04,10.2,500,2.56,0.28,75,0.5,0,40,3.9,0.7,400,1.49,0.18,40,0.2,0.33,15,WR,0,0,0,0,2,1,27,21,21.5,0.2,10.5,0,0,0.073,0.105,0.103,0,0,0,0,0,0,0,0,0,0,hall,marvin hall,m,hall5100wrm,51732-29949:Marvin Hall,51732-29949,WR,m,Marvin Hall,hall,5.487500191,8,5100,DET@CAR,DET,CAR,,,,ryland,ryland,marvin,hall5100wrm
54,1120,30297,77.25,burton5200tet,Trey Burton,5200,IND,GB,,,5.8,7.7,3.3,0.4,1.1,1,9.5,5.4,-8,0.51,1,0.3,2,0,0.08,-1,33,26.8,25.3,1.8,-1.5,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.33,0.27,0,0,0,4.4,-100,1.09,0.13,75,0,0.25,40,6.5,0.6,500,1.35,0.2,33,0.05,0.05,18,TE,0,0,0,0,4,3,24,11,8.1,0.2,0,0.2,0,0.128,0.125,0.091,0,0,0,0,0,0,0,0,0,0,burton,trey burton,t,burton5200tet,51732-30297:Trey Burton,51732-30297,TE,t,Trey Burton,burton,6.983333588,6,5200,GB@IND,IND,GB,,,,ryland,ryland,trey,burton5200tet
