RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
atlanta3200,27.79,Atlanta,3200,ATL,@MIN,,,5.1,10.6,-0.4,1.99,1.6,0.5,7,3.11,-4,0.45,0,0,1,0,0.71,1.6,0,25,28.5,-1.5,3.5,53.5,40,0,0,0,0,0,0,0,0,0,0,0,0,2.19,5.46,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-100,0,0,40,0.2,0.6,50,5.5,0.4,-400,0,0,58,0.41,0.41,17,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5264,0.5297,0.0132,0.0435,7.67,9.87,6.64,3.86,0.2027,atlanta,atlanta,a,atlanta3200,50946-12525:Atlanta Falcons,50946-12525,D,a,Atlanta Falcons,falcons,1.4,5,3200,ATL@MIN,ATL,MIN,,,,Falcons,Falcons,atlanta,atlanta3200
baltimore4900,65.96,Baltimore,4900,BAL,@PHI,,,8.5,16.9,0.1,-0.07,1.7,14.5,9,8.57,0,0.72,0,0,2,0,0.97,2.1,0,28.5,18,0.5,-10.5,46.5,60,0,0,0,0,0,0,0,0,0,0,0,0,2.09,7.79,0,0,0,0,0,0,0,0,0,63,0.56,0.01,13.5,200,0,0,100,0.75,0,40,12.2,3.8,100,0,0,95,0.8,0.05,20,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.4506,0.4522,0.0127,0.034,6.15,7.36,4.18,3.44,0.1748,baltimore,baltimore,b,baltimore4900,50946-12555:Baltimore Ravens,50946-12555,D,b,Baltimore Ravens,ravens,13.8,5,4900,BAL@PHI,BAL,PHI,,,,Ravens,Ravens,baltimore,baltimore4900
carolina3700,45.34,Carolina,3700,CAR,CHI,,,6.5,13.7,-0.7,1.79,1.8,3,2,4.71,2,0.83,0,0,2,0,0.85,-0.5,0,23.5,21.5,0.2,-2,45,52,0,0,0,0,0,0,0,0,0,0,0,0,1.64,6.37,0,0,0,0,0,0,0,0,0,63,0.45,0,5.5,300,0,0,100,0.5,0,40,2.9,-2.1,300,0,0,73,0.2,0.26,15,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5133,0.554,0.0089,0.0575,7.48,10.6,4.8,3.08,0.2579,carolina,carolina,c,carolina3700,50946-12553:Carolina Panthers,50946-12553,D,c,Carolina Panthers,panthers,4.2,5,3700,CHI@CAR,CAR,CHI,,,,Panthers,Panthers,carolina,carolina3700
chicago4100,38.54,Chicago,4100,CHI,@CAR,,,6.4,13.4,-0.6,0.4,1.6,6.5,11,6,-5,0.4,0,0,1,0,0.91,-0.6,0,21.5,23.5,0.7,2,45,48,0,0,0,0,0,0,0,0,0,0,0,0,1.58,4.56,0,0,0,0,0,0,0,0,0,63,0.45,0,5.2,100,0,0,100,0.4,0,50,4.3,-3.3,-300,0,0,95,0.19,0.04,21,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.4544,0.4597,0.0091,0.0333,6.54,9.69,4.13,2.33,0.1677,chicago,chicago,c,chicago4100,50946-12527:Chicago Bears,50946-12527,D,c,Chicago Bears,bears,5.4,5,4100,CHI@CAR,CHI,CAR,,,,Bears,Bears,chicago,chicago4100
cincinnati3300,32.65,Cincinnati,3300,CIN,@IND,,,5.8,12.3,-0.7,2.37,1.8,3,4,3.43,-6,0.34,0,0,1,0,0.53,-0.9,0,19.3,26.8,0.8,7.5,46,53,0,0,0,0,0,0,0,0,0,0,0,0,2.81,6.63,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100,0.66,0,30,4.1,-0.5,-300,0,0,73,0.46,0.26,15,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.4558,0.4922,0.0148,0.0391,7.65,10.71,5.93,3.38,0.1733,cincinnati,cincinnati,c,cincinnati3300,50946-12528:Cincinnati Bengals,50946-12528,D,c,Cincinnati Bengals,bengals,3.2,5,3300,CIN@IND,CIN,IND,,,,Bengals,Bengals,cincinnati,cincinnati3300
cleveland4300,22.1,Cleveland,4300,CLE,@PIT,,,5.9,12.5,-0.7,-0.74,1.4,0.5,1,6.64,0,0.72,0,0,1,0,0.19,-3.8,0,23.5,26.5,0,3,50,41,0,0,0,0,0,0,0,0,0,0,0,0,2.97,5.75,0,0,0,0,0,0,0,0,0,62,0.41,0.01,11,400,0,0,100,1,0,30,6.6,0.2,1300,0,0,87,0.5,0.12,16,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5046,0.5128,0.0173,0.0494,7.18,11.64,5.64,3.31,0.2209,cleveland,cleveland,c,cleveland4300,50946-12529:Cleveland Browns,50946-12529,D,c,Cleveland Browns,browns,7.4,5,4300,CLE@PIT,CLE,PIT,,,,Browns,Browns,cleveland,cleveland4300
denver3900,35.34,Denver,3900,DEN,@NE,,,6,12.6,-0.6,0.64,1.5,0.5,14,5.36,1,0.78,0,0,1,0,0.97,1.3,0,18.3,25.3,-0.2,7,43.5,23,0,0,0,0,0,0,0,0,0,0,0,0,1.26,7.77,0,0,0,0,0,0,0,0,0,58,0.51,0.01,5.3,-200,0,0,100,0,0,40,6.1,-1,-600,0,0,100,0.35,0,14,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4811,0.5158,0.0074,0.0327,7.31,9.92,5.17,30,0.124,denver,denver,d,denver3900,50946-12531:Denver Broncos,50946-12531,D,d,Denver Broncos,broncos,4.75,4,3900,DEN@NE,DEN,NE,,,,Broncos,Broncos,denver,denver3900
detroit3400,43.49,Detroit,3400,DET,@JAX,,,6.4,13.2,-0.4,2.65,1.9,3,6,3.75,-2,0.57,0,0,1,0,0.97,3,0,27.8,24.8,0,-3,52.5,65,0,0,0,0,0,0,0,0,0,0,0,0,1.51,4.34,0,0,0,0,0,0,0,0,0,76,0.84,0.15,1.3,0,0,0,33,0.33,0.66,30,2.8,-3.5,-300,0,0,68,0.12,0.31,16,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5472,0.5033,0.0082,0.0508,8.07,9.93,5.15,3.6,0.2483,detroit,detroit,d,detroit3400,50946-12532:Detroit Lions,50946-12532,D,d,Detroit Lions,lions,1.25,4,3400,DET@JAC,DET,JAC,,,,Lions,Lions,detroit,detroit3400
green bay4200,31.65,Green Bay,4200,GB,@TB,,,6.2,12.8,-0.4,-0.12,1.5,0.5,-1,6.32,2,0.83,0,0,0,0,0.96,0.6,0,29,26,2.5,-3,55,63,0,0,0,0,0,0,0,0,0,0,0,0,2.51,7.32,0,0,0,0,0,0,0,0,0,84,0.6,0.08,6.3,300,0,0,100,0.5,0,40,5.4,-2.2,300,0,0,85,0.4,0.15,20,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5021,0.5478,0.0139,0.0439,7.55,9.21,4.5,2.83,0.2093,bay,green bay,g,green bay4200,50946-12533:Green Bay Packers,50946-12533,D,g,Green Bay Packers,packers,6.25,4,4200,GB@TB,GB,TB,,,,Bay,Bay,green bay,green bay4200
houston3800,19.19,Houston,3800,HOU,@TEN,,,4.9,10.4,-0.6,-0.13,1.3,0.5,4,5.03,-6,0.34,0,0,1,0,0.62,-3.3,0,24,28,-1.8,4,52,43,0,0,0,0,0,0,0,0,0,0,0,0,1.76,5.87,0,0,0,0,0,0,0,0,0,63,0.71,0.15,4.5,800,0,0,100,0.25,0,40,5.4,-0.9,800,0,0,81,0.36,0.18,22,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5088,0.4956,0.0094,0.0477,7.74,11,5.21,3.42,0.2182,houston,houston,h,houston3800,50946-12556:Houston Texans,50946-12556,D,h,Houston Texans,texans,3.2,5,3800,HOU@TEN,HOU,TEN,,,,Texans,Texans,houston,houston3800
indianapolis5000,56.92,Indianapolis,5000,IND,CIN,,,7.9,16.3,-0.5,-0.99,1.6,10.5,4,8.89,1,0.78,0,0,3,0,0.71,3.2,0,26.8,19.3,-1.2,-7.5,46,47,0,0,0,0,0,0,0,0,0,0,0,0,3.99,7.08,0,0,0,0,0,0,0,0,0,0,0,0,14.8,1400,0,0,100,1,0,40,8.5,0.9,1300,0,0,84,0.63,0.15,19,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0.4991,0.422,0.0234,0.0372,7.07,8.19,4.77,2.8,0.1832,indianapolis,indianapolis,i,indianapolis5000,50946-12535:Indianapolis Colts,50946-12535,D,i,Indianapolis Colts,colts,12.6,5,5000,CIN@IND,IND,CIN,,,,Colts,Colts,indianapolis,indianapolis5000
jacksonville3600,26.1,Jacksonville,3600,JAX,DET,,,5.3,10.9,-0.3,0.91,1.5,3,1,4.39,-8,0.24,0,0,1,0,0.85,-1,0,24.8,27.8,0,3,52.5,35,0,0,0,0,0,0,0,0,0,0,0,0,2.98,7.02,0,0,0,0,0,0,0,0,0,76,0.84,0.15,1.2,-100,0,0,40,0,0.6,50,5.2,-1.1,100,0,0,68,0.5,0.31,16,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5511,0.5081,0.0156,0.0543,8.39,8.93,4.71,3.38,0.2612,jacksonville,jacksonville,j,jacksonville3600,50946-12554:Jacksonville Jaguars,50946-12554,D,j,Jacksonville Jaguars,jaguars,2.4,5,3600,DET@JAC,JAC,DET,,,,Jaguars,Jaguars,jacksonville,jacksonville3600
miami4400,62.61,Miami,4400,MIA,NYJ,,,7.8,16,-0.4,0.84,1.8,10.5,15,6.96,-2,0.57,0,0,4,0,0.26,1.2,0,28,18,0.2,-10,46,60,0,0,0,0,0,0,0,0,0,0,0,0,2.82,5.63,0,0,0,0,0,0,0,0,0,79,0.85,0.3,8.2,800,0,0,100,0.6,0,50,5.6,0.8,900,0,0,94,0.41,0.05,17,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.5158,0.5209,0.0161,0.0491,7.67,10,4.47,2.36,0.225,miami,miami,m,miami4400,50946-12539:Miami Dolphins,50946-12539,D,m,Miami Dolphins,dolphins,6.6,5,4400,NYJ@MIA,MIA,NYJ,,,,Dolphins,Dolphins,miami,miami4400
minnesota3800,40.64,Minnesota,3800,MIN,ATL,,,6.5,13.3,-0.3,1.47,1.7,6.5,0,5.03,-6,0.34,0,0,2,0,0.26,-1.9,0,28.5,25,-1.5,-3.5,53.5,60,0,0,0,0,0,0,0,0,0,0,0,0,2.56,7.51,0,0,0,0,0,0,0,0,0,0,0,0,3.8,-300,0,0,100,0.25,0,40,7.1,-0.1,-500,0,0,95,0.6,0.04,23,D,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.5201,0.5784,0.0148,0.0377,7.45,11.27,5.53,3.46,0.142,minnesota,minnesota,m,minnesota3800,50946-12540:Minnesota Vikings,50946-12540,D,m,Minnesota Vikings,vikings,2.8,5,3800,ATL@MIN,MIN,ATL,,,,Vikings,Vikings,minnesota,minnesota3800
