,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
adams8500wrd,74.07,Davante Adams,8500,LV,@NO,,,15.86,21.9,9.8,0.35,1.9,12.4,15.51,5.0,0.9,0.0,0.0,8.0,0.0,0.94,0.6,59.0,25.3,23.8,3.5,-1.5,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.13,0.73,0.0,0.0,0.0,20.1,600,2.01,0.32,100.0,0.5,0.0,40.0,16.6,2.9,2500.0,1.54,0.28,63.0,0.4,0.22,22.0,WR,10/26/22,0.0,0.0,0.0,0.0,10.0,7.0,87.0,28.0,12.2,0.9,0.0,0.33299999999999996,0.0,0.309,0.419,0.325,52.3,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adams,davante adams,d,adams8500wrd,82292-45889,WR,d,Davante Adams,adams,16.566666920979817,6.0,8500,LV@NO,LV,NO,Q,Illness,,,,WR/FLEX,ryland,ryland,davante,adams8500wrd
aiyuk6700wrb,62.64,Brandon Aiyuk,6700,SF,@LA,,,10.29,14.4,6.1,-1.11,1.5,4.0,11.4,13.0,0.96,0.0,0.0,2.0,0.0,0.75,2.1,58.0,21.5,20.5,3.5,-1.0,42.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.28,0.17,0.0,0.0,0.0,12.3,700,1.63,0.21,100.0,0.25,0.0,40.0,10.6,1.8,700.0,1.58,0.18,76.0,0.34,0.07,26.0,WR,10/26/22,0.0,0.0,0.0,0.0,6.0,4.0,62.0,25.0,14.3,0.4,0.0,0.5,0.0,0.218,0.26899999999999996,0.24100000000000002,37.1,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aiyuk,brandon aiyuk,b,aiyuk6700wrb,82292-85798,WR,b,Brandon Aiyuk,aiyuk,10.7000002179827,7.0,6700,SF@LAR,SF,LAR,,,,,,WR/FLEX,ryland,ryland,brandon,aiyuk6700wrb
akins4600tej,62.64,Jordan Akins,4600,HOU,TEN,,,4.34,6.0,2.7,-0.96,0.9,0.4,5.3,0.0,0.85,0.0,0.0,1.0,0.0,0.07,0.5,17.0,19.0,20.0,1.2,1.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.12,0.0,0.0,0.0,5.3,100,1.97,0.29,100.0,0.33,0.0,30.0,5.4,-0.1,-1400.0,2.18,0.32,31.0,0.18,0.09,22.0,TE,10/26/22,0.0,0.0,0.0,0.0,2.0,2.0,24.0,16.0,12.2,0.1,0.0,0.33299999999999996,0.0,0.07400000000000001,0.077,0.1,14.3,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,akins,jordan akins,j,akins4600tej,82292-57338,TE,j,Jordan Akins,akins,6.599999904632568,4.0,4600,TEN@HOU,HOU,TEN,,,,,,TE/FLEX,ryland,ryland,jordan,akins4600tej
aliecox4600tem,42.89,Mo Alie-Cox,4600,IND,WAS,,,2.18,3.3,1.0,-3.12,0.5,0.1,5.3,-3.0,0.67,0.0,0.0,1.0,0.0,0.16,0.4,36.0,21.3,18.3,-2.5,-3.0,39.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.29,0.18,0.0,0.0,0.0,8.6,200,4.93,0.26,20.0,0.2,0.2,50.0,3.8,-1.0,-1400.0,1.64,0.1,43.0,0.04,0.17,23.0,TE,10/26/22,0.0,0.0,0.0,0.0,2.0,1.0,16.0,10.0,12.5,0.1,0.0,0.25,0.0,0.068,0.08,0.071,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aliecox,mo alie-cox,m,aliecox4600tem,82292-24533,TE,m,Mo Alie-Cox,aliecox,6.220000076293945,5.0,4600,WAS@IND,IND,WAS,,,,,,TE/FLEX,ryland,ryland,mo,aliecox4600tem
allgeier6100rbt,82.47,Tyler Allgeier,6100,ATL,CAR,,,10.39,13.5,7.3,0.97,1.7,1.0,9.42,10.0,0.97,0.0,0.0,5.0,0.0,0.31,0.2,27.0,22.5,18.5,3.0,-4.0,41.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,47.0,4.1,0.2,0.457,2.0,1.0,0.43,0.0,0.0,0.0,7.9,1300,0.57,0.25,100.0,0.5,0.0,40.0,5.4,-0.7,100.0,0.45,0.2,77.0,0.22,0.11,90.0,RB,10/26/22,0.14300000000000002,0.318,0.48,11.0,0.0,0.0,4.0,4.0,12.5,0.0,0.0,0.071,0.429,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,allgeier,tyler allgeier,t,allgeier6100rbt,82292-90428,RB,t,Tyler Allgeier,allgeier,6.333333333333333,6.0,6100,CAR@ATL,ATL,CAR,,,,,,RB/FLEX,ryland,ryland,tyler,allgeier6100rbt
anderson5300wrr,48.91,Robbie Anderson,5300,ARI,@MIN,,,4.08,6.2,2.0,-4.13,0.8,1.4,8.21,-20.0,0.37,0.0,0.0,1.0,0.0,0.61,0.2,51.0,22.8,26.3,-0.5,3.5,49.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.22,0.11,0.0,0.0,0.0,3.9,-400,1.42,0.11,40.0,0.0,0.0,50.0,6.4,-0.4,-700.0,1.2,0.13,45.0,0.25,0.25,24.0,WR,10/26/22,0.0,0.0,0.0,0.0,5.0,2.0,30.0,16.0,10.9,0.2,0.0,0.429,0.0,0.17,0.33299999999999996,0.163,23.3,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderson,robbie anderson,r,anderson5300wrr,82292-26251,WR,r,Robbie Anderson,anderson,5.183333396911621,6.0,5300,ARI@MIN,ARI,MIN,,,,,,WR/FLEX,ryland,ryland,robbie,anderson5300wrr
arizona3600,69.70,Arizona,3600,ARI,@MIN,,,5.66,12.1,-0.8,0.57,1.6,1.8,5.09,-6.0,0.29,0.0,0.0,1.0,0.0,0.45,2.0,0.0,22.8,26.3,-0.5,3.5,49.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,400,0.0,0.0,100.0,0.8,0.0,50.0,70.0,0.9,-2400.0,0.0,0.0,86.0,0.43,0.08,23.0,D,10/26/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.2,0.5496,0.49369999999999997,0.0129,0.0501,7.47,10.94,6.13,3.83,0.2,arizona,arizona,a,arizona3600,82292-12546,D,a,Arizona Cardinals,cardinals,8.142857142857142,7.0,3600,ARI@MIN,ARI,MIN,,,,,,DEF,Cardinals,Cardinals,arizona,arizona3600
atlanta3800,74.79,Atlanta,3800,ATL,CAR,,,6.9,15.0,-1.2,1.17,1.8,5.2,5.73,-1.0,0.59,0.0,0.0,5.0,0.0,0.99,0.1,0.0,22.5,18.5,3.0,-4.0,41.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,400,0.0,0.0,50.0,0.5,0.5,40.0,5.3,0.3,-2200.0,0.0,0.0,76.0,0.52,0.23,21.0,D,10/26/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,0.5431,0.5389,0.0128,0.045,7.31,12.0,5.75,3.36,0.20829999999999999,atlanta,atlanta,a,atlanta3800,82292-12525,D,a,Atlanta Falcons,falcons,5.428571428571429,7.0,3800,CAR@ATL,ATL,CAR,,,,,,DEF,Falcons,Falcons,atlanta,atlanta3800
barkley9500rbs,83.94,Saquon Barkley,9500,NYG,@SEA,,,17.73,22.9,12.6,-0.17,1.9,10.1,17.9,9.0,0.97,0.0,0.0,9.0,0.0,0.06,2.9,46.0,20.8,23.8,0.0,3.0,44.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,74.0,4.5,0.3,0.43799999999999994,1.47,0.76,0.41,54.0,0.85,0.59,17.0,1400,0.65,0.31,100.0,0.0,0.0,40.0,12.3,0.5,3500.0,0.58,0.27,50.0,0.13,0.31,22.0,RB,10/26/22,0.4,0.55,0.733,16.0,4.0,3.0,20.0,11.0,60.0,0.1,0.0,0.13,0.565,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barkley,saquon barkley,s,barkley9500rbs,82292-64401,RB,s,Saquon Barkley,barkley,18.442858014787948,7.0,9500,NYG@SEA,NYG,SEA,,,,,,RB/FLEX,ryland,ryland,saquon,barkley9500rbs
benjamin7000rbe,80.50,Eno Benjamin,7000,ARI,@MIN,,,11.77,15.2,8.3,0.1,1.7,11.3,11.67,-7.0,0.54,0.0,0.0,1.0,0.0,0.16,-2.4,23.0,22.8,26.3,-0.5,3.5,49.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,4.2,0.2,0.494,1.31,0.44,0.19,0.0,0.0,0.0,13.7,1400,1.03,0.35,100.0,0.6,0.0,50.0,6.7,0.4,1000.0,0.78,0.29,50.0,0.31,0.36,22.0,RB,10/26/22,0.17600000000000002,0.225,0.331,6.0,2.0,1.0,13.0,8.0,7.5,0.0,0.0,0.133,0.667,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benjamin,eno benjamin,e,benjamin7000rbe,82292-85762,RB,e,Eno Benjamin,benjamin,9.228571210588727,7.0,7000,ARI@MIN,ARI,MIN,,,,,,RB/FLEX,ryland,ryland,eno,benjamin7000rbe
berrios5200wrb,51.63,Braxton Berrios,5200,NYJ,NE,,,4.88,6.8,2.9,-3.1,0.9,0.8,7.98,4.0,0.89,0.0,0.0,0.0,0.0,0.56,-0.3,23.0,18.8,21.3,-0.2,2.5,40.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.44,0.22,60.0,0.41,0.0,7.0,500,1.86,0.41,100.0,0.5,0.0,40.0,6.5,-0.5,-800.0,1.3,0.28,81.0,0.36,0.04,22.0,WR,10/26/22,0.0,0.0,0.0,0.0,3.0,2.0,19.0,9.0,8.2,0.1,0.0,0.222,0.0,0.094,0.1,0.08199999999999999,5.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,berrios,braxton berrios,b,berrios5200wrb,82292-52495,WR,b,Braxton Berrios,berrios,5.154285975864956,7.0,5200,NE@NYJ,NYJ,NE,,,,,,WR/FLEX,ryland,ryland,braxton,berrios5200wrb
