,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
boykin5000wrm,36.70,Miles Boykin,5000,PIT,NO,,,2.6,3.9,1.3,-4.93,0.5,0.2,7.53,0.0,0.8,0.0,0.0,0.0,0.0,0.04,-1.7,5.0,19.0,20.5,-2.5,1.5,39.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.67,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,30.0,2.8,0.0,-1000.0,9.74,0.57,9.0,0.0,0.09,21.0,WR,11/9/22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.008,0.0,0.006,3.7,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boykin,miles boykin,m,boykin5000wrm,82959-64827,WR,m,Miles Boykin,boykin,0.800000011920929,2.0,5000,NO@PIT,PIT,NO,,,,,,WR/FLEX,ryland,ryland,miles,boykin5000wrm
breida4900rbm,59.75,Matt Breida,4900,NYG,HOU,,,3.31,4.5,2.2,-3.12,0.7,0.1,6.43,8.0,0.96,0.0,0.0,6.0,0.0,0.5,3.3,11.0,23.0,18.0,2.2,-5.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,4.3,0.1,0.6,0.71,0.18,0.06,47.0,0.69,0.07,2.6,-700,0.56,0.16,33.0,0.0,0.66,30.0,3.4,-2.6,-1100.0,0.82,0.31,21.0,0.08,0.52,23.0,RB,11/9/22,0.059000000000000004,0.08800000000000001,0.177,3.0,1.0,0.0,8.0,7.0,9.7,0.1,0.0,0.125,0.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breida,matt breida,m,breida4900rbm,82959-53303,RB,m,Matt Breida,breida,1.962499976158142,8.0,4900,HOU@NYG,NYG,HOU,,,,,,RB/FLEX,ryland,ryland,matt,breida4900rbm
brissett7000qbj,62.70,Jacoby Brissett,7000,CLE,@MIA,,,16.18,24.7,7.7,-2.62,2.3,2.9,18.8,0.0,0.75,1.0,2.6,1.0,0.0,0.43,2.8,51.0,23.0,26.5,2.0,3.5,49.5,52.0,20.0,31.0,232.0,63.0,7.3,6.4,0.9,38.0,117.4,227.5,4.7,12.2,5.5,2.9,1.9,6.3,2.0,6.0,13.0,4.5,0.2,0.6559999999999999,3.13,1.33,0.6,82.0,0.65,0.0,13.7,400,0.36,0.2,100.0,0.33,0.0,30.0,13.3,-1.4,1000.0,0.36,0.26,55.0,0.4,0.1,20.0,QB,11/9/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett7000qbj,82959-30231,QB,j,Jacoby Brissett,brissett,14.710000038146973,8.0,7000,CLE@MIA,CLE,MIA,,,,,,QB,ryland,ryland,jacoby,brissett7000qbj
brown4900rbm,50.50,Malcolm Brown,4900,LA,ARI,,,2.16,2.8,1.5,-4.27,0.4,0.1,6.43,-2.0,0.72,0.0,0.0,1.0,0.0,0.2,-2.2,11.0,21.8,18.8,-3.7,-3.0,40.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.4,0.0,0.214,0.29,0.21,0.21,0.0,0.0,0.0,2.3,400,0.43,0.15,50.0,0.25,0.5,40.0,2.3,-0.3,-1100.0,0.67,0.21,11.0,0.05,0.11,17.0,RB,11/9/22,0.0,0.10300000000000001,0.172,2.0,0.0,0.0,4.0,4.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,malcolm brown,m,brown4900rbm,82959-32234,RB,m,Malcolm Brown,brown,2.233333269755045,3.0,4900,ARI@LAR,LAR,ARI,O,Hamstring,,,,RB/FLEX,ryland,ryland,malcolm,brown4900rbm
brown5000wre,46.27,E. St. Brown,5000,CHI,DET,,,3.19,4.9,1.5,-4.34,0.6,0.6,7.53,1.0,0.82,0.0,0.0,1.0,0.0,0.56,1.4,36.0,25.8,22.8,1.8,-3.0,48.5,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,36.0,0.49,0.0,4.0,-300,1.22,0.1,25.0,0.0,0.25,40.0,3.1,-2.5,-1000.0,1.12,0.09,36.0,0.09,0.31,22.0,WR,11/9/22,0.0,0.0,0.0,0.0,2.0,1.0,16.0,11.0,14.7,0.1,0.0,0.2,0.0,0.09,0.036000000000000004,0.08,12.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,e. st. brown,e,brown5000wre,82959-64841,WR,e,Equanimeous St. Brown,brown,3.5888888041178384,9.0,5000,DET@CHI,CHI,DET,,,,,,WR/FLEX,ryland,ryland,equanimeous,brown5000wre
brown5200wrn,63.34,Noah Brown,5200,DAL,@GB,,,7.03,9.9,4.2,-0.95,1.4,1.3,7.98,8.0,0.93,0.0,0.0,2.0,0.0,0.65,-3.5,40.0,24.5,20.0,2.2,-4.5,44.5,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.18,0.06,32.0,0.54,0.0,3.5,-200,0.7,0.06,33.0,0.0,0.33,30.0,6.3,-0.3,-800.0,1.53,0.16,38.0,0.14,0.09,21.0,WR,11/9/22,0.0,0.0,0.0,0.0,4.0,2.0,32.0,14.0,12.5,0.1,0.0,0.111,0.0,0.125,0.053,0.138,26.9,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,noah brown,n,brown5200wrn,82959-56248,WR,n,Noah Brown,brown,7.2000002179827005,7.0,5200,DAL@GB,DAL,GB,,,,,,WR/FLEX,ryland,ryland,noah,brown5200wrn
brown6900wra,83.43,Amon-Ra St. Brown,6900,DET,@CHI,,,14.17,19.0,9.3,2.31,2.1,29.8,11.86,-6.0,0.62,1.0,7.1,7.0,0.0,0.5,-3.9,48.0,22.8,25.8,0.3,3.0,48.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.29,0.24,36.0,0.49,0.0,6.6,-600,0.99,0.16,50.0,0.25,0.5,40.0,13.9,3.6,900.0,1.5,0.29,72.0,0.45,0.18,22.0,WR,11/9/22,0.0,0.0,0.0,0.0,8.0,6.0,66.0,23.0,10.4,0.5,0.0,0.43799999999999994,0.0,0.27899999999999997,0.33299999999999996,0.3,33.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,amon-ra st. brown,a,brown6900wra,82959-86997,WR,a,Amon-Ra St. Brown,brown,12.028570992606026,7.0,6900,DET@CHI,DET,CHI,,,,,,WR/FLEX,ryland,ryland,amonra,brown6900wra
bryant4800teh,58.99,Harrison Bryant,4800,CLE,@MIA,,,4.31,5.9,2.7,-1.46,0.9,5.4,5.77,-9.0,0.46,0.0,0.0,1.0,0.0,0.04,2.2,30.0,23.0,26.5,2.0,3.5,49.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.35,0.18,82.0,0.65,0.0,2.9,300,1.45,0.08,66.0,0.0,0.0,30.0,4.5,-0.1,-1200.0,2.2,0.15,57.0,0.19,0.04,21.0,TE,11/9/22,0.0,0.0,0.0,0.0,2.0,1.0,12.0,8.0,8.5,0.2,0.0,0.4,0.0,0.07200000000000001,0.17600000000000002,0.064,10.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bryant,harrison bryant,h,bryant4800teh,82959-70601,TE,h,Harrison Bryant,bryant,3.066666603088379,6.0,4800,CLE@MIA,CLE,MIA,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4800teh
buffalo4500,48.14,Buffalo,4500,BUF,MIN,,,6.98,15.6,-1.6,-1.01,1.6,2.0,7.99,7.0,0.94,0.0,0.0,3.0,0.0,0.71,2.6,0.0,23.0,19.5,-5.5,-3.5,42.5,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,9.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.81,0.36,6.0,500,0.0,0.0,100.0,0.33,0.0,30.0,10.0,1.9,-1500.0,0.0,0.0,79.0,0.65,0.17,29.0,D,11/9/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.5,0.45189999999999997,0.4978,0.0195,0.0348,6.25,9.13,4.71,2.77,0.18489999999999998,buffalo,buffalo,b,buffalo4500,82959-12526,D,b,Buffalo Bills,bills,10.0,8.0,4500,MIN@BUF,BUF,MIN,,,,,,DEF,Bills,Bills,buffalo,buffalo4500
burkhead4800rbr,54.76,Rex Burkhead,4800,HOU,@NYG,,,3.05,4.0,2.1,-3.13,0.6,0.5,6.18,-5.0,0.6,0.0,0.0,1.0,0.0,0.87,-1.5,28.0,18.0,23.0,0.2,5.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,3.5,0.1,0.46399999999999997,1.44,0.94,0.44,47.0,0.69,0.07,2.3,-200,0.46,0.15,50.0,0.0,0.5,40.0,6.2,-0.6,-1200.0,0.47,0.22,66.0,0.14,0.28,21.0,RB,11/9/22,0.28600000000000003,0.309,0.467,8.0,3.0,2.0,17.0,8.0,6.2,0.1,0.0,0.063,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burkhead,rex burkhead,r,burkhead4800rbr,82959-27338,RB,r,Rex Burkhead,burkhead,4.962500095367432,8.0,4800,HOU@NYG,HOU,NYG,,,,,,RB/FLEX,ryland,ryland,rex,burkhead4800rbr
callaway5000wrm,46.16,Marquez Callaway,5000,NO,@PIT,,,3.14,4.6,1.7,-4.39,0.6,0.2,7.53,5.0,0.9,0.0,0.0,1.0,0.0,0.58,0.4,41.0,20.5,19.0,0.5,-1.5,39.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.11,0.06,38.0,0.67,0.0,3.4,-600,0.72,0.09,50.0,0.0,0.5,60.0,5.8,-1.8,-1000.0,1.4,0.14,50.0,0.2,0.25,24.0,WR,11/9/22,0.0,0.0,0.0,0.0,4.0,2.0,30.0,15.0,13.9,0.2,0.0,0.25,0.0,0.135,0.111,0.13,25.2,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,callaway,marquez callaway,m,callaway5000wrm,82959-71246,WR,m,Marquez Callaway,callaway,4.100000108991351,7.0,5000,NO@PIT,NO,PIT,,,,,,WR/FLEX,ryland,ryland,marquez,callaway5000wrm
campbell5400wrp,49.60,Parris Campbell,5400,IND,@LV,,,5.01,7.0,3.0,-3.43,0.9,1.4,8.44,-4.0,0.67,1.0,1.2,0.0,0.0,0.56,-2.2,53.0,18.3,22.8,-2.2,4.5,41.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.24,0.12,0.0,0.0,0.0,9.3,300,1.16,0.16,80.0,0.6,0.2,50.0,6.6,0.0,-600.0,1.33,0.13,34.0,0.17,0.08,23.0,WR,11/9/22,0.0,0.0,0.0,0.0,4.0,3.0,29.0,13.0,9.3,0.2,0.0,0.4,0.0,0.132,0.2,0.11900000000000001,12.2,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,campbell,parris campbell,p,campbell5400wrp,82959-56262,WR,p,Parris Campbell,campbell,6.733333163791233,9.0,5400,IND@LV,IND,LV,,,,,,WR/FLEX,ryland,ryland,parris,campbell5400wrp
carr7100qbd,57.38,Derek Carr,7100,LV,IND,,,16.52,26.6,6.5,-2.47,2.3,5.3,18.99,-2.0,0.53,0.75,1.7,1.0,0.0,0.47,-3.7,63.0,22.8,18.3,0.3,-4.5,41.0,64.0,22.0,34.0,242.0,66.0,7.0,6.1,1.2,34.0,127.7,308.2,13.3,40.7,15.3,3.5,2.1,6.3,1.0,5.0,7.0,4.3,0.0,0.485,4.94,2.22,1.06,0.0,0.0,0.0,13.3,-500,0.4,0.26,75.0,0.5,0.25,40.0,14.8,-3.4,1100.0,0.38,0.23,86.0,0.45,0.04,22.0,QB,11/9/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carr,derek carr,d,carr7100qbd,82959-45859,QB,d,Derek Carr,carr,15.112500190734863,8.0,7100,IND@LV,LV,IND,,,,,,QB,ryland,ryland,derek,carr7100qbd
