,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
abdullah4600rba,61.99,Ameer Abdullah,4600,LV,IND,,,3.31,4.5,2.1,-2.37,0.7,0.1,5.68,8.0,0.96,0.0,0.0,3.0,0.0,0.95,-1.1,20.0,22.8,18.3,0.3,-4.5,41.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.429,1.0,0.44,0.06,0.0,0.0,0.0,2.3,0,0.68,0.18,100.0,0.25,0.0,40.0,4.7,-0.2,-1400.0,0.77,0.24,60.0,0.2,0.1,20.0,RB,11/9/22,0.0,0.071,0.32299999999999995,2.0,3.0,2.0,19.0,10.0,7.6,0.1,0.0,0.0,0.5710000000000001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abdullah,ameer abdullah,a,abdullah4600rba,82959-27229,RB,a,Ameer Abdullah,abdullah,1.3250000476837158,8.0,4600,IND@LV,LV,IND,,,,,,RB/FLEX,ryland,ryland,ameer,abdullah4600rba
adams8500wrd,68.33,Davante Adams,8500,LV,IND,,,15.04,20.8,9.3,-0.47,1.8,14.5,15.51,0.0,0.8,1.0,4.1,7.0,0.0,0.94,-2.7,58.0,22.8,18.3,0.3,-4.5,41.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.06,0.69,0.0,0.0,0.0,19.4,-100,1.81,0.39,75.0,0.5,0.25,40.0,18.4,3.5,2500.0,1.73,0.32,63.0,0.4,0.22,22.0,WR,11/9/22,0.0,0.0,0.0,0.0,10.0,7.0,89.0,28.0,12.6,0.9,0.0,0.33299999999999996,0.0,0.299,0.469,0.332,52.8,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adams,davante adams,d,adams8500wrd,82959-45889,WR,d,Davante Adams,adams,16.462499618530273,8.0,8500,IND@LV,LV,IND,,,,,,WR/FLEX,ryland,ryland,davante,adams8500wrd
akers5500rbc,52.31,Cam Akers,5500,LA,ARI,,,3.2,4.2,2.2,-4.73,0.6,0.3,7.93,2.0,0.87,0.0,0.0,2.0,0.0,0.16,-2.2,19.0,21.8,18.8,-3.7,-3.0,40.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,2.6,0.1,0.475,0.82,0.29,0.12,0.0,0.0,0.0,0.3,-600,0.06,0.03,25.0,0.25,0.25,40.0,4.8,-1.1,-500.0,0.48,0.25,29.0,0.12,0.16,24.0,RB,11/9/22,0.33299999999999996,0.354,0.308,8.0,1.0,0.0,4.0,2.0,5.6,0.0,0.0,0.083,0.41700000000000004,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,akers,cam akers,c,akers5500rbc,82959-89230,RB,c,Cam Akers,akers,3.700000127156576,6.0,5500,ARI@LAR,LAR,ARI,,,,,,RB/FLEX,ryland,ryland,cam,akers5500rbc
akins4400tej,59.03,Jordan Akins,4400,HOU,@NYG,,,2.12,3.1,1.1,-2.72,0.5,0.1,4.84,-1.0,0.78,0.0,0.0,0.0,0.0,0.1,-1.3,14.0,18.0,23.0,0.2,5.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.06,47.0,0.69,0.07,4.7,0,2.0,0.26,25.0,0.25,0.25,40.0,4.6,-0.1,-1600.0,2.28,0.33,23.0,0.09,0.09,21.0,TE,11/9/22,0.0,0.0,0.0,0.0,2.0,1.0,18.0,13.0,13.5,0.1,0.0,0.25,0.0,0.063,0.071,0.086,10.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,akins,jordan akins,j,akins4400tej,82959-57338,TE,j,Jordan Akins,akins,4.566666603088379,6.0,4400,HOU@NYG,HOU,NYG,,,,,,TE/FLEX,ryland,ryland,jordan,akins4400tej
aliecox4600tem,61.52,Mo Alie-Cox,4600,IND,@LV,,,2.56,3.6,1.5,-2.74,0.6,0.2,5.3,-1.0,0.78,0.0,0.0,2.0,0.0,0.16,2.9,35.0,18.3,22.8,-2.2,4.5,41.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.29,0.18,0.0,0.0,0.0,2.3,-200,3.07,0.08,40.0,0.2,0.0,50.0,3.6,-0.7,-1400.0,1.66,0.1,47.0,0.08,0.13,23.0,TE,11/9/22,0.0,0.0,0.0,0.0,2.0,1.0,15.0,9.0,11.3,0.1,0.0,0.25,0.0,0.068,0.105,0.071,9.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aliecox,mo alie-cox,m,aliecox4600tem,82959-24533,TE,m,Mo Alie-Cox,aliecox,4.771428789411273,7.0,4600,IND@LV,IND,LV,Q,Ankle,,,,TE/FLEX,ryland,ryland,mo,aliecox4600tem
anderson4900wrr,61.10,Robbie Anderson,4900,ARI,@LA,,,6.06,8.9,3.2,-1.24,1.2,0.9,7.3,13.0,0.96,0.0,0.0,1.0,0.0,0.14,-0.5,48.0,18.8,21.8,-0.7,3.0,40.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.22,0.11,0.0,0.0,0.0,0.1,-400,0.06,0.0,16.0,0.16,0.16,60.0,6.5,-1.0,-1100.0,1.18,0.13,43.0,0.21,0.26,23.0,WR,11/9/22,0.0,0.0,0.0,0.0,5.0,2.0,30.0,16.0,10.7,0.2,0.0,0.429,0.0,0.166,0.235,0.151,22.9,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anderson,robbie anderson,r,anderson4900wrr,82959-26251,WR,r,Robbie Anderson,anderson,3.900000095367432,8.0,4900,ARI@LAR,ARI,LAR,,,,,,WR/FLEX,ryland,ryland,robbie,anderson4900wrr
arizona4000,74.07,Arizona,4000,ARI,@LA,,,6.88,14.6,-0.8,0.5,1.7,13.9,6.38,-6.0,0.29,0.0,0.0,3.0,0.0,0.28,5.9,0.0,18.8,21.8,-0.7,3.0,40.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,100,0.0,0.0,100.0,1.0,0.0,50.0,70.0,1.2,-2000.0,0.0,0.0,87.0,0.45,0.08,24.0,D,11/9/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.8,0.5401,0.5056,0.011899999999999999,0.053899999999999997,7.39,11.24,6.44,3.93,0.21989999999999998,arizona,arizona,a,arizona4000,82959-12546,D,a,Arizona Cardinals,cardinals,8.0,9.0,4000,ARI@LAR,ARI,LAR,,,,,,DEF,Cardinals,Cardinals,arizona,arizona4000
barkley9500rbs,89.74,Saquon Barkley,9500,NYG,HOU,,,19.57,25.6,13.6,1.67,2.1,16.0,17.9,4.0,0.92,1.0,10.0,12.0,0.0,0.2,3.3,47.0,23.0,18.0,2.2,-5.0,41.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,73.0,4.3,0.3,0.435,1.69,0.94,0.56,47.0,0.69,0.07,15.4,700,0.59,0.27,100.0,0.0,0.0,30.0,12.5,-0.5,3500.0,0.58,0.27,55.0,0.1,0.35,20.0,RB,11/9/22,0.455,0.555,0.737,16.0,4.0,3.0,20.0,11.0,5.9,0.1,0.0,0.16,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barkley,saquon barkley,s,barkley9500rbs,82959-64401,RB,s,Saquon Barkley,barkley,17.850000381469727,8.0,9500,HOU@NYG,NYG,HOU,,,,,,RB/FLEX,ryland,ryland,saquon,barkley9500rbs
bell4900wrd,53.68,David Bell,4900,CLE,@MIA,,,4.89,7.1,2.7,-2.41,1.0,0.2,7.3,23.0,0.99,0.0,0.0,1.0,0.0,0.24,-1.4,30.0,23.0,26.5,2.0,3.5,49.5,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,82.0,0.65,0.0,2.2,0,1.34,0.06,66.0,0.0,0.0,30.0,2.1,-3.2,-1100.0,1.51,0.07,30.0,0.0,0.46,13.0,WR,11/9/22,0.0,0.0,0.0,0.0,1.0,1.0,12.0,9.0,11.1,0.0,0.0,0.0,0.0,0.045,0.0,0.054000000000000006,10.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bell,david bell,d,bell4900wrd,82959-114180,WR,d,David Bell,bell,2.071428571428572,7.0,4900,CLE@MIA,CLE,MIA,,,,,,WR/FLEX,ryland,ryland,david,bell4900wrd
benjamin5500rbe,62.38,Eno Benjamin,5500,ARI,@LA,,,5.39,7.0,3.8,-2.54,1.0,0.7,7.93,0.0,0.81,0.0,0.0,1.0,0.0,0.95,-3.3,25.0,18.8,21.8,-0.7,3.0,40.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,4.0,0.1,0.473,1.29,0.41,0.18,0.0,0.0,0.0,10.6,-800,0.76,0.23,66.0,0.5,0.33,60.0,6.2,0.2,-500.0,0.7,0.25,45.0,0.29,0.41,24.0,RB,11/9/22,0.14300000000000002,0.218,0.36200000000000004,6.0,2.0,2.0,15.0,9.0,7.5,0.0,0.0,0.125,0.625,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,benjamin,eno benjamin,e,benjamin5500rbe,82959-85762,RB,e,Eno Benjamin,benjamin,8.255555894639757,9.0,5500,ARI@LAR,ARI,LAR,,,,,,RB/FLEX,ryland,ryland,eno,benjamin5500rbe
