,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
baltimore3800,19.69,Baltimore,3800,BAL,BUF,,,5.86,12.3,-0.6,0.13,1.5,1.1,5.73,1,0.81,0,0,1,0,0.28,-8,0,24,27,-1.3,3,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,5.59,0,0,0,0,0,0,0,0,0,54,1,0.82,9,-1000,0,0,100,0.75,0,40,6.8,-0.9,-2200,0,0,86,0.36,0.09,22,D,9/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.486,0.448,0.0128,0.0442,7.9,8.65,5.2,3.31,0.2041,baltimore,baltimore,b,baltimore3800,81077-12555,D,b,Baltimore Ravens,ravens,9.666666667,3,3800,BUF@BAL,BAL,BUF,,,,,,DEF,Ravens,Ravens,baltimore,baltimore3800
barkley8100rbs,83.26,Saquon Barkley,8100,NYG,CHI,,,17.19,22.1,12.3,2.78,2.1,30.9,14.41,-1,0.77,1,7.4,9,0,0.93,8.8,41,21.3,18.3,0.3,-3,39.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,59,4.4,0.2,0.443,0.71,0.53,0.29,56,0.84,0.72,17.9,1300,0.79,0.3,75,0.75,0.25,40,11.3,0.5,2100,0.63,0.28,36,0.18,0.36,22,RB,9/28/2022,0.6,0.521,0.667,13,4,3,22,12,6.6,0.2,0,0.2,0.7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,barkley,saquon barkley,s,barkley8100rbs,81077-64401,RB,s,Saquon Barkley,barkley,20.43333308,3,8100,CHI@NYG,NYG,CHI,,,,,,RB/FLEX,ryland,ryland,saquon,barkley8100rbs
bateman6600wrr,65,Rashod Bateman,6600,BAL,BUF,,,9.05,12.8,5.3,-2.13,1.4,2.6,11.18,11,0.95,0.75,2.4,2,0,0.67,-4.8,47,24,27,-1.3,3,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.12,0.06,54,1,0.82,13.2,500,2.47,0.37,100,0.83,0,60,9.4,0.9,600,1.7,0.2,65,0.34,0.08,23,WR,9/28/2022,0,0,0,0,5,3,49,24,13.7,0.2,0,0.143,0,0.16,0.13,0.212,30.5,20.6,0,0,0,0,0,0,0,0,0,0,bateman,rashod bateman,r,bateman6600wrr,81077-85845,WR,r,Rashod Bateman,bateman,12.19999949,3,6600,BUF@BAL,BAL,BUF,,,,,,WR/FLEX,ryland,ryland,rashod,bateman6600wrr
bell4700wrd,54.93,David Bell,4700,CLE,@ATL,,,2.74,3.9,1.6,-4.1,0.6,0.1,6.84,-8,0.61,0,0,1,0,0.23,7.6,27,24.5,23,0.5,-1.5,47.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,-300,1.64,0.04,0,0,0.83,60,1.8,-2.3,-1300,2.64,0.07,12,0,0.62,80,WR,9/28/2022,0,0,0,0,0,0,4,4,60,0,0,0,0,0.023,0,0.02,4.5,1.3,0,0,0,0,0,0,0,0,0,0,bell,david bell,d,bell4700wrd,81077-114180,WR,d,David Bell,bell,1.100000024,2,4700,CLE@ATL,CLE,ATL,,,,,,WR/FLEX,ryland,ryland,david,bell4700wrd
bellinger4600ted,60.32,Daniel Bellinger,4600,NYG,CHI,,,3.6,5.1,2.1,-1.7,0.8,0.4,5.3,-7,0.46,0.83,2.5,1,0,0.15,-0.1,38,21.3,18.3,0.3,-3,39.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,56,0.84,0.72,7.4,500,3.7,0.19,75,0.5,0,40,5.1,2.4,-1400,2.53,0.13,57,0.28,0.28,70,TE,9/28/2022,0,0,0,0,2,1,18,12,11.2,0.3,0,1,0,0.071,0.333,0.1,2.5,1.3,0,0,0,0,0,0,0,0,0,0,bellinger,daniel bellinger,d,bellinger4600ted,81077-90307,TE,d,Daniel Bellinger,bellinger,7.050000191,2,4600,CHI@NYG,NYG,CHI,,,,,,TE/FLEX,ryland,ryland,daniel,bellinger4600ted
benjamin5600rbe,52.04,Eno Benjamin,5600,ARI,@CAR,,,4.69,6.2,3.2,-3.49,0.8,0.2,8.18,-3,0.73,0,0,2,0,0.1,3.3,15,21.3,22.3,-2.7,1,43.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,3.8,0.1,0.471,0.59,0.12,0,63,0.74,0.12,6,700,0.62,0.22,75,0.5,0.25,40,40,-0.7,-400,0.69,0.27,27,0.18,0.4,22,RB,9/28/2022,0.063,0.128,0.223,4,1,1,8,5,7.3,0,0,0,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,benjamin,eno benjamin,e,benjamin5600rbe,81077-85762,RB,e,Eno Benjamin,benjamin,5.833333333,3,5600,ARI@CAR,ARI,CAR,,,,,,RB/FLEX,ryland,ryland,eno,benjamin5600rbe
berrios4700wrb,55.76,Braxton Berrios,4700,NYJ,@PIT,,,2.17,3.2,1.1,-4.67,0.5,0.1,6.84,-11,0.51,0,0,1,0,0.63,0.6,21,19,22.5,3.2,3.5,41.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.41,0.18,59,0.77,0.14,2.6,0,0.78,0.1,75,0.25,0.25,40,5.8,-0.7,-1300,1.52,0.28,71,0.28,0.09,21,WR,9/28/2022,0,0,0,0,3,2,19,8,8.6,0.1,0,0.222,0,0.084,0.095,0.076,4.9,4.2,0,0,0,0,0,0,0,0,0,0,berrios,braxton berrios,b,berrios4700wrb,81077-52495,WR,b,Braxton Berrios,berrios,2.73333327,3,4700,NYJ@PIT,NYJ,PIT,,,,,,WR/FLEX,ryland,ryland,braxton,berrios4700wrb
bolden4800rbb,67.96,Brandon Bolden,4800,LV,DEN,,,4.97,6.7,3.3,-1.21,1,0.1,6.18,5,0.94,0,0,3,0,0.91,0.3,21,24,21.5,0.2,-2.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5.3,0.1,0.435,1,0.29,0.12,0,0,0,6.5,200,1.29,0.32,50,0.25,0,40,6.6,-0.2,-1200,1.12,0.32,63,0.22,0.18,22,RB,9/28/2022,0.045,0.121,0.352,2,3,2,25,13,9.7,0.2,0,0.167,0.167,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,bolden,brandon bolden,b,bolden4800rbb,81077-22898,RB,b,Brandon Bolden,bolden,6.449999809,2,4800,DEN@LV,LV,DEN,,,,,,RB/FLEX,ryland,ryland,brandon,bolden4800rbb
bourne5200wrk,61.95,Kendrick Bourne,5200,NE,@GB,,,4.59,6.8,2.4,-3.39,0.9,0.1,7.98,11,0.96,0,0,1,0,0.56,1.4,29,15.5,25,-3.3,9.5,40.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.24,0.24,60,0.71,0,4.4,100,1.47,0.31,50,0,0.5,40,8.2,0.1,-800,1.5,0.28,70,0.25,0.2,24,WR,9/28/2022,0,0,0,0,3,3,46,27,14.9,0.2,0,0.333,0,0.13,0.167,0.191,28.8,13.4,0,0,0,0,0,0,0,0,0,0,bourne,kendrick bourne,k,bourne5200wrk,81077-80289,WR,k,Kendrick Bourne,bourne,5,3,5200,NE@GB,NE,GB,,,,,,WR/FLEX,ryland,ryland,kendrick,bourne5200wrk
brissett6800qbj,63.88,Jacoby Brissett,6800,CLE,@ATL,,,15.8,24.2,7.4,-2.6,2.3,0.9,18.4,-1,0.94,1,2.8,1,0,0.64,6.9,40,24.5,23,0.5,-1.5,47.5,60,18,28,186,64,6.6,5.66,1.1,32,81.7,185.5,16.2,41.2,24.6,3.9,1.8,7,1,4,7,4.5,0,0.684,2.18,1.24,0.88,0,0,0,16.3,500,0.45,0.22,100,0.85,0,70,11.9,-0.8,800,0.37,0.3,47,0.34,0.13,23,QB,9/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brissett,jacoby brissett,j,brissett6800qbj,81077-30231,QB,j,Jacoby Brissett,brissett,15.08000056,3,6800,CLE@ATL,CLE,ATL,,,,,,QB,ryland,ryland,jacoby,brissett6800qbj
brown4600tep,60.48,Pharaoh Brown,4600,HOU,LAC,,,4.59,6.3,2.9,-0.71,1,0.1,5.3,6,0.98,0,0,2,0,0.15,-4.7,41,19.8,25.3,0.3,5.5,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,300,1.16,0.08,100,0.33,0,60,2.7,-0.4,-1400,1.11,0.07,60,0.08,0.04,23,TE,9/28/2022,0,0,0,0,2,1,11,8,6.8,0,0,0,0,0.079,0,0.058,3.4,3.8,0,0,0,0,0,0,0,0,0,0,brown,pharaoh brown,p,brown4600tep,81077-29411,TE,p,Pharaoh Brown,brown,3.566666603,3,4600,LAC@HOU,HOU,LAC,,,,,,TE/FLEX,ryland,ryland,pharaoh,brown4600tep
brown5600wrn,70.22,Noah Brown,5600,DAL,WAS,,,7.85,11.2,4.5,-1.05,1.4,0.6,8.9,22,0.98,1,2.4,1,0,0.74,13.5,30,22.5,19,-2,-3.5,41.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.18,0.06,0,0,0,11.6,800,1.66,0.21,100,0.66,0,30,6.6,0.5,-400,2.07,0.22,38,0.14,0,21,WR,9/28/2022,0,0,0,0,3,2,27,11,12.9,0.1,0,0.143,0,0.088,0.034,0.099,23.3,10.4,0,0,0,0,0,0,0,0,0,0,brown,noah brown,n,brown5600wrn,81077-56248,WR,n,Noah Brown,brown,11.59999975,3,5600,WAS@DAL,DAL,WAS,,,,,,WR/FLEX,ryland,ryland,noah,brown5600wrn
brown7700wrm,72.04,Marquise Brown,7700,ARI,@CAR,,,10.69,14.7,6.7,-3,1.4,6.8,13.69,8,0.95,1,1.8,3,0,0.71,0.1,62,21.3,22.3,-2.7,1,43.5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.35,63,0.74,0.12,14,800,1.23,0.19,100,0.66,0,60,11.4,0.8,1700,1.17,0.18,50,0.25,0.33,24,WR,9/28/2022,0,0,0,0,9,6,64,21,10.2,0.3,0,0.118,0,0.254,0.238,0.251,40.9,34.6,0,0,0,0,0,0,0,0,0,0,brown,marquise brown,m,brown7700wrm,81077-86687,WR,m,Marquise Brown,brown,14.36666616,3,7700,ARI@CAR,ARI,CAR,,,,,,WR/FLEX,ryland,ryland,marquise,brown7700wrm
brown8300wra,78.03,A.J. Brown,8300,PHI,JAX,,,12.96,18,7.9,-2.09,1.6,11.9,15.05,6,0.92,1,4.1,2,0,0.69,3.8,50,26,19.5,-1.5,-6.5,45.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.53,0.35,57,0.91,0.74,12.3,1200,1.19,0.2,33,0.22,0.66,90,13.2,0.6,2300,1.31,0.26,38,0.26,0.38,26,WR,9/28/2022,0,0,0,0,9,5,83,30,14.3,0.4,0,0.214,0,0.305,0.25,0.343,57.6,40.1,0,0,0,0,0,0,0,0,0,0,brown,a.j. brown,a,brown8300wra,81077-72846,WR,a,A.J. Brown,brown,15.63333384,3,8300,JAC@PHI,PHI,JAC,,,,,,WR/FLEX,ryland,ryland,a.j.,brown8300wra
bryant4600teh,69.96,Harrison Bryant,4600,CLE,@ATL,,,3.99,5.7,2.3,-1.31,0.9,0.1,5.3,2,0.92,0,0,1,0,0.23,5.6,26,24.5,23,0.5,-1.5,47.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.28,0.17,0,0,0,4.9,0,1.85,0.15,50,0,0,60,4.1,-0.3,-1400,2.51,0.16,56,0.17,0.08,23,TE,9/28/2022,0,0,0,0,1,1,13,10,11,0.2,0,0.444,0,0.058,0.143,0.071,12.1,6.2,0,0,0,0,0,0,0,0,0,0,bryant,harrison bryant,h,bryant4600teh,81077-70601,TE,h,Harrison Bryant,bryant,4.400000095,2,4600,CLE@ATL,CLE,ATL,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4600teh
buffalo4200,27.71,Buffalo,4200,BUF,@BAL,,,6.58,13.2,-0.1,-0.44,1.6,1.7,7.02,5,0.97,0,0,1,0,0.54,-3.8,0,27,24,-2.3,-3,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,8.71,0,0,0,0,0,0,0,0,0,54,1,0.82,16.3,100,0,0,100,0.9,0,10,10.8,2.6,-1800,0,0,75,0.65,0.2,29,D,9/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.9,0.4376,0.4638,0.0222,0.038,6.18,8.38,4.2,2.64,0.209,buffalo,buffalo,b,buffalo4200,81077-12526,D,b,Buffalo Bills,bills,13.66666667,3,4200,BUF@BAL,BUF,BAL,,,,,,DEF,Bills,Bills,buffalo,buffalo4200
burkhead5100rbr,70.62,Rex Burkhead,5100,HOU,LAC,,,6,8,4,-0.93,1.2,0.6,6.93,-1,0.77,0,0,2,0,0.92,3.4,27,19.8,25.3,0.3,5.5,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,3.4,0.2,0.453,1.29,0.94,0.53,0,0,0,4.2,0,0.38,0.13,66,0.33,0.33,60,6.3,0.9,-900,0.5,0.23,56,0.21,0.26,23,RB,9/28/2022,0.5,0.361,0.448,8,2,2,14,7,6.9,0,0,0.111,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead5100rbr,81077-27338,RB,r,Rex Burkhead,burkhead,5.46666654,3,5100,LAC@HOU,HOU,LAC,,,,,,RB/FLEX,ryland,ryland,rex,burkhead5100rbr
burks5700wrt,75.04,Treylon Burks,5700,TEN,@IND,,,8.55,12.1,5,-0.57,1.5,0.8,9.12,22,0.99,1,4.1,1,0,0.67,2.8,29,19.8,23.3,-1,3.5,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,6,-200,1.28,0.21,90,0.09,0.09,11,5.6,-1.7,-300,1.19,0.19,78,0.07,0.21,14,WR,9/28/2022,0,0,0,0,4,2,38,18,14.4,0,0,0,0,0.165,0,0.176,22,23.7,0,0,0,0,0,0,0,0,0,0,burks,treylon burks,t,burks5700wrt,81077-110259,WR,t,Treylon Burks,burks,5.433333079,3,5700,TEN@IND,TEN,IND,,,,,,WR/FLEX,ryland,ryland,treylon,burks5700wrt
campbell4800wrp,66.68,Parris Campbell,4800,IND,TEN,,,5.11,7.4,2.9,-1.96,1.1,0.1,7.07,15,0.96,0,0,1,0,0.58,2.6,36,23.3,19.8,-0.5,-3.5,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,3.6,-400,1.35,0.06,50,0,0,40,5.9,-0.3,-1200,1.97,0.16,22,0.09,0,22,WR,9/28/2022,0,0,0,0,3,1,25,16,14.7,0.1,0,0,0,0.093,0.1,0.097,18.6,20.4,0,0,0,0,0,0,0,0,0,0,campbell,parris campbell,p,campbell4800wrp,81077-56262,WR,p,Parris Campbell,campbell,2.399999936,3,4800,TEN@IND,IND,TEN,,,,,,WR/FLEX,ryland,ryland,parris,campbell4800wrp
carolina4000,36.14,Carolina,4000,CAR,ARI,,,5.98,13.3,-1.4,-0.4,1.5,0.9,6.38,12,0.96,0,0,1,0,0.44,-2,0,22.3,21.3,-0.2,-1,43.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,5.59,0,0,0,0,0,0,0,0,0,63,0.74,0.12,6.3,-700,0,0,75,0.25,0.25,40,5.5,-1.5,-2000,0,0,80,0.38,0.19,21,D,9/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.3,0.4693,0.4584,0.0077,0.0417,6.89,9.29,4.53,2.92,0.2342,carolina,carolina,c,carolina4000,81077-12553,D,c,Carolina Panthers,panthers,7,3,4000,ARI@CAR,CAR,ARI,,,,,,DEF,Panthers,Panthers,carolina,carolina4000
carr7200qbd,64.64,Derek Carr,7200,LV,DEN,,,18.3,29,7.6,-0.89,2.5,5.9,19.19,3,0.94,0,0.4,1,0,0.57,-3.5,64,24,21.5,0.2,-2.5,45.5,57,24,35,261,67,7.3,6.31,1.4,37,136.9,308.2,19.5,52,20.7,4,2.6,6.2,1,5,6,3.7,0,0.455,6.39,2.89,1.17,0,0,0,19.2,-200,0.44,0.3,100,0.83,0,60,15.7,-2,1200,0.39,0.25,86,0.47,0.04,23,QB,9/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr7200qbd,81077-45859,QB,d,Derek Carr,carr,18.86666616,3,7200,DEN@LV,LV,DEN,,,,,,QB,ryland,ryland,derek,carr7200qbd
