,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
brown8400wra,60.4,Amon-Ra St. Brown,8400,DET,@NYJ,1,,13.5,18.3,8.7,-1.78,1.6,14,15.28,5,0.89,1,3.3,6,0,0.77,-3.2,51,21.3,22.3,-2.5,1,43.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0.59,0.47,36,0.53,0,18.2,600,1.69,0.29,83,0.66,0.16,60,16.6,4.8,2400,1.62,0.33,69,0.52,0.21,23,WR,12/14/2022,0,0,0,0,9,7,81,25,11.3,0.6,0,0.45,0,0.295,0.385,0.327,44.5,25.9,0,0,0,0,0,0,0,0,0,0,brown,amon-ra st. brown,a,brown8400wra,84669-86997,WR,a,Amon-Ra St. Brown,brown,14.64166641,12,8400,DET@NYJ,DET,NYJ,,,,,,WR/FLEX,ryland,ryland,amonra,brown8400wra
burkhead4800rbr,65.34,Rex Burkhead,4800,HOU,KC,1,,5.29,6.9,3.7,-0.89,1.1,2.8,6.18,-11,0.41,1,0.5,1,0,0.91,-5.3,23,17.3,31.8,-1,14.5,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,3.7,0.1,0.522,1.29,0.82,0.41,0,0,0,0.9,0,0.51,0.11,0,0,0.4,50,5.6,-0.7,-1200,0.55,0.24,47,0.13,0.34,23,RB,12/14/2022,0.25,0.228,0.384,5,3,2,15,7,6.1,0.1,0,0.071,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead4800rbr,84669-27338,RB,r,Rex Burkhead,burkhead,4.127272866,11,4800,KC@HOU,HOU,KC,,,,,,RB/FLEX,ryland,ryland,rex,burkhead4800rbr
burrow8000qbj,72.24,Joe Burrow,8000,CIN,@TB,4,,20.36,29.8,10.9,-0.4,2.5,7,20.76,2,0.87,1,3.5,1,0,0.77,-1.5,67,24.3,20.8,2,-3.5,45,68,25,36,300,69,8.3,7.76,2.3,45,156.3,283.4,6.9,19.8,6.6,6.4,1.7,7.2,4,9,17,3.6,0.3,0.494,6.47,2.94,1.88,60,0.47,0,24.6,-300,0.56,0.36,100,0.6,0,50,22.9,2.5,2000,0.52,0.34,84,0.5,0,26,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow8000qbj,84669-63336,QB,j,Joe Burrow,burrow,23.06153752,13,8000,CIN@TB,CIN,TB,,,,,,QB,ryland,ryland,joe,burrow8000qbj
byrd5100wrd,44.91,Damiere Byrd,5100,ATL,@NO,1,,3.47,5.2,1.8,-4.29,0.7,0.1,7.76,2,0.84,0,0,1,0,0.02,-3.9,29,19.5,24,2,4.5,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0.06,0,0,0,3.2,0,3.17,0.16,50,0.25,0.25,40,6.3,-0.6,-900,2.58,0.22,50,0.2,0.1,20,WR,12/14/2022,0,0,0,0,2,1,27,17,17.5,0.1,0,0,0,0.093,0.125,0.147,21,14.2,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd5100wrd,84669-30678,WR,d,Damiere Byrd,byrd,5.137499809,8,5100,ATL@NO,ATL,NO,,,,,,WR/FLEX,ryland,ryland,damiere,byrd5100wrd
calcaterra4500teg,57.9,Grant Calcaterra,4500,PHI,@CHI,1,,3.48,5,2,-1.59,0.8,0,5.07,0,0.5,0,0,0,0,0.07,-2.2,16,28.5,20,3,-8.5,48.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,22,0.69,0,2,300,1.36,0.08,40,0,0.2,50,2.9,0,-1500,4.56,0.18,14,0,0.09,21,TE,12/14/2022,0,0,0,0,0,0,7,6,16.2,0,0,0,0,0.023,0,0.031,10,1.9,0,0,0,0,0,0,0,0,0,0,calcaterra,grant calcaterra,g,calcaterra4500teg,84669-86682,TE,g,Grant Calcaterra,calcaterra,2.650000095,4,4500,PHI@CHI,PHI,CHI,,,,,,TE/FLEX,ryland,ryland,grant,calcaterra4500teg
carolina4200,76.44,Carolina,4200,CAR,PIT,1,,7.7,18.1,-2.7,0.68,1.8,6.7,7.02,4,0.87,0,0,4,0,0.57,4.4,0,20.3,17.3,-0.2,-3,37.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,6.23,0,0,0,0,0,0,0,0,0,43,0.36,0,8.3,900,0,0,100,1,0,30,6.5,0.4,-1800,0,0,81,0.54,0.18,22,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.4896,0.4779,0.0105,0.0446,6.84,9.59,4.24,3.15,0.2209,carolina,carolina,c,carolina4200,84669-12553,D,c,Carolina Panthers,panthers,7.076923077,13,4200,PIT@CAR,CAR,PIT,,,,,,DEF,Panthers,Panthers,carolina,carolina4200
carr7000qbd,63.86,Derek Carr,7000,LV,NE,4,,16.38,26.3,6.5,-2.42,2.3,2.7,18.8,5,0.95,0.33,1.3,1,0,0.51,3.1,64,23.3,21.8,-0.7,-1.5,45,57,21,33,235,63,7.1,6.26,1.5,36,133.9,304.5,5.7,26.2,9.4,4.5,2.4,5.2,1,3,5,3.1,0,0.406,4.89,2.28,1.06,0,0,0,14.9,0,0.46,0.23,66,0.5,0.33,60,14.8,-3.4,1000,0.4,0.23,78,0.47,0.13,23,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr7000qbd,84669-45859,QB,d,Derek Carr,carr,15.65230736,13,7000,NE@LV,LV,NE,,,,,,QB,ryland,ryland,derek,carr7000qbd
carter5900rbm,69.9,Michael Carter,5900,NYJ,DET,1,,7.43,9.9,5,-1.5,1.3,1.1,8.93,2,0.86,0,0,3,0,0.15,-1.4,31,22.3,21.3,-4,-1,43.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,4.2,0.2,0.421,1.76,0.82,0.41,36,0.53,0,2.6,-400,0.27,0.1,20,0.2,0.4,50,6.3,-1,-100,0.53,0.2,60,0.25,0.3,20,RB,12/14/2022,0.176,0.307,0.506,8,3,2,15,9,6.9,0,0,0.13,0.435,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carter,michael carter,m,carter5900rbm,84669-93539,RB,m,Michael Carter,carter,7.616666794,12,5900,DET@NYJ,NYJ,DET,,,,,,RB/FLEX,ryland,ryland,michael,carter5900rbm
chark6100wrd,51.62,DJ Chark,6100,DET,@NYJ,1,,7.03,10.2,3.9,-3.01,1.2,1.2,10.04,12,0.96,0.67,2.5,0,0,0.24,-3.2,49,21.3,22.3,-2.5,1,43.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.12,36,0.53,0,13.1,1100,2.76,0.28,60,0.4,0,50,11.7,0.8,100,2.22,0.24,22,0.13,0,22,WR,12/14/2022,0,0,0,0,5,2,43,21,15.3,0.4,0,0.333,0,0.152,0.214,0.168,33.6,31,0,0,0,0,0,0,0,0,0,0,chark,dj chark,d,chark6100wrd,84669-52917,WR,d,DJ Chark Jr.,chark,8.371428353,7,6100,DET@NYJ,DET,NYJ,,,,,,WR/FLEX,ryland,ryland,dj,chark6100wrd
chase9000wrj,66.39,Ja'Marr Chase,9000,CIN,@TB,4,,15.88,21.9,9.9,-0.77,1.8,15.3,16.65,4,0.88,1,5,7,0,0.75,1,59,24.3,20.8,2,-3.5,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0.41,0.29,60,0.47,0,18.4,200,1.53,0.3,40,0.2,0,50,16.1,10,3000,1.59,0.27,42,0.19,0.26,26,WR,12/14/2022,0,0,0,0,9,6,95,29,14.6,0.8,0,0.227,0,0.273,0.345,0.317,53.5,36.2,0,0,0,0,0,0,0,0,0,0,chase,ja'marr chase,j,chase9000wrj,84669-85701,WR,j,Ja'Marr Chase,chase,17.21111043,9,9000,CIN@TB,CIN,TB,,,,,,WR/FLEX,ryland,ryland,ja'marr,chase9000wrj
chicago3100,51.68,Chicago,3100,CHI,PHI,1,,4.24,9.1,-0.6,0.76,1.4,0.5,3.48,0,0.68,0,0,1,0,0.66,-5.1,0,20,28.5,-2.5,8.5,48.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,6.59,0,0,0,0,0,0,0,0,0,22,0.69,0,0.3,-600,0,0,33,0,0.66,30,5.1,-0.8,-2900,0,0,75,0.35,0.25,20,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.5068,0.5029,0.0126,0.0469,7.5,9.27,4.13,2.55,0.223,chicago,chicago,c,chicago3100,84669-12527,D,c,Chicago Bears,bears,3.923076923,13,3100,PHI@CHI,CHI,PHI,,,,,,DEF,Bears,Bears,chicago,chicago3100
cincinnati3600,55.49,Cincinnati,3600,CIN,@TB,4,,5.58,13,-1.8,0.49,1.6,3.1,5.09,-7,0.24,0,0,2,0,0.5,-2.7,0,24.3,20.8,2,-3.5,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,4.55,0,0,0,0,0,0,0,0,0,60,0.47,0,4.8,-600,0,0,100,0.5,0,40,5.6,0.4,-2400,0,0,88,0.44,0.12,25,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.7,0.4483,0.521,0.0108,0.0332,6.86,8.53,4.93,3.55,0.1862,cincinnati,cincinnati,c,cincinnati3600,84669-12528,D,c,Cincinnati Bengals,bengals,5.153846154,13,3600,CIN@TB,CIN,TB,,,,,,DEF,Bengals,Bengals,cincinnati,cincinnati3600
conklin5000tet,74.14,Tyler Conklin,5000,NYJ,DET,1,,5.43,7.5,3.4,-0.81,1.1,2.7,6.24,0,0.84,1,5,3,0,0.12,2.3,50,22.3,21.3,-4,-1,43.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.24,0.12,36,0.53,0,3.7,0,0.71,0.07,60,0.4,0.4,50,5.6,-0.1,-1000,1.02,0.11,59,0.18,0.36,22,TE,12/14/2022,0,0,0,0,5,3,30,13,9.1,0.2,0,0.5,0,0.163,0.15,0.13,13.1,12.7,0,0,0,0,0,0,0,0,0,0,conklin,tyler conklin,t,conklin5000tet,84669-60451,TE,t,Tyler Conklin,conklin,6.338461656,13,5000,DET@NYJ,NYJ,DET,,,,,,TE/FLEX,ryland,ryland,tyler,conklin5000tet
conley4800wrc,42.81,Chris Conley,4800,TEN,@LAC,4,,2.66,4,1.3,-4.41,0.6,0.1,7.07,-5,0.63,0,0,1,0,0.09,-0.7,27,21.8,24.8,1.5,3,46.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,300,3.2,0.1,33,0,0,30,3.9,-0.3,-1200,2.25,0.15,14,0.04,0.14,21,WR,12/14/2022,0,0,0,0,1,0,12,9,13.9,0.1,0,0,0,0.054,0.1,0.063,11.3,5.3,0,0,0,0,0,0,0,0,0,0,conley,chris conley,c,conley4800wrc,84669-30403,WR,c,Chris Conley,conley,1.066666683,3,4800,TEN@LAC,TEN,LAC,,,,,,WR/FLEX,ryland,ryland,chris,conley4800wrc
conner7200rbj,83.43,James Conner,7200,ARI,@DEN,4,,13.01,16.8,9.2,0.84,1.8,22.9,12.17,-4,0.62,1,3.6,5,0,0.89,3.9,47,17.5,19,0,1.5,36.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,54,4.1,0.5,0.541,1.71,1,0.59,39,0.26,0,17.6,900,0.76,0.28,100,1,0,60,13.4,10,1200,0.77,0.28,46,0.3,0.19,26,RB,12/14/2022,0.545,0.478,0.652,13,4,3,22,11,6.6,0.2,0,0.25,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,conner,james conner,j,conner7200rbj,84669-40687,RB,j,James Conner,conner,12.65999985,10,7200,ARI@DEN,ARI,DEN,,,,,,RB/FLEX,ryland,ryland,james,conner7200rbj
dallas4900,23.15,Dallas,4900,DAL,@JAX,1,,6.88,14.2,-0.4,-2.39,1.4,1.2,9.27,8,0.95,0,0,1,0,0.33,-1.1,0,26,22,1.5,-4,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,10.55,0,0,0,0,0,0,0,0,0,53,0.3,0,11,500,0,0,100,0.5,0,40,10.5,20,-1100,0,0,85,0.52,0.14,21,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.4436,0.4928,0.0166,0.0309,6.43,7.19,3.4,2.33,0.2,dallas,dallas,d,dallas4900,84669-12530,D,d,Dallas Cowboys,cowboys,10.84615385,13,4900,DAL@JAC,DAL,JAC,,,,,,DEF,Cowboys,Cowboys,dallas,dallas4900
dalton6700qba,61.5,Andy Dalton,6700,NO,ATL,1,,15.68,26.2,5.2,-2.53,2.3,5.3,18.21,-2,0.52,1,3,1,0,0.44,8.4,57,24,19.5,-0.5,-4.5,43.5,38,20,31,229,65,7.2,6.19,1.4,36,126.6,258.3,2.9,14.1,3.4,4.5,2.6,6.3,2,4,6,2.7,0,0.357,3.83,1.61,0.78,0,0,0,16.2,100,0.51,0.35,100,0.6,0,50,14.7,-1,700,0.4,0.26,70,0.29,0.04,24,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,dalton,andy dalton,a,dalton6700qba,84669-14225,QB,a,Andy Dalton,dalton,14.84799957,10,6700,ATL@NO,NO,ATL,,,,,,QB,ryland,ryland,andy,dalton6700qba
darnold6600qbs,50.92,Sam Darnold,6600,CAR,PIT,1,,11.84,19.3,4.4,-6.17,1.8,0.5,18.01,0,0.74,0,0,0,0,0.44,-0.1,62,20.3,17.3,-0.2,-3,37.5,48,17,28,165,60,5.8,4.68,0.8,34,59,174.6,17.5,36.4,9.1,2.9,1.4,9.7,3,10,14,3.9,0.2,0.389,1.82,0.76,0.53,43,0.36,0,14.3,200,0.55,0.21,50,0.25,0,40,9.8,-1.4,600,0.28,0.16,26,0.08,0.04,23,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,darnold,sam darnold,s,darnold6600qbs,84669-63589,QB,s,Sam Darnold,darnold,14.32999992,2,6600,PIT@CAR,CAR,PIT,,,,,,QB,ryland,ryland,sam,darnold6600qbs
denver3700,75.19,Denver,3700,DEN,ARI,4,,7.6,16.9,-1.7,2.19,2.1,29,5.41,-1,0.59,0,0,4,0,0.49,-4,0,19,17.5,-2.5,-1.5,36.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,6.59,0,0,0,0,0,0,0,0,0,39,0.26,0,5.8,-200,0,0,100,0.5,0,40,6.5,-0.1,-2300,0,0,91,0.47,0.08,23,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.461,0.5042,0.0115,0.0257,6.33,8.12,4.27,2.6,0.1232,denver,denver,d,denver3700,84669-12531,D,d,Denver Broncos,broncos,6.615384615,13,3700,ARI@DEN,DEN,ARI,,,,,,DEF,Broncos,Broncos,denver,denver3700
detroit3800,65.6,Detroit,3800,DET,@NYJ,1,,6.68,13.8,-0.4,0.95,1.8,7.7,5.73,-9,0.15,0,0,2,0,0.66,-2.9,0,21.3,22.3,-2.5,1,43.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,6.24,0,0,0,0,0,0,0,0,0,36,0.53,0,6.4,200,0,0,100,1,0,50,5.2,0.8,-2200,0,0,77,0.54,0.13,22,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.2,0.5363,0.5363,0.0114,0.05,7.82,11,5.38,3.53,0.2193,detroit,detroit,d,detroit3800,84669-12532,D,d,Detroit Lions,lions,5.230769231,13,3800,DET@NYJ,DET,NYJ,,,,,,DEF,Lions,Lions,detroit,detroit3800
dorsett5300wrp,55.58,Phillip Dorsett,5300,HOU,KC,1,,6.31,9.4,3.2,-1.9,1.2,3,8.21,-6,0.61,0,0,0,0,0.04,-4,26,17.3,31.8,-1,14.5,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2.2,200,0.98,0.06,40,0,0.2,50,4.8,-1.3,-700,1.73,0.19,40,0.09,0.18,22,WR,12/14/2022,0,0,0,0,2,1,21,13,15.6,0.1,0,0,0,0.088,0.056,0.097,18.1,16.6,0,0,0,0,0,0,0,0,0,0,dorsett,phillip dorsett,p,dorsett5300wrp,84669-25813,WR,p,Phillip Dorsett II,dorsett,2.981818112,11,5300,KC@HOU,HOU,KC,,,,,,WR/FLEX,ryland,ryland,phillip,dorsett5300wrp
driskel6300qbj,43.95,Jeff Driskel,6300,HOU,KC,1,,5.44,9.3,1.6,-11.98,0.9,0.2,17.42,0,0.74,0,0,0,0,0.59,-2.5,12,17.3,31.8,-1,14.5,49,41,4,6,38,66,6.3,9.67,1,28,18,20,0,0,0,16.7,0,0,3,8,17,5.7,0,0.667,0.12,0.12,0.12,0,0,0,9.1,300,0.7,0.28,20,0,0,50,5.2,0,300,0.58,0.43,14,0.04,0.14,21,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,driskel,jeff driskel,j,driskel6300qbj,84669-30253,QB,j,Jeff Driskel,driskel,3.539999962,3,6300,KC@HOU,HOU,KC,,,,,,QB,ryland,ryland,jeff,driskel6300qbj
dulcich5600teg,70.25,Greg Dulcich,5600,DEN,ARI,4,,7.74,10.5,5,0.1,1.4,10.3,7.64,-1,0.77,1,8.1,5,0,0.07,3,50,19,17.5,-2.5,-1.5,36.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,39,0.26,0,5.9,100,0.98,0.12,80,0.4,0.2,50,6.8,0.9,-400,1.21,0.14,38,0.27,0.11,18,TE,12/14/2022,0,0,0,0,5,3,45,22,12.9,0.1,0,0,0,0.172,0.125,0.199,28.9,19.5,0,0,0,0,0,0,0,0,0,0,dulcich,greg dulcich,g,dulcich5600teg,84669-91931,TE,g,Greg Dulcich,dulcich,7.012499809,8,5600,ARI@DEN,DEN,ARI,,,,,,TE/FLEX,ryland,ryland,greg,dulcich5600teg
ekeler8700rba,86.06,Austin Ekeler,8700,LAC,TEN,4,,16.29,21,11.6,0.38,1.9,7.7,15.91,11,0.98,1,6.4,9,0,0.91,-4.7,46,24.8,21.8,-0.5,-3,46.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,4.1,0.7,0.441,3.81,1.69,0.69,0,0,0,17.4,-300,0.87,0.39,85,0.28,0.14,70,18.9,2.8,2700,0.91,0.41,66,0.25,0.16,24,RB,12/14/2022,0.909,0.587,0.648,12,8,6,47,16,70,0.4,0,0.243,0.541,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,ekeler,austin ekeler,a,ekeler8700rba,84669-80001,RB,a,Austin Ekeler,ekeler,18.9384613,13,8700,TEN@LAC,LAC,TEN,,,,,,RB/FLEX,ryland,ryland,austin,ekeler8700rba
elliott7500rbe,74.41,Ezekiel Elliott,7500,DAL,@JAX,1,,10.76,13.9,7.6,-2.16,1.4,2.3,12.92,5,0.93,1,4.1,2,0,0.08,-1.4,37,26,22,1.5,-4,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,4.1,0.7,0.518,2.41,1.29,0.94,53,0.3,0,16.5,500,0.91,0.5,100,0.2,0,50,12.1,10,1500,0.72,0.33,59,0.22,0.18,22,RB,12/14/2022,0.55,0.461,0.587,14,1,1,7,6,5.8,0.1,0,0.314,0.543,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,elliott,ezekiel elliott,e,elliott7500rbe,84669-38791,RB,e,Ezekiel Elliott,elliott,12.71818126,11,7500,DAL@JAC,DAL,JAC,,,,,,RB/FLEX,ryland,ryland,ezekiel,elliott7500rbe
engram5500tee,73.31,Evan Engram,5500,JAX,DAL,1,,8.35,11.2,5.5,0.94,1.5,5.2,7.41,4,0.95,0.86,4.4,7,0,0.28,-0.3,50,22,26,1,4,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.24,0.06,53,0.3,0,15.4,600,2,0.31,66,0.66,0.33,30,7.1,10,-500,1.3,0.14,65,0.3,0.3,20,TE,12/14/2022,0,0,0,0,5,3,36,13,9.7,0.3,0,0.333,0,0.162,0.227,0.169,17.9,14.7,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram5500tee,84669-41872,TE,e,Evan Engram,engram,8.253846389,13,5500,DAL@JAC,JAC,DAL,,,,,,TE/FLEX,ryland,ryland,evan,engram5500tee
etienne7000rbt,82.33,T. Etienne Jr.,7000,JAX,DAL,1,,12.66,16.4,8.9,0.99,1.8,18.6,11.67,-4,0.62,1,2.7,3,0,0.15,-3.2,39,22,26,1,4,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,62,5,0.3,0.515,2.24,0.94,0.59,53,0.3,0,3.2,-1000,0.27,0.09,0,0,1,30,9.4,-0.3,1000,0.62,0.24,45,0.2,0.35,20,RB,12/14/2022,0.333,0.512,0.594,12,2,1,16,11,8.6,0,0,0.121,0.667,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,etienne,t. etienne jr.,t,etienne7000rbt,84669-89956,RB,t,Travis Etienne Jr.,etienne,10.5615387,13,7000,DAL@JAC,JAC,DAL,,,,,,RB/FLEX,ryland,ryland,travis,etienne7000rbt
evans4900rbd,52.27,Darrynton Evans,4900,CHI,PHI,1,,2.37,3.1,1.6,-4.06,0.5,0,6.43,0,0.5,0,0,0,0,0.29,-1.3,11,20,28.5,-2.5,8.5,48.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,4.6,0,0.417,0,0,0,22,0.69,0,4.7,400,1.07,0.42,25,0.25,0.25,40,4.3,-0.2,-1100,0.99,0.39,4,0.04,0.13,22,RB,12/14/2022,0,0.124,0.185,4,0,0,11,11,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,evans,darrynton evans,d,evans4900rbd,84669-70383,RB,d,Darrynton Evans,evans,4.650000095,2,4900,PHI@CHI,CHI,PHI,,,,,,RB/FLEX,ryland,ryland,darrynton,evans4900rbd
evans6900wrm,62.04,Mike Evans,6900,TB,CIN,4,,10.31,14.5,6.1,-1.55,1.5,15.6,11.86,-12,0.49,0.5,2.5,3,0,0.75,-2.1,56,20.8,24.3,0.5,3.5,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.47,0.29,60,0.47,0,6.6,-700,0.9,0.1,0,0,1,40,12.1,-1.2,900,1.6,0.22,40,0.16,0.4,25,WR,12/14/2022,0,0,0,0,7,4,63,27,13.6,0.4,0,0.4,0,0.172,0.273,0.224,54.3,30.6,0,0,0,0,0,0,0,0,0,0,evans,mike evans,m,evans6900wrm,84669-32384,WR,m,Mike Evans,evans,10.66666667,12,6900,CIN@TB,TB,CIN,,,,,,WR/FLEX,ryland,ryland,mike,evans6900wrm
everett5600teg,77.13,Gerald Everett,5600,LAC,TEN,4,,7.17,9.7,4.7,-0.47,1.3,5.2,7.64,0,0.84,1,4.4,6,0,0.78,-3.9,45,24.8,21.8,-0.5,-3,46.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.22,0,0,0,7.2,0,1.2,0.16,50,0.16,0,60,7.4,-0.1,-400,1.3,0.16,66,0.25,0.08,24,TE,12/14/2022,0,0,0,0,5,3,42,17,11.2,0.2,0,0.167,0,0.144,0.107,0.159,20.3,13.3,0,0,0,0,0,0,0,0,0,0,everett,gerald everett,g,everett5600teg,84669-57299,TE,g,Gerald Everett,everett,7.25,12,5600,TEN@LAC,LAC,TEN,,,,,,TE/FLEX,ryland,ryland,gerald,everett5600teg
fields7900qbj,69.27,Justin Fields,7900,CHI,PHI,1,,19.04,28.9,9.1,-1.52,2.4,7.9,20.56,-1,0.62,0.75,3.5,1,0,0.94,-10.3,63,20,28.5,-2.5,8.5,48.5,51,14,22,167,62,7.5,5.26,1.1,37,98.7,220.5,6.2,9.9,5.8,5,3.6,13,10,28,72,7,0.6,0.585,4.06,1.53,0.94,22,0.69,0,22.8,-800,0.62,0.38,75,0.75,0,40,19.2,1.4,1900,0.53,0.3,72,0.54,0.09,22,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,fields,justin fields,j,fields7900qbj,84669-91591,QB,j,Justin Fields,fields,21.36166636,12,7900,PHI@CHI,CHI,PHI,,,,,,QB,ryland,ryland,justin,fields7900qbj
firkser4500tea,51.05,Anthony Firkser,4500,ATL,@NO,1,,2.62,3.8,1.5,-2.45,0.6,0.1,5.07,1,0.88,0,0,0,0,0.07,-2.4,15,19.5,24,2,4.5,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.18,0.06,0,0,0,2.8,400,1.83,0.15,50,0,0,40,4.1,-0.1,-1500,2.66,0.27,33,0.09,0.09,21,TE,12/14/2022,0,0,0,0,1,1,17,12,11.9,0.2,0,0.4,0,0.061,0.154,0.094,16,4.9,0,0,0,0,0,0,0,0,0,0,firkser,anthony firkser,a,firkser4500tea,84669-80294,TE,a,Anthony Firkser,firkser,2.179999924,5,4500,ATL@NO,ATL,NO,,,,,,TE/FLEX,ryland,ryland,anthony,firkser4500tea
