,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
foreman6400rbd,83.6,D'Onta Foreman,6400,CAR,PIT,1,,11.32,14.6,8,1.15,1.8,5.8,10.17,1,0.83,1,0.9,3,0,0.15,-1.8,23,20.3,17.3,-0.2,-3,37.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,4.3,0.4,0.48,2.29,0.82,0.47,43,0.36,0,6,-700,0.31,0.2,75,0.25,0.25,40,8.4,1.1,400,0.59,0.36,60,0.3,0.34,23,RB,12/14/2022,0.353,0.431,0.379,13,0,0,4,3,8.5,0,0,0.135,0.595,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,foreman,d'onta foreman,d,foreman6400rbd,84669-55830,RB,d,D'Onta Foreman,foreman,7.900000254,12,6400,PIT@CAR,CAR,PIT,,,,,,RB/FLEX,ryland,ryland,d'onta,foreman6400rbd
fortson4500tej,57.81,Jody Fortson,4500,KC,@HOU,1,,2,3,1,-3.07,0.4,0,5.07,0,0.5,0,0,0,0,0.07,-3.4,14,31.8,17.3,3.5,-14.5,49,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.13,0,0,0,4.2,0,2.82,0.33,60,0.4,0.2,50,5.1,-0.2,-1500,5.14,0.37,28,0.2,0.12,25,TE,12/14/2022,0,0,0,0,1,0,9,7,12,0.2,0,0.5,0,0.029,0.063,0.029,7.7,2.8,0,0,0,0,0,0,0,0,0,0,fortson,jody fortson,j,fortson4500tej,84669-104447,TE,j,Jody Fortson,fortson,3.162499905,8,4500,KC@HOU,KC,HOU,,,,,,TE/FLEX,ryland,ryland,jody,fortson4500tej
fournette6600rbl,71.91,Leonard Fournette,6600,TB,CIN,4,,8.99,11.6,6.4,-1.68,1.4,1.3,10.67,1,0.83,0,1.8,2,0,0.11,-0.6,45,20.8,24.3,0.5,3.5,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,3.5,0.2,0.475,1.71,1.06,0.76,60,0.47,0,9.9,-600,0.71,0.24,75,0,0,40,12,0.2,600,0.65,0.27,52,0.08,0.24,25,RB,12/14/2022,0.75,0.575,0.633,12,5,4,31,12,6.7,0.2,0,0.143,0.476,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette6600rbl,84669-52922,RB,l,Leonard Fournette,fournette,12.74166616,12,6600,CIN@TB,TB,CIN,,,,,,RB/FLEX,ryland,ryland,leonard,fournette6600rbl
freeman4500rbr,51.13,Royce Freeman,4500,HOU,KC,1,,2.21,3,1.4,-3.22,0.5,0,5.43,0,0.5,0,0,0,0,0.83,-5.3,12,17.3,31.8,-1,14.5,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3.2,0,0.476,0.24,0,0,0,0,0,0,0,0,0,0,0,0,50,3.5,-0.6,-1500,0.63,0.29,18,0,0.09,22,RB,12/14/2022,0,0.162,0.195,5,0,0,0,0,0,0,0,0,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,freeman,royce freeman,r,freeman4500rbr,84669-55970,RB,r,Royce Freeman,freeman,2.690909126,11,4500,KC@HOU,HOU,KC,,,,,,RB/FLEX,ryland,ryland,royce,freeman4500rbr
freiermuth5800tep,66.86,Pat Freiermuth,5800,PIT,@CAR,1,,7.66,10.3,5,-0.45,1.3,2.8,8.11,7,0.98,0.8,3.1,8,0,0.78,5,44,17.3,20.3,-2.2,3,37.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.29,0.06,43,0.36,0,9.8,400,1.45,0.23,100,0.6,0,50,7.7,0.7,-200,1.22,0.18,80,0.26,0.07,26,TE,12/14/2022,0,0,0,0,6,4,46,19,10.9,0.1,0,0.143,0,0.178,0.2,0.22,29.7,16.4,0,0,0,0,0,0,0,0,0,0,freiermuth,pat freiermuth,p,freiermuth5800tep,84669-86244,TE,p,Pat Freiermuth,freiermuth,8.458333333,12,5800,PIT@CAR,PIT,CAR,,,,,,TE/FLEX,ryland,ryland,pat,freiermuth5800tep
gage5300wrr,39.45,Russell Gage,5300,TB,CIN,4,,3.48,4.9,2.1,-4.73,0.7,0.1,8.21,0,0.78,0,0,0,0,0.09,-2.1,41,20.8,24.3,0.5,3.5,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0.12,60,0.47,0,4.9,100,3.27,0.2,33,0,0.33,30,80,-1,-700,1.34,0.19,40,0.13,0.22,22,WR,12/14/2022,0,0,0,0,5,4,43,15,10,0.3,0,0.235,0,0.156,0.286,0.168,29.7,17.7,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5300wrr,84669-52916,WR,r,Russell Gage,gage,5.933333503,9,5300,CIN@TB,TB,CIN,,,,,,WR/FLEX,ryland,ryland,russell,gage5300wrr
gainwell5000rbk,58.5,Kenneth Gainwell,5000,PHI,@CHI,1,,2.78,3.6,1.9,-3.9,0.6,0,6.68,0,0.5,1,0.5,8,0,0.86,5.8,17,28.5,20,3,-8.5,48.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5.1,0.3,0.647,0.89,0.72,0.28,22,0.69,0,6.1,-1000,1.36,0.36,40,0.2,0.2,50,50,-2,-1000,1.06,0.29,23,0.17,0.47,34,RB,12/14/2022,0.152,0.095,0.251,3,1,1,6,4,5.8,0,0,0.455,0.727,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,gainwell,kenneth gainwell,k,gainwell5000rbk,84669-90912,RB,k,Kenneth Gainwell,gainwell,4.523076864,13,5000,PHI@CHI,PHI,CHI,,,,,,RB/FLEX,ryland,ryland,kenneth,gainwell5000rbk
gallup5700wrm,65.63,Michael Gallup,5700,DAL,@JAX,1,,8.46,11.8,5.1,-0.66,1.5,9.1,9.12,-6,0.61,1,2.5,1,0,0.65,-2,47,26,22,1.5,-4,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.35,0.18,53,0.3,0,8.3,100,1.32,0.17,100,0.4,0,50,7.3,-0.6,-300,1.37,0.15,54,0.13,0.04,22,WR,12/14/2022,0,0,0,0,5,2,35,19,12.1,0.3,0,0.273,0,0.165,0.16,0.147,25.7,24.6,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup5700wrm,84669-69956,WR,m,Michael Gallup,gallup,6.669999695,10,5700,DAL@JAC,DAL,JAC,,,,,,WR/FLEX,ryland,ryland,michael,gallup5700wrm
gentry4200tez,66.64,Zach Gentry,4200,PIT,@CAR,1,,2.33,3.3,1.4,-2.04,0.6,0.1,4.37,-3,0.66,0,0,2,0,0.28,5,35,17.3,20.3,-2.2,3,37.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.18,0.18,43,0.36,0,1.3,-100,0.83,0.04,60,0.2,0.2,50,2.5,-0.5,-1800,1.35,0.07,36,0.08,0.28,25,TE,12/14/2022,0,0,0,0,1,1,11,7,7.3,0,0,0,0,0.054,0,0.053,2.9,1.7,0,0,0,0,0,0,0,0,0,0,gentry,zach gentry,z,gentry4200tez,84669-64221,TE,z,Zach Gentry,gentry,1.672727238,11,4200,PIT@CAR,PIT,CAR,,,,,,TE/FLEX,ryland,ryland,zach,gentry4200tez
godwin7000wrc,70.19,Chris Godwin,7000,TB,CIN,4,,11.92,16.2,7.7,-0.17,1.7,16.5,12.09,-5,0.63,1,3.3,3,0,0.93,-2.1,55,20.8,24.3,0.5,3.5,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.59,0.12,60,0.47,0,12.9,0,1.1,0.19,75,0.25,0.25,40,10.6,-0.9,1000,1.07,0.19,36,0.12,0.16,25,WR,12/14/2022,0,0,0,0,9,6,62,21,9.5,0.2,0,0.154,0,0.215,0.133,0.225,36.3,17.5,0,0,0,0,0,0,0,0,0,0,godwin,chris godwin,c,godwin7000wrc,84669-55635,WR,c,Chris Godwin,godwin,10.83636336,11,7000,CIN@TB,TB,CIN,,,,,,WR/FLEX,ryland,ryland,chris,godwin7000wrc
goff7300qbj,48.62,Jared Goff,7300,DET,@NYJ,1,,14.78,24.9,4.7,-4.61,2,1.7,19.39,4,0.94,0.17,2.6,1,0,0.39,-7.3,66,21.3,22.3,-2.5,1,43.5,55,22,33,253,66,7.6,7.46,1.8,39,125.5,257.6,4.4,16.6,3.8,5.5,1.5,4.3,1,3,3,2.2,0,0.174,4.53,2.41,1.59,36,0.53,0,16,500,0.42,0.23,100,0.83,0,60,16.3,-0.8,1300,0.45,0.25,69,0.52,0.13,23,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff7300qbj,84669-38435,QB,j,Jared Goff,goff,16.85999944,13,7300,DET@NYJ,DET,NYJ,,,,,,QB,ryland,ryland,jared,goff7300qbj
gray4600ten,59.69,Noah Gray,4600,KC,@HOU,1,,3.91,5.5,2.3,-1.39,0.9,0.1,5.3,7,0.98,0,0,1,0,0.07,-3.4,33,31.8,17.3,3.5,-14.5,49,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.19,0.06,0,0,0,3.1,400,1.39,0.08,100,0.2,0,50,3.2,0,-1400,1.6,0.1,68,0.12,0.12,25,TE,12/14/2022,0,0,0,0,1,1,15,11,10.1,0.1,0,0.25,0,0.053,0.025,0.051,8.6,3.5,0,0,0,0,0,0,0,0,0,0,gray,noah gray,n,gray4600ten,84669-93143,TE,n,Noah Gray,gray,3.576923077,13,4600,KC@HOU,KC,HOU,,,,,,TE/FLEX,ryland,ryland,noah,gray4600ten
green5000wra,47.83,A.J. Green,5000,ARI,@DEN,4,,3.63,5.4,1.9,-3.9,0.7,0.1,7.53,4,0.88,0,0,1,0,0.09,-4.7,46,17.5,19,0,1.5,36.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.47,0.24,39,0.26,0,3.7,0,0.85,0.08,40,0,0.6,50,4.6,-2.5,-700,1.09,0.1,45,0,0.22,22,WR,12/14/2022,0,0,0,0,4,2,21,11,10.4,0.1,0,0.091,0,0.107,0.059,0.084,13.2,9.5,0,0,0,0,0,0,0,0,0,0,green,a.j. green,a,green5000wra,84669-14187,WR,a,A.J. Green,green,3.029999924,10,5000,ARI@DEN,ARI,DEN,,,,,,WR/FLEX,ryland,ryland,a.j.,green5000wra
harris4700rbk,65.79,Kevin Harris,4700,NE,@LV,4,,4.33,5.7,3,-1.6,0.9,0,5.93,0,0.5,0,0,2,0,0.29,3.6,14,21.8,23.3,0.8,1.5,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2.5,0.3,0.25,0.23,0.08,0,0,0,0,2.9,100,0.64,0.19,20,0.2,0.4,50,3.4,0,-1300,0.86,0.24,11,0.05,0.23,17,RB,12/14/2022,0.2,0.115,0.23,4,0,0,0,0,0,0,0,0.333,0.333,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,harris,kevin harris,k,harris4700rbk,84669-102762,RB,k,Kevin Harris,harris,3,3,4700,NE@LV,NE,LV,,,,,,RB/FLEX,ryland,ryland,kevin,harris4700rbk
harris6600rbn,71.91,Najee Harris,6600,PIT,@CAR,1,,9.78,12.6,6.9,-0.89,1.5,6.7,10.67,-5,0.59,0.67,2.7,4,0,0.18,-2.1,47,17.3,20.3,-2.2,3,37.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,4,0.4,0.463,2.18,1.12,0.53,43,0.36,0,16.7,100,0.95,0.42,100,0.4,0,50,11.4,0.1,600,0.58,0.24,68,0.12,0.24,25,RB,12/14/2022,0.462,0.542,0.697,15,3,2,13,7,5.1,0.1,0,0.133,0.467,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,harris,najee harris,n,harris6600rbn,84669-90575,RB,n,Najee Harris,harris,11.0046152,13,6600,PIT@CAR,PIT,CAR,,,,,,RB/FLEX,ryland,ryland,najee,harris6600rbn
harry4900wrn,45.64,N'Keal Harry,4900,CHI,PHI,1,,3.12,4.6,1.6,-4.18,0.6,0.1,7.3,-4,0.66,0,0,0,0,0.06,-2.5,30,20,28.5,-2.5,8.5,48.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0,22,0.69,0,5.4,200,5.4,1.08,25,0,0,40,4.1,-0.4,-1100,1.58,0.14,20,0.05,0.05,20,WR,12/14/2022,0,0,0,0,2,1,22,19,17.8,0.1,0,0.5,0,0.09,0.111,0.113,18.9,14.1,0,0,0,0,0,0,0,0,0,0,harry,n'keal harry,n,harry4900wrn,84669-69168,WR,n,N'Keal Harry,harry,4.449999809,4,4900,PHI@CHI,CHI,PHI,Q,Back,,,,WR/FLEX,ryland,ryland,n'keal,harry4900wrn
hasty5500rbj,53.06,JaMycal Hasty,5500,JAX,DAL,1,,3.48,4.5,2.4,-4.45,0.6,0,7.93,0,0.5,0,0,1,0,0.18,-3.2,11,22,26,1,4,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4.8,0.1,0.375,0.56,0.22,0.11,53,0.3,0,9.7,700,1.38,0.42,33,0.33,0.33,30,3.9,-0.5,-500,1.12,0.35,37,0.08,0.33,24,RB,12/14/2022,0.063,0.075,0.173,2,1,1,9,5,7.7,0.1,0,0,0.286,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hasty,jamycal hasty,j,hasty5500rbj,84669-65724,RB,j,JaMycal Hasty,hasty,4.029999924,10,5500,DAL@JAC,JAC,DAL,,,,,,RB/FLEX,ryland,ryland,jamycal,hasty5500rbj
henry5200teh,62.33,Hunter Henry,5200,NE,@LV,4,,5.75,7.9,3.6,-0.95,1.1,4.9,6.7,-1,0.77,1,1.9,1,0,0.12,-1.5,47,21.8,23.3,0.8,1.5,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.29,0.06,0,0,0,5.8,300,1.65,0.13,85,0.28,0.14,70,5.2,-0.5,-800,1.32,0.11,58,0.25,0.25,24,TE,12/14/2022,0,0,0,0,3,2,36,19,14.3,0.2,0,0.182,0,0.128,0.235,0.156,25.4,14.6,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry5200teh,84669-40845,TE,h,Hunter Henry,henry,5.123076806,13,5200,NE@LV,NE,LV,,,,,,TE/FLEX,ryland,ryland,hunter,henry5200teh
henry8900rbd,88.73,Derrick Henry,8900,TEN,@LAC,4,,18.5,23.9,13.1,2.09,2.1,13.2,16.41,7,0.95,1,9.1,10,0,0.18,7.1,38,21.8,24.8,1.5,3,46.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,92,4.4,0.8,0.465,2.47,1.06,0.88,0,0,0,12.3,-600,0.66,0.33,33,0,0.66,30,15.1,-1.4,2900,0.59,0.4,32,0.25,0.42,28,RB,12/14/2022,0.917,0.761,0.652,21,2,2,24,17,12.3,0,0,0.278,0.556,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,henry,derrick henry,d,henry8900rbd,84669-39280,RB,d,Derrick Henry,henry,17.77384597,13,8900,TEN@LAC,TEN,LAC,,,,,,RB/FLEX,ryland,ryland,derrick,henry8900rbd
herbert8300qbj,63.25,Justin Herbert,8300,LAC,TEN,4,,21.3,31.6,11,-0.05,2.6,8.4,21.35,1,0.82,1,10,1,0,0.74,-8.3,71,24.8,21.8,-0.5,-3,46.5,50,28,43,291,66,6.7,6.34,1.7,38,137.6,301.8,6.9,16.4,5.6,4,1.4,4.7,3,6,10,2.9,0,0.418,7.94,3.5,1.56,0,0,0,20.9,600,0.39,0.29,100,0.57,0,70,19.1,-0.9,2300,0.39,0.27,81,0.36,0.04,22,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,herbert,justin herbert,j,herbert8300qbj,84669-69189,QB,j,Justin Herbert,herbert,18.27230718,13,8300,TEN@LAC,LAC,TEN,,,,,,QB,ryland,ryland,justin,herbert8300qbj
higgins7500wrt,59.77,Tee Higgins,7500,CIN,@TB,4,,11.13,15.4,6.8,-2.1,1.5,10,13.23,4,0.88,0,0,3,0,0.77,1,46,24.3,20.8,2,-3.5,45,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.24,0.18,60,0.47,0,17.6,-100,2.61,0.4,60,0.6,0.2,50,14,1.8,1500,2.09,0.3,50,0.34,0.26,26,WR,12/14/2022,0,0,0,0,6,4,71,26,14.8,0.4,0,0.364,0,0.187,0.194,0.234,59.1,28.5,0,0,0,0,0,0,0,0,0,0,higgins,tee higgins,t,higgins7500wrt,84669-89981,WR,t,Tee Higgins,higgins,13.28181874,11,7500,CIN@TB,CIN,TB,Q,Hamstring,,,,WR/FLEX,ryland,ryland,tee,higgins7500wrt
hill6200tet,67.26,Taysom Hill,6200,NO,ATL,1,,8.49,12.2,4.8,-0.55,1.4,5.3,9.04,4,0.95,1,0.6,4,0,0.77,-2.3,24,24,19.5,-0.5,-4.5,43.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.53,0.18,0,0,0,7.2,200,0.72,0.28,75,0.5,0.25,40,8.1,-1.7,0,0.59,0.34,50,0.16,0.33,24,TE,12/14/2022,0,0,0,0,0,0,4,4,9.4,0.1,0,0.333,0,0.025,0.087,0.019,3.3,1.9,0,0,0,0,0,0,0,0,0,0,hill,taysom hill,t,hill6200tet,84669-45565,TE,t,Taysom Hill,hill,8.620000203,12,6200,ATL@NO,NO,ATL,,,,,,TE/FLEX,ryland,ryland,taysom,hill6200tet
hollins5700wrm,63.26,Mack Hollins,5700,LV,NE,4,,8.03,11.4,4.7,-1.09,1.4,0.9,9.12,20,0.98,0,0,1,0,0.68,-1.3,49,23.3,21.8,-0.7,-1.5,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.41,0.12,0,0,0,8.5,300,1.14,0.13,100,0.33,0,60,8.3,0.4,-300,1.39,0.17,63,0.27,0.09,22,WR,12/14/2022,0,0,0,0,4,2,36,17,13.1,0.2,0,0.1,0,0.149,0.125,0.161,27,22.1,0,0,0,0,0,0,0,0,0,0,hollins,mack hollins,m,hollins5700wrm,84669-25267,WR,m,Mack Hollins,hollins,8.035384545,13,5700,NE@LV,LV,NE,,,,,,WR/FLEX,ryland,ryland,mack,hollins5700wrm
hooper5000tea,74.59,Austin Hooper,5000,TEN,@LAC,4,,5.65,7.8,3.5,-0.59,1.1,2.4,6.24,3,0.93,0,0,2,0,0.07,-2.6,32,21.8,24.8,1.5,3,46.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.17,0.06,0,0,0,5.8,0,1.25,0.18,100,0.33,0,30,40,-1.5,-1000,1.23,0.12,67,0.14,0.1,28,TE,12/14/2022,0,0,0,0,3,2,25,12,10.8,0.1,0,0.222,0,0.124,0.1,0.129,17.4,12.4,0,0,0,0,0,0,0,0,0,0,hooper,austin hooper,a,hooper5000tea,84669-40126,TE,a,Austin Hooper,hooper,4.823076982,13,5000,TEN@LAC,TEN,LAC,,,,,,TE/FLEX,ryland,ryland,austin,hooper5000tea
hopkins8400wrd,51.86,DeAndre Hopkins,8400,ARI,@DEN,4,,11.8,16.1,7.5,-3.48,1.4,3,15.28,21,0.98,1,1.7,2,0,0.75,-4.7,60,17.5,19,0,1.5,36.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.12,0,39,0.26,0,12.3,100,1.27,0.23,50,0,0.5,40,14.9,0.3,2400,1.39,0.25,26,0.08,0.13,23,WR,12/14/2022,0,0,0,0,10,8,93,24,11.7,0.4,0,0.167,0,0.3,0.333,0.392,72.9,41.8,0,0,0,0,0,0,0,0,0,0,hopkins,deandre hopkins,d,hopkins8400wrd,84669-16606,WR,d,DeAndre Hopkins,hopkins,15.61428615,7,8400,ARI@DEN,ARI,DEN,,,,,,WR/FLEX,ryland,ryland,deandre,hopkins8400wrd
houston3000,63.33,Houston,3000,HOU,KC,1,,4.64,10.1,-0.9,1.48,1.5,1.3,3.16,-4,0.39,0,0,1,0,0.49,-8,0,17.3,31.8,-1,14.5,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,6.9,0,0,0,0,0,0,0,0,0,0,0,0,6,-1300,0,0,75,0.75,0.25,40,6.9,10,-3000,0,0,81,0.68,0.18,22,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.8,0.5038,0.4813,0.0121,0.036,7.72,9.18,4.94,3.23,0.2115,houston,houston,h,houston3000,84669-12556,D,h,Houston Texans,texans,5.923076923,13,3000,KC@HOU,HOU,KC,,,,,,DEF,Texans,Texans,houston,houston3000
hubbard6100rbc,64.02,Chuba Hubbard,6100,CAR,PIT,1,,6.51,8.7,4.3,-2.91,1.1,0.1,9.42,4,0.91,1,0.5,1,0,0.09,-1.8,18,20.3,17.3,-0.2,-3,37.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,4.2,0.2,0.453,0.88,0.18,0.12,43,0.36,0,7.7,500,0.57,0.32,100,0.5,0,40,4.6,-0.1,100,0.62,0.26,34,0.21,0.39,23,RB,12/14/2022,0.273,0.223,0.296,6,1,0,5,4,5.9,0.1,0,0.154,0.385,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hubbard,chuba hubbard,c,hubbard6100rbc,84669-87467,RB,c,Chuba Hubbard,hubbard,4.509999847,10,6100,PIT@CAR,CAR,PIT,,,,,,RB/FLEX,ryland,ryland,chuba,hubbard6100rbc
huntley4900rbc,49.3,Caleb Huntley,4900,ATL,@NO,1,,2.01,2.7,1.3,-4.42,0.4,0,6.43,0,0.5,0,0,5,0,0.18,4,10,19.5,24,2,4.5,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,4.9,0.1,0.627,1.18,0.47,0.18,0,0,0,1.4,-500,0.53,0.48,75,0.25,0.25,40,3.6,-1.4,-1100,0.51,0.36,30,0.1,0.35,20,RB,12/14/2022,0.125,0.216,0.183,6,0,0,0,0,1.5,0,0,0.05,0.7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,huntley,caleb huntley,c,huntley4900rbc,84669-89157,RB,c,Caleb Huntley,huntley,3.972727342,11,4900,ATL@NO,ATL,NO,,,,,,RB/FLEX,ryland,ryland,caleb,huntley4900rbc
hurts9000qbj,76.76,Jalen Hurts,9000,PHI,@CHI,1,,23.26,34.3,12.3,0.54,2.6,19.9,22.72,0,0.74,1,6.1,2,0,0.8,-5,66,28.5,20,3,-8.5,48.5,49,19,29,241,67,8.2,7.82,1.6,38,135.9,255.1,6,16.4,7,5.5,1,7.6,9,16,48,5,0.8,0.615,6.22,3.44,2.28,22,0.69,0,28.6,200,0.64,0.42,100,1,0,50,26.2,5.1,3000,0.63,0.4,88,0.64,0,34,QB,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hurts,jalen hurts,j,hurts9000qbj,84669-69531,QB,j,Jalen Hurts,hurts,25.99076961,13,9000,PHI@CHI,PHI,CHI,,,,,,QB,ryland,ryland,jalen,hurts9000qbj
ingram5700rbk,36.91,Keaontay Ingram,5700,ARI,@DEN,4,,2.01,2.6,1.4,-6.42,0.4,0,8.43,0,0.5,0,0,2,0,0.23,3.9,9,17.5,19,0,1.5,36.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2.4,0.1,0.273,0.62,0.15,0.15,39,0.26,0,0.9,1000,0.34,0.08,40,0,0.6,50,3.9,-1.3,-300,1.12,0.43,31,0.1,0.36,19,RB,12/14/2022,0.143,0.063,0.144,3,0,0,3,3,11.5,0,0,0.143,0.286,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,ingram,keaontay ingram,k,ingram5700rbk,84669-92545,RB,k,Keaontay Ingram,ingram,2.08571434,7,5700,ARI@DEN,ARI,DEN,,,,,,RB/FLEX,ryland,ryland,keaontay,ingram5700rbk
jackson5100rbj,50.13,Justin Jackson,5100,DET,@NYJ,1,,2.28,3,1.6,-4.65,0.4,0,6.93,0,0.5,0,0,0,0,0.11,-2.8,19,21.3,22.3,-2.5,1,43.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,4.6,0.3,0.533,0.94,0.31,0.13,36,0.53,0,5.8,200,0.85,0.3,83,0.5,0.16,60,6.6,0.6,-900,0.89,0.35,61,0.23,0.14,21,RB,12/14/2022,0.188,0.214,0.279,5,2,1,16,7,9.2,0.1,0,0.3,0.7,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,jackson,justin jackson,j,jackson5100rbj,84669-55165,RB,j,Justin Jackson,jackson,3.618181749,11,5100,DET@NYJ,DET,NYJ,Q,Illness,,,,RB/FLEX,ryland,ryland,justin,jackson5100rbj
jacksonville3500,68.25,Jacksonville,3500,JAX,DAL,1,,6.06,13,-0.8,1.29,1.7,4,4.77,-8,0.2,0,0,1,0,0.41,-2.7,0,22,26,1,4,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,5.34,0,0,0,0,0,0,0,0,0,53,0.3,0,5,-300,0,0,66,0.66,0.33,30,6.4,1.2,-2500,0,0,76,0.47,0.23,21,D,12/14/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.5017,0.5075,0.0116,0.045,7.27,9.76,5.63,2.93,0.2229,jacksonville,jacksonville,j,jacksonville3500,84669-12554,D,j,Jacksonville Jaguars,jaguars,6.230769231,13,3500,DAL@JAC,JAC,DAL,,,,,,DEF,Jaguars,Jaguars,jacksonville,jacksonville3500
