,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
bell4900wrd,42.2,David Bell,4900,CLE,@BAL,,,2.86,4.4,1.4,-4.44,0.6,0.2,7.3,2,0.86,1,0.8,0,0,0.14,4.3,29,19.5,26,-0.3,6.5,45.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,60,0.81,0.3,2.1,200,1.03,0.07,80,0.4,0.2,50,1.9,-1.6,-1100,1.43,0.07,38,0.15,0.46,13,WR,10/19/2022,0,0,0,0,1,1,11,8,11,0,0,0,0,0.041,0,0.05,10,4.7,0,0,0,0,0,0,0,0,0,0,bell,david bell,d,bell4900wrd,81947-114180,WR,d,David Bell,bell,1.920000076,5,4900,CLE@BAL,CLE,BAL,,,,,,WR/FLEX,ryland,ryland,david,bell4900wrd
bellinger5100ted,67.53,Daniel Bellinger,5100,NYG,@JAX,,,6.37,8.6,4.1,-0.1,1.2,1.6,6.47,5,0.96,0.75,1.9,4,0,0.23,2.2,43,20.3,23.3,0,3,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.33,0.17,73,0.75,0,7.9,300,1.87,0.17,100,0.66,0,60,6.5,4.4,-900,2.18,0.15,75,0.5,0.16,12,TE,10/19/2022,0,0,0,0,2,2,23,11,9.3,0.3,0,0.5,0,0.113,0.4,0.135,9.4,3.9,0,0,0,0,0,0,0,0,0,0,bellinger,daniel bellinger,d,bellinger5100ted,81947-90307,TE,d,Daniel Bellinger,bellinger,7.919999695,5,5100,NYG@JAC,NYG,JAC,,,,,,TE/FLEX,ryland,ryland,daniel,bellinger5100ted
berrios5000wrb,50.02,Braxton Berrios,5000,NYJ,@DEN,,,4.18,5.9,2.5,-3.35,0.8,0.7,7.53,-2,0.81,0,0,0,0,0.58,-1.9,21,19.5,18,1.5,-1.5,37.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.44,0.22,62,0.2,0.07,6.5,200,2.36,0.43,83,0.66,0.16,60,6.7,0.1,-1000,1.45,0.32,79,0.41,0.04,24,WR,10/19/2022,0,0,0,0,3,2,19,8,8.5,0.1,0,0.222,0,0.085,0.095,0.076,5.5,4.4,0,0,0,0,0,0,0,0,0,0,berrios,braxton berrios,b,berrios5000wrb,81947-52495,WR,b,Braxton Berrios,berrios,5.063333193,6,5000,NYJ@DEN,NYJ,DEN,Q,Back,,,,WR/FLEX,ryland,ryland,braxton,berrios5000wrb
bolden4900rbb,64.12,Brandon Bolden,4900,LV,HOU,,,3.52,4.8,2.3,-2.91,0.7,0.1,6.43,-2,0.73,0,0,5,0,0.92,7.8,20,26.3,19.3,0.8,-7,45.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,5.3,0.1,0.442,0.81,0.19,0.06,0,0,0,2.8,100,0.84,0.22,66,0,0.33,30,6.5,-0.3,-1100,1.15,0.33,61,0.19,0.19,21,RB,10/19/2022,0.045,0.105,0.325,2,2,2,25,13,10.7,0.2,0,0.2,0.2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,bolden,brandon bolden,b,bolden4900rbb,81947-22898,RB,b,Brandon Bolden,bolden,4.550000191,4,4900,HOU@LV,LV,HOU,,,,,,RB/FLEX,ryland,ryland,brandon,bolden4900rbb
boone5400rbm,56.69,Mike Boone,5400,DEN,NYJ,,,3.65,5,2.3,-4.03,0.7,0.2,7.68,-5,0.61,0,0,3,0,0.95,5.8,12,18,19.5,-7.5,1.5,37.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6.3,0,0.4,0.19,0.06,0,62,0.2,0.07,6.1,800,1.1,0.29,40,0.4,0.2,50,4.4,-0.2,-600,1.42,0.37,20,0.1,0.2,20,RB,10/19/2022,0,0.096,0.194,1,1,0,8,7,11.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,boone,mike boone,m,boone5400rbm,81947-58041,RB,m,Mike Boone,boone,3,5,5400,NYJ@DEN,DEN,NYJ,,,,,,RB/FLEX,ryland,ryland,mike,boone5400rbm
boyd6000wrt,63.28,Tyler Boyd,6000,CIN,ATL,,,8.68,12.2,5.2,-1.13,1.4,4.6,9.81,1,0.81,1,1.6,1,0,0.74,5.8,55,27,20.5,-0.3,-6.5,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.47,0.29,74,0.41,0,9.9,100,1.41,0.19,100,0.5,0,80,8.9,1.4,0,1.29,0.16,75,0.34,0.1,29,WR,10/19/2022,0,0,0,0,5,3,52,28,14,0.4,0,0.429,0,0.15,0.188,0.176,30.9,17,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd6000wrt,81947-40669,WR,t,Tyler Boyd,boyd,9.236666361,6,6000,ATL@CIN,CIN,ATL,,,,,,WR/FLEX,ryland,ryland,tyler,boyd6000wrt
brady7400qbt,68.65,Tom Brady,7400,TB,@CAR,,,19.04,30.9,7.1,-0.54,2.6,10.6,19.58,-2,0.64,0.89,4.3,1,0,0.73,3.1,66,26,13,2.7,-13,39,71,27,41,288,66,7,6.93,2,39,155.3,319.4,13.4,41.2,17.7,4.9,1.5,3.1,1,2,2,1.5,0.1,0.36,7.47,3.76,2.12,70,0.39,0,18.4,0,0.37,0.26,100,0.75,0,80,17.5,0.7,1400,0.4,0.27,82,0.51,0.1,29,QB,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brady,tom brady,t,brady7400qbt,81947-6498,QB,t,Tom Brady,brady,15.72999954,6,7400,TB@CAR,TB,CAR,,,,,,QB,ryland,ryland,tom,brady7400qbt
breida5700rbm,38.62,Matt Breida,5700,NYG,@JAX,,,2.13,2.8,1.4,-6.3,0.4,0.1,8.43,-8,0.52,0,0,2,0,0.12,7.2,11,20.3,23.3,0,3,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4.4,0.1,0.615,0.71,0.18,0.06,73,0.75,0,2,900,0.52,0.16,50,0.33,0.5,60,3.3,-1.6,-300,0.8,0.3,24,0.16,0.44,25,RB,10/19/2022,0.067,0.09,0.169,3,1,0,7,6,9.3,0.2,0,0.125,0.75,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,breida,matt breida,m,breida5700rbm,81947-53303,RB,m,Matt Breida,breida,1.649999936,6,5700,NYG@JAC,NYG,JAC,,,,,,RB/FLEX,ryland,ryland,matt,breida5700rbm
brissett6500qbj,64.71,Jacoby Brissett,6500,CLE,@BAL,,,14.22,24,4.5,-3.6,2.2,1.7,17.82,-6,0.33,1,2.4,1,0,0.69,11,49,19.5,26,-0.3,6.5,45.5,44,20,34,215,59,6.3,5.04,0.9,34,103.4,238,7.7,22.8,12.5,2.6,2.6,5.6,2,6,11,5,0.1,0.68,2.71,1.18,0.71,60,0.81,0.3,14,-300,0.33,0.2,100,0.83,0,60,12.9,0,500,0.34,0.26,57,0.42,0.07,26,QB,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brissett,jacoby brissett,j,brissett6500qbj,81947-30231,QB,j,Jacoby Brissett,brissett,14.53999964,6,6500,CLE@BAL,CLE,BAL,,,,,,QB,ryland,ryland,jacoby,brissett6500qbj
brown5400wrn,76.07,Noah Brown,5400,DAL,DET,,,9.07,12.8,5.3,0.63,1.7,3.2,8.44,11,0.96,1,0.4,2,0,0.67,8.1,37,27.8,21.3,0.5,-6.5,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.18,0.06,0,0,0,4,-400,0.89,0.08,71,0.42,0.28,70,5.3,0.8,-600,1.49,0.14,41,0.25,0.08,24,WR,10/19/2022,0,0,0,0,3,2,27,12,12.7,0.1,0,0.111,0,0.102,0.045,0.11,23.3,12.1,0,0,0,0,0,0,0,0,0,0,brown,noah brown,n,brown5400wrn,81947-56248,WR,n,Noah Brown,brown,7.483333588,6,5400,DET@DAL,DAL,DET,,,,,,WR/FLEX,ryland,ryland,noah,brown5400wrn
bryant4500teh,67.72,Harrison Bryant,4500,CLE,@BAL,,,3.3,4.7,1.9,-1.77,0.7,0.3,5.07,-2,0.86,0,0,3,0,0.06,5.1,28,19.5,26,-0.3,6.5,45.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.35,0.18,60,0.81,0.3,3.5,-100,0.94,0.09,60,0.2,0,50,4.5,0.3,-1500,2.06,0.16,60,0.21,0.04,23,TE,10/19/2022,0,0,0,0,2,1,15,10,9.5,0.2,0,0.4,0,0.075,0.167,0.081,12.1,6.8,0,0,0,0,0,0,0,0,0,0,bryant,harrison bryant,h,bryant4500teh,81947-70601,TE,h,Harrison Bryant,bryant,3.179999924,5,4500,CLE@BAL,CLE,BAL,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4500teh
burkhead5000rbr,67.05,Rex Burkhead,5000,HOU,@LV,,,4.93,6.7,3.2,-1.75,1,0.3,6.68,-4,0.73,0,0,2,0,0.91,0,29,19.3,26.3,1.8,7,45.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,3.5,0.2,0.461,1.44,1.06,0.56,0,0,0,7.1,-200,1.12,0.39,100,0.66,0,60,6.9,2.1,-1000,0.53,0.24,70,0.33,0.2,24,RB,10/19/2022,0.375,0.353,0.473,8,3,2,17,8,70,0.1,0,0.111,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead5000rbr,81947-27338,RB,r,Rex Burkhead,burkhead,6.519999695,5,5000,HOU@LV,HOU,LV,,,,,,RB/FLEX,ryland,ryland,rex,burkhead5000rbr
burrow8300qbj,71.28,Joe Burrow,8300,CIN,ATL,,,21.28,32.3,10.3,-0.07,2.6,7.2,21.35,1,0.88,1,10,1,0,0.57,6.1,67,27,20.5,-0.3,-6.5,47.5,45,24,35,292,68,8.2,7.06,2,44,145.6,288,13.2,47.9,12.7,5.7,2.3,9.1,3,7,11,3.7,0.3,0.46,6.18,3.12,1.71,74,0.41,0,23.5,800,0.57,0.37,100,0.87,0,80,20.9,30,2300,0.49,0.31,82,0.58,0.03,29,QB,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow8300qbj,81947-63336,QB,j,Joe Burrow,burrow,22.10666656,6,8300,ATL@CIN,CIN,ATL,,,,,,QB,ryland,ryland,joe,burrow8300qbj
campbell5400wrp,52.53,Parris Campbell,5400,IND,@TEN,,,5.74,8,3.4,-2.7,1.1,1.1,8.44,-2,0.74,0,0,0,0,0.56,3.1,54,19.8,22.3,-1.2,2.5,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0.06,73,0.38,0,7.5,500,1.5,0.12,83,0.5,0.16,60,7.2,0.4,-600,1.74,0.13,25,0.12,0.04,24,WR,10/19/2022,0,0,0,0,4,2,24,10,9.4,0.1,0,0.333,0,0.107,0.111,0.087,9.9,14.1,0,0,0,0,0,0,0,0,0,0,campbell,parris campbell,p,campbell5400wrp,81947-56262,WR,p,Parris Campbell,campbell,5.316666603,6,5400,IND@TEN,IND,TEN,,,,,,WR/FLEX,ryland,ryland,parris,campbell5400wrp
carolina3500,56.42,Carolina,3500,CAR,TB,,,5.36,12.1,-1.4,0.59,1.5,1.1,4.77,6,0.93,0,0,2,0,0.28,-1.5,0,13,26,-4.8,13,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,6.29,0,0,0,0,0,0,0,0,0,70,0.39,0,10.5,-400,0,0,100,1,0,40,6.2,-0.7,-2500,0,0,85,0.42,0.14,21,D,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.7,0.4819,0.4519,0.0087,0.0431,6.96,9.47,4.67,3.54,0.236,carolina,carolina,c,carolina3500,81947-12553,D,c,Carolina Panthers,panthers,7.333333333,6,3500,TB@CAR,CAR,TB,,,,,,DEF,Panthers,Panthers,carolina,carolina3500
carr7600qbd,59.25,Derek Carr,7600,LV,HOU,,,18.04,28.6,7.4,-1.93,2.4,6.7,19.97,1,0.83,0.91,5.2,1,0,0.43,-0.3,65,26.3,19.3,0.8,-7,45.5,51,24,36,258,67,7.2,6.08,1.3,36,134.6,308.6,18.5,47.2,18.5,3.6,2.5,5.5,1,6,8,4.5,0,0.515,6.59,3,1.24,0,0,0,16.5,500,0.4,0.24,100,0.8,0,50,15.5,-1.5,1600,0.39,0.24,91,0.52,0,23,QB,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr7600qbd,81947-45859,QB,d,Derek Carr,carr,17.21199951,5,7600,HOU@LV,LV,HOU,,,,,,QB,ryland,ryland,derek,carr7600qbd
carter5200wrd,63.16,DeAndre Carter,5200,LAC,SEA,,,6.92,9.9,4,-1.06,1.3,0.9,7.98,13,0.96,0,0,1,0,0.56,3.1,40,27.8,22.8,-3.2,-5,50.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.11,0.05,0,0,0,2.3,5199,0.62,0.05,57,0.42,0.42,70,4.4,-1.7,-800,1.17,0.11,41,0.24,0.34,29,WR,10/19/2022,0,0,0,0,3,2,23,12,11.5,0.2,0,0.429,0,0.093,0.182,0.099,18,12.4,0,0,0,0,0,0,0,0,0,0,carter,deandre carter,d,carter5200wrd,81947-62628,WR,d,DeAndre Carter,carter,5.116666794,6,5200,SEA@LAC,LAC,SEA,,,,,,WR/FLEX,ryland,ryland,deandre,carter5200wrd
carter5600rbm,68.88,Michael Carter,5600,NYJ,@DEN,,,6.07,7.9,4.2,-2.11,1.1,0.7,8.18,0,0.82,1,0.4,5,0,0.25,2.1,35,19.5,18,1.5,-1.5,37.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,4.4,0.3,0.49,1.89,1,0.61,62,0.2,0.07,7.6,-300,0.69,0.25,100,0.62,0,80,8.6,3.2,-400,0.6,0.25,73,0.42,0.15,26,RB,10/19/2022,0.25,0.407,0.567,10,4,3,24,9,8.2,0,0,0.133,0.433,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carter,michael carter,m,carter5600rbm,81947-93539,RB,m,Michael Carter,carter,8.583333333,6,5600,NYJ@DEN,NYJ,DEN,,,,,,RB/FLEX,ryland,ryland,michael,carter5600rbm
chase8500wrj,69.16,Ja'Marr Chase,8500,CIN,ATL,,,15.12,20.9,9.3,-0.39,1.8,14.3,15.51,3,0.88,1,6.4,7,0,0.92,5.8,60,27,20.5,-0.3,-6.5,47.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0.88,0.47,74,0.41,0,14.3,0,1.39,0.24,62,0.5,0.37,80,14.4,2.9,2500,1.54,0.24,51,0.31,0.37,29,WR,10/19/2022,0,0,0,0,8,5,81,28,14.8,0.7,0,0.286,0,0.251,0.364,0.281,42.6,34.7,0,0,0,0,0,0,0,0,0,0,chase,ja'marr chase,j,chase8500wrj,81947-85701,WR,j,Ja'Marr Chase,chase,14.86666616,6,8500,ATL@CIN,CIN,ATL,Q,Hip,,,,WR/FLEX,ryland,ryland,ja'marr,chase8500wrj
