,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
adams8600wrd,67.43,Davante Adams,8600,LV,HOU,,,15.16,21.1,9.2,-0.58,1.8,13.4,15.74,7,0.93,1,5.6,7,0,0.94,1.3,59,26.3,19.3,0.8,-7,45.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,1.06,0.69,0,0,0,17.5,-100,1.64,0.26,83,0.66,0,60,16.6,3.4,2600,1.57,0.28,60,0.4,0.2,25,WR,10/19/2022,0,0,0,0,10,7,86,29,12.3,0.9,0,0.333,0,0.3,0.424,0.318,51.5,33.6,0,0,0,0,0,0,0,0,0,0,adams,davante adams,d,adams8600wrd,81947-45889,WR,d,Davante Adams,adams,17.18000031,5,8600,HOU@LV,LV,HOU,,,,,,WR/FLEX,ryland,ryland,davante,adams8600wrd
aiyuk6300wrb,68.5,Brandon Aiyuk,6300,SF,KC,,,10.14,14.4,5.9,-0.35,1.6,7.8,10.49,2,0.86,1,3.2,2,0,0.92,3.4,56,23.8,25.3,0.5,1.5,49,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.28,0.17,68,0.24,0,13.1,6298,1.94,0.25,100,0.57,0,70,10.6,2.7,300,1.71,0.19,75,0.39,0.1,28,WR,10/19/2022,0,0,0,0,5,4,58,24,14.5,0.4,0,0.636,0,0.207,0.28,0.234,34.4,29.6,0,0,0,0,0,0,0,0,0,0,aiyuk,brandon aiyuk,b,aiyuk6300wrb,81947-85798,WR,b,Brandon Aiyuk,aiyuk,10.53333346,6,6300,KC@SF,SF,KC,,,,,,WR/FLEX,ryland,ryland,brandon,aiyuk6300wrb
akins4400tej,49.08,Jordan Akins,4400,HOU,@LV,,,2.27,3.4,1.1,-2.57,0.5,0,4.84,0,0,0,0,1,0,0.1,5.7,17,19.3,26.3,1.8,7,45.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0.12,0,0,0,6,300,2.26,0.4,100,0.66,0,60,4.6,0.4,-1600,2,0.27,37,0.2,0.08,24,TE,10/19/2022,0,0,0,0,2,1,18,13,9.9,0.1,0,0.333,0,0.069,0.091,0.083,12.4,5.7,0,0,0,0,0,0,0,0,0,0,akins,jordan akins,j,akins4400tej,81947-57338,TE,j,Jordan Akins,akins,6.03333346,3,4400,HOU@LV,HOU,LV,,,,,,TE/FLEX,ryland,ryland,jordan,akins4400tej
alie-cox4700tem,52,Mo Alie-Cox,4700,IND,@TEN,,,2.98,4.2,1.8,-2.56,0.6,0.2,5.54,-1,0.78,1,0.5,1,0,0.23,2.1,37,19.8,22.3,-1.2,2.5,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.29,0.18,73,0.38,0,6.8,100,2.73,0.18,33,0.16,0.16,60,4.2,-0.8,-1300,1.68,0.11,45,0.08,0.16,24,TE,10/19/2022,0,0,0,0,2,1,17,11,12,0.2,0,0.333,0,0.076,0.115,0.079,8.4,7.9,0,0,0,0,0,0,0,0,0,0,alie-cox,mo alie-cox,m,alie-cox4700tem,81947-24533,TE,m,Mo Alie-Cox,alie-cox,6.220000076,5,4700,IND@TEN,IND,TEN,,,,,,TE/FLEX,ryland,ryland,mo,alie-cox4700tem
allen7300wrk,56.76,Keenan Allen,7300,LAC,SEA,,,10.24,14.3,6.1,-2.53,1.4,3.1,12.77,21,0.99,1,0.8,3,0,0.75,3.1,56,27.8,22.8,-3.2,-5,50.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0.29,0,0,0,0,7296,0,0,0,0,0,70,11.9,0.4,1300,1.14,0.21,36,0.08,0.2,25,WR,10/19/2022,0,0,0,0,9,6,71,24,11.1,0.5,0,0.313,0,0.243,0.208,0.242,50.5,28.7,0,0,0,0,0,0,0,0,0,0,allen,keenan allen,k,allen7300wrk,81947-29253,WR,k,Keenan Allen,allen,8.600000381,1,7300,SEA@LAC,LAC,SEA,Q,Hamstring,,,,WR/FLEX,ryland,ryland,keenan,allen7300wrk
allgeier5900rbt,76.59,Tyler Allgeier,5900,ATL,@CIN,,,8.54,11.1,6,-0.39,1.4,2.6,8.93,3,0.91,0,0,5,0,0.2,4.5,27,20.5,27,3.2,6.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,4.4,0,0.444,1.5,0.67,0,74,0.41,0,5.6,1100,0.49,0.19,100,0.5,0,60,4.7,1.3,-100,0.42,0.17,80,0.3,0.1,10,RB,10/19/2022,0,0.318,0.458,10,0,0,5,5,12.5,0,0,0,0.222,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,allgeier,tyler allgeier,t,allgeier5900rbt,81947-90428,RB,t,Tyler Allgeier,allgeier,5.4,5,5900,ATL@CIN,ATL,CIN,,,,,,RB/FLEX,ryland,ryland,tyler,allgeier5900rbt
andrews8500tem,56.81,Mark Andrews,8500,BAL,CLE,,,12.47,16.8,8.1,-1.94,1.5,11.8,14.41,0,0.86,1,10,7,0,0.77,0.7,57,26,19.5,0.7,-6.5,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0.65,0.24,60,0.81,0.3,16.6,800,1.7,0.28,87,0.87,0.12,80,15.9,6.1,2500,1.6,0.28,70,0.51,0.18,27,TE,10/19/2022,0,0,0,0,9,6,79,24,12,0.6,0,0.407,0,0.288,0.44,0.349,54.4,33.6,0,0,0,0,0,0,0,0,0,0,andrews,mark andrews,m,andrews8500tem,81947-52436,TE,m,Mark Andrews,andrews,15.88333384,6,8500,CLE@BAL,BAL,CLE,Q,Knee,,,,TE/FLEX,ryland,ryland,mark,andrews8500tem
atlanta3300,78.76,Atlanta,3300,ATL,@CIN,,,5.76,12.8,-1.2,1.63,1.7,5.7,4.13,-10,0.16,0,0,1,0,0.62,-0.2,0,20.5,27,3.2,6.5,47.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,2.62,0,0,0,0,0,0,0,0,0,74,0.41,0,4.8,-400,0,0,75,0.5,0.25,40,5.6,0.6,-2700,0,0,80,0.57,0.19,21,D,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.5324,0.5383,0.0144,0.0439,7.04,12.17,5.69,30,0.2146,atlanta,atlanta,a,atlanta3300,81947-12525,D,a,Atlanta Falcons,falcons,6.5,6,3300,ATL@CIN,ATL,CIN,,,,,,DEF,Falcons,Falcons,atlanta,atlanta3300
baltimore4400,33.02,Baltimore,4400,BAL,CLE,,,6.88,15.1,-1.4,-0.78,1.6,2.5,7.66,9,0.95,0,0,3,0,0.62,-4.1,0,26,19.5,0.7,-6.5,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,4.91,0,0,0,0,0,0,0,0,0,60,0.81,0.3,6,-600,0,0,100,0.5,0,40,6.1,-1.6,-1600,0,0,86,0.31,0.09,22,D,10/19/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,0.4976,0.4559,0.0127,0.0457,7.79,10.18,6.13,4.23,0.1965,baltimore,baltimore,b,baltimore4400,81947-12555,D,b,Baltimore Ravens,ravens,7.666666667,6,4400,CLE@BAL,BAL,CLE,,,,,,DEF,Ravens,Ravens,baltimore,baltimore4400
barkley9300rbs,81.74,Saquon Barkley,9300,NYG,@JAX,,,16.57,21.9,11.3,-0.83,1.8,12,17.4,4,0.96,1,3.3,9,0,0.06,7.2,45,20.3,23.3,0,3,43.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,72,4.5,0.3,0.436,1.18,0.71,0.35,73,0.75,0,17.9,800,0.75,0.32,100,0.5,0,60,12.6,2.4,3300,0.61,0.28,50,0.2,0.29,24,RB,10/19/2022,0.444,0.563,0.727,16,4,3,20,12,60,0.1,0,0.167,0.667,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,barkley,saquon barkley,s,barkley9300rbs,81947-64401,RB,s,Saquon Barkley,barkley,18.93333308,6,9300,NYG@JAC,NYG,JAC,Q,Shoulder,,,,RB/FLEX,ryland,ryland,saquon,barkley9300rbs
bateman6500wrr,49.68,Rashod Bateman,6500,BAL,CLE,,,7.07,10.2,4,-3.88,1.1,2.6,10.95,-3,0.71,1,2.4,1,0,0.61,2.5,46,26,19.5,0.7,-6.5,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.12,0.06,60,0.81,0.3,4.1,-300,0.81,0.12,37,0.25,0.12,80,90,0.8,500,1.62,0.19,57,0.34,0.11,26,WR,10/19/2022,0,0,0,0,5,3,48,24,13.8,0.2,0,0.143,0,0.16,0.13,0.21,30.2,20.4,0,0,0,0,0,0,0,0,0,0,bateman,rashod bateman,r,bateman6500wrr,81947-85845,WR,r,Rashod Bateman,bateman,9.949999809,4,6500,CLE@BAL,BAL,CLE,Q,Foot,,,,WR/FLEX,ryland,ryland,rashod,bateman6500wrr
bates4400tej,57.36,John Bates,4400,WAS,GB,,,3.36,4.7,2.1,-1.48,0.8,0,4.84,46,0,0,0,1,0,0.72,1.5,38,18.5,23,-1.5,4.5,41.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,60,0.78,0.29,4.7,0,1.4,0.16,57,0.28,0,70,4.1,0.2,-1600,1.72,0.11,60,0.13,0.06,30,TE,10/19/2022,0,0,0,0,2,1,19,13,11.3,0.1,0,0.333,0,0.071,0.045,0.084,9.7,4.5,0,0,0,0,0,0,0,0,0,0,bates,john bates,j,bates4400tej,81947-72705,TE,j,John Bates,bates,2.360000038,5,4400,GB@WAS,WAS,GB,Q,Hamstring,,,,TE/FLEX,ryland,ryland,john,bates4400tej
