,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
carter6200wrd,55.17,DeAndre Carter,6200,LAC,@LV,4,,7.88,11,4.7,-2.38,1.3,0,10.26,78,0.99,1,1.5,1,0,0.01,-3.4,42,23.5,26,-2,2.5,49.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.05,0,0,0,0,8.9,700,1.55,0.17,100,0.5,0,60,4.8,-2.3,200,1.2,0.11,39,0.17,0.35,28,WR,11/30/2022,0,0,0,0,3,2,28,15,11.1,0.2,0,0,0,0.1,0.125,0.118,18.9,12.2,0,0,0,0,0,0,0,0,0,0,carter,deandre carter,d,carter6200wrd,84056-62628,WR,d,DeAndre Carter,carter,7.245454268,11,6200,LAC@LV,LAC,LV,,,,,,WR/FLEX,ryland,ryland,deandre,carter6200wrd
chark5300wrd,58.9,D.J. Chark,5300,DET,JAX,1,,6.34,9.2,3.5,-1.87,1.2,2.2,8.21,-8,0.57,1,0.7,2,0,0.57,-0.4,44,26.3,25.3,0.5,-1,51.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.12,0,0,0,8.6,300,2.87,0.28,20,0,0,50,9.3,0.1,-700,1.94,0.21,13,0.04,0,22,WR,11/30/2022,0,0,0,0,4,1,22,12,12.7,0.4,0,0.333,0,0.143,0.222,0.099,18.4,29.9,0,0,0,0,0,0,0,0,0,0,chark,d.j. chark,d,chark5300wrd,84056-52917,WR,d,DJ Chark Jr.,chark,5.579999924,5,5300,JAC@DET,DET,JAC,,,,,,WR/FLEX,ryland,ryland,dj,chark5300wrd
chase8900wrj,57.32,Ja'Marr Chase,8900,CIN,KC,4,,13.89,19.2,8.6,-2.53,1.6,9,16.42,10,0.95,1,4.1,5,0,0.69,0,61,25,27.5,-0.5,2.5,52.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0.41,0.29,38,0.46,0,0,900,0,0,0,0,0,40,15.8,10,2900,1.64,0.26,38,0.19,0.3,26,WR,11/30/2022,0,0,0,0,9,6,88,28,14.8,0.8,0,0.263,0,0.253,0.393,0.286,48.8,34.1,0,0,0,0,0,0,0,0,0,0,chase,ja'marr chase,j,chase8900wrj,84056-85701,WR,j,Ja'Marr Chase,chase,16.88571385,7,8900,KC@CIN,CIN,KC,Q,Hip,,,,WR/FLEX,ryland,ryland,ja'marr,chase8900wrj
chicago3200,81.87,Chicago,3200,CHI,GB,1,,5.68,12.4,-1.1,1.87,1.8,3.6,3.81,-10,0.12,0,0,1,0,0.93,0.7,0,20.3,24.3,0.3,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,7.16,0,0,0,0,0,0,0,0,0,36,0.36,0,0.8,200,0,0,50,0,0.5,40,5.1,-0.8,-2800,0,0,76,0.38,0.23,21,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.4,0.5249,0.5018,0.012,0.0506,7.77,9.69,50,3.08,0.2323,chicago,chicago,c,chicago3200,84056-12527,D,c,Chicago Bears,bears,4.333333333,12,3200,GB@CHI,CHI,GB,,,,,,DEF,Bears,Bears,chicago,chicago3200
chubb9600rbn,83.14,Nick Chubb,9600,CLE,@HOU,1,,16.54,22.3,10.8,-1.61,1.7,2.4,18.15,23,0.99,1,7.1,12,0,0.03,6.2,36,27.3,19.3,2.5,-8,46.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,84,5.1,0.8,0.514,2.88,1.65,0.94,0,0,0,12.4,600,0.63,0.31,50,0.25,0.25,40,16.8,2.2,3600,0.91,0.47,63,0.27,0.22,22,RB,11/30/2022,0.667,0.595,0.536,16,2,1,12,9,8.8,0,0,0.245,0.469,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,chubb,nick chubb,n,chubb9600rbn,84056-53562,RB,n,Nick Chubb,chubb,18.1454551,11,9600,CLE@HOU,CLE,HOU,,,,,,RB/FLEX,ryland,ryland,nick,chubb9600rbn
cincinnati3000,75.41,Cincinnati,3000,CIN,KC,4,,5.36,11.7,-0.4,2.2,1.8,2.8,3.16,-9,0.15,0,0,1,0,0.78,-3.1,0,25,27.5,-0.5,2.5,52.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,5.37,0,0,0,0,0,0,0,0,0,38,0.46,0,3.7,-1400,0,0,100,0.33,0,30,5.6,0.3,-3000,0,0,88,0.48,0.12,25,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.4471,0.5112,0.0108,0.0361,6.98,7.71,4.4,3.45,0.2137,cincinnati,cincinnati,c,cincinnati3000,84056-12528,D,c,Cincinnati Bengals,bengals,5,11,3000,KC@CIN,CIN,KC,,,,,,DEF,Bengals,Bengals,cincinnati,cincinnati3000
claypool5500wrc,57.29,Chase Claypool,5500,CHI,GB,1,,6.69,9.3,4,-1.98,1.2,3.3,8.67,-15,0.44,1,0.4,1,0,0.13,-2.7,49,20.3,24.3,0.3,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.37,0.21,36,0.36,0,2.9,-400,0.67,0.1,40,0.2,0.6,50,6.7,-1.9,-500,0.9,0.14,59,0.18,0.22,27,WR,11/30/2022,0,0,0,0,5,3,35,16,10.6,0.1,0,0.182,0,0.17,0.095,0.178,23.6,21.9,0,0,0,0,0,0,0,0,0,0,claypool,chase claypool,c,claypool5500wrc,84056-73111,WR,c,Chase Claypool,claypool,6.236666361,12,5500,GB@CHI,CHI,GB,,,,,,WR/FLEX,ryland,ryland,chase,claypool5500wrc
cleveland5000,27.18,Cleveland,5000,CLE,@HOU,1,,7.68,15.5,-0.1,-1.91,1.5,2.3,9.59,14,0.99,0,0,3,0,0.42,0,0,27.3,19.3,2.5,-8,46.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,6.93,0,0,0,0,0,0,0,0,0,0,0,0,1,1500,0,0,66,0,0.33,30,60,-1.1,-1000,0,0,80,0.42,0.19,21,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.4401,0.5537,0.0053,0.043,6.6,9.94,4.87,2.6,0.2013,cleveland,cleveland,c,cleveland5000,84056-12529,D,c,Cleveland Browns,browns,3.818181818,11,5000,CLE@HOU,CLE,HOU,,,,,,DEF,Browns,Browns,cleveland,cleveland5000
cobb5400wrr,51.85,Randall Cobb,5400,GB,@CHI,1,,5.38,7.7,3.1,-3.06,1,0.7,8.44,4,0.88,1,0.4,0,0,0.64,-3.5,28,24.3,20.3,0.3,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.12,0.06,36,0.36,0,9.6,400,1.92,0.34,50,0.25,0,40,6.6,-0.5,-600,1.46,0.23,31,0.09,0.09,22,WR,11/30/2022,0,0,0,0,4,3,43,21,13.4,0.1,0,0.2,0,0.133,0.071,0.178,23.6,18.3,0,0,0,0,0,0,0,0,0,0,cobb,randall cobb,r,cobb5400wrr,84056-14257,WR,r,Randall Cobb,cobb,6.737500191,8,5400,GB@CHI,GB,CHI,,,,,,WR/FLEX,ryland,ryland,randall,cobb5400wrr
cole4800wrk,51.41,Keelan Cole,4800,LV,LAC,4,,3.94,5.8,2.1,-3.13,0.8,0,7.07,42,0.99,0,0,0,0,0.09,-2.7,37,26,23.5,0.5,-2.5,49.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.12,0,0,0,0,2.5,0,1.64,0.07,60,0.2,0,50,4.2,-1,-1200,1.2,0.11,55,0.1,0.05,20,WR,11/30/2022,0,0,0,0,2,1,17,13,15,0.1,0,0,0,0.079,0.067,0.08,15.5,16.3,0,0,0,0,0,0,0,0,0,0,cole,keelan cole,k,cole4800wrk,84056-79998,WR,k,Keelan Cole,cole,1.5,7,4800,LAC@LV,LV,LAC,,,,,,WR/FLEX,ryland,ryland,keelan,cole4800wrk
collins5800wrn,67.3,Nico Collins,5800,HOU,CLE,1,,9.23,12.9,5.5,-0.12,1.6,10.4,9.35,-15,0.44,1,1.9,1,0,0.24,-1.5,43,19.3,27.3,0,8,46.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.24,0.12,0,0,0,8.9,300,1.02,0.18,100,0.5,0,40,7.7,-0.2,-200,1.31,0.18,69,0.21,0.04,23,WR,11/30/2022,0,0,0,0,5,3,44,20,13.6,0.1,0,0.182,0,0.175,0.111,0.195,32.7,25.6,0,0,0,0,0,0,0,0,0,0,collins,nico collins,n,collins5800wrn,84056-91419,WR,n,Nico Collins,collins,7.511110942,9,5800,CLE@HOU,HOU,CLE,,,,,,WR/FLEX,ryland,ryland,nico,collins5800wrn
conklin5000tet,84.63,Tyler Conklin,5000,NYJ,@MIN,1,,6.92,9.5,4.3,0.68,1.4,2.9,6.24,4,0.95,1,6.2,4,0,0.11,6.1,51,20.8,23.8,2.3,3,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.24,0.12,0,0,0,3.2,-200,1.19,0.07,50,0.5,0.5,40,5.7,-0.1,-1000,1.08,0.11,56,0.17,0.39,23,TE,11/30/2022,0,0,0,0,5,3,32,14,9.5,0.2,0,0.333,0,0.164,0.125,0.143,13.6,12.1,0,0,0,0,0,0,0,0,0,0,conklin,tyler conklin,t,conklin5000tet,84056-60451,TE,t,Tyler Conklin,conklin,6.836363359,11,5000,NYJ@MIN,NYJ,MIN,,,,,,TE/FLEX,ryland,ryland,tyler,conklin5000tet
cook7600rbd,86.82,Dalvin Cook,7600,MIN,NYJ,1,,15.53,20,11,2.37,2,15.9,13.16,-1,0.75,0.86,2.9,10,0,0.86,-2.6,47,23.8,20.8,0.8,-3,44.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,81,4.8,0.5,0.469,2.65,1.24,0.71,0,0,0,11.3,-900,0.56,0.21,60,0.4,0.4,50,11.8,-1.8,1600,0.58,0.25,34,0.2,0.51,29,RB,11/30/2022,0.571,0.768,0.723,17,3,2,12,8,5.5,0.1,0,0.139,0.389,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,cook,dalvin cook,d,cook7600rbd,84056-54140,RB,d,Dalvin Cook,cook,13.91818237,11,7600,NYJ@MIN,MIN,NYJ,,,,,,RB/FLEX,ryland,ryland,dalvin,cook7600rbd
cooper7800wra,66.01,Amari Cooper,7800,CLE,@HOU,1,,13,17.9,8.1,-0.91,1.7,12.8,13.91,2,0.84,1,2.2,7,0,0.59,-4.3,59,27.3,19.3,2.5,-8,46.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.56,0.25,0,0,0,18.1,0,2.01,0.28,75,0.5,0.25,40,14,2.7,1800,1.53,0.24,66,0.41,0.25,24,WR,11/30/2022,0,0,0,0,8,4,64,23,13.1,0.6,0,0.409,0,0.244,0.385,0.258,53.3,34.7,0,0,0,0,0,0,0,0,0,0,cooper,amari cooper,a,cooper7800wra,84056-31001,WR,a,Amari Cooper,cooper,13.51818154,11,7800,CLE@HOU,CLE,HOU,,,,,,WR/FLEX,ryland,ryland,amari,cooper7800wra
cousins7400qbk,55.18,Kirk Cousins,7400,MIN,NYJ,1,,17.28,28.3,6.2,-2.3,2.3,2.9,19.58,3,0.91,0.5,1.7,1,0,0.37,-7.7,65,23.8,20.8,0.8,-3,44.5,48,22,35,248,64,7,6.06,1.7,38,151.8,300.1,7.4,24.8,7.2,4.9,2.3,6.9,2,5,5,2.9,0.1,0.424,6.82,3.41,1.41,0,0,0,12.4,-500,0.29,0.19,80,0.6,0.2,50,15.1,-3.7,1400,0.38,0.23,81,0.33,0.07,27,QB,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,cousins,kirk cousins,k,cousins7400qbk,84056-22038,QB,k,Kirk Cousins,cousins,16.93636391,11,7400,NYJ@MIN,MIN,NYJ,,,,,,QB,ryland,ryland,kirk,cousins7400qbk
dallas4700rbd,66.09,DeeJay Dallas,4700,SEA,@LA,4,,4.11,5.4,2.8,-1.82,0.9,0.1,5.93,5,0.93,0,0,2,0,0.29,0.3,10,24,17,1.2,-7,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4.7,0.1,0.567,0.5,0.17,0.11,0,0,0,1.5,0,0.73,0.29,33,0,0.33,30,4.2,-1.1,-1300,1.11,0.42,42,0.14,0.28,21,RB,11/30/2022,0.048,0.061,0.161,1,0,0,4,3,5.4,0,0,0.333,0.833,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,dallas,deejay dallas,d,dallas4700rbd,84056-94087,RB,d,DeeJay Dallas,dallas,1.218181784,11,4700,SEA@LAR,SEA,LAR,,,,,,RB/FLEX,ryland,ryland,deejay,dallas4700rbd
davis5500wrc,62.17,Corey Davis,5500,NYJ,@MIN,1,,7.32,10.6,4.1,-1.35,1.3,1.2,8.67,12,0.96,1,1.5,1,0,0.59,2.5,45,20.8,23.8,2.3,3,44.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.06,0.06,0,0,0,1.4,0,0.47,0.03,0,0,0.25,40,7.7,-0.3,-500,1.78,0.17,33,0.19,0.14,21,WR,11/30/2022,0,0,0,0,4,2,41,23,17,0.2,0,0.25,0,0.127,0.167,0.174,35.3,22.9,0,0,0,0,0,0,0,0,0,0,davis,corey davis,c,davis5500wrc,84056-45439,WR,c,Corey Davis,davis,7.25,8,5500,NYJ@MIN,NYJ,MIN,,,,,,WR/FLEX,ryland,ryland,corey,davis5500wrc
denver3700,62.8,Denver,3700,DEN,@BAL,1,,6.16,13.1,-0.8,0.75,1.7,3.5,5.41,-1,0.59,0,0,2,0,0.26,-1.4,0,15,24.5,-4.8,9.5,39.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,6.18,0,0,0,0,0,0,0,0,0,44,0.46,0,2.3,-1000,0,0,100,0,0,30,6.2,-0.7,-2300,0,0,91,0.43,0.08,23,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.5,0.4558,0.5075,0.0088,0.0242,6.19,8.24,4.2,2.89,0.1143,denver,denver,d,denver3700,84056-12531,D,d,Denver Broncos,broncos,6.090909091,11,3700,DEN@BAL,DEN,BAL,,,,,,DEF,Broncos,Broncos,denver,denver3700
detroit3500,70.82,Detroit,3500,DET,JAX,1,,5.76,12.4,-0.9,0.99,1.6,1.5,4.77,-1,0.59,0,0,2,0,0.74,0.4,0,26.3,25.3,0.5,-1,51.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,5.99,0,0,0,0,0,0,0,0,0,0,0,0,8,300,0,0,100,1,0,50,4.7,0.3,-2500,0,0,72,0.5,0.18,22,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.9,0.5377,0.5582,0.0112,0.0527,7.78,11.94,6.13,3.93,0.2266,detroit,detroit,d,detroit3500,84056-12532,D,d,Detroit Lions,lions,5,11,3500,JAC@DET,DET,JAC,,,,,,DEF,Lions,Lions,detroit,detroit3500
dillon6900rba,67.67,AJ Dillon,6900,GB,@CHI,1,,8.52,11.3,5.8,-2.9,1.2,0.6,11.42,6,0.94,1,1.7,1,0,0.08,1.3,31,24.3,20.3,0.3,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,4.3,0.3,0.576,2,0.88,0.53,36,0.36,0,7.8,800,0.66,0.26,50,0.25,0.5,40,8.3,-1.9,900,0.63,0.27,59,0.13,0.27,22,RB,11/30/2022,0.5,0.381,0.495,10,2,1,10,6,6.9,0,0,0.172,0.517,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,dillon,aj dillon,a,dillon6900rba,84056-93107,RB,a,AJ Dillon,dillon,7.366666794,12,6900,GB@CHI,GB,CHI,Q,Quadriceps,,,,RB/FLEX,ryland,ryland,aj,dillon6900rba
dissly4600tew,77.8,Will Dissly,4600,SEA,@LA,4,,4.86,6.6,3.1,-0.44,1.1,0,5.3,45,0.99,0,0,2,0,0.17,-1.2,38,24,17,1.2,-7,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.11,0,0,0,0,3.5,-300,1.16,0.09,100,0,0,30,4.8,-0.3,-1400,1.88,0.13,57,0.23,0.23,21,TE,11/30/2022,0,0,0,0,2,2,22,13,9.7,0.2,0,0.333,0,0.082,0.111,0.09,10.5,4.5,0,0,0,0,0,0,0,0,0,0,dissly,will dissly,w,dissly4600tew,84056-56708,TE,w,Will Dissly,dissly,5.409090909,11,4600,SEA@LAR,SEA,LAR,,,,,,TE/FLEX,ryland,ryland,will,dissly4600tew
dorsett4900wrp,55.59,Phillip Dorsett,4900,HOU,CLE,1,,5.14,7.6,2.7,-2.16,1,0.9,7.3,-1,0.75,0,0,1,0,0.06,-1.5,23,19.3,27.3,0,8,46.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,2.1,-300,0.9,0.1,0,0,0.5,40,4.6,-0.8,-1100,1.61,0.2,39,0.08,0.17,23,WR,11/30/2022,0,0,0,0,2,1,20,13,16.8,0.1,0,0,0,0.084,0.059,0.09,18.4,18.2,0,0,0,0,0,0,0,0,0,0,dorsett,phillip dorsett,p,dorsett4900wrp,84056-25813,WR,p,Phillip Dorsett II,dorsett,3.022222307,9,4900,CLE@HOU,HOU,CLE,,,,,,WR/FLEX,ryland,ryland,phillip,dorsett4900wrp
dotson5600wrj,50.55,Jahan Dotson,5600,WAS,@NYG,1,,5.51,8.2,2.8,-3.39,1,0.8,8.9,4,0.88,0,0,1,0,0.06,-3,52,21.3,19.3,0.3,-2,40.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.25,0.08,43,0.5,0,2,-100,1.22,0.05,20,0.2,0.4,50,7.9,0.5,-400,1.99,0.15,27,0.27,0.22,18,WR,11/30/2022,0,0,0,0,3,2,25,18,12.8,0.6,0,0.75,0,0.109,0.4,0.114,21.9,18.3,0,0,0,0,0,0,0,0,0,0,dotson,jahan dotson,j,dotson5600wrj,84056-86229,WR,j,Jahan Dotson,dotson,7.17142868,7,5600,WAS@NYG,WAS,NYG,,,,,,WR/FLEX,ryland,ryland,jahan,dotson5600wrj
doubs5500wrr,35.01,Romeo Doubs,5500,GB,@CHI,1,,2.79,4.3,1.3,-5.88,0.5,0.6,8.67,-12,0.49,0,0,1,0,0.75,-3.5,45,24.3,20.3,0.3,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.08,0.08,36,0.36,0,2.3,-600,2.3,2.3,0,0,0.25,40,7.7,-0.7,-500,1.35,0.17,62,0.18,0.12,16,WR,11/30/2022,0,0,0,0,5,3,34,17,10.1,0.3,0,0.5,0,0.161,0.214,0.145,17.7,21,0,0,0,0,0,0,0,0,0,0,doubs,romeo doubs,r,doubs5500wrr,84056-94370,WR,r,Romeo Doubs,doubs,7.111111111,9,5500,GB@CHI,GB,CHI,Q,Ankle,,,,WR/FLEX,ryland,ryland,romeo,doubs5500wrr
drake5700rbk,62.68,Kenyan Drake,5700,BAL,DEN,1,,4.49,6,2.9,-3.94,0.8,0.6,8.43,-6,0.56,0,0.4,5,0,0.86,0.4,27,24.5,15,3.2,-9.5,39.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,4.6,0.3,0.453,0.89,0.26,0.21,44,0.46,0,14.1,-500,0.98,0.43,83,0.66,0.16,60,9.2,0.9,-300,0.89,0.34,40,0.28,0.24,25,RB,11/30/2022,0.3,0.259,0.427,8,1,1,6,5,50,0.1,0,0.143,0.429,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,drake,kenyan drake,k,drake5700rbk,84056-30989,RB,k,Kenyan Drake,drake,8.211111281,9,5700,DEN@BAL,BAL,DEN,,,,,,RB/FLEX,ryland,ryland,kenyan,drake5700rbk
dulcich5200teg,78.78,Greg Dulcich,5200,DEN,@BAL,1,,6.19,8.5,3.8,-0.51,1.2,2.9,6.7,3,0.93,1,0.8,2,0,0.17,0.7,52,15,24.5,-4.8,9.5,39.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,44,0.46,0,3.4,-700,0.86,0.06,50,0.25,0.5,40,6.3,0.8,-800,1.3,0.12,31,0.25,0.12,16,TE,11/30/2022,0,0,0,0,4,3,39,21,12.3,0.2,0,0,0,0.147,0.25,0.172,23.8,16.3,0,0,0,0,0,0,0,0,0,0,dulcich,greg dulcich,g,dulcich5200teg,84056-91931,TE,g,Greg Dulcich,dulcich,6.483333588,6,5200,DEN@BAL,DEN,BAL,,,,,,TE/FLEX,ryland,ryland,greg,dulcich5200teg
duvernay5500wrd,59.33,Devin Duvernay,5500,BAL,DEN,1,,6.64,9.5,3.8,-2.03,1.2,2.4,8.67,-9,0.55,0,0,2,0,0.69,-4.1,40,24.5,15,3.2,-9.5,39.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.41,0.24,44,0.46,0,1.8,-400,0.54,0.03,33,0.16,0.66,60,6.1,-2,-500,1.47,0.15,48,0.24,0.36,25,WR,11/30/2022,0,0,0,0,3,2,25,15,10.8,0.2,0,0.2,0,0.11,0.143,0.124,16.1,10.6,0,0,0,0,0,0,0,0,0,0,duvernay,devin duvernay,d,duvernay5500wrd,84056-71032,WR,d,Devin Duvernay,duvernay,7.854545593,11,5500,DEN@BAL,BAL,DEN,,,,,,WR/FLEX,ryland,ryland,devin,duvernay5500wrd
edwards6700rbg,77.45,Gus Edwards,6700,BAL,DEN,1,,10.16,13.5,6.8,-0.76,1.5,3,10.92,5,0.93,1,1.7,5,0,0.08,0.4,25,24.5,15,3.2,-9.5,39.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,4.3,1,0.628,0.59,0.29,0.12,44,0.46,0,9.2,500,0.54,0.26,20,0,0,50,10.2,0.3,700,0.68,0.41,17,0.04,0,23,RB,11/30/2022,0.75,0.331,0.354,14,0,0,0,0,0,0,0,0.3,0.6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,edwards,gus edwards,g,edwards6700rbg,84056-40167,RB,g,Gus Edwards,edwards,11.43333308,3,6700,DEN@BAL,BAL,DEN,,,,,,RB/FLEX,ryland,ryland,gus,edwards6700rbg
ekeler9200rba,87.22,Austin Ekeler,9200,LAC,@LV,4,,17.71,22.8,12.6,0.56,1.9,5.1,17.15,15,0.98,1,7.9,8,0,0.29,-0.3,44,23.5,26,-2,2.5,49.5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,53,4.3,0.8,0.497,3.76,1.65,0.82,0,0,0,16.8,-200,0.82,0.38,83,0.16,0.16,60,18.6,2.4,3200,0.91,0.42,72,0.2,0.12,25,RB,11/30/2022,0.857,0.553,0.629,12,7,6,41,15,6.8,0.4,0,0.262,0.619,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,ekeler,austin ekeler,a,ekeler9200rba,84056-80001,RB,a,Austin Ekeler,ekeler,19.55454601,11,9200,LAC@LV,LAC,LV,,,,,,RB/FLEX,ryland,ryland,austin,ekeler9200rba
engram4800tee,85.88,Evan Engram,4800,JAX,@DET,1,,6.39,8.6,4.2,0.62,1.3,3.9,5.77,1,0.89,1,1.5,4,0,0.17,2.1,50,25.3,26.3,1.5,1,51.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.18,0,0,0,0,1.7,-400,0.73,0.04,33,0,0.66,30,5.3,-0.9,-1200,1.13,0.11,60,0.2,0.35,20,TE,11/30/2022,0,0,0,0,4,3,28,13,9.4,0.1,0,0.2,0,0.139,0.1,0.142,16.2,14.8,0,0,0,0,0,0,0,0,0,0,engram,evan engram,e,engram4800tee,84056-41872,TE,e,Evan Engram,engram,5.645454407,11,4800,JAC@DET,JAC,DET,,,,,,TE/FLEX,ryland,ryland,evan,engram4800tee
etienne8000rbt,82.29,T. Etienne Jr.,8000,JAX,@DET,1,,13.96,18.1,9.8,-0.2,1.7,15.4,14.16,-5,0.59,1,4.2,3,0,0.03,-1.3,37,25.3,26.3,1.5,1,51.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,5.5,0.4,0.526,1.88,0.82,0.53,0,0,0,11.6,400,0.75,0.31,33,0.33,0.66,30,10.1,0.6,2000,0.68,0.27,45,0.2,0.25,20,RB,11/30/2022,0.364,0.508,0.557,12,2,2,18,12,9.2,0,0,0.148,0.667,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,etienne,t. etienne jr.,t,etienne8000rbt,84056-89956,RB,t,Travis Etienne Jr.,etienne,11.63636364,11,8000,JAC@DET,JAC,DET,Q,Foot,,,,RB/FLEX,ryland,ryland,travis,etienne8000rbt
evans5100rbd,54.85,Darrynton Evans,5100,CHI,GB,1,,3.28,4.3,2.3,-3.65,0.6,0.2,6.93,-5,0.59,0,0,0,0,0.18,0,10,20.3,24.3,0.3,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3.8,0,0.444,0,0,0,36,0.36,0,7.2,500,1.44,0.72,20,0.2,0,50,50,0,-900,1,0.5,4,0.04,0.09,22,RB,11/30/2022,0,0.118,0.159,4,0,0,16,16,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,evans,darrynton evans,d,evans5100rbd,84056-70383,RB,d,Darrynton Evans,evans,7.199999809,1,5100,GB@CHI,CHI,GB,,,,,,RB/FLEX,ryland,ryland,darrynton,evans5100rbd
