,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
barkley9700rbs,89.49,Saquon Barkley,9700,NYG,DET,,,19.93,26.1,13.8,1.53,2.1,10.4,18.4,8.0,0.96,1.0,7.9,8.0,0.0,0.25,0.1,47.0,24.0,21.0,0.7,-3.0,45.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,78.0,4.3,0.4,0.441,1.76,1.0,0.65,36.0,0.26,0.0,17.2,400,0.58,0.31,100.0,0.0,0.0,30.0,13.0,-0.3,3700.0,0.58,0.28,57.0,0.09,0.33,21.0,RB,11/16/22,0.5,0.575,0.741,18.0,4.0,3.0,19.0,11.0,5.9,0.1,0.0,0.179,0.607,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,barkley,saquon barkley,s,barkley9700rbs,83311-64401,RB,s,Saquon Barkley,barkley,18.36666700575087,9.0,9700,DET@NYG,NYG,DET,,,,,,RB/FLEX,ryland,ryland,saquon,barkley9700rbs
bell4900wrd,48.44,David Bell,4900,CLE,@BUF,,,3.58,5.1,2.1,-3.72,0.7,0.1,7.3,12.0,0.96,0.0,0.0,1.0,0.0,0.58,-2.6,30.0,21.0,29.0,1.7,8.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,72.0,0.0,0.0,2.9,0,1.1,0.09,66.0,0.0,0.0,30.0,2.2,-3.2,-1100.0,1.25,0.07,35.0,0.0,0.42,14.0,WR,11/16/22,0.0,0.0,0.0,0.0,1.0,1.0,13.0,9.0,10.3,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.06,12.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bell,david bell,d,bell4900wrd,83311-114180,WR,d,David Bell,bell,2.299999952316284,8.0,4900,CLE@BUF,CLE,BUF,,,,,,WR/FLEX,ryland,ryland,david,bell4900wrd
berrios4900wrb,42.81,Braxton Berrios,4900,NYJ,@NE,,,2.82,4.0,1.6,-4.48,0.6,0.2,7.3,-2.0,0.73,0.0,0.0,0.0,0.0,0.09,-1.8,24.0,17.3,20.8,0.3,3.5,38.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.41,0.24,37.0,0.3,0.0,3.4,-100,1.13,0.12,33.0,0.0,0.33,30.0,6.9,-0.6,-1100.0,1.39,0.29,70.0,0.35,0.1,20.0,WR,11/16/22,0.0,0.0,0.0,0.0,3.0,2.0,19.0,8.0,8.8,0.1,0.0,0.125,0.0,0.1,0.067,0.08800000000000001,3.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,berrios,braxton berrios,b,berrios4900wrb,83311-52495,WR,b,Braxton Berrios,berrios,4.131111145019531,9.0,4900,NYJ@NE,NYJ,NE,,,,,,WR/FLEX,ryland,ryland,braxton,berrios4900wrb
bourne5100wrk,48.33,Kendrick Bourne,5100,NE,NYJ,,,4.22,6.1,2.4,-3.54,0.8,0.6,7.76,-2.0,0.73,0.0,0.0,0.0,0.0,0.24,-3.4,29.0,20.8,17.3,-1.7,-3.5,38.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.2,0.2,37.0,0.3,0.0,2.7,100,0.9,0.05,0.0,0.0,0.33,30.0,6.2,-1.6,-900.0,1.69,0.21,42.0,0.14,0.38,21.0,WR,11/16/22,0.0,0.0,0.0,0.0,3.0,2.0,28.0,18.0,12.7,0.1,0.0,0.375,0.0,0.10400000000000001,0.125,0.131,18.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bourne,kendrick bourne,k,bourne5100wrk,83311-80289,WR,k,Kendrick Bourne,bourne,3.150000095367432,8.0,5100,NYJ@NE,NE,NYJ,,,,,,WR/FLEX,ryland,ryland,kendrick,bourne5100wrk
boyd6800wrt,64.15,Tyler Boyd,6800,CIN,@PIT,,,10.63,14.7,6.6,-1.0,1.6,6.9,11.63,6.0,0.91,1.0,6.2,3.0,0.0,0.92,-0.2,55.0,22.0,18.5,-0.5,-3.5,40.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.41,0.29,36.0,0.51,0.21,14.6,800,2.18,0.29,100.0,0.33,0.0,30.0,9.7,-0.1,800.0,1.28,0.18,76.0,0.24,0.08,25.0,WR,11/16/22,0.0,0.0,0.0,0.0,5.0,4.0,59.0,30.0,14.5,0.4,0.0,0.429,0.0,0.157,0.21899999999999997,0.203,37.8,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyd,tyler boyd,t,boyd6800wrt,83311-40669,WR,t,Tyler Boyd,boyd,11.013333638509115,9.0,6800,CIN@PIT,CIN,PIT,,,,,,WR/FLEX,ryland,ryland,tyler,boyd6800wrt
breida4800rbm,59.57,Matt Breida,4800,NYG,DET,,,3.18,4.2,2.2,-3.0,0.7,0.1,6.18,-1.0,0.76,0.0,0.0,2.0,0.0,0.91,0.1,12.0,24.0,21.0,0.7,-3.0,45.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,3.9,0.0,0.542,0.59,0.18,0.06,36.0,0.26,0.0,2.6,-900,0.52,0.17,66.0,0.0,0.33,30.0,2.5,-2.7,-1200.0,0.61,0.21,21.0,0.04,0.52,23.0,RB,11/16/22,0.0,0.083,0.18100000000000002,3.0,0.0,0.0,6.0,6.0,10.4,0.1,0.0,0.0,0.75,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breida,matt breida,m,breida4800rbm,83311-53303,RB,m,Matt Breida,breida,1.966666751437717,9.0,4800,DET@NYG,NYG,DET,,,,,,RB/FLEX,ryland,ryland,matt,breida4800rbm
brissett6700qbj,58.68,Jacoby Brissett,6700,CLE,@BUF,,,16.16,26.3,6.0,-2.05,2.4,2.8,18.21,1.0,0.82,0.0,0.4,1.0,0.0,0.61,-5.1,53.0,21.0,29.0,1.7,8.0,50.0,26.0,20.0,32.0,230.0,63.0,7.2,6.08,0.9,38.0,119.4,239.7,4.1,10.7,4.8,2.8,1.9,6.4,3.0,7.0,15.0,4.7,0.2,0.667,3.13,1.31,0.63,72.0,0.0,0.0,15.6,200,0.43,0.24,100.0,0.33,0.0,30.0,13.6,-1.4,700.0,0.36,0.26,57.0,0.38,0.09,21.0,QB,11/16/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett6700qbj,83311-30231,QB,j,Jacoby Brissett,brissett,14.906667073567707,9.0,6700,CLE@BUF,CLE,BUF,,,,,,QB,ryland,ryland,jacoby,brissett6700qbj
brown4900wre,40.42,E. St. Brown,4900,CHI,@ATL,,,2.32,3.5,1.1,-4.98,0.5,0.1,7.3,-1.0,0.76,0.0,0.0,1.0,0.0,0.56,1.1,36.0,23.0,26.0,-1.3,3.0,49.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,2.9,-400,0.84,0.08,25.0,0.0,0.5,40.0,2.9,-2.9,-1100.0,1.09,0.08,38.0,0.09,0.38,21.0,WR,11/16/22,0.0,0.0,0.0,0.0,2.0,1.0,15.0,11.0,14.7,0.1,0.0,0.2,0.0,0.086,0.033,0.076,12.4,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,e. st. brown,e,brown4900wre,83311-64841,WR,e,Equanimeous St. Brown,brown,3.320000076293945,10.0,4900,CHI@ATL,CHI,ATL,,,,,,WR/FLEX,ryland,ryland,equanimeous,brown4900wre
brown5100wrn,60.69,Noah Brown,5100,DAL,@MIN,,,6.36,8.9,3.8,-1.4,1.2,1.2,7.76,6.0,0.91,0.0,0.0,1.0,0.0,0.58,0.4,43.0,25.0,23.5,1.5,-1.5,48.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.18,0.06,0.0,0.0,0.0,3.2,-300,0.63,0.06,33.0,0.0,0.33,30.0,6.2,-0.7,-900.0,1.44,0.14,33.0,0.14,0.14,21.0,WR,11/16/22,0.0,0.0,0.0,0.0,4.0,2.0,31.0,13.0,12.0,0.1,0.0,0.111,0.0,0.126,0.05,0.136,26.8,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,noah brown,n,brown5100wrn,83311-56248,WR,n,Noah Brown,brown,6.400000095367432,8.0,5100,DAL@MIN,DAL,MIN,,,,,,WR/FLEX,ryland,ryland,noah,brown5100wrn
brown7800wra,74.47,Amon-Ra St. Brown,7800,DET,@NYG,,,14.5,19.5,9.5,0.59,1.9,22.4,13.91,-3.0,0.7,1.0,6.2,5.0,0.0,0.75,-2.8,49.0,21.0,24.0,-0.8,3.0,45.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.29,0.24,36.0,0.26,0.0,9.0,300,1.12,0.2,50.0,0.25,0.5,40.0,14.7,3.5,1800.0,1.52,0.3,71.0,0.47,0.19,21.0,WR,11/16/22,0.0,0.0,0.0,0.0,9.0,6.0,69.0,22.0,10.4,0.5,0.0,0.41200000000000003,0.0,0.289,0.32,0.306,35.4,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,amon-ra st. brown,a,brown7800wra,83311-86997,WR,a,Amon-Ra St. Brown,brown,12.662500381469728,8.0,7800,DET@NYG,DET,NYG,,,,,,WR/FLEX,ryland,ryland,amonra,brown7800wra
brown8400wra,59.68,A.J. Brown,8400,PHI,@IND,,,13.44,18.8,8.1,-1.84,1.6,9.9,15.28,8.0,0.93,1.0,3.3,7.0,0.0,0.91,-3.7,53.0,26.0,19.5,-0.8,-6.5,45.5,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.44,0.25,0.0,0.0,0.0,16.4,200,2.34,0.37,75.0,0.25,0.25,40.0,13.5,-0.5,2400.0,1.42,0.25,42.0,0.15,0.38,26.0,WR,11/16/22,0.0,0.0,0.0,0.0,8.0,5.0,79.0,28.0,15.6,0.6,0.0,0.33299999999999996,0.0,0.28600000000000003,0.364,0.32299999999999995,53.6,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,a.j. brown,a,brown8400wra,83311-72846,WR,a,A.J. Brown,brown,14.5,9.0,8400,PHI@IND,PHI,IND,,,,,,WR/FLEX,ryland,ryland,a.j.,brown8400wra
bryant5000teh,45.93,Harrison Bryant,5000,CLE,@BUF,,,3.26,4.6,2.0,-2.98,0.7,0.3,6.24,-1.0,0.78,0.0,0.6,0.0,0.0,0.1,-4.2,32.0,21.0,29.0,1.7,8.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.41,0.24,72.0,0.0,0.0,5.8,500,3.44,0.13,66.0,0.33,0.0,30.0,50.0,0.1,-1000.0,2.35,0.16,57.0,0.23,0.04,21.0,TE,11/16/22,0.0,0.0,0.0,0.0,2.0,1.0,12.0,8.0,80.0,0.3,0.0,0.5,0.0,0.07400000000000001,0.235,0.062,10.5,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bryant,harrison bryant,h,bryant5000teh,83311-70601,TE,h,Harrison Bryant,bryant,3.914285659790039,7.0,5000,CLE@BUF,CLE,BUF,,,,,,TE/FLEX,ryland,ryland,harrison,bryant5000teh
buffalo4500,26.03,Buffalo,4500,BUF,CLE,,,6.28,13.6,-1.1,-1.71,1.4,1.2,7.99,3.0,0.85,0.0,0.0,3.0,0.0,0.77,-1.7,0.0,29.0,21.0,4.2,-8.0,50.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,9.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,6.0,-300,0.0,0.0,100.0,0.33,0.0,30.0,9.9,1.8,-1500.0,0.0,0.0,79.0,0.65,0.17,29.0,D,11/16/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.4,0.4512,0.4946,0.0173,0.0356,6.33,9.44,5.21,3.15,0.1722,buffalo,buffalo,b,buffalo4500,83311-12526,D,b,Buffalo Bills,bills,9.77777777777778,9.0,4500,CLE@BUF,BUF,CLE,,,,,,DEF,Bills,Bills,buffalo,buffalo4500
