,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
andrews7300tem,82.94,Mark Andrews,7300,BAL,@JAX,,,11.91,16.0,7.8,0.3,1.6,12.8,11.61,0.0,0.85,1.0,7.8,7.0,0.0,0.79,-0.6,53.0,23.5,20.0,-1.8,-3.5,43.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.53,0.24,71.0,0.98,0.09,9.3,-200,1.43,0.25,25.0,0.25,0.0,40.0,14.1,1.7,1300.0,1.5,0.27,50.0,0.37,0.25,24.0,TE,11/23/22,0.0,0.0,0.0,0.0,9.0,6.0,76.0,24.0,12.3,0.6,0.0,0.41700000000000004,0.0,0.293,0.455,0.35700000000000004,51.8,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andrews,mark andrews,m,andrews7300tem,83704-52436,TE,m,Mark Andrews,andrews,12.200000339084202,9.0,7300,BAL@JAC,BAL,JAC,,,,,,TE/FLEX,ryland,ryland,mark,andrews7300tem
arizona3800,56.65,Arizona,3800,ARI,LAC,,,5.66,12.3,0.0,-0.07,1.5,0.7,5.73,0.0,0.69,0.0,0.0,0.0,0.0,0.45,1.0,0.0,22.8,25.8,-0.5,3.0,48.5,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,200,0.0,0.0,60.0,0.6,0.4,50.0,6.2,0.6,-2200.0,0.0,0.0,80.0,0.44,0.16,25.0,D,11/23/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,0.5473,0.5034000000000001,0.011899999999999999,0.056900000000000006,7.4,10.47,5.94,3.92,0.23600000000000002,arizona,arizona,a,arizona3800,83704-12546,D,a,Arizona Cardinals,cardinals,6.909090909090909,11.0,3800,LAC@ARI,ARI,LAC,,,,,,DEF,Cardinals,Cardinals,arizona,arizona3800
atlanta4000,42.30,Atlanta,4000,ATL,@WAS,,,5.68,12.7,-1.4,-0.7,1.4,0.4,6.38,5.0,0.9,0.0,0.0,1.0,0.0,0.45,0.0,0.0,18.3,22.3,-1.2,4.0,40.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.96,0.87,5.4,200,0.0,0.0,100.0,0.6,0.0,50.0,5.8,1.3,-2000.0,0.0,0.0,80.0,0.57,0.19,21.0,D,11/23/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.8,0.5338,0.5392,0.014499999999999999,0.046799999999999994,7.29,11.72,5.69,3.36,0.20850000000000002,atlanta,atlanta,a,atlanta4000,83704-12525,D,a,Atlanta Falcons,falcons,5.818181818181818,11.0,4000,ATL@WAS,ATL,WAS,,,,,,DEF,Falcons,Falcons,atlanta,atlanta4000
baltimore4500,43.24,Baltimore,4500,BAL,@JAX,,,6.98,15.8,-1.8,-1.01,1.6,1.4,7.99,9.0,0.97,0.0,0.0,1.0,0.0,0.71,1.5,0.0,23.5,20.0,-1.8,-3.5,43.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.98,0.09,13.5,200,0.0,0.0,100.0,1.0,0.0,20.0,7.2,-0.6,-1500.0,0.0,0.0,95.0,0.4,0.04,22.0,D,11/23/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.3,0.5103,0.47619999999999996,0.015,0.0407,7.51,10.18,6.07,3.62,0.2023,baltimore,baltimore,b,baltimore4500,83704-12555,D,b,Baltimore Ravens,ravens,9.0,10.0,4500,BAL@JAC,BAL,JAC,,,,,,DEF,Ravens,Ravens,baltimore,baltimore4500
bell4900wrd,48.88,David Bell,4900,CLE,TB,,,3.73,5.3,2.2,-3.57,0.8,0.5,7.3,3.0,0.87,0.0,0.0,0.0,0.0,0.24,-0.9,32.0,19.5,23.0,-1.8,3.5,42.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,54.0,0.75,0.76,4.0,0,1.0,0.1,100.0,0.25,0.0,40.0,2.5,-2.5,-1100.0,1.2,0.08,43.0,0.06,0.37,16.0,WR,11/23/22,0.0,0.0,0.0,0.0,2.0,1.0,14.0,9.0,9.1,0.0,0.0,0.0,0.0,0.067,0.0,0.061,12.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bell,david bell,d,bell4900wrd,83704-114180,WR,d,David Bell,bell,2.5111111534966364,9.0,4900,TB@CLE,CLE,TB,,,,,,WR/FLEX,ryland,ryland,david,bell4900wrd
bernard4500rbg,57.77,Giovani Bernard,4500,TB,@CLE,,,2.24,3.0,1.4,-3.19,0.5,0.0,5.43,0.0,0.5,0.0,0.0,1.0,0.0,0.84,1.2,5.0,23.0,19.5,-1.3,-3.5,42.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,54.0,0.75,0.76,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,6.8,0.3,-1500.0,6.77,1.35,8.0,0.04,0.04,23.0,RB,11/23/22,0.0,0.009000000000000001,0.068,0.0,0.0,0.0,2.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bernard,giovani bernard,g,bernard4500rbg,83704-25290,RB,g,Giovani Bernard,bernard,0.0,1.0,4500,TB@CLE,TB,CLE,,,,,,RB/FLEX,ryland,ryland,giovani,bernard4500rbg
boyd6700wrt,62.67,Tyler Boyd,6700,CIN,@TEN,,,10.38,14.4,6.4,-1.02,1.5,3.1,11.4,13.0,0.96,1.0,3.0,1.0,0.0,0.72,-0.9,55.0,22.3,20.8,0.8,-1.5,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.35,0.29,55.0,0.73,0.05,7.2,200,1.19,0.14,100.0,0.25,0.0,40.0,9.3,0.0,700.0,1.25,0.17,76.0,0.26,0.07,26.0,WR,11/23/22,0.0,0.0,0.0,0.0,5.0,3.0,59.0,31.0,15.3,0.4,0.0,0.5,0.0,0.153,0.2,0.193,38.3,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyd,tyler boyd,t,boyd6700wrt,83704-40669,WR,t,Tyler Boyd,boyd,10.431999969482424,10.0,6700,CIN@TEN,CIN,TEN,,,,,,WR/FLEX,ryland,ryland,tyler,boyd6700wrt
brady7400qbt,53.14,Tom Brady,7400,TB,@CLE,,,17.54,28.7,6.4,-2.04,2.4,8.7,19.58,-1.0,0.63,0.88,3.6,1.0,0.0,0.43,-8.6,69.0,23.0,19.5,-1.3,-3.5,42.5,65.0,28.0,42.0,290.0,66.0,6.8,6.75,1.5,37.0,158.8,322.8,8.4,27.7,12.6,3.6,1.0,3.2,1.0,1.0,1.0,0.7,0.1,0.2,7.18,3.47,1.76,54.0,0.75,0.76,16.1,500,0.34,0.21,100.0,0.5,0.0,20.0,16.4,-2.8,1400.0,0.36,0.24,79.0,0.29,0.12,24.0,QB,11/23/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady7400qbt,83704-6498,QB,t,Tom Brady,brady,15.539999389648438,10.0,7400,TB@CLE,TB,CLE,,,,,,QB,ryland,ryland,tom,brady7400qbt
brate4600tec,62.90,Cameron Brate,4600,TB,@CLE,,,4.31,5.9,2.8,-0.99,0.9,1.6,5.3,-4.0,0.63,0.0,0.0,1.0,0.0,0.25,-4.4,27.0,23.0,19.5,-1.3,-3.5,42.5,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.35,0.29,54.0,0.75,0.76,1.3,100,0.65,0.04,50.0,0.0,0.0,20.0,3.7,-1.3,-1400.0,1.01,0.14,65.0,0.17,0.04,23.0,TE,11/23/22,0.0,0.0,0.0,0.0,3.0,2.0,16.0,8.0,7.5,0.2,0.0,0.273,0.0,0.092,0.13,0.057,11.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brate,cameron brate,c,brate4600tec,83704-54782,TE,c,Cameron Brate,brate,3.200000127156576,6.0,4600,TB@CLE,TB,CLE,,,,,,TE/FLEX,ryland,ryland,cameron,brate4600tec
brissett6900qbj,57.85,Jacoby Brissett,6900,CLE,TB,,,15.1,23.2,7.0,-3.5,2.2,0.4,18.6,6.0,0.97,1.0,0.9,1.0,0.0,0.47,-2.2,54.0,19.5,23.0,-1.8,3.5,42.5,35.0,21.0,33.0,239.0,64.0,7.2,6.45,1.1,37.0,122.4,252.9,3.6,9.4,4.2,3.3,1.5,6.0,3.0,8.0,16.0,4.6,0.2,0.609,3.63,1.5,0.75,54.0,0.75,0.76,22.1,300,0.54,0.31,100.0,0.75,0.0,40.0,15.1,-0.1,900.0,0.39,0.28,63.0,0.45,0.09,22.0,QB,11/23/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett6900qbj,83704-30231,QB,j,Jacoby Brissett,brissett,16.002000427246095,10.0,6900,TB@CLE,CLE,TB,,,,,,QB,ryland,ryland,jacoby,brissett6900qbj
brown5000wre,41.46,E. St. Brown,5000,CHI,@NYJ,,,2.81,4.3,1.3,-4.72,0.6,0.2,7.53,8.0,0.93,0.0,0.0,1.0,0.0,0.09,-4.2,38.0,15.8,22.8,-7.0,7.0,38.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,49.0,0.86,0.89,2.2,-400,0.98,0.06,40.0,0.2,0.4,50.0,2.8,-2.6,-1000.0,1.07,0.07,40.0,0.09,0.36,22.0,WR,11/23/22,0.0,0.0,0.0,0.0,2.0,1.0,14.0,10.0,13.6,0.1,0.0,0.16699999999999998,0.0,0.08900000000000001,0.037000000000000005,0.075,12.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,e. st. brown,e,brown5000wre,83704-64841,WR,e,Equanimeous St. Brown,brown,3.327272588556463,11.0,5000,CHI@NYJ,CHI,NYJ,,,,,,WR/FLEX,ryland,ryland,equanimeous,brown5000wre
brown7000wrm,42.55,Marquise Brown,7000,ARI,LAC,,,7.45,10.3,4.6,-4.64,1.1,0.4,12.09,35.0,0.99,1.0,1.0,1.0,0.0,0.14,-1.8,65.0,22.8,25.8,-0.5,3.0,48.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.28,0.17,0.0,0.0,0.0,0.0,2000,0.0,0.0,0.0,0.0,0.0,40.0,10.3,-1.2,1000.0,1.05,0.16,34.0,0.17,0.26,23.0,WR,11/23/22,0.0,0.0,0.0,0.0,9.0,6.0,59.0,18.0,9.4,0.2,0.0,0.071,0.0,0.259,0.231,0.255,38.5,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,marquise brown,m,brown7000wrm,83704-86687,WR,m,Marquise Brown,brown,14.666666666666666,6.0,7000,LAC@ARI,ARI,LAC,,,,,,WR/FLEX,ryland,ryland,marquise,brown7000wrm
bryant4900teh,49.45,Harrison Bryant,4900,CLE,TB,,,3.2,4.4,2.0,-2.8,0.7,0.1,6.0,1.0,0.89,0.0,0.0,2.0,0.0,0.1,-0.2,33.0,19.5,23.0,-1.8,3.5,42.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.47,0.29,54.0,0.75,0.76,7.1,100,2.12,0.13,75.0,0.5,0.0,40.0,5.2,0.6,-1100.0,2.01,0.16,63.0,0.27,0.04,22.0,TE,11/23/22,0.0,0.0,0.0,0.0,2.0,1.0,15.0,9.0,8.3,0.3,0.0,0.385,0.0,0.087,0.21100000000000002,0.07200000000000001,11.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bryant,harrison bryant,h,bryant4900teh,83704-70601,TE,h,Harrison Bryant,bryant,4.1875,8.0,4900,TB@CLE,CLE,TB,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4900teh
