,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
brissett6600qbj,68.06,Jacoby Brissett,6600,CLE,NE,,,15.3,24.1,6.5,-2.71,2.3,0.5,18.01,5.0,0.96,0.0,0.5,1.0,0.0,0.69,4.9,43.0,22.8,20.3,0.5,-2.5,43.0,39.0,17.0,28.0,185.0,61.0,6.5,5.56,0.8,33.0,87.2,191.4,9.2,27.2,15.4,2.9,2.1,5.1,2.0,6.0,11.0,5.2,0.1,0.708,2.47,1.18,0.71,63.0,0.39,0.0,16.6,0,0.45,0.24,100.0,1.0,0.0,10.0,12.4,0.0,600.0,0.39,0.29,52.0,0.4,0.12,25.0,QB,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett6600qbj,81659-30231,QB,j,Jacoby Brissett,brissett,15.31999969482422,5.0,6600,NE@CLE,CLE,NE,,,,,,QB,ryland,ryland,jacoby,brissett6600qbj
brown4500rbm,68.69,Malcolm Brown,4500,LA,CAR,,,3.9,5.1,2.7,-1.53,0.9,0.1,5.43,0.0,0.82,1.0,0.5,5.0,0.0,0.86,4.6,10.0,25.8,15.8,1.0,-10.0,41.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,4.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50.0,2.5,-0.5,-1500.0,0.91,0.25,5.0,0.0,0.05,20.0,RB,10/12/22,0.0,0.11199999999999999,0.142,2.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,malcolm brown,m,brown4500rbm,81659-32234,RB,m,Malcolm Brown,brown,3.5,6.0,4500,CAR@LAR,LAR,CAR,,,,,,RB/FLEX,ryland,ryland,malcolm,brown4500rbm
brown8200wrm,59.69,Marquise Brown,8200,ARI,@SEA,,,13.01,17.8,8.2,-1.82,1.6,6.3,14.83,15.0,0.97,1.0,6.8,5.0,0.0,0.67,3.3,64.0,26.5,24.0,1.7,-2.5,50.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.35,0.24,79.0,0.23,0.0,15.8,8197,1.29,0.21,100.0,0.77,0.0,90.0,11.5,1.8,2200.0,1.13,0.18,53.0,0.3,0.3,26.0,WR,10/12/22,0.0,0.0,0.0,0.0,10.0,6.0,60.0,18.0,9.6,0.3,0.0,0.067,0.0,0.268,0.21100000000000002,0.258,37.8,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,marquise brown,m,brown8200wrm,81659-86687,WR,m,Marquise Brown,brown,15.739999389648435,5.0,8200,ARI@SEA,ARI,SEA,,,,,,WR/FLEX,ryland,ryland,marquise,brown8200wrm
bryant4500teh,70.71,Harrison Bryant,4500,CLE,NE,,,3.65,5.2,2.1,-1.42,0.8,0.1,5.07,3.0,0.94,0.0,0.0,2.0,0.0,0.15,3.3,27.0,22.8,20.3,0.5,-2.5,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.33,0.17,63.0,0.39,0.0,5.3,-200,1.92,0.14,37.0,0.0,0.0,80.0,4.3,-0.2,-1500.0,2.23,0.16,58.0,0.16,0.04,24.0,TE,10/12/22,0.0,0.0,0.0,0.0,1.0,1.0,14.0,10.0,10.2,0.2,0.0,0.4,0.0,0.068,0.15,0.075,12.1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bryant,harrison bryant,h,bryant4500teh,81659-70601,TE,h,Harrison Bryant,bryant,3.150000095367432,4.0,4500,NE@CLE,CLE,NE,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4500teh
buffalo4000,38.85,Buffalo,4000,BUF,@KC,,,5.96,12.2,-0.3,-0.42,1.5,1.1,6.38,0.0,0.69,0.0,0.0,1.0,0.0,0.28,-4.8,0.0,28.3,25.8,0.8,-2.5,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.32,0.0,15.0,-1000,0.0,0.0,100.0,0.9,0.0,11.0,10.1,1.9,-2000.0,0.0,0.0,75.0,0.65,0.2,29.0,D,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.1,0.4357,0.46759999999999996,0.018600000000000002,0.0341,60.0,8.69,4.2,2.93,0.1942,buffalo,buffalo,b,buffalo4000,81659-12526,D,b,Buffalo Bills,bills,12.4,5.0,4000,BUF@KC,BUF,KC,,,,,,DEF,Bills,Bills,buffalo,buffalo4000
burrow8000qbj,64.63,Joe Burrow,8000,CIN,@NO,,,18.18,28.3,8.0,-2.58,2.3,4.7,20.76,-1.0,0.64,1.0,1.4,1.0,0.0,0.64,0.9,67.0,23.3,20.3,0.8,-3.0,43.5,80.0,24.0,35.0,291.0,68.0,8.2,7.08,2.0,44.0,147.6,285.9,15.0,51.2,13.6,5.7,2.3,8.9,3.0,6.0,11.0,3.5,0.2,0.451,5.82,3.0,1.76,0.0,0.0,0.0,19.2,100,0.46,0.29,100.0,0.66,0.0,90.0,20.1,1.9,2000.0,0.48,0.3,82.0,0.57,0.03,28.0,QB,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burrow,joe burrow,j,burrow8000qbj,81659-63336,QB,j,Joe Burrow,burrow,20.027999877929688,5.0,8000,CIN@NO,CIN,NO,,,,,,QB,ryland,ryland,joe,burrow8000qbj
callaway5600wrm,49.51,Marquez Callaway,5600,NO,CIN,,,5.53,8.0,3.0,-3.37,1.0,0.1,8.9,21.0,0.99,0.0,0.0,0.0,0.0,0.14,0.7,45.0,20.3,23.3,-1.2,3.0,43.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.18,0.18,0.0,0.0,0.0,4.2,1000,1.67,0.12,50.0,0.5,0.16,60.0,6.4,-1.0,-400.0,1.48,0.14,60.0,0.3,0.13,23.0,WR,10/12/22,0.0,0.0,0.0,0.0,4.0,2.0,31.0,16.0,13.8,0.2,0.0,0.375,0.0,0.14,0.16699999999999998,0.14,29.6,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,callaway,marquez callaway,m,callaway5600wrm,81659-71246,WR,m,Marquez Callaway,callaway,5.066666603088379,3.0,5600,CIN@NO,NO,CIN,,,,,,WR/FLEX,ryland,ryland,marquez,callaway5600wrm
campbell5100wrp,53.45,Parris Campbell,5100,IND,JAX,,,5.46,7.7,3.2,-2.3,1.1,0.3,7.76,7.0,0.93,0.0,0.0,0.0,0.0,0.14,3.2,43.0,21.3,19.8,-4.2,-1.5,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,3.7,200,1.34,0.07,50.0,0.16,0.16,60.0,5.3,-0.6,-900.0,1.94,0.12,21.0,0.08,0.04,23.0,WR,10/12/22,0.0,0.0,0.0,0.0,2.0,1.0,23.0,15.0,13.6,0.1,0.0,0.0,0.0,0.08199999999999999,0.125,0.091,12.3,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,campbell,parris campbell,p,campbell5100wrp,81659-56262,WR,p,Parris Campbell,campbell,3.34000015258789,5.0,5100,JAC@IND,IND,JAC,,,,,,WR/FLEX,ryland,ryland,parris,campbell5100wrp
carolina3700,72.96,Carolina,3700,CAR,@LA,,,6.06,12.6,-0.5,0.65,1.6,3.5,5.41,-6.0,0.29,0.0,0.0,2.0,0.0,0.28,8.3,0.0,15.8,25.8,-1.5,10.0,41.5,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,-500,0.0,0.0,100.0,0.6,0.0,50.0,6.2,-0.8,-2300.0,0.0,0.0,85.0,0.42,0.14,21.0,D,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.2,0.4796,0.45539999999999997,0.0076,0.042199999999999994,6.99,9.53,4.73,3.46,0.2346,carolina,carolina,c,carolina3700,81659-12553,D,c,Carolina Panthers,panthers,7.0,5.0,3700,CAR@LAR,CAR,LAR,,,,,,DEF,Panthers,Panthers,carolina,carolina3700
carter5900rbm,70.22,Michael Carter,5900,NYJ,@GB,,,7.02,9.1,4.9,-1.91,1.2,0.6,8.93,3.0,0.91,0.5,1.0,4.0,0.0,0.2,5.0,36.0,19.0,26.5,1.7,7.5,45.5,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,45.0,4.3,0.3,0.49,1.82,0.94,0.53,47.0,0.68,0.09,8.2,0,0.67,0.24,100.0,0.62,0.0,80.0,8.9,3.2,-100.0,0.6,0.25,70.0,0.41,0.16,24.0,RB,10/12/22,0.28600000000000003,0.429,0.5710000000000001,10.0,4.0,3.0,25.0,10.0,8.2,0.0,0.0,0.14800000000000002,0.40700000000000003,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carter,michael carter,m,carter5900rbm,81659-93539,RB,m,Michael Carter,carter,9.259999847412107,5.0,5900,NYJ@GB,NYJ,GB,,,,,,RB/FLEX,ryland,ryland,michael,carter5900rbm
chase8100wrj,62.65,Ja'Marr Chase,8100,CIN,@NO,,,13.36,18.2,8.5,-1.24,1.6,10.2,14.6,9.0,0.95,1.0,3.7,7.0,0.0,0.91,2.9,60.0,23.3,20.3,0.8,-3.0,43.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.88,0.47,0.0,0.0,0.0,9.1,8095,0.88,0.15,44.0,0.33,0.55,90.0,13.2,1.3,2100.0,1.44,0.22,50.0,0.25,0.39,28.0,WR,10/12/22,0.0,0.0,0.0,0.0,8.0,5.0,78.0,27.0,14.9,0.6,0.0,0.26899999999999996,0.0,0.247,0.294,0.275,44.2,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chase,ja'marr chase,j,chase8100wrj,81659-85701,WR,j,Ja'Marr Chase,chase,12.1,5.0,8100,CIN@NO,CIN,NO,,,,,,WR/FLEX,ryland,ryland,ja'marr,chase8100wrj
chubb9500rbn,77.29,Nick Chubb,9500,CLE,NE,,,15.54,20.4,10.7,-2.36,1.6,5.0,17.9,16.0,0.98,1.0,3.0,11.0,0.0,0.08,3.4,35.0,22.8,20.3,0.5,-2.5,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,88.0,5.6,0.7,0.517,2.22,1.39,0.78,63.0,0.39,0.0,23.5,1000,1.12,0.6,100.0,0.6,0.0,10.0,18.7,4.7,3500.0,1.06,0.53,57.0,0.3,0.19,26.0,RB,10/12/22,0.647,0.621,0.545,15.0,1.0,1.0,11.0,8.0,8.4,0.1,0.0,0.231,0.462,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chubb,nick chubb,n,chubb9500rbn,81659-53562,RB,n,Nick Chubb,chubb,21.6,5.0,9500,NE@CLE,CLE,NE,,,,,,RB/FLEX,ryland,ryland,nick,chubb9500rbn
cincinnati3600,84.83,Cincinnati,3600,CIN,@NO,,,6.38,13.5,-0.7,1.29,1.8,16.0,5.09,-7.0,0.25,0.0,0.0,2.0,0.0,0.95,4.4,0.0,23.3,20.3,0.8,-3.0,43.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,-300,0.0,0.0,100.0,0.5,0.0,60.0,6.6,1.3,-2400.0,0.0,0.0,84.0,0.6,0.16,25.0,D,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.3,0.4799,0.5161,0.0138,0.0361,70.0,7.12,4.2,3.27,0.2314,cincinnati,cincinnati,c,cincinnati3600,81659-12528,D,c,Cincinnati Bengals,bengals,6.8,5.0,3600,CIN@NO,CIN,NO,,,,,,DEF,Bengals,Bengals,cincinnati,cincinnati3600
claypool5500wrc,66.49,Chase Claypool,5500,PIT,TB,,,8.05,11.4,4.7,-0.62,1.5,1.8,8.67,2.0,0.86,0.0,0.0,2.0,0.0,0.67,2.7,56.0,18.0,28.0,-1.5,10.0,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.65,0.41,60.0,0.4,0.0,5.9,-500,0.98,0.11,60.0,0.2,0.0,10.0,6.9,-1.3,-500.0,0.94,0.12,62.0,0.17,0.13,29.0,WR,10/12/22,0.0,0.0,0.0,0.0,6.0,3.0,40.0,19.0,11.8,0.1,0.0,0.067,0.0,0.168,0.055999999999999994,0.18100000000000002,27.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,claypool,chase claypool,c,claypool5500wrc,81659-73111,WR,c,Chase Claypool,claypool,5.1200000762939455,5.0,5500,TB@PIT,PIT,TB,,,,,,WR/FLEX,ryland,ryland,chase,claypool5500wrc
cleveland4500,24.55,Cleveland,4500,CLE,NE,,,6.18,13.7,-1.4,-1.81,1.4,0.5,7.99,14.0,0.99,0.0,0.0,3.0,0.0,0.54,-1.0,0.0,22.8,20.3,0.5,-2.5,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,6.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.39,0.0,5.6,-200,0.0,0.0,85.0,0.42,0.14,70.0,6.7,-0.7,-1500.0,0.0,0.0,82.0,0.47,0.17,23.0,D,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.3,0.4286,0.5196999999999999,0.0128,0.041100000000000005,6.37,11.19,4.81,2.71,0.1844,cleveland,cleveland,c,cleveland4500,81659-12529,D,c,Cleveland Browns,browns,4.4,5.0,4500,NE@CLE,CLE,NE,,,,,,DEF,Browns,Browns,cleveland,cleveland4500
cobb5700wrr,67.07,Randall Cobb,5700,GB,NYJ,,,8.76,12.1,5.4,-0.36,1.5,1.0,9.12,20.0,0.99,1.0,0.5,1.0,0.0,0.61,4.3,33.0,26.5,19.0,-0.3,-7.5,45.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.59,0.24,47.0,0.68,0.09,7.2,700,1.32,0.27,100.0,0.2,0.0,50.0,7.7,-0.1,-300.0,1.84,0.23,47.0,0.17,0.08,23.0,WR,10/12/22,0.0,0.0,0.0,0.0,4.0,2.0,38.0,21.0,13.7,0.3,0.0,0.231,0.0,0.126,0.136,0.153,20.6,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cobb,randall cobb,r,cobb5700wrr,81659-14257,WR,r,Randall Cobb,cobb,6.680000305175781,5.0,5700,NYJ@GB,GB,NYJ,,,,,,WR/FLEX,ryland,ryland,randall,cobb5700wrr
coleman5700rbt,42.34,Tevin Coleman,5700,SF,@ATL,,,2.21,2.9,1.5,-6.22,0.4,0.2,8.43,-10.0,0.46,1.0,0.5,4.0,0.0,0.1,6.2,17.0,24.8,20.3,0.0,-4.5,45.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,34.0,4.3,0.1,0.493,1.11,0.78,0.44,0.0,0.0,0.0,20.2,1100,3.67,2.02,50.0,0.5,0.0,40.0,7.8,-0.8,-300.0,0.8,0.46,36.0,0.1,0.15,19.0,RB,10/12/22,0.1,0.289,0.302,7.0,1.0,1.0,8.0,6.0,6.3,0.1,0.0,0.071,0.5710000000000001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coleman,tevin coleman,t,coleman5700rbt,81659-27776,RB,t,Tevin Coleman,coleman,20.200000762939453,1.0,5700,SF@ATL,SF,ATL,,,,,,RB/FLEX,ryland,ryland,tevin,coleman5700rbt
conklin4900tet,70.16,Tyler Conklin,4900,NYJ,@GB,,,4.5,6.1,2.9,-1.5,0.9,1.7,6.0,-7.0,0.52,0.0,1.3,4.0,0.0,0.72,1.2,56.0,19.0,26.5,1.7,7.5,45.5,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.29,0.24,47.0,0.68,0.09,8.3,-200,1.44,0.15,66.0,0.16,0.0,60.0,6.2,-0.4,-1100.0,1.14,0.11,60.0,0.08,0.3,23.0,TE,10/12/22,0.0,0.0,0.0,0.0,5.0,3.0,36.0,16.0,9.7,0.2,0.0,0.214,0.0,0.154,0.09699999999999999,0.139,14.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conklin,tyler conklin,t,conklin4900tet,81659-60451,TE,t,Tyler Conklin,conklin,7.14000015258789,5.0,4900,NYJ@GB,NYJ,GB,,,,,,TE/FLEX,ryland,ryland,tyler,conklin4900tet
cook8300rbd,81.10,Dalvin Cook,8300,MIN,@MIA,,,14.44,18.7,10.2,-0.47,1.7,7.1,14.91,8.0,0.96,1.0,1.5,7.0,0.0,0.25,5.9,46.0,24.3,21.3,2.5,-3.0,45.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,87.0,4.7,0.5,0.491,3.06,1.76,1.06,83.0,0.71,0.02,9.8,400,0.55,0.22,28.0,0.21,0.71,14.0,12.9,-0.5,2300.0,0.59,0.28,36.0,0.23,0.5,30.0,RB,10/12/22,0.615,0.7659999999999999,0.696,18.0,3.0,2.0,15.0,10.0,6.5,0.0,0.0,0.14,0.46,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,dalvin cook,d,cook8300rbd,81659-54140,RB,d,Dalvin Cook,cook,13.239999389648435,5.0,8300,MIN@MIA,MIN,MIA,,,,,,RB/FLEX,ryland,ryland,dalvin,cook8300rbd
cooper7100wra,58.66,Amari Cooper,7100,CLE,NE,,,10.4,14.2,6.6,-1.92,1.5,3.4,12.32,13.0,0.97,1.0,1.1,4.0,0.0,0.63,3.5,56.0,22.8,20.3,0.5,-2.5,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.47,0.24,63.0,0.39,0.0,15.8,800,1.7,0.27,90.0,0.8,0.1,10.0,12.2,1.9,1100.0,1.63,0.22,62.0,0.4,0.22,27.0,WR,10/12/22,0.0,0.0,0.0,0.0,7.0,4.0,56.0,21.0,12.2,0.5,0.0,0.368,0.0,0.20800000000000002,0.24100000000000002,0.21100000000000002,43.2,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cooper,amari cooper,a,cooper7100wra,81659-31001,WR,a,Amari Cooper,cooper,12.38000030517578,5.0,7100,NE@CLE,CLE,NE,,,,,,WR/FLEX,ryland,ryland,amari,cooper7100wra
cousins7600qbk,65.43,Kirk Cousins,7600,MIN,@MIA,,,17.7,29.6,5.8,-2.27,2.3,4.8,19.97,1.0,0.83,1.0,3.3,1.0,0.0,0.46,8.3,67.0,24.3,21.3,2.5,-3.0,45.5,56.0,23.0,35.0,259.0,65.0,7.3,7.03,1.9,39.0,148.8,301.4,14.1,47.9,13.6,5.4,1.7,4.6,1.0,5.0,6.0,3.2,0.1,0.5,6.35,3.12,1.41,83.0,0.71,0.02,15.3,0,0.34,0.22,100.0,0.36,0.0,11.0,17.0,-1.4,1600.0,0.43,0.25,85.0,0.39,0.03,28.0,QB,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cousins,kirk cousins,k,cousins7600qbk,81659-22038,QB,k,Kirk Cousins,cousins,17.275999450683592,5.0,7600,MIN@MIA,MIN,MIA,,,,,,QB,ryland,ryland,kirk,cousins7600qbk
dallas5300rbd,69.39,DeeJay Dallas,5300,SEA,ARI,,,5.56,7.4,3.7,-1.87,1.0,0.2,7.43,5.0,0.94,0.0,0.0,4.0,0.0,0.25,3.6,11.0,24.0,26.5,1.7,2.5,50.5,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.7,0.1,0.563,0.67,0.22,0.17,79.0,0.23,0.0,1.4,5298,0.5,0.2,44.0,0.22,0.33,90.0,4.7,-0.3,-700.0,1.05,0.42,46.0,0.26,0.23,26.0,RB,10/12/22,0.125,0.073,0.18600000000000003,2.0,1.0,1.0,7.0,3.0,5.7,0.0,0.0,0.375,0.875,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dallas,deejay dallas,d,dallas5300rbd,81659-94087,RB,d,DeeJay Dallas,dallas,1.0600000381469727,5.0,5300,ARI@SEA,SEA,ARI,,,,,,RB/FLEX,ryland,ryland,deejay,dallas5300rbd
dalton6400qba,53.53,Andy Dalton,6400,NO,CIN,,,13.5,22.7,4.3,-4.12,2.1,1.2,17.62,0.0,0.76,0.0,0.5,1.0,0.0,0.69,-5.2,63.0,20.3,23.3,-1.2,3.0,43.5,20.0,21.0,34.0,238.0,62.0,7.0,5.18,1.3,39.0,123.0,272.0,10.5,47.1,16.8,3.8,3.8,6.6,2.0,5.0,6.0,2.3,0.0,0.35,2.0,1.0,0.39,0.0,0.0,0.0,11.8,300,0.38,0.19,42.0,0.28,0.0,70.0,12.3,-0.7,400.0,0.31,0.19,39.0,0.21,0.04,23.0,QB,10/12/22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dalton,andy dalton,a,dalton6400qba,81659-14225,QB,a,Andy Dalton,dalton,12.3100004196167,2.0,6400,CIN@NO,NO,CIN,,,,,,QB,ryland,ryland,andy,dalton6400qba
davis5800wrc,56.25,Corey Davis,5800,NYJ,@GB,,,7.35,10.5,4.2,-2.0,1.3,1.5,9.35,1.0,0.83,0.0,0.0,1.0,0.0,0.67,0.9,52.0,19.0,26.5,1.7,7.5,45.5,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.12,0.12,47.0,0.68,0.09,10.5,5798,2.22,0.19,100.0,0.77,0.0,90.0,9.1,20.0,-200.0,1.61,0.18,52.0,0.36,0.08,25.0,WR,10/12/22,0.0,0.0,0.0,0.0,5.0,3.0,54.0,24.0,15.8,0.3,0.0,0.5,0.0,0.141,0.231,0.2,44.8,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,davis,corey davis,c,davis5800wrc,81659-45439,WR,c,Corey Davis,davis,10.080000305175782,5.0,5800,NYJ@GB,NYJ,GB,,,,,,WR/FLEX,ryland,ryland,corey,davis5800wrc
davis6900wrg,65.14,Gabe Davis,6900,BUF,@KC,,,10.74,15.2,6.3,-1.12,1.6,12.6,11.86,-4.0,0.69,1.0,6.8,5.0,0.0,0.91,2.5,46.0,28.3,25.8,0.8,-2.5,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.24,64.0,0.32,0.0,12.5,-300,2.51,0.19,28.0,0.28,0.14,14.0,12.8,3.8,900.0,2.55,0.28,56.0,0.37,0.06,32.0,WR,10/12/22,0.0,0.0,0.0,0.0,5.0,2.0,51.0,27.0,18.5,0.5,0.0,0.294,0.0,0.133,0.258,0.19,38.9,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,davis,gabe davis,g,davis6900wrg,81659-94534,WR,g,Gabe Davis,davis,13.600000381469728,4.0,6900,BUF@KC,BUF,KC,,,,,,WR/FLEX,ryland,ryland,gabe,davis6900wrg
