,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
glennon6600qbm,90.65,Mike Glennon,6600,JAX,TEN,,,17.22,27.6,6.8,2.81,2.6,0.5,2.4,14.41,0,0.78,1,4.5,1,0,0.67,4.2,68,22.8,30.3,-0.2,7.5,53,36,24,38,257,62,6.7,6.03,1.5,40,18.2,49.4,28.6,3.9,2.6,2.6,2,4,7,3,0,0.4,0.47,0.33,0.13,71,0.75,0.02,16.1,300,0.38,0.24,50,0.5,0,40,6.4,0.3,600,0.15,0.09,13,0.13,0.2,15,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glennon,mike glennon,m,glennon6600qbm,,QB,,,,,,,,,,,,,,,,,,
godwin7400wrc,79.2,Chris Godwin,7400,TB,MIN,,,11.85,16.2,7.5,1.05,1.6,6.5,3.5,10.8,1,0.86,1,5.4,4,0,0.67,1,56,29.5,22.5,0,-7,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.27,0.13,76,0.74,0.01,13.6,-100,1.63,0.21,100,0,0,30,9.4,0.7,-300,1.25,0.17,43,0.06,0.31,16,WR,1520,0,0,0,0,7,6,75,29,12.6,0.3,15.1,0.5,0,0.199,0.13,0.259,0,0,0,0,0,0,0,0,0,0,godwin,chris godwin,c,godwin7400wrc,,WR,,,,,,,,,,,,,,,,,,
goedert5600ted,83,Dallas Goedert,5600,PHI,NO,,,7.23,9.9,4.5,0.89,1.3,0.5,6.3,6.34,4,0.97,0.57,2.8,7,0,0.35,-3.4,57,17.8,25.3,-1.5,7.5,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.27,0.13,51,0.67,0.01,11.9,-200,1.64,0.19,100,0.5,0,40,10.3,2.6,400,1.49,0.18,64,0.23,0.11,17,TE,1520,0,0,0,0,6,4,55,22,11.6,0.4,7.8,0.375,0,0.185,0.267,0.237,0,0,0,0,0,0,0,0,0,0,goedert,dallas goedert,d,goedert5600ted,,TE,,,,,,,,,,,,,,,,,,
gordon6100rbm,85.65,Melvin Gordon,6100,DEN,@CAR,,,10.78,14.3,7.3,1.86,1.8,3,10.6,8.92,2,0.9,1,2.6,3,0,0.54,-2,40,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55,4.3,0.6,0.402,1.93,1.2,0.73,67,0.67,0.01,10.2,-500,0.72,0.28,50,0.5,0.25,40,12.9,20,-500,0.78,0.32,68,0.5,0.18,16,RB,1520,0.75,0.523,0.623,12,3,2,17,8,6.4,0.1,6.9,0.348,0.522,0,0,0,0,0,0,0,0,0,0,0,0,0,gordon,melvin gordon,m,gordon6100rbm,,RB,,,,,,,,,,,,,,,,,,
gore5200rbf,72.5,Frank Gore,5200,NYJ,@SEA,,,6.77,9.1,4.5,0.09,1.3,0.5,1.6,6.68,-2,0.76,0,0,1,0,0.4,1.1,21,16.5,33,0,16.5,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,3.6,0.1,0.449,1.8,0.53,0.13,42,0.87,0.67,8.1,200,0.63,0.35,66,0.66,0.33,30,4.9,-1.6,400,0.41,0.23,64,0.11,0.35,17,RB,1520,0.125,0.359,0.356,10,1,1,5,3,5.4,0,1.3,0.042,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,gore,frank gore,f,gore5200rbf,,RB,,,,,,,,,,,,,,,,,,
graham5200tej,65.45,Jimmy Graham,5200,CHI,HOU,,,4.24,6,2.5,-1.16,0.8,0.5,10.3,5.4,-12,0.4,1,0.8,2,0,0.05,0.1,41,22.5,23.5,0.7,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.6,0.27,34,0.83,0.04,4.7,-400,2.02,0.16,33,0,0,30,6.7,10,200,1.36,0.16,63,0.21,0.26,19,TE,1520,0,0,0,0,4,2,26,13,9.1,0.3,7.7,0.313,0,0.126,0.217,0.108,0,0,0,0,0,0,0,0,0,0,graham,jimmy graham,j,graham5200tej,,TE,,,,,,,,,,,,,,,,,,
grant4900wrj,68.35,Jakeem Grant,4900,MIA,KC,,,5.42,7.7,3.2,0.32,1.1,0.5,4.7,5.1,-20,0.43,0,0,1,0,0.49,0.3,26,22,29.5,1.5,7.5,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0.07,80,0.69,0.01,5.6,300,1.13,0.14,100,0.25,0,40,4.8,0.2,400,1.26,0.19,66,0.2,0.13,15,WR,1520,0,0,0,0,3,2,24,14,10.6,0.1,0,0.333,0,0.112,0.053,0.106,0,0,0,0,0,0,0,0,0,0,grant,jakeem grant,j,grant4900wrj,,WR,,,,,,,,,,,,,,,,,,
green bay4300,42.35,Green Bay,4300,GB,@DET,,,6.7,13.7,-0.3,0.06,1.6,3,4,6.64,-2,0.57,0,0,1,0,0.71,3.2,0,32.5,23,1,-9.5,55.5,55,0,0,0,0,0,0,0,0,0,0,0,0,2.36,7.27,0,0,0,0,0,0,0,0,0,0,0,0,9.5,-500,0,0,100,0.5,0,40,6.3,-0.6,400,0,0,80,0.38,0.14,21,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.4872,0.5014,0.0138,0.0423,6.86,9.29,5.31,30,0.2077,bay,green bay,g,green bay4300,,D,,,,,,,,,,,,,,,,,,
green5300wra,63.4,AJ Green,5300,CIN,DAL,,,5.7,8.1,3.3,-0.31,1.1,0.5,15.2,6.01,-16,0.49,1,0.9,1,0,0,3.2,51,20.5,23.5,0.7,3,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.27,0.2,44,0.69,0.02,12.1,-300,2.69,0.25,25,0.25,0,40,5.4,0.2,-900,0.8,0.11,33,0.2,0.4,15,WR,1520,0,0,0,0,6,2,29,9,10.2,0.1,0,0.2,0,0.177,0.067,0.116,0,0,0,0,0,0,0,0,0,0,green,aj green,a,green5300wra,,WR,,,,,,,,,,,,,,,,,,
griffin4200ter,65.6,Ryan Griffin,4200,NYJ,@SEA,,,2.25,3.4,1.1,-0.82,0.5,0.5,0,3.07,-24,0.12,0,0,0,0,0.29,1.5,26,16.5,33,0,16.5,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.87,0.67,4.1,100,6.12,0.12,33,0,0,30,3.3,0,-100,3.28,0.13,28,0,0,14,TE,1520,0,0,0,0,1,0,7,4,9.6,0,0,0,0,0.034,0,0.038,0,0,0,0,0,0,0,0,0,0,griffin,ryan griffin,r,griffin4200ter,,TE,,,,,,,,,,,,,,,,,,
gronkowski6200ter,80.05,Rob Gronkowski,6200,TB,MIN,,,8.07,11.2,5,0.33,1.3,6.5,6.7,7.74,-4,0.66,0.89,3.2,8,0,0.78,2.3,52,29.5,22.5,0,-7,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0.67,0.33,76,0.74,0.01,9.7,100,1.83,0.18,66,0.33,0.33,30,8.8,2.2,700,1.69,0.17,61,0.38,0.23,13,TE,1520,0,0,0,0,5,3,42,21,13.6,0.3,0,0.308,0,0.134,0.143,0.153,0,0,0,0,0,0,0,0,0,0,gronkowski,rob gronkowski,r,gronkowski6200ter,,TE,,,,,,,,,,,,,,,,,,
gurley6100rbt,72.7,Todd Gurley,6100,ATL,@LAC,,,8.75,11.6,5.9,-0.17,1.4,3,4.1,8.92,-7,0.59,1,0.5,4,0,0.36,1.2,42,24,25,-1.8,1,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,3.4,0.9,0.443,4,1.8,1.13,0,0,0,3,-600,0.31,0.13,0,0,0.66,30,12.8,1.6,-1000,0.7,0.31,73,0.4,0.2,15,RB,1520,0.8,0.592,0.593,15,2,1,8,5,5.7,0.1,4.5,0.186,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,gurley,todd gurley,t,gurley6100rbt,,RB,,,,,,,,,,,,,,,,,,
guyton4900wrj,63.8,Jalen Guyton,4900,LAC,ATL,,,4.88,7.2,2.5,-0.22,1,0.5,1.3,5.1,-25,0.36,1,0.3,0,0,0.1,3.5,54,25,24,1.2,-1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,3.7,0,0.83,0.06,75,0,0.25,40,4.3,0.3,400,1.47,0.08,66,0.2,0.33,15,WR,1520,0,0,0,0,2,1,28,22,18.5,0.2,0,0.333,0,0.073,0.13,0.1,0,0,0,0,0,0,0,0,0,0,guyton,jalen guyton,j,guyton4900wrj,,WR,,,,,,,,,,,,,,,,,,
hamilton4600wrd,49.2,DaeSean Hamilton,4600,DEN,@CAR,,,2.05,3.2,0.9,-2.37,0.4,0.5,1.8,4.42,-51,0.09,0,0,0,0,0.16,1.4,34,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.13,0.07,67,0.67,0.01,9.3,-100,5.31,0.49,25,0.25,0,40,6.3,0.6,-200,1.92,0.18,60,0.2,0.06,15,WR,1520,0,0,0,0,3,1,21,10,11.7,0.2,7.7,0.4,0,0.1,0.188,0.101,0,0,0,0,0,0,0,0,0,0,hamilton,daesean hamilton,d,hamilton4600wrd,,WR,,,,,,,,,,,,,,,,,,
hamler5000wrk,80.3,KJ Hamler,5000,DEN,@CAR,,,6.9,9.7,4.1,1.57,1.4,0.5,21.6,5.33,-5,0.7,1,0.3,1,0,0.02,1.4,42,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.08,0.08,67,0.67,0.01,3.9,-200,0.62,0.09,75,0,0.25,40,5.8,0.5,300,1.02,0.14,61,0.23,0.07,13,WR,1520,0,0,0,0,4,2,29,15,10.8,0.1,0,0.25,0,0.146,0.077,0.129,0,0,0,0,0,0,0,0,0,0,hamler,kj hamler,k,hamler5000wrk,,WR,,,,,,,,,,,,,,,,,,
hansen5100wrc,92.55,Chad Hansen,5100,HOU,@CHI,,,8.83,12.3,5.4,3.27,1.7,0.5,9.1,5.56,5,0.92,0.89,2.3,3,0,0.63,2.6,59,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.83,0.04,12.6,600,1.8,0.21,25,0.25,0,40,12.6,0.7,600,1.8,0.21,8,0.08,0,12,WR,1520,0,0,0,0,7,5,101,28,20.2,0,0,0,0,0.189,0,0.296,0,0,0,0,0,0,0,0,0,0,hansen,chad hansen,c,hansen5100wrc,,WR,,,,,,,,,,,,,,,,,,
hardman5300wrm,61.85,Mecole Hardman,5300,KC,@MIA,,,5.39,8.2,2.6,-0.62,1,0.5,9.5,6.01,-15,0.51,0,0,3,0,0,0.7,28,29.5,22,1.5,-7.5,51.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,80,0.69,0.01,2.6,-300,0.88,0.13,33,0,0.66,30,5.7,-0.6,300,1.82,0.2,55,0.16,0.38,18,WR,1520,0,0,0,0,3,2,32,20,15.3,0.2,11.7,0.5,0,0.082,0.083,0.106,0,0,0,0,0,0,0,0,0,0,hardman,mecole hardman,m,hardman5300wrm,,WR,,,,,,,,,,,,,,,,,,
henry5600teh,89.4,Hunter Henry,5600,LAC,ATL,,,8.12,11.1,5.2,1.78,1.4,6.5,7.1,6.34,-7,0.54,1,7.6,8,0,0.86,1.6,63,25,24,1.2,-1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.53,0.33,0,0,0,8.8,100,1.4,0.14,75,0.75,0.25,40,7.7,0.5,-400,1.25,0.12,86,0.26,0.13,15,TE,1520,0,0,0,0,6,4,41,17,10.2,0.3,9.3,0.333,0,0.156,0.154,0.145,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry5600teh,,TE,,,,,,,,,,,,,,,,,,
henry9600rbd,80.7,Derrick Henry,9600,TEN,@JAX,,,18.23,24,12.5,0.58,1.9,35.5,35.2,17.65,0,0.84,0.98,10,12,0,0.54,0.1,43,30.3,22.8,-0.2,-7.5,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,115,5,1.1,0.549,4.69,2.56,1.38,71,0.75,0.02,20.9,1400,0.81,0.45,66,0.33,0.33,30,18.9,3.4,1200,0.75,0.44,60,0.4,0.4,20,RB,1520,0.75,0.743,0.652,23,2,1,7,6,6.8,0,0,0.189,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0,henry,derrick henry,d,henry9600rbd,,RB,,,,,,,,,,,,,,,,,,
herbert8300qbj,93.45,Justin Herbert,8300,LAC,ATL,,,20.9,31.4,10.4,3.15,2.5,6.5,16.72,17.75,-5,0.39,0.97,10,1,0,0.67,2.6,75,25,24,1.2,-1,49,52,26,41,293,64,7.1,6.58,2.1,46,26.4,51.4,19.1,5.1,2,5.3,3,9,16,4.5,0.3,0.488,5.92,2.42,1.5,0,0,0,18.3,300,0.36,0.24,75,0.5,0.25,40,22.6,50,2200,0.48,0.3,83,0.66,0.08,12,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbert,justin herbert,j,herbert8300qbj,,QB,,,,,,,,,,,,,,,,,,
herndon4500tec,68.65,Chris Herndon,4500,NYJ,@SEA,,,3.08,4.5,1.7,-0.69,0.7,0.5,1.4,3.77,-20,0.2,0,0,1,0,0.12,1.5,40,16.5,33,0,16.5,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,42,0.87,0.67,10.2,200,10.2,0.26,33,0.33,0,30,3.3,-0.6,-200,1.41,0.08,37,0.06,0.18,16,TE,1520,0,0,0,0,2,1,11,7,8.3,0.1,0,0.5,0,0.079,0.091,0.058,0,0,0,0,0,0,0,0,0,0,herndon,chris herndon,c,herndon4500tec,40932-55336,TE,c,Chris Herndon,herndon,1.200000048,1,4500,NYJ@CIN,NYJ,CIN,IR,Ribs,,,,ryland,ryland,chris,herndon4500tec
higgins6400wrt,82.4,Tee Higgins,6400,CIN,DAL,,,10.1,14.1,6.1,1.58,1.6,3,7.4,8.52,-1,0.81,0.92,3.1,1,0,0.16,3.2,51,20.5,23.5,0.7,3,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.42,0.42,44,0.69,0.02,11,300,1.42,0.21,75,0.5,0.25,40,11.8,4.6,1500,1.61,0.23,83,0.5,0.08,12,WR,1520,0,0,0,0,6,4,60,27,13.8,0.4,0,0.625,0,0.182,0.333,0.238,0,0,0,0,0,0,0,0,0,0,higgins,tee higgins,t,higgins6400wrt,,WR,,,,,,,,,,,,,,,,,,
hill5300rbb,53.85,Brian Hill,5300,ATL,@LAC,,,4.29,5.8,2.8,-2.64,0.8,0.5,2,6.93,-16,0.37,0,0,3,0,0.44,1.2,19,24,25,-1.8,1,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,4.8,0.1,0.473,0.47,0.27,0.13,0,0,0,3,300,0.4,0.12,33,0,0.66,30,4.3,-1.8,500,0.58,0.23,76,0.17,0.23,17,RB,1520,0.067,0.288,0.273,6,1,1,7,4,6.9,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,hill,brian hill,b,hill5300rbb,,RB,,,,,,,,,,,,,,,,,,
hill7700qbt,96.3,Taysom Hill,7700,NO,@PHI,,,20.34,33.4,7.3,3.77,2.6,6.5,19.94,16.57,0,0.78,0.86,3.5,1,0,0.92,0.5,28,25.3,17.8,-0.5,-7.5,43,63,7,10,81,71,7.8,6.8,0.3,22,14.5,62.7,19.3,3,1,9.9,4,12,25,5.1,0.3,0.514,2.67,1.67,0.67,51,0.67,0.01,17.3,3200,0.44,0.31,100,0.75,0,40,9.9,3.6,2700,0.57,0.35,76,0.58,0.23,17,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hill,taysom hill,t,hill7700qbt,,QB,,,,,,,,,,,,,,,,,,
hill9000wrt,92.05,Tyreek Hill,9000,KC,@MIA,,,16.87,23.4,10.3,2.42,1.9,18.5,24.6,14.45,2,0.88,0.94,5.7,10,0,0.89,0.7,58,29.5,22,1.5,-7.5,51.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1,0.4,80,0.69,0.01,28.2,500,2.02,0.42,100,0.66,0,30,17.4,4.7,900,1.86,0.3,72,0.33,0.27,18,WR,1520,0,0,0,0,8,5,85,32,14.5,10,12.1,0.421,0,0.233,0.417,0.276,0,0,0,0,0,0,0,0,0,0,hill,tyreek hill,t,hill9000wrt,,WR,,,,,,,,,,,,,,,,,,
hilton6000wrt,90.05,TY Hilton,6000,IND,@LV,,,10.15,14.1,6.2,2.54,1.7,3,23.1,7.61,-1,0.81,0.86,3.4,5,0,0.75,1,44,27,24.5,0.2,-2.5,51.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.13,0.07,0,0,0,14.1,600,1.92,0.29,100,0.66,0,30,6.9,-1.1,-500,1.18,0.16,55,0.16,0.38,18,WR,1520,0,0,0,0,5,3,45,20,12.6,0.1,11.1,0.125,0,0.179,0.111,0.183,0,0,0,0,0,0,0,0,0,0,hilton,ty hilton,t,hilton6000wrt,,WR,,,,,,,,,,,,,,,,,,
hines6100rbn,75.4,Nyheim Hines,6100,IND,@LV,,,9.25,12,6.5,0.33,1.5,3,9.5,8.92,-6,0.62,0.75,0.7,3,0,0.54,0.1,24,27,24.5,0.2,-2.5,51.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3.5,0.2,0.429,2,1.13,0.53,0,0,0,10.3,0,0.79,0.31,100,0.33,0,30,11,3.6,1200,1.15,0.46,87,0.37,0.12,16,RB,1520,0.158,0.161,0.367,5,4,3,27,12,7.7,0.3,2.5,0.143,0.381,0,0,0,0,0,0,0,0,0,0,0,0,0,hines,nyheim hines,n,hines6100rbn,,RB,,,,,,,,,,,,,,,,,,
hockenson6000tet,94.7,TJ Hockenson,6000,DET,GB,,,9.94,13.4,6.5,2.67,1.7,10.5,13.3,7.27,-1,0.81,1,4.8,10,0,0.91,-0.5,47,23,32.5,0,9.5,55.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0.47,0,0,0,8.6,-200,1.23,0.18,75,0,0.25,40,10,2.5,700,1.55,0.21,73,0.26,0.06,15,TE,1520,0,0,0,0,6,4,51,22,11.8,0.4,0,0.333,0,0.181,0.227,0.182,0,0,0,0,0,0,0,0,0,0,hockenson,tj hockenson,t,hockenson6000tet,,TE,,,,,,,,,,,,,,,,,,
hollins4700wrm,49.2,Mack Hollins,4700,MIA,KC,,,2.16,3.3,1.1,-2.48,0.5,0.5,9.1,4.64,-43,0.16,0,0,1,0,0.1,0.3,9,22,29.5,1.5,7.5,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,80,0.69,0.01,1.5,-100,0.87,0.08,50,0,0.25,40,1.7,-0.6,200,3,0.19,18,0.06,0.25,16,WR,1520,0,0,0,0,0,0,3,2,7.8,0.1,0,1,0,0.017,0.042,0.013,0,0,0,0,0,0,0,0,0,0,hollins,mack hollins,m,hollins4700wrm,,WR,,,,,,,,,,,,,,,,,,
hollister4900tej,80.65,Jacob Hollister,4900,SEA,NYJ,,,5.37,7.4,3.4,0.67,1.1,0.5,2.5,4.7,-4,0.66,1,0.8,3,0,0.22,8.3,25,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.27,0.27,42,0.87,0.67,2.3,200,0.7,0.1,75,0,0.25,40,4.4,-0.6,700,1.48,0.18,66,0.11,0.16,18,TE,1520,0,0,0,0,3,2,17,8,8.4,0.1,7.2,0.1,0,0.088,0.027,0.063,0,0,0,0,0,0,0,0,0,0,hollister,jacob hollister,j,hollister4900tej,,TE,,,,,,,,,,,,,,,,,,
hopkins8200wrd,73,DeAndre Hopkins,8200,ARI,@NYG,,,13.03,17.8,8.3,0.4,1.6,6.5,18.1,12.63,6,0.93,0.55,2.6,6,0,0.86,-0.4,65,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.47,0.33,56,0.65,0.02,13.3,-400,1.33,0.2,50,0.25,0.5,40,12.5,-1,400,1.31,0.19,57,0.15,0.42,19,WR,1520,0,0,0,0,9,6,82,28,12.1,0.4,8.8,0.143,0,0.289,0.208,0.34,0,0,0,0,0,0,0,0,0,0,hopkins,deandre hopkins,d,hopkins8200wrd,,WR,,,,,,,,,,,,,,,,,,
houston3400,47.54,Houston,3400,HOU,@CHI,,,6.4,13.5,-0.7,2.65,1.9,3,2,3.75,-5,0.4,0,0,1,0,0.85,3.2,0,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,1.54,6.35,0,0,0,0,0,0,0,0,0,34,0.83,0.04,6.8,-100,0,0,100,0.5,0,40,60,0.5,400,0,0,85,0.4,0.15,20,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5404,0.5283,0.0082,0.0499,7.84,11,5.87,3.5,0.2121,houston,houston,h,houston3400,,D,,,,,,,,,,,,,,,,,,
hurst5500teh,91.95,Hayden Hurst,5500,ATL,@LAC,,,8.25,11.3,5.2,2.14,1.5,3,1.2,6.11,2,0.94,0.56,3.2,8,0,0.22,0.7,49,24,25,-1.8,1,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.29,0.07,0,0,0,4.1,0,0.88,0.09,33,0,0.33,30,7.4,1.2,200,1.41,0.15,77,0.27,0.16,18,TE,1520,0,0,0,0,5,3,36,17,11.4,0.2,10.3,0.091,0,0.146,0.143,0.136,0,0,0,0,0,0,0,0,0,0,hurst,hayden hurst,h,hurst5500teh,,TE,,,,,,,,,,,,,,,,,,
hurts6600qbj,85.8,Jalen Hurts,6600,PHI,NO,,,16.52,26.8,6.2,2.11,2.5,3,19.28,14.41,-11,0.11,0.76,3.8,1,0,0.67,-5.3,5,17.8,25.3,-1.5,7.5,43,37,2,3,35,53,9.5,6.97,0.3,16,0,66.7,33.3,10,10,21.1,1,5,7,5,0,0.412,0.08,0.08,0,51,0.67,0.01,2.8,500,0.28,0.34,25,0,0.75,40,1.8,0,600,0.29,0.36,8,0,0.75,12,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hurts,jalen hurts,j,hurts6600qbj,,QB,,,,,,,,,,,,,,,,,,
hyde5600rbc,58.45,Carlos Hyde,5600,SEA,NYJ,,,5.66,8.1,3.2,-2.02,1,0.5,6.6,7.68,-7,0.59,0,0,5,0,0.87,-1.9,28,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,3.4,0.5,0.468,1.13,0.63,0.38,42,0.87,0.67,9.9,100,0.74,0.28,60,0.4,0.2,50,9.2,0.5,600,0.73,0.33,61,0.19,0.14,21,RB,1520,0.625,0.303,0.415,10,1,1,7,6,5.5,0,3.3,0.222,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,hyde,carlos hyde,c,hyde5600rbc,,RB,,,,,,,,,,,,,,,,,,
indianapolis4800,22.04,Indianapolis,4800,IND,@LV,,,6.1,12.9,-0.7,-2.15,1.3,0.5,12,8.25,-1,0.64,0,0,1,0,0.19,-0.9,0,27,24.5,0.2,-2.5,51.5,54,0,0,0,0,0,0,0,0,0,0,0,0,3.42,7.24,0,0,0,0,0,0,0,0,0,0,0,0,5,800,0,0,66,0.33,0.33,30,8.6,1.2,1100,0,0,77,0.55,0.22,18,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5191,0.4848,0.0191,0.0438,7.32,8.53,4.27,2.83,0.2344,indianapolis,indianapolis,i,indianapolis4800,,D,,,,,,,,,,,,,,,,,,
jackson4800rbj,49.8,Justin Jackson,4800,LAC,ATL,,,2.6,3.5,1.7,-3.08,0.5,0.5,3.4,5.68,-23,0.24,0,0,2,0,0.59,-4.9,20,25,24,1.2,-1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,4.1,0,0.451,0.13,0,0,0,0,0,0,-700,0,0,0,0,0,40,5.4,0.3,300,0.6,0.27,33,0.13,0.2,15,RB,1520,0,0.238,0.282,6,2,2,16,8,7.8,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,justin jackson,j,jackson4800rbj,,RB,,,,,,,,,,,,,,,,,,
jacksonville3200,21.99,Jacksonville,3200,JAX,TEN,,,4.4,9.5,-0.7,1.29,1.4,0.5,2,3.11,-6,0.34,0,0,1,0,0.71,-2.6,0,22.8,30.3,-0.2,7.5,53,36,0,0,0,0,0,0,0,0,0,0,0,0,2.09,4.37,0,0,0,0,0,0,0,0,0,71,0.75,0.02,7.8,100,0,0,100,0.5,0,40,4.8,0.4,-300,0,0,81,0.43,0.18,16,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5304,0.5132,0.0113,0.0489,8.07,9.87,4.86,3.31,0.2297,jacksonville,jacksonville,j,jacksonville3200,,D,,,,,,,,,,,,,,,,,,
jacobs7400rbj,66.95,Josh Jacobs,7400,LV,IND,,,11.06,14.6,7.5,-1.11,1.5,3,8.9,12.17,7,0.96,0,0.5,3,0,0.44,0.2,42,24.5,27,0.7,2.5,51.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,72,3.8,0.8,0.513,3.07,1.6,0.87,0,0,0,14.8,-100,0.84,0.36,50,0.25,0.25,40,12,0,-800,0.54,0.29,52,0.17,0.41,17,RB,1520,0.692,0.582,0.635,19,3,2,16,9,6.7,0,6.7,0.205,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,jacobs,josh jacobs,j,jacobs7400rbj,,RB,,,,,,,,,,,,,,,,,,
