,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
akins4600tej,11.8,Jordan Akins,4600,HOU,@IND,,,4.5,7.9,0,0.5,1,0.5,2.7,4,-14,0.68,1,0.3,3,0,0.63,1.9,31,22.5,24,-1.5,1.5,46.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.06,0.06,0,0,0,8.1,500,2.49,0.19,100,0.25,0,40,3.4,0,-1400,1.74,0.11,57,0.04,0.23,21,TE,7,0,0,0,0,1,1,20,14,15.8,0.1,8.5,0.167,0,0.068,0.069,0.083,0,0,0,0,0,0,0,0,0,0,akins,jordan akins,j,akins4600tej,39367-57338:Jordan Akins,39367-57338,TE,j,Jordan Akins,akins,6.349999746,6,4600,HOU@IND,HOU,IND,,,,ryland,ryland,jordan,akins4600tej
allen7500wrk,0,Keenan Allen,7500,LAC,@TEN,,,13.2,22.7,2.3,2.17,1.8,3,8.1,11.03,17,0.98,0.5,3.6,6,0,0.6,0.1,53,19.8,22.8,1,3,42.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.5,0.31,75,0.49,0,10.1,-300,1.15,0.16,16,0.16,0.83,60,12.8,1.1,1500,1.45,0.24,44,0.2,0.41,29,WR,7,0,0,0,0,8,6,79,23,12.5,0.5,7.6,0.389,0,0.264,0.308,0.288,0,0,0,0,0,0,0,0,0,0,allen,keenan allen,k,allen7500wrk,39367-29253:Keenan Allen,39367-29253,WR,k,Keenan Allen,allen,14.76666641,6,7500,LAC@TEN,LAC,TEN,,,,ryland,ryland,keenan,allen7500wrk
allen7700qbj,0,Joshua Allen,7700,BUF,MIA,,,21,29.1,11.3,4.43,2.7,14.5,21.28,16.57,-3,0.59,0.97,10,2,0,0.65,6.6,67,29.8,12.8,1.8,-17,42.5,39,17,31,214,56,6.9,5.14,1.2,43,14.2,63.4,14.5,3.9,4.2,5.5,8,19,57,6.7,0.7,0.611,3.57,1.29,0.71,63,0.59,0.01,16.5,200,0.38,0.25,100,0.66,0,30,16.1,3.5,1700,0.39,0.24,55,0.45,0.2,20,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allen,joshua allen,j,allen7700qbj,39367-62239:Josh Allen,39367-62239,QB,j,Josh Allen,allen,17.93600006,5,7700,MIA@BUF,BUF,MIA,,,,ryland,ryland,josh,allen7700qbj
allison5700wrg,0,Geronimo Allison,5700,GB,OAK,,,8.4,19.2,1.9,1.48,1.5,3,5.3,6.92,-8,0.92,0,0.3,0,0,0.6,3.7,40,26.8,21.3,0.3,-5.5,48,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.38,0.13,57,0.69,0,7.3,500,1.39,0.16,80,0.4,0.2,50,5.2,-0.1,-300,1.4,0.13,22,0.09,0.18,22,WR,7,0,0,0,0,3,2,22,14,11.3,0.3,6.2,0.333,0,0.107,0.222,0.084,0,0,0,0,0,0,0,0,0,0,allison,geronimo allison,g,allison5700wrg,39367-52560:Geronimo Allison,39367-52560,WR,g,Geronimo Allison,allison,6.320000076,5,5700,OAK@GB,GB,OAK,Q,Concussion,,ryland,ryland,geronimo,allison5700wrg
amendola4700wrd,0,Danny Amendola,4700,DET,MIN,,,4.6,7.8,0,-0.04,1,0.5,14.5,4.64,-35,0.41,0,0,0,0,0.58,1.2,39,20.5,23,-2.5,2.5,43.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0,0,0,0,2.3,-200,0.76,0.11,33,0,0.66,30,6.5,1.4,-1300,1.04,0.17,55,0.25,0.25,20,WR,7,0,0,0,0,5,3,39,19,10.9,0.2,6.7,0,0,0.191,0.125,0.181,0,0,0,0,0,0,0,0,0,0,amendola,danny amendola,d,amendola4700wrd,39367-8117:Danny Amendola,39367-8117,WR,d,Danny Amendola,amendola,6.675000191,4,4700,MIN@DET,DET,MIN,,,,ryland,ryland,danny,amendola4700wrd
andrews6700tem,12.6,Mark Andrews,6700,BAL,@SEA,,,10,15.6,1,1.09,1.5,14.5,4.9,8.91,-2,0.34,1,7.2,8,0,0.47,3.9,30,23,26,0.2,3,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.31,0.06,49,0.86,0.36,8,-100,1.07,0.21,75,0,0.25,40,8.7,2.7,700,1.83,0.29,72,0.4,0.09,22,TE,7,0,0,0,0,4,3,50,25,14.7,0.3,10.5,0.333,0,0.17,0.238,0.233,0,0,0,0,0,0,0,0,0,0,andrews,mark andrews,m,andrews6700tem,39367-52436:Mark Andrews,39367-52436,TE,m,Mark Andrews,andrews,12.33333333,6,6700,BAL@SEA,BAL,SEA,,,,ryland,ryland,mark,andrews6700tem
arizona3700,0,Arizona,3700,ARI,@NYG,,,7.6,14.1,1.2,2.89,2.1,0.5,15,4.71,2,0.7,0,0,1,0,0.69,3.3,0,23,26.5,0.2,3.5,49.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0.21,8.9,0,0,0,0,0,0,0,0,0,58,0.75,0.74,1.5,500,0,0,75,0,0.25,40,4.8,0.3,-2300,0,0,86,0.26,0.13,15,DEF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5611,0.5405,0.0011,0.0475,7.45,10,4.73,30,0.2,arizona,arizona,a,arizona3700,39367-12546:Arizona Cardinals,39367-12546,D,a,Arizona Cardinals,cardinals,2.5,6,3700,ARI@NYG,ARI,NYG,,,,Cardinals,Cardinals,arizona,arizona3700
armstead4500rbr,0,Ryquell Armstead,4500,JAX,@CIN,,,2.2,5.1,0,-2.73,0.5,0.5,0.3,4.93,-20,0.22,0,0,3,0,0.95,5.9,7,24.3,20.3,0.3,-4,44.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4.5,0,0.364,0.67,0.33,0.17,72,0.52,0,4.2,0,1.05,0.6,33,0.33,0.66,30,2.2,-1.8,-1500,0.63,0.32,10,0.1,0.5,10,RB,7,0,0.085,0.105,2,0,0,3,3,70,0.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,armstead,ryquell armstead,r,armstead4500rbr,39367-64786:Ryquell Armstead,39367-64786,RB,r,Ryquell Armstead,armstead,3.325000048,4,4500,JAC@CIN,JAC,CIN,,,,ryland,ryland,ryquell,armstead4500rbr
ateman4500wrm,0,Marcell Ateman,4500,OAK,@GB,,,2.8,6.4,0,-1.39,0.6,0,4.1,4.19,0,0.02,0,0,0,0,0.43,1.6,49,21.3,26.8,1.3,5.5,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,57,0.69,0,0,0,0,0,0,0,0.33,30,2.6,-0.1,-1500,1,0.05,26,0.1,0.26,19,WR,7,0,0,0,0,2,1,19,12,10.3,0.1,3.9,1,0,0.095,0.111,0.084,0,0,0,0,0,0,0,0,0,0,ateman,marcell ateman,m,ateman4500wrm,39367-41042:Marcell Ateman,39367-41042,WR,m,Marcell Ateman,ateman,4.816666603,6,4500,OAK@GB,OAK,GB,,,,ryland,ryland,marcell,ateman4500wrm
atlanta3200,0,Atlanta,3200,ATL,LA,,,5.5,14.3,1.3,2.39,1.7,0.5,-1,3.11,2,0.76,0,0,1,0,0.81,1.8,0,25.8,28.8,0.8,3,54.5,23,0,0,0,0,0,0,0,0,0,0,0,0,2.05,5.96,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-600,0,0,25,0,0.75,40,4.6,0.2,-2800,0,0,71,0.23,0.28,21,DEF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.54,0.5011,0.0113,0.0489,7.86,9.63,4.73,3.33,0.2208,atlanta,atlanta,a,atlanta3200,39367-12525:Atlanta Falcons,39367-12525,D,a,Atlanta Falcons,falcons,1.333333333,6,3200,LAR@ATL,ATL,LAR,,,,Falcons,Falcons,atlanta,atlanta3200
