,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
baltimore4000,0,Baltimore,4000,BAL,@SEA,,,6.4,14.4,1.3,0.72,1.6,0.5,18,5.68,4,0.78,0,0,1,0,0.25,0.8,0,23,26,0.2,3,49,42,0,0,0,0,0,0,0,0,0,0,0,0,2.09,4.89,0,0,0,0,0,0,0,0,0,49,0.86,0.36,2.3,600,0,0,50,0,0.5,40,7.5,-0.1,-2000,0,0,78,0.3,0.21,23,DEF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.459,0.4615,0.0132,0.0428,7.06,9.06,4.31,2.71,0.2207,baltimore,baltimore,b,baltimore4000,39367-12555:Baltimore Ravens,39367-12555,D,b,Baltimore Ravens,ravens,4.833333333,6,4000,BAL@SEA,BAL,SEA,,,,Ravens,Ravens,baltimore,baltimore4000
barkley8600rbs,0,Saquon Barkley,8600,NYG,ARI,,,17.3,26.9,6,2.14,2,23,15.5,15.16,1,0.17,0.96,6.8,9,0,0.98,-0.7,52,26.5,23,0.7,-3.5,49.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,85,5.2,0.6,0.43,3.38,2,1,58,0.75,0.74,1.1,-600,0.09,0.05,0,0,1,50,14.6,1.6,2600,0.64,0.28,54,0.25,0.29,24,RB,7,0.615,0.749,0.807,16,6,4,32,15,6.8,0.2,4.4,0.111,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,barkley,saquon barkley,s,barkley8600rbs,39367-64401:Saquon Barkley,39367-64401,RB,s,Saquon Barkley,barkley,14.19999949,3,8600,ARI@NYG,NYG,ARI,Q,Ankle,,ryland,ryland,saquon,barkley8600rbs
beasley5600wrc,0,Cole Beasley,5600,BUF,MIA,,,8,15.4,0.8,1.3,1.4,3,9.1,6.7,-6,0.77,1,0.9,1,0,0.58,1.7,48,29.8,12.8,1.8,-17,42.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.27,0.13,63,0.59,0.01,8.5,500,1.02,0.16,100,0.66,0,30,6.1,0,-400,0.88,0.13,58,0.29,0.25,24,WR,7,0,0,0,0,5,4,43,16,9.8,0.1,7.4,0,0,0.172,0.048,0.161,0,0,0,0,0,0,0,0,0,0,beasley,cole beasley,c,beasley5600wrc,39367-22288:Cole Beasley,39367-22288,WR,c,Cole Beasley,beasley,8.440000153,5,5600,MIA@BUF,BUF,MIA,,,,ryland,ryland,cole,beasley5600wrc
bernard4900rbg,0,Giovani Bernard,4900,CIN,JAX,,,5.8,10.7,0.3,-0.13,1.2,0.5,1.4,5.93,-7,0.57,0,0.2,2,0,0.93,0.2,25,20.3,24.3,-0.2,4,44.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2.3,0,0.244,0.8,0.33,0.13,72,0.52,0,3.4,-300,0.57,0.13,50,0,0.25,40,3.5,-1.9,-1100,0.54,0.14,33,0,0.28,21,RB,7,0,0.082,0.406,3,3,2,17,13,7.1,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bernard,giovani bernard,g,bernard4900rbg,39367-25290:Giovani Bernard,39367-25290,RB,g,Giovani Bernard,bernard,3.78333346,6,4900,JAC@CIN,CIN,JAC,,,,ryland,ryland,giovani,bernard4900rbg
bourne4500wrk,0,Kendrick Bourne,4500,SF,@WAS,,,4.1,10.3,0,-0.09,0.9,0.5,8.4,4.19,-29,0.59,0,0,0,0,0.4,2.7,38,24.5,14.5,-1.5,-10,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.33,0.13,54,0.98,0.99,2.6,0,1.54,0.13,100,0,0,30,50,0,-1500,1.36,0.13,72,0.27,0.11,18,WR,7,0,0,0,0,3,2,29,14,11.5,0.1,6.5,0.167,0,0.129,0.091,0.115,0,0,0,0,0,0,0,0,0,0,bourne,kendrick bourne,k,bourne4500wrk,39367-80289:Kendrick Bourne,39367-80289,WR,k,Kendrick Bourne,bourne,2,5,4500,SF@WAS,SF,WAS,,,,ryland,ryland,kendrick,bourne4500wrk
boyd5600wrt,0,Tyler Boyd,5600,CIN,JAX,,,11.2,19.9,2.4,4.5,2,18.5,6,6.7,-3,0.31,0.94,6.1,5,0,0.97,1.1,58,20.3,24.3,-0.2,4,44.5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.13,0,72,0.52,0,8.3,-1000,0.88,0.14,66,0.16,0.33,60,9.3,0.7,-400,1.06,0.16,43,0.17,0.39,23,WR,7,0,0,0,0,7,5,70,25,12.5,0.3,80,0.4,0,0.236,0.222,0.295,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd5600wrt,39367-40669:Tyler Boyd,39367-40669,WR,t,Tyler Boyd,boyd,11.31666692,6,5600,JAC@CIN,CIN,JAC,,,,ryland,ryland,tyler,boyd5600wrt
boykin4700wrm,0,Miles Boykin,4700,BAL,@SEA,,,5.7,12.8,0,1.06,1.2,0.5,6.5,4.64,-15,0.76,0,0,0,0,0.5,-0.1,28,23,26,0.2,3,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0.17,49,0.86,0.36,3.6,200,2.07,0.13,50,0.25,0.5,40,3.9,-0.3,-1300,2.1,0.14,40,0.2,0.2,10,WR,7,0,0,0,0,1,1,12,8,10.9,0.3,4.8,1,0,0.057,0.167,0.049,0,0,0,0,0,0,0,0,0,0,boykin,miles boykin,m,boykin4700wrm,39367-64827:Miles Boykin,39367-64827,WR,m,Miles Boykin,boykin,4.620000076,5,4700,BAL@SEA,BAL,SEA,,,,ryland,ryland,miles,boykin4700wrm
boyle4300ten,12.6,Nick Boyle,4300,BAL,@SEA,,,2.8,7,0,-0.5,0.7,0.5,2.5,3.3,-23,0.58,0,0,1,0,0.63,3.9,41,23,26,0.2,3,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.13,0.13,49,0.86,0.36,3,0,1,0.06,75,0.25,0.25,40,20,-0.9,-1700,1.01,0.05,45,0.04,0.27,22,TE,7,0,0,0,0,1,1,13,7,9.9,0,4.1,0,0,0.07,0,0.063,0,0,0,0,0,0,0,0,0,0,boyle,nick boyle,n,boyle4300ten,39367-62510:Nick Boyle,39367-62510,TE,n,Nick Boyle,boyle,3,6,4300,BAL@SEA,BAL,SEA,,,,ryland,ryland,nick,boyle4300ten
breida5600rbm,0,Matt Breida,5600,SF,@WAS,,,10.2,18.4,3.5,2.52,1.8,3,4.1,7.68,-7,0.8,0.86,2.4,7,0,0.94,-1,26,24.5,14.5,-1.5,-10,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,58,4.9,0.2,0.465,1.2,0.53,0.33,54,0.98,0.99,17.7,-300,1.11,0.63,100,0.75,0,40,10.8,2.6,-400,0.78,0.42,68,0.36,0.18,22,RB,7,0.2,0.438,0.384,11,2,2,18,11,9.4,0.2,5.6,0.063,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,breida,matt breida,m,breida5600rbm,39367-53303:Matt Breida,39367-53303,RB,m,Matt Breida,breida,12.38000031,5,5600,SF@WAS,SF,WAS,,,,ryland,ryland,matt,breida5600rbm
bridgewater7000qbt,0,Teddy Bridgewater,7000,NO,@CHI,,,13.6,21.1,5.9,-1.6,1.9,0.5,19.94,15.2,-7,0.47,0,0.6,0,0,0.33,-3.4,42,16.5,20.5,-1.3,4,37,54,17,25,172,68,6.7,6.14,1.1,23,23.9,47.8,21.1,4.4,1.6,6.4,2,3,4,1.7,0,0.208,1.94,0.88,0.29,53,0.81,0.02,14.6,200,0.39,0.23,60,0.4,0.4,50,4.4,-0.5,1000,0.15,0.11,16,0.08,0.66,24,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bridgewater,teddy bridgewater,t,bridgewater7000qbt,39367-33259:Teddy Bridgewater,39367-33259,QB,t,Teddy Bridgewater,bridgewater,14.55200043,5,7000,NO@CHI,NO,CHI,,,,ryland,ryland,teddy,bridgewater7000qbt
brissett7300qbj,0,Jacoby Brissett,7300,IND,HOU,,,17.1,25.7,8.6,1.31,2.3,3,27.64,15.79,-2,0.68,1,5.8,1,0,0.33,2.2,47,24,22.5,0,-1.5,46.5,45,15,24,152,64,6.3,6.22,1.4,21,18.8,50,27.1,5.8,1.7,3.6,3,4,7,1.9,0.1,0.419,2.2,1.13,0.8,0,0,0,17,500,0.4,0.22,100,0.5,0,40,5.6,0.6,1300,0.19,0.12,28,0.19,0.57,21,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brissett,jacoby brissett,j,brissett7300qbj,39367-30231:Jacoby Brissett,39367-30231,QB,j,Jacoby Brissett,brissett,18.01600037,5,7300,HOU@IND,IND,HOU,,,,ryland,ryland,jacoby,brissett7300qbj
brown5100wrj,0,Jaron Brown,5100,SEA,BAL,,,5.5,10.9,0,-0.06,1.1,0.5,7.5,5.56,-26,0.62,0,0.6,0,0,0.43,1,28,26,23,-0.8,-3,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.31,0.13,49,0.86,0.36,6.5,600,1.45,0.16,100,0.4,0,50,3.4,-1.2,-900,1.82,0.12,39,0.17,0.39,23,WR,7,0,0,0,0,1,1,15,10,13.2,0.3,5.1,0.625,0,0.076,0.147,0.066,0,0,0,0,0,0,0,0,0,0,brown,jaron brown,j,brown5100wrj,39367-24589:Jaron Brown,39367-24589,WR,j,Jaron Brown,brown,7.5,4,5100,BAL@SEA,SEA,BAL,,,,ryland,ryland,jaron,brown5100wrj
brown5300wra,0,A.J. Brown,5300,TEN,LAC,,,6.4,13.6,0,0.39,1.2,0.5,9.2,6.01,-11,0.82,0,0,2,0,0.4,0.1,33,22.8,19.8,3,-3,42.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,75,0.49,0,10,600,3.32,0.28,66,0.33,0.33,30,6.7,0.6,-700,1.76,0.2,40,0.2,0.3,10,WR,7,0,0,0,0,3,2,45,24,19.5,0.3,13.6,0.25,0,0.141,0.286,0.206,0,0,0,0,0,0,0,0,0,0,brown,a.j. brown,a,brown5300wra,39367-72846:A.J. Brown,39367-72846,WR,a,A.J. Brown,brown,7.71666654,6,5300,LAC@TEN,TEN,LAC,,,,ryland,ryland,a.j.,brown5300wra
brown5900wrj,0,John Brown,5900,BUF,MIA,,,10.1,16.5,1.4,2.72,1.7,18.5,16.8,7.38,-19,0.2,1,7.3,3,0,0.94,1.7,50,29.8,12.8,1.8,-17,42.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.33,0.07,63,0.59,0.01,9,0,1.22,0.14,100,0.33,0,30,6.9,0.5,-100,1.23,0.14,52,0.19,0.23,21,WR,7,0,0,0,0,5,3,45,20,13.9,0.2,7.7,0.154,0,0.195,0.2,0.215,0,0,0,0,0,0,0,0,0,0,brown,john brown,j,brown5900wrj,39367-54606:John Brown,39367-54606,WR,j,John Brown,brown,11.88000031,5,5900,MIA@BUF,BUF,MIA,,,,ryland,ryland,john,brown5900wrj
buffalo5500,0,Buffalo,5500,BUF,MIA,,,11.9,15.5,2.1,1.4,2.2,23,11,10.5,-2,0.07,0,0,5,0,0.73,7.5,0,29.8,12.8,1.8,-17,42.5,39,0,0,0,0,0,0,0,0,0,0,0,0,3.46,6.26,0,0,0,0,0,0,0,0,0,63,0.59,0.01,8.3,900,0,0,100,0.66,0,30,7.3,1.3,-500,0,0,94,0.42,0.05,19,DEF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.4536,0.4665,0.0186,0.037,5.8,7.6,4.27,3.07,0.2456,buffalo,buffalo,b,buffalo5500,39367-12526:Buffalo Bills,39367-12526,D,b,Buffalo Bills,bills,8.8,5,5500,MIA@BUF,BUF,MIA,,,,Bills,Bills,buffalo,buffalo5500
burton4800tet,7.8,Trey Burton,4800,CHI,NO,,,5,8.2,0,0.53,1,0.5,2.1,4.47,-9,0.7,0,0,1,0,0.53,-0.8,48,20.5,16.5,-1.3,-4,37,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.31,0.06,53,0.81,0.02,3.4,-500,0.93,0.08,100,0,0,40,4.6,-1.2,-1200,1.02,0.1,40,0.08,0.44,25,TE,7,0,0,0,0,4,3,28,13,8.5,0.2,5.7,0.273,0,0.146,0.13,0.131,0,0,0,0,0,0,0,0,0,0,burton,trey burton,t,burton4800tet,39367-30297:Trey Burton,39367-30297,TE,t,Trey Burton,burton,2.799999952,4,4800,NO@CHI,CHI,NO,,,,ryland,ryland,trey,burton4800tet
byrd4700wrd,0,Damiere Byrd,4700,ARI,@NYG,,,5.7,13.2,0,1.06,1.2,0.5,0.9,4.64,-9,0.79,0,0,1,0,0.62,2.4,25,23,26.5,0.2,3.5,49.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,58,0.75,0.74,2.2,-300,0.74,0.05,25,0.25,0.75,40,20,0.1,-1300,0.91,0.08,20,0.15,0.4,20,WR,7,0,0,0,0,2,1,16,10,10.9,0,5.3,0,0,0.069,0,0.06,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd4700wrd,39367-30678:Damiere Byrd,39367-30678,WR,d,Damiere Byrd,byrd,5.650000095,4,4700,ARI@NYG,ARI,NYG,,,,ryland,ryland,damiere,byrd4700wrd
cain4500wrd,0,Deon Cain,4500,IND,HOU,,,3.5,6.6,0,-0.69,0.8,0.5,0,4.19,-40,0.34,0,0,0,0,0.47,2.2,36,24,22.5,0,-1.5,46.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.9,0,0.3,0.02,33,0,0.33,30,1.4,-1.8,-1500,0.6,0.04,25,0,0.25,80,WR,7,0,0,0,0,2,0,10,8,13,0,5.6,0,0,0.075,0,0.049,0,0,0,0,0,0,0,0,0,0,cain,deon cain,d,cain4500wrd,39367-62042:Deon Cain,39367-62042,WR,d,Deon Cain,cain,1.439999962,5,4500,HOU@IND,IND,HOU,,,,ryland,ryland,deon,cain4500wrd
carr6500qbd,0,Derek Carr,6500,OAK,@GB,,,14.9,23.5,7.4,0.68,2.3,0.5,16.72,14.22,-5,0.61,0,0.9,1,0,0.5,-1.8,62,21.3,26.8,1.3,5.5,48,42,22,32,225,69,7,6.31,1.2,29,19.3,47.4,28.7,3.8,0.9,8,1,2,2,1.7,0.1,0.174,3.4,1.87,0.73,57,0.69,0,12.7,-200,0.35,0.19,100,0.66,0,30,12.6,-1.8,500,0.34,0.2,72,0.31,0.09,22,QB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr6500qbd,39367-45859:Derek Carr,39367-45859,QB,d,Derek Carr,carr,12.87599945,5,6500,OAK@GB,OAK,GB,,,,ryland,ryland,derek,carr6500qbd
carson7600rbc,0,Chris Carson,7600,SEA,BAL,,,13.7,24.5,5.5,1.04,1.8,18.5,8.9,12.66,0,0.26,1,5.9,8,0,0.5,1,39,26,23,-0.8,-3,49,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,86,4.5,0.7,0.54,3.56,2.06,1.06,49,0.86,0.36,16.3,600,0.66,0.31,80,0.6,0.2,50,15.1,4.4,1600,0.71,0.39,66,0.62,0.18,27,RB,7,0.588,0.566,0.563,19,2,2,16,8,7.3,0.1,4.3,0.189,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,carson,chris carson,c,carson7600rbc,39367-64119:Chris Carson,39367-64119,RB,c,Chris Carson,carson,15.31666692,6,7600,BAL@SEA,SEA,BAL,,,,ryland,ryland,chris,carson7600rbc
chark6600wrd,0,Darrell Chark,6600,JAX,@CIN,,,11.7,18.9,1.6,2.72,1.8,10.5,8.8,8.98,-1,0.61,0,0,5,0,0.63,-0.4,43,24.3,20.3,0.3,-4,44.5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.13,0.06,72,0.52,0,14.9,600,1.71,0.26,100,0.33,0,30,7.5,2.7,600,1.27,0.17,47,0.28,0.33,21,WR,7,0,0,0,0,5,3,55,22,15.4,0.5,9.1,0.333,0,0.181,0.357,0.241,0,0,0,0,0,0,0,0,0,0,chark,darrell chark,d,chark6600wrd,39367-52917:DJ Chark Jr.,39367-52917,WR,d,DJ Chark Jr.,chark,16.30000051,6,6600,JAC@CIN,JAC,CIN,,,,ryland,ryland,dj,chark6600wrd
chicago4500,0,Chicago,4500,CHI,NO,,,8,15.9,0.9,0.71,1.8,14.5,6,7.29,0,0.3,0,0,4,0,0.53,-0.9,0,20.5,16.5,-1.3,-4,37,46,0,0,0,0,0,0,0,0,0,0,0,0,3.36,7.84,0,0,0,0,0,0,0,0,0,53,0.81,0.02,15.8,-500,0,0,100,0.75,0,40,11.3,2.8,-1500,0,0,95,0.54,0.04,24,DEF,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.48,0.4266,0.0216,0.0296,5.99,8.5,4.21,2.83,0.1691,chicago,chicago,c,chicago4500,39367-12527:Chicago Bears,39367-12527,D,c,Chicago Bears,bears,11.2,5,4500,NO@CHI,CHI,NO,,,,Bears,Bears,chicago,chicago4500
