,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
berrios4900wrb,64.35,Braxton Berrios,4900,NYJ,@MIA,,,5.14,7.3,3.0,0.04,1.0,0.5,2.3,5.1,-23.0,0.39,0.0,0.0,0.0,0.0,0.49,0.9,13.0,18.0,28.0,-1.8,10.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.0,79.0,0.85,0.3,10.2,400,2.27,0.32,40.0,0.4,0.2,50.0,2.8,0.6,400.0,1.46,0.22,23.0,0.17,0.58,17.0,WR,620,0.0,0.0,0.0,0.0,1.0,1.0,16.0,11.0,14.9,0.2,8.7,0.5,0.0,0.057999999999999996,0.125,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,berrios,braxton berrios,b,berrios4900wrb,50946-52495:Braxton Berrios,50946-52495,WR,b,Braxton Berrios,berrios,7.650000095,4.0,4900.0,NYJ@MIA,NYJ,MIA,,,,ryland,ryland,braxton,berrios4900wrb
board4600wrc,50.90,CJ Board,4600,NYG,WAS,,,2.88,4.3,1.5,-1.54,0.6,0.5,1.3,4.42,-37.0,0.22,0.0,0.0,0.0,0.0,0.16,-0.2,17.0,22.3,20.3,-1.7,-2.0,42.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,62.0,0.57,0.01,2.1,100,1.22,0.09,50.0,0.0,0.25,40.0,1.1,-0.6,100.0,0.76,0.06,31.0,0.0,0.43,16.0,WR,620,0.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,11.1,0.0,3.9,0.0,0.0,0.039,0.0,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,board,cj board,c,board4600wrc,50946-80281:C.J. Board,50946-80281,WR,c,C.J. Board,board,2.275000095,4.0,4600.0,WAS@NYG,NYG,WAS,,,,ryland,ryland,c.j.,board4600wrc
boone5100rbm,54.10,Mike Boone,5100,MIN,ATL,,,4.19,5.6,2.7,-2.24,0.8,0.5,1.0,6.43,-21.0,0.27,0.0,0.0,6.0,0.0,0.44,1.7,13.0,28.5,25.0,-1.5,-3.5,53.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,44.0,5.5,0.5,0.542,0.8,0.53,0.2,0.0,0.0,0.0,1.9,600,0.95,0.38,25.0,0.0,0.0,40.0,3.4,0.9,300.0,0.4,0.26,30.0,0.1,0.45,20.0,RB,620,0.5,0.344,0.209,8.0,0.0,0.0,2.0,2.0,5.7,0.0,1.8,0.273,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boone,mike boone,m,boone5100rbm,50946-58041:Mike Boone,50946-58041,RB,m,Mike Boone,boone,1.899999976,1.0,5100.0,ATL@MIN,MIN,ATL,,,,ryland,ryland,mike,boone5100rbm
boyd6100wrt,89.90,Tyler Boyd,6100,CIN,@IND,,,10.42,14.4,6.5,2.58,1.7,3.0,10.4,7.84,-2.0,0.78,1.0,1.1,4.0,0.0,0.89,0.8,62.0,19.3,26.8,0.8,7.5,46.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.4,0.33,0.0,0.0,0.0,12.2,300,1.31,0.23,100.0,0.66,0.0,30.0,11.2,3.3,0.0,1.28,0.18,86.0,0.46,0.13,15.0,WR,620,0.0,0.0,0.0,0.0,8.0,5.0,66.0,20.0,12.1,0.3,6.9,0.33299999999999996,0.0,0.231,0.294,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyd,tyler boyd,t,boyd6100wrt,50946-40669:Tyler Boyd,50946-40669,WR,t,Tyler Boyd,boyd,11.71999969,5.0,6100.0,CIN@IND,CIN,IND,,,,ryland,ryland,tyler,boyd6100wrt
boykin4600wrm,67.45,Miles Boykin,4600,BAL,@PHI,,,4.88,7.0,2.7,0.46,1.1,0.5,1.6,4.42,-25.0,0.36,1.0,0.3,0.0,0.0,0.78,2.0,31.0,28.5,18.0,0.5,-10.5,46.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.07,63.0,0.56,0.01,3.6,-100,1.12,0.09,75.0,0.0,0.0,40.0,30.0,-1.2,-300.0,1.62,0.1,58.0,0.23,0.35,17.0,WR,620,0.0,0.0,0.0,0.0,1.0,1.0,15.0,10.0,14.6,0.1,6.8,0.25,0.0,0.077,0.028999999999999998,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boykin,miles boykin,m,boykin4600wrm,50946-64827:Miles Boykin,50946-64827,WR,m,Miles Boykin,boykin,3.2200000760000003,5.0,4600.0,BAL@PHI,BAL,PHI,Q,Thigh,,ryland,ryland,miles,boykin4600wrm
boyle4100ten,73.45,Nick Boyle,4100,BAL,@PHI,,,2.99,4.4,1.6,0.16,0.7,0.5,10.8,2.83,-14.0,0.35,0.0,0.0,2.0,0.0,0.78,6.7,46.0,28.5,18.0,0.5,-10.5,46.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.33,0.33,63.0,0.56,0.01,2.7,-300,2.14,0.07,75.0,0.25,0.25,40.0,30.0,-1.4,-500.0,1.35,0.06,55.0,0.22,0.38,18.0,TE,620,0.0,0.0,0.0,0.0,2.0,1.0,15.0,9.0,8.7,0.2,7.3,0.5,0.0,0.09,0.08800000000000001,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyle,nick boyle,n,boyle4100ten,50946-62510:Nick Boyle,50946-62510,TE,n,Nick Boyle,boyle,2.4,5.0,4100.0,BAL@PHI,BAL,PHI,,,,ryland,ryland,nick,boyle4100ten
brady7500qbt,96.00,Tom Brady,7500,TB,GB,,,19.84,31.0,8.6,3.66,2.6,6.5,14.64,16.18,-8.0,0.22,1.0,1.1,1.0,0.0,0.92,0.7,70.0,26.0,29.0,1.0,3.0,55.0,37.0,23.0,38.0,245.0,60.0,6.3,6.1,1.7,38.0,24.8,54.9,15.3,4.5,1.6,4.3,1.0,2.0,2.0,1.4,0.1,0.259,7.4,3.33,1.73,84.0,0.6,0.08,20.3,-100,0.46,0.29,100.0,0.5,0.0,40.0,15.9,-1.2,-100.0,0.38,0.23,82.0,0.3,0.17,23.0,QB,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady7500qbt,50946-6498:Tom Brady,50946-6498,QB,t,Tom Brady,brady,20.71999969,5.0,7500.0,GB@TB,TB,GB,,,,ryland,ryland,tom,brady7500qbt
brate4800tec,77.50,Cameron Brate,4800,TB,GB,,,4.89,6.9,2.8,0.42,1.0,0.5,0.8,4.47,-6.0,0.58,1.0,1.6,1.0,0.0,0.83,-2.4,23.0,26.0,29.0,1.0,3.0,55.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.27,0.2,84.0,0.6,0.08,6.9,600,3.91,0.49,50.0,0.5,0.0,40.0,4.6,-0.7,400.0,1.4,0.2,43.0,0.31,0.37,16.0,TE,620,0.0,0.0,0.0,0.0,3.0,2.0,15.0,6.0,80.0,0.2,3.2,0.5,0.0,0.084,0.091,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brate,cameron brate,c,brate4800tec,50946-54782:Cameron Brate,50946-54782,TE,c,Cameron Brate,brate,4.566666603,3.0,4800.0,GB@TB,TB,GB,,,,ryland,ryland,cameron,brate4800tec
breida4900rbm,69.20,Matt Breida,4900,MIA,NYJ,,,5.79,8.3,3.3,-0.14,1.2,0.5,3.2,5.93,-11.0,0.48,0.0,0.0,6.0,0.0,0.59,2.9,16.0,28.0,18.0,0.2,-10.0,46.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,4.1,0.0,0.38799999999999996,0.53,0.12,0.06,79.0,0.85,0.3,4.4,100,0.63,0.27,75.0,0.5,0.25,40.0,3.1,-2.9,-300.0,0.36,0.19,40.0,0.2,0.6,20.0,RB,620,0.0,0.233,0.248,7.0,1.0,1.0,9.0,8.0,8.5,0.0,4.8,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breida,matt breida,m,breida4900rbm,50946-53303:Matt Breida,50946-53303,RB,m,Matt Breida,breida,3.940000153,5.0,4900.0,NYJ@MIA,MIA,NYJ,,,,ryland,ryland,matt,breida4900rbm
bridgewater6900qbt,92.85,Teddy Bridgewater,6900,CAR,CHI,,,18.1,29.1,7.1,3.1,2.6,3.0,11.44,15.0,-4.0,0.45,0.29,1.6,1.0,0.0,0.97,-3.7,47.0,23.5,21.5,0.2,-2.0,45.0,52.0,22.0,31.0,250.0,70.0,8.1,7.59,1.1,41.0,26.7,62.2,7.8,3.5,1.3,4.3,3.0,4.0,8.0,2.7,0.1,0.33299999999999996,2.67,1.07,0.4,63.0,0.45,0.0,18.3,0,0.45,0.28,100.0,0.75,0.0,40.0,70.0,1.4,100.0,0.2,0.15,37.0,0.31,0.62,16.0,QB,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bridgewater,teddy bridgewater,t,bridgewater6900qbt,50946-33259:Teddy Bridgewater,50946-33259,QB,t,Teddy Bridgewater,bridgewater,18.53999939,5.0,6900.0,CHI@CAR,CAR,CHI,,,,ryland,ryland,teddy,bridgewater6900qbt
brown6300wrm,92.35,Marquise Brown,6300,BAL,@PHI,,,11.19,15.7,6.7,2.9,1.8,14.5,7.7,8.29,-12.0,0.56,0.89,2.6,3.0,0.0,0.97,2.0,41.0,28.5,18.0,0.5,-10.5,46.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.27,0.07,63.0,0.56,0.01,9.1,100,1.17,0.2,75.0,0.25,0.25,40.0,90.0,2.3,400.0,1.83,0.22,63.0,0.47,0.36,19.0,WR,620,0.0,0.0,0.0,0.0,4.0,3.0,41.0,21.0,12.3,0.4,7.3,0.5,0.0,0.19699999999999998,0.147,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,marquise brown,m,brown6300wrm,50946-86687:Marquise Brown,50946-86687,WR,m,Marquise Brown,brown,9.8,5.0,6300.0,BAL@PHI,BAL,PHI,,,,ryland,ryland,marquise,brown6300wrm
brown6500wra,95.50,AJ Brown,6500,TEN,HOU,,,12.17,17.0,7.3,3.42,1.9,28.0,20.1,8.75,-10.0,0.6,1.0,8.7,5.0,0.0,0.75,0.6,50.0,28.0,24.0,-1.3,-4.0,52.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.19,0.06,63.0,0.71,0.15,0.0,-100,0.0,0.0,0.0,0.0,0.0,20.0,10.3,1.1,-200.0,1.52,0.21,61.0,0.27,0.27,18.0,WR,620,0.0,0.0,0.0,0.0,6.0,4.0,74.0,35.0,18.0,0.6,12.9,0.5,0.0,0.226,0.25,0.27699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,aj brown,a,brown6500wra,50946-72846:A.J. Brown,50946-72846,WR,a,A.J. Brown,brown,12.05000019,2.0,6500.0,HOU@TEN,TEN,HOU,,,,ryland,ryland,a.j.,brown6500wra
burkhead5600rbr,71.40,Rex Burkhead,5600,NE,DEN,,,7.68,11.0,4.4,0.0,1.4,0.5,1.4,7.68,-5.0,0.65,0.0,0.0,4.0,0.0,0.49,-3.1,21.0,25.3,18.3,-2.7,-7.0,43.5,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,4.5,0.3,0.521,1.0,0.56,0.25,58.0,0.51,0.01,14.6,800,1.09,0.4,100.0,0.66,0.0,30.0,6.3,-0.2,600.0,0.76,0.3,52.0,0.23,0.47,17.0,RB,620,0.33299999999999996,0.183,0.302,5.0,2.0,1.0,20.0,11.0,10.5,0.1,6.6,0.273,0.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burkhead,rex burkhead,r,burkhead5600rbr,50946-27338:Rex Burkhead,50946-27338,RB,r,Rex Burkhead,burkhead,11.72500038,4.0,5600.0,DEN@NE,NE,DEN,,,,ryland,ryland,rex,burkhead5600rbr
burrow7100qbj,80.70,Joe Burrow,7100,CIN,@IND,,,16.86,26.8,6.9,1.47,2.4,0.5,17.72,15.39,-2.0,0.6,0.67,1.6,1.0,0.0,0.49,-3.3,74.0,19.3,26.8,0.8,7.5,46.0,53.0,27.0,41.0,260.0,65.0,6.3,4.98,1.2,28.0,19.3,62.3,15.0,2.9,1.5,9.7,4.0,9.0,17.0,3.7,0.2,0.565,5.5,2.83,1.17,0.0,0.0,0.0,13.9,-300,0.31,0.2,66.0,0.33,0.33,30.0,16.7,1.4,500.0,0.33,0.23,80.0,0.6,0.2,50.0,QB,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burrow,joe burrow,j,burrow7100qbj,50946-63336:Joe Burrow,50946-63336,QB,j,Joe Burrow,burrow,16.73200073,5.0,7100.0,CIN@IND,CIN,IND,,,,ryland,ryland,joe,burrow7100qbj
