,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
boyle4800ten,56.09,Nick Boyle,4800,BAL,@BUF,,,3.7,8.9,0.0,-0.77,0.8,0.5,8.0,4.47,-9.0,0.74,0.0,0.0,0.0,0.0,0.09,0.6,44.0,25.3,18.8,1.0,-6.5,44.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.19,0.19,40.0,0.77,0.04,3.7,500,1.49,0.07,50.0,0.25,0.25,40.0,2.9,-0.3,-1200.0,1.27,0.07,50.0,0.13,0.27,22.0,TE,14,0.0,0.0,0.0,0.0,2.0,1.0,18.0,10.0,11.0,0.1,6.7,0.25,0.0,0.086,0.033,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,boyle,nick boyle,n,boyle4800ten,41210-62510,TE,n,Nick Boyle,boyle,3.8833332061767583,12,4800,BAL@BUF,BAL,BUF,Q,Illness,,,,ryland,ryland,nick,boyle4800ten
brady7700qbt,67.25,Tom Brady,7700,NE,KC,,,17.9,27.2,10.7,1.33,2.3,3.0,11.76,16.57,5.0,0.83,0.57,3.2,1.0,0.0,0.39,0.9,72.0,26.3,23.3,0.0,-3.0,49.5,48.0,24.0,38.0,267.0,62.0,6.9,6.64,1.7,37.0,26.5,58.7,9.0,4.5,1.6,4.0,1.0,1.0,0.0,0.8,0.2,0.368,7.5,3.31,1.88,29.0,0.84,0.0,16.4,-100,0.35,0.21,60.0,0.4,0.4,50.0,17.4,0.4,1700.0,0.42,0.24,73.0,0.36,0.13,30.0,QB,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brady,tom brady,t,brady7700qbt,41210-6498,QB,t,Tom Brady,brady,17.826666514078774,12,7700,KC@NE,NE,KC,,,,,,ryland,ryland,tom,brady7700qbt
brate4600tec,63.61,Cameron Brate,4600,TB,IND,,,4.0,7.8,0.0,0.0,0.9,0.5,11.0,4.0,-13.0,0.68,0.0,0.0,1.0,0.0,0.5,-1.7,31.0,24.8,21.8,-1.7,-3.0,46.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.19,0.06,78.0,0.59,0.02,3.3,-500,0.83,0.12,25.0,0.25,0.75,40.0,4.2,-0.7,-1400.0,1.36,0.14,47.0,0.19,0.33,21.0,TE,14,0.0,0.0,0.0,0.0,3.0,2.0,18.0,9.0,90.0,0.3,5.1,0.5710000000000001,0.0,0.084,0.138,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brate,cameron brate,c,brate4600tec,41210-54782,TE,c,Cameron Brate,brate,4.790000152587892,10,4600,IND@TB,TB,IND,,,,,,ryland,ryland,cameron,brate4600tec
brees7700qbd,53.87,Drew Brees,7700,NO,SF,,,16.6,27.2,8.5,0.03,2.2,3.0,40.06,16.57,2.0,0.83,0.4,4.7,1.0,0.0,0.24,-3.0,59.0,23.0,22.0,-1.5,-1.0,45.0,45.0,25.0,34.0,252.0,72.0,7.3,6.89,1.4,31.0,28.7,47.2,17.7,4.1,1.8,4.0,1.0,0.0,0.0,-0.5,0.1,0.2,3.75,1.88,0.94,0.0,0.0,0.0,16.8,-600,0.42,0.27,50.0,0.5,0.5,40.0,11.3,-1.2,1700.0,0.31,0.19,40.0,0.2,0.44,25.0,QB,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brees,drew brees,d,brees7700qbd,41210-6504,QB,d,Drew Brees,brees,16.505714416503903,7,7700,SF@NO,NO,SF,,,,,,ryland,ryland,drew,brees7700qbd
breida5600rbm,49.41,Matt Breida,5600,SF,@NO,,,4.4,10.1,0.2,-3.28,0.8,0.5,6.3,7.68,-4.0,0.53,0.0,0.0,1.0,0.0,0.54,-1.9,25.0,22.0,23.0,1.0,1.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,55.0,4.7,0.1,0.431,0.56,0.19,0.13,0.0,0.0,0.0,0.9,-400,0.07,0.04,0.0,0.0,1.0,40.0,7.8,1.5,-400.0,0.56,0.31,54.0,0.31,0.31,22.0,RB,14,0.077,0.38299999999999995,0.359,11.0,2.0,2.0,14.0,9.0,7.4,0.1,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,breida,matt breida,m,breida5600rbm,41210-53303,RB,m,Matt Breida,breida,9.466666327582466,9,5600,SF@NO,SF,NO,,,,,,ryland,ryland,matt,breida5600rbm
brissett7400qbj,69.57,Jacoby Brissett,7400,IND,@TB,,,16.4,24.6,9.0,0.42,2.2,3.0,22.64,15.98,-8.0,0.59,0.9,3.2,1.0,0.0,0.62,1.9,65.0,21.8,24.8,-1.2,3.0,46.5,45.0,19.0,29.0,204.0,64.0,6.9,6.56,1.5,28.0,18.5,47.7,28.3,5.2,1.7,5.5,4.0,6.0,12.0,3.2,0.3,0.5,3.44,1.56,1.13,78.0,0.59,0.02,11.0,-200,0.32,0.16,75.0,0.0,0.25,40.0,9.8,0.0,1400.0,0.28,0.15,50.0,0.22,0.36,22.0,QB,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brissett,jacoby brissett,j,brissett7400qbj,41210-30231,QB,j,Jacoby Brissett,brissett,15.809090354225852,11,7400,IND@TB,IND,TB,,,,,,ryland,ryland,jacoby,brissett7400qbj
brown5400wra,85.25,A.J. Brown,5400,TEN,@OAK,,,9.6,16.7,1.4,3.36,1.8,10.5,31.1,6.24,-18.0,0.51,0.89,2.3,4.0,0.0,0.97,0.3,39.0,25.0,22.0,0.5,-3.0,47.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08,0.0,58.0,0.89,0.09,9.9,-100,2.29,0.22,66.0,0.33,0.33,30.0,80.0,1.6,-600.0,1.75,0.21,56.0,0.25,0.25,16.0,WR,14,0.0,0.0,0.0,0.0,4.0,2.0,52.0,25.0,18.4,0.3,12.3,0.33299999999999996,0.0,0.16899999999999998,0.21100000000000002,0.22399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,a.j. brown,a,brown5400wra,41210-72846,WR,a,A.J. Brown,brown,8.616666793823242,12,5400,TEN@OAK,TEN,OAK,,,,,,ryland,ryland,a.j.,brown5400wra
brown5500wrm,75.69,Marquise Brown,5500,BAL,@BUF,,,8.2,17.5,1.4,1.73,1.5,3.0,1.3,6.47,2.0,0.88,0.0,1.2,2.0,0.0,0.6,0.1,40.0,25.3,18.8,1.0,-6.5,44.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.5,0.0,40.0,0.77,0.04,11.5,200,2.7,0.33,60.0,0.6,0.4,50.0,9.6,3.1,-500.0,1.6,0.24,52.0,0.35,0.23,17.0,WR,14,0.0,0.0,0.0,0.0,6.0,3.0,52.0,28.0,14.4,0.6,9.3,0.308,0.0,0.214,0.231,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,marquise brown,m,brown5500wrm,41210-86687,WR,m,Marquise Brown,brown,10.6,10,5500,BAL@BUF,BAL,BUF,,,,,,ryland,ryland,marquise,brown5500wrm
brown6400wrj,70.14,John Brown,6400,BUF,BAL,,,9.8,15.3,0.1,1.28,1.5,3.0,4.1,8.52,-6.0,0.76,0.75,1.6,1.0,0.0,0.95,-0.8,57.0,18.8,25.3,0.0,6.5,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.38,0.06,40.0,0.77,0.04,13.9,600,1.51,0.21,80.0,0.4,0.2,50.0,9.7,2.5,400.0,1.22,0.17,73.0,0.26,0.04,23.0,WR,14,0.0,0.0,0.0,0.0,6.0,4.0,59.0,22.0,14.1,0.4,8.2,0.214,0.0,0.247,0.28600000000000003,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown,john brown,j,brown6400wrj,41210-54606,WR,j,John Brown,brown,12.85166676839193,12,6400,BAL@BUF,BUF,BAL,,,,,,ryland,ryland,john,brown6400wrj
buffalo3400,41.75,Buffalo,3400,BUF,BAL,,,6.1,14.4,0.9,2.35,1.8,0.5,3.0,3.75,-1.0,0.78,0.0,0.0,1.0,0.0,1.0,-4.7,0.0,18.8,25.3,0.0,6.5,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.77,0.04,10.0,-1100,0.0,0.0,100.0,0.8,0.0,50.0,8.9,1.5,-2600.0,0.0,0.0,100.0,0.52,0.0,21.0,DEF,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.43979999999999997,0.4642,0.013999999999999999,0.030899999999999997,6.14,8.27,4.53,3.83,0.2016,buffalo,buffalo,b,buffalo3400,41210-12526,D,b,Buffalo Bills,bills,8.833333333333334,12,3400,BAL@BUF,BUF,BAL,,,,,,Bills,Bills,buffalo,buffalo3400
burkhead5600rbr,52.9,Rex Burkhead,5600,NE,KC,,,4.5,11.2,0.4,-3.18,0.8,0.5,1.5,7.68,-11.0,0.59,0.0,0.0,4.0,0.0,0.04,4.3,20.0,26.3,23.3,0.0,-3.0,49.5,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,3.7,0.1,0.433,0.81,0.31,0.06,29.0,0.84,0.0,3.3,700,0.53,0.26,33.0,0.0,0.66,30.0,5.5,0.3,-400.0,0.66,0.28,43.0,0.21,0.39,23.0,RB,14,0.111,0.174,0.28800000000000003,5.0,3.0,2.0,20.0,13.0,9.3,0.1,7.3,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burkhead,rex burkhead,r,burkhead5600rbr,41210-27338,RB,r,Rex Burkhead,burkhead,5.733333163791232,9,5600,KC@NE,NE,KC,,,,,,ryland,ryland,rex,burkhead5600rbr
cain4800wrd,38.25,Deon Cain,4800,PIT,@ARI,,,2.6,6.2,0.0,-2.27,0.5,0.5,2.7,4.87,-40.0,0.31,0.0,0.0,0.0,0.0,0.08,1.4,29.0,23.0,20.5,0.0,-2.5,43.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,2.5,300,2.5,0.19,20.0,0.0,0.2,50.0,1.2,-1.4,-1200.0,0.69,0.04,18.0,0.0,0.37,16.0,WR,14,0.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,15.3,0.0,7.5,0.0,0.0,0.06,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cain,deon cain,d,cain4800wrd,41210-62042,WR,d,Deon Cain,cain,1.5249999761581419,8,4800,PIT@ARI,PIT,ARI,,,,,,ryland,ryland,deon,cain4800wrd
campbell4800wrp,63.56,Parris Campbell,4800,IND,@TB,,,6.4,12.5,0.2,1.53,1.3,3.0,2.7,4.87,-21.0,0.58,1.0,2.6,1.0,0.0,0.15,3.9,28.0,21.8,24.8,-1.2,3.0,46.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.08,0.0,78.0,0.59,0.02,0.0,-500,0.0,0.0,0.0,0.0,1.0,40.0,2.2,-0.5,-1200.0,0.57,0.08,20.0,0.06,0.6,15.0,WR,14,0.0,0.0,0.0,0.0,3.0,2.0,19.0,11.0,7.7,0.2,5.8,0.25,0.0,0.10099999999999999,0.077,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,campbell,parris campbell,p,campbell4800wrp,41210-56262,WR,p,Parris Campbell,campbell,4.399999936421712,6,4800,IND@TB,IND,TB,,,,,,ryland,ryland,parris,campbell4800wrp
carolina3500,77.4,Carolina,3500,CAR,@ATL,,,7.9,15.9,1.6,3.83,2.3,0.5,-3.0,4.07,11.0,0.97,0.0,0.0,1.0,0.0,0.82,3.3,0.0,22.3,25.8,-0.5,3.5,48.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,200,0.0,0.0,100.0,0.0,0.0,40.0,80.0,2.5,-2500.0,0.0,0.0,100.0,0.5,0.0,20.0,DEF,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.484,0.523,0.016,0.04769999999999999,7.17,9.06,4.47,2.43,0.2552,carolina,carolina,c,carolina3500,41210-12553,D,c,Carolina Panthers,panthers,8.333333333333334,12,3500,CAR@ATL,CAR,ATL,,,,,,Panthers,Panthers,carolina,carolina3500
carr7000qbd,58.3,Derek Carr,7000,OAK,TEN,,,15.8,24.9,7.7,0.6,2.3,3.0,20.22,15.2,-6.0,0.61,0.78,2.9,1.0,0.0,0.16,0.8,62.0,22.0,25.0,0.0,3.0,47.0,41.0,21.0,31.0,236.0,69.0,7.6,6.72,1.2,31.0,19.5,44.8,30.9,3.9,1.9,5.8,1.0,2.0,2.0,1.7,0.1,0.222,4.44,2.25,1.0,58.0,0.89,0.09,12.5,-400,0.37,0.22,66.0,0.33,0.33,30.0,13.1,-1.6,1000.0,0.38,0.21,73.0,0.34,0.08,23.0,QB,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carr,derek carr,d,carr7000qbd,41210-45859,QB,d,Derek Carr,carr,14.560000101725258,12,7000,TEN@OAK,OAK,TEN,,,,,,ryland,ryland,derek,carr7000qbd
chark6200wrd,78.6,DJ Chark,6200,JAX,LAC,,,10.7,15.9,1.6,2.64,1.7,10.5,12.0,8.06,-23.0,0.45,0.0,0.0,6.0,0.0,0.97,-1.3,54.0,19.3,22.8,-0.7,3.5,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.27,0.07,63.0,0.92,0.08,13.5,200,1.55,0.2,66.0,0.33,0.33,30.0,11.5,40.0,200.0,1.5,0.21,60.0,0.35,0.2,20.0,WR,14,0.0,0.0,0.0,0.0,7.0,4.0,67.0,27.0,15.2,0.6,9.8,0.33299999999999996,0.0,0.215,0.47100000000000003,0.26899999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chark,dj chark,d,chark6200wrd,41210-52917,WR,d,DJ Chark Jr.,chark,14.091667175292967,12,6200,LAC@JAC,JAC,LAC,Q,Back,,,,ryland,ryland,dj,chark6200wrd
chubb7900rbn,79.41,Nick Chubb,7900,CLE,CIN,,,15.5,23.0,4.5,2.09,2.0,10.5,12.2,13.41,-1.0,0.59,1.0,5.6,10.0,0.0,0.97,-3.0,45.0,24.8,18.3,-0.5,-6.5,43.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,92.0,4.9,0.5,0.462,3.63,2.13,1.0,48.0,0.67,0.03,12.8,0,0.54,0.27,40.0,0.2,0.6,50.0,14.0,0.8,1900.0,0.63,0.31,56.0,0.2,0.32,25.0,RB,14,0.5710000000000001,0.77,0.669,18.0,3.0,2.0,16.0,10.0,6.7,0.0,5.1,0.13699999999999998,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chubb,nick chubb,n,chubb7900rbn,41210-53562,RB,n,Nick Chubb,chubb,16.125,12,7900,CIN@CLE,CLE,CIN,,,,,,ryland,ryland,nick,chubb7900rbn
cincinnati3500,59.68,Cincinnati,3500,CIN,@CLE,,,7.0,13.1,0.7,2.93,2.0,3.0,5.0,4.07,-16.0,0.25,0.0,0.0,2.0,0.0,0.61,-0.4,0.0,18.3,24.8,1.0,6.5,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.67,0.03,6.5,500,0.0,0.0,75.0,0.75,0.25,40.0,4.8,0.1,-2500.0,0.0,0.0,81.0,0.4,0.18,22.0,DEF,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.501,0.5083,0.0060999999999999995,0.0371,8.17,9.93,5.43,3.36,0.1678,cincinnati,cincinnati,c,cincinnati3500,41210-12528,D,c,Cincinnati Bengals,bengals,4.083333333333333,12,3500,CIN@CLE,CIN,CLE,,,,,,Bengals,Bengals,cincinnati,cincinnati3500
clay4600tec,48.43,Charles Clay,4600,ARI,PIT,,,2.2,4.0,0.0,-1.8,0.5,0.5,7.0,4.0,-24.0,0.24,0.0,0.0,1.0,0.0,0.43,1.1,29.0,20.5,23.0,0.0,2.5,43.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.6,100,1.23,0.04,33.0,0.0,0.66,30.0,1.7,-1.2,-1400.0,1.13,0.06,30.0,0.05,0.55,20.0,TE,14,0.0,0.0,0.0,0.0,1.0,1.0,13.0,10.0,12.8,0.0,7.4,0.0,0.0,0.047,0.0,0.057999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clay,charles clay,c,clay4600tec,41210-14362,TE,c,Charles Clay,clay,2.2749999364217124,12,4600,PIT@ARI,ARI,PIT,,,,,,ryland,ryland,charles,clay4600tec
cleveland4600,83.41,Cleveland,4600,CLE,CIN,,,8.5,14.5,0.9,0.89,1.8,3.0,11.0,7.61,-4.0,0.54,0.0,0.0,4.0,0.0,0.8,2.3,0.0,24.8,18.3,-0.5,-6.5,43.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,8.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.67,0.03,9.2,1100,0.0,0.0,100.0,0.6,0.0,50.0,7.8,0.9,-1400.0,0.0,0.0,95.0,0.45,0.04,24.0,DEF,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.46950000000000003,0.4654,0.0147,0.038599999999999995,7.01,9.33,4.71,2.75,0.2,cleveland,cleveland,c,cleveland4600,41210-12529,D,c,Cleveland Browns,browns,6.583333333333332,12,4600,CIN@CLE,CLE,CIN,,,,,,Browns,Browns,cleveland,cleveland4600
cole4900wrk,43.01,Keelan Cole,4900,JAX,LAC,,,3.3,7.1,0.0,-1.8,0.7,0.5,1.7,5.1,-35.0,0.37,0.0,0.0,1.0,0.0,0.07,-1.3,23.0,19.3,22.8,-0.7,3.5,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.13,0.07,63.0,0.92,0.08,3.5,-400,1.17,0.11,33.0,0.0,0.66,30.0,2.8,-0.8,-1100.0,1.4,0.12,30.0,0.2,0.5,20.0,WR,14,0.0,0.0,0.0,0.0,2.0,1.0,15.0,7.0,11.4,0.1,4.5,0.4,0.0,0.061,0.11800000000000001,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cole,keelan cole,k,cole4900wrk,41210-79998,WR,k,Keelan Cole,cole,4.787499904632568,8,4900,LAC@JAC,JAC,LAC,,,,,,ryland,ryland,keelan,cole4900wrk
coleman5500rbt,63.65,Tevin Coleman,5500,SF,@NO,,,6.7,12.4,0.9,-0.73,1.2,0.5,0.6,7.43,-6.0,0.68,0.0,0.8,1.0,0.0,0.93,-1.9,31.0,22.0,23.0,1.0,1.0,45.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,4.7,0.6,0.415,2.25,1.13,0.63,0.0,0.0,0.0,8.0,-1200,0.64,0.27,80.0,0.0,0.2,50.0,10.1,1.7,-500.0,0.74,0.33,60.0,0.26,0.17,23.0,RB,14,0.5329999999999999,0.375,0.465,11.0,2.0,1.0,12.0,9.0,8.1,0.1,4.4,0.179,0.39299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coleman,tevin coleman,t,coleman5500rbt,41210-27776,RB,t,Tevin Coleman,coleman,11.46999969482422,10,5500,SF@NO,SF,NO,,,,,,ryland,ryland,tevin,coleman5500rbt
conley5400wrc,54.66,Chris Conley,5400,JAX,LAC,,,6.3,11.8,0.0,0.06,1.2,0.5,1.2,6.24,-17.0,0.69,1.0,0.7,0.0,0.0,0.43,-1.3,56.0,19.3,22.8,-0.7,3.5,42.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.19,0.19,63.0,0.92,0.08,7.8,-100,1.06,0.13,100.0,0.0,0.0,30.0,5.7,0.3,-600.0,1.11,0.1,62.0,0.12,0.2,24.0,WR,14,0.0,0.0,0.0,0.0,5.0,2.0,44.0,22.0,16.2,0.1,80.0,0.0,0.0,0.142,0.077,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conley,chris conley,c,conley5400wrc,41210-30403,WR,c,Chris Conley,conley,7.916666666666668,12,5400,LAC@JAC,JAC,LAC,Q,Ankle,,,,ryland,ryland,chris,conley5400wrc
cook6500tej,65.44,Jared Cook,6500,NO,SF,,,8.0,12.5,0.5,-0.44,1.2,0.5,19.4,8.44,4.0,0.91,0.5,2.9,4.0,0.0,0.05,-0.6,42.0,23.0,22.0,-1.5,-1.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.44,0.25,0.0,0.0,0.0,11.9,700,1.83,0.29,100.0,0.4,0.0,50.0,6.8,0.1,500.0,1.25,0.16,47.0,0.21,0.34,23.0,TE,14,0.0,0.0,0.0,0.0,5.0,3.0,46.0,20.0,14.0,0.3,8.6,0.33299999999999996,0.0,0.163,0.21100000000000002,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,jared cook,j,cook6500tej,41210-7761,TE,j,Jared Cook,cook,8.590000152587889,10,6500,SF@NO,NO,SF,,,,,,ryland,ryland,jared,cook6500tej
cook8700rbd,86.69,Dalvin Cook,8700,MIN,DET,,,16.6,27.1,6.2,1.19,1.9,10.5,14.5,15.41,4.0,0.65,0.93,6.9,14.0,0.0,0.99,1.9,46.0,27.8,15.8,-0.7,-12.0,43.5,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,84.0,4.8,0.9,0.489,3.25,2.31,1.38,0.0,0.0,0.0,18.0,100,0.86,0.41,100.0,0.33,0.0,30.0,19.7,5.5,2700.0,0.88,0.43,80.0,0.52,0.0,21.0,RB,14,0.778,0.6409999999999999,0.7140000000000001,17.0,4.0,3.0,37.0,18.0,9.9,0.1,8.2,0.25,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cook,dalvin cook,d,cook8700rbd,41210-54140,RB,d,Dalvin Cook,cook,20.46666717529297,12,8700,DET@MIN,MIN,DET,Q,Chest,,,,ryland,ryland,dalvin,cook8700rbd
cooper4900wrp,51.25,Pharoh Cooper,4900,ARI,PIT,,,5.6,12.1,0.0,0.5,1.1,0.5,1.0,5.1,-18.0,0.7,0.0,0.0,0.0,0.0,0.15,0.2,14.0,20.5,23.0,0.0,2.5,43.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.06,0.0,0.0,0.0,6.5,400,1.3,0.26,100.0,0.33,0.0,30.0,2.3,-0.3,-1100.0,0.99,0.16,39.0,0.04,0.39,23.0,WR,14,0.0,0.0,0.0,0.0,2.0,1.0,16.0,10.0,9.8,0.1,5.4,0.33299999999999996,0.0,0.065,0.063,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cooper,pharoh cooper,p,cooper4900wrp,41210-40932,WR,p,Pharoh Cooper,cooper,4.3125,8,4900,PIT@ARI,ARI,PIT,,,,,,ryland,ryland,pharoh,cooper4900wrp
