,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
arnold4600ted,70.65,Dan Arnold,4600,ARI,LA,,,3.68,5.3,2.1,-0.32,0.8,0.5,19.1,4,-10,0.45,0,0,2,0,0.22,-1.8,28,23.3,25.8,-0.5,2.5,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.13,0.06,0,0,0,4.7,300,1.88,0.18,100,0.4,0,50,4.8,1.3,400,1.94,0.17,82,0.29,0.05,17,TE,1320,0,0,0,0,2,1,23,15,13.6,0.2,8.5,0.333,0,0.077,0.13,0.093,0,0,0,0,0,0,0,0,0,0,arnold,dan arnold,d,arnold4600ted,52101-80546:Dan Arnold,52101-80546,TE,d,Dan Arnold,arnold,3.75,10,4600,LAR@ARI,ARI,LAR,,,,ryland,ryland,dan,arnold4600ted
atlanta3500,30.46,Atlanta,3500,ATL,NO,,,5.7,12.5,-1.1,1.63,1.6,10.5,4,4.07,-14,0.05,0,0,1,0,0.62,-1.8,0,21.8,24.3,-0.5,2.5,46,51,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5.87,0,0,0,0,0,0,0,0,0,0,0,0,12,200,0,0,100,0.66,0,30,6.5,2.1,-100,0,0,76,0.58,0.23,17,DEF,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.5009,0.4929,0.0135,0.0469,7.8,8.93,6.14,3.85,0.2313,atlanta,atlanta,a,atlanta3500,52101-12525:Atlanta Falcons,52101-12525,D,a,Atlanta Falcons,falcons,5.272727273,11,3500,NO@ATL,ATL,NO,,,,Falcons,Falcons,atlanta,atlanta3500
ballage5100rbk,45.55,Kalen Ballage,5100,LAC,NE,,,3.1,4.2,2,-3.33,0.6,0.5,5.4,6.43,-22,0.25,0,0,3,0,0.44,1.3,31,24.8,22.3,-0.5,-2.5,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,3.4,0,0.541,1.31,0.38,0.15,0,0,0,11.7,600,0.48,0.23,50,0.5,0,40,6.3,0.3,400,0.51,0.2,31,0.18,0.06,16,RB,1320,0,0.251,0.455,7,5,4,25,12,6.1,0,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,ballage,kalen ballage,k,ballage5100rbk,52101-52371:Kalen Ballage,52101-52371,RB,k,Kalen Ballage,ballage,7.314285823,7,5100,NE@LAC,LAC,NE,Q,Ankle,,ryland,ryland,kalen,ballage5100rbk
beebe5300wrc,43.4,Chad Beebe,5300,MIN,JAX,,,3.04,4.4,1.7,-2.97,0.6,0.5,2,6.01,-33,0.27,0,0,1,0,0.05,3,21,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07,0,0,0,0,8.2,800,3.64,0.37,50,0.25,0,40,3.9,0.1,800,1.86,0.19,29,0.05,0,17,WR,1320,0,0,0,0,2,1,14,7,90,0.1,0,0.25,0,0.074,0.048,0.053,0,0,0,0,0,0,0,0,0,0,beebe,chad beebe,c,beebe5300wrc,52101-43912:Chad Beebe,52101-43912,WR,c,Chad Beebe,beebe,3.371428626,7,5300,JAC@MIN,MIN,JAC,,,,ryland,ryland,chad,beebe5300wrc
bernard5800rbg,85.2,Giovani Bernard,5800,CIN,@MIA,,,10.19,14,6.3,2.01,1.8,3,3.9,8.18,-3,0.72,1,0.2,5,0,0.7,-1,32,16.3,26.8,0.5,10.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,3.4,0.1,0.506,1.73,0.93,0.4,81,0.67,0.02,6.7,-400,0.5,0.17,100,0,0,30,6.7,0.3,1000,0.76,0.21,87,0.25,0.12,16,RB,1320,0.154,0.171,0.456,5,3,2,20,12,7.9,0.1,4.8,0.125,0.563,0,0,0,0,0,0,0,0,0,0,0,0,0,bernard,giovani bernard,g,bernard5800rbg,52101-25290:Giovani Bernard,52101-25290,RB,g,Giovani Bernard,bernard,8.127272866,11,5800,CIN@MIA,CIN,MIA,,,,ryland,ryland,giovani,bernard5800rbg
blake4600wrc,47.75,Christian Blake,4600,ATL,NO,,,2.4,3.6,1.2,-2.02,0.5,0.5,0,4.42,-38,0.21,0,0,0,0,0.16,0.9,26,21.8,24.3,-0.5,2.5,46,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,3.5,-200,1.32,0.11,100,0,0,30,2.4,-1,100,1.8,0.09,38,0.11,0.27,18,WR,1320,0,0,0,0,1,0,9,6,11.8,0,0,0,0,0.035,0,0.032,0,0,0,0,0,0,0,0,0,0,blake,christian blake,c,blake4600wrc,52101-56580:Christian Blake,52101-56580,WR,c,Christian Blake,blake,2.885714395,7,4600,NO@ATL,ATL,NO,,,,ryland,ryland,christian,blake4600wrc
booker6000rbd,93.75,Devontae Booker,6000,LV,@NYJ,,,12.7,16.7,8.7,4.03,2.1,18.5,5.6,8.67,-3,0.72,0.76,3.8,5,0,0.87,-0.9,10,27.8,20.3,0,-7.5,48,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,5.5,0.2,0.517,0.8,0.27,0.07,38,0.55,0.02,9.3,1100,0.93,0.49,50,0.5,0.5,40,4.7,-0.3,1400,0.89,0.47,56,0.25,0.37,16,RB,1320,0.188,0.191,0.165,4,1,1,7,5,6.7,0,5.4,0.111,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,booker,devontae booker,d,booker6000rbd,52101-39580:Devontae Booker,52101-39580,RB,d,Devontae Booker,booker,6.25,10,6000,LV@NYJ,LV,NYJ,,,,ryland,ryland,devontae,booker6000rbd
boone4600rbm,49.2,Mike Boone,4600,MIN,JAX,,,2.51,3.4,1.6,-2.67,0.5,0.5,0,5.18,-24,0.22,0,0,6,0,0.7,-0.1,13,30.8,20.3,1,-10.5,51,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,5.4,0.5,0.531,0.87,0.6,0.27,0,0,0,0,0,0,0,0,0,0,40,5.2,0.6,0,0.58,0.4,30,0.1,0.2,20,RB,1320,0.6,0.365,0.216,8,0,0,3,3,5.8,0,2.3,0.25,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,boone,mike boone,m,boone4600rbm,52101-58041:Mike Boone,52101-58041,RB,m,Mike Boone,boone,0.966666698,3,4600,JAC@MIN,MIN,JAC,,,,ryland,ryland,mike,boone4600rbm
bowden4500wrl,48.45,Lynn Bowden,4500,MIA,CIN,,,2.26,3.3,1.2,-1.93,0.5,0.5,7.2,4.19,-38,0.21,0,0,0,0,0.49,4,9,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,81,0.67,0.02,0,0,0,0,0,0,0,40,0.4,0,-100,0.36,0.05,0,0,0.27,11,WR,1320,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.011,0,-0.001,0,0,0,0,0,0,0,0,0,0,bowden,lynn bowden,l,bowden4500wrl,52101-87122:Lynn Bowden Jr.,52101-87122,WR,l,Lynn Bowden Jr.,bowden,0.25999999,5,4500,CIN@MIA,MIA,CIN,,,,ryland,ryland,lynn,bowden4500wrl
boyd6600wrt,70.45,Tyler Boyd,6600,CIN,@MIA,,,9.4,12.9,5.9,0.42,1.4,3,13.7,8.98,-7,0.66,0.4,0.9,1,0,0.03,0.4,57,16.3,26.8,0.5,10.5,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.53,0.33,81,0.67,0.02,7.7,-100,0.92,0.16,66,0.33,0.33,30,12.2,3.9,500,1.24,0.21,86,0.46,0.13,15,WR,1320,0,0,0,0,8,6,67,18,10.8,0.3,8.3,0.235,0,0.223,0.25,0.26,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd6600wrt,52101-40669:Tyler Boyd,52101-40669,WR,t,Tyler Boyd,boyd,11.90363659,11,6600,CIN@MIA,CIN,MIA,,,,ryland,ryland,tyler,boyd6600wrt
brown5200rbm,61.95,Malcolm Brown,5200,LA,@ARI,,,5.43,7.3,3.6,-1.25,1,0.5,3.2,6.68,-10,0.5,0,0,1,0,0.4,-1.7,28,25.8,23.3,1,-2.5,49,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,4.1,0.5,0.51,1.4,0.87,0.53,0,0,0,7.4,-300,1.24,0.28,33,0.33,0.66,30,6.9,0.5,200,0.8,0.25,60,0.33,0.4,15,RB,1320,0.333,0.239,0.402,6,1,1,8,5,6.3,0,1.5,0.412,0.706,0,0,0,0,0,0,0,0,0,0,0,0,0,brown,malcolm brown,m,brown5200rbm,52101-32234:Malcolm Brown,52101-32234,RB,m,Malcolm Brown,brown,7.872727134,11,5200,LAR@ARI,LAR,ARI,,,,ryland,ryland,malcolm,brown5200rbm
brown8200wra,73,AJ Brown,8200,TEN,CLE,,,13.13,18.4,7.9,0.5,1.6,10.5,8.7,12.63,2,0.88,0.96,6,7,0,0.86,1,55,29,25,1,-4,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.44,0.06,51,0.7,0.01,12.3,600,1.89,0.24,60,0.4,0.4,50,12.4,1.7,1500,1.66,0.23,60,0.35,0.3,20,WR,1320,0,0,0,0,7,4,81,39,18.3,0.9,15.8,0.533,0,0.248,0.414,0.326,0,0,0,0,0,0,0,0,0,0,brown,aj brown,a,brown8200wra,52101-72846:A.J. Brown,52101-72846,WR,a,A.J. Brown,brown,15.31111145,9,8200,CLE@TEN,TEN,CLE,,,,ryland,ryland,a.j.,brown8200wra
bryant4500teh,69.5,Harrison Bryant,4500,CLE,@TEN,,,3.34,4.9,1.8,-0.43,0.7,0.5,0,3.77,-12,0.4,0,0,2,0,0.12,2.5,36,25,29,1,4,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0.27,51,0.7,0.01,-0.2,-300,-0.3,-0.01,0,0,0.33,30,4.8,1.3,500,2.3,0.13,45,0.18,0.27,11,TE,1320,0,0,0,0,2,1,14,9,10.3,0.3,0,0.75,0,0.081,0.167,0.074,0,0,0,0,0,0,0,0,0,0,bryant,harrison bryant,h,bryant4500teh,52101-70601:Harrison Bryant,52101-70601,TE,h,Harrison Bryant,bryant,3.840000153,10,4500,CLE@TEN,CLE,TEN,,,,ryland,ryland,harrison,bryant4500teh
burton5500tet,75.45,Trey Burton,5500,IND,@HOU,,,6.13,8.5,3.8,0.02,1.1,0.5,1.6,6.11,1,0.91,1,0.6,2,0,0.12,0.8,31,26.8,23.3,-1,-3.5,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.36,0.29,0,0,0,6,0,1.34,0.21,80,0.2,0.2,50,7.4,1.3,700,1.49,0.24,50,0.12,0.06,16,TE,1320,0,0,0,0,4,2,26,12,9.3,0.4,0,0.375,0,0.132,0.231,0.098,0,0,0,0,0,0,0,0,0,0,burton,trey burton,t,burton5500tet,52101-30297:Trey Burton,52101-30297,TE,t,Trey Burton,burton,7.887499809,8,5500,IND@HOU,IND,HOU,,,,ryland,ryland,trey,burton5500tet
byrd5300wrd,81.3,Damiere Byrd,5300,NE,@LAC,,,7.69,11,4.4,1.68,1.5,0.5,2.6,6.01,1,0.86,0,0,2,0,0.54,0,51,22.3,24.8,-1.5,2.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.13,0.13,0,0,0,11.5,-200,1.84,0.2,80,0.2,0,50,8.1,2.2,700,1.66,0.16,75,0.31,0.12,16,WR,1320,0,0,0,0,4,3,45,21,13.7,0.1,11.1,0.333,0,0.171,0.167,0.213,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd5300wrd,52101-30678:Damiere Byrd,52101-30678,WR,d,Damiere Byrd,byrd,7.480000305,10,5300,NE@LAC,NE,LAC,,,,ryland,ryland,damiere,byrd5300wrd
callaway4800wra,53.35,Antonio Callaway,4800,MIA,CIN,,,3.48,5,1.9,-1.39,0.7,0,0,4.87,0,0,0,0,0,0,0.05,4,10,26.8,16.3,0,-10.5,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.67,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WR,1320,0,0,0,0,1,1,10,10,10,0,0,0,0,0.026,0,0.044,0,0,0,0,0,0,0,0,0,0,callaway,antonio callaway,a,callaway4800wra,52101-63360:Antonio Callaway,52101-63360,WR,a,Antonio Callaway,callaway,1,3,4800,CIN@MIA,MIA,CIN,,,,ryland,ryland,antonio,callaway4800wra
carr7200qbd,94.3,Derek Carr,7200,LV,@NYJ,,,18.72,30.8,6.7,3.13,2.6,3,32.74,15.59,2,0.88,0.89,4.7,1,0,0.74,6.3,66,27.8,20.3,0,-7.5,48,61,22,32,257,69,7.8,7.8,1.6,42,23.3,41.1,28.9,5,0.9,5.6,2,7,10,4.5,0.1,0.514,6.33,3.13,2.13,38,0.55,0.02,11.3,200,0.36,0.2,75,0.25,0.25,40,17,1.6,100,0.46,0.26,93,0.62,0.06,16,QB,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr7200qbd,52101-45859:Derek Carr,52101-45859,QB,d,Derek Carr,carr,15.8400005,11,7200,LV@NYJ,LV,NYJ,,,,ryland,ryland,derek,carr7200qbd
carson8000rbc,69.1,Chris Carson,8000,SEA,NYG,,,13.05,16.9,9.2,-0.61,1.6,6.5,18.5,13.66,0,0.84,0.84,2.9,7,0,0.07,0.8,34,29.8,18.8,1.8,-11,48.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,61,5.1,0.6,0.628,1.38,0.75,0.56,51,0.79,0.09,12.9,400,1.29,0.52,25,0,0,40,11.6,1.3,800,0.75,0.34,41,0.23,0.35,17,RB,1320,0.75,0.509,0.518,12,3,2,20,11,70,0.3,8.6,0.313,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,carson,chris carson,c,carson8000rbc,52101-64119:Chris Carson,52101-64119,RB,c,Chris Carson,carson,15.27142879,7,8000,NYG@SEA,SEA,NYG,,,,ryland,ryland,chris,carson8000rbc
cephus4700wrq,66.05,Quintez Cephus,4700,DET,@CHI,,,4.92,7.3,2.5,0.28,1,0.5,13.3,4.64,-23,0.39,0,0,0,0,0.1,2,27,20.5,23.5,0.2,3,44,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,36,0.77,0.09,2.7,100,1.34,0.11,100,0,0,40,3.9,-0.4,200,1.48,0.14,54,0.09,0,11,WR,1320,0,0,0,0,2,1,21,13,14.5,0,0,0,0,0.074,0,0.084,0,0,0,0,0,0,0,0,0,0,cephus,quintez cephus,q,cephus4700wrq,52101-71957:Quintez Cephus,52101-71957,WR,q,Quintez Cephus,cephus,3.342857088,7,4700,DET@CHI,DET,CHI,,,,ryland,ryland,quintez,cephus4700wrq
chark6300wrd,84.8,DJ Chark,6300,JAX,@MIN,,,10.11,14.2,6.1,1.82,1.6,3,5.1,8.29,2,0.88,0,0,3,0,0.75,1.4,54,20.3,30.8,0.5,10.5,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.33,0.13,0,0,0,12.6,-100,1.51,0.23,75,0.25,0,40,9.1,0.8,-300,1.24,0.17,56,0.12,0.25,16,WR,1320,0,0,0,0,7,4,55,25,11.8,0.3,5.6,0.273,0,0.207,0.2,0.231,0,0,0,0,0,0,0,0,0,0,chark,dj chark,d,chark6300wrd,52101-52917:DJ Chark Jr.,52101-52917,WR,d,DJ Chark Jr.,chark,10.87777795,9,6300,JAC@MIN,JAC,MIN,,,,ryland,ryland,dj,chark6300wrd
chicago4200,47.92,Chicago,4200,CHI,DET,,,6.6,13.9,-0.7,0.28,1.6,6.5,3,6.32,-2,0.57,0,0,3,0,0.62,4.4,0,23.5,20.5,-1.3,-3,44,52,0,0,0,0,0,0,0,0,0,0,0,0,1.72,4.94,0,0,0,0,0,0,0,0,0,36,0.77,0.09,6,200,0,0,75,0.5,0.25,40,5.2,-0.5,-200,0,0,88,0.41,0.11,17,DEF,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0.4592,0.4296,0.0093,0.0356,6.81,9.86,3.62,2.36,0.1812,chicago,chicago,c,chicago4200,52101-12527:Chicago Bears,52101-12527,D,c,Chicago Bears,bears,5.636363636,11,4200,DET@CHI,CHI,DET,,,,Bears,Bears,chicago,chicago4200
chubb8700rbn,64.6,Nick Chubb,8700,CLE,@TEN,,,13.95,18.4,9.5,-1.46,1.6,10.5,17.1,15.41,3,0.92,0.95,3.5,6,0,0.49,1.1,32,25,29,1,4,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,94,5.9,0.6,0.497,1.73,0.93,0.6,51,0.7,0.01,18.4,500,0.89,0.56,66,0.33,0.33,30,13.6,0.1,1300,0.79,0.42,37,0.25,0.37,16,RB,1320,0.5,0.569,0.511,15,1,1,7,5,7.5,0,4.6,0.231,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,chubb,nick chubb,n,chubb8700rbn,52101-53562:Nick Chubb,52101-53562,RB,n,Nick Chubb,chubb,14.22500038,8,8700,CLE@TEN,CLE,TEN,,,,ryland,ryland,nick,chubb8700rbn
