combo_id,RylandID_master,Unnamed: 0,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
liamfoudyCBJ,foudy3600wl,foudy3600wl,29.1,Liam Foudy,3600,W,0,CLB,FLA-ALyon,4.42,5.7,3.1,-1.87,1.2,3,0,1,0,-2.4,51,1,2,2.7,4.5,222,7.0,23,180,4.4,-0.6,23,10,36,88,8.7,69,30,38,13,0.11,0.11,0.22,11.39,1.16,1.04,1.46,0.71,0.11,0.28,1.31,9.08,10.7,6.34,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.11,0.11,0.15,0.0,1.52,0.31,0.23,0.54,13.13,2.47,1.62,2.54,0.64,0.19,0.38,2.0,11.58,12.67,0.0,0.0,0.03,0.0,11.86,1.71,1.43,0.29,2.57,0.0,13.56,0.06,0.0,0.0,43.37,44.14,41.78,52.23,50.76,2.69,0.19,3.51,0.26,45.15,39.29,56.77,53.21,3.08,0.25,3.0,0.26,48.88,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,foudy,l,88647-97047,W,l,Liam Foudy,foudy,4.247272838245738,55.0,3600,FLA@CBJ,CBJ,FLA,,,,,,W/UTIL,foudy3600wl,2500
camfowlerANH,fowler4900dc,fowler4900dc,53.52,Cam Fowler,4900,D,0,ANA,EDM-JCampbell,9.61,12.1,7.1,0.09,2.0,1,1,5,0,-2.9,89,1,2,2.2,5.0,387,7.0,21,370,9.6,0.3,65,19,33,87,10.4,61,38,15,13,0.14,0.45,0.59,24.12,1.47,1.57,2.15,0.73,0.09,1.27,2.84,16.17,20.01,12.3,0.05,0.13,2.47,0.41,0.49,0.83,0.0,0.0,0.09,0.33,0.16,0.0,1.57,0.07,0.57,0.64,24.52,1.57,1.64,2.15,0.76,0.04,1.57,3.21,15.92,22.23,0.0,0.07,2.12,0.15,16.57,3.57,1.86,1.71,2.29,0.0,25.25,2.38,0.0,0.0,40.49,40.65,44.2,54.22,47.47,2.73,0.17,3.42,0.22,38.85,40.14,54.0,46.0,2.38,0.19,2.93,0.24,49.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,fowler,c,88647-12460,D,c,Cam Fowler,fowler,9.622666829427084,75.0,4900,ANH@EDM,ANH,EDM,,,,,,D/UTIL,fowler4900dc,4500
morganfrostPHI,frost5100cm,frost5100cm,78.13,Morgan Frost,5100,C,0,PHI,BUF-ULuukkonen,9.69,12.3,7.1,0.6,1.9,2,2,4,0,0.1,37,1,2,3.3,3.3,-110,6.5,39,100,9.3,1.9,65,29,32,88,13.1,83,16,41,12,0.2,0.31,0.51,15.9,1.92,1.99,2.61,0.76,0.1,0.68,2.67,11.47,12.65,8.56,0.01,0.06,2.22,0.33,0.44,0.76,0.0,0.0,0.19,0.25,0.27,0.02,2.4,0.38,0.38,0.77,17.41,2.65,2.23,2.67,0.84,0.17,0.77,3.0,12.5,14.33,0.0,0.0,1.65,0.25,11.14,3.14,2.14,1.0,2.57,0.29,16.85,1.29,0.0,0.0,42.81,43.14,42.87,48.94,45.8,2.79,0.15,2.79,0.25,41.67,44.93,48.0,46.87,2.25,0.22,2.47,0.24,45.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,frost,m,88647-81974,C,m,Morgan Frost,frost,9.07162145666174,74.0,5100,BUF@PHI,PHI,BUF,,,,,,C/UTIL,frost5100cm,3800
brendangallagherMON,gallagher4100wb,gallagher4100wb,64.04,Brendan Gallagher,4100,W,0,MTL,CAR-ARaanta,10.61,13.4,7.8,3.34,2.6,3,1,6,0,-2.0,78,0,2,2.5,4.2,222,6.5,33,245,9.6,1.0,33,17,14,89,12.1,25,12,18,16,0.2,0.32,0.52,14.28,2.19,2.39,3.33,0.72,0.09,0.36,2.75,11.45,10.95,8.07,0.02,0.09,1.79,0.19,0.28,0.67,0.0,0.0,0.18,0.23,1.25,0.0,2.03,0.5,0.17,0.67,14.27,2.82,2.67,4.33,0.62,0.19,0.33,3.0,13.83,9.83,0.0,0.0,1.27,0.0,13.83,3.0,2.67,0.33,4.33,0.0,14.27,1.27,0.0,0.0,39.94,41.87,36.6,48.38,53.22,2.82,0.18,3.16,0.19,41.63,35.53,52.63,56.73,2.31,0.22,2.27,0.12,57.88,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,gallagher,b,88647-15306,W,b,Brendan Gallagher,gallagher,8.574193154611896,31.0,4100,CAR@MON,MON,CAR,,,,,,W/UTIL,gallagher4100wb,3400
dylangambrellOTT,gambrell3400cd,gambrell3400cd,27.84,Dylan Gambrell,3400,C,0,OTT,TOR-ISamsonov,3.65,4.7,2.6,-1.95,1.1,3,0,1,0,-2.1,67,1,2,3.0,3.7,135,6.5,31,126,3.5,-1.3,34,8,39,89,3.8,60,33,6,15,0.04,0.09,0.13,11.96,0.65,0.83,1.16,0.71,0.05,0.74,1.57,7.43,9.48,5.49,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.39,0.0,1.32,0.07,0.13,0.2,12.45,0.96,1.0,1.07,0.94,0.07,0.8,1.8,7.27,10.0,0.0,0.0,0.02,0.0,8.14,2.57,1.43,1.14,1.43,0.0,12.53,0.0,0.0,0.0,46.88,45.49,43.91,44.37,45.77,3.56,0.25,3.12,0.23,46.73,45.62,45.6,43.92,3.4,0.22,3.15,0.27,47.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,gambrell,d,88647-82909,C,d,Dylan Gambrell,gambrell,3.489655067180765,58.0,3400,TOR@OTT,OTT,TOR,,,,,,C/UTIL,gambrell3400cd,2500
frederickgaudreauMIN,gaudreau4500wf,gaudreau4500wf,61.27,F. Gaudreau,4500,W,0,MIN,VGK-LBrossoit,8.67,11.0,6.3,0.62,1.9,3,2,4,0,-2.6,61,0,3,3.1,3.1,-108,6.0,55,-105,8.4,0.1,55,26,43,96,11.2,78,21,28,14,0.22,0.28,0.49,16.09,1.83,1.71,2.06,0.83,0.13,0.57,2.28,10.32,11.84,7.74,0.03,0.02,1.33,0.18,0.24,0.74,0.04,0.02,0.14,0.24,0.1,0.05,1.82,0.36,0.36,0.71,16.48,2.58,1.57,1.86,0.85,0.23,0.71,2.29,9.21,13.21,0.07,0.07,0.96,0.14,8.71,2.14,1.57,0.57,1.71,0.0,16.54,0.94,0.0,0.14,48.89,44.1,50.13,44.48,48.19,3.23,0.22,2.34,0.25,42.36,57.57,49.57,43.43,3.14,0.14,2.21,0.32,46.17,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,gaudreau,f,88647-59209,W,f,Frederick Gaudreau,gaudreau,8.40933349609375,75.0,4500,MIN@VGK,MIN,VGK,,,,,,W/UTIL,gaudreau4500wf,3500
johnnygaudreauCBJ,gaudreau6800wj,gaudreau6800wj,74.95,Johnny Gaudreau,6800,W,0,CLB,FLA-ALyon,17.27,21.6,12.9,4.74,2.5,1,1,15,0,-1.5,36,1,2,2.7,4.5,222,7.0,23,180,15.1,0.8,68,31,29,102,16.9,64,35,42,14,0.31,0.77,1.08,19.57,3.31,2.9,4.05,0.72,0.11,0.22,3.12,15.65,15.41,11.55,0.03,0.25,3.31,0.66,0.95,0.7,0.0,0.0,0.28,0.52,0.28,0.03,2.87,0.31,0.85,1.15,19.66,3.51,3.23,4.31,0.75,0.1,0.23,3.46,15.54,17.0,0.08,0.31,3.92,0.62,16.71,3.57,3.29,0.29,4.57,1.0,20.62,4.31,0.14,0.29,43.37,44.14,41.78,52.23,50.76,2.69,0.19,3.51,0.26,45.15,39.29,56.77,53.21,3.08,0.25,3.0,0.26,48.88,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,gaudreau,j,88647-54514,W,j,Johnny Gaudreau,gaudreau,13.541666666666666,72.0,6800,FLA@CBJ,CBJ,FLA,,,,,,W/UTIL,gaudreau6800wj,5500
vladislavgavrikovLA,gavrikov3700dv,gavrikov3700dv,48.9,Vladislav Gavrikov,3700,D,0,LA,SEA-MJones,7.09,9.0,5.2,0.15,1.9,2,0,1,0,-3.0,86,1,2,3.0,3.1,-105,6.0,66,-110,6.8,-1.0,61,17,28,88,7.3,61,38,30,13,0.05,0.18,0.23,22.22,0.62,1.32,1.81,0.73,0.04,1.63,2.95,16.38,17.67,12.49,0.0,0.0,0.34,0.03,0.03,1.0,0.0,0.03,0.05,0.15,0.73,0.0,0.92,0.08,0.31,0.38,20.39,1.12,1.15,1.38,0.83,0.07,1.31,2.46,19.85,15.38,0.0,0.0,0.2,0.0,18.17,1.67,1.0,0.67,1.33,0.0,21.05,0.07,0.0,0.0,43.66,47.34,42.33,43.87,46.86,3.35,0.24,2.93,0.24,49.54,38.36,40.85,50.0,3.31,0.23,2.86,0.18,53.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,gavrikov,v,88647-103445,D,v,Vladislav Gavrikov,gavrikov,6.603077110877404,65.0,3700,LA@SEA,LA,SEA,,,,,,D/UTIL,gavrikov3700dv,3200
morgangeekieSEA,geekie3800cm,geekie3800cm,40.44,Morgan Geekie,3800,C,0,SEA,LA-PCopley,5.02,6.5,3.6,-1.4,1.3,2,0,1,0,-0.8,44,0,2,3.1,3.0,-115,6.0,34,-110,6.0,-0.4,49,20,32,87,6.4,64,14,21,14,0.11,0.24,0.35,10.71,1.96,1.08,1.61,0.67,0.1,0.49,1.57,8.97,8.73,7.08,0.0,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.11,0.24,0.29,0.0,1.58,0.0,0.33,0.33,9.74,2.03,1.42,2.42,0.59,0.0,0.58,2.0,11.25,7.33,0.0,0.0,0.0,0.0,13.83,1.83,1.17,0.67,2.5,0.0,10.81,0.0,0.0,0.0,46.47,46.86,43.87,42.33,47.34,2.92,0.18,3.25,0.26,50.0,40.85,38.36,49.54,2.93,0.17,3.0,0.26,47.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,geekie,m,88647-82041,C,m,Morgan Geekie,geekie,6.0,62.0,3800,LA@SEA,SEA,LA,,,,,,C/UTIL,geekie3800cm,2600
alexandargeorgievCOL,georgiev8100ga,georgiev8100ga,75.5,A. Georgiev,8100,G,0,COL,DAL-JOettinger,17.52,22.0,13.0,0.1,2.2,1,0,4,0,-2.2,57,0,0,3.4,2.7,-167,6.0,84,-140,20.9,1.8,45,32,11,104,18.1,62,12,43,16,2.42,0.0,0.0,0.0,0.0,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.67,46.53,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.36,0.0,0.0,0.0,0.0,40.67,4/1/23,0,27.7,0.61,0.29,58.37,0.1,23.4,2.38,0.62,0.67,43.87,3.18,31.28,2.94,0.21,3.01,0.23,4.33,31.73,3.0,0.13,3.36,0.28,29.67,DAL,georgiev,a,88647-82094,G,a,Alexandar Georgiev,georgiev,20.37142944335937,56.0,8100,DAL@COL,COL,DAL,,,,,,G,georgiev8100ga,8000
johngibsonANH,gibson6900gj,gibson6900gj,17.5,John Gibson,6900,G,0,ANA,EDM-JCampbell,11.16,14.2,8.2,-4.13,1.6,1,0,1,0,-6.6,50,1,0,2.2,5.0,387,7.0,21,370,14.3,-0.9,44,26,25,87,12.5,38,30,23,13,3.72,0.0,0.0,0.0,0.0,37.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.22,47.47,0.0,0.0,0.0,0.0,0.0,0.0,54.0,46.0,0.0,0.0,0.0,0.0,49.14,4/1/23,0,33.5,0.26,0.57,56.22,0.02,32.7,3.9,0.2,0.0,51.68,3.93,33.74,3.19,0.27,3.22,0.33,4.53,32.4,2.54,0.3,3.21,0.38,34.29,EDM,gibson,j,88647-15268,G,j,John Gibson,gibson,15.466666427313111,51.0,6900,ANH@EDM,ANH,EDM,,,,,,G,gibson6900gj,6900
markgiordanoTOR,giordano4200dm,giordano4200dm,65.89,Mark Giordano,4200,D,0,TOR,OTT-MSogaard,8.76,11.0,6.5,0.75,2.1,2,2,4,0,-3.1,91,1,3,3.7,3.0,-160,6.5,69,-152,8.5,-0.4,70,18,27,96,5.5,38,46,7,13,0.05,0.33,0.38,19.05,1.2,1.42,1.92,0.74,0.04,1.8,3.22,15.16,13.99,11.44,0.0,0.04,0.76,0.08,0.11,0.7,0.01,0.0,0.04,0.28,0.73,0.01,1.31,0.0,0.15,0.15,16.59,0.54,1.15,1.5,0.77,0.0,1.38,2.54,12.83,12.83,0.0,0.0,0.42,0.08,14.17,2.67,1.17,1.5,1.83,0.17,17.61,0.81,0.0,0.0,46.63,45.77,44.37,43.91,45.49,3.17,0.24,3.53,0.19,43.92,45.6,45.62,46.73,2.85,0.27,3.2,0.23,50.29,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,giordano,m,88647-8230,D,m,Mark Giordano,giordano,8.005479786494007,73.0,4200,TOR@OTT,TOR,OTT,,,,,,D/UTIL,giordano4200dm,3900
samuelgirardCOL,girard4900ds,girard4900ds,69.97,Samuel Girard,4900,D,0,COL,DAL-JOettinger,7.75,9.8,5.7,-1.77,1.6,2,2,4,0,-2.1,86,0,3,3.4,2.7,-167,6.0,84,-140,8.9,0.5,63,22,22,99,10.4,73,26,20,15,0.08,0.35,0.44,21.24,1.24,1.59,2.0,0.79,0.05,1.56,3.15,18.7,17.15,13.09,0.01,0.09,1.28,0.07,0.14,0.55,0.0,0.01,0.07,0.25,0.21,0.0,1.29,0.13,0.5,0.63,21.58,1.75,1.5,1.93,0.78,0.08,1.63,3.13,19.93,13.93,0.06,0.13,1.16,0.07,19.57,3.14,1.29,1.86,1.86,0.14,21.59,0.84,0.14,0.0,48.49,50.31,46.99,44.67,46.53,3.16,0.27,2.87,0.17,51.73,43.29,40.0,45.36,3.07,0.35,2.29,0.19,40.67,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,girard,s,88647-73909,D,s,Samuel Girard,girard,9.288234935087315,68.0,4900,DAL@COL,COL,DAL,,,,,,D/UTIL,girard4900ds,4400
zemgusgirgensonsBUF,girgensons3600wz,girgensons3600wz,39.93,Zemgus Girgensons,3600,W,0,BUF,PHI-FSandstrom,5.82,7.5,4.2,-0.47,1.6,4,0,1,0,-2.9,51,2,1,3.3,3.3,-110,6.5,61,-120,5.2,-1.4,56,17,41,87,4.4,46,53,13,15,0.1,0.1,0.21,13.1,0.96,1.33,1.92,0.69,0.08,0.58,1.91,9.29,8.92,6.93,0.0,0.01,0.06,0.01,0.02,0.5,0.0,0.0,0.1,0.09,0.19,0.01,1.3,0.07,0.07,0.13,13.21,0.59,1.27,1.93,0.66,0.05,0.6,1.87,10.0,8.73,0.0,0.07,0.14,0.07,10.29,1.86,1.29,0.57,2.0,0.14,13.65,0.1,0.0,0.14,47.84,45.8,48.94,42.87,43.14,3.24,0.25,2.88,0.26,46.87,48.0,44.93,41.67,3.07,0.2,3.5,0.31,39.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,girgensons,z,88647-23222,W,z,Zemgus Girgensons,girgensons,5.306944529215495,72.0,3600,BUF@PHI,BUF,PHI,,,,,,W/UTIL,girgensons3600wz,2500
claudegirouxOTT,giroux7500wc,giroux7500wc,77.67,Claude Giroux,7500,W,0,OTT,TOR-ISamsonov,12.98,16.3,9.7,-0.92,1.7,1,2,16,0,-2.0,2,1,2,3.0,3.7,135,6.5,31,126,14.2,1.4,71,34,26,99,12.7,73,26,33,15,0.36,0.64,1.0,18.49,3.24,2.6,3.56,0.73,0.14,0.31,2.91,16.55,12.19,12.29,0.09,0.24,2.91,0.48,0.76,0.64,0.0,0.01,0.27,0.39,0.33,0.0,3.24,0.27,0.53,0.8,19.86,2.42,3.0,3.87,0.78,0.09,0.2,3.2,17.13,12.27,0.0,0.2,2.56,0.33,18.43,4.14,3.71,0.43,4.57,0.29,20.8,2.37,0.0,0.43,46.88,45.49,43.91,44.37,45.77,3.56,0.25,3.12,0.23,46.73,45.62,45.6,43.92,3.4,0.22,3.15,0.27,47.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,giroux,c,88647-8556,W,c,Claude Giroux,giroux,14.127999674479168,75.0,7500,TOR@OTT,OTT,TOR,,,,,,W/UTIL,giroux7500wc,5300
lukeglendeningDAL,glendening3500wl,glendening3500wl,26.04,Luke Glendening,3500,W,0,DAL,COL-AGeorgiev,4.33,5.6,3.1,-1.77,1.2,4,0,1,0,-4.0,61,2,1,2.7,3.4,140,6.0,16,120,4.1,-1.8,48,10,39,98,4.6,28,28,7,14,0.05,0.05,0.09,12.48,0.43,1.05,1.72,0.61,0.04,0.91,1.95,7.65,9.32,5.4,0.0,0.0,0.06,0.01,0.04,0.33,0.02,0.02,0.02,0.02,0.58,0.0,1.16,0.13,0.0,0.13,10.95,0.71,1.25,1.88,0.67,0.1,0.5,1.75,8.0,7.25,0.0,0.0,0.05,0.0,8.17,2.17,1.5,0.67,2.17,0.0,11.4,0.02,0.0,0.0,43.87,46.53,44.67,46.99,50.31,3.01,0.23,2.94,0.21,45.36,40.0,43.29,51.73,3.36,0.28,3.0,0.13,51.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,glendening,l,88647-43133,W,l,Luke Glendening,glendening,3.799999952316284,64.0,3500,DAL@COL,DAL,COL,,,,,,W/UTIL,glendening3500wl,2500
alexgoligoskiMIN,goligoski3600da,goligoski3600da,43.66,Alex Goligoski,3600,D,0,MIN,VGK-LBrossoit,5.87,7.5,4.2,-0.85,1.6,3,0,1,0,-3.9,82,0,3,3.1,3.1,-108,6.0,55,-105,5.3,-1.1,43,9,21,96,5.8,78,21,7,14,0.03,0.1,0.13,17.66,0.44,1.28,1.63,0.79,0.03,1.43,2.7,15.0,14.1,11.58,0.0,0.02,0.75,0.07,0.08,0.8,0.0,0.0,0.03,0.08,0.33,0.0,0.81,0.07,0.07,0.14,17.31,0.49,1.0,1.29,0.78,0.07,1.71,2.71,14.43,15.71,0.0,0.0,0.26,0.0,12.71,2.0,0.71,1.29,1.0,0.0,15.99,0.08,0.0,0.0,48.89,44.1,50.13,44.48,48.19,3.23,0.22,2.34,0.25,42.36,57.57,49.57,43.43,3.14,0.14,2.21,0.32,46.17,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,goligoski,a,88647-8611,D,a,Alex Goligoski,goligoski,5.423404125457115,47.0,3600,MIN@VGK,MIN,VGK,,,,,,D/UTIL,goligoski3600da,3000
shaynegostisbehereCAR,gostisbehere4900ds,gostisbehere4900ds,72.59,Shayne Gostisbehere,4900,D,0,CAR,MTL-SMontembeault,11.64,14.6,8.7,2.12,2.4,3,1,5,0,-2.6,93,1,2,4.2,2.5,-277,6.5,67,-310,10.6,-0.8,46,22,43,92,8.4,40,60,13,15,0.2,0.39,0.59,21.46,1.65,2.0,2.99,0.67,0.1,1.22,3.22,15.73,15.9,11.69,0.07,0.16,2.73,0.56,0.82,0.68,0.02,0.0,0.1,0.23,0.41,0.0,1.58,0.13,0.33,0.47,17.06,1.65,1.87,3.13,0.6,0.07,0.6,2.47,16.67,8.6,0.13,0.2,1.99,0.67,16.5,2.63,1.88,0.75,2.63,0.63,17.02,1.96,0.0,0.13,52.88,53.22,48.38,36.6,41.87,3.12,0.19,3.25,0.27,56.73,52.63,35.53,41.63,2.6,0.26,2.88,0.3,43.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,gostisbehere,s,88647-54521,D,s,Shayne Gostisbehere,gostisbehere,10.774627230060634,67.0,4900,CAR@MON,CAR,MON,,,,,,D/UTIL,gostisbehere4900ds,4700
yannigourdeSEA,gourde4400cy,gourde4400cy,58.18,Yanni Gourde,4400,C,0,SEA,LA-PCopley,8.43,10.7,6.1,0.78,1.9,3,0,1,0,-3.8,99,0,2,3.1,3.0,-115,6.0,34,-110,9.5,0.9,60,25,37,87,8.8,57,42,35,14,0.18,0.42,0.6,17.28,2.08,1.74,2.51,0.69,0.1,0.6,2.34,14.46,11.58,10.75,0.02,0.0,0.8,0.13,0.21,0.61,0.01,0.0,0.15,0.42,0.85,0.01,1.61,0.14,0.36,0.5,17.54,1.71,1.79,2.64,0.68,0.08,0.86,2.64,14.57,10.29,0.0,0.0,1.32,0.14,13.5,3.33,2.17,1.17,2.67,0.5,17.49,0.5,0.0,0.0,46.47,46.86,43.87,42.33,47.34,2.92,0.18,3.25,0.26,50.0,40.85,38.36,49.54,2.93,0.17,3.0,0.26,47.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,gourde,y,88647-53606,C,y,Yanni Gourde,gourde,9.3013698630137,73.0,4400,LA@SEA,SEA,LA,,,,,,C/UTIL,gourde4400cy,4600
derekgrantANH,grant4100cd,grant4100cd,45.97,Derek Grant,4100,C,0,ANA,EDM-JCampbell,7.96,10.1,5.8,0.93,1.9,3,2,2,0,-0.9,61,1,2,2.2,5.0,387,7.0,21,370,7.7,0.3,35,13,21,87,8.7,53,46,23,13,0.16,0.33,0.49,14.88,1.98,1.55,2.1,0.74,0.11,0.67,2.22,9.04,13.74,6.89,0.0,0.04,0.92,0.02,0.13,0.17,0.0,0.0,0.16,0.29,0.33,0.06,1.7,0.14,0.43,0.57,15.36,2.23,1.43,2.0,0.71,0.1,0.5,1.93,9.08,12.85,0.0,0.14,1.65,0.0,10.71,1.14,1.0,0.14,1.86,0.29,15.84,2.1,0.0,0.14,40.49,40.65,44.2,54.22,47.47,2.73,0.17,3.42,0.22,38.85,40.14,54.0,46.0,2.38,0.19,2.93,0.24,49.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,grant,d,88647-13657,C,d,Derek Grant,grant,7.143589900090144,39.0,4100,ANH@EDM,ANH,EDM,,,,,,C/UTIL,grant4100cd,3100
