combo_id,RylandID_master,Unnamed: 0,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
erikkarlssonSJ,karlsson7400de,karlsson7400de,91.92,Erik Karlsson,7400,D,0,SJ,ARI-IProsvetov,17.13,21.4,12.9,2.24,2.3,1,1,20,0,0.0,95,0,2,3.4,3.3,-115,6.5,25,-130,16.7,1.4,67,32,18,88,15.5,71,28,35,14,0.27,0.9,1.17,25.71,2.73,2.59,3.68,0.71,0.1,1.01,3.6,22.33,18.99,16.25,0.05,0.23,3.26,0.49,0.7,0.7,0.0,0.0,0.22,0.67,0.42,0.0,2.37,0.21,0.79,1.0,26.7,2.25,3.07,3.93,0.78,0.07,1.0,4.07,21.36,20.57,0.0,0.21,3.51,0.57,18.67,3.67,2.67,1.0,3.17,0.67,26.28,3.25,0.0,0.17,46.64,45.92,48.35,47.11,39.0,2.59,0.18,3.76,0.24,45.57,49.8,48.21,38.47,2.79,0.13,4.07,0.25,36.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,karlsson,e,88647-8551,D,e,Erik Karlsson,karlsson,16.957333984375,75.0,7400,SJ@ARI,SJ,ARI,,,,,,D/UTIL,karlsson7400de,7300
markkastelicOTT,kastelic3400cm,kastelic3400cm,36.9,Mark Kastelic,3400,C,0,OTT,TOR-ISamsonov,3.6,4.7,2.5,-2.0,1.1,4,0,1,0,-3.5,67,1,2,3.0,3.7,135,6.5,31,126,3.9,-1.5,37,6,37,74,3.1,33,46,6,15,0.11,0.06,0.17,8.97,1.14,1.11,1.57,0.7,0.1,0.6,1.71,7.24,7.9,5.27,0.0,0.0,0.35,0.0,0.02,0.0,0.0,0.0,0.11,0.06,1.49,0.0,0.89,0.08,0.0,0.08,7.28,0.66,0.83,0.92,0.91,0.1,0.5,1.33,6.17,6.75,0.0,0.0,0.14,0.0,5.6,1.4,0.4,1.0,0.4,0.0,6.67,0.0,0.0,0.0,46.88,45.49,43.91,44.37,45.77,3.56,0.25,3.12,0.23,46.73,45.62,45.6,43.92,3.4,0.22,3.15,0.27,47.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,kastelic,m,88647-82198,C,m,Mark Kastelic,kastelic,4.124137878417969,58.0,3400,TOR@OTT,OTT,TOR,,,,,,C/UTIL,kastelic3400cm,2500
claytonkellerARI,keller7800wc,keller7800wc,88.3,Clayton Keller,7800,W,0,ARI,SJ-KKahkonen,18.07,22.6,13.5,3.59,2.3,1,1,13,0,0.2,36,2,1,3.3,3.4,-105,6.5,75,110,15.7,2.5,65,32,18,91,22.7,100,0,62,16,0.47,0.61,1.08,20.73,3.13,2.64,3.61,0.73,0.18,0.42,3.07,13.69,14.63,10.5,0.08,0.18,3.08,0.52,0.73,0.72,0.01,0.0,0.38,0.42,0.57,0.05,3.12,0.75,0.75,1.5,21.09,4.27,3.5,4.4,0.8,0.21,0.63,4.13,15.0,14.13,0.06,0.25,2.72,0.53,14.86,4.57,4.29,0.29,5.14,0.57,22.24,3.06,0.0,0.14,43.81,39.0,47.11,48.35,45.92,2.7,0.2,3.11,0.17,38.47,48.21,49.8,45.57,2.4,0.25,3.64,0.18,44.33,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,keller,c,88647-70905,W,c,Clayton Keller,keller,15.589474326685854,76.0,7800,SJ@ARI,ARI,SJ,,,,,,W/UTIL,keller7800wc,6500
adriankempeLA,kempe6500wa,kempe6500wa,84.51,Adrian Kempe,6500,W,0,LA,SEA-MJones,12.96,16.3,9.6,1.01,2.0,1,1,14,1,-0.8,95,1,2,3.0,3.1,-105,6.0,66,-110,14.2,2.8,67,31,31,93,16.1,76,23,38,13,0.48,0.31,0.8,19.02,2.52,3.33,4.47,0.75,0.15,0.4,3.73,13.33,12.11,10.13,0.12,0.13,3.1,0.8,1.16,0.69,0.04,0.0,0.32,0.18,0.52,0.02,2.84,0.62,0.31,0.92,18.85,2.93,3.46,4.85,0.71,0.18,0.31,3.77,14.62,10.92,0.0,0.15,2.81,0.77,14.0,3.5,3.17,0.33,4.33,1.17,18.96,2.14,0.0,0.17,43.66,47.34,42.33,43.87,46.86,3.35,0.24,2.93,0.24,49.54,38.36,40.85,50.0,3.31,0.23,2.86,0.18,53.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,kempe,a,88647-62429,W,a,Adrian Kempe,kempe,13.754666341145834,75.0,6500,LA@SEA,LA,SEA,,,,,,W/UTIL,kempe6500wa,6200
alexanderkerfootTOR,kerfoot4300ca,kerfoot4300ca,59.29,Alexander Kerfoot,4300,C,0,TOR,OTT-MSogaard,9.98,12.6,7.3,2.54,2.3,2,2,4,0,-0.4,44,1,3,3.7,3.0,-160,6.5,69,-152,7.3,-0.6,53,26,46,97,5.8,46,53,30,13,0.12,0.27,0.39,14.79,1.58,1.57,2.14,0.73,0.08,0.67,2.24,11.15,10.74,8.24,0.02,0.01,0.55,0.1,0.1,1.0,0.02,0.01,0.08,0.25,0.35,0.01,2.15,0.14,0.14,0.29,14.28,1.22,1.14,1.69,0.68,0.12,0.5,1.64,11.08,11.77,0.0,0.0,0.63,0.08,11.0,2.43,1.71,0.71,1.86,0.14,14.05,0.5,0.0,0.0,46.63,45.77,44.37,43.91,45.49,3.17,0.24,3.53,0.19,43.92,45.6,45.62,46.73,2.85,0.27,3.2,0.23,50.29,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,kerfoot,a,88647-82179,C,a,Alexander Kerfoot,kerfoot,7.350000329919763,74.0,4300,TOR@OTT,TOR,OTT,,,,,,C/UTIL,kerfoot4300ca,3100
philkesselVGK,kessel3700wp,kessel3700wp,64.84,Phil Kessel,3700,W,0,VGK,MIN-MFleury,8.86,11.2,6.5,2.37,2.4,3,2,3,0,-3.6,92,0,2,3.1,3.1,-111,6.0,45,-115,8.1,0.4,60,32,39,89,7.3,64,35,42,14,0.16,0.32,0.48,13.44,2.14,1.93,2.51,0.77,0.08,0.26,2.19,10.81,12.77,7.89,0.02,0.11,1.63,0.34,0.41,0.83,0.0,0.0,0.13,0.21,0.47,0.01,1.78,0.13,0.4,0.53,12.82,2.48,1.33,2.07,0.64,0.1,0.27,1.6,10.36,15.0,0.07,0.13,1.4,0.29,11.5,1.33,1.17,0.17,2.17,0.5,13.69,1.43,0.17,0.33,47.61,48.19,44.48,50.13,44.1,2.49,0.22,3.2,0.22,43.43,49.57,57.57,42.36,2.43,0.24,3.14,0.25,40.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,kessel,p,88647-8682,W,p,Phil Kessel,kessel,7.643999837239583,75.0,3700,MIN@VGK,VGK,MIN,,,,,,W/UTIL,kessel3700wp,3200
jujharkhairaCHI,khaira3500wj,khaira3500wj,28.07,Jujhar Khaira,3500,W,0,CHI,NJD-VVanecek,6.77,8.6,4.9,0.67,1.9,4,2,5,0,-3.7,67,0,2,2.3,4.4,272,6.5,31,260,5.2,-0.4,31,9,18,87,6.6,66,26,20,15,0.09,0.18,0.27,13.54,1.2,1.02,1.56,0.66,0.09,0.67,1.69,8.51,9.84,6.27,0.02,0.02,0.7,0.09,0.16,0.57,0.02,0.0,0.04,0.16,0.64,0.0,1.1,0.07,0.36,0.43,14.01,1.84,1.14,1.64,0.7,0.06,0.64,1.79,10.71,9.86,0.0,0.0,0.6,0.0,12.17,1.83,1.0,0.83,1.33,0.0,15.56,1.31,0.0,0.0,43.16,38.84,44.81,49.93,50.81,2.98,0.16,2.9,0.18,37.87,46.47,47.73,56.2,3.0,0.11,2.27,0.15,55.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,khaira,j,88647-42906,W,j,Jujhar Khaira,khaira,5.143478393554688,46.0,3500,NJ@CHI,CHI,NJ,,,,,,W/UTIL,khaira3500wj,2600
alexkillornTB,killorn4600wa,killorn4600wa,63.56,Alex Killorn,4600,W,0,TB,NYI-ISorokin,9.97,12.6,7.3,1.73,2.2,2,1,5,0,-3.6,94,0,2,3.1,2.5,-154,5.5,79,-154,10.2,0.7,58,30,40,106,14.3,81,18,56,16,0.24,0.37,0.61,17.65,2.07,1.88,2.5,0.75,0.13,0.43,2.31,12.27,11.95,8.79,0.03,0.1,2.2,0.31,0.47,0.65,0.01,0.01,0.2,0.25,0.55,0.02,2.15,0.56,0.38,0.94,17.32,3.26,2.13,2.69,0.79,0.26,0.44,2.56,11.5,10.13,0.13,0.19,2.77,0.31,10.86,1.71,1.43,0.29,1.86,0.43,16.53,2.52,0.14,0.14,48.4,45.91,48.55,44.07,45.31,3.42,0.26,2.89,0.18,47.13,46.83,40.94,50.58,3.25,0.23,2.33,0.21,52.83,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,killorn,a,88647-21523,W,a,Alex Killorn,killorn,10.855263157894736,76.0,4600,NYI@TB,TB,NYI,,,,,,W/UTIL,killorn4600wa,4200
joelkivirantaDAL,kiviranta3300wj,kiviranta3300wj,25.71,Joel Kiviranta,3300,W,0,DAL,COL-AGeorgiev,4.01,5.2,2.8,-1.7,1.2,4,0,1,0,-4.0,73,2,1,2.7,3.4,140,6.0,16,120,3.8,-1.9,33,8,46,98,3.3,21,64,7,14,0.09,0.04,0.13,11.72,0.67,1.2,1.64,0.73,0.07,0.35,1.56,8.76,9.46,6.09,0.0,0.0,0.04,0.01,0.01,1.0,0.01,0.0,0.08,0.04,0.48,0.01,0.93,0.08,0.08,0.17,11.74,0.87,0.75,1.42,0.53,0.11,0.25,1.0,8.58,8.25,0.0,0.0,0.03,0.0,9.0,0.67,0.5,0.17,1.0,0.0,11.31,0.01,0.0,0.0,43.87,46.53,44.67,46.99,50.31,3.01,0.23,2.94,0.21,45.36,40.0,43.29,51.73,3.36,0.28,3.0,0.13,51.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,kiviranta,j,88647-107990,W,j,Joel Kiviranta,kiviranta,3.893749952316284,64.0,3300,DAL@COL,DAL,COL,,,,,,W/UTIL,kiviranta3300wj,2500
tylerklevenOTT,kleven3900dt,kleven3900dt,76.7,Tyler Kleven,3900,D,0,OTT,TOR-ISamsonov,4.61,5.9,3.3,-2.76,1.2,3,0,1,1,-4.4,14,1,2,3.0,3.7,135,6.5,31,126,14.4,3.5,50,50,0,2,14.4,50,0,50,2,0.0,1.0,1.0,17.55,3.42,3.0,4.0,0.75,0.0,1.0,4.0,17.0,8.0,13.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.86,0.0,1.0,1.0,17.55,3.42,3.0,4.0,0.75,0.0,1.0,4.0,17.0,8.0,0.0,0.0,0.23,0.0,17.0,4.0,3.0,1.0,4.0,0.0,17.55,0.23,0.0,0.0,46.88,45.49,43.91,44.37,45.77,3.56,0.25,3.12,0.23,46.73,45.62,45.6,43.92,3.4,0.22,3.15,0.27,47.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,kleven,t,88647-184168,D,t,Tyler Kleven,kleven,14.399999618530272,1.0,3900,TOR@OTT,OTT,TOR,,,,,,D/UTIL,kleven3900dt,2600
johnklingbergMIN,klingberg5000dj,klingberg5000dj,63.96,John Klingberg,5000,D,0,MIN,VGK-LBrossoit,8.52,10.8,6.3,-1.21,1.7,3,1,4,0,-3.9,73,0,3,3.1,3.1,-108,6.0,55,-105,9.0,-0.4,53,22,28,98,9.7,46,23,15,13,0.13,0.34,0.48,20.73,1.39,1.61,2.52,0.64,0.08,1.21,2.82,14.68,19.23,11.07,0.01,0.12,2.39,0.45,0.68,0.66,0.0,0.0,0.12,0.22,0.78,0.0,1.41,0.1,0.4,0.5,19.98,1.5,2.0,3.3,0.61,0.05,0.7,2.7,12.8,16.3,0.0,0.1,3.5,1.1,12.25,3.25,2.25,1.0,3.5,1.75,19.34,3.37,0.0,0.0,48.89,44.1,50.13,44.48,48.19,3.23,0.22,2.34,0.25,42.36,57.57,49.57,43.43,3.14,0.14,2.21,0.32,46.17,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,klingberg,j,88647-14457,D,j,John Klingberg,klingberg,9.058333333333334,60.0,5000,MIN@VGK,MIN,VGK,,,,,,D/UTIL,klingberg5000dj,4200
keegankolesarVGK,kolesar3600wk,kolesar3600wk,29.58,Keegan Kolesar,3600,W,0,VGK,MIN-MFleury,4.63,6.0,3.3,-1.66,1.3,4,0,1,0,-3.5,51,0,2,3.1,3.1,-111,6.0,45,-115,4.6,-1.6,42,18,44,87,3.3,35,21,7,14,0.11,0.14,0.25,11.45,1.31,0.91,1.25,0.73,0.12,0.43,1.34,9.1,10.82,6.45,0.0,0.0,0.03,0.01,0.01,1.0,0.0,0.0,0.11,0.14,0.92,0.0,1.02,0.11,0.0,0.11,12.05,0.55,0.89,0.88,1.02,0.13,0.33,1.22,7.5,11.63,0.0,0.0,0.11,0.0,3.67,0.67,0.33,0.33,0.33,0.0,10.36,0.28,0.0,0.0,47.61,48.19,44.48,50.13,44.1,2.49,0.22,3.2,0.22,43.43,49.57,57.57,42.36,2.43,0.24,3.14,0.25,40.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,kolesar,k,88647-66625,W,k,Keegan Kolesar,kolesar,4.231884057971015,69.0,3600,MIN@VGK,VGK,MIN,,,,,,W/UTIL,kolesar3600wk,2500
traviskonecnyPHI,konecny8000wt,konecny8000wt,88.2,Travis Konecny,8000,W,0,PHI,BUF-ULuukkonen,16.59,20.8,12.4,1.72,2.1,1,1,7,1,0.0,94,1,2,3.3,3.3,-110,6.5,39,100,15.7,0.8,52,23,20,88,0.0,0,0,0,12,0.46,0.48,0.94,19.54,2.89,3.16,4.34,0.73,0.15,0.58,3.75,13.75,14.74,10.17,0.07,0.13,3.0,0.55,0.88,0.62,0.04,0.04,0.34,0.3,1.42,0.06,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.81,43.14,42.87,48.94,45.8,2.79,0.15,2.79,0.25,41.67,44.93,48.0,46.87,2.25,0.22,2.47,0.24,45.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,konecny,t,88647-66508,W,t,Travis Konecny,konecny,16.93461491511418,52.0,8000,BUF@PHI,PHI,BUF,,,,,,W/UTIL,konecny8000wt,7600
anzekopitarLA,kopitar5900ca,kopitar5900ca,74.89,Anze Kopitar,5900,C,0,LA,SEA-MJones,12.78,16.1,9.5,2.05,2.2,1,1,6,0,-0.9,99,1,2,3.0,3.1,-105,6.0,66,-110,13.6,1.6,62,37,36,93,10.2,61,38,23,13,0.31,0.55,0.86,20.56,2.51,2.22,3.06,0.72,0.14,1.12,3.33,14.5,12.93,11.02,0.06,0.17,3.22,0.44,0.61,0.73,0.0,0.01,0.25,0.37,0.06,0.01,2.14,0.15,0.54,0.69,20.73,2.0,1.69,2.77,0.61,0.09,0.77,2.46,15.31,11.15,0.0,0.15,2.94,0.15,14.67,2.67,1.83,0.83,2.67,0.33,20.9,2.34,0.0,0.17,43.66,47.34,42.33,43.87,46.86,3.35,0.24,2.93,0.24,49.54,38.36,40.85,50.0,3.31,0.23,2.86,0.18,53.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,kopitar,a,88647-8394,C,a,Anze Kopitar,kopitar,13.5586669921875,75.0,5900,LA@SEA,LA,SEA,,,,,,C/UTIL,kopitar5900ca,6100
klimkostinEDM,kostin3500wk,kostin3500wk,34.29,Klim Kostin,3500,W,0,EDM,ANA-JGibson,4.04,5.2,2.9,-2.06,1.2,4,0,1,0,-3.5,67,0,2,5.0,2.2,-510,7.0,79,-460,5.8,-0.6,24,14,34,85,3.1,21,57,14,14,0.2,0.18,0.37,10.12,2.19,1.0,1.43,0.7,0.2,0.27,1.27,8.47,8.21,6.11,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.18,1.18,0.0,1.1,0.08,0.25,0.33,8.51,2.33,0.75,0.91,0.83,0.11,0.25,1.0,6.09,6.36,0.0,0.0,0.09,0.0,5.57,1.14,0.86,0.29,0.86,0.0,8.07,0.0,0.0,0.0,51.68,47.47,54.22,44.2,40.65,3.22,0.33,3.19,0.27,46.0,54.0,40.14,38.85,3.21,0.38,2.54,0.3,37.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,kostin,k,88647-81981,W,k,Klim Kostin,kostin,5.803921568627451,51.0,3500,ANH@EDM,EDM,ANH,,,,,,W/UTIL,kostin3500wk,2600
jesperikotkaniemiCAR,kotkaniemi3900cj,kotkaniemi3900cj,61.78,J. Kotkaniemi,3900,C,0,CAR,MTL-SMontembeault,8.7,11.1,6.3,2.08,2.2,2,2,5,0,0.2,61,1,2,4.2,2.5,-277,6.5,67,-310,6.9,-0.1,46,20,43,100,9.4,40,60,20,15,0.16,0.29,0.45,14.17,1.91,1.36,2.06,0.66,0.12,0.24,1.6,12.92,8.34,9.52,0.03,0.08,1.9,0.34,0.52,0.65,0.01,0.0,0.12,0.21,0.53,0.01,1.98,0.19,0.5,0.69,15.8,2.62,1.31,2.07,0.64,0.14,0.31,1.63,13.29,8.57,0.06,0.19,1.58,0.13,13.25,1.63,1.13,0.5,2.0,0.38,15.22,1.38,0.0,0.0,52.88,53.22,48.38,36.6,41.87,3.12,0.19,3.25,0.27,56.73,52.63,35.53,41.63,2.6,0.26,2.88,0.3,43.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,kotkaniemi,j,88647-97116,C,j,Jesperi Kotkaniemi,kotkaniemi,7.359459129539696,74.0,3900,CAR@MON,CAR,MON,,,,,,C/UTIL,kotkaniemi3900cj,2900
johnathankovacevicMON,kovacevic3700dj,kovacevic3700dj,32.57,Johnathan Kovacevic,3700,D,0,MTL,CAR-ARaanta,5.19,6.6,3.7,-1.75,1.4,3,0,1,0,-5.0,41,0,2,2.5,4.2,222,6.5,33,245,5.3,-1.3,57,18,24,87,6.5,87,12,18,16,0.03,0.17,0.2,17.16,0.7,1.15,1.62,0.71,0.02,1.13,2.28,13.2,14.31,9.56,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.03,0.17,0.52,0.0,0.88,0.0,0.25,0.25,17.74,0.85,1.31,1.81,0.72,0.0,1.5,2.81,13.88,17.63,0.0,0.0,0.04,0.0,15.29,3.0,1.57,1.43,1.86,0.0,17.88,0.1,0.0,0.0,39.94,41.87,36.6,48.38,53.22,2.82,0.18,3.16,0.19,41.63,35.53,52.63,56.73,2.31,0.22,2.27,0.12,57.88,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,kovacevic,j,88647-103032,D,j,Johnathan Kovacevic,kovacevic,5.340845242352553,71.0,3700,CAR@MON,MON,CAR,,,,,,D/UTIL,kovacevic3700dj,2600
peytonkrebsBUF,krebs3800cp,krebs3800cp,43.22,Peyton Krebs,3800,C,0,BUF,PHI-FSandstrom,6.24,8.0,4.5,-0.18,1.6,4,2,1,0,-3.3,44,2,1,3.3,3.3,-110,6.5,61,-120,5.3,-0.9,44,22,45,87,5.4,53,46,26,15,0.11,0.26,0.38,13.67,1.67,1.01,1.43,0.71,0.11,0.25,1.26,9.92,9.23,7.39,0.01,0.09,1.16,0.09,0.13,0.7,0.01,0.0,0.09,0.18,0.63,0.0,1.73,0.0,0.33,0.33,15.0,1.32,1.47,1.87,0.79,0.0,0.27,1.73,11.14,10.79,0.0,0.0,1.19,0.27,11.86,2.43,2.29,0.14,2.71,0.57,14.61,0.9,0.0,0.0,47.84,45.8,48.94,42.87,43.14,3.24,0.25,2.88,0.26,46.87,48.0,44.93,41.67,3.07,0.2,3.5,0.31,39.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,krebs,p,88647-117048,C,p,Peyton Krebs,krebs,5.451514966560133,66.0,3800,BUF@PHI,BUF,PHI,,,,,,C/UTIL,krebs3800cp,2600
nikitakucherovTB,kucherov8900wn,kucherov8900wn,80.84,Nikita Kucherov,8900,W,0,TB,NYI-ISorokin,19.11,23.9,14.3,2.48,2.1,1,1,13,1,-4.0,83,0,2,3.1,2.5,-154,5.5,79,-154,19.5,1.5,77,31,21,106,15.9,68,31,12,16,0.43,0.97,1.4,20.24,4.15,3.23,4.8,0.67,0.13,0.26,3.5,15.85,14.32,11.88,0.17,0.43,4.05,1.01,1.46,0.69,0.0,0.0,0.27,0.54,0.45,0.03,2.57,0.31,0.81,1.13,19.55,3.47,3.13,4.63,0.68,0.1,0.25,3.38,15.88,12.13,0.13,0.44,3.58,0.88,15.57,2.57,2.43,0.14,3.71,0.57,19.73,3.19,0.0,0.29,48.4,45.91,48.55,44.07,45.31,3.42,0.26,2.89,0.18,47.13,46.83,40.94,50.58,3.25,0.23,2.33,0.21,52.83,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,kucherov,n,88647-43214,W,n,Nikita Kucherov,kucherov,18.56315853721217,76.0,8900,NYI@TB,TB,NYI,,,,,,W/UTIL,kucherov8900wn,8300
brettkulakEDM,kulak4100db,kulak4100db,62.54,Brett Kulak,4100,D,0,EDM,ANA-JGibson,4.9,6.3,3.5,-2.9,1.2,3,0,1,0,-2.3,5,0,2,5.0,2.2,-510,7.0,79,-460,6.9,-0.4,71,24,26,105,5.1,35,64,14,14,0.05,0.25,0.3,17.4,1.03,1.41,1.83,0.77,0.03,1.23,2.63,13.69,13.71,10.41,0.0,0.0,0.13,0.01,0.01,1.0,0.0,0.03,0.05,0.23,0.59,0.0,1.32,0.07,0.13,0.2,14.9,0.81,1.47,1.79,0.82,0.05,0.4,1.87,11.21,11.43,0.0,0.0,0.44,0.07,12.43,2.29,2.0,0.29,2.14,0.0,15.0,0.0,0.0,0.0,51.68,47.47,54.22,44.2,40.65,3.22,0.33,3.19,0.27,46.0,54.0,40.14,38.85,3.21,0.38,2.54,0.3,37.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,kulak,b,88647-42962,D,b,Brett Kulak,kulak,6.615789313065378,76.0,4100,ANH@EDM,EDM,ANH,,,,,,D/UTIL,kulak4100db,2600
